[00:00:00.009 --> 00:00:01.830]  Welcome, ladies and gentlemen.
[00:03:40.274 --> 00:03:43.356]  I got a problem with my membership, but maybe that can be taken care of when I'm done.
[00:03:43.376 --> 00:03:46.717]  Yeah, we can't do customer service over the phone.
[00:03:46.757 --> 00:03:47.097]  I know that.
[00:03:47.658 --> 00:03:49.878]  I did, but I did want to say something.
[00:03:50.999 --> 00:03:53.160]  I was listening to the one gentleman.
[00:03:53.180 --> 00:03:57.142]  He was pretty exasperated about, you know, what do we do?
[00:03:57.222 --> 00:04:01.343]  We hear all this information, and what are we supposed to do with the information?
[00:04:01.363 --> 00:04:07.206]  And I listened to his shows over and over, and it's like,
[00:04:07.659 --> 00:04:08.800]  There's so much going on.
[00:04:08.840 --> 00:04:11.001]  We're being bombarded from every single angle.
[00:04:11.441 --> 00:04:13.422]  And it's like you jump from one subject to the next.
[00:04:13.902 --> 00:04:24.788]  But I think that, you know, when push comes to shove, when they come to take us out of our houses, that's when you're going to see the real doo-doo hit the fan, so to say.
[00:04:25.328 --> 00:04:27.149]  And that's when the people are going to start fighting back.
[00:04:27.842 --> 00:04:29.763]  Well, I hope that the people fight back before then.
[00:04:29.783 --> 00:04:31.324]  I hope it doesn't come to roundups.
[00:04:31.364 --> 00:04:43.730]  I mean, MTV put out a commercial last year where basically they said that the Holocaust could happen again in this country, and they had people rounded up out of subway stations and out of their homes into trucks.
[00:04:44.310 --> 00:04:45.251]  It's the Alex Jones Show.
[00:04:45.271 --> 00:04:46.271]  We'll be back after this.
[00:04:46.351 --> 00:04:47.212]  Keep taking your calls.
[00:04:47.312 --> 00:04:48.873]  Infowars.com, PrisonPlanet.tv.
[00:04:54.016 --> 00:04:57.058]  Have you ever wanted to generate your own supply of electrical power?
[00:04:57.499 --> 00:05:00.801]  If so, this is going to be the most important message you will ever hear.
[00:05:01.281 --> 00:05:07.226]  Solar powered generators are now available from Solutions from Science, one of GCN's oldest and most trusted sponsors.
[00:05:07.606 --> 00:05:11.749]  These emergency backup systems provide life-saving electrical power when you need it most.
[00:05:12.229 --> 00:05:17.953]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity for free.
[00:05:18.254 --> 00:05:21.336]  It's like having an electric power plant running quietly in your own home.
[00:05:21.656 --> 00:05:23.097]  Run sump pumps, shortwave
[00:05:23.117 --> 00:05:23.517]  We're good.
[00:05:44.701 --> 00:05:46.742]  Or call 877-327-0365.
[00:05:46.762 --> 00:05:50.303]  877-327-0365.
[00:05:52.144 --> 00:05:52.724]  Don't wait.
[00:05:52.824 --> 00:05:53.485]  Call today.
[00:05:54.145 --> 00:06:06.810]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:06:07.290 --> 00:06:17.957]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:06:18.337 --> 00:06:21.560]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:06:21.760 --> 00:06:23.481]  From hijackers being trained at U.S.
[00:06:23.521 --> 00:06:29.265]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:06:29.645 --> 00:06:36.790]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com while you're visiting the online video store.
[00:06:37.110 --> 00:06:44.857]  Be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[00:06:45.277 --> 00:06:47.539]  We're in a no-holds-bar information war.
[00:06:47.920 --> 00:06:53.264]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[00:06:54.225 --> 00:06:54.766]  You worry.
[00:06:55.126 --> 00:06:56.848]  You see the signs and worry about the future.
[00:06:57.208 --> 00:06:59.430]  You worry about economic turmoil and food shortages.
[00:06:59.850 --> 00:07:01.632]  How to be prepared while preserving your sanity?
[00:07:04.864 --> 00:07:05.865]  Thanks for watching!
[00:07:24.403 --> 00:07:32.548]  Well respected in her field, Linda's approach to teaching this subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
[00:07:33.049 --> 00:07:37.432]  Learn how to identify it, where and when to find it, how to prepare, use, and store it.
[00:07:37.872 --> 00:07:41.554]  Go to Linda's website, ofthefield.com, and take advantage of special offers.
[00:07:41.894 --> 00:07:45.557]  Or if you're not online, call her 24-hour, toll-free order line at 888-51-EAT-FREE.
[00:07:56.859 --> 00:08:09.605]  Alright folks, we are just busting through your calls here at the Alex Jones Show.
[00:08:09.645 --> 00:08:11.166]  I am Jason Verma, sitting in all week.
[00:08:12.346 --> 00:08:19.370]  We're going to go to Robert, John, Bob, Jesse, and more.
[00:08:20.666 --> 00:08:23.409]  But first, I want to play this for the PrisonPlanet.TV viewers.
[00:08:23.870 --> 00:08:34.161]  These are a couple commercials that MTV put out, Think.MTV.com put out last year, and they basically are warning the average Joe that, hey, guess what?
[00:08:34.201 --> 00:08:38.006]  The Holocaust happened to people just like us that didn't really think it was possible.
[00:08:39.127 --> 00:08:39.948]  So let's play the clip.
[00:09:02.005 --> 00:09:02.627]  Don't shoot!
[00:09:40.208 --> 00:09:41.028]  And there you have it.
[00:09:41.909 --> 00:09:48.792]  Now, I know that doesn't make for great radio, because you can't see what's going on, but in the first one, basically, people are rounded up right out of a subway, Bob.
[00:09:49.012 --> 00:09:51.474]  Yeah, and the second one, they're rounded up right out of their house.
[00:09:51.994 --> 00:09:53.375]  And what was waiting for them outside?
[00:09:53.435 --> 00:09:56.716]  Big trucks full of other people from the family.
[00:09:56.736 --> 00:10:02.239]  Which, of course, exactly what Jack McClam has always said, when the tyranny comes, it's wearing a uniform.
[00:10:03.120 --> 00:10:05.381]  Exactly, and we're going to have McClam on in about 20 minutes.
[00:10:05.481 --> 00:10:05.781]  All right.
[00:10:07.828 --> 00:10:08.808]  Let's take some callers.
[00:10:09.048 --> 00:10:12.149]  Let's go to... Let's see who hasn't hung up on me yet.
[00:10:12.169 --> 00:10:14.890]  I believe Robert in California we just went to, right?
[00:10:15.130 --> 00:10:17.810]  So we're on... Oh, Robert in California's next.
[00:10:17.850 --> 00:10:17.950]  Good.
[00:10:17.990 --> 00:10:19.711]  Let's go to Robert in California then.
[00:10:19.831 --> 00:10:20.591]  How you doing, Jason?
[00:10:20.971 --> 00:10:21.151]  Good.
[00:10:21.731 --> 00:10:25.732]  No, I haven't hung up on you, but I'm a little bit pet peeved today.
[00:10:26.232 --> 00:10:26.512]  Okay.
[00:10:26.532 --> 00:10:27.512]  Everybody's mad at me today.
[00:10:27.532 --> 00:10:36.114]  Well, I'm not really mad at you, but, you know, as I keep hearing this over and over again about these large marches, large demonstrations,
[00:10:37.234 --> 00:10:45.956]  You know, that does bring somewhat media attention and put the spotlight on some of the problems.
[00:10:45.996 --> 00:10:52.197]  But the really thing that's really going to change things is if we don't get in there and start grabbing back the handles of government.
[00:10:53.878 --> 00:10:56.198]  We did that here in Los Angeles County.
[00:10:56.878 --> 00:11:00.099]  Several of us who worked on Dr. Paul's campaign
[00:11:07.720 --> 00:11:18.409]  I mean, he didn't win, but he started an organization that is supposed to get people like ourselves, grassroots, elected into office so that we can make a change.
[00:11:18.469 --> 00:11:24.695]  I think that everybody out there that can run for city council member or a local state senator or a member of Congress should do so.
[00:11:25.095 --> 00:11:29.757]  And that dovetails with the, uh, with G. Edward Griffin's organization, Freedom Force International.
[00:11:29.797 --> 00:11:30.638]  Yes, Freedom Force.
[00:11:30.718 --> 00:11:31.018]  Same thing.
[00:11:31.058 --> 00:11:34.920]  You lost the power incrementally, and now you gotta take it back incrementally.
[00:11:34.940 --> 00:11:39.903]  You gotta, you actually, rather than just talk about it and gripe about it, you go out there and you run for dog catcher.
[00:11:40.143 --> 00:11:40.523]  That's right.
[00:11:40.823 --> 00:11:41.763]  Alright, continue, man.
[00:11:42.564 --> 00:11:47.006]  Right, and so, uh, a few of us even got onto the executive board.
[00:11:47.086 --> 00:11:54.690]  Our biggest problem now is basically like any political organization, especially on the Republican side, since they've, um,
[00:11:55.322 --> 00:12:02.104]  Uh, sort of ruin the name is getting people registered as Republicans, getting other Republicans elected and raising money.
[00:12:03.005 --> 00:12:17.390]  Um, uh, of course the big one raising money helps shows that those of us who actually went out and put ourselves into the wheels to, uh, you know, say that we don't really need money from special interests or, or people that we don't necessarily want to be friendly with.
[00:12:18.390 --> 00:12:22.872]  Um, uh, and then also choosing candidates within your local area.
[00:12:23.591 --> 00:12:30.196]  That's what the Central Committee does, is basically do endorsements and do campaign research and development.
[00:12:30.436 --> 00:12:37.081]  And I think they have these organizations, or what we call them, precinct leaders or block captains, all over the United States.
[00:12:37.601 --> 00:12:49.069]  But until we start grabbing at the bottom and then reaching for the top, we're never going to change the top, because once you take away their base of power and their funding, which is pretty much what we'd like to do,
[00:12:50.854 --> 00:12:51.674]  Nothing's going to happen.
[00:12:51.914 --> 00:12:55.056]  All the marches, all the protests will not help.
[00:12:55.096 --> 00:12:56.436]  Well, I'm with you, man.
[00:12:56.657 --> 00:13:04.840]  First of all, I think that marches do help, but we have not gotten the numbers that we need to make ourselves relevant in the everyday media, number one.
[00:13:04.880 --> 00:13:08.422]  Number two, I totally and completely agree with you that we need to put ourselves into office.
[00:13:09.062 --> 00:13:13.665]  But then I look at myself, I'm like, am I ready to commit two years of my life into some local office?
[00:13:13.705 --> 00:13:14.585]  Am I ready to do that?
[00:13:14.705 --> 00:13:18.427]  Hopefully somebody else out there is and maybe that's just not my calling, Bob.
[00:13:18.687 --> 00:13:30.694]  But a couple of my friends, upstate New York guys, actually I'm an upstate New York guy, my friends I went to college with, they were from Long Island and they went all the way out to Minnesota for the big Ron Paul rally.
[00:13:31.174 --> 00:13:32.715]  And one of them, one of the two of them,
[00:13:33.015 --> 00:13:38.899]  Actually got chosen by Campaign for Liberty to run for local office and be backed by the organization this year.
[00:13:38.919 --> 00:13:39.860]  I'm not sure if he won.
[00:13:40.321 --> 00:13:44.944]  But it shows how young, you know, he was in his mid-twenties, how young people can get involved, how old people can get involved.
[00:13:45.224 --> 00:13:46.025]  And I'm with this guy.
[00:13:46.045 --> 00:13:48.306]  I mean, I think that we do have to take back local office.
[00:13:48.667 --> 00:13:51.309]  I think the smaller you start, the bigger you'll get.
[00:13:51.829 --> 00:13:58.836]  Yeah, I don't think that you're going to find many of us able to win a Congressional election or an actual Senate election.
[00:13:59.056 --> 00:14:05.182]  Hell, Cindy Sheehan couldn't even win her Congressional spot and there was enough people out there that didn't want the incumbent Pelosi.
[00:14:05.362 --> 00:14:13.250]  Whether they fudge the numbers or whatever, there was somebody that had a face, a name, and honestly a message that I could get behind, you know, let's end the war.
[00:14:13.370 --> 00:14:20.673]  We're talking about county commissioners and things like that, mayors, you know, that type of thing where they can have an impact on their local community.
[00:14:20.973 --> 00:14:30.338]  Now here in Austin, what, a few years ago, and Alex Jones actually kind of led the thing, we got the city council to pass a resolution against the Patriot Act.
[00:14:30.578 --> 00:14:31.018]  I remember that.
[00:14:31.038 --> 00:14:33.039]  I mean, that's the kind of thing we're talking about.
[00:14:33.719 --> 00:14:42.922]  You gotta go from the bottom up, and it may not be glamorous, you know, to be a county commissioner, I don't know, but things like that have to be done all over the country.
[00:14:42.942 --> 00:14:45.863]  I'm almost sure that it is absolutely not glamorous.
[00:14:45.923 --> 00:14:47.064]  Robert, I thank you for the call.
[00:14:47.564 --> 00:14:49.084]  Alright, let's jump to our next caller.
[00:14:49.124 --> 00:14:50.925]  I believe we are on John in Canada.
[00:14:50.965 --> 00:14:51.725]  John, what's on your mind?
[00:14:51.745 --> 00:14:53.786]  Hey gentlemen, how's it going?
[00:14:54.166 --> 00:14:54.366]  Good.
[00:14:55.106 --> 00:14:55.326]  Good.
[00:14:55.707 --> 00:14:59.168]  Yeah, so I'm going to be a bit of a Christ advocate here.
[00:14:59.208 --> 00:14:59.948]  I want to ask you,
[00:15:00.580 --> 00:15:07.982]  How much money do we need to give you in charity before you guys understand just the most basic precepts of what justice is?
[00:15:08.642 --> 00:15:13.283]  You know, the problem with you guys hijacking our freedom movement is that you won't acknowledge it.
[00:15:14.463 --> 00:15:17.064]  It's a simple thing.
[00:15:17.104 --> 00:15:19.124]  Look man, we're in the real world.
[00:15:19.184 --> 00:15:22.565]  We don't live in fairy tales and clouds.
[00:15:22.605 --> 00:15:24.025]  Hold on, you need to pay people.
[00:15:24.065 --> 00:15:28.366]  The guy running my show right now across the way, he has to make a living.
[00:15:28.766 --> 00:15:29.246]  You know what I mean?
[00:15:29.266 --> 00:15:30.647]  He has to be able to pay his rent.
[00:15:31.107 --> 00:15:36.550]  I have to be able to pay my rent, my garbage, my electric, somebody to watch my dogs when I'm gone.
[00:15:37.211 --> 00:15:39.812]  I'm not rocking any diamonds in theprisonplanet.tv.
[00:15:40.212 --> 00:15:40.673]  You got this?
[00:15:40.693 --> 00:15:42.854]  This is a metal necklace that cost me $5.
[00:15:43.654 --> 00:15:44.515]  What is his point?
[00:15:45.195 --> 00:15:48.417]  His point is that we're hijacking the free movement because we take money.
[00:15:48.797 --> 00:15:50.158]  Because we take money here.
[00:15:50.238 --> 00:15:50.778]  Is that your point?
[00:15:50.798 --> 00:15:52.279]  Yeah, it's absolutely his point.
[00:15:52.379 --> 00:15:55.060]  Is he still on?
[00:15:55.120 --> 00:15:57.502]  Alright, so what's your point?
[00:15:57.802 --> 00:16:00.764]  My point, for example, Ray McGovern, you had him on.
[00:16:01.044 --> 00:16:08.048]  Ray McGovern is fully cognizantly aware that the Bush administration doctored the National Intelligence estimate on invading Iraq.
[00:16:08.068 --> 00:16:14.231]  They took the CIA's words, rewrote entire paragraphs, and conned you as a victim to die.
[00:16:14.571 --> 00:16:15.932]  Now you, as a coward,
[00:16:16.445 --> 00:16:16.786]  I think?
[00:16:32.427 --> 00:16:33.707]  Hold on, I got what I could out of him.
[00:16:33.727 --> 00:16:35.188]  The guy's not even in office yet.
[00:16:35.208 --> 00:16:37.728]  We're five days away from being inaugurated.
[00:16:38.128 --> 00:16:38.428]  Okay?
[00:16:38.729 --> 00:16:40.069]  So what else did you want me to tell you?
[00:16:40.089 --> 00:16:42.149]  He talked about the Bohemian Grove, for Christ's sake.
[00:16:42.469 --> 00:16:44.210]  I also talked about, uh, what else?
[00:16:44.450 --> 00:16:45.510]  Hold on, what else did I talk to him about?
[00:16:45.530 --> 00:16:50.051]  I also talked to him about that Obama and Hillary attended Bilderberg.
[00:16:50.311 --> 00:16:55.553]  So in a less than hour period, I brought up a lot of good points that were against his point of view.
[00:16:55.773 --> 00:17:00.494]  I don't know if you want me to viciously attack every guest that comes on here, but then we're not going to have guests.
[00:17:00.934 --> 00:17:01.174]  Go ahead.
[00:17:01.647 --> 00:17:01.987]  Not at all.
[00:17:02.047 --> 00:17:05.328]  You know, the other thing you guys got a problem with is putting words in other people's mouths.
[00:17:05.348 --> 00:17:07.168]  It'd be great if I could just speak for myself, you know?
[00:17:07.188 --> 00:17:12.170]  No, you can't speak for yourself when you accuse us of hijacking the freedom movement.
[00:17:12.210 --> 00:17:12.810]  Who is the freedom?
[00:17:12.830 --> 00:17:13.770]  Who the hell are you?
[00:17:13.790 --> 00:17:19.632]  I mean, listen, we're all people and we're not... Your justice?
[00:17:20.132 --> 00:17:23.933]  No, justice requires evidence to prove someone's guilt or innocence.
[00:17:24.033 --> 00:17:28.014]  By Bush closing in 9-11 investigations immediately after the terrorist event,
[00:17:28.385 --> 00:17:32.490]  He's committing the highest act of treason, but you guys go, he's just a puppet, never mind him.
[00:17:32.750 --> 00:17:34.051]  He is a puppet!
[00:17:34.312 --> 00:17:40.378]  Listen, listen, do you realize yesterday this is something I haven't talked about on the show and you keep screaming, well we're going to let him go because I can't take it.
[00:17:40.839 --> 00:17:44.583]  But it's just totally ridiculous, mentally ill jealousy or something.
[00:17:44.863 --> 00:17:47.166]  The deal is, and I want to see if I can... He is a puppet!
[00:17:47.186 --> 00:17:49.088]  I want to see if I can communicate this to that fellow.
[00:17:49.208 --> 00:17:49.428]  Listen...
[00:17:50.690 --> 00:17:51.871]  Yes, he is a puppet.
[00:17:51.891 --> 00:17:56.635]  When we say Bush did this and Bush did that, we know that he is a representative.
[00:17:56.675 --> 00:18:01.078]  He is a poster child for a totalitarian oligarchy.
[00:18:01.398 --> 00:18:03.920]  We know that he has no power under himself.
[00:18:04.301 --> 00:18:05.382]  He's being told what to do.
[00:18:05.422 --> 00:18:05.982]  He's a puppet.
[00:18:06.002 --> 00:18:07.323]  So, he's a poster child.
[00:18:07.343 --> 00:18:10.426]  When you say Obama did this or Obama did that, it's not him.
[00:18:10.506 --> 00:18:11.306]  It's his handlers.
[00:18:11.847 --> 00:18:12.868]  It's his controllers.
[00:18:14.430 --> 00:18:15.751]  We're not supposed to take any money, Bob.
[00:18:15.771 --> 00:18:17.894]  How dare I make a movie and charge for it?
[00:18:17.914 --> 00:18:19.556]  Even though I give it all away for free.
[00:18:19.576 --> 00:18:23.060]  We give it all, this will be on YouTube later today, all for free.
[00:18:23.160 --> 00:18:25.683]  Well, the money thing, I don't understand.
[00:18:25.703 --> 00:18:26.624]  You know, that's funny.
[00:18:27.345 --> 00:18:32.872]  Dan Rather, when he was head of the CBS News, he could get paid a couple of million dollars a year and he's credible, right?
[00:18:35.268 --> 00:18:39.231]  You know, but these guys, you guys, I know about this operation a little bit.
[00:18:39.271 --> 00:18:42.253]  It's always just by skin of the teeth, all the time, all the time, all the time.
[00:18:42.273 --> 00:18:44.055]  This is the first big expansion they've ever done.
[00:18:44.075 --> 00:18:50.339]  Yeah, I mean, the previous Central Texas Command Center was nothing to... It was about twice the size of this office we're in.
[00:18:50.379 --> 00:18:51.200]  Right, you know, come on.
[00:18:51.700 --> 00:18:58.025]  You have got to, you've got to generate the cash in order to run an operation, and that's just tough.
[00:18:58.645 --> 00:19:19.799]  One thing I love about my show, the simple truth, since it's all volunteer and there is no money involved, there's no commercials, no anything, I'm totally free to say whatever the heck I want and I don't care who I tick off, and I know that when you run a commercial operation, you've got to be careful about, well, you know, you might want to just stay away from this subject because an advertiser might not like it, but that's the real world, man!
[00:19:21.039 --> 00:19:25.002]  If you want to get the information out, you've got to get the information out.
[00:19:25.102 --> 00:19:26.123]  You've got to have a little scratch.
[00:19:26.143 --> 00:19:28.324]  You've got to have some money, and that's just the way it works.
[00:19:28.344 --> 00:19:29.345]  You know, I haven't talked about this.
[00:19:29.365 --> 00:19:30.826]  I'm kind of glad he called in about 9-11.
[00:19:31.306 --> 00:19:37.130]  They just released over a thousand interviews that the 9-11 Commission on their website conducted.
[00:19:37.210 --> 00:19:38.991]  I didn't see William Rodriguez's name there.
[00:19:39.091 --> 00:19:41.112]  I didn't see Barry Jennings' name either.
[00:19:41.132 --> 00:19:41.933]  What about William Wright?
[00:19:42.573 --> 00:19:44.354]  I don't think I saw Robert Wright's either.
[00:19:45.695 --> 00:19:46.796]  It's the Alex Jones Show.
[00:19:46.816 --> 00:19:48.397]  The attackers are in full force.
[00:19:48.497 --> 00:19:50.218]  Infowars.com, PrisonPlanet.tv.
[00:20:03.502 --> 00:20:04.523]  But who is the enemy?
[00:20:05.043 --> 00:20:05.564]  Bin Laden.
[00:20:05.844 --> 00:20:06.785]  This is his ammo.
[00:20:06.805 --> 00:20:08.146]  We have to look to the Middle East.
[00:20:08.206 --> 00:20:09.867]  We have to look to Osama Bin Laden.
[00:20:10.208 --> 00:20:16.953]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:20:17.354 --> 00:20:17.794]  Some U.S.
[00:20:17.854 --> 00:20:23.479]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:20:24.179 --> 00:20:27.720]  I'm aware that some Israeli citizens have been detained.
[00:20:28.061 --> 00:20:37.924]  ...Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[00:20:38.164 --> 00:20:38.905]  Fabled Enemies.
[00:20:39.385 --> 00:20:46.667]  Get the DVD at InfoWars.com or see it in super high quality along with hundreds of other titles at PrisonPlanet.tv.
[00:20:47.148 --> 00:20:50.509]  Either you are with us or you are with the terrorists.
[00:20:54.787 --> 00:20:58.649]  As many people know, ever since President Nixon took us off the gold standard, the U.S.
[00:20:58.669 --> 00:20:59.930]  dollar has been devaluating.
[00:21:00.090 --> 00:21:03.652]  What people don't know, however, is how this directly affects your personal finances.
[00:21:03.952 --> 00:21:06.473]  Is there a way to prevent your portfolios from losing value?
[00:21:06.873 --> 00:21:08.614]  The answer to all of this is gold and silver.
[00:21:08.934 --> 00:21:11.096]  They have both maintained their purchasing power for 6,000 years.
[00:21:12.296 --> 00:21:22.742]  If you had $100,000 in cash and $100,000 in gold and silver back in 1913 and kept them both until now, your cash would actually have the buying power of only $4,800.
[00:21:23.042 --> 00:21:26.724]  But your gold and silver would have the buying power of $3,000,000.
[00:21:26.784 --> 00:21:29.866]  The answer to protecting your assets is simple.
[00:21:30.086 --> 00:21:32.267]  Call me, John Ballman, today at 1-800-GOLD.
[00:21:33.508 --> 00:21:36.532]  Call 1-800-686-2237, extension 169.
[00:21:37.313 --> 00:21:39.696]  Get all your questions answered before your money is worth zero.
[00:21:39.936 --> 00:21:40.436]  Call 1-800-686-2237, extension 169.
[00:21:40.476 --> 00:21:43.119]  Take action today while we still accept paper dollars for gold.
[00:21:43.180 --> 00:21:44.021]  That's 1-800-686-2237, extension 169.
[00:21:55.686 --> 00:21:59.388]  Gentlemen, I know you need no reminder that Valentine's Day is right around the corner.
[00:21:59.748 --> 00:22:01.829]  Obviously, you have the perfect gift in mind.
[00:22:02.169 --> 00:22:08.493]  Well, just in case you might, ahem, know someone that may need some gift ideas, tell them about EnduringRose.com.
[00:22:08.733 --> 00:22:11.214]  We all know that flowers are a woman's favorite gift.
[00:22:11.574 --> 00:22:13.094]  But they only last a short time.
[00:22:13.435 --> 00:22:18.336]  EnduringRose.com has taken this gift and made it into one that will endure and last forever.
[00:22:18.596 --> 00:22:25.298]  Dipped in 24 karat gold, these real roses, single rose, or bouquets preserve your message of love for a lifetime.
[00:22:25.518 --> 00:22:30.879]  You can also shop for other ridiculously romantic gifts like jewelry and adorable stuffed animals.
[00:22:31.439 --> 00:22:33.560]  You can't go wrong at EnduringRose.com.
[00:22:34.120 --> 00:22:38.401]  Oh, and tell them there's a military discount and they can get free shipping on qualified orders.
[00:22:38.993 --> 00:22:41.235]  That website again is EnduringRose.com.
[00:22:41.715 --> 00:22:44.418]  E-N-D-U-R-I-N-G Rose dot com.
[00:22:44.858 --> 00:22:45.219]  Or call 702-453-7455.
[00:22:45.239 --> 00:22:45.559]  That's 702-453-7455.
[00:22:53.738 --> 00:22:57.382]  Everyone knows that omega-3 should be an essential part of our daily diet.
[00:22:57.442 --> 00:23:03.087]  With so many different methods of consumption, how do you choose a simple yet effective way to get your daily intake?
[00:23:03.167 --> 00:23:07.231]  The friendly, knowledgeable folks at North American Nutrition have the answer.
[00:23:07.511 --> 00:23:09.813]  Nature's gem, premium omega-3.
[00:23:09.974 --> 00:23:15.759]  Unlike other flaxseed, our golden flax is grown on our farm in northern Minnesota, providing cooler temperatures
[00:23:15.759 --> 00:23:16.419]  We're good to go!
[00:23:33.066 --> 00:23:34.067]  We're good to go.
[00:24:09.277 --> 00:24:10.518]  It's the Alex Jones Show.
[00:24:10.558 --> 00:24:19.885]  We are live on PrisonPlanet.tv for all those subscribers out there giving us their evil money that helps to fund this program here, Bob.
[00:24:20.005 --> 00:24:21.065]  Yeah, that's just terrible.
[00:24:21.886 --> 00:24:25.549]  It's a horrible thing, Jason, that somebody has enough
