[00:00:04.980 --> 00:00:09.821]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:04:31.650 --> 00:04:37.733]  What those mammary glands, those beautiful mammary glands, were designed for.
[00:04:37.733 --> 00:04:44.477]  The guys in the control room got a kick out of that little comment.
[00:04:44.477 --> 00:04:46.918]  Yeah!
[00:04:46.918 --> 00:04:49.000]  Fired up!
[00:04:49.000 --> 00:04:51.061]  This transmission has just lifted off.
[00:04:51.061 --> 00:04:54.142]  Huge news blitz straight ahead.
[00:04:54.142 --> 00:04:59.325]  Right here on the one, the only InfoWars.com radio network.
[00:04:59.325 --> 00:04:59.966]  Stay with us.
[00:05:01.243 --> 00:05:02.904]  Hello friends, this is Alex Jones.
[00:05:02.904 --> 00:05:07.667]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:05:07.667 --> 00:05:10.629]  We need to be independent, and food and water is the key.
[00:05:10.629 --> 00:05:13.671]  You'll never have to stand in a bread line if you have your own bread.
[00:05:13.671 --> 00:05:19.794]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[00:05:19.794 --> 00:05:25.378]  Our elected representatives wanted a good old boy bailout for the special interest, so they ignored your screams not to do it.
[00:05:25.598 --> 00:05:27.419]  They turned off the telephones and email.
[00:05:27.419 --> 00:05:31.383]  They voted to print $850 billion at least out of thin air.
[00:05:31.383 --> 00:05:34.205]  This money now owns the American and European banks.
[00:05:34.205 --> 00:05:43.352]  The exploding inflation that is now guaranteed will slash your life savings to nothing and blast the cost of necessities, particularly food, beyond many Americans' reach.
[00:05:43.352 --> 00:05:50.437]  In pre-Nazi Germany's superinflation, the cost of a loaf of bread doubled every two days until it reached over 4 billion marks.
[00:05:50.437 --> 00:05:52.459]  Food prices are skyrocketing so fast,
[00:05:52.659 --> 00:05:54.880]  There seems as if there may be no end in sight.
[00:05:54.880 --> 00:06:00.581]  The private banks merging with our government are refusing to loan grocery stores enough money to restock their shelves.
[00:06:00.581 --> 00:06:03.822]  The stores have less food but jack up prices to stay in business.
[00:06:03.822 --> 00:06:07.183]  Whatever happens in America, we need to be prepared and be ready.
[00:06:07.183 --> 00:06:08.983]  Everything is zeroing in on food.
[00:06:08.983 --> 00:06:13.064]  One-third of Americans have to choose between buying food and paying for other necessities.
[00:06:13.064 --> 00:06:15.505]  My friends, whatever it takes, get prepared.
[00:06:15.505 --> 00:06:16.325]  Get self-sufficient.
[00:06:16.505 --> 00:06:17.206]  Get food.
[00:06:17.206 --> 00:06:24.735]  For everybody out there listening, it's very important for you to understand that by having a supply of storable food, the government, the new old order, has a lot less control over you.
[00:06:24.735 --> 00:06:25.936]  And so it's a mindset.
[00:06:25.936 --> 00:06:28.679]  A mindset of self-sufficiency and preparedness.
[00:06:28.679 --> 00:06:31.543]  No one is going to take care of your family in the final equation but you.
[00:06:31.903 --> 00:06:38.886]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[00:06:38.886 --> 00:06:42.167]  And they do it at almost half the cost of last year's grocery prices.
[00:06:42.167 --> 00:06:43.087]  Call 1-800-409-5633.
[00:06:43.087 --> 00:06:47.309]  Or on the web, go to eFoodsDirect.com.
[00:06:47.309 --> 00:06:53.571]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[00:06:53.571 --> 00:06:54.672]  Watch the free videos.
[00:06:54.892 --> 00:06:59.936]  Look at their online catalog or give them a call at 1-800-409-5633.
[00:06:59.936 --> 00:07:04.919]  Again, 800-409-5633 or on the web at efoodsdirect.com.
[00:07:04.919 --> 00:07:06.060]  Take action today.
[00:07:06.060 --> 00:07:10.664]  The first step is getting storable food.
[00:07:10.664 --> 00:07:17.289]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:07:17.289 --> 00:07:21.492]  It's Alex Jones and the GCN Radio Network.
[00:07:21.492 --> 00:07:23.954]  It really is a Central Texas Command Center now.
[00:07:25.615 --> 00:07:31.359]  I'm going to visit family for a few days next week.
[00:07:31.359 --> 00:07:33.680]  So Jason Burmiss is going to be sitting in some.
[00:07:33.680 --> 00:07:45.327]  He's down here in the Central Texas Command Center and he's saying, man, you've got to give people a tour of this place and show them what you did with the support people gave you.
[00:07:45.327 --> 00:07:50.590]  And you know, really, we've just been so busy.
[00:07:50.590 --> 00:07:51.231]  So busy.
[00:07:52.182 --> 00:07:55.983]  With all the other projects we're doing in this Barack Obama film.
[00:07:55.983 --> 00:08:01.004]  We were up here until about 11 last night and we went and got a hamburger afterwards.
[00:08:01.004 --> 00:08:05.905]  With Rob's cousin who's down here visiting from New York.
[00:08:05.905 --> 00:08:08.806]  That was fun.
[00:08:08.806 --> 00:08:12.066]  But I digress.
[00:08:12.066 --> 00:08:15.107]  Maybe, since it's quick and easy and later we'll do a video tour.
[00:08:17.233 --> 00:08:22.455]  Just take some photos around the new Central Texas Command Center, kind of a photo tour.
[00:08:22.455 --> 00:08:37.741]  And then at some point, I need to walk around with a camera in here and videotape the place and put it out for the viewers out there at PrisonPlanet.tv so they can check out the Command Center.
[00:08:37.741 --> 00:08:45.284]  But we're in the next phase, trying to expand our operations, and so we're so busy that it's hard to get around to that, but we will do it.
[00:08:47.659 --> 00:08:51.762]  That is a guarantee if the creek don't rise, as they say.
[00:08:51.762 --> 00:08:57.786]  Yeah, I usually get up about 6.30, 7 in the morning.
[00:08:57.786 --> 00:09:09.295]  I slept until about 9 o'clock this morning because I didn't get home until about 1 and I'm here with this huge stack of news in front of me and I'm actually in a relaxed mood.
[00:09:10.350 --> 00:09:11.150]  Which is rare.
[00:09:11.150 --> 00:09:15.292]  I mean, I'm normally relaxed when I'm not on air.
[00:09:15.292 --> 00:09:27.217]  But for some reason I've gotten the habit over the years, I guess when I first got on radio it was so exciting that I was just exploding with information that I would get into this overdriven mode and that became the precedent.
[00:09:27.217 --> 00:09:34.580]  But right now I'm feeling like my normal self and I don't even know where to start because I have all this serious news and I almost hate to plow through it all.
[00:09:36.070 --> 00:09:41.392]  And bum my happy vibe, as they say, but we won't have a free society.
[00:09:41.392 --> 00:09:47.874]  We won't have any future if we let the criminals come in and eat us out of house and home and our societies.
[00:09:47.874 --> 00:09:49.195]  That's the whole point about corruption.
[00:09:49.195 --> 00:09:49.995]  It must be stopped.
[00:09:49.995 --> 00:09:51.536]  It must be resisted.
[00:09:51.536 --> 00:09:54.257]  Really serious news on the financial front.
[00:09:54.257 --> 00:09:57.618]  This is UBS closing U.S.
[00:09:57.618 --> 00:09:59.939]  clients' offshore accounts.
[00:10:02.202 --> 00:10:07.225]  New York Times reports, and this is a Reuters story itself, under pressure from the U.S.
[00:10:07.225 --> 00:10:15.531]  Tax Authority, Swiss wealth management giant UBS is closing all the offshore accounts of its rich U.S.
[00:10:15.531 --> 00:10:17.852]  clients, the New York Times said Friday.
[00:10:17.852 --> 00:10:21.575]  Now what's happened is the really big money's moved offshore.
[00:10:21.575 --> 00:10:26.678]  The get-out-of-the-United-States date, I've been told and read about, was about two years ago.
[00:10:26.678 --> 00:10:28.999]  And they've moved their money to Mumbai.
[00:10:31.084 --> 00:10:45.153]  They've moved their money to Dubai, they've moved their money to Luxembourg, they've moved their money to the Bahamas, they've moved their money to Portugal, they've moved their money.
[00:10:45.153 --> 00:10:56.040]  And then you have the OECD, the Organization of Economic Cooperative Development, that was the official name of the Marshall Plan in Europe.
[00:10:57.262 --> 00:11:06.369]  And now it's this international management consortium that really sets a lot of the policies for the private IMF, World Bank, International Bank of Settlements, and others.
[00:11:06.369 --> 00:11:11.653]  And they're the ones that have been pushing for decades to, quote, get rid of tax havens.
[00:11:11.653 --> 00:11:16.197]  But they only get rid of select, quote, tax avoidance havens.
[00:11:16.197 --> 00:11:21.481]  And they only go after the smaller fish, people with a million, two million, five million, a hundred million.
[00:11:22.771 --> 00:11:25.852]  Even a billion, if they're not in the inner circle of elitist.
[00:11:25.852 --> 00:11:27.833]  So this is all about selective enforcement.
[00:11:27.833 --> 00:11:49.299]  The big trillionaires of the world, the super class, the handful of families that control trillions, Rothschilds, Rockefellers, they use governmental taxing authorities to come in and suck the middle class and the nouveau riche and the upstart super rich dry through taxation.
[00:11:51.128 --> 00:12:10.136]  You see these reports all the time, where Goldman Sachs paid less than 1% taxes, that was in the New York Times, in the United States, because they're offshore, and they've written all the federal and international laws where it's allowed, it's kosher for them to do that, but nobody else, except for that small superclass.
[00:12:11.081 --> 00:12:21.284]  And so that's all this is, is nowhere to run, nowhere to hide, unless you're a select group allowed to go into the bank accounts in other areas of the world.
[00:12:21.284 --> 00:12:30.827]  So this is a robbing of the middle class, a robbing of the nouveau riche and some upstart super rich.
[00:12:30.827 --> 00:12:33.008]  The looting.
[00:12:33.008 --> 00:12:34.389]  UBS, which the U.S.
[00:12:34.389 --> 00:12:35.069]  authorities say
[00:12:36.633 --> 00:12:45.037]  Helped wealthy Americans hide cash in offshore bank accounts will shut down 19,000 offshore accounts, the paper said, quoting unnamed U.S.
[00:12:45.037 --> 00:12:46.158]  clients.
[00:12:46.158 --> 00:12:49.500]  A UBS spokesman in Switzerland was not immediately available to comment on the report.
[00:12:49.500 --> 00:12:56.003]  The Swiss bank, one of the hardest hit in the credit crisis, decided in July last year to stop offering offshore accounts to U.S.
[00:12:56.003 --> 00:12:57.944]  citizens as it was targeted by a U.S.
[00:12:57.944 --> 00:13:03.187]  tax investigation which challenges Switzerland's famous banking secrecy laws.
[00:13:04.645 --> 00:13:14.512]  Really what happened is the Swiss joined the European Union a few years ago, and they have agreed to phase out their own currency and their gold-backed system, so it's over for them.
[00:13:14.512 --> 00:13:17.094]  They're being absorbed by the board.
[00:13:17.094 --> 00:13:18.295]  As part of the investigation, U.S.
[00:13:18.295 --> 00:13:21.958]  authorities indicted UBS's Wealth Management Chief last year.
[00:13:21.958 --> 00:13:25.881]  UBS is progressing with its closing.
[00:13:25.881 --> 00:13:31.926]  In ordinary fashion, UBS spokesman Karina Byrne was quoted as saying in the U.S.
[00:13:31.926 --> 00:13:32.186]  paper,
[00:13:34.175 --> 00:13:35.215]  And it says it helped U.S.
[00:13:35.215 --> 00:13:38.237]  clients hide $18 billion of untaxed American money.
[00:13:38.237 --> 00:13:42.839]  I mean, there are globalists that are making $18 billion a day, folks.
[00:13:42.839 --> 00:13:48.321]  But they love these illusions and these giant hoaxes that Bill Gates is the richest man in the world.
[00:13:48.321 --> 00:13:55.744]  Bill Gates' father, who headed up Planned Parenthood, is still on their board, and was tied in with IBM Eugenics Operations.
[00:13:55.744 --> 00:13:58.946]  IBM is a trust when the old man died in the
[00:14:00.196 --> 00:14:01.917]  Was it late 40s?
[00:14:01.917 --> 00:14:10.420]  Set up a trust that IBM be used to carry out, setting up a world state to carry out eugenics, and that's on record.
[00:14:10.420 --> 00:14:19.364]  And to get around trust laws, and those are still being somewhat enforced, I'm digressing.
[00:14:19.364 --> 00:14:23.806]  Look, I've covered one article here, and I've probably got 50 or 60 important ones.
[00:14:24.758 --> 00:14:27.180]  It's just all a giant stinking fraud.
[00:14:27.180 --> 00:14:29.321]  And so he was set up as the IBM frontman.
[00:14:29.321 --> 00:14:34.445]  And IBM has thousands of fronts that we know of.
[00:14:34.445 --> 00:14:38.348]  So there you go, ladies and gentlemen.
[00:14:38.348 --> 00:14:43.732]  A lot of these low-level government people and bureaucrats and corporate shills, you don't get to keep your money.
[00:14:44.662 --> 00:14:47.804]  And the general that you stole, many of you, or that you earned.
[00:14:47.804 --> 00:14:54.088]  And then many, of course, the mainline middle class that may have a half million dollars saved up for 30, 40 years of working.
[00:14:54.088 --> 00:14:55.829]  Well, you're just going to lose all that value too.
[00:14:55.829 --> 00:14:56.690]  That's what this is about.
[00:14:56.690 --> 00:15:01.833]  You think the elites are going to just let you invest in the system and they are not going to steal from you?
[00:15:01.833 --> 00:15:11.440]  You think they're setting up FEMA camps and NORTHCOM command because they want to give you a pedicure or, you know, they want to wash your rock and roll hair?
[00:15:13.032 --> 00:15:17.075]  Because they care about your bling and your escalade?
[00:15:17.075 --> 00:15:18.836]  They'd like to see you dead.
[00:15:18.836 --> 00:15:22.019]  You understand that?
[00:15:22.019 --> 00:15:24.460]  Henry Paulson's a big eugenicist.
[00:15:24.460 --> 00:15:27.603]  Heading up a bunch of land grabbing operations.
[00:15:27.603 --> 00:15:28.904]  He's a human hater.
[00:15:28.904 --> 00:15:30.605]  Openly calls for population reduction.
[00:15:30.605 --> 00:15:35.549]  I mean, this is a sick group.
[00:15:35.549 --> 00:15:38.411]  So again, all of you that think you're a part of the system, just get ready.
[00:15:39.349 --> 00:15:43.913]  Get ready, because they're going to work you over and they're not going to stop until you stand up against them.
[00:15:43.913 --> 00:15:45.214]  You understand?
[00:15:45.214 --> 00:15:53.541]  They'll push you all the way to the wall and past it if you keep sitting there with your thumb in your little mouth, sucking on it and acting all elitist.
[00:15:53.541 --> 00:15:58.546]  All these wannabe nouveau riche who are arrogant and full of themselves out there.
[00:15:58.546 --> 00:16:00.087]  You know who we're talking about.
[00:16:00.087 --> 00:16:01.728]  From all these little pampered families.
[00:16:03.063 --> 00:16:06.445]  In places like Dallas and Houston and Long Island and L.A.
[00:16:06.445 --> 00:16:10.729]  and, I mean, there's communities of them everywhere who think they're gods and think they're the elite.
[00:16:10.729 --> 00:16:11.769]  Get ready.
[00:16:11.769 --> 00:16:20.716]  The elite is going to take everything you've got and then probably shove a gun in the back of your head and splatter your brains down into a pit before they kick you into it.
[00:16:20.716 --> 00:16:25.139]  The last thing you'll do before you die is crap yourselves.
[00:16:25.139 --> 00:16:28.502]  Bill Gross, we've got a Ponzi style economy.
[00:16:30.595 --> 00:16:39.960]  Bill Gross is managing director of the world's largest bond fund, PIMCO, which manages some $790 billion in assets.
[00:16:39.960 --> 00:16:45.503]  PIMCO is managing the commercial paper assets for the Federal Reserve as part of the government's commercial paper funding facility.
[00:16:49.801 --> 00:16:58.428]  He wrote in the January 2009 Investment Outlook that it's not only Madoff who ran a Ponzi scheme, but the entire U.S.
[00:16:58.428 --> 00:17:00.570]  economy in a Ponzi-like scheme.
[00:17:00.570 --> 00:17:04.513]  He calls it our Ponzi-style economy.
[00:17:04.513 --> 00:17:07.596]  And we have a link up on PrisonPlanet.com with the rest of the article.
[00:17:07.596 --> 00:17:11.159]  And you've got a lot of these insiders now acting like they weren't part of it.
[00:17:11.159 --> 00:17:12.660]  You know, he's now blowing the whistle.
[00:17:15.525 --> 00:17:20.869]  All a Ponzi scheme, while the Ponzi scheme still had value because of people's perceptions.
[00:17:20.869 --> 00:17:25.652]  They bought up all the defense contractors, all the major media, all the major infrastructure.
[00:17:25.652 --> 00:17:29.035]  Now they don't need you anymore.
[00:17:29.035 --> 00:17:35.619]  They pumped you full of yourself and told you you were the elite and got you all arrogant and slack-jawed and smiley-faced.
[00:17:35.619 --> 00:17:38.221]  You know the spirit I'm talking about.
[00:17:38.221 --> 00:17:39.002]  The attitude.
[00:17:40.185 --> 00:18:03.865]  The cowardly attitude of these little metrosexual men out there today and all of these preening, psycho, worldly women who have had more abortions than they've, I don't know, bought cars in their lives.
[00:18:03.865 --> 00:18:06.748]  You know, they get an abortion every two years, they get a new car every two years.
[00:18:08.117 --> 00:18:09.317]  You didn't care about that baby?
[00:18:09.317 --> 00:18:13.099]  Well, the elite doesn't care about you either, honey.
[00:18:13.099 --> 00:18:14.699]  That baby wasn't a human being?
[00:18:14.699 --> 00:18:18.380]  Well, you're not either to them.
[00:18:18.380 --> 00:18:20.821]  You're not either.
[00:18:20.821 --> 00:18:26.543]  Speaking of that, baby selected without cancer gene.
[00:18:29.068 --> 00:18:30.709]  And this is out of the Associated Press.
[00:18:30.709 --> 00:18:36.653]  The first British baby genetically selected to be free of breast cancer gene has been born, doctors have said.
[00:18:36.653 --> 00:18:40.676]  She grew from an embryo screened, that means the other embryos were thrown out.
[00:18:40.676 --> 00:18:50.662]  She grew from an embryo screened to ensure, that means little baby, to ensure it did not contain the faulty BRCA1 gene, which passes the risk of breast cancer down generations.
[00:18:50.662 --> 00:18:53.404]  But you see, I've read the geneticist studies.
[00:18:53.404 --> 00:18:58.388]  A lot of these cancer genes are tied to other genes that actually help us.
[00:18:59.248 --> 00:19:03.911]  So you watch, these people that are designer, they're gonna have all sorts of problems.
[00:19:03.911 --> 00:19:05.232]  Just watch.
[00:19:05.232 --> 00:19:06.633]  Just watch.
[00:19:06.633 --> 00:19:07.214]  Stay with us.
[00:19:09.011 --> 00:19:12.472]  Have you ever wanted to generate your own supply of electrical power?
[00:19:12.472 --> 00:19:16.253]  If so, this is going to be the most important message you will ever hear.
[00:19:16.253 --> 00:19:22.554]  Solar powered generators are now available from Solutions from Science, one of GCN's oldest and most trusted sponsors.
[00:19:22.554 --> 00:19:27.195]  These emergency backup systems provide life-saving electrical power when you need it most.
[00:19:27.195 --> 00:19:33.216]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity for free.
[00:19:33.216 --> 00:19:36.637]  It's like having an electric power plant running quietly in your own home.
[00:19:36.637 --> 00:19:37.317]  Run sump pumps,
[00:19:37.637 --> 00:19:37.957]  I think so.
[00:19:58.302 --> 00:19:58.562]  Good day.
[00:19:58.562 --> 00:19:59.983]  Jim Newcomer from Midas Resources.
[00:19:59.983 --> 00:20:00.384]  January 9, 2009.
[00:20:00.384 --> 00:20:01.765]  Gold opened this morning at $8.5690.
[00:20:01.765 --> 00:20:06.668]  A one ounce gold coin can be purchased for $8.8220, $4.4110 for the half ounce, and $2.2055 for a quarter ounce.
[00:20:06.668 --> 00:20:07.389]  That's $8.8220, $4.4110, and $2.2055.
[00:20:27.580 --> 00:20:31.281]  We've been hearing the USA has been spending money faster than tax collections.
[00:20:31.281 --> 00:20:34.382]  Now the government has published the document that sounds the alarm.
[00:20:34.382 --> 00:20:43.864]  That's right, the United States Government Accountability Office, the GAO, has published the Long-Term Fiscal Outlook document, clearly stating that the federal debt burden is spiraling out of control.
[00:20:43.864 --> 00:20:49.186]  This will directly affect programs like Social Security to FDIC's ability to insure bank deposits.
[00:20:49.673 --> 00:20:52.034]  Taxation and inflationary printing of the U.S.
[00:20:52.034 --> 00:20:54.875]  dollar are inevitable pressures facing the economy.
[00:20:54.875 --> 00:20:58.257]  Get this document free by calling 800-686-2237.
[00:20:58.257 --> 00:21:02.019]  The USGAO has spelled it out in black and white.
[00:21:02.019 --> 00:21:04.640]  Call 800-686-2237.
[00:21:04.640 --> 00:21:06.701]  That's 800-686-2237.
[00:21:06.701 --> 00:21:15.985]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:21:15.985 --> 00:21:17.646]  The enemy struck America on September 11th.
[00:21:18.638 --> 00:21:20.179]  But who is the enemy?
[00:21:20.179 --> 00:21:20.979]  Bin Laden.
[00:21:20.979 --> 00:21:21.979]  This is his M.O.
[00:21:21.979 --> 00:21:23.320]  We have to look to the Middle East.
[00:21:23.320 --> 00:21:25.340]  We have to look to Osama Bin Laden.
[00:21:25.340 --> 00:21:32.483]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:21:32.483 --> 00:21:32.963]  Some U.S.
[00:21:32.963 --> 00:21:38.605]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:21:39.305 --> 00:21:43.187]  I'm aware that some Israeli citizens have been detained.
[00:21:43.187 --> 00:21:53.292]  ...Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[00:21:53.292 --> 00:21:54.512]  Fabled enemies.
[00:21:54.512 --> 00:22:02.276]  Get the DVD at InfoWars.com or see it in super high quality along with hundreds of other titles at PrisonPlanet.tv.
[00:22:02.276 --> 00:22:05.618]  Either you are with us or you are with the terrorists.
[00:22:09.306 --> 00:22:12.548]  Every 22 seconds, a violent crime is committed.
[00:22:12.548 --> 00:22:14.890]  Are you concerned about your personal safety?
[00:22:14.890 --> 00:22:18.492]  Why wait for something bad to happen when you can take action now?
[00:22:18.492 --> 00:22:19.433]  Be smart.
[00:22:19.433 --> 00:22:20.413]  Be safe.
[00:22:20.413 --> 00:22:22.595]  Trust Pepper Spray instead of your luck.
[00:22:22.595 --> 00:22:28.419]  Pepperspray.com is the only website you'll ever need for all your non-lethal self-defense supplies.
[00:22:28.419 --> 00:22:38.105]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web, including mace, animal repellents, stun guns, and tasers.
[00:22:38.345 --> 00:22:44.491]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[00:22:44.491 --> 00:22:48.955]  Pepperspray.com is proud to feature Sabre brand Pink Ribbon Pepperspray.
[00:22:48.955 --> 00:22:54.521]  For every Sabre Pink Ribbon Pepperspray sold, a donation will be made to the National Breast Cancer Foundation.
[00:22:54.801 --> 00:22:59.203]  Enter the word Pepper in the coupon box, and you'll receive 10% off your order.
[00:22:59.203 --> 00:23:00.524]  So what are you waiting for?
[00:23:00.524 --> 00:23:02.085]  Go to Pepperspray.com.
[00:23:02.085 --> 00:23:03.426]  That's Pepperspray.com.
[00:23:03.426 --> 00:23:04.386]  Or call 1-800-908-9988.
[00:23:04.386 --> 00:23:04.807]  Call today.
[00:23:04.807 --> 00:23:07.348]  Man thinks, cause he rules the earth.
[00:23:07.348 --> 00:23:11.870]  He can do it as he please.
[00:23:11.870 --> 00:23:14.492]  And if things don't change soon, he will.
[00:23:37.163 --> 00:23:44.147]  Russell Means is our guest for the next 35 minutes or so, and when I get back to town I want to get him back for a full hour.
[00:23:44.147 --> 00:23:46.288]  We tried to go over his whole bio, it would take hours.
[00:23:46.288 --> 00:23:54.552]  He's well known for being in a lot of big Hollywood movies, but he's more proud of the fact that he's been one of the main leaders of the American Indian movement,
[00:23:56.869 --> 00:24:04.496]  And of course as a writer and involved in a lot of other important work, he was born on the Pine Ridge Indian Reservation.
[00:24:04.496 --> 00:24:17.188]  Both his parents had been educated in government re-education camps and he of course is trying to get
[00:24:18.430 --> 00:24:25.132]  The people around the Dakotas area to secede, not from the U.S.
[00:24:25.132 --> 00:24:27.392]  It's now totally new world order.
[00:24:27.392 --> 00:24:28.552]  It's not even the United States.
[00:24:28.552 --> 00:24:33.773]  It's this global empire that's taken over even the little empire that was called the United States here.
[00:24:33.773 --> 00:24:36.354]  And that's gotten international attention.
[00:24:36.354 --> 00:24:37.654]  They've had some success.
[00:24:37.654 --> 00:24:44.836]  But I saw on his YouTube channel a few days ago, and it was very touching, where he was laying out, because I've studied the history as well, the fact that
[00:24:45.998 --> 00:24:49.201]  Well, really what happened is the British invented concentration camps.
[00:24:49.201 --> 00:25:00.433]  Andrew Jackson, who then put Native Americans in camps himself, his mother and his brother died in a British concentration camp during the Revolutionary War.
[00:25:01.374 --> 00:25:02.635]  So the British invented it.
[00:25:02.635 --> 00:25:04.696]  They actually did it to the Scots first.
[00:25:04.696 --> 00:25:08.639]  You see some similar things in the movie Braveheart that's somewhat historical.
[00:25:08.639 --> 00:25:10.200]  So people are always doing this to their neighbors.
[00:25:10.200 --> 00:25:14.103]  This is what happens to the more technological groups come in and dominate and kill.
[00:25:14.103 --> 00:25:21.669]  And then he ties it in with Hitler who bragged that he learned everything he knew off the American Indian model with what the army did.
[00:25:21.669 --> 00:25:24.331]  Especially out west but also in the east.
[00:25:25.091 --> 00:25:25.812]  Thank you.
