[00:00:00.380 --> 00:00:03.262]  Alex Jones on the GCN Radio Network.
[00:02:19.708 --> 00:02:21.890]  There it is, the CIA's role in the anthrax mailings.
[00:02:23.732 --> 00:02:27.655]  Could our spies be agents for military industrial sabotage, terrorism, and even population control?
[00:02:27.995 --> 00:02:33.720]  Special report expressly prepared for simultaneous publication in the Spectrum and Media Bypass.
[00:02:35.181 --> 00:02:36.482]  That's one of the early articles he did.
[00:02:36.502 --> 00:02:39.004]  Yeah, October 1st, 2001.
[00:02:39.564 --> 00:02:41.205]  Absolutely incredible.
[00:02:41.926 --> 00:02:43.447]  I mean, within days of it.
[00:02:44.007 --> 00:02:45.048]  Within hours, in fact.
[00:02:45.088 --> 00:02:49.792]  I mean, and I was saying, I go, I like Horowitz, but how does he, you know, come out and say all this?
[00:02:49.852 --> 00:02:51.313]  Because this is all he studies.
[00:02:52.631 --> 00:02:58.495]  Okay, it's kind of like I'm an expert on police state and martial law and covert operations, domestically, because I've been studying that.
[00:02:58.555 --> 00:03:05.880]  That's how I woke up to their covert ops that are going on right underneath the surface of life, you know, here, a daily life and the government drug dealing and the rest of it.
[00:03:09.642 --> 00:03:13.243]  He laid it all out, and the FBI came to his house and threatened him, and that was in the news!
[00:03:13.783 --> 00:03:15.503]  Saying he was maybe a suspect!
[00:03:16.063 --> 00:03:18.844]  Had nothing to do with Fort Detrick, nothing to do with government bioweapons.
[00:03:19.204 --> 00:03:28.026]  He was so close to them that they came after him, and then months after he did all this, it came out that he was right.
[00:03:28.066 --> 00:03:29.486]  The whole White House was on Cipro.
[00:03:29.526 --> 00:03:30.286]  AP admitted it.
[00:03:30.606 --> 00:03:31.666]  White House Press Secretary admitted it.
[00:03:32.287 --> 00:03:35.227]  They got on it September 10th, three and a half weeks before it showed up.
[00:03:35.547 --> 00:03:36.947]  Bush's enemies were mailed it.
[00:03:37.047 --> 00:03:38.008]  It was weaponized.
[00:03:38.048 --> 00:03:39.108]  It was miniaturized.
[00:03:40.410 --> 00:03:42.131]  It was the Ames Strain, Fort Detrick, Maryland.
[00:03:42.571 --> 00:03:45.292]  And now they've tried to burn three patsies and then killed another one.
[00:03:45.512 --> 00:03:47.393]  So we're going to first get him to recap.
[00:03:48.313 --> 00:03:55.796]  We come back from this break, we're going to break right now, Dr. Len Horowitz, this important introduction, that he's been very accurate on this in the past.
[00:03:55.896 --> 00:04:00.278]  And I made my own film about eugenics, End Game Blueprint for Global Enslavement.
[00:04:01.866 --> 00:04:10.815]  And I've done a lot of research on eugenics, and I learned a lot from Dr. Horowitz, but as I did my research for a year and a half making that film, I found out how much of what he said was completely accurate.
[00:04:10.835 --> 00:04:14.299]  Because I'd hear this guy 10 years ago laying this out, and I said, maybe that's his interpretation.
[00:04:14.579 --> 00:04:15.460]  It's not that bad.
[00:04:15.820 --> 00:04:19.424]  No, it is that bad and worse, and so that's why we've got him here today, because...
[00:04:20.405 --> 00:04:37.958]  When I saw the video he made yesterday that's already viral on YouTube, the emergency release he did that's up on Infowars.com, I got very disquieted feeling because the way he was laying it out and breaking it out, and how many times, not just the anthrax situation, that he's been the first to lay it out accurately.
[00:04:38.758 --> 00:04:39.839]  That's what really concerns me.
[00:04:39.879 --> 00:04:41.020]  So, is it a hoax?
[00:04:41.140 --> 00:04:41.641]  Is it hype?
[00:04:41.941 --> 00:04:45.043]  Is the hype what we're seeing for the police state?
[00:04:45.483 --> 00:04:47.445]  Or is this the beginning of a beta test of
[00:04:48.843 --> 00:04:52.649]  How does it tie into Baxter shipping out the weaponized bird flu to be mixed with vaccines in Europe?
[00:04:53.130 --> 00:04:53.791]  It's all coming up.
[00:04:53.851 --> 00:04:56.356]  Our websites are InfoWars.com and PrisonPlanet.com.
[00:04:56.696 --> 00:04:59.281]  Dr. Lynn Horowitz straight ahead after this break.
[00:04:59.321 --> 00:04:59.821]  Stay with us.
[00:05:05.706 --> 00:05:08.027]  Hi, this is Peter Kronschnabel with Midas Resources.
[00:05:08.167 --> 00:05:11.869]  As you know, government spending is at an all-time high and inflation is on the rise.
[00:05:11.969 --> 00:05:14.610]  What are you doing right now to protect yourself financially?
[00:05:14.791 --> 00:05:21.834]  As the economy continues to deteriorate due to corporate greed and government intervention, more people will lose their jobs and worse, their life savings.
[00:05:21.834 --> 00:05:22.034]  I'm good.
[00:05:38.570 --> 00:05:42.573]  If you've been thinking about investing in the physical possession of precious metals, I can help.
[00:05:42.733 --> 00:05:47.717]  Call me today, Peter Kranchnobel, at 800-686-2237, extension 108.
[00:05:48.538 --> 00:05:53.461]  And I will take the time, personally, to put together a portfolio designed to protect what you've worked so hard for.
[00:05:53.581 --> 00:05:57.585]  Call Peter, 800-686-2237, extension 108.
[00:05:58.025 --> 00:06:00.527]  You've worked hard your whole life, and I want to work hard for you.
[00:06:00.687 --> 00:06:01.127]  Call 800-686-2237, extension 108.
[00:06:06.218 --> 00:06:11.545]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:06:12.266 --> 00:06:17.593]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[00:06:18.154 --> 00:06:24.302]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:06:24.642 --> 00:06:26.463]  Well, Obama's already fudging.
[00:06:26.583 --> 00:06:28.984]  He's fudged since day one in this election.
[00:06:29.064 --> 00:06:40.030]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:06:42.251 --> 00:06:43.532]  It's not about left or right.
[00:06:43.932 --> 00:06:45.313]  It's about a one-world government.
[00:06:45.793 --> 00:06:51.996]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:06:52.688 --> 00:07:00.463]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:07:00.964 --> 00:07:02.086]  The Obama Deception.
[00:07:02.527 --> 00:07:03.729]  The people strike back!
[00:07:05.678 --> 00:07:09.959]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[00:07:10.199 --> 00:07:15.101]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[00:07:15.281 --> 00:07:16.641]  Hi folks, Alex Jones here.
[00:07:16.801 --> 00:07:20.282]  Why not go back to basics and be safe with Cal Bend Pure Soaps?
[00:07:20.403 --> 00:07:25.564]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[00:07:25.824 --> 00:07:31.586]  Marty Schachter founded Cal Bend Soap Company in 1947 and provided products for health institutions.
[00:07:31.926 --> 00:07:34.348]  Now, Calvin Soaps are available to you and me.
[00:07:34.428 --> 00:07:36.749]  Triple concentrated for all your cleaning needs.
[00:07:36.969 --> 00:07:39.091]  From bathing and laundry to dishes, hair and more.
[00:07:39.391 --> 00:07:40.351]  No harsh chemicals.
[00:07:40.591 --> 00:07:41.512]  No animal testing.
[00:07:41.772 --> 00:07:43.093]  I use them and love them.
[00:07:43.113 --> 00:07:44.714]  Knowing they're all naturally safe.
[00:07:45.014 --> 00:07:46.135]  And I say big time.
[00:07:46.415 --> 00:07:47.996]  Call Calvin Pure Soap at 1-800-340-7091.
[00:07:48.136 --> 00:07:48.456]  That's 1-800-340-7091.
[00:07:48.476 --> 00:07:50.858]  Or log on to 5starsoap.com now for a free catalog.
[00:07:57.902 --> 00:08:04.428]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[00:08:10.232 --> 00:08:10.873]  Big Brother.
[00:08:11.533 --> 00:08:12.634]  Mainstream media.
[00:08:13.315 --> 00:08:14.456]  Covering cover-ups.
[00:08:15.076 --> 00:08:15.917]  You want answers?
[00:08:16.658 --> 00:08:17.518]  Well, so does he.
[00:08:18.199 --> 00:08:21.842]  He's Alex Jones on the GCN Radio Network.
[00:08:22.402 --> 00:08:26.446]  And now, live from Austin, Texas, Alex Jones.
[00:08:27.547 --> 00:08:30.569]  All right, for the next 52 minutes, we've got Dr. Len Horowitz.
[00:08:30.829 --> 00:08:35.953]  And we've got more time than in the YouTube video to really break down all the different facets of this.
[00:08:35.973 --> 00:08:43.499]  Dr. Leonard Horowitz is internationally known authority in overlapping fields of public health, behavioral science, emerging diseases, and natural healing.
[00:08:43.519 --> 00:08:51.105]  In 1999, he was voted author of the year by the World Natural Health Association for his first national bestseller, Emerging Viruses Aids Ebola.
[00:08:51.565 --> 00:08:53.886]  Nature or accident or intentional.
[00:08:54.226 --> 00:08:59.468]  In 2006, he was honored by the World Organization for Natural Medicine as the world's leading intellectual.
[00:08:59.548 --> 00:09:08.652]  Later that year, he was honored for his global efforts to advance public health and vaccine risk awareness by officials of the Sovereign Order, the Orthodox Knights Hospital of St.
[00:09:08.712 --> 00:09:09.593]  John of Jerusalem.
[00:09:10.073 --> 00:09:14.315]  Dr. Hortz received his doctorate from Tufts University School of Dental Medicine in 1977.
[00:09:14.675 --> 00:09:19.217]  A student faculty member of Tufts, he taught medical and dental history
[00:09:19.597 --> 00:09:26.602]  Graduating with honors and was awarded a Research Fellowship in Behavioral Science at Harvard University of Rochester.
[00:09:26.622 --> 00:09:30.324]  And he goes on and on and on there.
[00:09:31.025 --> 00:09:47.435]  He later earned his Master's of Public Health degree from Harvard University, focused on behavioral science and media, persuasion technologies, Master's of Arts degree with health education, counseling psychology from Bacon College, before joining the research faculty at Harvard School of Dental Medicine to study
[00:09:48.456 --> 00:09:52.640]  A whole bunch of different issues and medical situations.
[00:09:52.660 --> 00:09:54.022]  He just goes on and on with his bio.
[00:09:54.282 --> 00:10:02.570]  I'm going to cut it off there and go via a video Skype connection as we're live here at PrisonPlanet.TV to Dr. Lynn Horowitz.
[00:10:02.610 --> 00:10:03.491]  Sir, can you recap?
[00:10:03.911 --> 00:10:14.734]  What you broke down in the video that we've got up on Infowars.com and on your sites, tetrahedron.org and others, and then tie this into the overall strategic operation of the New World Order.
[00:10:14.754 --> 00:10:25.076]  And whether you think this flu is it, or a beta test for something larger that Napolitano chillingly said Sunday, is going to be coming on the heels of this.
[00:10:25.116 --> 00:10:26.276]  Very, very cryptic.
[00:10:26.376 --> 00:10:28.037]  Dr. Len Horowitz, thank you for joining us.
[00:10:28.936 --> 00:10:29.716]  Thank you Alex.
[00:10:30.317 --> 00:10:37.840]  You know it's really hard to say but what tipped me off was it didn't make any sense that we had a multiple strain, three different strains.
[00:10:37.880 --> 00:10:47.463]  We have the swine flu, the avian flu and the Spanish flu that was actually engineered in the laboratories down in Novavax, Bethesda.
[00:10:47.843 --> 00:10:50.224]  They had to get those strains from the CDC.
[00:10:50.685 --> 00:10:54.126]  They got them from England and so I started to do some research and
[00:10:54.568 --> 00:11:03.754]  You know, the skyrocketing stock values at Novavax, which produces the vaccine, really is a tip-off for me.
[00:11:03.774 --> 00:11:04.975]  You know, you follow the money.
[00:11:05.035 --> 00:11:06.416]  I know you do that very well.
[00:11:06.916 --> 00:11:14.442]  And it followed me to Dr. James Robertson, England's leading bioengineer of viruses for the vaccine industry.
[00:11:14.462 --> 00:11:16.603]  He's an avid promoter of U.S.
[00:11:16.643 --> 00:11:19.165]  government funding for lucrative biodefense and
[00:11:19.905 --> 00:11:24.847]  Uh, bioengineering contracts, along with his collaborators at the CDC.
[00:11:24.867 --> 00:11:31.109]  The whole thing smacks as a public relations ploy to sell a lot of vaccines, which are very, very deadly.
[00:11:31.589 --> 00:11:48.214]  And that, uh, essentially when you really look at what these people have done, that before we even heard about this outbreak, that is the day that we heard about, uh, actually the day that the Mexican officials began to say that they may have some cases of this.
[00:11:49.194 --> 00:12:15.263]  flu they had actually just that day virtually published in the Journal of Virology that this was what they were about in preclinical studies and so it's really absolutely ludicrous to think that this just happened by nature somehow an avian flu from Asia would combine with a swine flu from Mexico combined with a Spanish flu from an
[00:12:16.124 --> 00:12:23.978]  1918 corpse and now suddenly gets into a human in any other way than the government manipulation is absolutely ludicrous.
[00:12:26.940 --> 00:12:41.386]  Dr. Horowitz, continue, break down these connections and now we see the governor declaring emergency in Texas, the feds declaring emergency, they're admitting that the World Health Organization, the UN, is in control of our government's response.
[00:12:41.906 --> 00:12:45.228]  The Secretary General of the UN bragged about that to Mr. Moon yesterday.
[00:12:46.188 --> 00:13:00.638]  We have all of this right now coming together, and if you've just got a few deaths in Mexico, a couple hundred unless they're lying, one death in Houston, Texas, and the flu normally kills tens of thousands a year in the U.S.
[00:13:00.698 --> 00:13:11.245]  alone, just the regular flu, why are they hyping this then so much and closing schools and talking about bringing in literal martial law?
[00:13:13.026 --> 00:13:15.588]  What does your nose tell you from all your deep research on this?
[00:13:17.069 --> 00:13:23.652]  You know, I suspect strongly that they're pushing for the mandatory vaccinations which are going to cause the major depopulation.
[00:13:24.292 --> 00:13:32.116]  I think that the incriminating evidence and giving you some names, and I believe that these people should be really held to the burner.
[00:13:32.456 --> 00:13:35.678]  They really should be brought before some sort of a grand jury.
[00:13:36.018 --> 00:13:37.199]  The scientists at the U.S.
[00:13:37.219 --> 00:13:41.481]  Centers for Disease Control that are implicated through their collaborations with
[00:13:42.001 --> 00:13:47.689]  The organization called Novavax and the co-authors of publications that I've reviewed.
[00:13:48.690 --> 00:13:58.722]  The influenza branch director at the CDC, his name is Ruben O'Donis and Dr. Rick Bright used to work for Donis at the CDC.
[00:13:58.983 --> 00:14:00.465]  He's now at Novavax.
[00:14:00.785 --> 00:14:05.469]  You know the revolving door there is between the drug industrialists and the government officials?
[00:14:05.890 --> 00:14:12.435]  Well that's the same thing that's happened here with Novavax's Vice President of Global Influenza Programs.
[00:14:12.836 --> 00:14:14.958]  He used to be working at the CDC.
[00:14:15.458 --> 00:14:21.584]  So there's this corporate governmental alliance here to commit what amounts to genocide.
[00:14:21.884 --> 00:14:23.686]  The mass killing of people for profit.
[00:14:24.526 --> 00:14:28.769]  There's additional conspiracy evidence when you really begin to go deeper.
[00:14:29.349 --> 00:14:30.210]  And you know what?
[00:14:30.670 --> 00:14:43.598]  I think the most hideous thing, when I say deeper, I want to talk about the genetic implications, the genetic associations of these vaccines associated with this particular outbreak.
[00:14:44.598 --> 00:14:56.606]  But I think that the most hideous reality, tragic reality that I've looked at is when you look at Dr. James Robertson's testimony before the World Health Organization just a couple years ago.
[00:14:57.207 --> 00:15:03.731]  These people behind closed doors, these are the people by the way that are making the money from the vaccine sales.
[00:15:04.111 --> 00:15:08.493]  And the technology for the genetic engineering to produce these germs in their labs.
[00:15:08.953 --> 00:15:21.038]  These people already decided behind closed doors that they would inject or inoculate the population or spray the population, somehow seed these viruses.
[00:15:21.218 --> 00:15:23.559]  Exactly like you're looking at with this flu.
[00:15:23.959 --> 00:15:32.063]  A combination of Spanish flu, virtually all the feared, the most feared flus, they kind of like mixed together into this cocktail flu.
[00:15:32.543 --> 00:15:33.364]  And that's what it is.
[00:15:33.784 --> 00:15:40.629]  And they said in their closed-door meetings that they would be doing this, seeding actually the populations beforehand.
[00:15:40.990 --> 00:15:56.922]  They give the excuse, or the rationale, that this may be better off with less people dying in the end if they basically unwittingly, on unwitting populations, disseminate, disperse these kinds of bio-weapons.
[00:15:57.563 --> 00:16:00.545]  And that that would raise, they're saying, immunity.
[00:16:01.045 --> 00:16:05.806]  And so, you know, it flies in the face of ethical medicine.
[00:16:06.146 --> 00:16:11.147]  It flies in the face of public health, because it's not really healthy.
[00:16:11.547 --> 00:16:22.589]  In fact, if you simply just looked at all the people you were creating in terms of phobic reactions, there are a lot of people who are on meds today that are depressed, that are fearful.
[00:16:22.949 --> 00:16:24.869]  They don't even go outside a lot of people.
[00:16:24.909 --> 00:16:26.149]  They don't want to touch each other.
[00:16:26.429 --> 00:16:28.130]  You know, they don't want to shake hands anymore.
[00:16:28.190 --> 00:16:28.730]  They're globic.
[00:16:29.870 --> 00:16:40.697]  The fact is that we've got a major public health problem being overlooked and what the induction and anxiety and depression in the population is and you know it's insane Alex I know that you know that.
[00:16:40.857 --> 00:16:55.046]  So you're saying basically you believe this overalls a hype psyop and that the real action will be in the vaccine that they're rolling out to the people that they've now terrorized and currently the hype's also being used as a cover for the open
[00:16:55.486 --> 00:16:55.826]  We're good to go.
[00:17:12.486 --> 00:17:14.047]  Yeah, I think that's very accurate.
[00:17:14.247 --> 00:17:15.589]  Yeah, I suspect strong.
[00:17:15.609 --> 00:17:17.290]  I mean, it's very, very clear right now.
[00:17:17.911 --> 00:17:27.619]  All of the most hideous plagues that we're witnessing from the cancer pandemics today to the chronic fatigue, fibromyalgia, the autoimmune diseases, the whole array.
[00:17:27.639 --> 00:17:30.081]  I mean, we've done programs on this before.
[00:17:30.541 --> 00:17:35.926]  This is where the drug industrialists not only make money, but they also reduce the populations.
[00:17:36.167 --> 00:17:36.767]  It's control.
[00:17:36.787 --> 00:17:39.830]  That's why it's called Centers for Disease Control.
[00:17:40.171 --> 00:17:45.275]  It's not Centers for Disease Elimination, Remedial Action.
[00:17:45.295 --> 00:17:47.938]  They've even dropped the prevention.
[00:17:47.958 --> 00:17:49.460]  It's just called CDC today.
[00:17:51.286 --> 00:17:51.767]  Amazing.
[00:17:51.867 --> 00:17:56.571]  Now, Dr. Horowitz, I want to go back through, and you're not just saying that.
[00:17:56.591 --> 00:17:59.935]  You have documentation behind everything you've been discussing with all the articles up on your site.
[00:18:00.315 --> 00:18:09.123]  If you just Google, though, mainstream news about the mixing of flus, they admit they've been mixing at literally hundreds of labs.
[00:18:09.904 --> 00:18:35.845]  Probably more than that, but hundreds per year that I've seen different bird flus, different swine flus with human flus, and then people like Baxter, thank God, got caught, Bloomberg reported it, mailing weaponized bird flu that if you get it, kills 90% of people, but it's not airborne yet, to mix it with regular spectrums of human flu, to mix all that RNA together, and to then have it given out as vaccines, and then
[00:18:36.485 --> 00:18:53.516]  Simultaneously all these homeless people start dying and it's in the London Telegraph and other papers that quote an unnamed biological firm at the very same time paid city workers cash to lie to the workers, to the homeless and others and tell them take this regular flu shot and it turned out they're dying of the bird flu.
[00:18:53.877 --> 00:18:55.478]  What is going on Dr. Horowitz?
[00:18:56.786 --> 00:19:00.129]  Well, that's what you're saying is exactly what they're doing.
[00:19:00.690 --> 00:19:13.602]  And so that now that we see this kind of a virus suddenly never in the history of humanity has this combination or recombinant of the swine flu, the Spanish flu, the avian flu.
[00:19:14.003 --> 00:19:16.545]  Plus, they've got insect parts in it, too, by the way.
[00:19:17.486 --> 00:19:19.808]  This is a description of
[00:19:20.749 --> 00:19:22.350]  Totally diagnostic.
[00:19:22.591 --> 00:19:23.932]  It's called pathognomonic.
[00:19:24.272 --> 00:19:30.497]  It's a slam-dunk, in other words, diagnosis that the virus came from Robertson's Circle of Friends.
[00:19:31.097 --> 00:19:36.041]  You know, and Robertson, again, is the chief head honcho in Europe, and this is a lot.
[00:19:36.101 --> 00:19:37.542]  It's all coming down from Europe.
[00:19:38.002 --> 00:19:51.225]  I'm sure that you've probably talked about on your show how CIA is directed by British Secret Service, the global industrialists, the military, medical, petrochemical, pharmaceutical cartel has its roots in Germany and England.
[00:19:51.685 --> 00:19:58.207]  So this is out of England that this particular virus came, or these combinations of technology.
[00:19:58.287 --> 00:20:02.628]  And we've got Prince Philip saying he wants to come back as an deadly virus to kill us.
[00:20:02.968 --> 00:20:03.928]  We'll come right back to you.
[00:20:05.580 --> 00:20:06.821]  Hi, this is Alex Jones.
[00:20:06.881 --> 00:20:12.224]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:20:12.464 --> 00:20:17.086]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:20:17.486 --> 00:20:22.549]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:20:23.069 --> 00:20:27.772]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:20:28.292 --> 00:20:30.173]  They call it a Survival Seed Bank.
[00:20:30.586 --> 00:20:35.208]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:20:35.388 --> 00:20:36.288]  And here's the best part.
[00:20:36.508 --> 00:20:39.269]  These seeds have not been genetically modified in any way.
[00:20:39.289 --> 00:20:42.891]  And you actually get enough seeds to plant a full acre crisis garden.
[00:20:43.191 --> 00:20:46.032]  So visit them today at survivalseedbank.com.
[00:20:46.392 --> 00:20:48.273]  That's survivalseedbank.com.
[00:20:48.613 --> 00:20:49.473]  Or give them a call at 877-327-0365.
[00:20:49.493 --> 00:20:49.673]  That's 877-327-0365.
[00:20:49.693 --> 00:20:50.854]  Remember, in a real crisis,
[00:20:59.696 --> 00:21:01.937]  Non-hybrid seeds are the ultimate barter item.
[00:21:02.238 --> 00:21:04.679]  This is Alex Jones for survivalseedbank.com.
[00:21:05.840 --> 00:21:11.163]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:21:11.663 --> 00:21:18.688]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:21:19.248 --> 00:21:25.392]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:21:25.812 --> 00:21:27.653]  Well, Obama's already fudging.
[00:21:27.793 --> 00:21:30.194]  He's fudged since day one in this election.
[00:21:30.294 --> 00:21:41.259]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:21:41.859 --> 00:21:43.159]  It's not about left or right.
[00:21:43.540 --> 00:21:44.940]  It's about a one-world government.
[00:21:45.400 --> 00:21:51.623]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:21:52.293 --> 00:22:00.078]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:22:00.559 --> 00:22:01.719]  The Obama Deception.
[00:22:02.140 --> 00:22:03.340]  The people strike back.
[00:22:22.393 --> 00:22:34.963]  On June 4th, 1963, an unknown presidential decree, Executive Order 11110, was signed with the authority to strip the Federal Reserve Bank of its power to lend money to the United States government and interest.
[00:22:35.103 --> 00:22:38.225]  With a stroke of a pen, Kennedy would have put the Fed out of business.
[00:22:38.325 --> 00:22:41.648]  The November assassination quieted the production of the new currency.
[00:22:41.708 --> 00:22:44.590]  However, the Executive Order still stands unrepealed.
[00:22:44.850 --> 00:22:47.613]  Midas has the Kennedy vs. Fed document.
[00:22:47.693 --> 00:22:48.133]  Call 800-686-2237.
[00:22:48.194 --> 00:22:52.798]  Unlike your liberty, the paper is free.
[00:22:52.958 --> 00:22:55.661]  Call 800-686-2237.
[00:22:55.901 --> 00:22:59.645]  If you're interested in breaking the bondage of taxation and debt, call 800-686-2237.
[00:22:59.665 --> 00:22:59.846]  That's 800-686-2237.
[00:23:05.331 --> 00:23:10.374]  As the economy continues to plummet, many of us will have to make difficult choices and cut back on our expenses.
[00:23:10.895 --> 00:23:13.456]  One thing we cannot afford to cut back on, though, is our health.
[00:23:13.856 --> 00:23:20.520]  If you suffer from chronic illness, stress, weak immune health, or just feel tired, you need to visit Shentrition.com.
[00:23:20.961 --> 00:23:24.723]  Shentrition is an innovative supplement that stimulates the healing power of the body.
[00:23:25.283 --> 00:23:26.945]  Shentrition is made up of two parts.
[00:23:27.325 --> 00:23:30.748]  The first part is superfoods, alkalizing greens and hemp protein.
[00:23:30.948 --> 00:23:35.031]  The second half contains a powerful herbal formula to heal and detoxify the body.
[00:23:35.411 --> 00:23:40.756]  The philosophy at Shentrition is to feed the body what it needs and heal the body with food in one product.
[00:23:41.016 --> 00:23:45.980]  Shentrition is all-natural, wheat-free, dairy-free and 100% vegetarian.
[00:23:46.360 --> 00:23:51.124]  Discover the ancient secrets to healing, wellness and longevity at Shentrition.com.
[00:23:51.384 --> 00:23:54.427]  That's S-H-E-N-T-R-I-T-I-O-N.
[00:23:54.807 --> 00:23:55.689]  That's 1-866-497-7436 today!
[00:24:26.181 --> 00:24:28.186]  Just noticed my coffee cup has a little end on it.
[00:24:30.406 --> 00:24:34.549]  Dr. Horowitz, from your research, this isn't coming from pigs, is what you're saying.
[00:24:35.249 --> 00:24:43.173]  All the other doctors and virologists we've talked to, and even people on CNN, generals, who are experts in bioweapons, are saying this was probably made in a lab.
[00:24:44.634 --> 00:24:46.675]  And then people email me going, what's your proof for that?
[00:24:46.736 --> 00:24:47.256]  What's your proof?
[00:24:47.296 --> 00:24:49.417]  Well, it's in the wrong hemisphere where it started.
[00:24:49.777 --> 00:24:51.358]  It's not during the flu season.
[00:24:51.378 --> 00:24:59.263]  I've been studying this for years, interviewing people like yourself and others, and folks have been saying the bird flu was engineered because it has these markers
[00:25:00.183 --> 00:25:01.544]  Can you explain that to people?
[00:25:01.564 --> 00:25:09.507]  I mean, recap the evidence of why this is a slam-dunk, as you and others are saying, that it is engineered.
[00:25:09.547 --> 00:25:12.268]  And then secondarily, is it race-specific?
[00:25:12.308 --> 00:25:16.449]  Because it looks like it's only killing Hispanics, including Hispanics in this country.
[00:25:16.889 --> 00:25:18.750]  And it seems it's making Hispanics more ill.
[00:25:20.814 --> 00:25:23.995]  Well, you know, I think that I'm getting more specific than that.
[00:25:24.075 --> 00:25:29.037]  I would like to put some people, indict some people, and put them on a witness stand.
[00:25:29.417 --> 00:25:30.557]  And I have those people.
[00:25:30.617 --> 00:25:37.519]  Those people, number one, are James Robertson and O'Donis at the CDC and Rick Bright at Novavax.
[00:25:37.800 --> 00:25:39.040]  And here's why I say that.
[00:25:39.400 --> 00:25:43.842]  Because no other group in the world takes H5N1
