[00:00:00.209 --> 00:00:01.990]  Mainstream media.
[00:04:43.001 --> 00:04:48.773]  So, they produce the stuff that if it gets out, it'll kill everybody.
[00:04:48.773 --> 00:04:52.240]  And they're telling you that we need to give up our liberties to stop terrorists?
[00:04:52.240 --> 00:04:53.403]  They're the terrorists, people.
[00:04:56.460 --> 00:04:57.401]  Hi, Ted Anderson here.
[00:04:57.401 --> 00:05:04.946]  I'm happy to announce that the audience has increased over 200% this year, and our advertisers have sent testimonials complimenting the responsiveness.
[00:05:04.946 --> 00:05:08.108]  Sponsorship is critical at both local and national levels.
[00:05:08.108 --> 00:05:14.132]  If you have a business, product, or message that could benefit from this broadcast locally, call the station you're listening to.
[00:05:14.132 --> 00:05:17.674]  For national exposure, call 877-996-4327.
[00:05:17.674 --> 00:05:23.198]  Become a part of the Genesis team by calling your local station, or call the national line at 877-996-4327.
[00:05:27.526 --> 00:05:29.027]  GCNLive.com.
[00:05:29.027 --> 00:05:31.609]  That's the website where you'll find out what's new at Genesis.
[00:05:31.609 --> 00:05:36.933]  GCNLive.com has updated information on how and where to listen to all your favorite Genesis programs.
[00:05:36.933 --> 00:05:43.958]  At GCNLive.com, you can obtain a copy of our AM and FM affiliate stations, put shortwave frequencies or satellites your favorite host is on.
[00:05:43.958 --> 00:05:48.661]  At GCNLive.com, you can print schedules of our programming to pass on to friends and coworkers.
[00:05:48.661 --> 00:05:54.245]  GCNLive.com is the website for all of the information you'll need to stay tuned in to the GCN Radio Network.
[00:05:54.245 --> 00:05:55.426]  GCNLive.com.
[00:05:55.426 --> 00:05:56.247]  Bookmark it today.
[00:05:57.635 --> 00:06:00.816]  David J. Smith for Newswatch Magazine.
[00:06:00.816 --> 00:06:05.098]  Have you ever heard of the Genocide Convention Treaty to the United Nations?
[00:06:05.098 --> 00:06:09.719]  Did you know that it's a direct assault upon your freedom of religion?
[00:06:09.719 --> 00:06:19.342]  Did you know that if you mention perverted sex acts as being wrong according to the Bible, you could be arrested and tried for causing mental harm to others?
[00:06:19.342 --> 00:06:26.525]  It's already law in Canada, Australia, Britain, and Sweden where Christians are being tried and deprived of freedom of speech.
[00:06:27.525 --> 00:06:36.792]  We'd like to help you understand why these things are happening by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:06:36.792 --> 00:06:39.794]  Just call our toll-free order line number 1-800-516-8736.
[00:06:39.794 --> 00:06:40.154]  That's 1-800-516-8736.
[00:06:40.154 --> 00:06:40.614]  Call now.
[00:06:40.614 --> 00:06:44.217]  Our operators are standing by to receive your call.
[00:06:57.222 --> 00:07:02.206]  Forecasting the weather with any amount of accuracy takes a meteorologist with years of schooling and experience.
[00:07:02.206 --> 00:07:05.889]  Forecasting what the financial markets will be doing in the future takes the same thing.
[00:07:05.889 --> 00:07:08.611]  No, not a meteorologist, a lot of schooling and experience.
[00:07:08.611 --> 00:07:17.638]  Although most people check the weather forecast before venturing outside to avoid a good soaking, it's amazing how few people check the financial forecast before they invest and end up getting soaked.
[00:07:17.638 --> 00:07:23.723]  Before you venture into the financial world, check the forecast with the International Forecaster Newsletter written by Bob Chapman.
[00:07:23.723 --> 00:07:25.645]  Chapman's predictions are legendary.
[00:07:25.925 --> 00:07:33.252]  Back by over 40 years of successfully forecasting the world's financial markets, Bob has helped thousands of people make sense of their financial futures.
[00:07:33.252 --> 00:07:40.038]  Midas Resources is pleased to offer a subscription to the International Forecaster newsletter, free of charge with a qualifying order.
[00:07:40.038 --> 00:07:47.405]  That's right, for a limited time, Midas Resources is offering a one-year subscription to Bob Chapman's powerful newsletter, the International Forecaster.
[00:07:47.645 --> 00:07:52.236]  Call 800-686-2237 for more information or to place your order.
[00:07:52.236 --> 00:07:52.517]  That's 800-686-2237.
[00:07:52.517 --> 00:07:54.522]  Call today and avoid getting soaked tomorrow.
[00:07:58.246 --> 00:08:05.429]  He's the T-Rex of political talk, Alex Jones, on the GCN Radio Network.
[00:08:05.429 --> 00:08:23.157]  All right, my friends, we're now into the second segment, 8 minutes and 15 seconds into this three-hour global transmission against tyranny, this worldwide broadcast as we blast out on the AM and FM dial from Los Angeles, California, to Providence, Rhode Island, from Austin, Texas, to Denver, Colorado.
[00:08:23.857 --> 00:08:27.419]  From Albuquerque, New Mexico to Pensacola, Florida.
[00:08:27.419 --> 00:08:34.242]  Simulcasting on the internet at infowars.com and prisonplanet.tv.
[00:08:34.242 --> 00:08:41.525]  And of course, on World Wide Shortwave, on the big blowtorch, WWCR.
[00:08:44.497 --> 00:08:50.581]  At 94.75 Monday through Friday from 11 to 2 and back from 9 to midnight at 32.10.
[00:08:50.581 --> 00:08:56.886]  And you can also listen to us on many of your home satellite dish systems as well.
[00:08:56.886 --> 00:09:06.654]  And all of those frequencies and affiliates and satellites and shortwave is listed at GCNlive.com, the network website.
[00:09:08.723 --> 00:09:09.985]  Oh my goodness.
[00:09:09.985 --> 00:09:11.607]  I've got all this news in front of me.
[00:09:11.607 --> 00:09:14.612]  Ronald Reagan lying in state for the last day today.
[00:09:14.612 --> 00:09:18.437]  Ray Charles, who I was a fan of.
[00:09:18.437 --> 00:09:21.301]  Kind of the prototype of Stevie Wonder, I guess.
[00:09:21.301 --> 00:09:22.343]  Dead.
[00:09:22.343 --> 00:09:23.384]  Died yesterday.
[00:09:25.109 --> 00:09:32.633]  A bunch of Iraq news, a bunch of police state big brother world ID card news, but this happens a lot of times.
[00:09:32.633 --> 00:09:42.599]  I start the show and then just suddenly a topic that I've been studying and looking at that I think is really important pops into my head again and I want to talk about that first.
[00:09:42.599 --> 00:09:46.482]  Because we are going to get the Sunshine Project on.
[00:09:46.482 --> 00:09:53.686]  They can research secret documents and public documents and do FOIA requests, Freedom of Information Act requests.
[00:09:55.419 --> 00:10:05.885]  They're ringing the alarm bell about Western governments, the Russians, the British, the Israelis, the U.S., developing race-specific bioweapons.
[00:10:05.885 --> 00:10:15.850]  We're talking about weaponized viruses and bacteria that are already 90% fatal when they're not weaponized.
[00:10:15.850 --> 00:10:22.074]  And now they're weaponizing them, where you get a 99% kill rate in many cases, and kills you rather quickly.
[00:10:23.140 --> 00:10:33.962]  Because you look at the big picture here, the globalist at the college professor level, let's say at the department head level,
[00:10:34.747 --> 00:10:44.892]  Most of the big department heads at major universities, UT, Princeton, Yale, MIT, I don't want to say most, but let's say, again, 99%.
[00:10:44.892 --> 00:10:51.014]  I really haven't found one of them that isn't, are members of the Council on Foreign Relations.
[00:10:51.014 --> 00:10:59.258]  And then you have most of the heads of banking and media and other key positions in government.
[00:10:59.258 --> 00:11:02.620]  Most are committee chairmen in the House and Senate, almost every president.
[00:11:03.527 --> 00:11:16.141]  In fact, the last president we had who wasn't CFR, or Trilateral Commissioner CFR, or Bilderberg Group, was Ronald Reagan, but his cabinet was packed with them.
[00:11:16.141 --> 00:11:24.791]  Again, the point I'm trying to make here is that when you're at a department-level discussion,
[00:11:26.311 --> 00:11:35.857]  Because we've gone and sat in on these UT meetings, and almost every symposium is called the New World Order, World War IV, the future of the New World Order.
[00:11:35.857 --> 00:11:38.279]  I mean, most of the symposiums they have.
[00:11:38.279 --> 00:11:43.002]  And literally, they'll be like former CI directors, some professors in a room.
[00:11:43.002 --> 00:11:45.304]  It's open to the public, but no one shows up.
[00:11:45.304 --> 00:11:46.765]  We show up and shoot video of it.
[00:11:49.066 --> 00:11:49.707]  It's incredible.
[00:11:49.707 --> 00:11:52.432]  They're talking about New World Order this, New World Order that.
[00:11:52.432 --> 00:12:00.844]  But when you really get into these discussions and you read the white papers they write and you look at what the elite are saying and doing, it's basically this.
[00:12:02.409 --> 00:12:14.214]  Bioweapons are more threatening to society than nuclear weapons, and because of the advances in technology and the cracking of the human genome that the U.S.
[00:12:14.214 --> 00:12:19.056]  government made public in its joint exercise with IBM, due to this
[00:12:19.976 --> 00:12:34.719]  We now, at this current date, face total extinction at the extreme end of things, and billions of people dying on the lesser end of the scale.
[00:12:34.719 --> 00:12:38.999]  And because of this great threat, we must have a tyrannical world government.
[00:12:38.999 --> 00:12:41.660]  No government must have sovereignty.
[00:12:41.660 --> 00:12:46.901]  Every industry must be run and regulated and inspected by armed UN guards.
[00:12:48.419 --> 00:12:56.002]  In any biotech factory, we've got to do this to stop total extinction.
[00:12:56.002 --> 00:13:08.366]  And let me tell you, that sells the bright 165 IQ graduate students being groomed to be servants inside the New World Order.
[00:13:08.366 --> 00:13:09.907]  This is the first thing they're told.
[00:13:11.267 --> 00:13:21.223]  And by the way, over the years I've talked about how one of the biggest radio networks tried to hire me, and I met with some of their executives five, six years ago, and this is the spiel I got.
[00:13:21.223 --> 00:13:24.107]  And I've talked to others, and they've gotten the same spiel.
[00:13:26.491 --> 00:13:30.015]  And, you know, to an intelligent, informed person, it sounds reasonable.
[00:13:30.015 --> 00:13:43.670]  My gosh, we've got to have world government because of the proliferation of nuclear weapons and chemical weapons, but more importantly, biological weapons, race-specific, or systems that'll kill any human that comes in contact with it, period.
[00:13:44.653 --> 00:13:51.675]  Though they say statistically, even if it was the most deadly weapon imaginable, some people will have a natural immunity, though a very small percentage.
[00:13:51.675 --> 00:13:56.856]  So we look at that picture and we say, okay, world government is the answer.
[00:13:56.856 --> 00:13:58.916]  Alex, then why aren't you for world government?
[00:13:58.916 --> 00:14:01.997]  I mean, only world government can stop this from happening.
[00:14:01.997 --> 00:14:09.179]  I mean, it's only a matter of time until some crazy Arab country comes up with some race-specific bioweapon to kill, you know,
[00:14:11.440 --> 00:14:15.402]  Northern Europeans or Jews or something.
[00:14:15.402 --> 00:14:26.247]  It's only a matter of time until the Chinese do this and release it on the Japanese because they've got race-specific weapons that'll kill certain subgroups.
[00:14:26.247 --> 00:14:28.629]  Certain subgroups have certain genetic markers.
[00:14:28.629 --> 00:14:36.613]  You could develop, they brag, and I'm sure they have, race-specific bioweapons that'll kill just one African tribe.
[00:14:38.148 --> 00:14:59.623]  That's why Israel has been studying race-specific weapons, and I've seen white papers on it that have been published publicly by scientific journals, that Israel doesn't want to use them because, well, quite frankly, if you're a real Jew, I mean, really Semitic from that area, you basically have the exact same genetics as the Palestinians or the Arabs.
[00:14:59.623 --> 00:15:02.144]  I mean, it's the same people.
[00:15:02.144 --> 00:15:03.105]  Well, you see,
[00:15:05.137 --> 00:15:17.447]  But because of most of the people that came back into Israel, they're really, in most cases, three-quarters European, you know, with the blonde hair and the blue eyes, that really is kind of the ruling class over there.
[00:15:17.447 --> 00:15:18.828]  They even have a class system.
[00:15:18.828 --> 00:15:21.310]  Jewish writers have written about this.
[00:15:21.310 --> 00:15:23.572]  And so they don't have to worry.
[00:15:23.572 --> 00:15:26.755]  And so what if it kills a couple million Jews?
[00:15:26.755 --> 00:15:30.038]  I mean, you know, the globalists financed Hitler to begin with.
[00:15:31.379 --> 00:15:37.364]  Because he helped bring in the New World Order, and a lot of big Jewish interest in banks went along with him at first.
[00:15:37.364 --> 00:15:44.009]  And that's been public, because they're not really, you know, they don't really care about the Jewish people.
[00:15:44.009 --> 00:15:46.231]  It's a very scary system.
[00:15:46.231 --> 00:15:50.575]  And this has actually been discussed by a lot of international publications.
[00:15:51.533 --> 00:15:53.535]  But, again, we don't just have to worry about Israel.
[00:15:53.535 --> 00:15:57.138]  We have to worry about England, who's one of the forerunners in this.
[00:15:57.138 --> 00:16:00.842]  Actually, the Queen of England owns a lot of the stock in the companies that do this.
[00:16:00.842 --> 00:16:02.263]  We have to worry about the U.S.
[00:16:02.263 --> 00:16:03.284]  government in those interests.
[00:16:03.284 --> 00:16:05.085]  We have to worry about the Russians.
[00:16:05.085 --> 00:16:06.687]  We have to worry about the Chinese.
[00:16:06.687 --> 00:16:08.128]  We have to worry about the Japanese.
[00:16:08.128 --> 00:16:10.430]  We have to worry about the South Africans.
[00:16:10.430 --> 00:16:15.295]  Anywhere you have a high level of technological development, you can have this happen.
[00:16:16.701 --> 00:16:30.079]  But the most outspoken and forward-looking, you could say, in all of this has been Israel, and now Dick Cheney spouting off about how we need to legitimize the use of race-specific bioweapons.
[00:16:31.291 --> 00:16:56.810]  So we have the New World Order crowd itself that sells people into joining it, that we have to have a tyrannical world government to stop bioweapons releases, but then meanwhile, it is the globalists developing these systems, building the factories, making it, proliferating it, selling the technology to these third world countries, chemical, biological, and nuclear, radiological.
[00:16:58.136 --> 00:17:10.299]  So time and time again, I mean it was three years ago, the Australian government took a mouse pox strain, made it 100% fatal, and then put out the recipe publicly, on purpose.
[00:17:10.299 --> 00:17:24.023]  Published it, with government approval, on the university's website, of how to take any mammal, take the mouse pox, change it for that mammal, and create a pox that kills 100% of those that come in contact with it.
[00:17:27.344 --> 00:17:32.087]  Now, why on earth would the government of Australia release that?
[00:17:32.087 --> 00:17:37.191]  Why on earth is our own government doing this?
[00:17:37.191 --> 00:17:39.733]  Folks, why does the British, the U.S.
[00:17:39.733 --> 00:17:47.558]  and Israel, and it's been all over the BBC, you name it, why are they arming Iran with nuclear power plant parts?
[00:17:47.558 --> 00:17:50.521]  Why is our government arming North Korea, Pakistan?
[00:17:50.521 --> 00:17:52.342]  Why do you see this proliferation?
[00:17:53.953 --> 00:18:01.296]  You see, they want to not just use the threat of this crisis emerging to get total tyranny in world government.
[00:18:01.296 --> 00:18:05.558]  They want to have a controlled, specific release of this.
[00:18:05.558 --> 00:18:23.326]  And now it's over 50 top microbiologists in bioweapons treatment or development who could analyze and tell you where something came from, where it was developed, dying in airlocks, being run over by cars and then backed over, being shot in the head, being stabbed to death.
[00:18:24.701 --> 00:18:28.961]  Being tortured to death in the case of a top Virginia scientist before he was killed.
[00:18:29.949 --> 00:18:33.752]  It's happening in Australia, Russia, Israel, the U.S., Canada.
[00:18:33.752 --> 00:18:35.493]  It's happening all over Europe.
[00:18:35.493 --> 00:18:37.275]  It's happening all over the globe.
[00:18:37.275 --> 00:18:40.677]  New Zealand, Houston, Texas, Dallas, Texas.
[00:18:40.677 --> 00:18:43.680]  All over the place, they're being killed.
[00:18:43.680 --> 00:18:47.783]  And that is very scary, my friends, because who's getting rid of them?
[00:18:47.783 --> 00:18:49.284]  Why are they getting rid of them?
[00:18:49.284 --> 00:18:53.207]  Obviously, if you look at all the evidence, because somebody plans on using this.
[00:18:53.207 --> 00:18:54.708]  And I'm not trying to scare you folks.
[00:18:54.708 --> 00:18:56.290]  I just want you to know what's really going on.
[00:18:58.004 --> 00:19:17.108]  And so, the globalists use this threat to fearmonger and get people to morally go, well, we've got to be the most ruthless, the most cunning, we've got to have a dictatorial, you know, face scan, world ID card, microchip population, because technology's too powerful and we'll destroy ourselves if we don't.
[00:19:17.108 --> 00:19:24.390]  But instead of making treaties and deals and then paying countries not to and having them voluntarily do all this, which would work,
[00:19:25.393 --> 00:19:31.516]  And having it through a real agreement, through a constitutional republic form of government.
[00:19:31.516 --> 00:19:37.958]  No, they're setting up a tyrannical world government while racing ahead to cause this cataclysm to take place.
[00:19:37.958 --> 00:19:41.480]  And I'll tell you the most scary piece of evidence when we get back.
[00:19:44.233 --> 00:19:54.305]  So we'll get to this when we return and then your phone calls and a bunch of other news and Joel Skousen joining us as well and a bunch of other great guests today on this 11th day of June 2004.
[00:19:54.305 --> 00:19:57.148]  Infowars.com and PrisonPlanet.com are the websites.
[00:20:03.550 --> 00:20:06.191]  Hello, Ted Anderson here with Midas Resources.
[00:20:06.191 --> 00:20:10.853]  Lately, I've been hearing people tell me that gold is so low now that it would be a perfect time to buy.
[00:20:10.853 --> 00:20:16.935]  With over 20 years of personal experience in the gold business, I can tell you that opportunities like this can be counted on one hand.
[00:20:16.935 --> 00:20:20.957]  The truth is, very few people have the fortitude to actually act on a market like this.
[00:20:21.317 --> 00:20:26.923]  However, they have become the elite group more than doubling their investment over moderate time span.
[00:20:26.923 --> 00:20:28.225]  In 1982, gold was trading in a range of $275 per ounce.
[00:20:28.225 --> 00:20:29.286]  By mid 1983, it was close to $500 an ounce.
[00:20:29.286 --> 00:20:29.346]  In 1986,
[00:20:36.294 --> 00:20:38.735]  Some people know all about drinking and driving.
[00:21:05.877 --> 00:21:19.224]  I would often leave a bar and I remember going out to the car and I remember then winding up in bed at home, but I don't remember any of the middle, how I got there.
[00:21:19.224 --> 00:21:32.491]  I know that at certain times I would simply use the center line as an aiming device with the ornament on the hood and just really aim the car, not actually seeing where I was going.
[00:21:33.659 --> 00:21:46.247]  The real tragedy, of course, in a situation like that is not what you can do to yourself, but what you could do to someone who is either bicycling on the road or walking along the road.
[00:21:46.247 --> 00:21:50.110]  In my case, I just simply often did not see them.
[00:21:50.110 --> 00:21:57.695]  Some people don't decide how they're going to get home until they're incapable of making a responsible decision.
[00:21:57.695 --> 00:21:59.196]  Are you one of them?
[00:21:59.196 --> 00:22:02.178]  Brought to you by MAD, Mothers Against Route Driving.
[00:22:02.892 --> 00:22:04.773]  Do you recognize any of these names?
[00:22:04.773 --> 00:22:07.854]  Jungle Joe, Spike, Burma Queen, Cher Ami, or G.I.
[00:22:07.854 --> 00:22:08.414]  Joe?
[00:22:08.414 --> 00:22:11.236]  If you guessed they're all American heroes, you guessed right!
[00:22:11.236 --> 00:22:14.577]  But these heroes don't belong to any crack military commando unit.
[00:22:14.577 --> 00:22:17.719]  These true American heroes are American Homing Pigeons.
[00:22:17.719 --> 00:22:18.379]  That's right!
[00:22:18.379 --> 00:22:21.180]  Registered pedigreed American Homing Pigeons.
[00:22:21.180 --> 00:22:31.905]  Although the Homing Pigeon no longer delivers life-saving messages on the battlefield, they are engaged throughout the world as thoroughbreds in exciting racing contests that have become one of the fastest growing sporting trends in the nation.
[00:22:32.145 --> 00:22:33.246]  Who races pigeons?
[00:22:33.246 --> 00:22:34.447]  Anybody and everybody!
[00:22:34.447 --> 00:22:37.189]  There's no age limit to the excitement of pigeon racing.
[00:22:37.189 --> 00:22:45.095]  All it takes to get involved with this great sport is to call the American Racing Pigeon Union, toll free, 800-755-ARPU.
[00:22:45.095 --> 00:22:48.278]  That's 800-755-ARPU.
[00:22:48.278 --> 00:22:51.580]  The American Racing Pigeon Union has clubs in every state in the U.S.
[00:22:51.580 --> 00:22:55.523]  For a great family sport and fun in your own backyard, call the ARPU today.
[00:22:55.523 --> 00:23:01.068]  800-755-ARPU or visit pigeons.org on the World Wide Web.
[00:23:03.584 --> 00:23:07.968]  Have you found your business isn't quite as profitable as it was before the economy went south?
[00:23:07.968 --> 00:23:10.510]  Are new clients a little harder to come by lately?
[00:23:10.510 --> 00:23:11.991]  Well, maybe we can help.
[00:23:11.991 --> 00:23:19.257]  Advertise your business on the GCN Radio Network, and you'll soon find out why companies all across the country are experiencing a steady flow of new customers.
[00:23:19.737 --> 00:23:22.018]  It's not by coincidence, it's by design.
[00:23:22.018 --> 00:23:27.780]  At GCN, we can increase your business with an ad package that's built specifically for your particular product or service.
[00:23:27.780 --> 00:23:33.622]  Join the many satisfied advertisers on the GCN radio network who found out that the economy isn't so bad after all.
[00:23:33.622 --> 00:23:36.863]  Call toll-free 877-996-4327 extension 106 for quotes or more information.
[00:23:36.863 --> 00:23:38.184]  That number again is 877-996-4327 extension 106.
[00:23:38.184 --> 00:23:39.164]  Everyone listens to radio.
[00:23:39.164 --> 00:23:40.464]  It's the most cost-effective
[00:23:47.967 --> 00:23:48.248]  I think so.
[00:24:14.628 --> 00:24:30.997]  So, we have this global government running around saying we've got to have total power, no rogue nations, everything controlled, your life micromanaged, and they want to micromanage the general public down at your everyday level.
[00:24:30.997 --> 00:24:38.281]  It has nothing to do with the bioweapons, which they've produced, which they've distributed, which they've given out the recipes for.
[00:24:40.089 --> 00:24:47.075]  And then meanwhile, you read the globalist writings, and it's like something out of that James Bond movie, Moonraker.
[00:24:47.075 --> 00:24:53.861]  You know, Prince Philip, Ted Turner, Jacques Cousteau, the UN's population control system.
[00:24:53.861 --> 00:24:56.203]  We've got to reduce the population by 80%.
[00:24:56.203 --> 00:24:57.064]  No, 95%.
[00:24:57.064 --> 00:24:59.046]  I mean, this is openly discussed.
[00:25:00.752 --> 00:25:03.914]  I've been years ago at, you know, cocktail parties with UT professors.
[00:25:03.914 --> 00:25:05.995]  It's like, that's the discussion point.
[00:25:05.995 --> 00:25:07.956]  What about the people bomb, Mr. Jones?
[00:25:07.956 --> 00:25:10.358]  We've got to do something!
[00:25:10.358 --> 00:25:12.099]  China's doing what it has to do!
[00:25:12.099 --> 00:25:15.221]  You know, this whole attitude, this elitist attitude.
[00:25:15.221 --> 00:25:16.301]  Oh, you're part of the elite.
[00:25:16.301 --> 00:25:18.003]  You're with the global government.
[00:25:18.003 --> 00:25:21.525]  You're going to be safe through all of this.
[00:25:21.525 --> 00:25:28.089]  And so, we have the globalists producing all of this, saying, let's legitimize the use of race-specific bioweapons, is what Dick Cheney said.
[00:25:29.229 --> 00:25:30.850]  By the way, that's not just been on their own website.
[00:25:30.850 --> 00:25:32.290]  It's been the one in Guardian.
[00:25:32.290 --> 00:25:36.012]  Michael Meacher, that was the last straw for the Environment Minister when he resigned in England.
[00:25:36.012 --> 00:25:45.035]  He said, look, if you didn't do 9-11, you had prior knowledge of it, and by the way, you said you want to use race-specific bioweapons, you people are psychopaths, and he pointed out where they said it.
[00:25:45.035 --> 00:25:47.856]  So, I mean, this is incredible stuff, folks.
[00:25:47.856 --> 00:25:53.619]  But the biggest, scariest point is, is not just that they're out promoting that they want to get rid of 85 to 95% of it.
[00:25:53.619 --> 00:25:57.320]  It runs from 80 to 95% in different estimates.
[00:25:57.320 --> 00:25:58.721]  That's not the scariest part.
[00:25:59.795 --> 00:26:13.142]  If you live in Switzerland, within a few miles from your house is a giant luxury bunker with two years of food and water, its own air cleaning system, tennis courts, weightlifting facilities.
[00:26:13.142 --> 00:26:15.563]  If you live in Russia, they have nice bunkers for you.
[00:26:15.563 --> 00:26:18.044]  If you live in China, they have nice bunkers for you.
[00:26:18.044 --> 00:26:19.485]  Not as nice as Switzerland.
[00:26:19.485 --> 00:26:20.445]  I grew up in Dallas.
[00:26:20.445 --> 00:26:22.526]  Do you know where your fallout shelter is?
[00:26:22.526 --> 00:26:23.867]  It's in the local parking garage.
[00:26:23.867 --> 00:26:26.068]  They can clean the dead bodies out in the spring.
[00:26:27.591 --> 00:26:31.714]  But no government has spent anywhere near, even on budget.
[00:26:31.714 --> 00:26:34.696]  And there's the black budget, the secret budget.
[00:26:34.696 --> 00:26:36.017]  Nothing to do with black people.
[00:26:36.017 --> 00:26:42.241]  Sometimes I get an email, and it's never a black person, it's always some white yuppie going, talk about black funding.
[00:26:42.241 --> 00:26:43.322]  Black budget means secret.
[00:26:43.322 --> 00:26:47.265]  Black bag, you know, dark projects is what they're called.
[00:26:47.265 --> 00:26:48.606]  I have to do that, folks.
[00:26:48.606 --> 00:26:52.188]  I know the general listenership's smart, but some people aren't.
[00:26:52.188 --> 00:26:54.210]  They think, you know, but anyway, side issue.
[00:26:54.930 --> 00:26:58.793]  These black budget, secret, shadow systems.
[00:26:58.793 --> 00:27:01.055]  But just the public funding of the U.S.
[00:27:01.055 --> 00:27:04.637]  government since the 40s is the highest of any nation out there.
[00:27:04.637 --> 00:27:06.879]  Just like all our other military spending.
[00:27:06.879 --> 00:27:08.580]  Giant underground bunkers.
[00:27:08.580 --> 00:27:09.921]  Giant railway systems.
[00:27:09.921 --> 00:27:16.266]  They admit there's one all under Washington, where members of the House and Senate publicly ride these little trains around.
[00:27:17.086 --> 00:27:18.707]  They've got them all across the country.
[00:27:18.707 --> 00:27:21.127]  They've got them all under Fort Hood here in Texas.
[00:27:21.127 --> 00:27:24.548]  They've got them going up into Canada, going into Mexico.
[00:27:24.548 --> 00:27:27.949]  Huge underground cities and bunkers.
[00:27:27.949 --> 00:27:30.030]  And there's a race right now to build them.
[00:27:30.030 --> 00:27:32.570]  You think the Cold War is over, everything's fine?
[00:27:32.570 --> 00:27:35.851]  There's a race, even before 9-11, and now accelerating.
