[00:00:09.721 --> 00:00:10.402]  We're good to go.
[00:13:20.748 --> 00:13:24.210]  Absolutely, and it's the same for Tower 1 and 2.
[00:13:24.210 --> 00:13:31.493]  We have the photos of the people in the crash holes up there in the 70th and 80th floors, leaning out.
[00:13:31.493 --> 00:13:33.734]  The firefighters were up in the towers.
[00:13:33.734 --> 00:13:35.795]  They said, there's two small fires.
[00:13:35.795 --> 00:13:43.559]  We've got to contain and send up a bunch of units of brave firefighters to help evacuate these people.
[00:13:43.559 --> 00:13:48.642]  But people can argue, folks can argue, government can argue, well, you know, jet fuel did that.
[00:13:49.142 --> 00:13:59.504]  Okay, well, WPC-7 wasn't hit by an aircraft, didn't catch fire until hours after Tower 1 and 2 collapsed, and the seismographs picked up explosions there.
[00:13:59.504 --> 00:14:03.805]  The New York Geological Survey, the University, and the Federal Geological Survey.
[00:14:03.805 --> 00:14:04.945]  Let me say one thing, Alex.
[00:14:04.945 --> 00:14:09.566]  Those explosions, friends, are not the sound of the buildings hitting the ground, either.
[00:14:09.566 --> 00:14:10.747]  They're different.
[00:14:10.747 --> 00:14:12.007]  These are seismic events.
[00:14:12.882 --> 00:14:13.463]  Absolutely.
[00:14:13.463 --> 00:14:37.283]  I mean, they've demolished enough buildings to know what a seismic event is, and again, at PrisonPlanet.com, there's a link there from Rents.com, every claim we're making, we have FEMA reports, we have the firefighter tapes, and to show the lies involved with claiming that the fires were horrible and out of control, remember the government claimed that all the firefighters' radios had malfunctioned.
[00:14:37.643 --> 00:14:38.303]  We're good to go.
[00:14:58.815 --> 00:15:09.060]  It's like claiming the Earth is flat for them to say that Building 7 had a few small fires in the 7th and 12th floor and then collapsed.
[00:15:09.060 --> 00:15:17.584]  And that morning, and we have the ABC News story on this, Giuliani said, oh I got a call and I was told to get out of Building 7.
[00:15:17.584 --> 00:15:18.705]  Then an hour before,
[00:15:19.801 --> 00:15:22.563]  Building 7 collapsed in 3.2 seconds.
[00:15:22.563 --> 00:15:26.685]  The firefighters were told, back off, we're going to bring the building down.
[00:15:26.685 --> 00:15:28.526]  We have mainstream news articles on that.
[00:15:28.526 --> 00:15:34.109]  So, Jeff, this is really, out of all the hundreds of smoking guns, as you said, the thousands of holes in this,
[00:15:34.922 --> 00:15:39.863]  This is just one of the big ones that's been sitting there right out in plain view.
[00:15:39.863 --> 00:15:51.945]  And then you talk about one of the Bush brothers running security there and then claiming what a hero he was because he was near the site when all this happened and he almost got killed.
[00:15:51.945 --> 00:16:00.687]  And then you, on top of that, have the CIA, the FBI, the state and the city in 99 built this bizarre
[00:16:01.147 --> 00:16:01.267]  Yes.
[00:16:31.037 --> 00:16:32.098]  Right?
[00:16:32.098 --> 00:16:33.900]  You got it.
[00:16:33.900 --> 00:16:42.686]  This building, when you look at it, and you watch it come down, without even knowing anything about it, you say, that building was brought down.
[00:16:42.686 --> 00:16:53.134]  Now this leads us to the next important part in this discussion, and that is, no way, no how, did a bunch of people with explosive charges run into that building and place them.
[00:16:53.134 --> 00:16:54.295]  It didn't happen.
[00:16:54.295 --> 00:16:56.637]  That brings us to what conclusion, Alex?
[00:16:57.540 --> 00:17:03.864]  Jeff, I'm sure if you watch Discovery Channel or History Channel, I'm sure most of your listeners have, it's fascinating.
[00:17:03.864 --> 00:17:17.774]  They've had many TV shows that are all showing the controlled demolition of mainly Las Vegas hotels, the big buildings in Detroit, New York, Chicago, Houston, Dallas, LA, everywhere.
[00:17:17.774 --> 00:17:25.059]  And about one out of ten times, Paul even looked this up, about one out of ten times, when they spend weeks doing it, the building doesn't fall.
[00:17:25.997 --> 00:17:28.459]  And then it's a very dangerous situation.
[00:17:28.459 --> 00:17:33.924]  They have to go in and place more explosives in a building that could collapse at any time.
[00:17:33.924 --> 00:17:35.846]  So, absolutely.
[00:17:35.846 --> 00:17:50.599]  Silverstein is on PBS saying, well, we already lost so much life that day, and the building was on fire, and so I talked to the fire department, and we talked it over, and they made the decision to go ahead and pull it.
[00:17:51.212 --> 00:17:55.357]  And so, how would you make the decision to pull it?
[00:17:55.357 --> 00:17:59.701]  How, the building's on fire, are you going to go in and place the explosives to pull it?
[00:17:59.701 --> 00:18:03.185]  Now again, restating this, we didn't just today decide
[00:18:05.785 --> 00:18:06.426]  We're good to go.
[00:18:22.200 --> 00:18:22.440]  Right.
[00:18:22.440 --> 00:18:22.720]  Right.
[00:18:42.763 --> 00:18:53.477]  This is one of the other very, very interesting points in this whole scenario that we've got to look at is the fact that
[00:18:54.491 --> 00:19:07.963]  Control Demolition is the same company, Control Demolition Incorporated, that destroyed the ruins of the Murrow building and had those parts buried at an armed Wackenhut landfill and mixed in with concrete chunks.
[00:19:07.963 --> 00:19:17.132]  And they're the folks that did the control demolition of Building 4, 5, and 6 in mid-December, and then the firefighters went public.
[00:19:17.572 --> 00:19:20.933]  And said, you're covering this up, firefighter engineering.
[00:19:20.933 --> 00:19:25.995]  They said it's criminal that you're shipping this to Communist China and not letting anyone take photos of the scene.
[00:19:25.995 --> 00:19:27.056]  Exactly, exactly.
[00:19:27.056 --> 00:19:28.856]  Hold on right there, Alex.
[00:19:28.856 --> 00:19:38.260]  Please listen and pay close attention to what Alex Jones just said about who got the job, who did the mirror building in Oklahoma City.
[00:19:38.260 --> 00:19:43.181]  And ask yourself, how could they bring a building down with no explosives?
[00:19:43.181 --> 00:19:43.982]  Aha!
[00:19:43.982 --> 00:19:44.482]  Be right back.
[00:20:16.084 --> 00:20:17.646]  Okay, welcome back.
[00:20:17.646 --> 00:20:19.508]  And Alex Jones has made the point.
[00:20:19.508 --> 00:20:24.473]  You have all seen video or film of buildings being imploded over the years.
[00:20:24.473 --> 00:20:32.401]  And who didn't watch the collapse of the two towers that day and kind of scratch their head and say, damn, they came down straight.
[00:20:32.401 --> 00:20:33.322]  That was amazing.
[00:20:34.728 --> 00:20:37.770]  Paul Watson, how about this issue of bringing down buildings?
[00:20:37.770 --> 00:20:45.334]  There aren't too many high-rises, I guess, being brought down in the UK, but you've certainly seen enough evidence of that in watching the video of WTC7.
[00:20:45.334 --> 00:20:47.916]  How did it strike you when you first saw it?
[00:20:47.916 --> 00:20:50.917]  Well, yeah, I mean, that's the immediate thing that everybody thought.
[00:20:50.917 --> 00:20:55.500]  Why did the buildings come down in perfect, symmetrical ways?
[00:20:55.500 --> 00:21:01.203]  And I mean, even with this Building 7 situation, the evidence that we're going to present in this program
[00:21:02.966 --> 00:21:09.128]  The Federal Government basically agreed to destroy the building on the day of September 11th.
[00:21:09.128 --> 00:21:17.831]  That itself directly contradicts the official FEMA report who tried to investigate why the building itself collapsed and concluded
[00:21:18.451 --> 00:21:26.299]  Um, quote, the specifics of the fires in WTC7 and how they caused the building to collapse remain unknown at this time.
[00:21:26.299 --> 00:21:40.474]  So the question is, um, why would FEMA, the federal government, commission a report into how the building collapsed if it was known, and this is admitted now we've got the evidence, that they decided to collapse the building on the day of September 11th?
[00:21:40.474 --> 00:21:41.575]  And on top of that,
[00:21:42.310 --> 00:21:53.617]  Many people have suggested that Building 7 collapsed due to fire damage, and because there were emergency generators and fuel tanks located in the building.
[00:21:53.617 --> 00:22:03.302]  But even the official FEMA report states that these emergency generators remained intact, and so they were nothing to do with the collapse.
[00:22:03.302 --> 00:22:05.864]  Well, they say the fuel tank apparently wasn't breached either.
[00:22:05.864 --> 00:22:10.687]  Not only that, it contained diesel fuel, which is not particularly explosive under any circumstance.
[00:22:11.713 --> 00:22:12.454]  Exactly right.
[00:22:12.454 --> 00:22:18.718]  Now, remember back to the first World Trade Center bombing in 1991, I guess it was.
[00:22:18.718 --> 00:22:24.683]  Alex, the idea there was to try to destabilize one of the towers and have it fall over.
[00:22:24.683 --> 00:22:25.443]  Yes.
[00:22:25.443 --> 00:22:27.545]  I mean, that's, you know, you think about it.
[00:22:27.545 --> 00:22:31.648]  These things both collapsed geometrically perfectly.
[00:22:31.648 --> 00:22:34.270]  Now, I'm going to go back to what I said before the break.
[00:22:34.270 --> 00:22:39.974]  And the question I asked was, how did that dynamite get there in such a short period of time?
[00:22:39.974 --> 00:22:41.135]  On that very day, September
[00:22:41.468 --> 00:22:43.950]  The answer is, it didn't.
[00:22:43.950 --> 00:22:51.638]  Well, I mean, look, setting up a controlled demolition, and don't confuse that with the company, Controlled Demolition Incorporated, that did Oklahoma City.
[00:22:51.638 --> 00:22:53.700]  No, don't confuse that at all, please.
[00:22:53.700 --> 00:22:55.902]  I'm not saying you are, Jeff.
[00:22:55.902 --> 00:23:00.146]  That confuses me sometimes, but the name of the company, Controlled Demolition Incorporated, getting rid of the evidence.
[00:23:00.866 --> 00:23:02.506]  Uh, you know, how did this happen?
[00:23:02.506 --> 00:23:04.807]  They're now admitting that they pulled the buildings.
[00:23:04.807 --> 00:23:07.348]  They talked about it that day on the news.
[00:23:07.348 --> 00:23:09.608]  Will they demolish this building?
[00:23:09.608 --> 00:23:14.789]  And then somewhere after that point they decided to change the story and say that, well, let's just not discuss Building 7.
[00:23:14.789 --> 00:23:17.350]  There was really never a discussion of Building 7.
[00:23:17.350 --> 00:23:19.290]  Well, there was a fire and it collapsed.
[00:23:19.290 --> 00:23:19.711]  Exactly.
[00:23:19.711 --> 00:23:21.171]  And I'm here looking at the photo.
[00:23:22.012 --> 00:23:29.337]  of it right before it collapsed, and the 7th and 12th floor, and there's tiny, little fires.
[00:23:29.337 --> 00:23:32.460]  And Jeff, you mentioned the first World Trade Center bombing.
[00:23:32.460 --> 00:23:46.450]  In my film, Road to Tyranny, in the 9-11 archive on Prison Planet and InfoWars, we have the New York Times and Chicago Tribune news articles where they admitted back in 93, and again, in plain view, they just admitted it calmly in the article,
[00:23:46.894 --> 00:24:10.968]  That the FBI cooked the bomb, framed the drivers, told them how to park it up against the main central support column in one of the towers, and the two literal retarded men they hire, they both have like 80 IQs, total patsies, by the grace of God, didn't park it where they were supposed to, and that building did not come down and it only killed what a dozen people and injured over a thousand in smoke inhalation.
[00:24:12.956 --> 00:24:17.880]  So again, all of this stuff hidden, right out there, in plain view.
[00:24:17.880 --> 00:24:22.364]  And they came back to the World Trade Center a second time, the entire complex.
[00:24:22.364 --> 00:24:30.591]  And I remember the newscast, we have the reports on the left side, that the buildings were going to be condemned because they were full of asbestos.
[00:24:30.591 --> 00:24:40.519]  And then, when the whole complex was blown into particulate dust, which only high-powered hexogen or plastic explosives can do,
[00:24:42.240 --> 00:24:49.148]  Once that happened, the EPA put out a report and said, this is horrible asbestos, it's making everybody really sick.
[00:24:49.148 --> 00:24:56.296]  And Bush ordered the EPA to put out a false report, this is all confirmed and admitted, saying, no, it wasn't a problem.
[00:24:57.131 --> 00:25:13.842]  And we have on the website, the mainstream news article, where Bush then, out of a 5 plus billion dollar, 5.1 billion dollar emergency spending bill passed by Congress, the bill included 90 million for long-term health, monitoring, World Trade Center, rescue workers and volunteers.
[00:25:13.842 --> 00:25:21.227]  Bush vetoed that out of the package, just like he doesn't care what his own scientist says about depleted uranium.
[00:25:21.852 --> 00:25:25.933]  This is just absolutely incredible.
[00:25:25.933 --> 00:25:34.957]  And on top of this, we now have Larry Silverstein, the owner and controller of the entire complex, saying, yeah, we decided to demolish Building 7.
[00:25:34.957 --> 00:25:40.419]  Some people say, well, he just says, we decided to pull it, and then we watched it collapse.
[00:25:40.419 --> 00:25:41.899]  Well, what does pull it mean?
[00:25:41.899 --> 00:25:47.041]  We also have posted a clip from the same documentary where one of the heads of the Port Authority says, well,
[00:25:47.621 --> 00:25:54.688]  You know, we decided to pull the other buildings a month and a half later in December, two months later, and so we demolished them.
[00:25:54.688 --> 00:25:59.013]  Pulling a building is the industry term for controlled demolition.
[00:25:59.013 --> 00:26:01.155]  Now look at all of you online.
[00:26:01.155 --> 00:26:08.142]  Go to PrisonPlanet.com or just click on Alex and Paul's name at Rents.com and look at the picture of Building 7.
[00:26:08.142 --> 00:26:09.524]  Look at the fire.
[00:26:09.524 --> 00:26:10.705]  You'll see it right for yourself.
[00:26:11.420 --> 00:26:16.867]  Two floors showing a total of looks like about five window spaces with orange flame.
[00:26:16.867 --> 00:26:19.310]  No smoke coming out the windows to speak of.
[00:26:19.310 --> 00:26:20.953]  The building looks fine.
[00:26:20.953 --> 00:26:24.197]  And then you heard Alex say that the towers were full of asbestos.
[00:26:24.197 --> 00:26:27.281]  Well, you can't go into a building that big, two of them, and really
[00:26:27.734 --> 00:26:29.354]  Take all the asbestos out.
[00:26:29.354 --> 00:26:34.316]  But when those buildings came down, as you heard him mention, and rightly so, that asbestos went everywhere.
[00:26:34.316 --> 00:26:38.737]  And for those of you who know anything about asbestos poisoning, it doesn't go away.
[00:26:38.737 --> 00:26:45.198]  These are little barbed fibers that get into the lungs, and they start moving only one direction, and that's in.
[00:26:45.198 --> 00:26:49.799]  It's like when a dog picks up a foxtail, it only goes into the dog.
[00:26:49.799 --> 00:26:52.380]  The same thing with fibers of asbestos.
[00:26:52.380 --> 00:26:53.960]  That's why they're so deadly.
[00:26:53.960 --> 00:26:56.601]  You cannot expel them once you've pulled them into your lungs.
[00:26:56.601 --> 00:26:57.061]  They're there.
[00:26:57.535 --> 00:27:01.658]  Now, Bush in cutting off this $5 million, was that what it was, Alex?
[00:27:01.658 --> 00:27:01.898]  $5?
[00:27:01.898 --> 00:27:05.580]  It was a $5.1 billion emergency package with $90 million in it.
[00:27:05.580 --> 00:27:06.941]  $90 million.
[00:27:06.941 --> 00:27:08.822]  Bush had that vetoed out.
[00:27:08.822 --> 00:27:12.784]  Alright, well he vetoed that probably because of future litigation and liability.
[00:27:12.784 --> 00:27:18.748]  If they admit that there's a problem in the first place, it sets them up to a negative advantage in the court later on.
[00:27:18.748 --> 00:27:22.850]  There was no problem, so we're not going to fund for it, so forget about the $90 million.
[00:27:22.850 --> 00:27:25.232]  And these people, these poor heroic people,
[00:27:25.856 --> 00:27:28.778]  Thousands of them have all been hung out to dry now.
[00:27:28.778 --> 00:27:29.899]  Same old story.
[00:27:29.899 --> 00:27:38.805]  Just like what we're doing to our veterans over in the Middle East right now, we're cutting back veterans benefits so when they come home they'll have less than when they went over there.
[00:27:38.805 --> 00:27:43.968]  It's all happening, friends, and if you don't see it, you're not being a good citizen.
[00:27:43.968 --> 00:27:46.169]  It's up to you to inform yourself.
[00:27:46.169 --> 00:27:47.911]  Don't rely on the boob tube to do it.
[00:27:47.911 --> 00:27:49.271]  It's not going to happen.
[00:27:49.271 --> 00:27:50.953]  If you don't care enough about your country,
[00:27:52.000 --> 00:27:57.486]  To read and to watch people like Alex on his websites and listen to his programs.
[00:27:57.486 --> 00:28:00.989]  You know, in a way, you've kind of forfeited your right to be an American citizen.
[00:28:00.989 --> 00:28:02.591]  And that's the problem with this country.
[00:28:02.591 --> 00:28:05.233]  No one's responsible or accountable anymore.
[00:28:05.233 --> 00:28:09.738]  But we are, and most of you are, and we will continue in just a couple minutes.
[00:28:44.582 --> 00:28:46.383]  Okay, welcome back.
[00:28:46.383 --> 00:28:50.626]  Talking with Paul and Alex about this remarkable
