[00:00:03.001 --> 00:00:03.862]  Well, here we are.
[00:03:33.786 --> 00:03:40.151]  Please remember that when you take articles and videos from the show and share them, it overrides the censors and that's why we're having a big effect.
[00:03:40.191 --> 00:03:42.293]  So you're not the tail, you're the dog and the tail.
[00:03:42.333 --> 00:03:43.835]  You're the whole shooting match.
[00:03:43.855 --> 00:03:46.977]  Please remember, it's your financial support that keeps us on air.
[00:03:47.037 --> 00:03:48.639]  Plus, we have amazing products you need.
[00:03:48.679 --> 00:03:50.981]  So please, mark it down, take action now.
[00:03:51.501 --> 00:03:58.087]  Go to drjonesnaturals.com for the RocketRest Incredible Natural Sleep Aid with the next level of foundational energy that's next level.
[00:03:58.827 --> 00:04:07.476]  With the incredible nano silver products, the toothpaste, the wound gel, all of it at drjonesnaturals.com, drjonesnaturals.com.
[00:04:08.437 --> 00:04:16.342]   So many other amazing products on the site and if you want to support me and keep us on air one way or another, And get great products, go to DrJonesNaturals.com.
[00:04:16.843 --> 00:04:23.547]  Also, at InfoWarsStore.com, incredible products are back in stock, like Ultimate Fish Oil, 40% off.
[00:04:24.248 --> 00:04:29.752]  And, of course, Nitric Boost, that's so amazing for your whole body, especially in the climate we're in right now.
[00:04:30.091 --> 00:04:36.411]   Nitric was 40% off at info war store.com bodies ultimate turmeric, so many other amazing products, books, films,
[00:04:36.411 --> 00:04:39.891]  t-shirts, they're all there at info war store.com.
[00:04:39.891 --> 00:04:41.171]  While you're there, we're almost out of them.
[00:04:41.171 --> 00:04:46.810]   Get a signed or unsigned copy of my two latest books, but we'll have plenty of the unsigned,
[00:04:46.810 --> 00:04:48.130]  but we're running out of the sign.
[00:04:48.130 --> 00:04:49.930]  When those are gone, they're gone.
[00:04:49.930 --> 00:04:50.851]  I won't sign anymore.
[00:04:50.851 --> 00:04:52.770]  Unless I see on the street, let me just sign one.
[00:04:52.770 --> 00:04:55.411]  So it's all at info war store.com.
[00:04:55.411 --> 00:04:57.130]  It's Tuesday, May 7th, 2020.
[00:04:57.040 --> 00:05:01.282]  We're 181 days out from the most important election in world history.
[00:05:01.802 --> 00:05:13.669]  And as we predicted a month ago and last week with Roger Stone, Trump will continue to violate the unconstitutional gag order in the Stormy Daniels show trial run by the Soros mob, Leticia James, Alvin Bragg and others.
[00:05:14.249 --> 00:05:17.771]  Now Trump officially made our prediction true last night.
[00:05:18.786 --> 00:05:22.610]  When he came out and said, I will continue to exercise my First Amendment.
[00:05:23.070 --> 00:05:24.952]  And this is a fraud.
[00:05:25.152 --> 00:05:27.214]  This is a attempt to pin me down.
[00:05:27.274 --> 00:05:29.056]  This is election meddling.
[00:05:29.737 --> 00:05:31.058]  Here is the Duke in New York.
[00:05:32.019 --> 00:05:34.321]  Just said that they want two to three more weeks.
[00:05:35.362 --> 00:05:38.665]  That means they want to keep me off the trail for two to three more weeks now.
[00:05:39.858 --> 00:05:42.220]  Anybody in there would realize that there's no case.
[00:05:42.280 --> 00:05:43.081]  They don't have a case.
[00:05:43.121 --> 00:05:45.624]  Every legal scholar says they don't have a case.
[00:05:45.904 --> 00:05:48.146]  This is just a political witch hunt.
[00:05:48.246 --> 00:05:50.348]  It's election interfering.
[00:05:50.408 --> 00:05:54.432]  This is really, truly election interference and it's a disgrace.
[00:05:54.492 --> 00:05:55.673]  It's a disgrace.
[00:05:55.753 --> 00:05:58.476]  And in every poll I'm leading by a lot.
[00:05:59.910 --> 00:06:02.111]  And they figure maybe they can do something here.
[00:06:02.251 --> 00:06:03.031]  Maybe they can do.
[00:06:03.431 --> 00:06:04.431]  This case should be open.
[00:06:04.451 --> 00:06:05.932]  This case should have never been brought.
[00:06:06.472 --> 00:06:08.713]  By the way, Alvin Ray didn't want to bring the case.
[00:06:09.513 --> 00:06:11.813]  Your previous DA didn't bring the case.
[00:06:12.594 --> 00:06:15.555]  The FEC said they threw it away.
[00:06:15.575 --> 00:06:16.915]  They said you gotta be kidding.
[00:06:17.848 --> 00:06:19.589]  Southern District didn't bring the case.
[00:06:19.650 --> 00:06:20.810]  Nobody brought the case.
[00:06:20.830 --> 00:06:27.215]  And then Alvin Bragg brought the case as soon as... When I'm running and leading, that's when they decided, let's go bring the case.
[00:06:27.235 --> 00:06:28.176]  So it's a disgrace.
[00:06:28.216 --> 00:06:29.857]  But we just heard two to three more weeks.
[00:06:29.897 --> 00:06:31.479]  I thought they were finished today.
[00:06:31.559 --> 00:06:34.941]  And they are finished today, if you look at what's happening.
[00:06:34.961 --> 00:06:40.906]  I thought they were going to be finished today, and they want two to three more weeks.
[00:06:40.946 --> 00:06:44.408]  The judge asked them, and playing right into the judge's hands.
[00:06:44.469 --> 00:06:46.950]  The judge is so happy about two to three more weeks.
[00:06:48.097 --> 00:06:50.399]  Because they all want to keep me off the campaign trail.
[00:06:50.439 --> 00:06:51.460]  That's all this is about.
[00:06:51.540 --> 00:06:53.162]  This is about election interference.
[00:06:53.182 --> 00:06:54.063]  How do we stop it?
[00:06:54.784 --> 00:06:55.845]  And it's a disgrace.
[00:06:56.566 --> 00:07:00.229]  And then you have the other thing that maybe is even more disgraceful, is the gang war.
[00:07:01.537 --> 00:07:05.120]  Where I can't basically, I have to watch every word I tell you people.
[00:07:05.180 --> 00:07:09.864]  You ask me a question, a simple question, I'd like to give it, but I can't talk about it.
[00:07:10.604 --> 00:07:16.489]  Because this judge has given me a gag order and said you'll go to jail if you violate it.
[00:07:16.629 --> 00:07:18.431]  And frankly, you know what?
[00:07:18.531 --> 00:07:21.093]  Our Constitution is much more important than jail.
[00:07:21.293 --> 00:07:22.114]  It's not even close.
[00:07:23.860 --> 00:07:26.060]  I'll do that sacrifice any day.
[00:07:26.621 --> 00:07:31.402]  But what's happening here is a disgrace that the appellate courts ought to get involved.
[00:07:31.422 --> 00:07:32.582]  New York looks so bad.
[00:07:32.802 --> 00:07:39.343]  The New York system of so-called justice looks so bad between this judge in Angoran and Kaplan.
[00:07:40.383 --> 00:07:46.385]  Your triple team with corrupt judges is a disgrace to our nation.
[00:07:46.405 --> 00:07:48.165]  So I should be out there campaigning.
[00:07:48.225 --> 00:07:50.465]  And they said, do it the way I look at it.
[00:07:50.485 --> 00:07:52.706]  They're really talking about three weeks more.
[00:07:54.126 --> 00:07:56.847]  And by the way, they didn't even have enough to fill out the time.
[00:07:56.887 --> 00:08:00.089]  You know, we got out early today because they didn't have another witness.
[00:08:00.109 --> 00:08:01.650]  The government didn't have another witness.
[00:08:02.670 --> 00:08:04.531]  So they didn't even have time to fill it out.
[00:08:05.631 --> 00:08:06.632]  And then they complained.
[00:08:06.672 --> 00:08:10.534]  So I'll tell you what, I hope you report the story accurately.
[00:08:10.574 --> 00:08:15.036]  This is a real threat to our country and it's a serious threat to the Constitution.
[00:08:15.136 --> 00:08:20.258]  In the meantime, Columbia University announced today they're not going to have their graduation.
[00:08:20.318 --> 00:08:22.199]  They're not going to have a ceremony.
[00:08:23.019 --> 00:08:24.699]  And that's happening all over the country.
[00:08:24.759 --> 00:08:25.980]  Our country is a mess.
[00:08:27.120 --> 00:08:33.101]  And the most important day in the history of our country is going to be November 5th of this year.
[00:08:33.161 --> 00:08:34.081]  That's called Election Day.
[00:08:34.201 --> 00:08:37.982]  It's going to be the most important day in the history of our country.
[00:08:38.042 --> 00:08:41.883]  What's going on with this judge is a disaster.
[00:08:42.443 --> 00:08:45.704]  Between the gag orders and the hatred he's got for me.
[00:08:45.724 --> 00:08:48.104]  And everybody sees it, okay?
[00:08:48.184 --> 00:08:50.145]  And you see it better than anybody.
[00:08:52.506 --> 00:08:53.527]  Trump Arrest Watch!
[00:08:53.587 --> 00:08:57.209]  Campaign preps for Trump's imprisonment for exercising First Amendment.
[00:08:57.290 --> 00:08:58.791]  Roger Stone joins us live.
[00:08:59.331 --> 00:09:04.154]  To paraphrase Winston Churchill in his memoir I read decades ago...
[00:09:05.154 --> 00:09:14.140]  He said most people don't realize they're living in history, one of the most important times when huge events are happening, like World War II, until it really gets going.
[00:09:14.580 --> 00:09:15.521]  Well, we're in it now.
[00:09:15.641 --> 00:09:16.441]  It's not coming.
[00:09:16.501 --> 00:09:17.582]  The tyranny's not over the hill.
[00:09:17.642 --> 00:09:18.522]  It's not down the road.
[00:09:18.542 --> 00:09:20.183]  It's not a thousand miles away.
[00:09:20.223 --> 00:09:21.244]  It's not five miles away.
[00:09:21.264 --> 00:09:21.985]  It's not a mile away.
[00:09:22.605 --> 00:09:24.206]  It's like a gorilla on top of us.
[00:09:27.130 --> 00:09:33.335]  The central banks are doing the same thing they're doing here, all over the world, arresting populist leaders, going after Bolsonaro.
[00:09:33.355 --> 00:09:45.725]  The list goes on and on, but in almost every election worldwide, gubernatorial elections, regional leader elections, congressional elections, parliamentary elections, 80 plus percent of the wins are by anti-globalists.
[00:09:45.745 --> 00:10:05.315]   So we're winning, but that is going to facilitate the corrupt, dying power structure coming down on everybody with both feet and trying to persecute the leaders Who are for the people, whether they're in media, whether they're in government, whether they're in business, whether they're in academia, or whether they're in the church.
[00:10:06.316 --> 00:10:08.937]  And of course, no one's been more persecuted other than Trump.
[00:10:09.737 --> 00:10:12.379]  People like Roger Stones, right up there at the top of the list.
[00:10:12.439 --> 00:10:17.781]  And I know at one level he's proud to be a loyal American, to be up there at the top of the list with myself and a few others.
[00:10:17.821 --> 00:10:21.383]  But it's real urgency, as Trump said a thousand times probably.
[00:10:22.304 --> 00:10:22.664]  Or more.
[00:10:22.684 --> 00:10:24.225]  They're not trying to get him.
[00:10:24.666 --> 00:10:25.626]  He's standing in their way.
[00:10:25.666 --> 00:10:27.127]  They've got to get through him to get to you.
[00:10:27.808 --> 00:10:30.449]  So, Roger, you made the prediction last week, along with myself.
[00:10:30.489 --> 00:10:34.212]  You agree with my prediction that next week, this week will be the key week.
[00:10:34.252 --> 00:10:38.375]  He could be in jail as early as next week.
[00:10:38.895 --> 00:10:41.077]  And he signaled that he's thrown down the gauntlet.
[00:10:41.597 --> 00:10:42.838]  A man with ice water in his veins.
[00:10:42.858 --> 00:10:51.864]  So, Roger, give us your latest take on what's developing and the whole trial, even mainstream media admits, coming off the rails and blowing up in their face in the last few days.
[00:10:53.973 --> 00:10:58.977]  Well, Alex, once again, InfoWars, tomorrow's news today.
[00:10:59.577 --> 00:11:06.522]  We did indeed predict this only days ago, and the battle lines really seem to be drawn.
[00:11:07.263 --> 00:11:09.825]  The judge made it very clear now twice.
[00:11:10.345 --> 00:11:19.155]  That he is prepared to incarcerate Trump if Trump will not honor an unconstitutional gag order.
[00:11:19.175 --> 00:11:26.063]  A situation in which all the other witnesses in the case are allowed to attack him in public.
[00:11:26.844 --> 00:11:33.723]   situation in which the prosecutors are allowed to leak information regarding the case against
[00:11:33.723 --> 00:11:36.724]  him, which may or may not even be true.
[00:11:36.724 --> 00:11:40.203]  But Trump is prohibited from defending himself.
[00:11:40.203 --> 00:11:44.604]  I think most Americans see this as fundamentally unfair.
[00:11:44.604 --> 00:11:51.324]   Now, I actually believe that it's unconstitutional, but that has never been tested because no
[00:11:51.324 --> 00:11:58.084]   test of a gag order has ever made it to the Supreme Court for adjudication.
[00:11:58.091 --> 00:12:02.952]  When I challenged the gag order on me, the appeals court in D.C.
[00:12:03.132 --> 00:12:15.295]  sat on it for nine months before telling me that it was not yet ripe for a decision because I had not first asked the judge who placed the gag order on me to remove it.
[00:12:15.965 --> 00:12:33.957]   Trump, as I have said, and I quote the late Roy Cohn, the incredibly controversial anti-communist lawyer and Democratic power broker in New York City, Donald Trump Has ice water in his veins.
[00:12:34.717 --> 00:12:41.061]  By that he means he is without any question the toughest individual I've ever met.
[00:12:41.521 --> 00:12:44.483]  Now look, I work for some very tough guys, Alex.
[00:12:44.503 --> 00:12:45.784]  I work for Richard Nixon.
[00:12:45.824 --> 00:12:47.785]  I work for Senator Bob Dole.
[00:12:47.805 --> 00:12:50.406]  They were both very, very tough guys.
[00:12:50.706 --> 00:12:52.867]  You have to be tough to be a great leader.
[00:12:53.688 --> 00:12:59.111]  But Trump is the toughest of them all and I don't see him backing down.
[00:13:00.052 --> 00:13:18.228]  So, I think today could be a truly historic day where we could ultimately have a clash which sees the judge insisting that Trump has violated the gag order yet again and actually ordering him to jail.
[00:13:18.608 --> 00:13:21.051]  What happens to the Secret Service at that juncture?
[00:13:21.851 --> 00:13:22.792]  I have no idea.
[00:13:23.152 --> 00:13:30.877]  Because by law, of course, the Secret Service is required to protect a former president at all times.
[00:13:31.097 --> 00:13:45.353]   And this will be the first time, if I'm not mistaken, where a former president who's also the leader and way ahead in all polls In the presidential election is put in jail by a pissant municipality.
[00:13:45.373 --> 00:13:48.015]  I mean that's why presidents have to have immunity.
[00:13:48.075 --> 00:13:52.138]  The only check is the voters and of course the Congress with an impeachment.
[00:13:52.158 --> 00:13:54.820]  So he's not above the law, but he's a separate branch of government.
[00:13:54.900 --> 00:13:56.221]  We elect, he represents us.
[00:13:56.661 --> 00:14:02.423]   So if you allow All these Soros DAs, the founders, foresaw this type of tyranny.
[00:14:02.943 --> 00:14:08.725]  To do this, then we basically made any of the thousands of counties, how many counties are there in the U.S.?
[00:14:08.745 --> 00:14:09.605]  I know it's in the thousands.
[00:14:10.465 --> 00:14:16.027]  Or any of the 50 attorney generals to become co-presidents.
[00:14:16.047 --> 00:14:17.567]  I mean, this is a constitutional crisis, Roger.
[00:14:19.029 --> 00:14:23.254]  I think it could very well be, but it's also a political crisis.
[00:14:23.294 --> 00:14:40.572]   Look, we all understand that the only reason this particularly weak case is being tried is because the primary case against him, which was supposed to be the so-called documents case, It appears to be falling apart quickly.
[00:14:41.232 --> 00:14:51.175]  As the judge in that South Florida case has unredacted more of the prosecutor's doings, this looks more and more like a setup.
[00:14:51.255 --> 00:15:06.920]  In other words, let's send this pallet of boxes of documents to Donald Trump, who has not requested them, and then once we're sure they're in his possession, let's report him for being in possession of documents that legally, they argue, he's not supposed to have.
[00:15:07.060 --> 00:15:11.601]  And I'm glad you went there, that was my next, so let's tee this up in the 15 minutes we have.
[00:15:12.241 --> 00:15:48.537]   For those that don't know, because the media hasn't really given a lot of attention, a week ago, or seven days ago, it broke that what Trump had said was true, that they had manipulated documents, he believes added documents, he said that a year ago, framed him, because he saw stuff in there he never had seen, and then Jack Smith lied and said no we have an alternate even though they laid it out for the media and moved it all around and then now the scans of the documents they put in have nothing to do with the order of the documents and now there's no chain of custody and no record of it and they admit that.
[00:15:49.057 --> 00:15:51.859]  So any evidence that's been handled like that is thrown out.
[00:15:51.919 --> 00:15:54.842]  Plus, the President can declassify anything he wants, keep anything he wants.
[00:15:55.182 --> 00:15:57.184]  Biden kept a bunch of documents from his Vice President.
[00:15:57.544 --> 00:15:58.264]  That's illegal.
[00:15:58.304 --> 00:16:00.126]  What Trump did on its face is not illegal.
[00:16:00.366 --> 00:16:04.649]  They still indicted him, as you know, there in Miami.
[00:16:05.450 --> 00:16:06.711]  And so here we are.
[00:16:07.352 --> 00:16:11.875]  And then you've got the wheels months ago coming off in Georgia, everywhere else.
[00:16:11.955 --> 00:16:13.596]  I mean, this is just everything.
[00:16:13.837 --> 00:16:18.100]  Every case is blowing up in their face, but they just keep steamrolling forward.
[00:16:19.730 --> 00:16:21.572]  Well, you're absolutely right, Alex.
[00:16:21.692 --> 00:16:31.501]  In the Florida case, this is something no lawyer I've ever spoken to has ever seen before, where they basically bring witnesses before a D.C.
[00:16:31.561 --> 00:16:34.263]  grand jury regarding the document's case.
[00:16:34.684 --> 00:16:44.293]  Then they just take the transcript of that grand jury proceeding and read it to a Florida grand jury in order to secure their indictments.
[00:16:45.313 --> 00:16:49.715]  No lawyer I've ever spoken to has ever heard of that before.
[00:16:50.376 --> 00:17:01.080]  Then, secondarily, just through the luck of the draw, Trump gets an unbiased judge, Judge Eileen Cannon.
[00:17:01.501 --> 00:17:08.724]  Now, the left goes crazy saying... I mean, Roger, in all fairness, if they've indicted him 97 times or whatever, it's not even luck of the draw.
[00:17:08.744 --> 00:17:11.065]  He's gonna get one half-decent judge out of a whole bunch.
[00:17:12.170 --> 00:17:13.531]  Right, but look at their argument.
[00:17:13.551 --> 00:17:13.891]  I don't know.
[00:17:13.931 --> 00:17:15.412]  She's incompetent, they say.
[00:17:15.492 --> 00:17:16.612]  She's not qualified.
[00:17:17.013 --> 00:17:20.394]  She can't sit on this trial because she was appointed by Trump.
[00:17:20.515 --> 00:17:21.095]  Wait a minute.
[00:17:21.675 --> 00:17:36.283]  General Flynn, Paul Manafort, and I were all tried by judges appointed by Barack Obama, and the Russian collusion hoax in which we were unjustly charged was born in Barack Obama's office.
[00:17:36.883 --> 00:17:41.546]  But no one on the left had trouble with the appointments of those judges.
[00:17:42.066 --> 00:17:46.208]  So, what you see here is their last hope.
[00:17:46.268 --> 00:18:05.357]  In other words, because of the slow deliberation and the meticulous commitment to full disclosure by Judge Cannon, who's, by the way, was a highly respected prosecutor before she was appointed to a judgeship, an American success story.
[00:18:05.677 --> 00:18:07.698]  She and her family come from Cuba.
[00:18:09.038 --> 00:18:11.680]  You also have seen the U.S.
[00:18:11.860 --> 00:18:26.186]  Supreme Court agree to hear the immunity argument put forward by Trump's lawyers, which has delayed Jack Smith's January 6th election interference related case against Trump.
[00:18:26.546 --> 00:18:35.330]  So their goal was to have three separate criminal trials of Donald Trump in 2024 before the election.
[00:18:35.650 --> 00:18:42.604]   The key thing to remember here is They don't care if this case in New York is overturned on appeal.
[00:18:43.285 --> 00:18:51.885]   They don't care if the so-called valuations case that was over a few weeks ago, where Trump Borrowed money from banks.
[00:18:52.465 --> 00:18:56.408]  The banks did their own independent appraisal of the collateral he put up.
[00:18:56.948 --> 00:19:00.331]  They deemed the loan worthy.
[00:19:00.771 --> 00:19:05.454]  They got paid back in interest and made $40 million in interest.
[00:19:05.814 --> 00:19:06.435]  No victim.
[00:19:06.875 --> 00:19:07.515]  No crime.
[00:19:07.735 --> 00:19:11.094]  But he was still charged and dragged through a trial.
[00:19:11.094 --> 00:19:13.935]   Exactly, Roger, and it's important, but our audience knows he's innocent.
[00:19:13.935 --> 00:19:15.095]  They're aware of most of this.
[00:19:15.095 --> 00:19:17.014]  You do a great job boiling it all down.
[00:19:17.014 --> 00:19:20.775]   But in the main, if everything the deep state's doing is failing,
[00:19:20.775 --> 00:19:23.574]  what do you think they're going to pull next?
[00:19:24.266 --> 00:19:26.387]  Well, here's the real question today.
[00:19:26.447 --> 00:19:29.689]  Will the judge incarcerate Trump?
[00:19:29.709 --> 00:19:30.790]  He made it very clear.
[00:19:30.830 --> 00:19:31.670]  You played the cop.
[00:19:31.711 --> 00:19:38.174]  He's ready to go to jail for the principle of free speech and the Constitution.
[00:19:38.514 --> 00:19:42.177]  Alex, I pray for the President's safety every day.
[00:19:42.197 --> 00:20:02.472]   I can't even imagine The high on Sunday in Miami, where he spent the weekend in Florida, going to the Formula One race in Miami, which is like the UFC times 12, having a tumultuous pandemonium, an incredible reception.
[00:20:03.052 --> 00:20:17.042]   And then instead of going back to Mar-a-Lago, having to fly from Miami to New York, Landing after 1.30am in a driving rain to go to trial the next morning.
[00:20:17.763 --> 00:20:18.643]  That's the paradox.
[00:20:21.786 --> 00:20:22.726]  It is indeed.
[00:20:22.766 --> 00:20:23.867]  That's the whole point though.
[00:20:24.207 --> 00:20:37.957]  What they're seeking to do here is to drain his spirit, drain his campaign coffers to pay lawyers, and most importantly, siphon his time so he has to sit in a courtroom when he should be out campaigning.
[00:20:38.573 --> 00:20:39.774]  What will they do next?
[00:20:40.475 --> 00:20:49.962]  I think there's nothing that is beyond them, which is why I've said repeatedly, I pray for the President's safety and the safety of his family.
[00:20:50.022 --> 00:20:52.444]  All right, and that's why I'm going to go ahead and say this.
[00:20:52.544 --> 00:21:10.134]   I wasn't going to say it, but I've had a lot of dreams that come true, and I'm not saying it's going to come true, but I had a dream a week ago and I had it again Last night, and I told Liz, I had a really horrible dream last week, but I couldn't remember much of it.
[00:21:10.834 --> 00:21:11.974]  But it was one of those waking dreams.
[00:21:12.034 --> 00:21:12.634]  It's really intense.
[00:21:12.674 --> 00:21:14.215]  You wake up in a sweat, really upset.
[00:21:14.555 --> 00:21:15.975]  That happens to me a couple times a year.
[00:21:16.675 --> 00:21:18.375]  And I've had them come true.
[00:21:18.396 --> 00:21:20.236]  I've also had them be narrowly averted.
[00:21:20.256 --> 00:21:25.457]  So I'm not trying to get into a bunch of metaphysical stuff here, but I had the dream again last night.
[00:21:25.477 --> 00:21:26.557]  I remembered almost all of it.
[00:21:27.477 --> 00:21:31.398]  And it was a bomb on the Trump jumbo jet.
[00:21:32.359 --> 00:21:35.743]  And it was in the dream me trying to warn Trump they're going to blow his plane up.
[00:21:35.863 --> 00:21:36.924]  And I'm just saying that.
[00:21:37.445 --> 00:21:38.666]  I had the dream last week.
[00:21:39.307 --> 00:21:40.468]  I couldn't remember much of it.
[00:21:40.588 --> 00:21:41.429]  I had it again last time.
[00:21:41.449 --> 00:21:42.310]  I remember most of it.
[00:21:42.690 --> 00:21:45.073]  And the dream was me trying to desperately warn Trump.
[00:21:45.113 --> 00:21:46.034]  I guess I'm doing it now.
[00:21:46.754 --> 00:21:48.096]  He's got to check that airplane.
[00:21:48.716 --> 00:21:50.177]  And people say, oh, Jones is crazy.
[00:21:50.217 --> 00:21:51.157]  No, they say they want to kill him.
[00:21:51.177 --> 00:21:54.879]  That's the way they like to do it is, oh, an air disaster or poisoning.
[00:21:54.899 --> 00:21:56.240]  We know Trump's been concerned about that.
[00:21:56.300 --> 00:21:57.580]  I said it six years ago.
[00:21:57.620 --> 00:21:59.341]  It came out a few years ago that he is concerned.
[00:21:59.941 --> 00:22:07.225]  Roger, I mean, separate from a dream, what do they do historically when a politically corrupt elite is in trouble?
[00:22:07.605 --> 00:22:08.485]  Their back's against the wall.
[00:22:08.525 --> 00:22:09.886]  They assassinate their enemy.
[00:22:09.966 --> 00:22:11.207]  Like Julius Caesar, they killed him.
[00:22:11.927 --> 00:22:13.127]  I'm really concerned about that.
[00:22:13.147 --> 00:22:13.848]  We should pray for Trump.
[00:22:14.906 --> 00:22:15.667]  I mean, what are you saying?
[00:22:15.707 --> 00:22:18.291]  God forbid, God forbid, Alex, what you say.
[00:22:18.351 --> 00:22:18.912]  God forbid.
[00:22:18.992 --> 00:22:20.253]  I pray against that.
[00:22:20.434 --> 00:22:31.910]  But look, I wrote a book, The Man Who Killed Kennedy, the case against LBJ, about very clearly the assassination of an American president by elements of the American government.
[00:22:32.530 --> 00:22:37.696]  In the case of Richard Nixon, they took him out, although it was in a bloodless coup.
[00:22:38.657 --> 00:22:48.989]  Donald Trump poses an existential threat to the established order, to the New World Order, to those who want to move us very swiftly to globalism.
[00:22:50.029 --> 00:22:53.390]  And he seems, I think they recognize, unstoppable.
[00:22:53.850 --> 00:22:57.211]  They were going to stop him in the Iowa caucuses, but that didn't happen.
[00:22:57.451 --> 00:23:00.851]  They were going to stop him in the New Hampshire primary, but that didn't happen.
[00:23:01.091 --> 00:23:05.992]  They were going to stop him in the South Carolina primary and Super Tuesday, that didn't happen.
[00:23:06.312 --> 00:23:11.914]  He is stronger and more popular than he's ever been in his entire public life.
[00:23:14.472 --> 00:23:20.414]  Would they resort to something that heinous, that violent, that deadly?
[00:23:20.494 --> 00:23:22.035]  God forbid that that happens.
[00:23:22.695 --> 00:23:25.996]  This is why I urge people in every speech I make.
[00:23:26.076 --> 00:23:32.819]  I did it this week in Boynton Beach when I spoke to the conservative club at the Valencia Reserve.
[00:23:33.219 --> 00:23:36.040]  I said the single most important thing you can do for this election.
[00:23:36.560 --> 00:23:37.280]  Is to pray.
[00:23:37.520 --> 00:23:40.879]  Pray for the safety of Donald Trump and his family.
[00:23:40.879 --> 00:23:42.880]   I totally agree. So let me tell you what happened in the dream.
[00:23:42.880 --> 00:23:44.880]  And it was a very intense dream a week ago.
[00:23:44.880 --> 00:23:47.879]   Sometimes you remember it for a minute, but it's in a subconscious area.
[00:23:47.879 --> 00:23:51.879]   And then you lose it. I got up. I got a cup of coffee. I was going to write it down, but I couldn't remember it.
[00:23:51.879 --> 00:23:53.879]  I had it again last night.
[00:23:53.879 --> 00:23:58.879]   And I was like seeing it in my dream that they're going to have somebody with a small bomb,
[00:23:58.879 --> 00:24:02.879]  but enough of a plastic explosive to blow out the bulkhead.
[00:24:03.454 --> 00:24:06.956]  And it's going to be the person doing it won't know.
