[00:00:00.309 --> 00:00:01.871]  Well, so does he.
[00:03:29.624 --> 00:03:46.628]  The main thing I am talking about, the lack of preparation for Katrina, is just another example of what was supposedly the lack of preparation for 9-11.
[00:03:46.628 --> 00:03:52.269]  But at least Brownie got his ass booted out of there after Katrina.
[00:03:52.856 --> 00:03:56.459]  Although a lot of other people should have had the same done to them.
[00:03:56.459 --> 00:04:19.074]  But what I, what I grieve and moan about is the fact that after 9-11, no matter how many commissions and committees they have, nobody in high office has ever paid the penalty for keeping us unprepared for 9-11.
[00:04:19.074 --> 00:04:20.335]  No one has made the price.
[00:04:20.335 --> 00:04:21.936]  And I cite the fact that
[00:04:22.719 --> 00:04:28.100]  That, uh, in Abu Ghraib is another typical example of the way this government works.
[00:04:28.100 --> 00:04:29.580]  Ah, yes, the above the law.
[00:04:29.580 --> 00:04:29.980]  Stay there.
[00:04:29.980 --> 00:04:31.621]  Let's get into that first.
[00:04:31.621 --> 00:04:33.661]  I mean, that's a good way to set the table here.
[00:04:33.661 --> 00:04:39.842]  We know that they're claiming they're above the law on torture, spying, and then they were heroes after 9-11.
[00:04:39.842 --> 00:04:45.564]  Heroes for, at the, you know, bare minimum, falling flat on their faces.
[00:04:45.564 --> 00:04:47.224]  We'll be right back with Ed Asner.
[00:04:47.224 --> 00:04:47.744]  Stay with us.
[00:04:50.771 --> 00:04:53.895]  There is a secret that holds the world's destiny in its grasp.
[00:04:53.895 --> 00:04:55.797]  Hello my friends, Alex Jones here.
[00:04:55.797 --> 00:05:00.823]  Learn that secret with my new film, Martial Law 9-11 Rise of the Police State.
[00:05:00.823 --> 00:05:07.551]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy, out of the ashes of the September 11th tragedy.
[00:05:07.871 --> 00:05:10.053]  A dark empire of war and tyranny has risen.
[00:05:10.053 --> 00:05:13.015]  The Constitution has been shredded, and America is now a police state.
[00:05:13.015 --> 00:05:17.879]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[00:05:17.879 --> 00:05:22.502]  Martial Law is a blazing spotlight piercing the electronic Berlin Wall of controlled corporate media.
[00:05:22.502 --> 00:05:29.988]  Plumb the depths of the elite's minds, their ideology, their driving philosophy, and uncover the power-mad cult of death that has sworn to turn the Earth into a prison planet.
[00:05:29.988 --> 00:05:32.570]  Discover the documentary for yourself before it's too late.
[00:05:32.570 --> 00:05:34.391]  Call toll-free to get a copy of Martial Law.
[00:05:34.391 --> 00:05:34.452]  1-888-253-3139
[00:05:37.714 --> 00:05:40.536]  Or visit InfoWars.com and the secure shopping cart.
[00:05:40.536 --> 00:05:41.637]  That's InfoWars.com or 888-253-3139.
[00:05:41.637 --> 00:05:43.879]  Or watch the film right now online at PrisonPlanet.tv.
[00:05:49.967 --> 00:05:58.817]  Berkey Water Filters are the ultimate filters used worldwide for normal or hostile filtration environments to provide the most delicious, sparkling, clean water possible.
[00:05:58.817 --> 00:06:10.050]  The Berkey Light's self-sterilizing filter elements remove pathogenic bacteria, cysts, parasites, chemicals, and they reduce lead, mercury, aluminum, nitrate, sulfur odors, foul tastes, and much, much more.
[00:06:10.290 --> 00:06:13.271]  Yep, they leave in the nutritional minerals that your body needs.
[00:06:13.271 --> 00:06:19.913]  The Berkey Light has ridges to deflect water if the upper chamber is overfilled and it can be used anywhere on a flat surface.
[00:06:19.913 --> 00:06:21.974]  That's because it has an elevated base.
[00:06:21.974 --> 00:06:28.236]  The entire system joins together to make the Berkey Light convenient to transport even while it's filtering water.
[00:06:28.236 --> 00:06:33.898]  It's rechargeable bright white LED lamps allow for optimum use at night or during emergency conditions.
[00:06:34.238 --> 00:06:38.180]  Get the Berkey Light, the ultimate filter for only $259 by calling New Millennium at 888-803-4438.
[00:06:38.180 --> 00:06:38.900]  That's toll-free, 888-803-4438.
[00:06:38.900 --> 00:06:39.600]  Not yet available in Iowa.
[00:06:49.989 --> 00:06:55.993]  Discover a natural way to experience healthier, cleaner indoor air without expensive filters and high-maintenance machines.
[00:06:55.993 --> 00:06:58.635]  Discover what natural health professionals have known for decades.
[00:06:58.635 --> 00:07:01.417]  Natural salt lamps ionize and purify indoor air.
[00:07:01.417 --> 00:07:05.220]  Natural salt lamps come handcrafted from salt crystals that are millions of years old.
[00:07:05.220 --> 00:07:10.344]  These lamps create healthy ions that eliminate odor, reduce bacteria, and can help allergy and asthma sufferers.
[00:07:10.504 --> 00:07:13.907]  You and your family will breathe better, sleep sounder, and have more energy.
[00:07:13.907 --> 00:07:18.271]  Natural Salt Lamps are available in stunning natural colors and shapes to accent any decor.
[00:07:18.271 --> 00:07:21.334]  The lamps are environmentally friendly and most important, they're affordable.
[00:07:21.334 --> 00:07:25.277]  Natural Salt Lamps come with a 100% 60-day satisfaction guarantee.
[00:07:25.277 --> 00:07:29.180]  Visit www.natural-salt-lamps.com.
[00:07:29.180 --> 00:07:35.446]  That's natural-salt-lamps.com to see the lamps for yourself and experience even more of the wellness tools available.
[00:07:35.486 --> 00:07:42.619]  Breathe easier, feel better, live healthier with a natural salt lamp by visiting natural-salt-lamps.com or call 312-224-2710.
[00:07:42.619 --> 00:07:42.860]  That's 312-224-2710.
[00:07:50.274 --> 00:07:56.079]  He's the T-Rex of political talk, Alex Jones, on the GCN Radio Network.
[00:07:56.079 --> 00:08:07.627]  We're talking to Ed Asner, who served two terms as president of the Screen Actors Guild.
[00:08:07.627 --> 00:08:16.454]  He, of course, was one of the stars of Mary Tyler Moore, Roots, Lou Grant, it goes on and on.
[00:08:16.454 --> 00:08:19.777]  I don't have to tell you who Ed Asner is, most of you know.
[00:08:20.518 --> 00:08:23.819]  In fact, all of you I'm sure do.
[00:08:23.819 --> 00:08:28.141]  And for now several years he's been questioning, just questioning the official story.
[00:08:28.141 --> 00:08:33.063]  Because as he said in the last segment, we know the official story is a fraud end-to-end.
[00:08:33.063 --> 00:08:36.964]  Pillar to post, up one side and down the other.
[00:08:36.964 --> 00:08:47.388]  And so why when Brownie knew that New Orleans would be devastated and then it was a disaster and FEMA stood down, obviously to get more funding later,
[00:08:48.109 --> 00:08:49.590]  That's how sick these people are.
[00:08:49.590 --> 00:08:52.711]  They screw up, they get more funding, they sabotage the police.
[00:08:52.711 --> 00:08:53.652]  That's all admitted now.
[00:08:53.652 --> 00:08:55.152]  We've had the police on this broadcast.
[00:08:55.152 --> 00:08:56.453]  We've discussed it.
[00:08:56.453 --> 00:08:58.734]  At least he got fired.
[00:08:58.734 --> 00:09:00.715]  Or resigned.
[00:09:00.715 --> 00:09:03.877]  But with 9-11, Bush turns into some type of hero.
[00:09:03.877 --> 00:09:07.098]  Even if you believe the official story, he's not a hero.
[00:09:07.098 --> 00:09:11.880]  Payne Stewart's plane in 18 minutes has F-16s around it, but over an hour and 25 minutes on 9-11.
[00:09:13.923 --> 00:09:22.092]  So Ed Asner has come on with us to talk about the Iraq War, to talk about 9-11, to talk about a lot of these important issues.
[00:09:22.092 --> 00:09:27.837]  But in the last segment, Prestations Admitted, he brought up the above-the-law situation.
[00:09:27.837 --> 00:09:33.043]  And Bush has said, you don't re-pass the Patriot Act before they did pass it, I'll still enforce it without a law.
[00:09:34.097 --> 00:09:37.258]  His own White House memos order the torture of small children.
[00:09:37.258 --> 00:09:41.379]  John Yoo gets up in front of the Council on Foreign Relations in Chicago.
[00:09:41.379 --> 00:09:42.479]  We have it on tape.
[00:09:42.479 --> 00:09:43.659]  And says, yeah, I wrote that memo.
[00:09:43.659 --> 00:09:48.260]  Yeah, we can torture children sexually by crushing their genitals in front of their parents.
[00:09:48.260 --> 00:09:50.980]  I mean, folks, you cannot make that type of stuff up.
[00:09:50.980 --> 00:09:52.841]  Joseph Mingala did that stuff secretly.
[00:09:52.841 --> 00:09:54.641]  He didn't brag about it.
[00:09:54.641 --> 00:09:56.482]  Bush says, I don't care if it's a felony.
[00:09:56.482 --> 00:10:00.302]  I'm going to spy on you, even when the FISA court's a rubber stamp.
[00:10:00.302 --> 00:10:03.483]  Just over and over again, he says he's above the law.
[00:10:04.415 --> 00:10:06.296]  And Ed Asner joins us.
[00:10:06.296 --> 00:10:13.557]  Ed, I mean, this whole above the law thing, he said years ago, if this was a dictatorship, it would be a heck of a lot easier, just so long as I'm the dictator.
[00:10:13.557 --> 00:10:14.798]  Your take on that?
[00:10:14.798 --> 00:10:21.979]  Oh, that's... He was being his funny self, of course, but dead serious beneath it.
[00:10:21.979 --> 00:10:31.242]  Yeah, a typical example is George Tenet, Mr. Slam Dunk, getting the Freedom Medal for his great work on 9-11, I suppose.
[00:10:34.694 --> 00:10:40.180]  I thought he was farcical and I thought he was ridiculous.
[00:10:40.180 --> 00:10:42.442]  Nobody was punished.
[00:10:42.442 --> 00:10:47.167]  To liken it to Abu Ghraib where torture took place, who got punished?
[00:10:47.167 --> 00:10:48.569]  The flunkies.
[00:10:48.569 --> 00:10:52.092]  The privates and the corporals and some sergeants.
[00:10:52.092 --> 00:10:54.535]  Nobody, nobody high knew anything about it.
[00:10:54.535 --> 00:10:56.737]  None of the CIA knew anything about it.
[00:10:57.988 --> 00:11:02.370]  Uh, uh, MeLie was yet another example.
[00:11:02.370 --> 00:11:12.953]  Lieutenant Kelly took the rap and all those people who covered up for him before it got exposed, none of them, none of them had to walk the walk.
[00:11:12.953 --> 00:11:18.315]  Well, with Abu Ghraib, sir, we, I mean, as you know, they had specific orders.
[00:11:18.315 --> 00:11:20.036]  I've had Janis Karpinski, the, uh,
[00:11:21.131 --> 00:11:21.471]  Exactly.
[00:11:46.209 --> 00:11:47.729]  Exactly.
[00:11:47.729 --> 00:11:53.930]  They brought the guy over from Guantanamo, who evidently had specialized in knowing how to do this stuff.
[00:11:53.930 --> 00:11:57.391]  His name's General Miller.
[00:11:57.391 --> 00:12:02.872]  And then finally the whistle got blown.
[00:12:02.872 --> 00:12:08.593]  I have been listening to you and hearing stuff I hadn't heard before.
[00:12:08.593 --> 00:12:12.994]  This business about children's testicles, I've never heard anything like that.
[00:12:13.883 --> 00:12:19.027]  Yeah, just type in John Yoo torturing children into Google, it'll come up.
[00:12:19.027 --> 00:12:21.168]  Good God, good God.
[00:12:21.168 --> 00:12:36.359]  Another one of the great charges I make, I talk about how... Can you tell me, by the way, in terms of information, how long after 9-11 was the Patriot Act passed?
[00:12:38.323 --> 00:12:50.653]  September 11th was on the 11th of September and the Patriot Act was passed on October 27th, 2001 at I think 12.10 in the a.m.
[00:12:50.653 --> 00:12:53.035]  and they were given 45 minutes to read it.
[00:12:53.035 --> 00:12:55.617]  It was issued to the committee chairman 45 minutes before.
[00:12:55.617 --> 00:12:59.400]  The reason I know is I've had congressmen and women on about it.
[00:12:59.400 --> 00:13:06.026]  Well, I mean if nothing is more clear-cut that the Patriot Act was all
[00:13:06.744 --> 00:13:25.620]  Typed up and ready to slap down at an instant notice and a month later, Congress people, like sheep, go ahead and vote for it without questioning it and the fact that there are over 300 pages to digest and you say they were given 45 minutes.
[00:13:25.620 --> 00:13:27.782]  Just the Chairman.
[00:13:27.782 --> 00:13:30.164]  Just the Chairman had it for 45 minutes?
[00:13:30.164 --> 00:13:33.046]  Yeah, members of Congress, the General Congress wasn't allowed to say it.
[00:13:34.488 --> 00:13:38.370]  Well, what is wrong with the American people?
[00:13:38.370 --> 00:13:41.912]  Can't they see a certain amount of engineering going on here?
[00:13:41.912 --> 00:13:49.877]  That they are being led and that the chief instrument in swaying them is fear?
[00:13:49.877 --> 00:13:56.521]  I think that fear theory is starting to weaken a little.
[00:13:57.475 --> 00:13:58.416]  Well, I think you're right.
[00:13:58.416 --> 00:14:01.057]  I think something I look at is the engineering.
[00:14:01.057 --> 00:14:02.738]  I mean, 44,000 U.S.
[00:14:02.738 --> 00:14:17.727]  troops in Tajikistan and Uzbekistan, 18,000 British troops, three carrier groups that arrived two days before 9-11, the carrier groups, the troops were there months before, pre-positioned, special forces already put in to Afghanistan.
[00:14:17.727 --> 00:14:24.211]  MSNBC reported Bush had the launch order on his desk for Afghanistan two days before.
[00:14:25.467 --> 00:14:32.833]  I mean, look at the engineering right there, and then look at how they pounced on our freedoms, none of it having anything to do with terrorism after 9-11.
[00:14:32.833 --> 00:14:36.335]  Right, right.
[00:14:36.335 --> 00:14:42.720]  So, I'm in bed with you.
[00:14:42.720 --> 00:14:43.961]  But don't crowd me.
[00:14:49.986 --> 00:14:57.572]  Question authority is my single motivating motto.
[00:14:57.572 --> 00:15:04.598]  And there is so much authority to be questioned in this country and insufficient numbers of people are doing it.
[00:15:05.268 --> 00:15:08.070]  Mr. Asner, do you ever feel like you've woken up in the twilight zone?
[00:15:08.070 --> 00:15:09.070]  Because I do every day.
[00:15:09.070 --> 00:15:32.262]  I mean, when Alberto Gonzales, Chief Counsel of the White House, says, uh, says, we can torture people and just call it something else, and if they die in custody, if we didn't mean to kill them, it's okay, and then John Yoo, his deputy, says we can torture small children in front of them, or Bush says I'll just enforce laws that have... I'm sure you heard a month ago he signed a budget bill that hadn't been passed.
[00:15:32.262 --> 00:15:33.563]  I mean, we're reaching just
[00:15:34.788 --> 00:15:36.509]  La La Land craziness.
[00:15:36.509 --> 00:15:39.450]  Do you ever just feel like it's not real?
[00:15:39.450 --> 00:16:00.178]  Well, it is not real, but at the same time, my consternation, my puzzlement, my where's the rest of me, as Ronald Reagan so wonderfully said in Not How Green Was My Valley, Picture where he had his legs cut off.
[00:16:00.178 --> 00:16:00.859]  That's how I am.
[00:16:04.217 --> 00:16:08.219]  But I'm also filled with a tremendous amount of anger.
[00:16:08.219 --> 00:16:14.240]  And I think a lot of people have this tremendous amount of anger and they don't know how to get rid of it.
[00:16:14.240 --> 00:16:30.185]  And that anger is the fact that after 9-11, this country was in such a position, had the love of the whole world going for it, the appreciation, the admiration.
[00:16:31.477 --> 00:16:53.723]  And George Bush, in his megalomania, has taken this country and pissed away 250 years of respect that was hard fought and garnered throughout the world, of respect that the rest of the world had for us.
[00:16:53.723 --> 00:16:56.684]  And we'll probably never regain it.
[00:16:56.684 --> 00:16:59.785]  And that is where my anger is.
[00:17:00.507 --> 00:17:28.039]  My anger is that not only is there total condescension to what, at that time anyway, to what the rest of the world thinks about us, there's total hubris and condescension as to what your average American thinks as long as they keep swinging their clout, as long as he says, I am above the law, I take my orders from God,
[00:17:29.717 --> 00:17:43.426]  I will spy on people, whether you say I'm allowed to or not, and where are the American people and all this?
[00:17:45.174 --> 00:18:01.448]  I want to bring up a point here, because I'm sure you're aware of the Downing Street Memo, now the White House Memo, these are public, these are leaked, the White House admits them, they're trying to arrest whoever released them, both in England and the U.S., but the latest one came out a few months ago, confirmed, Bush says we can paint up American planes like U.N.
[00:18:01.448 --> 00:18:12.118]  planes, try to fly them low, get Saddam to shoot them down, we can have a defector come out and claim he saw WMDs, I mean there is, there is smoking gun, red-handed, caught,
[00:18:12.878 --> 00:18:18.462]  Lying, fabricating, that is treason, that is sedition right there.
[00:18:18.462 --> 00:18:22.605]  He should be impeached right there.
[00:18:22.605 --> 00:18:35.673]  The trials that will be taking place in terms of guilt in terms of this government and in terms of the corporate masters of this government
[00:18:37.155 --> 00:18:41.277]  Uh, the dockets will be filled for years to come, at most.
[00:18:41.277 --> 00:18:43.638]  We'll never be able to complete it, I don't think.
[00:18:43.638 --> 00:18:46.620]  I think many of the perpetrators will die before we get to them.
[00:18:48.399 --> 00:18:49.559]  Well, sir, you've been around a while.
[00:18:49.559 --> 00:18:50.600]  I mean, you've been around the block.
[00:18:50.600 --> 00:18:51.600]  You've got some wisdom.
[00:18:51.600 --> 00:18:56.741]  I've never seen such profiteering, such war profiteering, such criminality.
[00:18:56.741 --> 00:19:07.004]  Congressmen stealing 800 million, running around foaming at the mouth, trillions missing from the Pentagon, and Rumsfeld gets asked about it and he says, I don't care, I'm not going to answer your question.
[00:19:07.004 --> 00:19:09.105]  I mean, it's just lawlessness.
[00:19:09.105 --> 00:19:12.666]  Is there a day yesterday there was more news in terms of
[00:19:13.909 --> 00:19:25.974]  Uh, huge unbelievable cost overruns by uh, Halliburton and uh, and uh, what's his name, the uh, the subsidiary company uh, Brown and Root.
[00:19:25.974 --> 00:19:28.615]  Brown and Root, yeah.
[00:19:28.615 --> 00:19:36.258]  Uh, 800 million, uh, uh, they, they, they cannot even begin to explain where that money went.
[00:19:36.258 --> 00:19:39.419]  And how many times has this happened with Halliburton and how many times
[00:19:40.376 --> 00:19:41.617]  How many times do we read about it?
[00:19:41.617 --> 00:19:43.038]  How many times do you hear about it?
[00:19:43.038 --> 00:19:46.921]  And who... And then, thank God, Congressman Waxman is... Stay there, sir.
[00:19:46.921 --> 00:19:47.722]  We got a break.
[00:19:47.722 --> 00:19:48.242]  We got a break.
[00:19:48.242 --> 00:19:51.525]  Stay there.
[00:19:51.525 --> 00:19:52.886]  The War on Terrorism.
[00:19:52.886 --> 00:19:55.928]  Will it be fought overseas, or will it affect us here at home?
[00:19:55.928 --> 00:20:00.511]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[00:20:00.511 --> 00:20:01.672]  So what do you do?
[00:20:01.672 --> 00:20:06.236]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:20:06.696 --> 00:20:09.317]  With a little know-how, it's not that difficult.
[00:20:09.317 --> 00:20:24.063]  Sheltering in Place, Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:20:24.063 --> 00:20:31.485]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[00:20:31.485 --> 00:20:34.626]  Get this critical video every American needs for only $29 plus shipping.
[00:20:36.307 --> 00:20:38.451]  Order by calling New Millennium today at 888-803-4438.
[00:20:38.451 --> 00:20:38.891]  That's 888-803-4438.
[00:20:38.891 --> 00:20:40.614]  Or order on the web at Berkeywater.com.
[00:20:51.235 --> 00:20:52.817]  Hi, this is Ted Anderson.
[00:20:52.817 --> 00:20:58.883]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[00:20:58.883 --> 00:20:59.704]  That's right.
[00:20:59.704 --> 00:21:02.547]  Gold has been available to be placed in IRAs since 1986.
[00:21:02.547 --> 00:21:09.475]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[00:21:10.015 --> 00:21:18.142]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds and CDs, yet no word about IRAs.
[00:21:18.142 --> 00:21:23.647]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[00:21:23.647 --> 00:21:26.650]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[00:21:29.432 --> 00:21:33.953]  Don't get left behind by rising inflation and low return on your paper investments.
[00:21:33.953 --> 00:21:34.213]  Call 800-686-2237.
[00:21:34.213 --> 00:21:35.714]  Make sure that you secure your future.
[00:21:35.714 --> 00:21:35.934]  Call 800-686-2237.
[00:21:35.934 --> 00:21:36.214]  That's 1-800-686-2237.
[00:21:50.017 --> 00:21:53.079]  David J. Smith for Newswatch Magazine.
[00:21:53.079 --> 00:22:05.348]  Did you know that those seeking to destroy America and merge us into an all-powerful, one-world government said that they support every movement to centralize all authority in Washington, D.C., and therefore bypass the state governments?
[00:22:06.261 --> 00:22:10.783]  That way they would have only one battle to win, Washington D.C.
[00:22:10.783 --> 00:22:16.965]  Have we witnessed the accumulation of power in Washington and bypassing the states over the last 50 years?
[00:22:16.965 --> 00:22:25.208]  We'd like to help you understand how these things are coming to pass by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:22:26.048 --> 00:22:27.570]  Just call our toll-free number 1-800-516-8736.
[00:22:27.570 --> 00:22:29.132]  That's 1-800-516-8736 to request your subscription.
[00:22:29.132 --> 00:22:29.832]  Call now.
[00:22:29.832 --> 00:22:33.216]  Operators are standing by to receive your call.
[00:22:46.443 --> 00:22:48.744]  Gee, honey, those new sandals look great on you.
[00:22:48.744 --> 00:22:51.264]  And look, they show off my new toenails, too.
[00:22:51.264 --> 00:22:52.305]  New toenails?
[00:22:52.305 --> 00:22:54.285]  What happened to the old ones?
[00:22:54.285 --> 00:22:57.506]  Well, they're not really new, just clear and healthy looking.
[00:22:57.506 --> 00:22:58.967]  Remember how embarrassed I was?
[00:22:58.967 --> 00:23:01.967]  They were so discolored, really awful looking.
[00:23:01.967 --> 00:23:03.768]  Well, they sure look clear now.
[00:23:03.768 --> 00:23:05.628]  Gosh, I wish I could wear sandals again.
[00:23:05.628 --> 00:23:07.029]  My toenails are a disaster.
[00:23:07.029 --> 00:23:10.050]  Look, this one looks white, and that one's thick and yellow.
[00:23:10.050 --> 00:23:11.270]  Well, here's my secret.
[00:23:11.867 --> 00:23:13.390]  Non-X Nail Gel.
[00:23:13.390 --> 00:23:18.178]  It clears out yellowing keratin debris, the source of nail discoloration.
[00:23:18.178 --> 00:23:19.320]  Ah, so that's it.
[00:23:19.320 --> 00:23:22.145]  I've got ugly keratin debris built up under my nails.
[00:23:22.145 --> 00:23:23.768]  And Non-X Nail Gel gets rid of it.
[00:23:24.298 --> 00:23:27.740]  You'll need to use it every day, but clear nails are worth it.
[00:23:27.740 --> 00:23:28.501]  You bet!
[00:23:28.501 --> 00:23:32.763]  You know, when we go to the beach this summer, my toenails are going to look just as good as yours do.
[00:23:32.763 --> 00:23:34.684]  Thanks to Non-X Nail Gel.
[00:23:34.684 --> 00:23:35.985]  Non-X Nail Gel.
[00:23:35.985 --> 00:23:38.026]  For clear, healthy looking nails.
[00:23:38.026 --> 00:23:43.309]  Now at Walgreens, Rite Aid, Eckerd, Brooks, Long's, Duane Reade, and Walmart.
[00:23:43.309 --> 00:23:44.330]  In the foot care section.
[00:24:01.185 --> 00:24:10.231]  Well, actor, producer, served as president of the Screen Actors Guild for two terms.
[00:24:10.231 --> 00:24:11.512]  Ed Asner joins us.
[00:24:12.942 --> 00:24:18.428]  And Ed back in the 80s was fighting against all the death squads down in Latin America killing people.
[00:24:18.428 --> 00:24:21.732]  Now their commander, John Negroponte, is the head of all U.S.
[00:24:21.732 --> 00:24:25.737]  intelligence and Halliburton's announced they're going to build FEMA camps here in America.
[00:24:25.737 --> 00:24:28.179]  So later I'm going to get a stake on that.
[00:24:28.179 --> 00:24:31.143]  But right now I'm reading off of Wikipedia, the online
[00:24:32.463 --> 00:24:58.588]  Encyclopedia and I was talking to Edgar and he said yeah that's definitely some of the things he's concerned about and it says he has signed the 9-11 truth statement calling for new investigations on disturbing questions about 9-11 events including the failure of the US intelligence to act on warnings of upcoming attacks the breakdown of military air defense and the nature of the investigations he's also reviewed 9-11 literature and videos including a recent review for the 9-11 guilt the proof is in your hands
[00:24:59.529 --> 00:25:04.295]  And he also serves as spokesman for Racism Watch back in 2004.
[00:25:04.295 --> 00:25:07.098]  And he's part of Peace and Justice Leaders.
[00:25:07.098 --> 00:25:08.740]  He's doing a lot of stuff.
[00:25:08.740 --> 00:25:12.704]  And other facets of 9-11.
[00:25:12.704 --> 00:25:14.206]  I mean, there's so many.
[00:25:14.958 --> 00:25:24.683]  But, I mean, it's come out in the Zacharias Moussaoui trial that one FBI agent told his superior 75 times what Moussaoui was planning and was told to shut up.
[00:25:24.683 --> 00:25:31.146]  And then the superiors that told them to shut up and told Rowley and Wright to shut up, they got record cash bonuses.
[00:25:31.146 --> 00:25:32.707]  Mr. Asner, comments?
[00:25:32.707 --> 00:25:41.152]  Well, I have the same question about Sydell Edmonds, who blew the whistle on a fellow translator,
[00:25:42.392 --> 00:25:48.215]  Saying that he had, or she had, I don't even know what sex it was, but translated wrong.
[00:25:48.215 --> 00:25:53.298]  And it would have been contributory to exposing 9-11.
[00:25:53.298 --> 00:25:56.800]  And, uh... Fidel was shut up.
[00:25:56.800 --> 00:26:00.302]  Her testimony is not even allowed to be publicized.
[00:26:00.302 --> 00:26:07.146]  And, for all I know, she's... This is typically what happens to whistleblowers in our country.
[00:26:07.791 --> 00:26:12.172]  I think she was drummed out of office and forced to seek employment elsewhere.
