[00:00:07.271 --> 00:00:08.313]  Mainstream media.
[00:05:33.672 --> 00:05:39.314]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:06:01.622 --> 00:06:06.588]  Now you can bring Berkey Purification Power anywhere with the Sport Berkey Filtration Bottle.
[00:06:06.908 --> 00:06:12.335]  Ideal for sporting games, camping or boating, or Sport Berkey is small enough to store in your glove box.
[00:06:12.375 --> 00:06:16.660]  So it's ideal backup for unexpected emergencies like blackouts, floods, or earthquakes.
[00:06:17.000 --> 00:06:20.022]  It's simply the best personal water filtration system available.
[00:06:20.323 --> 00:06:23.765]  So effective you can drink raw, untreated water from lakes, rivers, and streams.
[00:06:24.105 --> 00:06:33.453]  Unlike other sport bottles, the Sport Berkey's patented filter formulation is so powerful it removes cysts, parasites, harmful bacteria, and chemicals like herbicides and pesticides.
[00:06:33.713 --> 00:06:37.215]  It even reduces radon-222, lead, and other heavy metals.
[00:06:37.456 --> 00:06:44.561]  This lightweight, rugged 22-ounce filter is small enough to go everywhere, so take one to work and keep another in your glove box for emergencies.
[00:06:44.801 --> 00:06:46.162]  Get the Berkey Sport for only $39.
[00:06:47.243 --> 00:06:51.688]  Get two for $70 by calling New Millennium at 888-803-4438.
[00:06:51.828 --> 00:06:54.350]  Order your Berkey Sport today.
[00:06:54.591 --> 00:06:57.153]  That's toll-free, 888-803-4438, or order on the web at berkeywater.com.
[00:07:01.440 --> 00:07:03.921]  This is Jack Blood with the Genesis Radio Network.
[00:07:04.042 --> 00:07:06.403]  I have an urgent message for all of our listeners.
[00:07:06.463 --> 00:07:12.647]  The mass media keeps telling us that we are the richest, most powerful economy in the world.
[00:07:14.127 --> 00:07:16.429]  If this is true, why can't we pay our bills?
[00:07:17.089 --> 00:07:20.631]  Why is the United States the world's largest debtor nation?
[00:07:21.171 --> 00:07:25.314]  The truth is that we are in the worst debt bubble in our nation's history.
[00:07:25.874 --> 00:07:28.836]  When the bubble bursts, will you be able to feed your family?
[00:07:29.818 --> 00:07:32.759]  When the inevitable crash occurs, will you be ready?
[00:07:33.479 --> 00:07:39.221]  Call Whitehurst International at 1-888-892-6238.
[00:07:39.281 --> 00:07:43.663]  That's 1-888-892-6238.
[00:07:44.043 --> 00:07:47.384]  For the following two free reports, U.S.
[00:07:47.464 --> 00:07:50.365]  Debt Bubble, Red Alert, and Real Estate Crash.
[00:07:51.345 --> 00:07:53.646]  Call 888-8XANADU.
[00:07:53.706 --> 00:07:57.867]  That's 888-8XANADU.
[00:07:58.228 --> 00:07:59.188]  And ask for George.
[00:08:02.698 --> 00:08:04.880]  He's the T-Rex of political talk.
[00:08:05.460 --> 00:08:08.243]  Alex Jones on the GCN Radio Network.
[00:08:34.871 --> 00:08:38.657]  We do have Jim Mars coming up in the second and third hour again to talk about
[00:08:39.389 --> 00:08:42.651]  Well, from JFK to 9-11, how they're interconnected.
[00:08:42.691 --> 00:08:53.337]  And I also want to get a bird's eye view into really how he's credited as being the main screenwriter and his book, of course, being the basis for my favorite film, JFK.
[00:08:53.357 --> 00:08:55.178]  And JFK was not my favorite film.
[00:08:55.218 --> 00:09:02.723]  It was in my top ten favorites until I saw the director's cut with 18 minutes added that was originally cut by Warner Brothers.
[00:09:02.843 --> 00:09:06.045]  And let me tell you, it is my favorite film.
[00:09:06.903 --> 00:09:19.985]  And I wanted to play clips today from JFK, the director's cut, but there is profanity in it, so we're working on...
[00:09:21.525 --> 00:09:24.708]  Well, we've already recorded and gotten the clips, but they were recorded improperly.
[00:09:25.348 --> 00:09:28.591]  So we're attempting to grab them again and then cut out all the profanity.
[00:09:28.911 --> 00:09:38.538]  We may not be able to play as many clips as we were, but those will also be coming up, Lord willing, in the second and third hour today.
[00:09:40.059 --> 00:09:48.105]  Now let me get into the Israel news and the global crises information for you today.
[00:09:49.443 --> 00:09:53.384]  Fox News Channel, Hezbollah certain to nuke major city.
[00:09:55.725 --> 00:10:03.148]  Channel is terror group's biggest cheerleader as America's hit with the sum of all fear-mongering.
[00:10:04.048 --> 00:10:09.610]  And I would add, in the last week, we've seen major publications around the world with headlines like, U.S.
[00:10:09.690 --> 00:10:12.130]  on high alert for Hezbollah or Amman strike.
[00:10:12.591 --> 00:10:13.871]  Israel advises U.S.
[00:10:13.891 --> 00:10:16.612]  to brace for Hezbollah or Al-Qaeda strike.
[00:10:17.919 --> 00:10:20.121]  Al-Qaeda strikes certain in Western world.
[00:10:20.161 --> 00:10:28.408]  We've seen these type of headlines, but Paul particularly wrote this article about a Fox News clip we're going to play and analyze here in a few minutes.
[00:10:29.669 --> 00:10:41.038]  Following the ceaseless bombing of Lebanon, Fox News has gone from a dry fear into the hearts of Americans by insisting that Hezbollah's use of nuclear devices in a major U.S.
[00:10:41.599 --> 00:10:41.659]  or...
[00:10:42.797 --> 00:10:49.478]  Israeli city is inevitable and that only increased surveillance of Americans can stop it.
[00:10:52.279 --> 00:10:54.319]  Isn't that just precious?
[00:10:55.880 --> 00:11:07.402]  Couched in a bizarre Hannity and Combs demonstration where a Geiger counter, soon to be the common household object, apparently was used to measure radiation of packets placed in two
[00:11:08.556 --> 00:11:15.722]  Presenter's pockets, guest Cham Dallas, director of the Center of Mass Destruction Defense, was determined to get his message across.
[00:11:16.403 --> 00:11:18.725]  Dallas, quote, You say that like it's a certainty.
[00:11:32.296 --> 00:11:34.177]  Like there's no question it's going to happen.
[00:11:34.217 --> 00:11:43.819]  Dallas, there's no doubt in my mind that at some point in the future, we will have a radiological device, probably soon, and a nuclear device at some point in five or ten years after.
[00:11:44.059 --> 00:11:50.801]  Dallas fingered Pakistan and North Korea as the likely suppliers of nuclear weapons without informing the viewers that the...
[00:11:52.179 --> 00:11:54.721]  Receipts for this technology are in the hands of the U.S.
[00:11:54.761 --> 00:11:55.121]  government.
[00:11:55.441 --> 00:12:03.306]  We have a link to Rumsfeld, fast-track nuclear capability to North Korea, and the Bush family protecting AQ Khan Laboratory Network.
[00:12:05.608 --> 00:12:11.832]  Not content with saying it twice, Dallas snapped up the chance provided by Hannity to repeat his doomsday creed a third time.
[00:12:11.952 --> 00:12:14.133]  Hannity, referring to Hezbollah and Al-Qaeda.
[00:12:14.654 --> 00:12:17.296]  Do you doubt that these terror groups could get a weapon?
[00:12:18.016 --> 00:12:19.337]  If they did, there's no doubt.
[00:12:19.989 --> 00:12:22.251]  They would use it against Israel, is there?
[00:12:22.651 --> 00:12:34.701]  Dallas, there's no doubt in my mind that it should say when one of these terror groups gets a weapon like Hezbollah, within the next decade, they will use it within a time of their choosing, but they would use it.
[00:12:35.359 --> 00:12:37.601]  And a fourth time they went on to say it.
[00:12:37.901 --> 00:12:38.381]  Hannity!
[00:12:38.821 --> 00:12:51.050]  So, the likelihood is that within ten years, it would not be shocking to you in any way for people to turn on the news channel and find out that a nuclear device has gone off in a major city around the world.
[00:12:51.150 --> 00:12:51.530]  Dallas.
[00:12:51.990 --> 00:12:52.811]  I'm certain of it.
[00:12:53.071 --> 00:12:53.751]  And a fifth time.
[00:12:53.972 --> 00:12:54.372]  Hannity.
[00:12:54.572 --> 00:12:55.352]  You're certain of it.
[00:12:55.653 --> 00:12:56.373]  You do not doubt it.
[00:12:56.613 --> 00:12:56.954]  Dallas.
[00:12:56.974 --> 00:12:58.414]  There's no doubt in my mind about it.
[00:12:58.955 --> 00:13:04.859]  Five times in a spat of two minutes, nuke major city inevitable rise.
[00:13:06.687 --> 00:13:07.067]  Wash.
[00:13:07.287 --> 00:13:07.667]  Repeat.
[00:13:09.508 --> 00:13:11.089]  Again, five times in the space of two minutes.
[00:13:11.769 --> 00:13:12.009]  Nuke.
[00:13:12.309 --> 00:13:12.889]  Major city.
[00:13:13.089 --> 00:13:13.549]  Inevitable.
[00:13:13.849 --> 00:13:14.110]  Rinse.
[00:13:14.250 --> 00:13:14.530]  Wash.
[00:13:14.610 --> 00:13:14.910]  Repeat.
[00:13:15.390 --> 00:13:15.630]  Nuke.
[00:13:15.830 --> 00:13:16.390]  Major city.
[00:13:16.450 --> 00:13:16.870]  Inevitable.
[00:13:17.231 --> 00:13:18.411]  Sell your rights down the river.
[00:13:18.671 --> 00:13:22.472]  For Paul Watson and I butchered in my own babbling tone.
[00:13:22.492 --> 00:13:26.694]  I'm not paid $7 million a year like Peter Jennings was to read off teleprompters, ladies and gentlemen.
[00:13:28.154 --> 00:13:29.795]  So, this is what we're facing.
[00:13:30.075 --> 00:13:30.195]  And...
[00:13:31.050 --> 00:13:34.853]  You can see them hyping it, whether it's in a week or five years or ten years.
[00:13:34.933 --> 00:13:36.835]  They set up the police state after 9-11.
[00:13:37.175 --> 00:13:38.436]  They tell us to give up all our rights.
[00:13:38.476 --> 00:13:39.717]  Another attack is inevitable.
[00:13:40.038 --> 00:13:41.239]  Leave our borders wide open.
[00:13:41.479 --> 00:13:46.623]  Let the communist Chinese run the nuclear scan detectors at our former controlled bases.
[00:13:47.064 --> 00:13:49.826]  Pull the Customs Department out.
[00:13:50.126 --> 00:13:55.831]  Create massive NAFTA highways from California to Texas, streaming up into Canada where nothing is searched.
[00:13:56.552 --> 00:13:58.013]  Wide open with transponders.
[00:13:58.033 --> 00:13:59.274]  Whoever wants to come in can.
[00:14:00.988 --> 00:14:06.312]  Set up the face scanning cameras, the military-style police, the random checkpoints on the sides of the road.
[00:14:06.933 --> 00:14:08.754]  Daily life will be like living in an airport.
[00:14:08.814 --> 00:14:09.715]  That's their own admissions.
[00:14:10.115 --> 00:14:15.099]  Then we get hit by a nuke, and we plunge into full-bore police state martial law.
[00:14:16.641 --> 00:14:19.963]  And former Supreme Court justices have said this is a real threat and a real problem.
[00:14:20.844 --> 00:14:28.150]  We've even had, down in San Antonio a few months ago, Bob Woodward come out and say this.
[00:14:29.165 --> 00:14:31.268]  And then we've got people on the other side saying how great it is.
[00:14:31.328 --> 00:14:37.696]  Tommy Frank saying it's a certainty after the next attack that we'll set aside the Constitution for a military form of government.
[00:14:38.257 --> 00:14:43.263]  And while he said that, he claimed that was his opinion as a citizen and that he, quote, didn't work for the government anymore.
[00:14:43.483 --> 00:14:44.565]  He would always preface with that.
[00:14:44.905 --> 00:14:46.928]  And it came out a year after all of his fear-mongering.
[00:14:47.755 --> 00:14:51.857]  That he was on a secret $500,000-plus... That's not true.
[00:14:51.877 --> 00:14:59.300]  $450,000-plus a year secret budget, part of the illegal $1.6 billion in fake news buying.
[00:15:02.341 --> 00:15:05.082]  Just like Armstrong, Williams, and the rest of them.
[00:15:06.963 --> 00:15:08.324]  So, this is the reality.
[00:15:09.784 --> 00:15:10.805]  And they've set it all up.
[00:15:10.865 --> 00:15:11.565]  They have the motive.
[00:15:11.585 --> 00:15:12.385]  They stand the game.
[00:15:12.405 --> 00:15:13.606]  We have all the declassified U.S.
[00:15:13.626 --> 00:15:16.487]  government admissions that they've carried out terror attacks in the past.
[00:15:17.090 --> 00:15:17.590]  I think we're good to go.
[00:15:36.098 --> 00:15:42.221]  And then have a device based on truth and reality that will shatter paradigms and wake people up.
[00:15:42.241 --> 00:15:57.870]  And then once the population is awake to who has the motive and who's behind the terror and why the government elements of it would carry this out, then it removes that power from the criminal cabal to a great extent and lessens the chance greatly that they would carry out an attack.
[00:15:58.210 --> 00:16:01.312]  We would already certainly have seen massive attacks.
[00:16:01.332 --> 00:16:02.613]  The globalists said we were going to see them.
[00:16:03.530 --> 00:16:12.719]  In the United States, if it wasn't for you, predominantly the listeners of this show, we've got to say we're at the tip of the spear here, the cutting edge, the front line, behind enemy lines.
[00:16:14.181 --> 00:16:25.312]  If it wasn't for you out there getting my documentary films, getting the other good documentaries that are out there, making copies of them feverishly, militarily, aggressively,
[00:16:26.340 --> 00:16:27.481]  We're good to go.
[00:16:27.521 --> 00:16:27.801]  I think?
[00:16:44.148 --> 00:16:44.788]  We're good to go.
[00:16:44.808 --> 00:16:45.048]  I think?
[00:17:03.457 --> 00:17:04.918]  And their own entropy.
[00:17:05.518 --> 00:17:20.207]  And we have got a chance right now to sabotage their operations if we viciously, and I mean viciously, just savagely, aggressively, warn everybody and just savage their lives.
[00:17:20.954 --> 00:17:22.835]  I mean, this is military, ladies and gentlemen.
[00:17:23.055 --> 00:17:34.719]  Just picture their lives, and every person you wake up, every mind you free, has thrown a hand grenade in a foxhole filled with enemy soldiers, and just blowing those pillboxes, those machine gun nests sky high.
[00:17:34.979 --> 00:17:39.661]  Take the hills, destroy their positions, keep moving forward against the enemy.
[00:17:39.701 --> 00:17:41.022]  We have unlimited numbers.
[00:17:41.382 --> 00:17:44.563]  Our numbers are exploding inexorably every day.
[00:17:44.883 --> 00:17:46.364]  We are marching forward.
[00:17:46.444 --> 00:17:48.444]  The enemy is in retreat.
[00:17:48.904 --> 00:17:50.085]  I am here to tell you,
[00:17:51.010 --> 00:17:55.773]  They can snicker, they can giggle, they can put those smiley faces on all day long.
[00:17:56.233 --> 00:18:02.017]  They know they can feel the rumble beneath them of the collapse of their criminal system.
[00:18:04.179 --> 00:18:12.064]  And we are moving steadfastly forward right now against the globalists, and we are not going to stop, and we are not going to back down.
[00:18:14.679 --> 00:18:15.480]  And we don't have a choice.
[00:18:15.520 --> 00:18:24.807]  I mean, if we lay here and just, oh, if we're just nice and go along and deny what's happening, hopefully things will come out okay and the government will leave us alone and they won't do all the bad things they're doing.
[00:18:25.147 --> 00:18:28.550]  Do you realize they're not just occupying Iraq and attacking innocent countries right now?
[00:18:28.890 --> 00:18:30.372]  They're occupying the U.S.
[00:18:30.412 --> 00:18:31.933]  They're setting up a police state here.
[00:18:33.217 --> 00:18:40.024]  They're every day putting innocent people in terrorist databases because Homeland Security's ordered the feds to do it.
[00:18:40.364 --> 00:18:42.826]  To create this illusion that there are all these terrorists.
[00:18:42.866 --> 00:18:46.209]  To get the common person into these databases.
[00:18:46.490 --> 00:18:47.751]  To make us all criminals.
[00:18:48.111 --> 00:18:49.993]  They're bringing in their national ID cards.
[00:18:50.053 --> 00:18:54.217]  They're setting up, we're already into it, the American Union.
[00:18:55.914 --> 00:18:59.076]  The very people that claim that terrorists are trying to bring down the U.S.
[00:18:59.316 --> 00:19:01.978]  are the terrorists, and they are bringing down the U.S.
[00:19:02.438 --> 00:19:04.639]  It's kind of like a riddle or a trick question.
[00:19:05.460 --> 00:19:12.404]  You know, a hidden-in-plain-view, hidden-in-plain-sight joke when they sit up there and they say the terrorists attacked us because they hate our freedoms.
[00:19:13.665 --> 00:19:14.586]  That's actually true.
[00:19:15.426 --> 00:19:20.449]  When you find out, and people heard that and went, well, if Al-Qaeda really attacked us, you know, other companies have freedom.
[00:19:20.469 --> 00:19:21.390]  Why aren't they attacking them?
[00:19:21.830 --> 00:19:23.131]  Why does Al-Qaeda want our freedoms?
[00:19:24.108 --> 00:19:28.692]  If Al-Qaeda was real in the way we're told they are, and not LCIA, it doesn't make sense.
[00:19:28.972 --> 00:19:40.863]  But if it's a criminal, corporate, global elite controlling our government, Western governments, wanting to set up a police state to extract our liberties and our assets and our capital, and to control us...
[00:19:41.795 --> 00:19:58.008]  Then it makes perfect sense that yes, the terrorists attacked us to get our liberty and look at the prima facie evidence the government has moved aggressively, systematically to dismantle our liberties and freedoms and butcher the Bill of Rights that is the heart and soul of the United States of America.
[00:20:03.126 --> 00:20:04.166]  The war on terrorism.
[00:20:04.487 --> 00:20:07.268]  Will it be fought overseas or will it affect us here at home?
[00:20:07.528 --> 00:20:11.690]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[00:20:12.110 --> 00:20:12.950]  So what do you do?
[00:20:13.270 --> 00:20:17.852]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:20:18.332 --> 00:20:20.453]  With a little know-how, it's not that difficult.
[00:20:20.934 --> 00:20:21.794]  Sheltering in place.
[00:20:22.236 --> 00:20:22.977]  We're good to go.
[00:20:47.857 --> 00:20:49.839]  Hi, this is Ted Anderson, here for the 2007 Red Book.
[00:20:49.859 --> 00:20:55.663]  The commodity markets like gold, silver, copper, aluminum, and oil have exploded over the last year.
[00:20:55.703 --> 00:20:58.485]  This is a glaring testimony of how quickly the U.S.
[00:20:58.645 --> 00:21:03.568]  dollar can be devalued.
[00:21:18.453 --> 00:21:21.594]  The Red Book is the number one best-selling guide to gold and silver coins.
[00:21:21.614 --> 00:21:22.795]  Call for your copy today.
[00:21:22.915 --> 00:21:23.115]  It's 800-686-2237.
[00:21:46.673 --> 00:21:52.497]  If you've already accumulated or plan to get into the precious metals market, you simply must have the Red Book in your library.
[00:21:53.217 --> 00:21:55.679]  Call 800-686-2237.
[00:21:55.759 --> 00:21:59.301]  That's 1-800-686-2237.
[00:22:01.342 --> 00:22:03.984]  David J. Smith for Newswatch Magazine.
[00:22:04.264 --> 00:22:11.389]  Did you know that one of the 45 points of international communism to capture America was to gain control of one or both political parties?
[00:22:12.299 --> 00:22:25.464]  Have you noticed that it doesn't matter which political party, Republican or Democrat, takes office, we continue in the same direction of losing our freedoms and ultimately our national sovereignty to the United Nations, which is a communist organization.
[00:22:26.285 --> 00:22:27.805]  The handwriting is on the wall.
[00:22:28.365 --> 00:22:36.489]  We would like to help you understand how these things are coming to pass by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:22:37.329 --> 00:22:38.789]  Just call our toll-free number, 1-800-
[00:22:44.353 --> 00:22:47.815]  That's 1-800-516-8736.
[00:22:50.397 --> 00:22:51.757]  Call now.
[00:22:52.438 --> 00:22:58.302]  Operators are standing by to receive your call for a one-year subscription to Newswatch Magazine.
[00:23:00.778 --> 00:23:07.142]  The Bill of Rights is a term for the first ten amendments of the Constitution, limiting the federal government's power and preserving the rights of the people.
[00:23:07.442 --> 00:23:10.384]  Each day, we gradually lose these rights that we are entitled to.
[00:23:10.624 --> 00:23:14.466]  We need to take a stand to let the government know that we are tired of losing these rights.
[00:23:14.726 --> 00:23:16.467]  Today, you can take this stand.
[00:23:16.787 --> 00:23:21.270]  Express your beliefs by wearing a new and innovative t-shirt available only through GCN.
[00:23:21.590 --> 00:23:26.973]  Each shirt is black, with a redesign of the famous Don't Tread on Me Gadsden flag located on the front of the shirt.
[00:23:27.273 --> 00:23:28.734]  On the back is the Bill of Rights.
[00:23:28.894 --> 00:23:29.555]  We're good to go.
[00:23:53.976 --> 00:23:55.057]  So here's the clip from last night.
[00:24:19.660 --> 00:24:22.889]  I'm Fox News with Hanley and Combs about Hezbollah is certain to nuke us.
[00:24:23.471 --> 00:24:24.373]  They don't have nukes.
[00:24:25.155 --> 00:24:26.118]  None of these countries do.
[00:24:27.128 --> 00:24:39.670]  But Iran or North Korea or Pakistan, they're sure to give them to them, but then it's our own government that gave them to Iran, or, well, gave Iran some of the weapon systems, but Pakistan and North Korea.
[00:24:39.990 --> 00:24:41.811]  So let's go ahead and play that clip.
[00:24:42.111 --> 00:24:45.671]  This organization would respond to Israel with a nuclear attack.
[00:24:45.711 --> 00:24:51.612]  Now, joining us now to discuss this, very real possibility, Director of the Center for Mass Destruction Defense, Cham Dallas.
[00:24:51.632 --> 00:24:55.233]  Last time you came here, you had a weapon that I pulled, and we actually triggered the weapon.
[00:24:57.586 --> 00:25:00.167]  Well, that's an exciting clip, ladies and gentlemen.
[00:25:00.727 --> 00:25:01.968]  Dun, dun, dun!
[00:25:02.128 --> 00:25:03.168]  Dun, dun, dun!
[00:25:05.109 --> 00:25:06.930]  Let's try to grab that again, all right, boys?
[00:25:06.950 --> 00:25:08.050]  Can we do that?
[00:25:08.070 --> 00:25:10.231]  Because I really want to play that clip.
[00:25:11.231 --> 00:25:13.672]  It's up on prisonplanet.com if you want.
[00:25:13.852 --> 00:25:15.233]  Do we think we got it or do we got it?
[00:25:15.914 --> 00:25:16.514]  We got it.
[00:25:16.595 --> 00:25:17.235]  Here it is.
[00:25:17.655 --> 00:25:21.198]  This organization would respond to Israel with a nuclear attack.
[00:25:21.218 --> 00:25:27.121]  Now joining us now to discuss this, very real possibility, Director of the Center for Mass Destruction Defense, Cham Dallas.
[00:25:27.161 --> 00:25:30.864]  Last time you came here, you had a weapon that I pulled and we actually triggered the weapon.
[00:25:31.124 --> 00:25:31.504]  That's right.
[00:25:31.544 --> 00:25:32.665]  Now scale model nuclear weapons.
[00:25:32.685 --> 00:25:34.826]  What's happened is we have a little piece of radiation.
[00:25:34.866 --> 00:25:38.289]  There are two packets, one in his pocket, one in my pocket.
[00:25:38.309 --> 00:25:38.669]  That's right.
[00:25:38.809 --> 00:25:41.170]  We don't know which one has the radiation.
[00:25:41.251 --> 00:25:41.631]  One of us...
[00:25:42.384 --> 00:25:44.886]  ...has radiation in our pocket, and you haven't... Not to hope it's a liberal?
[00:25:46.027 --> 00:25:47.247]  What a shock, what a shock.
[00:25:47.327 --> 00:25:47.848]  Am I glowing?
[00:25:48.208 --> 00:25:49.949]  So what is this?
[00:25:49.969 --> 00:25:52.511]  This is a radiation detector, but how very real is this threat?
[00:25:52.751 --> 00:25:54.372]  It's a very real threat.
[00:25:54.452 --> 00:26:02.838]  I spent ten years going in that at Chernobyl, where the Soviets managed to let loose a hundred times as much radioactivity as Hiroshima and Nagasaki combined.
[00:26:03.562 --> 00:26:05.345]  It's a real threat for us now, unfortunately.
[00:26:05.506 --> 00:26:10.996]  The Al-Qaeda in particular is very focused on doing some kind of rad bomb or some kind of dirty bomb.
[00:26:11.116 --> 00:26:14.422]  So what Sean or I, we haven't been told which, has in our pocket...
[00:26:15.134 --> 00:26:15.854]  Magnified.
[00:26:16.014 --> 00:26:16.715]  What does that do?
[00:26:17.055 --> 00:26:22.437]  Well, of course, the packet that one of you has in your pocket is a safe level of radioactivity.
[00:26:22.457 --> 00:26:23.078]  We hope so.
[00:26:23.198 --> 00:26:23.698]  We hope so.
[00:26:24.098 --> 00:26:26.819]  That's what I was told by my laboratory people.
