[00:00:00.249 --> 00:00:01.691]  The Alex Jones Show.
[00:03:11.809 --> 00:03:18.254]  And you get a free DVD film, Loose Change Final Cut or Reflections and Warnings, free with the book.
[00:03:18.374 --> 00:03:19.715]  No one can offer you that deal.
[00:03:20.015 --> 00:03:23.257]  Because I want you to have this book, and I also want to fund and expand our operation.
[00:03:23.557 --> 00:03:24.638]  We're in an info war here.
[00:03:25.259 --> 00:03:26.760]  You're our supply line supporting us.
[00:03:27.740 --> 00:03:32.143]  It says the first not alone nut.
[00:03:33.092 --> 00:03:33.932]  John Wilkes Booth.
[00:03:33.972 --> 00:03:34.513]  Chapter 2.
[00:03:34.573 --> 00:03:37.214]  The big money plot to overthrow FDR.
[00:03:37.514 --> 00:03:40.275]  That was the Nazi takeover plan with George Bush Sr.'
[00:03:40.255 --> 00:03:40.635]  's father.
[00:03:40.655 --> 00:03:40.635]  3.
[00:03:40.935 --> 00:03:42.335]  The Kennedy assassination.
[00:03:42.375 --> 00:03:45.256]  Biggest cover-up of my lifetime.
[00:03:45.276 --> 00:03:45.256]  4.
[00:03:45.316 --> 00:03:46.777]  The assassination of Malcolm X.
[00:03:47.217 --> 00:03:46.777]  5.
[00:03:47.237 --> 00:03:48.758]  The murder of Martin Luther King.
[00:03:49.358 --> 00:03:48.758]  6.
[00:03:49.398 --> 00:03:51.379]  The assassination of Robert Kennedy.
[00:03:52.099 --> 00:03:51.379]  7.
[00:03:52.159 --> 00:03:53.139]  Watergate revisited.
[00:03:53.179 --> 00:03:54.640]  The CIA's war against Nixon.
[00:03:55.757 --> 00:03:57.698]  Eight, the Jonestown Massacre.
[00:03:58.119 --> 00:04:01.041]  Nine, October Surprise, the first stolen election.
[00:04:01.121 --> 00:04:03.422]  Ten, your government dealing drugs.
[00:04:03.522 --> 00:04:07.485]  Eleven, the stolen elections of 2000, 2004, and almost 08.
[00:04:08.465 --> 00:04:10.567]  Twelve, what really happened on September 11th.
[00:04:10.647 --> 00:04:12.288]  Thirteen, the Wall Street conspiracy.
[00:04:12.568 --> 00:04:15.670]  Fourteen, the secret plan to end American democracy.
[00:04:16.010 --> 00:04:17.672]  Epilogue, further reading notes.
[00:04:18.232 --> 00:04:20.754]  This is Jesse Ventura's best book, in my opinion.
[00:04:21.634 --> 00:04:27.898]  And we are very honored to have Dick Russell, co-author and researcher with Ventura, on with us.
[00:04:27.938 --> 00:04:28.738]  Dick, good to have you here.
[00:04:29.199 --> 00:04:29.819]  Thanks, Alex.
[00:04:29.859 --> 00:04:30.740]  Good to be with you today.
[00:04:33.021 --> 00:04:35.142]  Is this your favorite Ventura book?
[00:04:36.263 --> 00:04:50.952]  Well, I really enjoyed working with him on the autobiography, the memoir of his years as governor, and then what happened after that when he went to Harvard and was censored, basically taken off the air at MSNBC because he was, quote, too controversial.
[00:04:51.414 --> 00:04:55.675]  I mean, that was a lot of fun, and that was the book that Don't Start the Revolution Without Me.
[00:04:55.715 --> 00:05:10.380]  But this one, American Conspiracies, is really close to my heart and his, and for many, many years I've been researching and saving material on these subjects and did some fresh interviews along with Jesse also for this book.
[00:05:11.764 --> 00:05:26.296]  Yeah, I mean, I'm thrilled to have it out there, and he's masterful on TV and believes deeply, and we've got to get the truth out about a lot of the things that the government's been covering up for many, many years, and so it's great to have collaborated with him on this.
[00:05:27.697 --> 00:05:29.978]  Well, Dick, this is a hardcore book.
[00:05:30.078 --> 00:05:32.700]  I mean, I've read it now almost twice.
[00:05:32.740 --> 00:05:34.361]  I've almost gone through it a second time.
[00:05:35.001 --> 00:05:37.023]  And I agree with the analysis in this book.
[00:05:37.063 --> 00:05:41.245]  There's deep research here because I've been researching this for 16 years, 14 on air.
[00:05:41.846 --> 00:05:45.608]  And, you know, I'm kind of one of the Grand Poobahs of, you
[00:05:45.788 --> 00:05:45.968]  Well, yeah.
[00:05:45.988 --> 00:05:46.408]  I mean, he is.
[00:05:46.428 --> 00:05:48.429]  And to tell you the truth, I mean, putting this book together,
[00:06:05.638 --> 00:06:06.679]  Kind of scary to me.
[00:06:06.879 --> 00:06:33.639]  I mean, the fact that when you look at the history of the last, you know, especially 40, 50 years, really starting, you know, with the CIA getting so much power in the 50s, but then with the Kennedy assassination, on through these various events, and you look at what's really been going on in the country, leading up, you know, finally culminating with the years of George W. Bush and the two stolen elections and nearly a third, and then the cover-up around 9-11,
[00:06:34.813 --> 00:06:45.842]  I mean, it is indeed heavy duty, and I know that Jesse told me at one point that his wife, Terri, was kind of scared by the whole thing.
[00:06:45.882 --> 00:06:57.791]  But I feel like it's crucially important for the American people to take an alternative view, to realize that what we've been told all these years is not necessarily the accurate truth.
[00:06:57.811 --> 00:07:01.855]  What we read in the history books, what the kids are being taught, and so it's time for
[00:07:02.662 --> 00:07:10.534]  Time for this alternative picture to emerge and for people to start raising questions that they hadn't before.
[00:07:11.943 --> 00:07:20.990]  Well, cutting right to the bone here, the establishment in literally hundreds of publications a week, and I'm sure you've noticed this, Dick, is panicking.
[00:07:21.010 --> 00:07:24.853]  They're saying these conspiracy people are taking over the whole culture.
[00:07:25.554 --> 00:07:26.335]  It's crazy.
[00:07:26.395 --> 00:07:28.877]  No one believes the mainstream media or the government anymore.
[00:07:29.237 --> 00:07:30.338]  These people are nuts.
[00:07:30.938 --> 00:07:32.399]  There's no world government.
[00:07:32.620 --> 00:07:34.121]  There's no government drug dealing.
[00:07:34.141 --> 00:07:36.403]  There's no lying about WMDs.
[00:07:36.423 --> 00:07:38.945]  And they're only digging the hole deeper for themselves.
[00:07:39.525 --> 00:07:54.911]  They can't set the parameters of reality anymore, and so there's a total loss of confidence in the system, and the system is only resorting to more name-calling, and that old trick of calling us conspiracy theorists isn't working anymore.
[00:07:55.811 --> 00:07:56.972]  Well, yeah, I think that's true.
[00:07:57.032 --> 00:08:08.016]  I mean, starting with the Kennedy assassination, where, you know, you have all these... the only books that are going to get reviewed by the establishment media are the ones that come out and say that, yeah, the Warren Commission was right and Oswald did it alone.
[00:08:08.717 --> 00:08:14.682]  But the fact is, I think the last figure I saw was 75 to 90% of the American people don't believe that.
[00:08:14.802 --> 00:08:16.583]  They know it was some kind of conspiracy.
[00:08:16.623 --> 00:08:24.550]  And you start there with this terrible event that really changed the course of American history back in 1963, and you go on up to today.
[00:08:24.610 --> 00:08:27.352]  And you know, the fact is, the public is getting wise to this.
[00:08:27.432 --> 00:08:36.420]  And yet the media, of course, are going to continue, which are mostly corporate-owned, as I'm sure most of your listeners know, are going to continue to promulgate
[00:08:46.430 --> 00:08:48.632]  Now, did you work on this book in the U.S.
[00:08:48.652 --> 00:08:50.794]  with Ventura, or did you do this down at the beach?
[00:08:50.854 --> 00:08:53.076]  It seems he told me you were down there visiting with him in Mexico.
[00:08:54.489 --> 00:08:56.410]  Yeah, well both.
[00:08:56.791 --> 00:08:59.673]  Especially for our first book together, we did a lot of that in Mexico.
[00:08:59.733 --> 00:09:05.276]  I have a place there, my friends do, that I stay in sometimes in the winter.
[00:09:05.296 --> 00:09:13.021]  I was there for six months for the first book and we would meet every week and I would interview him and then transcribe the tapes and we put the book together like that.
[00:09:13.401 --> 00:09:14.982]  For this book, I did more of it in the U.S.
[00:09:15.002 --> 00:09:20.126]  because this is where my files are and then he and I would communicate on the phone and I would go out to
[00:09:27.209 --> 00:09:35.032]  When we were shooting Conspiracy Theory out in California, I came into the hotel and was checking in and Ventura came up behind me.
[00:09:35.052 --> 00:09:41.235]  He was checking in at the same time and we were talking and he said, Alex, I just got back from Alaska.
[00:09:41.295 --> 00:09:42.295]  My head is spinning.
[00:09:42.635 --> 00:09:44.376]  This stuff just gets deeper and deeper.
[00:09:44.956 --> 00:09:46.477]  And again, I mean Ventura
[00:09:46.877 --> 00:09:47.898]  Well, I guess that's true, of course.
[00:09:47.918 --> 00:09:51.740]  You know, as he has said, and I'm sure he'll tell you when you have mine later in the week, you know, he's, what he wants,
[00:10:15.373 --> 00:10:24.396]  It's the fact that in a hundred years from now, when people realize that there was an alternative view than what we're getting in the Orwellian history books.
[00:10:24.616 --> 00:10:28.257]  And he's a very dedicated reader.
[00:10:28.297 --> 00:10:29.958]  I mean, he does indeed study.
[00:10:29.978 --> 00:10:31.699]  He's an extremely intelligent man.
[00:10:32.039 --> 00:10:33.439]  He's a very creative thinker.
[00:10:34.520 --> 00:10:38.061]  Clearly, far beyond most people who've been in just the wrestling arena.
[00:10:38.081 --> 00:10:41.282]  Otherwise, he would never have been elected governor of Minnesota.
[00:10:41.702 --> 00:10:43.383]  So he really does pay attention to
[00:10:44.878 --> 00:10:50.298]  To these things, and you know, I think it's making a real difference with putting his views out there.
[00:10:52.284 --> 00:10:57.968]  Well, I have a variant on that, and that's what I told Texas Monthly in this month's issue at the end of the article.
[00:10:58.648 --> 00:11:01.049]  I don't just want people in 100 years, and that's important.
[00:11:01.630 --> 00:11:19.621]  I want people in 20 years, because we lay out just how illegitimate and unaccountable this power structure is globally, that as things get worse and worse, we put out an alternative view of what really happened, so that people understand the type of tyranny and corruption we're dealing with, so we have a chance to remove it.
[00:11:20.230 --> 00:11:20.590]  Well, of course.
[00:11:20.750 --> 00:11:23.393]  So do I. Otherwise, there's no reason to do the book really now.
[00:11:23.493 --> 00:11:31.921]  I mean, you know, the book is hopefully going to catch the attention of a lot of people and make people think in a different way than maybe they did before they read it.
[00:11:33.062 --> 00:11:35.864]  Sure, I'm hoping that that's true as we speak.
[00:11:37.005 --> 00:11:41.509]  Dick Russell, co-author, researcher with Jesse Ventura on the new, already bestseller,
[00:11:42.583 --> 00:11:48.132]  American Conspiracies, number seven on the Amazon charts, but you want to get it at InfoWars.com.
[00:11:48.152 --> 00:11:49.274]  You get a free film with it.
[00:11:49.474 --> 00:11:50.576]  I want everybody to read this book.
[00:11:50.816 --> 00:11:52.218]  We'll be back and get into the book.
[00:11:52.418 --> 00:11:55.704]  We'll ask Dick his favorite chapters of the most scary chapters in the book.
[00:11:57.082 --> 00:12:01.343]  We all know that the Berkey water purification systems are the most trusted name of water filtration.
[00:12:01.704 --> 00:12:09.246]  As an authorized Berkey dealer for over four years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water systems.
[00:12:09.486 --> 00:12:24.291]  The revolutionary Berkey light systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and removes harmful chemicals such as herbicides and pesticides.
[00:12:24.591 --> 00:12:29.213]  Order the Berkey light system today, complete with two black Berkey elements for only two hundred and nine dollars.
[00:12:29.273 --> 00:12:33.895]  And the Berkey guy will include three sport Berkey water bottles and ship everything to you free of charge.
[00:12:34.095 --> 00:12:34.575]  That's right.
[00:12:34.775 --> 00:12:38.417]  Three sport Berkey water bottles and free shipping and eighty seven dollar value.
[00:12:38.517 --> 00:12:40.778]  Yours free, but only for a limited time.
[00:12:41.038 --> 00:12:42.218]  Just call the Berkey guy at 1 8 7 7 8 8 6 36 53.
[00:12:42.698 --> 00:12:43.099]  Now to order.
[00:12:43.119 --> 00:12:44.159]  That's 1 8 7 7 8 8 6 36 53 or order online now at
[00:12:56.661 --> 00:12:58.862]  Hi, this is Peter Krochnovel with Midas Resources.
[00:12:59.042 --> 00:13:03.725]  As you know, government spending is at an all-time high, and inflation will be a direct result of the spending policy.
[00:13:03.825 --> 00:13:10.289]  The multiple federal stimulus packages have been an utter failure, unless you're an executive for AIG, a large banking or investment institution.
[00:13:10.429 --> 00:13:12.871]  What are you doing right now to protect yourself financially?
[00:13:12.931 --> 00:13:15.412]  People like you and I can't go to Washington for a bailout.
[00:13:15.532 --> 00:13:20.455]  Having your hard-earned money in the stock market or any other related paper asset is a lose-lose proposition.
[00:13:20.575 --> 00:13:20.815]  I'm good.
[00:13:35.976 --> 00:13:36.597]  Call me today.
[00:13:36.657 --> 00:13:40.379]  Peter Krashenable at 800-686-2237, extension 108.
[00:13:41.100 --> 00:13:45.523]  And I'll take the time to personally put together a portfolio designed to protect what you've worked so hard for.
[00:13:45.583 --> 00:13:48.505]  Call 800-686-2237, extension 108.
[00:13:49.146 --> 00:13:51.447]  You've worked hard your whole life, and I want to work hard for you.
[00:13:51.628 --> 00:13:52.668]  Call Peter Krashenable.
[00:13:52.688 --> 00:13:52.989]  800-686-2237, extension 108.
[00:13:57.535 --> 00:13:58.535]  What's your home worth?
[00:13:58.695 --> 00:14:00.616]  How can you compare local real estate agents?
[00:14:00.816 --> 00:14:03.537]  And how do you get MLS listings for the entire country?
[00:14:03.857 --> 00:14:11.378]  If you're thinking of buying a home to take advantage of a tax credit or selling your house, you first need to see an incredible website called HomeGain.com.
[00:14:11.558 --> 00:14:15.019]  HomeGain.com will help you find a realtor to buy or sell a home.
[00:14:15.239 --> 00:14:15.960]  It's so easy.
[00:14:16.060 --> 00:14:17.340]  And best of all, it's free.
[00:14:17.660 --> 00:14:21.681]  At HomeGain.com, you can compare realtors anonymously, receive customized
[00:14:21.681 --> 00:14:22.321]  We're good to go.
[00:14:41.696 --> 00:14:44.759]  See the top 12 home improvements right now at HomeGain.com.
[00:14:44.859 --> 00:14:47.681]  That's H-O-M-E-G-A-I-N dot com.
[00:14:47.842 --> 00:14:55.909]  Look for Max, the Orange Home Gain Gorilla, to help you find a realtor or with any other real estate needs you might have at HomeGain.com, your real estate connection.
[00:14:58.374 --> 00:14:59.755]  Is it safe to breathe anymore?
[00:15:00.015 --> 00:15:11.102]  Crowded public places, global pandemics and news reports of potential new strains of bacteria and viruses make you wonder, what if there was a germ killing nasal spray that acted almost like hand sanitizer for your nose?
[00:15:11.462 --> 00:15:12.042]  There is!
[00:15:12.423 --> 00:15:16.165]  It's called Sinofresh homeopathic nasal spray and it's a proven germ killer.
[00:15:16.505 --> 00:15:24.694]  Cynofresh is a revolutionary doctor recommended nasal spray that kills a broad spectrum of viruses, bacteria, molds and fungi on contact in your nose.
[00:15:25.094 --> 00:15:32.942]  Cynofresh causes no drug interactions, no loss of smell, no rebound congestion, contains no alcohol, is non-habit forming and is safe for daily use.
[00:15:33.242 --> 00:15:35.705]  Cynofresh must be a part of your family survival plan.
[00:15:35.925 --> 00:15:39.307]  Go to GCN live dot com now and click on the sign of fresh banner.
[00:15:39.487 --> 00:15:47.793]  The first 1000 customers to click on the sign of fresh banner and purchase sign of fresh antiseptic nasal spray are instantly registered to win a free 24 bottle case.
[00:15:48.053 --> 00:15:51.075]  Go to GCN live dot com and click on sign of fresh.
[00:15:51.335 --> 00:15:52.216]  Breathe free.
[00:15:52.316 --> 00:15:53.076]  Breathe safe.
[00:16:05.765 --> 00:16:10.786]  Dick Russell, Jesse Ventura, New York Times best-selling author, American Conspiracies.
[00:16:10.806 --> 00:16:11.546]  He's our guest.
[00:16:12.066 --> 00:16:16.347]  I want to get into different chapters in the book with you, Dick, today, and I appreciate you spending time with us.
[00:16:16.367 --> 00:16:30.051]  I know you're busy, but I was pretty, well, actually, I wasn't that shocked, but when you emailed us yesterday to let us know, and I appreciate you doing that, that the Huffington Post had sent the Ventura article into the Orwellian memory hole.
[00:16:30.391 --> 00:16:31.031]  What happened there?
[00:16:32.014 --> 00:16:35.436]  Yeah, it was a very bizarre, to me, very bizarre thing that happened.
[00:16:35.456 --> 00:16:44.500]  The Huffington Post had asked for a series of pieces to run with excerpts from the book over the next couple of weeks, and the first one was fine.
[00:16:44.581 --> 00:17:00.289]  It was about the whole drug situation, and of course Jesse has commented publicly that he'd like to see marijuana legalized, for example, and take care of a lot of the problems that we're seeing with big money and all of that.
[00:17:01.769 --> 00:17:03.249]  What happened with the second piece?
[00:17:03.469 --> 00:17:06.810]  The second piece was called, What Really Happened on September 11th?
[00:17:07.490 --> 00:17:29.134]  And the intro to it was simply reporting the fact, and Jesse and I worked on this together, that while you didn't say anything about it in the mainstream media, there was this conference in San Francisco a couple weeks ago where more than a thousand architects and engineers signed a petition demanding that Congress start a new investigation into the destruction of the Twin Towers and Building 7 on September 11th.
[00:17:30.109 --> 00:17:41.841]  Okay, and then it cuts to an excerpt from the book, just raising the question, you know, could there have been something other than those hijacked planes that brought down the towers, and could there have been controlled demolition involved?
[00:17:42.482 --> 00:17:47.848]  Okay, so this goes up on the Huffington Post yesterday morning on the front.
[00:17:48.706 --> 00:17:49.947]  We're good to go.
[00:18:19.008 --> 00:18:28.872]  And, you know, again, it really stunned me and made me think, wow, the Huffington Post, I mean, I admire Arianna Huffington and generally what they do with this.
[00:18:28.932 --> 00:18:32.973]  And even this Internet blog is suddenly, who's talking to these people?
[00:18:33.013 --> 00:18:37.595]  Is this order coming down from on high or what's really going on?
[00:18:37.675 --> 00:18:42.477]  So Mark Crispin Miller put out the piece and, you know,
[00:18:43.445 --> 00:18:43.705]  I think so.
[00:18:59.557 --> 00:19:07.782]  Well, there are peer-reviewed, as you know, Dick, journals of scientists, of physicists going over Building 7's collapse.
[00:19:07.922 --> 00:19:11.744]  NIST has had to admit, after years of denying it, it was free fall.
[00:19:12.385 --> 00:19:13.725]  They say thermal expansion.
[00:19:13.765 --> 00:19:15.066]  They don't know why this happened.
[00:19:15.526 --> 00:19:17.247]  No other steel buildings ever did this.
[00:19:18.048 --> 00:19:21.030]  You have a thousand architects and engineers in an international
[00:19:21.630 --> 00:19:22.531]  We're good to go.
[00:19:42.470 --> 00:19:45.112]  And you have all these questions.
[00:19:45.152 --> 00:20:04.464]  They can't just come out and say that, oh, it's a conspiracy theory, where, depending on the poll, 36 to 84 percent in scientific polls, it varies widely, don't believe the official story, and you have six of the ten 9-11 commissioners saying that there was a lot of deception and cover-up that was going on.
[00:20:05.179 --> 00:20:05.639]  Well, yeah.
[00:20:05.739 --> 00:20:14.881]  The 9-11 Commission, I think, has been shown, even in a recent book by this guy, Farmer, who was part of it, that, you know, there's a huge cover-up on the level of the Warren Commission, if not worse.
[00:20:14.961 --> 00:20:28.764]  And, you know, that they would only examine the evidence that led to the conclusion that they had already preconceived, and that the Bush administration had appointed Zelikow to run it, who was, you know, one of their people.
[00:20:29.324 --> 00:20:31.585]  I mean, you know, what's going on?
[00:20:32.045 --> 00:20:42.708]  I mean, if you think about it, to say that the 9-11 attacks were done by bin Laden and these 19 members of al-Qaeda, isn't that a conspiracy theory?
[00:20:43.088 --> 00:20:45.388]  I mean, weren't Bush and Cheney putting out a conspiracy theory?
[00:20:46.069 --> 00:20:51.490]  Really, I mean, it just makes no sense to me that the Huffington Post would react this way.
[00:20:52.305 --> 00:21:07.647]  I have never in eight years of 9-11 Truth seen the media demonizing 9-11 Truth, spending more time on 9-11 Truth like they are now, to the point that I said in the last three months I believe they're going to stage attacks on government buildings, and that's in Northwoods.
[00:21:08.348 --> 00:21:30.996]  Fake shootings and try to demonize 9-11 truth because they kept saying 9-11 truth is violent and we've never been violent and I saw them getting the public ready for it and so voila it happens but when we come back I want to ask you Dick Russell why is the system so scared of 9-11 truth and asking questions generally then I want to walk through some of the chapters in the book and ask you what you think
[00:21:31.856 --> 00:21:36.641]  The best chapters are the most informative or the most well-documented chapters are in the book.
[00:21:37.262 --> 00:21:43.448]  He is the co-author of two books with Jesse Ventura and his latest is American Conspiracies.
[00:21:43.488 --> 00:21:45.430]  He's Dick Russell joining us now.
[00:21:45.731 --> 00:21:46.752]  Long segment coming up.
[00:21:46.932 --> 00:21:47.833]  We're on the march.
[00:21:48.313 --> 00:21:49.895]  The Empire's on the run.
[00:21:50.836 --> 00:21:53.519]  Alex Jones and the GCN Radio Network.
[00:21:57.256 --> 00:22:00.919]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:22:00.939 --> 00:22:04.282]  This is our last chance to not relive history.
[00:22:04.502 --> 00:22:09.286]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:22:09.306 --> 00:22:15.551]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:22:15.711 --> 00:22:17.953]  I think it's incumbent upon all of us
[00:22:18.453 --> 00:22:18.753]  Tim Geithner?
[00:22:18.773 --> 00:22:19.194]  Bernanke?
[00:22:19.294 --> 00:22:19.894]  They're arsonists!
[00:22:19.954 --> 00:22:21.235]  They're asking for more matches!
[00:22:21.255 --> 00:22:23.497]  And the Congress is saying, who do we make the check out to?
[00:22:37.389 --> 00:22:41.314]  Today seems like nobody does care and right now in Washington D.C.
[00:22:41.754 --> 00:22:44.338]  we have seen a fall of the republic.
[00:22:44.658 --> 00:22:53.789]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[00:22:57.745 --> 00:23:01.368]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:23:01.708 --> 00:23:09.834]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:23:10.575 --> 00:23:14.618]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:23:15.198 --> 00:23:26.027]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:23:26.647 --> 00:23:35.651]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:23:36.152 --> 00:23:41.194]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:23:41.574 --> 00:23:48.777]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:23:49.078 --> 00:23:51.819]  That's www.silverlungs.com.
[00:23:58.220 --> 00:23:59.421]  Remain in your houses.
[00:24:00.221 --> 00:24:05.384]  The President of the United States has declared martial law under Executive Order 11004.
[00:24:06.005 --> 00:24:07.025]  Will they do it?
[00:24:07.365 --> 00:24:09.326]  Will they pull the trigger this time?
[00:24:09.987 --> 00:24:15.970]  We all pray they stand down, but an engineered crisis seems more likely with each passing day.
[00:24:16.431 --> 00:24:17.751]  Think it can't happen here?
[00:24:18.632 --> 00:24:20.673]  Executive Order 10990 locks down all highways.
[00:24:22.894 --> 00:24:27.199]  Executive Order 10995 seizes control of all media outlets.
[00:24:27.780 --> 00:24:32.064]  Executive Order 10998 controls all farms and food supplies.
[00:24:32.705 --> 00:24:37.530]  All these executive orders are now cocked, loaded, and waiting for the right crisis.
[00:24:38.431 --> 00:24:46.574]  So if you're worried about the possibility of martial law here in America, or have questions about how to survive it, go to MartialLawSurvival.com.
[00:24:46.855 --> 00:24:49.135]  That's MartialLawSurvival.com.
[00:24:49.356 --> 00:24:52.237]  Go to MartialLawSurvival.com right now.
[00:24:52.417 --> 00:24:55.338]  You must remain in your houses until your bracelets are scanned.
[00:25:03.820 --> 00:25:05.443]  Monday through Friday from 11 a.m.
[00:25:05.643 --> 00:25:06.345]  to 3 p.m.
[00:25:06.385 --> 00:25:07.427]  Central Standard Time.
[00:25:07.447 --> 00:25:08.909]  We are here live.
[00:25:09.510 --> 00:25:10.272]  Ladies and gentlemen...
[00:25:11.308 --> 00:25:17.333]  You can get Jesse Ventura's book on the online video bookstore at InfoWars.com for $19.95.
[00:25:17.393 --> 00:25:24.739]  That's $5 off the retail price and get a Loose Change Final Cut DVD or Reflections and Warnings film free.
[00:25:25.079 --> 00:25:28.703]  Choose the free film you want at InfoWars.com.
[00:25:29.703 --> 00:25:33.086]  I saw a Nightline special the other evening demonizing 9-11 truth.
[00:25:35.296 --> 00:25:41.640]  And they said, 9-11 truthers claim that the 9-11 Commission says that there were questions, but that's not true.
[00:25:42.240 --> 00:25:46.443]  And they cut to Lee Hamilton saying, no, it was quite conclusive, everything.
[00:25:46.863 --> 00:25:47.864]  Total lie.
[00:25:48.004 --> 00:25:50.645]  Six of the ten are in newspapers, have written books.
[00:25:51.086 --> 00:25:54.127]  Farmer, one of the head lawyers, says it was all a fraud.
[00:25:54.167 --> 00:25:58.910]  The Pentagon was, quote, in a criminal cover-up, that there should be criminal investigations.
[00:25:58.930 --> 00:26:00.071]  That's in the Washington Post.
[00:26:00.611 --> 00:26:03.113]  But Nightline thinks you're so stupid.
[00:26:04.212 --> 00:26:16.383]  That they sit there and deceive you, and then they showed a clip from American Conspiracy's author Jesse Ventura on Conspiracy Theory, his TV show, number one on cable.
[00:26:18.587 --> 00:26:22.729]  Above all the major news shows on all the other cable shows except for Fox.
[00:26:23.470 --> 00:26:26.051]  Number one news show on TruTV.
