[00:00:01.781 --> 00:00:08.410]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:03:21.122 --> 00:03:26.844]  So I want to encourage everyone to redouble your efforts to reach out and wake up everybody you know.
[00:03:26.844 --> 00:03:35.026]  As I keep saying over and over again, like a woodpecker or like a siren, an air raid siren repeating the same droning signal, but it's important.
[00:03:35.686 --> 00:03:37.348]  Now is the time!
[00:03:37.348 --> 00:03:48.219]  Yes, a lot of you reached out to people, you made copies of films, you had newsletters, you called in to talk radio, you went to the city council, you went to the county commissioners, you went to the water board and said, get the fluoride out of my water.
[00:03:48.219 --> 00:03:51.903]  I'm going to carry that in the first five minutes of the next hour, by the way, in between interviews.
[00:03:51.903 --> 00:03:53.925]  So stay with us for that coming up in T-minus one hour.
[00:03:53.925 --> 00:03:55.927]  We're going to be technical 37 minutes from now.
[00:03:59.485 --> 00:04:10.470]  The issue is, now people are really ready to be awakened, and the globalists know that, so they're pulling out all the stops, moving against our society en masse.
[00:04:10.470 --> 00:04:20.354]  So it is so key, it is so essential, to reach out to everyone you know, like your life, and your financial future, and your liberty depends on it, because it does.
[00:04:20.354 --> 00:04:21.814]  The denial is over.
[00:04:21.814 --> 00:04:25.196]  The admissions of the attack on free speech are now openly being stated.
[00:04:25.996 --> 00:04:35.588]  They're admitting world government, they're admitting that we're not going to have a good future, that the quote good times are over, head of the IMF and the head of the Central Bank of Europe bragging in the Washington Post.
[00:04:35.588 --> 00:04:37.170]  It is happening.
[00:04:37.170 --> 00:04:41.035]  Congressman Ron Paul is coming up on this Sunday edition and then Jeffrey Smith.
[00:04:41.656 --> 00:04:47.279]  Charlie Skelton, Jim Tucker, Mark Anderson, and of course, yours truly, Alex Jones!
[00:04:47.279 --> 00:04:51.420]  So stay with us on this Sunday, June 13th, 2010 transmission.
[00:04:51.420 --> 00:04:58.343]  The websites are InfoWars.com, PrisonPlanet.tv, InfoWars.net, and JonesReport.com.
[00:04:58.343 --> 00:04:59.084]  We shall return!
[00:05:00.469 --> 00:05:02.111]  Hello friends, this is Alex Jones.
[00:05:02.111 --> 00:05:05.494]  You've heard me talk about Calden 5 Star Soaps for years.
[00:05:05.494 --> 00:05:10.699]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[00:05:10.699 --> 00:05:14.142]  You can buy factory direct, shipped via UPS right to your door.
[00:05:14.142 --> 00:05:16.144]  Check them out on the web at 5starsoap.com.
[00:05:17.125 --> 00:05:20.649]  Or call 800-340-7091.
[00:05:20.649 --> 00:05:21.790]  Take my word for it.
[00:05:21.790 --> 00:05:24.433]  Once you've used pure soap, you won't buy anything else.
[00:05:24.433 --> 00:05:30.959]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[00:05:30.959 --> 00:05:32.461]  Buy American and stay clean.
[00:05:32.461 --> 00:05:35.764]  As well as support InfoWars, visit 5starsoap.com today.
[00:05:35.764 --> 00:05:36.205]  Or call 1-800-340-7091.
[00:05:36.205 --> 00:05:37.506]  Well, Marty, what do you have to say?
[00:05:40.771 --> 00:05:48.717]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[00:05:48.717 --> 00:05:52.500]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:05:52.500 --> 00:05:53.020]  Thank you!
[00:06:05.157 --> 00:06:06.638]  Well, so much is going on.
[00:06:06.638 --> 00:06:09.740]  We've only got him for about 20 minutes or so.
[00:06:09.740 --> 00:06:13.622]  Congressman Ron Paul, I don't know how he does it.
[00:06:13.622 --> 00:06:27.350]  Legislation, lobbying on the floor, doing 10, 15 media events a day, writing books, running Campaign for Liberty, supporting Rand Paul with the incredible realignment we're seeing politically.
[00:06:27.350 --> 00:06:30.291]  But he does it, and God bless him, he's Congressman Ron Paul.
[00:06:30.291 --> 00:06:31.352]  I want to talk about Iran.
[00:06:32.412 --> 00:06:32.793]  I don't
[00:06:49.963 --> 00:07:00.890]  Whether it's a Republican for the first time in 20 years winning in Hawaii, for the Congress, to your son Rand Paul with a 30-point defeat of the establishment Republican.
[00:07:00.890 --> 00:07:03.092]  Have you ever seen a realignment like this?
[00:07:03.092 --> 00:07:08.496]  Because generally, it's one political party or the other that is seeing massive losses.
[00:07:08.496 --> 00:07:14.540]  But what I'm seeing is, across the board, incumbents and establishment candidates are being annihilated.
[00:07:15.440 --> 00:07:16.902]  I think that's absolutely right.
[00:07:16.902 --> 00:07:18.103]  This is different.
[00:07:18.103 --> 00:07:22.288]  I think there's been periods of time when people get very frustrated, like you indicate.
[00:07:22.288 --> 00:07:25.611]  They might shift back and forth from one party to the other.
[00:07:25.611 --> 00:07:28.835]  But right now, they're unhappy with both parties.
[00:07:28.835 --> 00:07:33.320]  But the real tragedy is that we don't have a good
[00:07:33.900 --> 00:07:40.962]  And I say this word cautiously, a democratic process, the democratic election, the ability of parties to compete.
[00:07:40.962 --> 00:07:52.245]  There's a monopoly control by the Republicans and the Democrats, and since philosophically they're not too far apart, they sort of gang up on anybody who wants to offer an alternative.
[00:07:52.245 --> 00:08:01.788]  So if we had had a very strong third party, so here all the people talk about the Tea Party as if it's a party, but it really isn't a party, it's an alternative.
[00:08:02.488 --> 00:08:26.385]  And that's why the mixture comes up, because sometimes Democrats are in trouble, sometimes Republicans are in trouble, but there's no one party to fulfill the role that is necessary, and I don't think that's going to happen soon, because the laws make it very difficult to get on ballots, and the media doesn't allow people to get into the debates and this sort of thing, so they're very, very handicapped.
[00:08:27.385 --> 00:08:41.212]  And I just think that we're going to see this messy situation, but I think it's just great that people are unhappy, they're very active, they want changes, and they're picking and choosing, and they're sending a loud message.
[00:08:42.934 --> 00:08:45.274]  Both parties are getting a little bit upset.
[00:08:45.274 --> 00:08:52.276]  I mean, Republicans, you know, in one sense, they say, well, these Tea Party people, they're a little bit nuts, we can't deal with them.
[00:08:52.276 --> 00:08:57.977]  But then when they find out the Tea Party is a political force, they say, oh, I guess we better deal with them.
[00:08:57.977 --> 00:09:00.277]  So they're in a dilemma, too.
[00:09:00.277 --> 00:09:08.419]  But I think it'll work out as long as the people who are unhappy stick to their guns and try to agree on some basic principles.
[00:09:08.419 --> 00:09:09.679]  We either have too much government,
[00:09:10.299 --> 00:09:11.320]  We're too little government.
[00:09:11.320 --> 00:09:14.102]  We either spend too much money or too little bit of spending money.
[00:09:14.102 --> 00:09:16.964]  We either have a lousy foreign policy or we don't have it.
[00:09:16.964 --> 00:09:26.452]  So I think those are the kind of things that we have to stick to our guns and be as consistent as possible and to see what we can do to contribute to a positive change in this country.
[00:09:27.213 --> 00:09:41.020]  There's no doubt, Congressman, I want to get your breakdown on this, that the establishment is scared, though, and they're going to pull out all the stomps to try to demonize any type of true grassroots constitutionalist candidate.
[00:09:41.020 --> 00:09:45.022]  I mean, we're seeing them say, if you're against the health care bill, you must be a racist.
[00:09:45.022 --> 00:09:49.564]  But I think they've overplayed their hand by running around like chickens with their heads cut off.
[00:09:50.305 --> 00:09:57.170]  Yeah, and that's been around right now a whole lot, because the Tea Party movement is so much bigger.
[00:09:57.170 --> 00:10:05.235]  But I can remember in 1996, and I don't know exactly what you were doing in 96, but when I was trying to get back into Congress,
[00:10:05.615 --> 00:10:08.796]  Well, the Republicans and Democrats say, well, this guy's crazy.
[00:10:08.796 --> 00:10:12.217]  He's even critical of the federal war on drugs.
[00:10:12.217 --> 00:10:17.338]  Anybody that's critical on the war on drugs must mean he wants to give drugs to kids.
[00:10:17.338 --> 00:10:18.218]  You know, that sort of thing.
[00:10:18.218 --> 00:10:25.840]  So they tried real hard to demonize me then, but I came back with honest answers that, no, the war on drugs doesn't work.
[00:10:25.840 --> 00:10:27.120]  I don't want to use drugs.
[00:10:27.120 --> 00:10:28.701]  I don't want to use drugs on my kids.
[00:10:28.701 --> 00:10:31.281]  I take care of women delivering babies.
[00:10:31.281 --> 00:10:33.682]  They emphasize the evil and the harm of drugs.
[00:10:34.042 --> 00:10:35.663]  You know, we won that argument.
[00:10:35.663 --> 00:10:41.744]  So, they will always try to demonize individuals, but more so today than ever before.
[00:10:41.744 --> 00:10:44.985]  Because, like you say, they were trying to turn it around.
[00:10:44.985 --> 00:10:50.767]  Just because we oppose something Obama proposes, oh, you must be a racist.
[00:10:50.767 --> 00:10:52.767]  You know, it's the demagogues.
[00:10:52.767 --> 00:10:54.368]  It's the demagogues that really fuck me.
[00:10:54.995 --> 00:11:00.857]  But, well, in 96 I was interviewing you when you were getting back into office, and I do remember that.
[00:11:00.857 --> 00:11:07.178]  And they, a few years ago, had your head floating around out in space, always trying to make you look like the outsider.
[00:11:07.178 --> 00:11:14.480]  But as many newspapers have reported, your views, the Constitution, my views, are now the majority view.
[00:11:14.480 --> 00:11:18.281]  And the establishment is desperate and is very, very afraid.
[00:11:18.781 --> 00:11:23.226]  What else do you see them from your years of research and experiencing this in Congress?
[00:11:23.226 --> 00:11:28.252]  What else do you think the big central banks and others are going to do to try to keep control of the people?
[00:11:29.361 --> 00:11:49.410]  I think whatever they think is necessary, and I had some information passed on to me, sort of inside information of somebody who knew somebody that was well-tuned to the people at the Federal Reserve, and they said they are really, really concerned about our movement to expose the Fed for what they're doing.
[00:11:49.410 --> 00:11:54.632]  Not so much that they think tomorrow we're going to have a victory and have a thorough audit and the Fed is going to end.
[00:11:55.032 --> 00:12:06.898]  But what they're upset or worried about is the fact that more and more people are aware of the Federal Reserve now, like never before, and exposure is the most important thing.
[00:12:06.898 --> 00:12:09.379]  Then the changes will come and the reforms will come.
[00:12:09.379 --> 00:12:11.580]  So they know exactly what we've been talking about.
[00:12:11.580 --> 00:12:12.601]  I think that's where we've had
[00:12:13.021 --> 00:12:21.725]  Such a tremendous success in the freedom movement in the last decade or so is that people have become aware of the power of the Federal Reserve.
[00:12:21.725 --> 00:12:28.029]  And I'm so delighted when I go to the universities and the next generation will know about the Federal Reserve.
[00:12:28.029 --> 00:12:31.170]  The Federal Reserve was something you never even learned about in college.
[00:12:31.170 --> 00:12:33.331]  I mean, they just fluffed over this.
[00:12:33.331 --> 00:12:34.452]  It wasn't important.
[00:12:34.452 --> 00:12:35.412]  They took care of us.
[00:12:35.412 --> 00:12:36.913]  They knew how to run the economy.
[00:12:36.913 --> 00:12:42.636]  That has ended, and I think even those who defend the Fed are very frightened about it.
[00:12:42.896 --> 00:12:46.517]  Did you have a chance to see Zbigniew Brzezinski's speech to the CFR last week?
[00:12:46.517 --> 00:12:53.839]  Because he said, for the first time in world history, the planet is awake to us and our move for global government.
[00:12:53.839 --> 00:12:57.140]  And he basically said, we are in trouble.
[00:12:57.140 --> 00:13:02.782]  I didn't see that, but I hope he has some real reasons to be worried about that.
[00:13:02.782 --> 00:13:08.744]  But was it Biden that said something the other day that Brussels should be the capital for the free world or something like that?
[00:13:09.708 --> 00:13:13.729]  Yeah, they're really coming out in the open with their world government because we've exposed it.
[00:13:13.729 --> 00:13:16.610]  I want to run rapid fire now through a bunch of different issues while we have you.
[00:13:16.610 --> 00:13:24.012]  We're very honored to have Congressman Ron Paul with us today live on the 26th day of May 2010.
[00:13:24.012 --> 00:13:25.253]  You mentioned the war on drugs.
[00:13:25.253 --> 00:13:38.557]  I saw an interview with you back in the late 1980s, and you were talking about the CIA who'd been caught shipping in heroin then, and a few months ago you gave a speech and said there's been a CIA coup.
[00:13:39.637 --> 00:13:41.158]  Uh, in America.
[00:13:41.158 --> 00:13:48.863]  Uh, since then, it's been in the New York Times, the Washington Post, AFP, French News Agency, and even Geraldo Rivera on Fox.
[00:13:48.863 --> 00:13:55.748]  They go, yes, our troops are helping grow the opium for the farmers, because if they don't, Al-Qaeda will get it and sell it.
[00:13:55.748 --> 00:14:03.993]  What an amazing move to go from denying that they're producing it and shipping a lot of it in, to saying, oh yes, we have to or Al-Qaeda would get it.
[00:14:03.993 --> 00:14:07.516]  Well, if you just decriminalized it, that would take the money out and then Al
[00:14:07.896 --> 00:14:12.038]  Well, I don't have the absolute proof of it but my suspicion is, and just because of the stories you hear,
[00:14:25.343 --> 00:14:33.086]  I think they really want drugs to be illegal because I think that's the way they raise money for their governments is off the books.
[00:14:33.086 --> 00:14:40.969]  You know, they own banks, they can get involved in enterprise, and they have to get their cash.
[00:14:40.969 --> 00:14:48.892]  It never comes through, well not all of it, some of it will come through appropriations and legally, even though we don't know where it goes and who controls it.
[00:14:48.892 --> 00:14:54.114]  But they even need even more money because they're doing so much, there's so much activity going on.
[00:14:54.614 --> 00:15:11.177]  So in many ways they are very very powerful and it is in their interest to keep the drug war going so it's a bit of an irony that some very very sincere church-believing people who want to take care of the kids believe that
[00:15:11.497 --> 00:15:13.758]  You know, we have to keep this war going.
[00:15:13.758 --> 00:15:21.621]  At the same time, they're allies, inadvertently allies, with the drug dealers who want the drugs to be kept illegal.
[00:15:21.621 --> 00:15:26.822]  And then you point out, well, that the government and the CIA is involved as well.
[00:15:31.731 --> 00:15:37.195]  I'm the face that you have to face, mirror in your stare.
[00:15:37.195 --> 00:15:41.357]  I'm what's left, I'm what's right, I'm the enemy.
[00:15:41.357 --> 00:15:47.501]  I'm the hand that'll take you down, bring you to your knees.
[00:15:47.501 --> 00:15:49.602]  So who are you?
[00:15:49.602 --> 00:15:52.784]  Yeah, who are you?
[00:16:00.467 --> 00:16:02.848]  They helped to create a New World Order.
[00:16:02.848 --> 00:16:05.169]  We are part of a New World Order.
[00:16:05.169 --> 00:16:08.391]  A New World Order based upon collective action.
[00:16:08.391 --> 00:16:13.493]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[00:16:13.493 --> 00:16:17.675]  The New World Order really is a tool for addressing a new world of possibilities.
[00:16:17.995 --> 00:16:20.359]  It means all the world under their control.
[00:16:20.359 --> 00:16:22.883]  The United Nations would take over America.
[00:16:22.883 --> 00:16:26.147]  The Trilateral Commission would control the world.
[00:16:26.147 --> 00:16:33.759]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[00:16:34.082 --> 00:16:39.466]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[00:16:39.466 --> 00:16:42.328]  Global governance with the establishment of the G20.
[00:16:42.328 --> 00:16:46.011]  So it's going to be an inner ruling elite and then everyone else.
[00:16:46.011 --> 00:16:47.092]  And I got news for you.
[00:16:47.092 --> 00:16:48.432]  You're everyone else.
[00:16:48.432 --> 00:16:49.914]  Invisible Empire.
[00:16:49.914 --> 00:16:57.759]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[00:17:00.967 --> 00:17:03.968]  Hello, this is Alex Jones with some important questions.
[00:17:03.968 --> 00:17:09.310]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:17:09.310 --> 00:17:11.351]  My answer would be all I can get.
[00:17:11.351 --> 00:17:16.352]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:17:16.352 --> 00:17:17.533]  How much do you want?
[00:17:17.533 --> 00:17:18.273]  When do you want it?
[00:17:18.653 --> 00:17:20.554]  Now or after the battle starts?
[00:17:20.554 --> 00:17:21.615]  When will you need it?
[00:17:21.615 --> 00:17:23.816]  Can you buy it without proper identification?
[00:17:23.816 --> 00:17:25.157]  Will there be any food?
[00:17:25.157 --> 00:17:26.678]  Will it make your children sick?
[00:17:26.678 --> 00:17:31.942]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:17:31.942 --> 00:17:35.084]  You wipe out all these problems if you have a good food supply.
[00:17:35.524 --> 00:17:39.346]  Food is your ammunition to fight for your freedom and your life.
[00:17:39.346 --> 00:17:40.587]  How much will you need?
[00:17:40.587 --> 00:17:41.488]  We don't know.
[00:17:41.488 --> 00:17:42.588]  How much do you want?
[00:17:42.588 --> 00:17:43.509]  All you can get.
[00:17:43.509 --> 00:17:44.610]  I'm Alex Jones.
[00:17:44.610 --> 00:17:47.672]  I want all of you good guys to live to fight another day.
[00:17:47.672 --> 00:17:49.433]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:17:49.433 --> 00:17:50.353]  Again, that number 1-800-409-5633.
[00:18:00.051 --> 00:18:05.014]  The question is, where should the American people draw their line in the sand?
[00:18:05.014 --> 00:18:06.015]  What have we got?
[00:18:06.015 --> 00:18:08.457]  A republic or a monarchy?
[00:18:08.457 --> 00:18:09.457]  A republic.
[00:18:09.457 --> 00:18:12.119]  It's based on a constitution which protects minority rights.
[00:18:12.119 --> 00:18:14.380]  Not democracy, not mob rule.
[00:18:14.380 --> 00:18:16.402]  Two wolves and a sheep voting on what's for dinner.
[00:18:16.402 --> 00:18:18.083]  So they think they own our land?
[00:18:18.083 --> 00:18:19.404]  They think they own our water?
[00:18:19.404 --> 00:18:20.004]  Children?
[00:18:20.004 --> 00:18:21.125]  Our education?
[00:18:21.125 --> 00:18:21.965]  Our money?
[00:18:21.965 --> 00:18:25.608]  We have to define who we are and what we will tolerate.
[00:18:25.968 --> 00:18:29.653]  Somebody's gonna ask you what you did during the Patriot Uprising.
[00:18:29.653 --> 00:18:30.955]  You have been warned.
[00:18:30.955 --> 00:18:31.976]  We have the facts.
[00:18:31.976 --> 00:18:33.137]  We have the Constitution.
[00:18:33.137 --> 00:18:34.039]  We have the Bill of Rights.
[00:18:34.039 --> 00:18:34.940]  We have common law.
[00:18:34.940 --> 00:18:37.443]  Knowledge is power, ladies and gentlemen.
[00:18:37.443 --> 00:18:41.228]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[00:18:41.328 --> 00:18:46.292]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:18:46.292 --> 00:18:47.773]  A new tool in the Info War.
[00:18:47.773 --> 00:18:48.873]  Don't tread on me.
[00:18:48.873 --> 00:18:55.738]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:19:01.141 --> 00:19:07.582]  The Fall of America and the Western World is an all-new 10-hour documentary and survival guide rolled into one.
[00:19:07.582 --> 00:19:12.843]  In this film, you will see the reasons why our government is failing and what you can do to prepare.
[00:19:12.843 --> 00:19:26.406]  Featuring Dr. Paul Craig Roberts, Joseph Farah, David Icke, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Z, Doug Casey, David McElhaney, and myself, Alex Jones.
[00:19:27.166 --> 00:19:32.187]  Protect yourself and get the tools you need to protect your family from these difficult times.
[00:19:32.187 --> 00:19:38.649]  The Fall of America and the Western World at www.thefallofamerica.net.
[00:19:38.649 --> 00:19:42.410]  Or click on the banners at infowars.com and prisonplanet.com.
[00:19:42.410 --> 00:19:46.271]  Again, that website's www.thefallofamerica.net.
[00:19:46.271 --> 00:19:46.911]  Or call 800-655-1577.
[00:19:46.911 --> 00:19:48.911]  Prepare yourself and the ones you love today.
[00:19:48.911 --> 00:19:49.792]  fallofamerica.net.
[00:20:01.331 --> 00:20:04.942]  Coast to coast, direct from Austin.
[00:20:04.942 --> 00:20:08.152]  You're listening to the Alex Jones Broadcasting Network.
[00:20:13.740 --> 00:20:31.571]  Well, Congressman, I know you're super busy and none of us can be on top of everything, but would you like us to send you a packet of mainstream news where they just calmly admit that, okay, our troops... I mean, they had a Roldo Rivera with a Marine Corps commander, with the troops, explaining why they helped the farmers grow the opium.
[00:20:31.571 --> 00:20:35.294]  I mean, they're now basically bringing this out and hiding it in plain view.
[00:20:37.091 --> 00:20:41.813]  Well, I've seen some of that, but I can always look at more material when it's available.
[00:20:41.813 --> 00:20:43.873]  Well, here's one more issue on that subject.
[00:20:43.873 --> 00:20:46.854]  Did you see the Washington Post two days ago?
[00:20:46.854 --> 00:20:47.455]  C.I.A.
[00:20:47.455 --> 00:20:50.796]  units, wacky idea, depicts Saddam as gay.
[00:20:50.796 --> 00:20:54.457]  And then in the article, it quotes them as admitting that the C.I.A.
[00:20:54.457 --> 00:20:58.418]  put out at least one fake Osama bin Laden video.
[00:20:58.418 --> 00:21:00.539]  That sounds like that should be a congressional investigation.
[00:21:00.979 --> 00:21:01.759]  You got it.
[00:21:01.759 --> 00:21:11.365]  Well, there's so many things that should be congressional investigations that sometimes though it becomes difficult if you hear of a real problem.
[00:21:11.365 --> 00:21:12.945]  Well, I guess I ought to report this.
[00:21:12.945 --> 00:21:13.646]  Where should I go?
[00:21:13.646 --> 00:21:16.888]  The FBI and the CIA and they'll investigate it for me?
[00:21:16.888 --> 00:21:19.729]  Well, who's going to investigate the investigators?
[00:21:19.729 --> 00:21:28.354]  And that's our job and that's what our responsibility is to hopefully wake up enough people to find out who to believe and who not to believe.
[00:21:29.314 --> 00:21:45.722]  Congressman, getting into what's happening on the economic front, we read your quotes a few weeks ago about Bernie Sanders paraphrasing, you know, basically he sold out or he flip-flopped and then Grayson running around saying we beat the Fed.
[00:21:45.722 --> 00:21:50.044]  I mean, you're the real expert in Congress recognized on this with the Fed.
[00:21:50.044 --> 00:21:50.784]  What really happened?
[00:21:52.056 --> 00:21:59.179]  Well, we got 1207 passed into the House Reform Bill, and that bill passed on the House floor.
[00:21:59.179 --> 00:22:00.539]  The big vote was in the committee.
[00:22:00.539 --> 00:22:04.141]  So that's in there, even though it's in a very bad bill.
[00:22:04.141 --> 00:22:08.942]  When it got to the Senate, Bernie Sanders is the one who introduced 1207 and 604, I believe, in the Senate.
[00:22:10.783 --> 00:22:18.889]  And at the last minute, he changed his mind and took what the establishment agreed to, another severely watered-down version of it.
[00:22:18.889 --> 00:22:25.493]  It wasn't really an audit, it was just a glimpse of what's been going on for the past two years, which it had already agreed to.
[00:22:25.493 --> 00:22:37.362]  But it passed, I think, 96-0, and the administration agreed to it, Obama said he'd sign it, and Democratic and Republican leadership agreed to that.
[00:22:38.070 --> 00:22:47.234]  And then the 1207 version was brought up by Vitter, and when that got to the Senate floor, we only got 37 votes.
[00:22:47.234 --> 00:22:54.857]  So I think people should pay attention to those who did not vote for the real audit language in the Senate.
[00:22:54.857 --> 00:23:00.240]  And this, to me, is a bailout for the system and for the Federal Reserve.
[00:23:00.780 --> 00:23:05.286]  But now they have finally passed that version in the Senate and it's going to conference.
[00:23:05.286 --> 00:23:12.176]  So I'm trying to keep an eye on that very closely and see if we can influence the conference.
[00:23:16.482 --> 00:23:30.528]  I just don't know whether we get that modified or what will happen, but I think right now the cards are stacked against us, but we're going to keep fighting because the more attention we get and the more the people know, I think we can...
[00:23:31.664 --> 00:23:35.705]  I'd be proud of how far we've gotten already and how much people know about it.
[00:23:50.509 --> 00:23:52.190]  Oh yeah, they should be.
[00:23:52.190 --> 00:23:57.894]  You think of the Republicans, we'll retaliate against Republicans.
[00:23:57.894 --> 00:24:00.035]  We saw that in Utah.
[00:24:00.035 --> 00:24:02.337]  These votes are very important.
[00:24:02.337 --> 00:24:10.542]  The bailout vote was crucial in a lot of this stimulus for the Tea Party movement.
[00:24:10.542 --> 00:24:15.465]  This is just another vote that we can use and help alert the people.
[00:24:16.451 --> 00:24:18.832]  We've only got about six minutes left with Congressman Ron Paul.
[00:24:18.832 --> 00:24:19.932]  His time is so precious.
[00:24:19.932 --> 00:24:27.614]  We're going to give you some websites before he leaves so you can get involved in the Campaign for Liberty or Rand Paul's campaign, which is so important.
[00:24:27.614 --> 00:24:37.897]  But looking at the border situation, the Deputy Homeland Security Director said last Friday that they may not process illegals referred to them from Arizona.
[00:24:37.897 --> 00:24:40.478]  I've already seen previous reports of where sheriffs and others
[00:24:41.258 --> 00:24:47.300]  You know, so much can be solved with our use of our Constitution and the principle of private property.
[00:25:01.098 --> 00:25:11.305]  If you have somebody walking your house, and they're trespassing, and they might not have even committed a crime, they might not have, you know, shot anybody or stolen anything yet, they trespass.
[00:25:11.305 --> 00:25:12.026]  Just trespass.
[00:25:12.026 --> 00:25:15.549]  And they walk in your house, and they have no right to be there.
[00:25:15.549 --> 00:25:18.651]  We call the police, and the police call them, and they prosecute them.
[00:25:19.671 --> 00:25:24.775]  But they don't apply that to people who walk across this land and walk across these branches.
[00:25:24.775 --> 00:25:28.717]  As a matter of fact, even if you do anything to stop trespassers, you can get into trouble.
[00:25:28.717 --> 00:25:30.779]  You're taking the law into your own hands.
[00:25:30.779 --> 00:25:33.620]  The states aren't allowed to do what they should do.
[00:25:33.620 --> 00:25:40.645]  And when the states finally get totally frustrated, you know, they have to pass a law that then is argued about.
[00:25:40.645 --> 00:25:48.210]  I have some reservations about that law, but not about the intent and what they're trying to do and the dereliction of duty of the federal government.
[00:25:49.259 --> 00:25:51.508]  I would like to see more approach to this.
