[00:00:02.085 --> 00:00:12.069]  This is our land.
[00:06:33.038 --> 00:06:36.221]  As well as support InfoWars, visit 5starsoap.com today.
[00:06:36.341 --> 00:06:36.721]  Or call 1-800-340-7091.
[00:06:36.741 --> 00:06:38.083]  Well, Marty, what do you have to say?
[00:06:41.351 --> 00:06:48.593]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[00:06:49.294 --> 00:06:53.055]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:06:53.095 --> 00:06:53.615]  Thank you!
[00:07:00.643 --> 00:07:04.886]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:07:05.206 --> 00:07:05.806]  Number one.
[00:07:06.106 --> 00:07:09.268]  New climate legislation could easily double or triple your electric bill.
[00:07:09.529 --> 00:07:10.109]  Number two.
[00:07:10.389 --> 00:07:14.952]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:07:15.292 --> 00:07:15.733]  It's true.
[00:07:16.033 --> 00:07:20.596]  Total government control of electricity in the name of smart grid technology is coming.
[00:07:20.896 --> 00:07:21.456]  Number three.
[00:07:21.716 --> 00:07:25.018]  In some areas of the country, the power grid is dangerously overloaded.
[00:07:25.319 --> 00:07:29.001]  And now, new socialist legislation is only compounding the problem.
[00:07:29.201 --> 00:07:29.762]  Number 4.
[00:07:30.002 --> 00:07:32.365]  Dangerous weather is always a threat to local grids.
[00:07:32.765 --> 00:07:36.149]  Every year, thousands of families lose their power from weather-related outages.
[00:07:36.449 --> 00:07:36.669]  Number 5.
[00:07:37.250 --> 00:07:41.174]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:07:41.395 --> 00:07:46.160]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:07:46.440 --> 00:07:50.461]  You can get more information at www.mysolarbackup.com.
[00:07:50.601 --> 00:07:52.161]  That's mysolarbackup.com.
[00:07:52.381 --> 00:07:54.482]  Remember, the government doesn't own the sun.
[00:07:54.642 --> 00:07:57.243]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:07:57.263 --> 00:08:11.326]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:08:11.806 --> 00:08:14.347]  You're listening to the Alex Jones Show.
[00:08:17.452 --> 00:08:26.418]  We are live, my friends, Dr. Russell Blaylock, top brain surgeon and expert on the ongoing eugenics soft kill operations against humanity.
[00:08:26.438 --> 00:08:29.540]  He'll be joining us later in the broadcast today.
[00:08:31.653 --> 00:08:41.565]  Now, ten years ago I began to read Pentagon documents, mainstream news reports, medical patents for a new type of vaccines.
[00:08:42.326 --> 00:08:45.550]  Now they're playing on the public's ignorance when they call them vaccines.
[00:08:46.351 --> 00:08:50.356]  They are genetic re-engineering systems
[00:08:51.497 --> 00:09:02.203]  And most of the government funding and research with the private universities and biotech firms is openly to re-engineer the brain.
[00:09:03.284 --> 00:09:06.466]  Now, they use that term, they call it a cognitive enhancement.
[00:09:07.626 --> 00:09:09.988]  A hundred years ago, the first lobotomies were done
[00:09:11.385 --> 00:09:14.526]  in front of psychiatric medical schools with an ice pick.
[00:09:14.986 --> 00:09:17.167]  If you don't believe me, just look up the history of lobotomy.
[00:09:17.967 --> 00:09:27.029]  And they would take mental patients and stick an ice pick in in front of everyone and uh... eviscerate the frontal lobes, the cerebral cortex.
[00:09:29.250 --> 00:09:36.352]  This is a psychopathic control freak guild that is fully converting regular western medicine
[00:09:37.901 --> 00:09:40.664]  And this is what government-run healthcare in England and the U.S.
[00:09:40.725 --> 00:09:45.030]  is now announcing, that you will be given vaccines for your depression.
[00:09:45.490 --> 00:09:52.839]  And in these mainstream media reports from the Mail, from Wired Magazine, the New York Times, there's literally hundreds of them.
[00:09:52.859 --> 00:09:56.384]  They're simultaneously coming out and promoting it as if it's a good thing.
[00:09:58.897 --> 00:10:13.322]  In one of the cases covered in the mail, it is a genetically engineered herpes virus, very communicable, that they inject into you and it goes into the brain and targets endorphin receptor sites.
[00:10:13.783 --> 00:10:18.704]  And they say here in this article, jabs that can put a stop to stress without slowing us down.
[00:10:19.785 --> 00:10:22.166]  And it says it goes in and re-engineers the neurons.
[00:10:22.186 --> 00:10:27.628]  When you actually read the patents on this entire class, we're going to have a top brain surgeon on to talk about this in a little while,
[00:10:28.973 --> 00:10:42.516]  The viruses go in and replicate and they're designed, unlike herpes, to attack the lips, the mucous membrane, or the genitals, to attack specific neuron receptor sites and destroy them.
[00:10:43.236 --> 00:10:48.557]  Other classes of these create viral plaques that block the receptor sites.
[00:10:48.657 --> 00:10:49.878]  These are the terms they use.
[00:10:50.518 --> 00:10:51.218]  Let me explain.
[00:10:51.898 --> 00:10:55.319]  They are now proposing mandatory injections for all
[00:10:57.748 --> 00:10:59.309]  And you're not going to feel any more pain.
[00:10:59.690 --> 00:11:00.971]  It's like the body snatchers.
[00:11:01.331 --> 00:11:04.373]  You just go to sleep, and when you wake up, everything's going to be alright.
[00:11:05.014 --> 00:11:05.995]  That's actually what happens.
[00:11:06.035 --> 00:11:15.082]  You take the injection, you have a fever, you have brain swelling, and then you are unable to be threatened.
[00:11:15.562 --> 00:11:17.524]  You are unable to become upset.
[00:11:17.864 --> 00:11:19.825]  You're unable to have stress.
[00:11:19.905 --> 00:11:26.391]  This is biological conversion from the humans we've been for millions of years, in our development,
[00:11:27.302 --> 00:11:28.522]  Into something new.
[00:11:28.582 --> 00:11:36.445]  They're not just re-engineering salmon to be twice as big and the major studies that universities have done show that it will extinct natural salmon in the wild.
[00:11:37.306 --> 00:11:39.446]  And the salmon has had insect genes added.
[00:11:40.607 --> 00:11:43.248]  It's a chimera cross-species cross-clone.
[00:11:44.328 --> 00:11:49.650]  They're not just putting different genes of animals and plants into corn or into cotton.
[00:11:50.583 --> 00:11:50.943]  Seeds.
[00:11:51.764 --> 00:11:59.030]  This is humanity being taken over by a scientific dictatorship, a medical tyranny.
[00:11:59.931 --> 00:12:08.878]  And they're doing this so you can't mount a defense against the next wave of dehumanization that will be hard kill weapons that just kill you outright.
[00:12:10.606 --> 00:12:20.253]  We have clear evidence that RNA strains, very similar to these classes of re-engineering bioweapons, are being added to vaccines.
[00:12:20.293 --> 00:12:26.498]  The UN's been caught adding hormones to vaccines to cause an autoimmune response to the hormone to cause sterilization of women.
[00:12:26.778 --> 00:12:27.779]  That's mainstream news.
[00:12:28.139 --> 00:12:34.044]  CBS AP report from Asia to Latin America to Africa and Central Asia.
[00:12:35.224 --> 00:12:42.810]  In the last five years, everywhere the UN gives the polio shots or the oral polio, the children get weaponized polio and die in mass.
[00:12:43.191 --> 00:12:47.774]  And the articles even admit, oh, oopsie, there's a mistake, it was super polio.
[00:12:49.235 --> 00:12:51.998]  And so they've just been testing, killing you out in the open.
[00:12:53.159 --> 00:13:01.025]  Just like they're testing, Bloomberg reporting, every major insurance company, when people die or troops die, they just keep the insurance money from the widow or the family.
[00:13:02.319 --> 00:13:09.425]  Or, Goldman Sachs steals hundreds of billions of dollars and is given even more power over the economy with this new private board.
[00:13:10.065 --> 00:13:12.427]  And the SEC cannot be investigated by Congress.
[00:13:13.288 --> 00:13:14.949]  Congress passed a law saying that.
[00:13:15.649 --> 00:13:17.431]  It's just all in your face.
[00:13:18.872 --> 00:13:27.478]  And the magnitude of this... I could hardly even sleep last night, and you're like, Alex, you've been talking about this for at least a decade.
[00:13:27.639 --> 00:13:31.642]  I know, but now they're having the full rollout
[00:13:32.717 --> 00:13:53.089]  And they're going to give people vaccines that lobotomize them incrementally so that it's kind of a background scatter ambient system where they just slowly increase it and then gauge if we're noticing and gauge of the medical people who are highly compartmentalized and believe they're good and don't know what these vaccines are really doing.
[00:13:53.569 --> 00:13:55.751]  And psychiatry, all the major journals,
[00:13:56.741 --> 00:13:58.062]  New York Times reporting on it.
[00:13:58.282 --> 00:14:00.004]  The American Psychiatric Association.
[00:14:00.024 --> 00:14:01.865]  The British Psychiatric Association.
[00:14:01.885 --> 00:14:05.188]  It's all these articles say, this will replace drugs.
[00:14:05.769 --> 00:14:11.253]  You get one shot, you never have anxiety, you never get angry, you're not threatened.
[00:14:12.094 --> 00:14:19.220]  What did Scientific American and other publications, and people won't believe this so pull it up on screen, have the headlines two weeks ago?
[00:14:19.640 --> 00:14:21.161]  Shrimp committing suicide.
[00:14:21.302 --> 00:14:22.663]  Shrimp becoming reckless.
[00:14:24.551 --> 00:14:26.012]  What does it show Prozac does?
[00:14:26.072 --> 00:14:30.156]  It makes you reckless where you'll go shoot a whole school full of people or you'll commit suicide.
[00:14:30.216 --> 00:14:33.219]  It kills your inhibition and makes sure we're not threatened.
[00:14:33.239 --> 00:14:38.143]  They've done studies with Prozac or serotonin reuptake inhibitor users and cars.
[00:14:38.643 --> 00:14:40.485]  They'll just pull right out in front of you.
[00:14:42.694 --> 00:14:45.015]  They've had their inhibitions taken away.
[00:14:45.835 --> 00:14:48.297]  Sodium fluoride in all the major studies does the same thing.
[00:14:48.617 --> 00:14:53.079]  It's all about destroying your drive for self-preservation.
[00:14:53.279 --> 00:15:02.024]  Now, I want to just go over some of these articles and I want the guys to give us a document cam shot for PrisonPlanet.tv viewers so that they understand that this can all be pulled up.
[00:15:02.304 --> 00:15:03.465]  This is not my opinion.
[00:15:04.386 --> 00:15:19.097]  And remember, they're promoting and they're pushing in the media the hundreds of new vaccines that are really recombinant RNA virus systems that attack the brain and they're telling you it's cognitive enhancement.
[00:15:21.880 --> 00:15:24.482]  They want to make all of this mandatory.
[00:15:25.322 --> 00:15:31.127]  This on top of top Oxford bioethicists, they're the ones that write the codes and the ethics for the doctors.
[00:15:32.261 --> 00:15:34.765]  They're the ones in the last 20 years that have gotten rid of the Hippocratic Oath.
[00:15:34.785 --> 00:15:36.968]  They're the high priest over the medical system.
[00:15:38.223 --> 00:15:51.411]  Top bioethicist in the US, top bioethicist in England, New York Times, everybody reporting, I mean literally, I did a search on this last night, hundreds of articles telling you, hey, your problems are solved, we're going to put lithium in the water.
[00:15:51.751 --> 00:15:57.475]  And then you do tests of what's already being added under the name sodium fluoride, it's hundreds of chemicals, including lithium.
[00:15:57.915 --> 00:16:04.319]  See, we've been exposing them, and so now they're just coming out and saying, yeah, yeah, we're putting lithium in your water and it's good.
[00:16:06.753 --> 00:16:09.994]  And, in the next two hours, I shot this video last night.
[00:16:10.094 --> 00:16:13.135]  Rob Due is so concerned because he's seen all the documents.
[00:16:13.155 --> 00:16:14.976]  He volunteered to stay up all night.
[00:16:15.376 --> 00:16:16.156]  He hasn't left.
[00:16:16.856 --> 00:16:18.397]  He won't be done for about another hour.
[00:16:18.757 --> 00:16:25.639]  It's going to go up on YouTube, a special video titled, Media Pushes Brain-Eating Vaccines.
[00:16:26.679 --> 00:16:28.700]  Because that's what it is, in layman's terms.
[00:16:28.780 --> 00:16:31.741]  And it's a catchy term that will get the word out to everybody.
[00:16:32.577 --> 00:16:33.897]  And then it goes over all of this.
[00:16:34.037 --> 00:16:37.759]  Media promoting brain-eating vaccines.
[00:16:37.819 --> 00:16:40.499]  Media pushing brain-eating vaccines.
[00:16:41.620 --> 00:16:45.041]  And it goes through all of this in a detailed, focused fashion.
[00:16:46.801 --> 00:16:47.881]  I'm getting chills right now.
[00:16:49.082 --> 00:16:53.063]  Ladies and gentlemen, it's a normal response to become upset and agitated.
[00:16:53.283 --> 00:16:59.905]  You have that genetically in your code to defend your tribe, to defend your people, to be successful.
[00:17:01.075 --> 00:17:21.708]  And I just look at my darling little daughters and my son and their hearts are so full of goodness and they're so loving and they just have the light of creativity and the spirit of the universe in their eyes and I think about how the globalists openly want a genetic dictatorship where they literally reprogram your brain destructively
[00:17:23.616 --> 00:17:24.716]  And they're pushing this.
[00:17:25.697 --> 00:17:27.958]  It's worse than a science fiction nightmare movie.
[00:17:28.198 --> 00:17:35.840]  Imagine a science fiction movie 10-15 years ago where a secret government corporate program to incrementally lobotomize the public to make them servile.
[00:17:36.160 --> 00:17:37.261]  The chemicals aren't enough.
[00:17:37.301 --> 00:17:39.381]  We're a resilient, powerful species.
[00:17:39.661 --> 00:17:43.483]  Just like insects that get poisoned over and over again become resistant.
[00:17:43.763 --> 00:17:44.943]  We're becoming resistant.
[00:17:44.963 --> 00:17:46.744]  And the globalists even talk about that.
[00:17:47.304 --> 00:17:49.405]  How we're becoming resistant to all their poisons.
[00:17:49.745 --> 00:17:52.266]  So they want to irrevocably go in
[00:17:53.263 --> 00:17:54.504]  and attack the brain.
[00:17:57.486 --> 00:18:08.855]  This upsets me so bad that it's about 65 degrees in the studio and yesterday when I started talking about this on air at the end of the show I started sweating and turning red on air and it's happening right now because at a primitive level
[00:18:10.714 --> 00:18:13.576]  And I'm not calling for violence, but they are being violent towards us.
[00:18:13.616 --> 00:18:28.724]  They are attacking us with a creeping stealth kill system that's very hard to respond to because we're genetically designed to face a full frontal assault of a saber-toothed cat, or a grizzly bear, or a pack of wolves, or another tribe of humans trying to enslave us.
[00:18:31.025 --> 00:18:34.187]  Everything, you know, we're based around that and so it's very
[00:18:36.041 --> 00:18:41.643]  The enemy comes at us through stealth and through incrementalism and always sells it as if it's a good thing.
[00:18:41.884 --> 00:18:47.666]  When you watch these doctors and psychiatrists and bioethicists on television, they can't help but smirk and start laughing.
[00:18:47.686 --> 00:18:55.229]  It's like when Bill Gates on TED TV a few months ago said, yeah, we've got to cut carbon footprint and humans exhale carbon, so we've got to reduce that down.
[00:18:55.529 --> 00:18:57.770]  And he put the number zero up and everybody laughed.
[00:18:58.070 --> 00:19:08.697]  Because they're part of the little inside group laughing at the control freak nerve of power they're pressing on and their petty psyches of thinking about how they're in on the club of soft killing people.
[00:19:10.418 --> 00:19:12.179]  I mean, they are out in the open.
[00:19:14.100 --> 00:19:21.785]  And at a primitive level, at my basic core life preservation encoding,
[00:19:23.487 --> 00:19:26.550]  Extreme violence rises up in me when I focus on this.
[00:19:27.330 --> 00:19:29.312]  I mean, I'm seething right now, ladies and gentlemen.
[00:19:30.413 --> 00:19:31.594]  And that's a normal response.
[00:19:31.734 --> 00:19:37.219]  And when you read these documents, this is the exact propulsion system they want to remove.
[00:19:38.280 --> 00:19:40.562]  I mean, how do you think I can work up here many nights till midnight?
[00:19:42.711 --> 00:19:52.803]  Because I've got that drive to preserve the species, and it may in the long run hurt me physically, and they talk about that's how they're altruistically going to knock this out of us, but it doesn't matter.
[00:19:52.843 --> 00:19:54.545]  It's for the species I'm doing this.
[00:19:57.448 --> 00:19:58.390]  We're going to be right back, okay?
[00:19:58.410 --> 00:19:59.731]  I'm going to try to go over all this.
[00:19:59.771 --> 00:20:00.172]  Stay with us.
[00:20:02.199 --> 00:20:04.700]  David J. Smith for Newswatch Magazine.
[00:20:05.440 --> 00:20:09.522]  Did you know that it doesn't matter which political party occupies the White House?
[00:20:10.322 --> 00:20:15.804]  They have both been captured by those who are working for world government and the destruction of our Constitution.
[00:20:16.584 --> 00:20:25.808]  They believe that governments formed in the 18th and 19th centuries based upon constitutional rights of the people are now obsolete and need to be changed.
[00:20:26.588 --> 00:20:29.729]  That change will be to communism, socialism, fascism.
[00:20:30.429 --> 00:20:33.410]  A form of government that takes away all our rights.
[00:20:34.250 --> 00:20:42.272]  We'd like to help you understand why these things are happening and offer you an absolutely free one-year subscription to Newswatch Magazine.
[00:20:43.132 --> 00:20:44.592]  Just call our toll-free number 1-800-516-8736.
[00:20:51.178 --> 00:20:51.539]  That's 1-800-516-8736.
[00:20:51.579 --> 00:20:57.452]  Call now while operators are standing by to receive your call.
[00:21:01.917 --> 00:21:11.660]  Originally, we the people have entrusted government to be the guardians of currency, to ensure purity, content, weights and measures of gold and silver coins citizens would use for commerce.
[00:21:11.941 --> 00:21:17.983]  This reinstalled confidence after the demise of the fiat continental system, wisdom being lost with time.
[00:21:18.363 --> 00:21:27.206]  The government we once entrusted to protect from counterfeit has colluded with private business, creating the largest fiat counterfeiting scheme our country ever experienced.
[00:21:27.606 --> 00:21:36.509]  This is not only a transfer of power to an institution that is not accountable to our elected government, but has also caused the dollar to lose more than 90 cents of its original value.
[00:21:36.790 --> 00:21:41.371]  Now foreign governments are trying to divest themselves from this once world reserve currency.
[00:21:41.771 --> 00:21:42.952]  Hi, this is Ted Anderson.
[00:21:43.172 --> 00:21:45.693]  I'm offering a book that explains how the system works.
[00:21:45.973 --> 00:21:47.475]  Call me today at 800-686-2237.
[00:21:49.296 --> 00:21:53.120]  I will give you a silver dollar free just for purchasing the book.
[00:21:53.480 --> 00:21:54.181]  Call today at 800-686-2237.
[00:21:54.221 --> 00:21:54.561]  Again, that's 800-686-2237.
[00:22:02.028 --> 00:22:06.892]  The question is, where should the American people draw their line in the sand?
[00:22:06.992 --> 00:22:07.772]  What have we got?
[00:22:07.992 --> 00:22:10.114]  A republic or a monarchy?
[00:22:10.434 --> 00:22:11.175]  A republic.
[00:22:11.435 --> 00:22:14.017]  It's based on a constitution which protects minority rights.
[00:22:14.097 --> 00:22:15.998]  Not democracy, not mob rule.
[00:22:16.359 --> 00:22:18.260]  Two wolves and a sheep voting on what's for dinner.
[00:22:18.380 --> 00:22:19.661]  So they think they own our land?
[00:22:20.061 --> 00:22:21.182]  They think they own our water?
[00:22:21.382 --> 00:22:21.783]  Children?
[00:22:21.983 --> 00:22:22.763]  Our education?
[00:22:23.104 --> 00:22:23.724]  Our money?
[00:22:23.944 --> 00:22:27.587]  We have to define who we are and what we will tolerate.
[00:22:27.947 --> 00:22:31.612]  Somebody's going to ask you what you did during the Patriot Uprising.
[00:22:31.652 --> 00:22:32.614]  You'll be warned.
[00:22:32.914 --> 00:22:33.755]  We have the facts.
[00:22:33.935 --> 00:22:35.057]  We have the Constitution.
[00:22:35.117 --> 00:22:35.998]  We have the Bill of Rights.
[00:22:36.018 --> 00:22:36.859]  We have common law.
[00:22:36.899 --> 00:22:39.162]  Knowledge is power, ladies and gentlemen.
[00:22:39.423 --> 00:22:43.208]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[00:22:43.308 --> 00:22:48.094]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:22:48.254 --> 00:22:49.636]  A new tool in the Info War.
[00:22:49.756 --> 00:22:50.597]  Don't tread on me.
[00:22:50.837 --> 00:22:57.725]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:23:01.972 --> 00:23:11.297]  Nine years, thousands of clients worldwide, amazing results, and here's more proof of the effectiveness of how Heart and Body Extract supports good circulation and healthy arterial flow.
[00:23:11.497 --> 00:23:12.457]  My name is Crystal.
[00:23:12.818 --> 00:23:15.419]  I'm a 45-year-old and live in Houston, Texas.
[00:23:15.759 --> 00:23:19.381]  I was diagnosed with having mitral valve prolapse 10 years ago.
[00:23:19.721 --> 00:23:23.683]  My cardiologist said surgery and drugs was the only thing he could offer me.
[00:23:23.923 --> 00:23:28.329]  I ordered Heart and Body Extract in August 2006.
[00:23:28.649 --> 00:23:34.957]  When I first took my first 15 drops, I embraced the formula and could even feel the goodness of the formula starting to work.
[00:23:35.058 --> 00:23:38.682]  Clean, clear arteries are happy arteries after using Heart and Body Extract.
[00:23:38.882 --> 00:23:40.845]  Learn more at HBExtract.com.
[00:23:40.845 --> 00:23:41.125]  Call 866-295-5305.
[00:23:41.165 --> 00:23:41.986]  That's HBextract.com or call 866-295-5305.
[00:23:42.006 --> 00:23:44.268]  HBextract comes with a 100% ironclad money back guarantee.
[00:23:44.288 --> 00:23:48.651]  Details at HBextract.com or call 866-295-5305 for heart and body extract.
[00:24:09.045 --> 00:24:09.945]  So I want to be clear.
[00:24:10.266 --> 00:24:13.347]  They've been drugging our water and our food for more than 50 years.
[00:24:13.807 --> 00:24:14.947]  They're intensifying it.
[00:24:15.528 --> 00:24:24.912]  Now that we've been exposing them, and a lot of even mainstream news has been being critical of it, and it's coming out that there's sterilants in the plastics by design.
[00:24:26.232 --> 00:24:29.033]  The system's coming out and saying, yeah, we're doing this for your own good.
[00:24:29.454 --> 00:24:30.414]  Lithium in the water.
[00:24:30.934 --> 00:24:32.395]  Sterilants in the vaccines.
[00:24:33.996 --> 00:24:41.898]  In fact, in this Wired Magazine article today, Army's vaccine plan inject troops with gas-propelled electrocharged DNA.
[00:24:43.158 --> 00:24:48.099]  And it says, hundreds of vaccines to re-engineer the bodies and brains of troops.
[00:24:49.300 --> 00:24:52.961]  And it says, well, old vaccines have been causing sterility.
[00:24:54.121 --> 00:24:57.882]  They actually have a quote on the second page.
[00:24:59.108 --> 00:24:59.528]  I don't know.
[00:25:15.936 --> 00:25:32.851]  While they destroy the economy, while they rob us all blind, while they militarize the police, while they hire millions of private spies with the highest level security clearances to surveil everyone, all now admitted, legislation to secretly arrest and torture citizens at will, violent belligerence act.
[00:25:34.272 --> 00:25:35.493]  It's just all off the charts.
[00:25:36.053 --> 00:25:39.736]  And they do it with a loving, sweet, kind, good voice.
[00:25:41.198 --> 00:25:42.399]  As if it's their right
[00:25:43.968 --> 00:25:47.851]  To come out and say, we've got a new vaccine so you won't get upset anymore.
[00:25:48.651 --> 00:25:52.134]  And they say in these articles, the scientists say, everyone is mentally ill.
[00:25:52.674 --> 00:25:54.295]  Everyone's getting upset too much.
[00:25:54.455 --> 00:25:55.536]  Everyone's too stressed.
