[00:00:08.260 --> 00:00:09.301]  Welcome, ladies and gentlemen.
[00:15:27.132 --> 00:15:34.896]  Over three days last week, participants had to crawl on their bellies under real machine gun fire, shiny commando style.
[00:15:35.956 --> 00:15:41.501]  Shimmy commando style over a single rope, eye in the air, and march for more than 22 miles through the forest.
[00:15:41.941 --> 00:15:49.167]  But according to information received by the Patriot blog post, there's another aspect of the military exercise not reported by local media.
[00:15:49.527 --> 00:15:58.935]  This week I was contacted by a number of military personnel enlisted in officer's ranks who expressed concern about military exercises underway at Fort Knox, the U.S.
[00:15:59.455 --> 00:16:00.516]  Bullion Depository.
[00:16:01.017 --> 00:16:04.600]  As with most such exercises, the Fort Knox alert occurred in stages
[00:16:05.240 --> 00:16:09.946]  As if real-time intelligence was being provided to various intervals, writes Mark Alexander.
[00:16:10.326 --> 00:16:18.276]  Alexander cites an intel advisory issued on Friday, April 20, 2010, that identifies terrorist threat adversaries as local militia groups.
[00:16:18.336 --> 00:16:19.017]  That's confirmed.
[00:16:19.818 --> 00:16:21.940]  Anti-government protesters, Tea Party.
[00:16:21.960 --> 00:16:23.082]  And then we have...
[00:16:24.477 --> 00:16:25.138]  A link to that.
[00:16:25.859 --> 00:16:30.344]  In short, the military was training in Kentucky to take on mythical militias.
[00:16:31.005 --> 00:16:32.366]  And that's also going on in Illinois.
[00:16:32.687 --> 00:16:38.374]  No word if they were the FBI creative variety and remarkably the non-violent Tea Party movement.
[00:16:38.394 --> 00:16:43.460]  See, North Com and Homeland Security is meant to engage red-blooded Americans.
[00:16:46.215 --> 00:16:48.676]  We even have the military now talking about the scenario.
[00:16:49.396 --> 00:16:58.480]  It continues, anti-government health care protesters have stated that they would join the Tea Party as a sign of solidarity during a protest at Fort Knox.
[00:16:58.921 --> 00:17:04.163]  The Tea Party groups are armed, have combative training, and some are former military snipers.
[00:17:04.223 --> 00:17:08.045]  Some may have explosive training experience according to the Intel report.
[00:17:08.565 --> 00:17:10.666]  So this is what the military is being taught.
[00:17:11.586 --> 00:17:19.932]  And I told you over a year and a half ago they were training every police department for IED attacks, improvised explosive device attacks, by militias.
[00:17:20.833 --> 00:17:28.559]  And they're going to stage attacks, say the American people are doing it, and they're going to try to roll the military out nationwide to confiscate the guns, just like New Orleans.
[00:17:28.599 --> 00:17:30.560]  They are preparing for this.
[00:17:30.580 --> 00:17:31.921]  We've got to get the word out now.
[00:17:32.461 --> 00:17:35.744]  They'll blow up a few federal buildings, they'll kill some troops, and blame it on us.
[00:17:37.520 --> 00:17:45.622]  The Intel report updated Monday, the 26th of April 2010, noted that the rally at the militia compound occurred and viable threats have been made.
[00:17:45.962 --> 00:17:51.743]  Many members were extremely agitated at what they referred to as government intervention over taxation in their lives.
[00:17:52.403 --> 00:17:54.484]  We'll be right back with more of this.
[00:17:55.144 --> 00:17:58.305]  This is just more devastating information.
[00:17:58.345 --> 00:17:59.505]  I want Watson to do a boil-down.
[00:18:00.285 --> 00:18:03.246]  When you hear the words water purification, what comes to mind?
[00:18:05.998 --> 00:18:07.260]  This message is for you.
[00:18:07.560 --> 00:18:11.026]  Did you know that over 60% of municipal water contains fluoride?
[00:18:11.286 --> 00:18:12.829]  Add less than 2 cents per gallon.
[00:18:13.169 --> 00:18:16.254]  Berkey water filters purify treated and untreated water.
[00:18:16.454 --> 00:18:18.217]  Remove dangerous chlorine fluoride.
[00:18:20.282 --> 00:18:26.164]  These filters are powerful enough to purify stagnant pond water, making them perfect for rainwater collection systems.
[00:18:26.445 --> 00:18:30.946]  From the smallest to the largest systems, BigBerkyWaterFilters.com has what you need.
[00:18:31.286 --> 00:18:37.469]  With your system purchase, you'll receive a shower filter, a fluoride filter, or two sport Berky bottles absolutely free.
[00:18:37.729 --> 00:18:47.173]  BigBerkyWaterFilters.com would like to offer GCN listeners 5% off all ceramic filter systems and ship all orders over $50 free of charge.
[00:18:47.493 --> 00:18:49.734]  Visit BigBerkyWaterFilters.com
[00:18:50.034 --> 00:18:54.996]  That's BigBerkeyWaterFilters.com, or call 1-877-99-BERKEY.
[00:18:55.176 --> 00:18:59.517]  That's 1-877-99-B-E-R-K-E-Y today.
[00:19:00.298 --> 00:19:01.558]  Hi, this is Alex Jones.
[00:19:01.578 --> 00:19:06.940]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:19:07.160 --> 00:19:11.802]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[00:19:12.202 --> 00:19:17.224]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[00:19:17.751 --> 00:19:22.454]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:19:22.995 --> 00:19:24.916]  They call it a Survival Seed Bank.
[00:19:25.296 --> 00:19:29.900]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:19:30.100 --> 00:19:31.000]  And here's the best part.
[00:19:31.221 --> 00:19:33.983]  These seeds have not been genetically modified in any way.
[00:19:34.303 --> 00:19:37.605]  And you actually get enough seeds to plant a full acre crisis garden.
[00:19:37.925 --> 00:19:40.747]  So visit them today at survivalseedbank.com.
[00:19:41.108 --> 00:19:42.989]  That's survivalseedbank.com.
[00:19:43.329 --> 00:19:44.250]  Or give them a call at 877-327-0365.
[00:19:49.264 --> 00:19:51.589]  That's 877-327-0365.
[00:19:52.130 --> 00:19:56.639]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:19:56.960 --> 00:19:59.345]  This is Alex Jones for survivalseedbank.com.
[00:20:00.588 --> 00:20:02.270]  Oh, my sinuses!
[00:20:02.330 --> 00:20:04.211]  They feel like they'll explode!
[00:20:04.271 --> 00:20:04.952]  Sinus pressure.
[00:20:05.092 --> 00:20:06.773]  Sinus headaches that keep you up at night.
[00:20:06.853 --> 00:20:07.994]  You've struggled for years.
[00:20:08.114 --> 00:20:13.779]  You've tried everything to get relief, but your sinus distress just keeps coming back and robbing you of the healthy life you deserve.
[00:20:13.959 --> 00:20:14.559]  Sound familiar?
[00:20:14.719 --> 00:20:15.540]  Well, you're not alone.
[00:20:15.780 --> 00:20:19.243]  Statistics show that 37 million Americans suffer from sinus distress.
[00:20:19.423 --> 00:20:24.267]  Fact is, 67 products merely treat the symptoms and don't get to the cause of your sinus problem.
[00:20:24.467 --> 00:20:26.889]  Now there's a solution that's safe and doctor-recommended.
[00:20:27.109 --> 00:20:29.611]  Sinofresh homeopathic antiseptic nasal spray.
[00:20:29.771 --> 00:20:29.991]  It's the
[00:20:29.991 --> 00:20:34.835]  The only patent-protected nasal product that antiseptically eliminates the known causes of your sinusitis.
[00:20:35.095 --> 00:20:39.218]  No alcohol, no rebound congestion, no drug interactions, and easy to use.
[00:20:39.479 --> 00:20:41.360]  Don't go another day just treating symptoms.
[00:20:41.560 --> 00:20:46.204]  Take control of your sinus health now and get Sinofresh Homeopathic Antiseptic Nasal Spray.
[00:20:46.364 --> 00:20:47.745]  And get the relief you deserve.
[00:20:47.845 --> 00:20:49.927]  Go to BuySinofresh.com.
[00:20:50.067 --> 00:20:52.549]  That's B-U-Y Sinofresh.com.
[00:20:52.709 --> 00:20:53.050]  Or call 888-906-3636.
[00:20:53.070 --> 00:20:53.370]  Breathe easy.
[00:20:53.390 --> 00:20:53.930]  Breathe free.
[00:20:53.950 --> 00:20:54.731]  Get Sinofresh today.
[00:20:54.831 --> 00:20:55.151]  It works!
[00:21:04.497 --> 00:21:05.498]  This is so amazing.
[00:21:05.538 --> 00:21:11.603]  During the three-minute break, I'm reading over the actual intel documents from the U.S.
[00:21:11.803 --> 00:21:13.564]  Army, directly from the U.S.
[00:21:13.704 --> 00:21:18.288]  Army, posted on mainstream newspaper posts.
[00:21:18.408 --> 00:21:20.269]  This is mainstream news.
[00:21:20.870 --> 00:21:22.771]  Exercise, exercise, exercise.
[00:21:23.752 --> 00:21:29.776]  Taking on military, U.S., former military that's planning to kill U.S.
[00:21:29.816 --> 00:21:30.156]  troops.
[00:21:30.196 --> 00:21:33.578]  See, and this has been going on forever, but now it's intensifying.
[00:21:33.999 --> 00:21:35.820]  And they've got riot training, you name it.
[00:21:35.860 --> 00:21:37.921]  First, they train the troops to take on Muslims.
[00:21:38.381 --> 00:21:41.183]  And they also have some of that, the drills, guys wearing headdresses.
[00:21:42.964 --> 00:21:45.166]  But then they just shift over
[00:21:48.098 --> 00:21:51.959]  And they talk about the militias are drunk and that alcohol use fanned the flames.
[00:21:52.299 --> 00:21:58.841]  Many military-grade firearms were openly carried at the militia compound, former U.S.
[00:21:58.901 --> 00:21:59.821]  military involved.
[00:21:59.861 --> 00:22:00.942]  So, the U.S.
[00:22:01.022 --> 00:22:03.962]  military, this is the headline Watson needs to put up, or Curt needs to put up.
[00:22:04.443 --> 00:22:05.623]  This is confirmed.
[00:22:06.463 --> 00:22:13.125]  I mean, you know, Kurt is a professional journalist who's worked for major newspapers, and I love Kurt to death, but it shouldn't be, is the U.S.
[00:22:13.205 --> 00:22:15.066]  Army training to take on the Tea Party?
[00:22:15.506 --> 00:22:21.108]  It says they're training to take on the Tea Party and the militias in the documents right here.
[00:22:23.120 --> 00:22:23.580]  I don't even know.
[00:22:24.201 --> 00:22:31.388]  I want to have Dr. Bob Bowman on about other issues, but I pretty much... I'm going to get him to talk about this because, I mean, this is a subject we've got to talk about now.
[00:22:31.909 --> 00:22:34.171]  Folks, it's just... it's happening so fast.
[00:22:34.491 --> 00:22:35.932]  It's happening so furious.
[00:22:37.354 --> 00:22:43.219]  For presentplanet.tv viewers, we'll pull the article up on screen for people where we have these documents saved.
[00:22:44.147 --> 00:22:49.230]  And you can go read these for yourself, dated April 23rd and April 26th.
[00:22:49.311 --> 00:22:54.374]  Some of this was just going on three, four days ago, and this is just disgusting.
[00:22:55.074 --> 00:22:59.698]  And I'm reading this, that militias are going to attack the Fort Knox Gold Depository.
[00:23:00.038 --> 00:23:02.479]  Give me a stinking break.
[00:23:03.380 --> 00:23:05.101]  I mean, is there no end to this?
[00:23:05.161 --> 00:23:09.744]  That's why you've got to get Police State 4, The Rise of FEMA on DVD.
[00:23:11.064 --> 00:23:17.173]  And make copies and get out to everyone you know because we show how they're staging the terror, how they're brainwashing the military.
[00:23:17.714 --> 00:23:24.765]  We have military commanders on admitting they were doing gun confiscation drills in Iowa, practicing going door-to-door to take the guns!
[00:23:25.876 --> 00:23:28.337]  I mean, they're training to take our guns.
[00:23:28.517 --> 00:23:29.937]  They're saying we're terrorists.
[00:23:29.957 --> 00:23:34.938]  They're training the Boy Scouts and the New York Times reports to, quote, take on disgruntled veterans.
[00:23:35.138 --> 00:23:41.860]  We have the MIAC and Homeland Security reports, where they admitted over a year ago that the main target of Homeland Security is the American people.
[00:23:42.080 --> 00:23:47.282]  And then last week, the head of the FBI said, yes, we're shifting from Muslims to the American people.
[00:23:47.802 --> 00:23:50.262]  And the Muslim threat is fake to a certain extent.
[00:23:50.522 --> 00:23:51.903]  This is completely fake.
[00:23:52.663 --> 00:23:57.766]  And they're staging these events and building it up to use the military against us.
[00:23:58.106 --> 00:24:01.168]  And large portions of the military are already illegal aliens they've hired.
[00:24:01.188 --> 00:24:06.111]  Obama rallied with a bunch of illegal alien troops that they were legalizing last week.
[00:24:06.531 --> 00:24:08.532]  I mean, we are in so much trouble.
[00:24:08.612 --> 00:24:12.434]  I just can't even believe how sickening all of this is getting.
[00:24:13.114 --> 00:24:13.875]  The demonstration
[00:24:15.834 --> 00:24:18.415]  Did not happen due to federal and local law enforcement influence.
[00:24:18.435 --> 00:24:20.836]  So they're saying they went in and stopped the demonstration.
[00:24:21.296 --> 00:24:25.377]  Possible raid on local white supremacist organization may have been made in the last 48 hours.
[00:24:25.838 --> 00:24:32.060]  And see, they talk about white supremacists and they say Tea Party organizers stated that they will protest at the Gold Vault.
[00:24:32.620 --> 00:24:33.441]  At a future date.
[00:24:33.781 --> 00:24:36.704]  And then it talks about tracking the Tea Parties, tracking the militias.
[00:24:36.965 --> 00:24:38.927]  How they've got infiltrator groups in there.
[00:24:39.167 --> 00:24:42.470]  How the Army's working with federal and local law enforcement organizations.
[00:24:42.931 --> 00:24:45.694]  As these groups are armed and have combative training.
[00:24:46.154 --> 00:24:47.956]  And some are former military snipers.
[00:24:48.236 --> 00:24:50.318]  Some have made explosives training experience.
