[00:00:01.090 --> 00:00:01.911]  You want answers?
[00:06:18.097 --> 00:06:20.239]  There's a quarantine and you can't feed yourself.
[00:06:20.400 --> 00:06:22.922]  Will you go to the gathering center and be immunized?
[00:06:23.123 --> 00:06:26.326]  You wipe out all these problems if you have a good food supply.
[00:06:26.707 --> 00:06:30.211]  Food is your ammunition to fight for your freedom and your life.
[00:06:30.531 --> 00:06:31.532]  How much will you need?
[00:06:31.773 --> 00:06:32.373]  We don't know.
[00:06:32.654 --> 00:06:33.575]  How much do you want?
[00:06:33.775 --> 00:06:34.496]  All you can get.
[00:06:34.516 --> 00:06:35.497]  I'm Alex Jones.
[00:06:35.777 --> 00:06:38.540]  I want all of you good guys to live to fight another day.
[00:06:38.821 --> 00:06:40.583]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:06:40.603 --> 00:06:41.524]  Again, that number 1-800-409-5633.
[00:06:51.482 --> 00:06:52.482]  What's your home worth?
[00:06:52.642 --> 00:06:54.583]  How can you compare local real estate agents?
[00:06:54.763 --> 00:06:57.504]  And how do you get MLS listings for the entire country?
[00:06:57.804 --> 00:07:05.326]  If you're thinking of buying a home to take advantage of a tax credit or selling your house, you first need to see an incredible website called HomeGain.com.
[00:07:05.506 --> 00:07:08.947]  HomeGain.com will help you find a realtor to buy or sell a home.
[00:07:09.167 --> 00:07:11.289]  It's so easy, and best of all, it's free.
[00:07:11.629 --> 00:07:19.696]  At HomeGain.com, you can compare realtors anonymously, receive customized proposals, see consumer reviews, then select the best realtor for you.
[00:07:19.896 --> 00:07:25.481]  Go to HomeGain.com and get an instant home value estimate, view comparable homes, and check out street views.
[00:07:25.761 --> 00:07:35.409]  HomeGain.com has an A-plus rating with the Better Business Bureau and contains a wealth of information, like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[00:07:35.649 --> 00:07:38.731]  See the top 12 home improvements right now at HomeGain.com.
[00:07:38.812 --> 00:07:41.654]  That's H-O-M-E-G-A-I-N dot com.
[00:07:41.794 --> 00:07:49.940]  Look for Max, the Orange Home Gain Gorilla, to help you find a realtor or with any other real estate needs you might have at HomeGain.com, your real estate connection.
[00:07:53.403 --> 00:07:59.428]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:00.028 --> 00:08:03.011]  It's Alex Jones and the GCN Radio Network.
[00:08:04.778 --> 00:08:08.062]  Debra Medina is our guest, ladies and gentlemen.
[00:08:08.222 --> 00:08:10.805]  She's been in the first big Republican debate.
[00:08:11.125 --> 00:08:12.186]  Hands down, won it.
[00:08:12.246 --> 00:08:13.588]  Many newspapers are saying that.
[00:08:13.608 --> 00:08:20.075]  The grassroots that I've been monitoring is conclusively saying that they want to know more about Debra Medina.
[00:08:20.655 --> 00:08:23.719]  But the first big issue, we have an article at to infowars.com
[00:08:25.701 --> 00:08:28.744]  Governor candidate Debra Medina excluded from televised debate.
[00:08:29.184 --> 00:08:36.812]  The next key debate coming up January 29th, right before the key primary, right before voters really make their decision.
[00:08:37.512 --> 00:08:43.158]  And with your incredible showing last night, your poll numbers going up even higher, they need to put you in there.
[00:08:43.198 --> 00:08:48.503]  But I've read that Beelow, the big globalist corporation that owns a lot of the TV stations and Dallas Morning News,
[00:08:49.184 --> 00:08:56.226]  They're saying not only do you have to have 15%, you've got to be able, in the past, to have held a comparable political position.
[00:08:56.707 --> 00:08:57.867]  So you should have been a U.S.
[00:08:57.887 --> 00:09:02.008]  Senator or a Texas Governor or a Lieutenant Governor to be able to be on the same stage.
[00:09:02.508 --> 00:09:07.970]  By that yardstick, only super high-powered politicians can be in debates.
[00:09:08.010 --> 00:09:12.492]  I mean, they're really, as they see the revolution of awakening back to the Constitution happening,
[00:09:13.112 --> 00:09:16.396]  They are bringing out a new standard that no one can get over.
[00:09:16.656 --> 00:09:17.818]  You can't just be a mayor.
[00:09:18.158 --> 00:09:21.142]  You can't be a state representative and be in a debate now for governor.
[00:09:21.462 --> 00:09:24.246]  You have to have been a former governor or U.S.
[00:09:24.326 --> 00:09:24.706]  senator.
[00:09:26.273 --> 00:09:27.874]  This is clearly discriminatory.
[00:09:28.074 --> 00:09:30.435]  People need to boycott Velo if they don't change this.
[00:09:30.635 --> 00:09:31.855]  Dump the Dallas Morning News.
[00:09:32.215 --> 00:09:36.717]  They need to look at their past policies because they're doing a quasi-public thing.
[00:09:36.737 --> 00:09:40.618]  They're acting like it's a public debate, but really they're skewing it.
[00:09:41.139 --> 00:09:44.380]  Or people need to boycott this debate and call for other real debates.
[00:09:44.700 --> 00:09:49.882]  Deborah Medina, running for governor here in Texas, give us your breakdown on this.
[00:09:50.663 --> 00:10:05.809]  Well, I think, you know, we've talked about this political royal class in America, and this is more evidence that at least the political establishment and those that support them seem to have an agenda to further that.
[00:10:05.950 --> 00:10:09.751]  I hope that we'll use the free market to put pressure on below.
[00:10:10.431 --> 00:10:16.254]  I know that there are supporters out there talking with their advertisers and clearly making it known to them that
[00:10:16.727 --> 00:10:18.549]  They want this debate to happen in Texas.
[00:10:18.569 --> 00:10:27.916]  They want all three candidates to be heard from, and we need another opportunity to see all three of us on stage and allow the voter to make a choice in the next election.
[00:10:28.056 --> 00:10:37.764]  So people can help us out by calling BELO and letting them know about that, but also by calling their advertisers and their customer base and letting them know.
[00:10:37.825 --> 00:10:41.367]  And then help us out by visiting MedinaForTexas.com.
[00:10:42.239 --> 00:10:50.381]  Well, Debra, I mean, looking at this, it's so outrageous to read the policy, the new policy of BELO, that you have to have 15% in the polls, and on top of it,
[00:11:02.856 --> 00:11:23.816]  You have to, and before it was 15% in the polls, in the final debate between Republicans and Democrats and third parties, and that was at the national level, and they only brought that policy in the last eight years, more restrictive than what was there previously, but to now in a primary debate say, not only do you have to have 15%, you've got to hold comparable
[00:11:25.758 --> 00:11:53.556]  Public status so you would have had to be a governor from another state or a US senator to be able to be on that stage that is an impossible hurdle that on its face is fraud I mean this is they must be scared to death of the grassroots and now they might just come right out and ban third parties or ban candidates from higher office if you weren't already in higher office I mean how will people get into higher office if you have to first be in the highest level of executive office I mean this isn't
[00:11:53.956 --> 00:11:54.837]  This is outrageous!
[00:11:54.937 --> 00:11:57.959]  Well, and it's just totally ignoring even the candidacy.
[00:11:57.979 --> 00:12:03.904]  You know, the rest of the media all over Texas, and certainly the grassroots, is abuzz with what happened in that debate last night.
[00:12:04.284 --> 00:12:13.571]  And yet, when you read the Dallas Morning News and their report of the debate, they kind of leave Debra Medina out, almost as though I wasn't on stage.
[00:12:13.651 --> 00:12:17.574]  It's like, were you even at the same debate the rest of Texas was watching?
[00:12:17.614 --> 00:12:21.157]  Because to read their report, they don't
[00:12:21.690 --> 00:12:28.571]  They don't address the Debra Medina factor at all, and I guess clearly that's where the establishment would like to see.
[00:12:28.611 --> 00:12:30.772]  They don't want people rising up.
[00:12:30.812 --> 00:12:45.515]  They want us to be worker bees serving that political class, but not out here producing on our own and being independent and enjoying the liberty that our founders put into that Constitution.
[00:12:46.417 --> 00:12:53.701]  They set this nation up so that we can enjoy that freedom and prosperity that's God-given life, liberty, property.
[00:12:53.721 --> 00:12:55.242]  That's not yours to give.
[00:12:55.302 --> 00:12:57.664]  It was given to us by the Creator.
[00:12:57.784 --> 00:13:10.011]  It's yours to protect and preserve, and the Constitution gives us the way, gives us the blueprint by which to do that, and yet we've got just exactly what our Founders knew we were going to have, this abuse,
[00:13:13.828 --> 00:13:26.174]  Well, Perry's one talking point was that you and Kay Bailey Hutchinson hate Texas and are saying Texas is bad when you're trying to save what Texas is.
[00:13:26.494 --> 00:13:33.637]  It's Perry that masquerades as a conservative, and Kay Bailey Hutchinson is even worse, if that's possible, from Washington.
[00:13:34.617 --> 00:13:42.342]  And they have brought in, conservatively, a $400 million looting deal to grab 8,000 miles of existing roads and put toll roads on them.
[00:13:42.542 --> 00:13:46.105]  They're both involved, up to their eyeballs in it, though they now try to deny that.
[00:13:46.185 --> 00:13:47.225]  It's on record they are.
[00:13:48.046 --> 00:13:48.446]  They are.
[00:13:49.187 --> 00:13:52.169]  Texas has passed all these new districts for taxing.
[00:13:52.829 --> 00:13:58.012]  Every few months, a new bureaucrat shows up and tells me about some new tax that my little office has to pay.
[00:13:58.953 --> 00:14:03.236]  We are turning into California or New York or Illinois or something.
[00:14:03.556 --> 00:14:07.921]  Texas does have people flooding to it, because it's not as bad as other states, but not for long.
[00:14:08.622 --> 00:14:22.778]  I mean, you're trying to save Texas as a haven of low taxes and low regulation, and we know what K-Baby and Mr. Hairspray, Pretty Hair, Twinkle Toes, Perry is going to do, and for him to try to spin it,
[00:14:23.819 --> 00:14:25.980]  That you're bad-mouthing Texas.
[00:14:26.040 --> 00:14:28.562]  It's just more fraud from this guy.
[00:14:28.822 --> 00:14:31.143]  The sales taxes keep going up.
[00:14:31.263 --> 00:14:35.205]  The property taxes keep going up, even as housing prices go down.
[00:14:35.766 --> 00:14:38.527]  Can you speak to what you would do as governor to the tax system?
[00:14:39.107 --> 00:14:41.188]  Well, we've got to eliminate property tax.
[00:14:42.309 --> 00:14:42.929]  Eliminate!
[00:14:43.390 --> 00:14:45.291]  We didn't have it before and built this country.
[00:14:45.411 --> 00:14:46.331]  Eliminate it!
[00:14:46.611 --> 00:14:48.272]  It's a tax on your property.
[00:14:48.332 --> 00:14:48.832]  It's rent.
[00:14:49.072 --> 00:14:51.694]  You don't really own your property, the founders said, if you have a property tax.
[00:14:52.244 --> 00:14:53.665]  We've got to eliminate property tax.
[00:14:53.685 --> 00:14:57.367]  We've got to recognize that we do need some essential government services.
[00:14:57.407 --> 00:15:02.690]  There are some things that cities and counties and the state government need to do, and clearly they need funds for that.
[00:15:02.770 --> 00:15:11.614]  But the best way to raise that money, the taxing method that causes the least drag on a free and prosperous economy is a sales tax.
[00:15:11.654 --> 00:15:12.895]  We need to broaden the base.
[00:15:13.507 --> 00:15:13.847]  I think so.
[00:15:36.311 --> 00:15:41.095]  We've got to do that, but I think that the Governor, you know, he'd like to paint this really rosy picture.
[00:15:41.155 --> 00:15:50.743]  I guess as a registered nurse, my job wasn't to look at how healthy I would like for you to be, but to deal with the reality of what your clinical conditions and signs are.
[00:15:51.163 --> 00:15:55.967]  And the reality of the economic condition here in Texas isn't near as rosy as he'd like to paint it.
[00:15:56.497 --> 00:15:58.639]  I certainly am not about tearing Texas down.
[00:15:58.699 --> 00:16:09.548]  I'm about being a realist and looking at, objectively, where we are, figuring out what's hindering us, and getting us on the path to that freedom and prosperity that we ought to be enjoying.
[00:16:09.968 --> 00:16:16.734]  When you are having jobs in the public sector and boasting about employment numbers going up,
[00:16:17.679 --> 00:16:19.701]  That is a bold-faced lie.
[00:16:19.761 --> 00:16:22.883]  You are creating more of a burden on the private sector.
[00:16:22.903 --> 00:16:28.708]  We've added 156,000 jobs in the public sector in the last four years.
[00:16:29.168 --> 00:16:36.974]  He's boasting about adding 142,000 to the Texas economy in the last four years, but all of those have been in the public sector.
[00:16:37.014 --> 00:16:39.896]  We've lost 14,000 jobs in the private sector.
[00:16:39.936 --> 00:16:41.057]  That's not job growth.
[00:16:42.640 --> 00:16:43.240]  Absolutely.
[00:16:43.260 --> 00:16:50.945]  So for those that don't understand, Texas is becoming like Massachusetts or New York, and Perry's saying in his doublespeak, that's a great thing.
[00:16:51.505 --> 00:16:55.087]  Debra Medina's saying, no, go back the way Texas was.
[00:16:55.187 --> 00:16:57.249]  Make Texas great again.
[00:16:58.129 --> 00:17:00.190]  They're trying to raise the Texas gas tax.
[00:17:00.210 --> 00:17:02.532]  They're trying to do everything right now.
[00:17:03.092 --> 00:17:04.813]  We have got to block this.
[00:17:04.893 --> 00:17:07.114]  I mean, the economy is imploding in this state.
[00:17:07.515 --> 00:17:13.378]  Not as bad as other states, because we haven't had the blight of big government as much as other states.
[00:17:13.738 --> 00:17:19.062]  That's why people are running to Texas right now, running away from big government.
[00:17:19.102 --> 00:17:20.422]  Debra, I want to play a clip of you
[00:17:21.784 --> 00:17:22.644]  Alex, let me jump in.
[00:17:22.745 --> 00:17:25.948]  Not as bad as other states, because they overtaxed us a few years ago.
[00:17:26.028 --> 00:17:31.554]  Remember, he built up that rainy day fund to $20 billion because he was overtaxing Texans.
[00:17:32.375 --> 00:17:35.939]  Anybody that's sitting on that kind of profit can weather a storm.
[00:17:35.979 --> 00:17:43.167]  That's why Texas is weathering the storm, because the governor and the legislature allowed those taxes to be overcollected in prior years.
[00:17:45.425 --> 00:17:47.727]  Absolutely, and most of them have their hands in the till.
[00:17:47.787 --> 00:17:51.609]  Now, I want to play a clip of you confronting Perry during the debate.
[00:17:51.649 --> 00:17:59.374]  Again, you were always bringing up issues, they were bringing up lots of feel-good propaganda, and having a catfight between themselves, the two ninnies.
[00:17:59.634 --> 00:18:00.135]  Here it is.
[00:18:02.736 --> 00:18:07.720]  You were a Democrat before you were a Republican, having worked for Al Gore as his campaign manager.
[00:18:08.500 --> 00:18:11.102]  You've broken promises on education,
[00:18:12.310 --> 00:18:15.173]  Securing our border and property tax reform.
[00:18:15.953 --> 00:18:20.077]  You failed to listen to Texans on issues like the Trans-Texas Corridor.
[00:18:20.958 --> 00:18:26.023]  What evidence can you give we Texans that you'll keep your word this time around?
[00:18:27.455 --> 00:18:27.595]  Ms.
[00:18:27.615 --> 00:18:36.117]  Medina, I made the same decision that Ronald Reagan made back in his life, that the Republican Party was the party that I wanted to be associated with.
[00:18:36.737 --> 00:18:39.177]  And I'm glad I did, and I'm glad he did.
[00:18:39.617 --> 00:18:43.198]  And I'm glad to be a part of the party that Ronald Reagan came to.
[00:18:43.858 --> 00:18:51.660]  From the standpoint of putting our promises in place, I promised that I would do everything that I could to make this state a place where people were proud to live.
[00:18:52.260 --> 00:18:53.201]  And I think we've done that.
[00:18:53.542 --> 00:19:12.499]  When you look at what we have created in this state over the last eight years, when you look at walking into a budget deficit of $10 billion in 2003, cutting that budget, reducing the taxes, the tort reform that we passed, I will tell you that doctors all across this state are really proud of what we've been able to do.
[00:19:12.519 --> 00:19:13.300]  Thank you, Governor.
[00:19:13.340 --> 00:19:17.404]  People are proud to live in Texas and live in a state where they can keep more of what they work for.
[00:19:17.987 --> 00:19:18.748]  Can I respond?
[00:19:19.249 --> 00:19:20.450]  Very briefly, please.
[00:19:20.510 --> 00:19:33.987]  You know, you talk about the great economic state that we're in, but the reality is Texas' own consolidated annual financial report shows under your leadership our debts tripled, and per capita taxation has gone up 49%.
[00:19:36.676 --> 00:19:39.797]  That's painting a rosy picture that doesn't exist.
[00:19:39.937 --> 00:19:45.958]  Texans are suffering because Texas is marching right down the same path that California did.
[00:19:45.998 --> 00:19:49.559]  If we don't change our course, we're going to find ourselves there.
[00:19:49.579 --> 00:19:49.999]  Thank you.
[00:19:50.019 --> 00:19:50.059]  Ms.
[00:19:50.079 --> 00:19:50.299]  Medina.
[00:19:50.439 --> 00:19:51.319]  Unbelievably good.
[00:19:52.159 --> 00:19:57.360]  Again, she had actual government numbers, something that these politicians never give the public.
[00:19:57.580 --> 00:19:59.801]  She was giving you the real numbers.
[00:19:59.861 --> 00:20:01.021]  Incredible, Debra Medina.
[00:20:01.041 --> 00:20:03.162]  That's why you need to be the next governor.
[00:20:03.262 --> 00:20:04.642]  I think you and I read the Texas...
[00:20:05.396 --> 00:20:07.257]  Consolidated Annual Financial Report.
[00:20:07.297 --> 00:20:09.758]  I'm not sure either Kay or Rick have ever looked at that.
[00:20:09.778 --> 00:20:16.040]  You can't be an executive and not know what the financial condition of your organization is.
[00:20:16.261 --> 00:20:17.241]  Texans deserve
[00:20:17.708 --> 00:20:24.491]  An accurate, honest, annual financial report from our CEO, that's the governor, and he's failed to do that time and time again.
[00:20:24.751 --> 00:20:32.734]  And he got upset when you brought that up because no one, ten years ago when I first started exposing this with Walter Burien and made a film about it, no one knew about these.
[00:20:33.034 --> 00:20:35.796]  That's the real set of books, not the budget.
[00:20:35.836 --> 00:20:38.137]  The budget is the fake thing they push.
[00:20:38.417 --> 00:20:40.538]  And boy, you broke a big taboo.
[00:20:40.818 --> 00:20:43.759]  He got upset when you mentioned that little secret name.
[00:20:44.707 --> 00:20:45.868]  Well, I'm going to keep doing that.
[00:20:45.928 --> 00:20:51.732]  In fact, I carry it with me most everywhere I go, and if they'd let me have some notes on stage last night, I'd have it in my hand.
[00:20:52.833 --> 00:20:55.154]  It is dog-eared and being used up.
[00:20:55.234 --> 00:21:03.360]  I'm waiting for the newest one to come out so that we can kind of look at where we are, but certainly we've seen the assets of Texas dwindle.
[00:21:04.061 --> 00:21:08.604]  They have not been well-managed, and we're going to keep reporting that to people.
[00:21:08.624 --> 00:21:09.564]  I think we all know it.
[00:21:09.625 --> 00:21:12.106]  Intuitively, we know something's not right here.
[00:21:12.166 --> 00:21:14.428]  Things are not economically as healthy as
[00:21:14.966 --> 00:21:19.047]  The governor paints, you know, the picture that he paints.
[00:21:19.528 --> 00:21:21.368]  We also ought to be pushing Texas.
[00:21:21.388 --> 00:21:29.791]  I've been pushing Texas to call a special session and nullify health care, but we also ought to be pushing the state government to cut spending right now.
[00:21:29.811 --> 00:21:33.572]  We've seen tremendous declines in the sales tax revenues.
[00:21:33.933 --> 00:21:37.554]  The amount of money that they predicted they would have to spend is not going to come in.
[00:21:37.574 --> 00:21:40.115]  We already know we're going to be facing a huge hole in 2011.
[00:21:41.621 --> 00:21:45.922]  Debra, shifting gears in the time we have left, we're going to get you in studio for a full hour in the near future.
[00:21:45.962 --> 00:21:48.163]  You're gracious enough to spend that time with us.
[00:22:13.709 --> 00:22:31.206]  If you could become governor, and it will then be a beacon to other states, Texas leads the nation, California leads the nation in collapse, Texas leads the nation in revival, historically, financially, as Texas goes, the rest of the nation goes, that's been said for over 60 years.
[00:22:32.921 --> 00:22:44.672]  That if you can win in Texas, then in other gubernatorial races coming up, other in-the-fetters, true patriots, true libertarians, true constitutionalists will have even bigger shots.
[00:22:44.732 --> 00:22:50.237]  That's why this race is so important to the rest of the country, because it's a bellwether.
[00:22:50.497 --> 00:22:56.403]  And just briefly, if you became governor, you're saying, and other attorney generals are already saying this in other states,
[00:22:57.023 --> 00:22:59.085]  Block the government takeover of health care.
[00:22:59.545 --> 00:23:01.086]  Block the NAFTA takeover.
[00:23:02.287 --> 00:23:03.448]  Really secure our border.
[00:23:03.929 --> 00:23:06.651]  I mean, governors have such incredible constitutional power.
[00:23:06.951 --> 00:23:15.478]  Briefly, what will you do through Texas on the national stage to block the globalist takeover if you become governor?
[00:23:18.364 --> 00:23:24.625]  Starting now, talking to people about legislators, about getting us the legislation we need to secure private property ownership.
[00:23:24.665 --> 00:23:27.606]  But at the federal level, boy, we've got to stop health care.
[00:23:27.666 --> 00:23:32.787]  Not one bit of that new nationalization of federal health care ought to be coming into Texas.
[00:23:33.227 --> 00:23:36.668]  I think we're going to see cap-and-trade come at us through the EPA.
[00:23:36.728 --> 00:23:42.629]  I don't know that they're actually going to get the bill through the Congress, but the EPA is going to try to implement that anyway.
[00:23:42.769 --> 00:23:44.630]  It kills industry.
[00:23:44.710 --> 00:23:46.390]  It kills all industry in Texas.
[00:23:46.866 --> 00:23:51.472]  We have got to get the Attorney General fighting on the behalf of Texas against the EPA.
[00:23:51.532 --> 00:23:54.235]  The Governor ought to be interposing against the EPA.
[00:23:54.696 --> 00:23:58.060]  We have a Texas, the TCEQ here in Texas that's not
[00:23:58.536 --> 00:24:00.639]  Maybe doing what it should and all that it should.
[00:24:00.679 --> 00:24:02.461]  It's kind of been the puppet of the EPA.
[00:24:02.781 --> 00:24:12.833]  We need to re-look at the role of that agency and say, you know, Texas is going to take a critical look at where and if we need to be regulating industry and everywhere else we're going to get out.
[00:24:12.853 --> 00:24:16.978]  We're not going to allow the EPA to set the tune that we dance to here.
[00:24:17.665 --> 00:24:23.513]  Push them out of that and let energy, ag, and other industry here in Texas produce like it needs to.
[00:24:23.593 --> 00:24:35.429]  That's going to send a real message all over the country and kind of restore to America that manufacturing base that we once had and allow people to get back to that healthy, prosperous economy.
[00:24:37.113 --> 00:24:43.715]  Well, you're an intelligent lady, you're a constitutionalist, people are really resonating with your message.
[00:24:43.815 --> 00:24:55.338]  And I just want to say again, regardless if you win or not, we all win because you've now injected real issues, and we're now growing the grassroots across the country, just like with what happened with Ron Paul.
