[00:00:00.209 --> 00:00:01.251]  Mainstream media.
[00:13:18.980 --> 00:13:26.668]  I mean, the government here now, the new government of Cameron, saying, oh, we must slow down immigration into Britain, but they don't say immigration.
[00:13:27.449 --> 00:13:43.964]  They say non-EU immigration because they have absolutely no power whatsoever because of the European Union laws now and the giving away of sovereignty to stop anybody coming in from the European Union into Britain.
[00:13:43.984 --> 00:13:45.785]  And that's exactly the position they want.
[00:13:45.805 --> 00:13:47.487]  They're doing the same in America, of course.
[00:13:48.167 --> 00:14:06.213]  Listeners to this program will well know, and so anyone that challenges this, in America for instance, they're called racist and they're targeted by the federal government, as we're seeing in some states of America have tried to make a stand on this, and it's all orchestrated to break down and destroy
[00:14:06.933 --> 00:14:13.176]  A sense of what is America, of what is Britain, of what is all these countries that are targeted.
[00:14:13.256 --> 00:14:16.097]  And like I say, this is not an attack on what we call immigrants.
[00:14:16.117 --> 00:14:17.118]  It's absolutely not.
[00:14:17.498 --> 00:14:21.860]  Because they are as much pawns in this game as anybody else.
[00:14:25.021 --> 00:14:25.722]  Absolutely.
[00:14:25.782 --> 00:14:26.482]  I mean, it's simple.
[00:14:26.542 --> 00:14:31.565]  Whatever the globalists are for, whatever they're really promoting in their councils, we've got to be against.
[00:14:31.885 --> 00:14:36.668]  If they're against disarming us, it doesn't mean there aren't some accidents and problems with having an armed society.
[00:14:36.908 --> 00:14:37.989]  We've still got to be for it.
[00:14:39.030 --> 00:14:42.232]  If they're trying to socialize health care, you get the legislation.
[00:14:43.152 --> 00:14:46.275]  It's a eugenics takeover, lowering the quality, raising taxes.
[00:14:46.315 --> 00:14:47.215]  We've got to be against it.
[00:14:47.916 --> 00:14:49.117]  They want to launch a new war.
[00:14:49.217 --> 00:14:50.138]  We've got to be against it.
[00:14:50.418 --> 00:14:51.399]  They want open borders.
[00:14:51.439 --> 00:14:52.359]  We've got to be against it.
[00:14:52.379 --> 00:14:53.400]  I mean, it's very simple.
[00:14:53.680 --> 00:15:01.126]  We know these are evil, anti-human, anti-freedom people, and we must stand against everything they stand for.
[00:15:01.347 --> 00:15:08.852]  Now, we can intellectualize and then always go down the road and look at why that's the case, but their interests are not the interest of free humanity.
[00:15:09.033 --> 00:15:10.414]  So it's very elementary for me.
[00:15:11.515 --> 00:15:12.816]  That's a very, very good point.
[00:15:14.697 --> 00:15:15.658]  Let's get it real straight.
[00:15:15.918 --> 00:15:22.562]  These people not only don't care about us, they are antagonistic towards us.
[00:15:22.922 --> 00:15:28.586]  They want to destroy the human race and bring it under the heel of their global fascist dictatorship.
[00:15:28.826 --> 00:15:38.091]  They want to irrevocably change what humans are in our society, the family, everything, to we are just empty biological androids and their words that they program.
[00:15:38.291 --> 00:15:39.832]  This is the end of humanity.
[00:15:40.032 --> 00:15:46.615]  This is the extinction of humanity is their stated goal in every document I've got by their transhumanist futurist.
[00:15:46.856 --> 00:15:49.097]  These are human hating scum.
[00:15:50.752 --> 00:15:51.953]  This is what we're dealing with.
[00:15:52.153 --> 00:15:56.856]  And therefore, as you quite rightly say, if they're for it, then it's bad for the human race.
[00:15:56.876 --> 00:16:02.940]  And we've got to be a bit more kind of streetwise about this and not see everything.
[00:16:03.641 --> 00:16:04.121]  I don't know.
[00:16:24.652 --> 00:16:26.793]  That's at the heart of what's happening now.
[00:16:27.113 --> 00:16:36.915]  The question should be, why do the people who have a deep hatred for humanity, why do they want to disarm the American population?
[00:16:36.995 --> 00:16:39.116]  Now, that's the key thing we ought to be looking at.
[00:16:39.556 --> 00:16:42.657]  We can have these debates about this and immigration.
[00:16:42.697 --> 00:16:46.278]  The question is, why does the cabal want to do it?
[00:16:47.578 --> 00:17:05.472]  And the answer is always because it advances their agenda towards the global fascist dictatorship in which, as you rightly say, it won't just be an economic dictatorship, a political dictatorship, we're talking about a genetic dictatorship where they will not only own our bodies and have
[00:17:07.533 --> 00:17:09.794]  Literally lawful ownership on our bodies.
[00:17:09.834 --> 00:17:10.774]  That's where they're going.
[00:17:11.214 --> 00:17:14.535]  But they will genetically control us and control us through microchips.
[00:17:14.575 --> 00:17:15.675]  That's where they want to go.
[00:17:16.096 --> 00:17:24.258]  And if we're going to get pulled away into diversions of debates about this and debates about that, there's one debate at the moment until we've sorted this.
[00:17:24.958 --> 00:17:27.619]  Why do they want to do A, B, C and D?
[00:17:27.899 --> 00:17:33.080]  And that's the question we need to keep asking all the time to keep on top of where we're going.
[00:17:33.220 --> 00:17:34.201]  And we know what they want.
[00:17:34.221 --> 00:17:41.165]  They're so arrogant that they all write white papers on government health care, on the environment movement, on cap-and-trade.
[00:17:41.425 --> 00:17:52.491]  They admit it's to shut down industry, bankrupt everyone, have a huge state that's the only thing that's funded, that literally absorbs humanity, and begins accelerating their soft-kill operations.
[00:17:52.531 --> 00:17:55.313]  We know they've already been introducing poisons into our environment.
[00:17:56.053 --> 00:17:57.335]  And into the vaccines and foods.
[00:17:57.635 --> 00:17:58.136]  We've caught them.
[00:17:58.156 --> 00:18:00.199]  We've got countless documents where they admit they're doing it.
[00:18:00.500 --> 00:18:05.807]  Now they want to accelerate that up to a hot kill level like we've seen in areas of Africa.
[00:18:06.288 --> 00:18:08.912]  And thank God you're out there exposing these people.
[00:18:09.693 --> 00:18:13.214]  Well, you know, there are people that know there's a conspiracy.
[00:18:13.874 --> 00:18:19.356]  There's people that know that there is a ridiculously few people who are pulling the strings of the world.
[00:18:19.936 --> 00:18:27.859]  But we've still got a long way to go with a lot of people to fully understand the scale of what we're dealing with.
[00:18:28.419 --> 00:18:31.940]  The rabbit hole goes so deep, it's staggering.
[00:18:32.480 --> 00:18:33.721]  And we're not even
[00:18:34.481 --> 00:18:35.842]  Well, David, I'll say this...
[00:19:04.681 --> 00:19:10.524]  Well, no, I agree with you because I've studied the elite and they believe they're in contact with entities.
[00:19:11.064 --> 00:19:15.087]  I've been to Bohemian Grove, I've covered Skull and Bones, I've read the Pentagon's own writings.
[00:19:15.567 --> 00:19:23.791]  They believe they're being given, every one of them, it says they're channeling things, that they're being directed at the highest levels.
[00:19:23.831 --> 00:19:27.653]  At the mid-levels, it's hedonists, it's satanists, it's people that want money and power.
[00:19:28.013 --> 00:19:30.654]  At the top, these are very focused
[00:19:31.775 --> 00:19:39.180]  People working 18 hours a day and they believe they're working for an entity that I can only describe as the devil.
[00:19:39.981 --> 00:19:41.182]  People can call it whatever they want.
[00:19:41.222 --> 00:19:41.842]  David, stay there.
[00:19:41.862 --> 00:19:48.307]  Let's look at some other contemporary issues and from that window expand and go down the rabbit hole from different angles.
[00:19:48.527 --> 00:19:49.688]  We'll be back with David Icke.
[00:19:49.748 --> 00:19:51.289]  DavidIcke.com is his website.
[00:19:51.309 --> 00:19:53.491]  I'm Alex Jones with InfoWars.com.
[00:19:55.529 --> 00:19:56.830]  Remain in your houses.
[00:19:57.530 --> 00:20:02.692]  The President of the United States has declared martial law under Executive Order 11004.
[00:20:03.293 --> 00:20:04.273]  Will they do it?
[00:20:04.653 --> 00:20:06.594]  Will they pull the trigger this time?
[00:20:07.274 --> 00:20:13.277]  We all pray they stand down, but an engineered crisis seems more likely with each passing day.
[00:20:13.297 --> 00:20:15.038]  Think it can't happen here?
[00:20:15.918 --> 00:20:17.979]  Executive Order 10990 locks down all highways.
[00:20:20.200 --> 00:20:24.483]  Executive Order 10995 seizes control of all media outlets.
[00:20:25.083 --> 00:20:29.346]  Executive Order 10998 controls all farms and food supplies.
[00:20:29.986 --> 00:20:34.869]  All these executive orders are now cocked, loaded, and waiting for the right crisis.
[00:20:35.730 --> 00:20:43.874]  So if you're worried about the possibility of martial law here in America, or have questions about how to survive it, go to martiallawsurvival.com.
[00:20:44.155 --> 00:20:46.456]  That's martiallawsurvival.com.
[00:20:46.656 --> 00:20:49.418]  Go to martiallawsurvival.com right now.
[00:20:49.718 --> 00:20:52.640]  You must remain in your houses until your bracelets are scanned.
[00:20:55.581 --> 00:20:56.622]  Hi, this is Ted Anderson.
[00:20:57.042 --> 00:21:02.505]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[00:21:03.086 --> 00:21:03.586]  That's right.
[00:21:03.906 --> 00:21:06.187]  Gold has been available to be placed in IRAs since 1986.
[00:21:06.748 --> 00:21:13.672]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[00:21:14.232 --> 00:21:21.914]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds and CDs, yet no word about IRAs.
[00:21:22.354 --> 00:21:27.215]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[00:21:27.835 --> 00:21:33.257]  If you'd like to take a look at gold free retirement, call 800-686-2237.
[00:21:33.657 --> 00:21:37.778]  Don't get left behind by rising inflation and low return on your paper investments.
[00:21:38.158 --> 00:21:38.398]  Call 800-686-2237.
[00:21:38.418 --> 00:21:40.258]  Make sure that you secure your future.
[00:21:43.499 --> 00:21:43.780]  Call 800-686-2237.
[00:21:43.800 --> 00:21:44.001]  That's 1-800-686-2237.
[00:21:53.735 --> 00:21:58.618]  The question is, where should the American people draw their line in the sand?
[00:21:58.718 --> 00:21:59.479]  What have we got?
[00:21:59.699 --> 00:22:01.820]  A republic or a monarchy?
[00:22:02.140 --> 00:22:02.901]  A republic.
[00:22:03.161 --> 00:22:05.742]  It's based on a constitution which protects minority rights.
[00:22:05.802 --> 00:22:07.724]  Not democracy, not mob rule.
[00:22:08.064 --> 00:22:09.985]  Two wolves and a sheep voting on what's for dinner.
[00:22:10.105 --> 00:22:11.366]  So they think they own our land?
[00:22:11.786 --> 00:22:12.887]  They think they own our water?
[00:22:13.107 --> 00:22:13.507]  Children?
[00:22:13.707 --> 00:22:14.488]  Our education?
[00:22:14.828 --> 00:22:15.448]  Our money?
[00:22:15.649 --> 00:22:19.311]  We have to define who we are and what we will tolerate.
[00:22:19.671 --> 00:22:23.337]  Somebody's gonna ask you what you did during the Patriot Uprising.
[00:22:23.377 --> 00:22:24.338]  You're being warned.
[00:22:24.639 --> 00:22:25.480]  We have the facts.
[00:22:25.660 --> 00:22:26.782]  We have the Constitution.
[00:22:26.842 --> 00:22:27.703]  We have the Bill of Rights.
[00:22:27.743 --> 00:22:28.564]  We have common law.
[00:22:28.625 --> 00:22:30.888]  Knowledge is power, ladies and gentlemen.
[00:22:31.148 --> 00:22:34.914]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[00:22:35.014 --> 00:22:39.818]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:22:39.979 --> 00:22:41.360]  A new tool in the Info War.
[00:22:41.480 --> 00:22:42.321]  Don't tread on me.
[00:22:42.561 --> 00:22:53.091]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:22:54.452 --> 00:22:57.655]  So you think the massive Gulf oil leak won't affect the air you breathe?
[00:22:58.180 --> 00:22:58.781]  Think again.
[00:22:59.522 --> 00:23:06.992]  Benzene, a toxic gas emitted from crude oil and a known carcinogen is now airborne traveling hundreds, even thousands of miles inland.
[00:23:07.152 --> 00:23:14.101]  Whether you live near the Gulf or not, benzene and other volatile organic compounds could cause adverse reactions to those living inside your home.
[00:23:14.401 --> 00:23:22.611]  NOAA, the National Oceanic and Atmospheric Administration, came to airfiltersandpurifiers.com for answers on how to clean the air on boats aiding in the Gulf Cleanup.
[00:23:22.952 --> 00:23:23.873]  Do what NOAA did.
[00:23:24.053 --> 00:23:28.398]  Contact airfiltersandpurifiers.com and ask about the Health Mate Plus.
[00:23:28.679 --> 00:23:31.342]  The Health Mate Plus is capable of trapping 99.97% of all polluting particulates.
[00:23:33.925 --> 00:23:39.090]  Buy the Health Mate Plus today with no tax, free shipping, a five-year warranty, and a 30-day money-back guarantee.
[00:23:39.310 --> 00:23:41.513]  Go to airfiltersandpurifiers.com.
[00:23:41.673 --> 00:23:45.477]  GCN listeners get a 5% discount by using promo code GCN.
[00:23:45.577 --> 00:23:52.584]  Call 800-499-2418 or go to airfiltersandpurifiers.com, your trusted advisor for clean air.
[00:23:59.187 --> 00:24:00.428]  I was a highway man.
[00:24:01.408 --> 00:24:03.689]  Along the coach roads I did ride.
[00:24:04.069 --> 00:24:05.670]  David Icke is our guest.
[00:24:06.030 --> 00:24:13.154]  So we got into the border issue and how they're overrunning sovereign nations because the globalists want to remake the world in their system.
[00:24:13.714 --> 00:24:16.836]  So any culture, whether it's good or bad, they want it out of the way.
[00:24:17.296 --> 00:24:18.456]  Or the corporate culture.
[00:24:18.476 --> 00:24:19.737]  This is a short segment.
[00:24:19.757 --> 00:24:21.318]  Let's get into the oil spill.
[00:24:22.378 --> 00:24:24.039]  David Icke, the oil spill.
[00:24:24.079 --> 00:24:25.240]  What's your research on that?
[00:24:26.147 --> 00:24:45.028]  Well, the appalling things happening in the Gulf of Mexico now are a classic example of the way the web, the Illuminati web, interfaces with different aspects of itself to create a coordinated policy and a coordinated agenda.
[00:24:45.468 --> 00:24:46.029]  I mean, you've got
[00:24:47.390 --> 00:24:53.297]  Someone, for instance, like Peter D. Sutherland, who was non-executive chairman of BP until a few months ago.
[00:24:53.697 --> 00:24:56.581]  He's also non-executive chairman of Goldman Sachs International.
[00:24:56.941 --> 00:24:59.204]  He was the director of the World Trade Organization.
[00:24:59.264 --> 00:25:04.811]  He was the director of, actually, the director general of the World Trade Organization.
[00:25:05.231 --> 00:25:12.720]  He was a director of the Bank of Scotland in the run-up to the period where it crashed in 2008 and had to be bailed out by the taxpayer.
[00:25:13.021 --> 00:25:15.644]  He's been on the steering committee of the Bilderberg Group.
[00:25:15.664 --> 00:25:17.366]  He's a chairman of the Trilateral Commission.
[00:25:17.726 --> 00:25:19.528]  He's a chairman of the London School of Economics.
[00:25:20.109 --> 00:25:20.389]  I think so.
[00:25:39.532 --> 00:25:48.035]  Non-executive chairman of BP, you had a guy called Lord Brown, who got out before the stuff hit the fan over the Gulf of Mexico.
[00:25:48.716 --> 00:25:58.040]  He was so appalling as chief executive of BP that Tony Blair described him as his favorite businessman, so you can see how bad he was.
[00:25:58.520 --> 00:26:06.303]  And it was Lord Brown who instigated the policy of BP of cutting safety and cutting all
[00:26:07.083 --> 00:26:09.405]  Yeah, they've got more violations in Houston alone.
[00:26:09.445 --> 00:26:20.452]  I saw the number, it's like over a hundred times what other oil companies have combined, and they're the top fake environmentalist company that, with Enron, created the carbon tax scam with Al Gore.
[00:26:20.872 --> 00:26:22.973]  Exactly, and this is how it all interfaces.
[00:26:23.013 --> 00:26:24.634]  This is how the web works.
[00:26:25.095 --> 00:26:27.316]  You see BP, but it's not just BP.
[00:26:27.336 --> 00:26:28.977]  BP's connected to Goldman Sachs.
[00:26:29.017 --> 00:26:31.559]  Goldman Sachs is connected to Halliburton, and so it goes on.
[00:26:32.199 --> 00:26:34.421]  And don't forget Queenie, she owns a big part of it.
[00:26:52.639 --> 00:26:52.919]  Let's go
[00:27:15.379 --> 00:27:15.900]  Yeah, over a third.
[00:27:15.920 --> 00:27:17.842]  Obama dumped his Vanguard stocks in it.
[00:27:17.862 --> 00:27:18.423]  They all dumped.
[00:27:34.165 --> 00:27:37.846]  So many mysteries kind of fade away when you know the story and what the goal is.
[00:27:37.866 --> 00:27:40.786]  So the next mystery in all this is why do you
[00:27:59.710 --> 00:28:00.770]  We're good to go.
[00:28:19.839 --> 00:28:23.644]  ...offer solutions like the carbon tax and all the rest of it.
[00:28:23.704 --> 00:28:27.388]  Now their climate change scam has been falling apart.
[00:28:27.689 --> 00:28:32.054]  But also there is a war by this cabal against the United States.
[00:28:32.094 --> 00:28:34.617]  They want to destroy the United States militarily.
[00:28:34.998 --> 00:28:35.579]  Destroy it.
[00:28:36.379 --> 00:28:37.040]  I think so.
[00:28:52.009 --> 00:28:56.710]  Now you've got the 10 regions, as the UN says, with the 10 global directors.
[00:28:56.730 --> 00:28:59.431]  This has been on record since the 60s, which they're now moving towards.
[00:28:59.491 --> 00:29:00.631]  And that's what's so amazing.
[00:29:00.671 --> 00:29:08.973]  They use the US as their henchman, as their funding mechanism, while the US gets all the blame for the global imperial takeover.
[00:29:09.253 --> 00:29:13.134]  And now as they get ready to destroy us, they're moving towards devaluing the dollar.
