[00:00:00.289 --> 00:00:02.330]  Well, so does he.
[00:12:54.369 --> 00:12:55.470]  There's a lot of things going on.
[00:12:55.510 --> 00:13:02.036]  Look, obviously, Alex, look, obviously, the volcano is demanding that we sacrifice some bankers to the volcano.
[00:13:02.477 --> 00:13:07.501]  I say let's get Blankfein, let's get Jamie Dimon, let's get Dick Fuld and throw them into the volcano.
[00:13:07.702 --> 00:13:09.523]  That's the only way we can stop the nightmare.
[00:13:09.904 --> 00:13:11.946]  Sacrifice bankers to the volcano.
[00:13:12.486 --> 00:13:17.289]  Well, let's get serious here for a moment, but that is an intriguing idea there, Doctor.
[00:13:17.309 --> 00:13:30.957]  We're back to pre-Industrial Revolution days of feudalism, because what they want to do is they want to pursue an economy of lords and serfs.
[00:13:31.357 --> 00:13:33.318]  They want us to be free-range slaves.
[00:13:33.898 --> 00:13:40.525]  Uh, tied into our, uh, you know, our, uh, the reason we don't see bread lines in America is because they throw out all these swipe cards.
[00:13:40.545 --> 00:13:43.968]  They're getting food stamps, vis-a-vis, uh, and, and swipe cards.
[00:13:43.988 --> 00:13:44.849]  They're getting food stamps.
[00:13:44.929 --> 00:13:47.811]  Now what is it, 30-something million now on food stamps?
[00:13:47.831 --> 00:13:49.373]  Bread lines in America, just like in the Depression!
[00:13:50.822 --> 00:13:52.003]  Let's go back to volcanoes.
[00:13:52.163 --> 00:13:54.725]  Later in the next hour after you leave us, I will get into the AP.
[00:13:55.085 --> 00:14:02.890]  Top volcanologists are warning that the super caldera, that's four states in size, centered in and around Yellowstone, could blow.
[00:14:02.910 --> 00:14:05.372]  I mean, I mean, this is becoming biblical.
[00:14:05.412 --> 00:14:10.095]  All these earthquakes hitting major cities and volcanoes blowing up and tsunamis.
[00:14:10.555 --> 00:14:17.780]  And now they're saying, now they're saying that the super volcano, thousands of times bigger than what Iceland has, could blow up.
[00:14:17.840 --> 00:14:20.502]  I mean, hell, it could be the end of the world, Kaiser.
[00:14:21.683 --> 00:14:24.644]  Well, I mean, everyone understands the crisis happening now.
[00:14:25.025 --> 00:14:36.992]  Finally, the SEC, they finally have charged Goldman with fraud, and now this is going to unleash a wave of lawsuits for all the activity that's been going on for the past five to ten years, ever since the
[00:14:37.933 --> 00:14:46.541]  The passage of the Futures Commodity Futures Modernization Act back in the year 2000, which swept in a wave of all this fraud.
[00:14:46.781 --> 00:14:49.744]  But I can tell you right now what the fraud is going to be.
[00:14:49.824 --> 00:14:56.291]  Two years from today, you're going to be doing a show talking about how Hollywood blew up because of derivatives.
[00:14:57.094 --> 00:14:58.596]  And this is just happening right now.
[00:14:58.616 --> 00:15:04.723]  The Commodity Futures Trading Commission has just approved derivative trading for boxed office futures contracts.
[00:15:04.783 --> 00:15:05.824]  And that's the next bubble.
[00:15:05.844 --> 00:15:07.025]  I want to get into that later.
[00:15:07.045 --> 00:15:10.950]  And I want to get into testimony two weeks ago in Congress.
[00:15:10.970 --> 00:15:11.971]  100 to 1 leverage.
[00:15:12.271 --> 00:15:14.073]  World's largest fraud exposed.
[00:15:14.113 --> 00:15:17.137]  JPMorgan Chase caught manipulating gold and silver.
[00:15:17.557 --> 00:15:20.258]  And they've now got whistleblowers testifying before Congress.
[00:15:20.278 --> 00:15:31.665]  But the next big bubble, being Hollywood, but going back, you've been on your TV show, British radio, Russian radio, national French TV, you're everywhere.
[00:15:32.065 --> 00:15:34.026]  Global force out there, Max Keiser.
[00:15:34.046 --> 00:15:35.787]  Play the Moscow clip!
[00:15:35.927 --> 00:15:37.047]  Play the Moscow clip!
[00:15:37.087 --> 00:15:37.748]  Tell the people!
[00:15:38.487 --> 00:15:42.913]  Okay, guys, do you have that clip queued up of him on Moscow Radio and TV?
[00:15:43.153 --> 00:15:45.516]  Okay, let's go ahead and play this clip from Max Keiser.
[00:15:45.636 --> 00:15:45.977]  Here it is.
[00:15:48.320 --> 00:15:51.604]  Before we leave this idea of financial terrorism, let me just elaborate on that a little bit.
[00:15:52.025 --> 00:15:52.325]  Because...
[00:15:57.031 --> 00:16:03.419]  Typically, people associate terrorists with fanatics who are associated with an ideology.
[00:16:03.439 --> 00:16:10.468]  That they're willing to kill themselves and others for that ideology.
[00:16:10.789 --> 00:16:11.970]  Including innocent victims.
[00:16:15.675 --> 00:16:17.097]  Now let's talk about Hank Paulson for a second.
[00:16:17.217 --> 00:16:29.090]  He believes in an ideology called market fundamentalism, which is as pernicious as any ideological, theocratic, fundamentalist fanaticism in the world today.
[00:16:29.110 --> 00:16:30.792]  So it's a kind of religion?
[00:16:37.839 --> 00:16:42.084]  Lloyd Blankfein, CEO of Goldman Sachs, recently said he's doing God's work!
[00:16:42.565 --> 00:16:43.626]  He's a fanatic!
[00:16:43.746 --> 00:16:44.367]  He's a market fanatic!
[00:16:52.957 --> 00:17:01.746]  And in the case of Lehman Brothers, you had bankers, suicide bankers, blowing themselves up in the name of market fundamentalism, and people in Iceland die!
[00:17:01.966 --> 00:17:03.388]  People in Iceland were rioting!
[00:17:03.528 --> 00:17:08.333]  People around the world are starving because of these suicide bankers and financial terrorists!
[00:17:09.654 --> 00:17:13.258]  Okay, now, Max, separately,
[00:17:16.542 --> 00:17:17.503]  It's now... Yes?
[00:17:18.364 --> 00:17:21.506]  Now I have a video clip of Kramer on Frontline in 1996.
[00:17:21.807 --> 00:17:23.728]  Oh, Kramer!
[00:17:23.768 --> 00:17:24.509]  Not Kramer!
[00:17:24.869 --> 00:17:26.491]  Don't abuse your audience like that!
[00:17:26.991 --> 00:17:27.611]  No, no, Kramer.
[00:17:27.631 --> 00:17:28.532]  We're going to play it later.
[00:17:29.013 --> 00:17:35.198]  Kramer saying it's a religion, a social Darwinistic religion, and that it's natural and fair and reasonable.
[00:17:35.458 --> 00:17:40.983]  Then we have a later clip of him two years ago admitting that he would rig markets when he shorted them.
[00:17:41.687 --> 00:17:45.748]  Well, he's talked about the way he rigs markets all the time.
[00:17:46.048 --> 00:18:00.773]  Kramer's a market rigger, he's a market manipulator, and he works for the market fundamentalists who believe that when they make money, it's the work of God, and everyone else can lose money because they're not down with God like they are.
[00:18:02.223 --> 00:18:12.554]  As I said, it's as ridiculous and it's as obscene as what's happening, you know, with these priests.
[00:18:13.092 --> 00:18:15.834]  You know, these pedophile priests who are betraying the church.
[00:18:16.134 --> 00:18:18.315]  Here you've got Jim Cramer, who's supposed to be a capitalist.
[00:18:18.655 --> 00:18:27.600]  He's betraying capitalism by performing essentially the same thing on markets, by fiddling with markets in a most unholy manner.
[00:18:28.020 --> 00:18:31.822]  And he will be damned, and he will go to hell as a result.
[00:18:31.982 --> 00:18:38.606]  And then always telling us that no matter how much money they steal in government bailouts, that it's the free market, when it's the opposite.
[00:18:38.646 --> 00:18:40.707]  As Ron Paul has said, it's corporatism.
[00:18:41.027 --> 00:18:41.848]  It's fascism.
[00:18:42.719 --> 00:18:48.762]  It's rigged market capitalism, and the next chapter in rigged market capitalism is going to be rigged Hollywood.
[00:18:49.123 --> 00:18:59.108]  And they're rigging Hollywood right now, and two years from today, I'll be on your show, and I'll say, wow, the Hollywood industry blew up because of all the derivatives trading, and nobody saw it coming.
[00:18:59.268 --> 00:19:01.270]  Who could have seen this happen?
[00:19:01.670 --> 00:19:03.471]  And I'm telling you right now exactly what's going to happen.
[00:19:04.131 --> 00:19:04.651]  We're good to go.
[00:19:19.957 --> 00:19:22.398]  Max Keiser's stay there, which is what the bankers like.
[00:19:22.778 --> 00:19:25.379]  Then they'll come in with taxpayer money and take it over.
[00:19:50.612 --> 00:19:56.338]  Did you know there is a growing number of researchers who agree that 90% of all disease begins in the colon?
[00:19:56.438 --> 00:20:01.483]  Did you know that 80% of all Americans suffer from internal parasites and parasitic infection?
[00:20:01.663 --> 00:20:04.326]  If allowed, our bodies are capable of healing themselves.
[00:20:04.526 --> 00:20:10.292]  The key to optimal health is not only what we eat, but also a healthy digestive system and a strong immune system.
[00:20:10.492 --> 00:20:19.358]  At Freshwater Organics, we offer FPP, a daily organic supplement that helps eliminate parasites, heavy metals, and high cholesterol naturally and safely.
[00:20:19.658 --> 00:20:27.164]  FPP, or fossilized phytoplankton powder, has been used worldwide for thousands of uses and is now available from Freshwater Organics.
[00:20:27.364 --> 00:20:34.609]  In addition, we offer an entire line of products to help cleanse waste and toxins, strengthen your immune system, and improve your overall well-being.
[00:20:34.789 --> 00:20:40.113]  Make FreshwaterOrganics.com your first stop for organic and natural supplements at the best prices.
[00:20:40.393 --> 00:20:42.334]  Visit FreshwaterOrganics.com.
[00:20:42.434 --> 00:20:44.676]  Again, that's FreshwaterOrganics.com.
[00:20:44.776 --> 00:20:47.358]  Or request your free catalog by mail by calling 888-949-3570.
[00:20:47.498 --> 00:20:52.942]  They helped to create a New World Order.
[00:20:52.962 --> 00:20:55.163]  We are part of a New World Order.
[00:20:55.283 --> 00:20:58.045]  A New World Order based upon collective action.
[00:20:58.486 --> 00:21:03.249]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[00:21:03.609 --> 00:21:07.792]  The New World Order really is a tool for addressing a new world of possibilities.
[00:21:08.092 --> 00:21:10.435]  It means all the world under their control.
[00:21:10.555 --> 00:21:12.959]  The United Nations would take over America.
[00:21:12.979 --> 00:21:15.902]  The Trilateral Commission would control the world.
[00:21:16.243 --> 00:21:23.853]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[00:21:24.193 --> 00:21:29.456]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[00:21:29.556 --> 00:21:32.358]  Global governance with the establishment of the G20.
[00:21:32.418 --> 00:21:35.860]  So it's going to be an inner ruling elite and then everyone else.
[00:21:36.120 --> 00:21:37.021]  And I got news for you.
[00:21:37.181 --> 00:21:38.502]  You're everyone else.
[00:21:38.542 --> 00:21:39.642]  Invisible Empire.
[00:21:40.023 --> 00:21:44.245]  Secure your copy today at InfoWars.com or PrisonPlanet.com.
[00:21:44.325 --> 00:21:47.807]  Or watch it online in the highest quality at PrisonPlanet.tv.
[00:21:49.898 --> 00:21:53.159]  Jim Newcomer with Midas Resources, talking today about change.
[00:21:53.399 --> 00:21:58.581]  Not the change we were promised by President Obama, but the reality that we must face in these changing economic times.
[00:21:58.801 --> 00:22:04.203]  With our national debt currently exceeding $12.5 trillion, and our unfunded liabilities totaling over $107 trillion,
[00:22:05.563 --> 00:22:06.404]  The value of the U.S.
[00:22:06.424 --> 00:22:08.346]  dollar continues its slide into oblivion.
[00:22:08.526 --> 00:22:12.971]  There's still time to ensure your financial security with precious metals, but you need to act today.
[00:22:13.231 --> 00:22:22.181]  Call me, Jim Newcomer, at 800-686-2237, extension 104, and we can explore how Midas Resources can help you secure your financial future.
[00:22:22.361 --> 00:22:30.646]  With our government continuing to find new ways to spend our money at the expense of our children and grandchildren, there's still time to acquire a true hedge against inflation with Precious Metals.
[00:22:30.866 --> 00:22:41.932]  Call me, Jim Newcomer, at 800-686-2237, extension 104, and we'll discuss how you can take physical possession or convert your IRA into Precious Metals before it's too late.
[00:22:41.952 --> 00:22:49.236]  800-686-2237, extension 104, and make the commitment today to retain the security you worked a lifetime to establish.
[00:22:50.154 --> 00:22:51.735]  You may be new to freeze-dry foods.
[00:22:51.955 --> 00:22:53.535]  You may have storable food questions.
[00:22:53.775 --> 00:22:58.337]  You may want to buy your freeze-dried foods from a very reputable company and not go broke in the process.
[00:22:58.617 --> 00:23:00.218]  Welcome to the freeze-dry guy.
[00:23:00.398 --> 00:23:02.718]  Okay, actually we're more than just one guy.
[00:23:02.839 --> 00:23:05.640]  We're a California-based company that's been serving our U.S.
[00:23:05.680 --> 00:23:11.402]  military and other government agencies with the finest in freeze-dried storable foods and emergency rations since 1970.
[00:23:12.662 --> 00:23:15.043]  See all about us at freeze-dry-guy.com.
[00:23:15.183 --> 00:23:21.225]  With freeze-dry-guy freeze-dried foods, you can and will be ready for just about any unexpected crisis.
[00:23:21.465 --> 00:23:28.407]  Freeze-dry-guy foods are delicious, require little preparation, and will taste just as fresh decades from now as they do today.
[00:23:28.567 --> 00:23:29.988]  Just add hot water and serve.
[00:23:30.168 --> 00:23:35.290]  Backpackers consistently rate us number one year after year as the best tasting and ease of preparation.
[00:23:35.510 --> 00:23:37.130]  Isn't that what you want for your family?
[00:23:37.350 --> 00:23:39.151]  Visit freeze-dry-guy.com or call 866-404-FOOD.
[00:23:41.972 --> 00:23:46.586]  Call 1-866-404-3663 or go to freezedryguy.com.
[00:23:46.746 --> 00:23:47.829]  Freezedryguy.
[00:23:47.929 --> 00:23:49.173]  The best you can buy.
[00:23:53.758 --> 00:24:03.501]  Coming up in the next hour, Luke Rudowsky got to have a talk with Stephen Colbert about the Moldenberg Group threatening to kill independent journalists, and Colbert talked about it on his TV show.
[00:24:04.241 --> 00:24:07.762]  It's been about 20-30 minutes with Luke, then I'm going to get back into government-staged terror.
[00:24:08.222 --> 00:24:10.863]  This article up at InfoWars.com is so important.
[00:24:11.223 --> 00:24:14.184]  Government preparing to stage domestic terror attack.
[00:24:14.604 --> 00:24:16.785]  Now, if you think the Iceland-Earth
[00:24:18.151 --> 00:24:18.611]  Problems.
[00:24:18.671 --> 00:24:19.691]  Earth changes are bad.
[00:24:19.771 --> 00:24:20.932]  The volcano.
[00:24:21.352 --> 00:24:23.212]  Look at this French news agency report.
[00:24:23.332 --> 00:24:26.693]  Rare Yellowstone volcano eruption would be deadly.
[00:24:27.253 --> 00:24:29.633]  The biggest known volcano in the world.
[00:24:29.653 --> 00:24:34.074]  We're going to be talking about that towards the end of the next hour.
[00:24:34.894 --> 00:24:38.975]  And look, scientists have always said that asteroids didn't hit the Earth but every few million years.
[00:24:39.575 --> 00:24:43.296]  But Shoemaker-Levy comet that broke up in five pieces and hit Saturn
[00:24:44.608 --> 00:24:50.810]  Proved, because now they can look at the solar system, that planets are being hit every few decades by big asteroids.
[00:24:51.590 --> 00:24:54.331]  And Earth, about every hundred years, gets hit by one.
[00:24:55.191 --> 00:24:59.633]  And so we are looking right now, statistically, for that to happen.
[00:25:00.133 --> 00:25:02.234]  Volcanoes, they thought, didn't erupt that much.
[00:25:02.514 --> 00:25:05.014]  Look at all the eruptions, look at all the earthquakes we're now having.
[00:25:05.595 --> 00:25:06.995]  We live in a very volatile Earth.
