[00:00:10.894 --> 00:00:12.796]  I don't know.
[00:16:33.634 --> 00:16:36.415]  Is it for the Polish?
[00:16:36.575 --> 00:16:40.116]  Is it for Americans to get used to foreign voices telling them what to do?
[00:16:41.471 --> 00:16:42.352]  Yeah, I don't know.
[00:16:42.372 --> 00:16:44.273]  I mean, it's a complex issue.
[00:16:44.293 --> 00:16:48.677]  And they're definitely working together, and they're working more together than they used to.
[00:16:48.697 --> 00:16:50.338]  The exercises are getting bigger.
[00:16:50.358 --> 00:16:57.724]  You know, all the states have a partner in either Eastern Europe, Africa, or Central and South America.
[00:16:58.104 --> 00:17:00.586]  And pretty soon, there's a movement towards having one of each.
[00:17:01.266 --> 00:17:04.673]  Yeah, so right now some may have two, some may have one.
[00:17:05.655 --> 00:17:11.085]  There's a map we showed you earlier that listed all the countries and you can search that online.
[00:17:15.379 --> 00:17:16.420]  You know, read up on it.
[00:17:16.941 --> 00:17:20.406]  Do you think this is a good thing, that our National Guard is training with foreign governments?
[00:17:20.486 --> 00:17:22.769]  Why would they need to train with foreign governments?
[00:17:23.510 --> 00:17:32.301]  For one, the President's using them in combat situations, which, I don't know if that's good, because then you're bringing guys back who are supposed to be guardians of your borders.
[00:17:33.306 --> 00:17:35.668]  And they're, you know, hardened Iraqi veterans now.
[00:17:35.708 --> 00:17:37.390]  They've been on several tours in dangerous situations.
[00:17:37.410 --> 00:17:40.713]  And they're used to people saying, you know, get out of my country, I'm a citizen.
[00:17:41.113 --> 00:17:41.353]  Right.
[00:17:42.494 --> 00:17:44.116]  And now they're going to be immune to that.
[00:17:44.796 --> 00:17:56.367]  Or you, you know, bring in guys from other countries to do the dirty work and then your National Guard just kind of does infrastructure and transports them and the real dirty work's done by the other soldiers who, you know,
[00:17:58.340 --> 00:18:03.166]  They don't have a vested interest in the well-being of the United States.
[00:18:03.787 --> 00:18:10.014]  Well, the only thing we have at this point is the idea that our National Guard, who, you know, is just filled with great people.
[00:18:10.575 --> 00:18:13.378]  It was like my brother or sister was there with them.
[00:18:13.558 --> 00:18:14.459]  No, they were all very nice.
[00:18:15.515 --> 00:18:24.238]  You know, you're getting to this point where we have to believe that if given contradictory orders to, you know, incarcerate U.S.
[00:18:24.258 --> 00:18:33.320]  citizens, to take away their guns, to imprison and kill them, that at some point they will stand up and say, no, that, you know, that goes beyond what I signed up to do.
[00:18:33.540 --> 00:18:39.202]  You would hope that when it comes to that point that they'll actually, you know, be oath keepers and say, no,
[00:18:39.702 --> 00:18:44.886]  You know, that's not part of the oath, is to take Americans' guns and put them into concentration camps.
[00:18:45.247 --> 00:18:50.231]  And I think there's going to be a big test coming up in the Gulf with what happens.
[00:18:50.251 --> 00:18:56.276]  We got some intel in that they're going to be shipping soldiers there soon.
[00:18:57.476 --> 00:18:58.497]  But it hasn't been confirmed.
[00:18:58.517 --> 00:19:06.604]  That was just a soldier in Iraq telling someone here stateside that they got orders to deploy into Louisiana.
[00:19:07.565 --> 00:19:08.545]  So we'll see what happens.
[00:19:09.747 --> 00:19:22.753]  So here they are lining up, getting ready to go through the decontamination process, which that's what 95% of the National Guard was there to set up decomm units and to wash people down and provide that infrastructure, search and rescue.
[00:19:22.773 --> 00:19:27.756]  And then there were some military police that were there guarding Toyota Park.
[00:19:27.816 --> 00:19:31.838]  They were guarding the stations where they were doing this exercise.
[00:19:33.239 --> 00:19:36.540]  And so there's some more shots of beautiful Chicago.
[00:19:37.001 --> 00:19:37.841]  It is a lovely city.
[00:19:41.491 --> 00:19:49.535]  This was the one moment where, you know, up until now we had been given the red carpet to pretty much go anywhere and film anything that we wanted to.
[00:19:50.455 --> 00:19:55.498]  This one was like your normal, you know, media-controlled situation.
[00:19:55.518 --> 00:19:57.299]  My name is Jose Santiago.
[00:19:57.419 --> 00:20:01.521]  I serve as Executive Director of the Office of Personnel and Communications.
[00:20:02.822 --> 00:20:06.005]  Today we're having a disaster that will take place here.
[00:20:06.625 --> 00:20:12.651]  What we have actually happened is that we have a subway train that has derailed.
[00:20:13.492 --> 00:20:16.234]  And we've had people injured inside the train.
[00:20:16.475 --> 00:20:18.737]  So we have a response of police and fire.
[00:20:18.777 --> 00:20:25.844]  Due to the fact that certain things are going on in the world right now, we're going to make sure that that was a natural accident.
[00:20:26.304 --> 00:20:33.695]  We'll have the police teams go in there, sweep the area, but we do have simulated injuries and contaminants taking place on some of the individuals.
[00:20:33.856 --> 00:20:41.727]  This is a full-blown DHS drill that Chicago is working out with the National Guard, police, fire.
[00:20:42.348 --> 00:20:43.229]  And other agencies.
[00:20:44.130 --> 00:20:45.771]  How many government agencies are taking place?
[00:20:46.232 --> 00:20:50.936]  On this total exercise, which has been going on for about a year, we're looking at about 50 agencies.
[00:20:51.196 --> 00:20:53.818]  Earlier today, we were at an exercise.
[00:20:54.018 --> 00:20:56.680]  Polish military in particular were involved in the exercise.
[00:20:56.700 --> 00:20:58.742]  Is that going to be the same with this exercise?
[00:20:58.802 --> 00:21:03.726]  Right now, the Polish folks that were involved in this particular exercise, they were there as observers.
[00:21:03.907 --> 00:21:04.927]  They're visiting the country.
[00:21:06.169 --> 00:21:07.510]  And they are one of our sister
[00:21:08.843 --> 00:21:11.005]  Are they going to be involved in this particular exercise today?
[00:21:27.260 --> 00:21:28.581]  It seems very adamant about it.
[00:21:28.601 --> 00:21:31.563]  I mean, you asked the question twice just to clarify.
[00:21:31.623 --> 00:21:33.784]  There would be, you know, no participation.
[00:21:34.725 --> 00:21:45.191]  So, obviously, you know, this is one of those things where you think about this large organization like FEMA or these even larger organizations working together, and there's so much misinformation.
[00:21:45.211 --> 00:21:49.054]  There's so many things that aren't being relayed to each, you know,
[00:21:49.734 --> 00:21:50.935]  We're good to go.
[00:22:04.355 --> 00:22:09.036]  And I look down and Chicago has these roads that go underneath the main street level.
[00:22:09.636 --> 00:22:14.637]  And I noticed they were closed off right underneath the Sears Tower.
[00:22:14.717 --> 00:22:21.239]  I don't know if it's odd or not, but I went down to shoot some video just to prove that they have blocked off the streets under there.
[00:22:22.339 --> 00:22:25.840]  Looks like they're doing some work, but there was nothing going on that day.
[00:22:26.500 --> 00:22:31.621]  And then all of a sudden, out of nowhere, a security guard appears.
[00:22:32.222 --> 00:22:32.682]  In a suit.
[00:22:33.082 --> 00:22:33.842]  A well-dressed security guard.
[00:22:35.595 --> 00:22:38.822]  Yeah.
[00:22:39.864 --> 00:22:41.869]  I'm just walking around shooting stuff in the city.
[00:22:41.889 --> 00:22:42.490]  What's going on?
[00:22:42.510 --> 00:22:45.196]  I can't log in from our entrance right here.
[00:22:45.581 --> 00:22:45.941]  Oh, okay.
[00:22:46.882 --> 00:22:47.543]  Are you with somebody?
[00:22:48.023 --> 00:22:48.443]  No, no, no.
[00:22:48.484 --> 00:22:50.325]  I'm just walking around shooting video footage.
[00:22:50.685 --> 00:22:52.006]  Okay, uh, what is it for?
[00:22:52.727 --> 00:22:54.829]  I put videos on YouTube and stuff like that.
[00:22:54.849 --> 00:22:54.929]  Okay.
[00:22:54.949 --> 00:22:55.830]  Or I'm visiting Chicago.
[00:22:55.850 --> 00:22:56.210]  Okay.
[00:22:56.390 --> 00:22:58.972]  So I'm just shooting the Sears Tower and I was just shooting, you know, stuff like that.
[00:22:59.012 --> 00:23:03.216]  Yeah, you know, you can take as many shots as you like of the building, but I can't allow you to panel with that camera.
[00:23:03.236 --> 00:23:03.776]  Oh, gotcha.
[00:23:03.876 --> 00:23:04.597]  Okay, that's fine.
[00:23:04.937 --> 00:23:06.478]  What are y'all doing down here?
[00:23:06.538 --> 00:23:07.339]  Just construction, or?
[00:23:07.499 --> 00:23:08.420]  Yeah, this is just construction.
[00:23:08.660 --> 00:23:09.020]  Oh, okay.
[00:23:09.040 --> 00:23:09.481]  Alright.
[00:23:11.030 --> 00:23:15.651]  So now we're going to show you a few shots from Naoko.
[00:23:16.751 --> 00:23:20.692]  At the end we caught a plane the morning of this drill.
[00:23:20.732 --> 00:23:24.433]  So we went there at about 3 in the morning and hung out and waited.
[00:23:26.573 --> 00:23:28.393]  They seem to be behind schedule most of the weekend.
[00:23:28.433 --> 00:23:29.434]  They were way behind schedule.
[00:23:29.594 --> 00:23:31.314]  Or most of the week I guess we should say.
[00:23:32.294 --> 00:23:33.714]  So they were supposed to be set up by 4.
[00:23:34.594 --> 00:23:37.075]  Here's the sun coming up and they weren't set up yet.
[00:23:38.121 --> 00:23:45.004]  Nowco is the company that supplies BP with Correxent, the dispersant that they're using.
[00:23:45.805 --> 00:23:49.507]  So all the government agencies are working together.
[00:23:49.607 --> 00:23:50.627]  Everyone's in bed together.
[00:23:50.687 --> 00:23:53.729]  That's what you realize when you start really researching this stuff.
[00:23:53.809 --> 00:23:58.731]  It's either somebody owns the company or they're best friends with the owner of the company.
[00:23:58.831 --> 00:24:01.232]  Or they're on a board with another guy in the company.
[00:24:02.333 --> 00:24:04.994]  Or this is all you'll need to do in order to get into the company.
[00:24:06.303 --> 00:24:08.945]  So here they're applying fake blood.
[00:24:08.965 --> 00:24:11.886]  They really ran them through the ringer on this exercise.
[00:24:14.248 --> 00:24:24.354]  Here they are actually explaining what their symptoms are, what they should be acting like, if there's anything that they're trying to hide from the people that are trying to help them.
[00:24:25.414 --> 00:24:26.235]  These guys were fast.
[00:24:26.255 --> 00:24:26.895]  They were pretty good.
[00:24:28.076 --> 00:24:30.657]  They were doing person after person in there.
[00:24:30.757 --> 00:24:32.519]  It reminded me of doing haunted houses.
[00:24:35.921 --> 00:24:37.784]  It's not so much quality, it's quantity.
[00:24:37.964 --> 00:24:38.505]  That's right.
[00:24:39.587 --> 00:24:41.089]  Lots of fake blood.
[00:24:41.109 --> 00:24:47.278]  And in addition to the people, they also had a multitude of
[00:24:50.071 --> 00:24:53.873]  Of 150 pound dummies scattered around with various symptoms.
[00:24:54.013 --> 00:24:58.515]  So they were pulling out a lot of people, but unfortunately we weren't able to stay.
[00:24:59.815 --> 00:25:01.956]  For that we had to go back and catch a plane.
[00:25:01.976 --> 00:25:06.057]  By the time we left it was about five hours overdue?
[00:25:06.358 --> 00:25:06.798]  Yeah.
[00:25:20.740 --> 00:25:24.102]  I saw some dates on the paperwork that was strewn about it.
[00:25:24.602 --> 00:25:25.903]  That place was vacated in 1994.
[00:25:26.043 --> 00:25:26.743]  Right.
[00:25:27.644 --> 00:25:28.624]  So you have this building.
[00:25:29.185 --> 00:25:29.545]  It's now 2010.
[00:25:29.585 --> 00:25:31.986]  You're walking around this building.
[00:25:32.086 --> 00:25:34.267]  It's as if the world ended in 1994.
[00:25:34.387 --> 00:25:37.789]  It was just creepy.
[00:25:39.330 --> 00:25:44.373]  And this is, I guess, an abandoned building in the middle of this huge plant in a suburb of Chicago.
[00:25:44.393 --> 00:25:45.153]  Which was operating.
[00:25:45.173 --> 00:25:45.833]  We drove around it.
[00:25:45.873 --> 00:25:45.953]  Yeah.
[00:25:46.173 --> 00:25:49.035]  There's a lot of other stuff going on there.
[00:25:51.283 --> 00:25:52.164]  And this is about it.
[00:25:52.184 --> 00:25:56.147]  We got the Polish troops were on hand, of course, observing.
[00:25:56.167 --> 00:25:59.048]  I'm going to put that in quotes.
[00:26:01.810 --> 00:26:02.851]  Lightly participating.
[00:26:03.011 --> 00:26:03.431]  Yeah.
[00:26:05.472 --> 00:26:07.133]  Should this be a mission of our National Guard?
[00:26:08.254 --> 00:26:14.218]  Should they be working with foreign governments, foreign police agencies, on these exercises?
[00:26:14.378 --> 00:26:15.519]  And they obviously think so.
[00:26:15.539 --> 00:26:19.021]  That's a culture that they need to drill, drill with as many people possible.
[00:26:19.597 --> 00:26:27.106]  Each exercise had a designation that basically made you think, yes, this is what the National Guard should be doing.
[00:26:27.467 --> 00:26:28.328]  Oh, a plane crash.
[00:26:28.388 --> 00:26:29.610]  Yes, that's what they should be doing.
[00:26:29.990 --> 00:26:35.477]  But in addition to the plane crash, there's also a terrorist link in there, and they're getting terrorist information.
[00:26:35.997 --> 00:26:46.081]  Every exercise had some sort of, you know, alternate plotline that included terrorist plot, homeland terrorist plot, civil insurrection.
[00:26:46.101 --> 00:26:47.001]  Yeah, it was homegrown.
[00:26:47.142 --> 00:27:00.307]  They did one exercise that was not anywhere in their literature and at Toyota Park they were going to have a civil disturbance that night, the night we were at 15th and Clark.
[00:27:01.587 --> 00:27:03.908]  And that was pretty interesting, because they didn't list that anywhere.
[00:27:04.008 --> 00:27:05.489]  Right, it was at the last moment.
[00:27:06.089 --> 00:27:09.411]  Things had been very transparent for us with the National Guard.
[00:27:10.011 --> 00:27:11.832]  They filled in a lot of the blanks.
[00:27:12.652 --> 00:27:19.515]  But every step along the way, there was always that one missing part, or you would find out just moments before it happened.
[00:27:19.875 --> 00:27:24.717]  And that's completely understandable, but to have all of this literature that's printed out,
[00:27:25.417 --> 00:27:31.204]  But not include the fact that you're doing this civil insurrection and civil containment.
[00:27:31.505 --> 00:27:34.809]  Right, at the place where you're setting up your staging area.
[00:27:34.929 --> 00:27:36.291]  That's your command center.
[00:27:37.372 --> 00:27:40.716]  And we did specifically ask, was anything going to be happening around here?
[00:27:40.916 --> 00:27:41.137]  Right.
[00:27:41.277 --> 00:27:43.740]  And they basically said, no, this is where we eat.
