# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 8b0e440973e678c2ba82bf480de78992
[00:00:12.640 --> 00:00:15.359]  InfoWars, tomorrow's news, today.
[00:05:03.519 --> 00:05:07.680]  10,000 up against 40-plus million legal aliens, 20-plus million brought under Biden.
[00:05:08.000 --> 00:05:21.279]  And they are going out in groups of four, five, or six with the cities of Chicago, Denver, and LA and others with apps paid for by Soros of Texas Money directing people to attack them.
[00:05:21.600 --> 00:05:26.800]  And I have mayors saying, Mayor Bass and others, we have rapid reaction forces.
[00:05:27.920 --> 00:05:30.480]  And when we blow the whistle five times, it means ICIS here.
[00:05:30.639 --> 00:05:34.079]  But when we lay on the whistle, they have all handed out whistles.
[00:05:34.399 --> 00:05:37.680]  That means get the people together and resist.
[00:05:38.560 --> 00:05:47.279]  You've got mayors and governors saying resist federal agents with sworn constitutional duties and federal court orders.
[00:05:47.920 --> 00:05:50.319]  In most cases, arresting people with huge rap sheets.
[00:05:50.399 --> 00:05:52.319]  I mean, this is insurrection.
[00:05:52.639 --> 00:05:55.600]  This is what they claim we did on January 6th.
[00:05:55.920 --> 00:05:59.759]  So that's coming up.
[00:06:01.120 --> 00:06:11.279]  I could spend the whole broadcast on this and the videos and the angles and just people go, God, Jones used to be the guy that was anti-police and anti-Fed.
[00:06:11.360 --> 00:06:15.279]  And now you just glaze them and you got brown poopy on your nose.
[00:06:15.519 --> 00:06:16.560]  No, I don't.
[00:06:17.519 --> 00:06:20.000]  I'm anti-unconstitutional actions.
[00:06:20.319 --> 00:06:23.120]  I've said 10,000 times or more in the last 31 years.
[00:06:23.360 --> 00:06:25.439]  I'm not anti-government.
[00:06:25.519 --> 00:06:27.519]  I'm anti-unconstitutional government.
[00:06:27.840 --> 00:06:32.240]  And what Trump is doing is a Herculean task with these agents.
[00:06:32.560 --> 00:06:33.759]  They are the David.
[00:06:33.919 --> 00:06:37.120]  The left and Soros and these mobs are Goliath.
[00:06:40.000 --> 00:06:42.080]  How many Border Patrol facilities and I shut up?
[00:06:42.159 --> 00:06:44.319]  How many agents already in Border Patrol killed?
[00:06:44.720 --> 00:06:47.279]  Barely see it in the news, but it's happened a bunch.
[00:06:47.919 --> 00:06:49.120]  How many cars rammed?
[00:06:49.279 --> 00:06:55.039]  How many shots fired when they're freeing kids from sex slavery in Northern California or Minneapolis, Minnesota?
[00:06:55.279 --> 00:06:59.680]  It is wild how the corporate media tries to spend this.
[00:07:00.319 --> 00:07:04.240]  And most of America isn't watching corporate media or just sees clips of their lives online.
[00:07:04.399 --> 00:07:05.120]  Notice what's going on.
[00:07:05.279 --> 00:07:09.039]  But leftists, they still just believe whatever they're told.
[00:07:09.919 --> 00:07:12.319]  So this is just absolutely wild.
[00:07:12.560 --> 00:07:13.919]  That's coming up.
[00:07:14.560 --> 00:07:24.080]  And then speaking of bad feds, when you have a hijacked government, I knew this by February of 2021.
[00:07:24.720 --> 00:07:28.480]  In fact, you can use AI and the video genies out there and things.
[00:07:28.560 --> 00:07:29.039]  Pull up yourself.
[00:07:29.120 --> 00:07:30.720]  Just type in the search term.
[00:07:31.039 --> 00:07:34.720]  Alex Jones, Capitol Police, planted pipe bombs.
[00:07:35.039 --> 00:07:40.000]  Within a month of January 6th, I'm on air saying Capitol Police planted the bombs.
[00:07:41.279 --> 00:07:43.919]  And Capitol Police were the main ones breaking in on themselves.
[00:07:44.080 --> 00:07:45.439]  Not all were read in on it.
[00:07:45.759 --> 00:07:48.480]  A few blew the whistles, so they had to be killed weeks later.
[00:07:48.639 --> 00:07:51.439]  They were added to the list that the media then said died on Jan 6.
[00:07:51.680 --> 00:07:52.000]  Remember that?
[00:07:52.240 --> 00:07:59.360]  No federal law enforcement died on January 6th, but they all said that after they killed him, and they were the guys that blew the whistle.
[00:08:00.000 --> 00:08:02.240]  So we've known it was Capitol Police planting the bombs.
[00:08:02.319 --> 00:08:04.720]  They were planning to detonate him.
[00:08:04.879 --> 00:08:07.840]  And then they had Kamala in an office building to play victim.
[00:08:07.920 --> 00:08:15.439]  But for whatever reason, well, the moron that did it, pieces of the bomb already fell off at one location.
[00:08:15.519 --> 00:08:17.120]  So they had to call her back.
[00:08:18.000 --> 00:08:20.160]  And then they sent her back out with the bombs.
[00:08:20.480 --> 00:08:22.879]  And we've known who she is for a long time.
[00:08:24.400 --> 00:08:30.080]  But it's been blocked by the DOJ, by Patel and Bondi the last 10 months.
[00:08:31.600 --> 00:08:34.399]  And so it was private investigators that went ahead and brought the information out.
[00:08:34.480 --> 00:08:37.039]  And kudos to Glenn Beck.
[00:08:37.360 --> 00:08:40.879]  You know, I was critical back many years ago because he wasn't fully awake.
[00:08:41.519 --> 00:08:43.200]  And I was wrong in a lot of my criticisms of him.
[00:08:43.279 --> 00:08:45.680]  But as the facts have all come out, he's become as hardcore as anybody.
[00:08:45.840 --> 00:08:50.960]  And his style, his research, his intelligence, his delivery is second to none other than maybe Steve Bannon.
[00:08:51.039 --> 00:08:52.560]  And we're just so blessed to have Glenn Beck.
[00:08:52.720 --> 00:08:58.799]  And you got to have the big elephant wavos to break what they broke last Thursday.
[00:08:58.960 --> 00:09:01.600]  So we salute you, Glenn Beck, and your team.
[00:09:02.240 --> 00:09:04.080]  And look, I've already been reading all this.
[00:09:04.320 --> 00:09:06.480]  I was basically told a lot of this.
[00:09:06.799 --> 00:09:09.840]  I'll just stop there by multiple sources.
[00:09:10.480 --> 00:09:13.360]  And the play was double-faceted.
[00:09:13.519 --> 00:09:21.360]  I can say this now because it's already too late for the bad guys of the DOJ to have all this and have them refuse to allow the information to go public.
[00:09:21.680 --> 00:09:28.240]  So we can now serve it up to Trump, which has now happened today, that here's your total vindication.
[00:09:28.560 --> 00:09:32.080]  Here's the total Fed surrection run by Pelosi and the Democrats.
[00:09:32.399 --> 00:09:37.360]  And Kash Patel and all of them knew this, and they covered it up.
[00:09:37.680 --> 00:09:42.639]  And they are like chickens with their heads cut off right now, not knowing what to do about this.
[00:09:42.799 --> 00:09:47.519]  And they've got the former Capitol Police who's officially CIA.
[00:09:48.399 --> 00:09:55.759]  She got hired six months after, doing a really good job on January 6th, so they could keep their idiot.
[00:09:55.840 --> 00:09:58.960]  And she comes off as very autistic, mentally retarded.
[00:10:00.320 --> 00:10:03.120]  Total patsy, in case she got caught.
[00:10:03.440 --> 00:10:06.480]  And now, could you imagine this is all set to come out?
[00:10:08.399 --> 00:10:10.000]  This is all set to come out.
[00:10:10.320 --> 00:10:14.080]  I would say they won't be able to suppress it long.
[00:10:14.240 --> 00:10:15.840]  By Tuesday, it all hits.
[00:10:16.160 --> 00:10:16.399]  Okay.
[00:10:17.039 --> 00:10:18.960]  And remember, I was there on J6.
[00:10:19.440 --> 00:10:20.639]  I was supposed to lead the crowd.
[00:10:20.799 --> 00:10:23.039]  The president said, Alex, lead him to the Capitol.
[00:10:23.360 --> 00:10:24.879]  Secret Service came and got me.
[00:10:25.200 --> 00:10:26.000]  We were all set up.
[00:10:26.080 --> 00:10:31.279]  We had a permit behind there with the big set, you know, big stage and everything up by the Supreme Court.
[00:10:31.920 --> 00:10:33.600]  They walked us right into a trap.
[00:10:33.920 --> 00:10:38.399]  Trump, during the speech, before anybody gets to the Capitol, says, be peaceful.
[00:10:38.480 --> 00:10:42.639]  We're just going to peacefully protest and call for investigation in the Senate under law.
[00:10:43.519 --> 00:10:49.120]  And then they kicked him off X when he posted videos saying, don't go in, get out.
[00:10:49.440 --> 00:10:55.519]  Now the BBC's been caught editing a video a week ago where Trump says, you know, the opposite.
[00:10:55.840 --> 00:11:00.080]  And you show the real video, it shows he said, don't be violent, be peaceful.
[00:11:00.399 --> 00:11:02.559]  Now the head of the BBC has had to resign.
[00:11:04.639 --> 00:11:06.320]  But that's what they do.
[00:11:08.799 --> 00:11:16.559]  And when Trump was taking off X and Facebook and everything else, and nobody would put it, Fox wouldn't have him on for over two years.
[00:11:16.879 --> 00:11:22.639]  Everybody that didn't know the truth believed that Trump had said attack the Capitol.
[00:11:22.960 --> 00:11:32.639]  And then here we are five years later, almost five years later, and they recycle the lie that Trump said attack the Capitol.
[00:11:33.600 --> 00:11:35.840]  And they edit with junk cuts.
[00:11:36.160 --> 00:11:40.320]  And you saw they used AI editing so it would like morph between so you couldn't see the clips exactly right.
[00:11:40.399 --> 00:11:42.720]  But then people show the raw clip and people are like, you've already seen it.
[00:11:42.799 --> 00:11:43.680]  It's been out for a week.
[00:11:44.000 --> 00:11:45.120]  I mean, this is out.
[00:11:45.279 --> 00:11:51.279]  Imagine the BBC when it's well known what Trump did now, because he's not totally censored.
[00:11:51.600 --> 00:11:55.039]  Not and he said, go there peacefully.
[00:11:55.120 --> 00:11:58.159]  And then once he heard what was happening, he said, get out of there, don't do it.
[00:11:58.480 --> 00:12:04.399]  To edit that together, and you see the video, he's like, attack it, get them, go in, great job.
[00:12:05.680 --> 00:12:08.560]  But that ties into the whole pipe bomb thing.
[00:12:08.879 --> 00:12:09.759]  They had a plan.
[00:12:09.840 --> 00:12:10.399]  That's what they were saying.
[00:12:10.560 --> 00:12:12.879]  It was worse than 9-11, worse than Pearl Harbor.
[00:12:13.200 --> 00:12:14.800]  All they did was kill four citizens that day.
[00:12:14.879 --> 00:12:15.680]  No feds died that day.
[00:12:15.920 --> 00:12:17.120]  You hear five agents die that day.
[00:12:17.200 --> 00:12:17.519]  Look it up.
[00:12:17.600 --> 00:12:18.720]  It's not true.
[00:12:19.680 --> 00:12:27.360]  Well, they took out a few later that were speaking up, the witnesses, and it put some of the fed some of the Capitol police who were compartmentalized that spoke up.
[00:12:27.680 --> 00:12:29.600]  They put them in prison for made-up stuff.
[00:12:29.840 --> 00:12:30.879]  Did you know that?
[00:12:32.159 --> 00:12:32.480]  Yeah.
[00:12:32.799 --> 00:12:40.720]  Oh, and then the woman that's now in the CIA turns out she was a star witness in a whole bunch of the trials putting Jay Sixers in prison.
[00:12:41.360 --> 00:12:44.560]  She was running around busy, you know, planting pipe bombs.
[00:12:45.759 --> 00:12:48.560]  But then she was the star witness in a whole bunch of trials.
[00:12:48.720 --> 00:12:52.240]  Ooh, you got a problem, Cupcake.
[00:12:53.519 --> 00:12:57.279]  So Stuart Rhodes, who they say is the ultimate mastermind of J6.
[00:12:57.680 --> 00:12:59.440]  Not one text message, not one email.
[00:12:59.759 --> 00:13:04.000]  I was in meetings with him days before with the D.C. police, you know, and others.
[00:13:04.159 --> 00:13:09.039]  And we're worried about Antifa attacking and what do we do if they attack and all the rest of it.
[00:13:09.120 --> 00:13:14.240]  We weren't like planning to attack the damn Capitol, make ourselves look like fools and go to prison.
[00:13:16.000 --> 00:13:18.080]  You don't take the government over, take it over the Capitol.
[00:13:18.240 --> 00:13:19.600]  You destroy yourself.
[00:13:20.879 --> 00:13:23.279]  So I knew when he got and died, it was horse crap.
[00:13:23.600 --> 00:13:25.039]  Enrique Tario's coming on.
[00:13:25.120 --> 00:13:27.279]  He wasn't even in the city when this happened.
[00:13:27.600 --> 00:13:29.600]  Joe Biggs, used to be a reporter here.
[00:13:30.000 --> 00:13:34.159]  Known him 12 years, highly decorated Army Ranger.
[00:13:34.799 --> 00:13:36.000]  Totally set up.
[00:13:36.879 --> 00:13:39.360]  These are the masterminds, supposedly.
[00:13:40.320 --> 00:13:42.960]  But then Pelosi's daughter was so dumb.
[00:13:43.840 --> 00:13:49.680]  She put it in a documentary with him laughing and yeah, haha, nobody really attacked us.
[00:13:49.759 --> 00:13:50.159]  This is great.
[00:13:50.480 --> 00:13:56.720]  I mean, these people are arrogant to the ultra maximum.
[00:13:57.920 --> 00:13:59.120]  So we got that coming up.
[00:13:59.200 --> 00:14:00.480]  But I'm going to do that next hour.
[00:14:00.720 --> 00:14:02.639]  This is big, folks.
[00:14:04.240 --> 00:14:10.879]  And they didn't want this out before because they had the CIA operative, former Capitol Police under surveillance.
[00:14:12.480 --> 00:14:18.560]  But then the investigations got killed like it always does by Todd Blanche, Democrat, deputy AG.
[00:14:20.480 --> 00:14:35.840]  And so, turns out there's all these private investigators and individuals of law enforcement backgrounds that are out there who are working for Trump.
[00:14:36.160 --> 00:14:41.600]  And turns out that it's all coming out, sweeties.
[00:14:41.759 --> 00:14:46.080]  And notice this broke Thursday on Glimbeck's show with 30 million viewers and listeners conservative.
[00:14:46.639 --> 00:14:49.200]  And has this woman come out and said it's not her?
[00:14:49.440 --> 00:14:50.240]  Uh-uh.
[00:14:51.120 --> 00:14:55.759]  And that individual's been under full surveillance as well as their communications.
[00:14:56.399 --> 00:15:01.039]  And the word is they've been moved to a CIA safe house.
[00:15:02.320 --> 00:15:06.399]  Wonder how long that poor Patsy is going to be alive.
[00:15:07.920 --> 00:15:12.480]  Maybe there'll be a note that she fled to Europe or something.
[00:15:13.039 --> 00:15:13.680]  Oh, where'd she?
[00:15:13.840 --> 00:15:15.120]  Oh, you won't see her no more.
[00:15:15.279 --> 00:15:17.920]  She's off on vacation.
[00:15:19.759 --> 00:15:20.879]  Like in the running man.
[00:15:21.519 --> 00:15:25.039]  Whitman, Price, and Adod are in Hawaii, enjoying themselves.
[00:15:25.360 --> 00:15:28.160]  Their debt to society pay in full.
[00:15:29.120 --> 00:15:32.000]  And they find their skeletons hung up in a locker.
[00:15:32.879 --> 00:15:37.440]  So it's going down, down, down.
[00:15:38.080 --> 00:15:42.240]  It's going down because the levy has broken.
[00:15:44.399 --> 00:15:45.920]  And so what's the left's only hope?
[00:15:46.000 --> 00:15:47.440]  What's the globalist's only hope?
[00:15:47.919 --> 00:15:51.120]  They'll activate the skeleton of the neocons.
[00:15:51.919 --> 00:16:00.639]  Go into the mausoleum of the neocon, WMD lie, warmongering, pro-poison shot, pro-censorship, anti-Trump number Trumpers.
[00:16:01.200 --> 00:16:08.480]  Break the emergency glass of Mark Levin and Ben Shapiro and Josh Hammer.
[00:16:10.080 --> 00:16:17.759]  Josh Hammer, it's time to take out Tucker and his supporters like foxes in the hen house and neutralize them.
[00:16:19.279 --> 00:16:22.799]  Using a mass term for assassinate.
[00:16:24.399 --> 00:16:30.720]  And Levin was out making violent statements about he wants to take on Carlson today and how he'll crush us.
[00:16:31.039 --> 00:16:32.480]  So what do they do?
[00:16:33.439 --> 00:16:35.679]  The neocons ally with the left.
[00:16:36.000 --> 00:16:38.480]  The Bill Bars is the attorney general the whole time.
[00:16:38.559 --> 00:16:40.319]  It's now been leaked working against Trump.
[00:16:40.559 --> 00:16:51.439]  Then after Trump got out of office in 2021, setting up the indictments with Fannie Willis and Leticia James and quarterbacking with Obama, that wasn't Biden, and Obama's third elected term.
[00:16:55.600 --> 00:17:03.158]  And now all over the leftist media and all over the court media, oh, the MAGA Civil War.
[00:17:09.309 --> 00:17:13.309]  And then Shapiro is like, we're saving MAGA that they hated and tried to stop.
[00:17:14.720 --> 00:17:19.200]  We're going to keep you away from the real people like, oh, sorry, the fake people like Alex Jones.
[00:17:20.799 --> 00:17:22.240]  We're going to, nope, nope.
[00:17:22.319 --> 00:17:25.200]  It's not Alex Jones that first endorsed Trump before anybody else.
[00:17:25.519 --> 00:17:27.759]  I mean, right at the start, a year and a half, you know, before he won.
[00:17:28.000 --> 00:17:30.319]  No, no, no, no, no, no, no, no.
[00:17:34.079 --> 00:17:35.839]  It is only Ben Shapiro.
[00:17:36.480 --> 00:17:38.000]  It is only Mark Levin.
[00:17:38.160 --> 00:17:39.920]  You must bow to them.
[00:17:41.440 --> 00:17:44.319]  And again, my issue is I'm not trying to make Israel the center of the universe.
[00:17:44.400 --> 00:17:45.599]  I'm not against Israel's existence.
[00:17:45.839 --> 00:17:47.119]  I have a heart off Israel.
[00:17:47.359 --> 00:17:51.759]  Like any big powerful system, it's going to have corruption just like we do.
[00:17:51.920 --> 00:17:54.000]  I got to blame the American people for everything in our government.
[00:17:54.240 --> 00:17:56.160]  I don't blame the Chinese for Xi Ji Ping.
[00:17:56.319 --> 00:18:02.000]  But it doesn't matter because the way this is all built is always the same.
[00:18:02.160 --> 00:18:06.240]  And I've seen some genius stuff from my good friend JP Sears, fellow Austin I.
[00:18:06.480 --> 00:18:12.960]  But before I get into the meat potatoes, this next segment, before I get to all these other issues I just mentioned, here's JP Sears, Israel first versus America first.
[00:18:13.119 --> 00:18:17.440]  Be sure and follow him at Awaken with JP on YouTube and X and everywhere else.
[00:18:18.400 --> 00:18:21.200]  And he nails it.
[00:18:21.359 --> 00:18:24.079]  And I know JP's a former liberal and not anti-Israel.
[00:18:24.160 --> 00:18:25.519]  And we'll just say there's like a proviso.
[00:18:26.000 --> 00:18:29.920]  But listen, Israel and Israel first people, you're not above reproach.
[00:18:30.480 --> 00:18:37.519]  And Netanyahu's hating his own country, and he is trying to take over of the MAGA movement, and they admit they are.
[00:18:38.079 --> 00:18:45.519]  And there's this litmus that's just like the left say you support drag queen story time and trans talk to five-year-olds or you're homophobic.
[00:18:45.599 --> 00:18:47.680]  And it's just like, we're done.
[00:18:49.279 --> 00:18:51.359]  Stop beating us over the head.
[00:18:51.680 --> 00:18:56.639]  And so this is a desperate comeback by Levin and Ben Shapiro because they have almost no viewers.
[00:18:56.960 --> 00:19:02.160]  You know, Shapiro got backed by these big Christian Zionists out of North Texas up in Frisco.
[00:19:02.720 --> 00:19:04.000]  Multi-billion dollars.
[00:19:04.240 --> 00:19:08.079]  They blew it all, force-fed him everywhere, tried to make him number one.
[00:19:08.240 --> 00:19:08.720]  It failed.
[00:19:08.960 --> 00:19:09.839]  Levin's a joke.
[00:19:09.920 --> 00:19:10.880]  They're all a joke.
[00:19:11.200 --> 00:19:11.759]  All right.
[00:19:13.279 --> 00:19:18.720]  And so they're just pissed off and basically making threats now to Tucker.
[00:19:19.039 --> 00:19:20.559]  And they're going to, we're going to censor you.
[00:19:20.639 --> 00:19:21.680]  We're going to deplatform you.
[00:19:21.759 --> 00:19:25.599]  I mean, Levin said a couple weeks ago or a week ago at a big AIPAC meeting.
[00:19:25.920 --> 00:19:26.960]  Total declaration of war.
[00:19:27.039 --> 00:19:30.480]  Remember, Netanyahu three weeks ago said the eight-front war is now America.
[00:19:30.559 --> 00:19:32.720]  We're going to shut down people criticizing us.
[00:19:33.359 --> 00:19:39.440]  When you make a Streisand effect like that in the middle of a huge war, you're not going to win that.
[00:19:41.519 --> 00:19:48.079]  You're gonna trigger massive hatred of Israel when you go after the most hardcore patriots in America and turn them into enemies.
[00:19:48.319 --> 00:19:52.479]  I know you think you'll get big in the process and Netanyahu will have a new enemy since Hamas has been defeated.
[00:19:52.639 --> 00:19:56.959]  Now you can move on to American conservatives and then everybody attacks Israel because that you can play victim.
[00:19:57.119 --> 00:19:59.439]  And we know why you funded Hamas and created it, Netanyahu.
[00:19:59.519 --> 00:19:59.919]  We get it.
[00:20:00.159 --> 00:20:02.240]  We don't want to be your new Hamas, buddy.
[00:20:02.559 --> 00:20:05.679]  Just like the Pentagon playing basketball at the head of Al-Qaeda this week.
[00:20:06.000 --> 00:20:08.000]  Sears JP Sears nails it.
[00:20:08.159 --> 00:20:08.819]  Absolutely nails it.
[00:20:14.788 --> 00:20:15.508]  Hey, dude.
[00:20:16.799 --> 00:20:18.000]  Do you support Israel?
[00:20:18.240 --> 00:20:19.039]  Yeah, sure.
[00:20:19.279 --> 00:20:21.359]  At all costs above everything else.
[00:20:21.679 --> 00:20:22.240]  No matter what.
[00:20:22.479 --> 00:20:25.919]  Well, that seems kind of absurd, like writing a blank check of support.
[00:20:26.479 --> 00:20:27.439]  Well, do you?
[00:20:27.599 --> 00:20:29.439]  Well, no, I guess not to that level.
[00:20:29.679 --> 00:20:32.879]  I mean, I do have some questions about the Israeli government.
[00:20:33.119 --> 00:20:34.159]  You're an anti-Semite.
[00:20:34.319 --> 00:20:36.159]  Oh, that's what we're doing here.
[00:20:36.399 --> 00:20:37.679]  How long have you hated Jews?
[00:20:37.919 --> 00:20:43.119]  Well, I don't, but how much have you been listening to Ben Shapiro lately?
[00:20:43.359 --> 00:20:45.599]  Well, believe it or not, quite a bit lately.
[00:20:45.839 --> 00:20:46.399]  I could tell.
[00:20:46.639 --> 00:20:48.079]  I'm going to give you one last chance.
[00:20:48.399 --> 00:20:51.759]  I want you to denounce Tucker Carlson right now.
[00:20:52.079 --> 00:20:54.319]  Or else you're an anti-Semite.
[00:20:55.039 --> 00:20:55.919]  I love Tucker.
[00:20:57.039 --> 00:20:58.159]  Tucker isn't MAGA.
[00:20:58.319 --> 00:20:59.119]  Oh, that's cute.
[00:20:59.359 --> 00:21:04.799]  And Ben Shapiro, who openly supported Ron DeSantis over Trump, he's somehow MAGA.
[00:21:04.959 --> 00:21:07.279]  Yeah, I don't know about that, but Tucker's not MAGA.
[00:21:07.439 --> 00:21:11.919]  Well, you know, and using woke tactics to try to cancel people also isn't MAGA.
[00:21:12.079 --> 00:21:12.959]  Woke tactics?
