# Transcription model: nvidia/parakeet-tdt-0.6b-v2, and large-v3-turbo
[00:00:08.800 --> 00:00:11.560]  InfoWars, tomorrow's news today.
[00:05:15.139 --> 00:05:24.228]  We are restoring the Republic.
[00:05:24.239 --> 00:05:26.150]  We live in the old haze.
[00:05:26.160 --> 00:05:35.760]  The great flower of the Renaissance and the counteraction to the satanic globalist new dark age they're trying to drag us back into.
[00:05:36.400 --> 00:05:38.480]  Get behind me, Satan.
[00:05:40.080 --> 00:05:42.080]  No king but King Jesus.
[00:05:43.440 --> 00:05:45.440]  In Los Angeles, 1969.
[00:05:46.400 --> 00:05:53.280]  All right, ladies and gentlemen, thank you so much for joining us on this Friday, September 26th, 2025 transmission.
[00:05:53.520 --> 00:06:05.440]  I am your humble servant and your chronicler, Alexander Emmerich Jones, hailing from the great state of Texas in defense of our republic and planetary justice and peace.
[00:06:06.320 --> 00:06:06.960]  All right.
[00:06:09.600 --> 00:06:22.480]  I not only told you in the last few months, every day intensely that the indictments are coming and that when they do, like a house of cards, the globalists are going to go into free fall and the rats will start racing out of the sinking ships even faster.
[00:06:23.360 --> 00:06:33.280]  But that at that point, the Democrats will activate the domestic terrorism and the false flags to blame Trump and claim that he's killing traditional black colleges.
[00:06:33.440 --> 00:06:34.080]  They're going to hit that.
[00:06:34.240 --> 00:06:34.560]  Told you that.
[00:06:34.640 --> 00:06:36.320]  Now they're already pre-programming, as I predicted.
[00:06:36.480 --> 00:06:37.520]  I predict the pre-programming.
[00:06:37.600 --> 00:06:40.560]  Now they're closing them saying, because of Charlie Kirk, the white supremacists are coming to kill us.
[00:06:40.720 --> 00:06:42.000]  Of course, they're making fake phone calls.
[00:06:42.080 --> 00:06:43.200]  The Democrats aren't themselves.
[00:06:43.280 --> 00:06:44.320]  They've already been basically caught.
[00:06:44.400 --> 00:06:46.080]  They admit it's quote a hoax.
[00:06:47.040 --> 00:06:47.760]  But that's out there.
[00:06:47.840 --> 00:06:49.520]  They're going to shoot up a migrant demonstration.
[00:06:49.600 --> 00:06:50.720]  That's the final piece.
[00:06:51.040 --> 00:06:59.440]  You've got Senator Blumenthal, the stolen valor crepezoid that's quarterbacked operations against me, threatening.
[00:06:59.840 --> 00:07:01.840]  We're going to imprison anybody that supports Trump.
[00:07:01.920 --> 00:07:03.840]  We're setting up total tyranny when we get back in.
[00:07:04.160 --> 00:07:04.879]  You better lay down.
[00:07:05.040 --> 00:07:06.000]  You better watch out.
[00:07:06.320 --> 00:07:07.440]  You better stop it.
[00:07:07.759 --> 00:07:08.800]  You better bow to me.
[00:07:08.960 --> 00:07:10.320]  You better shine my shoes.
[00:07:10.639 --> 00:07:11.840]  Lick my boots.
[00:07:12.160 --> 00:07:14.160]  Get on your knees, boy.
[00:07:14.720 --> 00:07:19.680]  Joining Hakeem Jeffries with his little evil eyes alight with demonic glow.
[00:07:20.000 --> 00:07:21.720]  Oh, we're going to get you all.
[00:07:21.720 --> 00:07:23.040]  We're going to get your...
[00:07:23.040 --> 00:07:24.230]  We're all going...
[00:07:24.240 --> 00:07:24.560]  Yeah.
[00:07:25.440 --> 00:07:27.600]  Listen, buddy boys.
[00:07:27.920 --> 00:07:32.560]  The general public was asleep before when you thought you were bullying them and intimidating them.
[00:07:33.440 --> 00:07:35.840]  You've really miscalculated.
[00:07:37.040 --> 00:07:39.040]  And so just keep doing what you're doing.
[00:07:39.200 --> 00:07:40.560]  Keep threatening people.
[00:07:41.840 --> 00:07:45.120]  I've had these very same groups and mediations literally threaten me and say, we're the mafia.
[00:07:45.200 --> 00:07:46.080]  You know, we're going to destroy you.
[00:07:46.240 --> 00:07:48.639]  I'm like, what, you didn't think I didn't know that's your plan?
[00:07:48.960 --> 00:07:50.800]  Why do you think I fight you so hard?
[00:07:51.120 --> 00:07:52.560]  Who do you think you are?
[00:07:53.840 --> 00:07:54.160]  Yeah.
[00:07:58.400 --> 00:08:04.080]  So these are arrogant, cowardly thugs.
[00:08:04.720 --> 00:08:06.720]  They're not even warriors.
[00:08:08.320 --> 00:08:09.680]  They pretend they are.
[00:08:10.960 --> 00:08:18.960]  And they hide behind red tape and PR firms and propaganda and lies.
[00:08:21.360 --> 00:08:25.680]  And all they have left is electronic voting machines and mail-in ballots in blue cities.
[00:08:25.840 --> 00:08:27.280]  And the illusion is over.
[00:08:27.360 --> 00:08:29.840]  And everybody knows that every state is red.
[00:08:30.480 --> 00:08:38.160]  There are tiny little cesspools in blue cities that are like demonic zombie wastelands, as you know.
[00:08:39.120 --> 00:08:44.560]  And all over the world, populism is rising and is sweeping them aside.
[00:08:44.720 --> 00:08:47.039]  And traditionalism is rising.
[00:08:47.920 --> 00:08:58.160]  So they can struggle against the tide of liberty, but it will crush them under a wave of truth.
[00:08:58.800 --> 00:09:02.720]  General Flynn, the target of Comey, Comey's bragged about it.
[00:09:02.800 --> 00:09:03.920]  We'll play that clip.
[00:09:04.560 --> 00:09:05.840]  Set up illegally.
[00:09:06.160 --> 00:09:09.279]  We'll be joining us in T-minus 20 minutes from now.
[00:09:09.920 --> 00:09:11.519]  Then Roger Stone.
[00:09:12.720 --> 00:09:24.320]  And then, of course, another disgraced former FBI director, Chris Ray, testified six times or more.
[00:09:24.960 --> 00:09:25.519]  Six.
[00:09:25.840 --> 00:09:26.799]  We have the clips.
[00:09:27.039 --> 00:09:31.120]  That there were no federal agents in the crowd.
[00:09:32.000 --> 00:09:46.880]  And now the FBI just released the documents from themselves, quite definitive, that there were 274 plainclothes agents embedded in the January 6th crowds, congressional sources say.
[00:09:47.200 --> 00:09:53.280]  And if they'd have helped the Capitol Police, half of which were sent away for traffic control miles away at the ellipse.
[00:09:53.600 --> 00:09:58.400]  They'd have helped me trying to stop people going to the building.
[00:09:58.720 --> 00:10:02.879]  If they'd have got on the loudspeakers, they have embedded outside inside, like I told them to do.
[00:10:04.160 --> 00:10:05.440]  It all would have been stopped.
[00:10:05.600 --> 00:10:10.800]  But instead, we know those men, many of them helped break out the windows of the first one in black doing it.
[00:10:11.120 --> 00:10:17.840]  The police then stage arresting them, take them, take the handcuffs off on surveillance camera, and high five of them.
[00:10:18.160 --> 00:10:24.320]  Those are FBI and corrupt Capitol Police because we know some of the names.
[00:10:26.560 --> 00:10:30.800]  And Cash Patel said they're going to start releasing this, and they are.
[00:10:31.040 --> 00:10:35.600]  So I'll just tell you: Trump has threatened to fire all these people.
[00:10:36.240 --> 00:10:38.160]  He's particularly pissed off at Bondi.
[00:10:38.800 --> 00:10:40.960]  And I'm saying the jury's out on cash.
[00:10:41.040 --> 00:10:44.080]  And I think Bongino's a good guy, and that's why he's pissed and wants to leave.
[00:10:44.640 --> 00:10:48.960]  But when you hear, oh, Trump's being political, he wants his enemies targeted.
[00:10:49.440 --> 00:10:50.560]  They tried to kill him.
[00:10:50.879 --> 00:10:52.880]  We know that the globalists were behind that.
[00:10:54.240 --> 00:10:55.280]  They're going to put him in prison.
[00:10:55.440 --> 00:10:56.480]  They're trying to destroy us.
[00:10:56.800 --> 00:10:57.680]  They started it.
[00:10:57.840 --> 00:10:59.200]  They're tyrants.
[00:10:59.520 --> 00:11:02.000]  They've run these slow-rolling coups.
[00:11:02.880 --> 00:11:07.040]  And the American people, the vast majority, know it and support it.
[00:11:07.280 --> 00:11:09.600]  This is not political retribution.
[00:11:09.920 --> 00:11:10.960]  This is justice.
[00:11:11.280 --> 00:11:12.160]  This is duty.
[00:11:12.480 --> 00:11:15.759]  And this is existential survival.
[00:11:16.400 --> 00:11:18.480]  We don't have a choice.
[00:11:18.800 --> 00:11:20.480]  We must prosecute the deep state.
[00:11:20.640 --> 00:11:22.080]  We must remove their networks.
[00:11:22.400 --> 00:11:25.520]  We must break the back politically of their arrogance.
[00:11:26.400 --> 00:11:54.720]  And we must absolutely imprison thousands of their captains, generals, and operatives, and then sue to the ground all of their auxiliary operations that engage in this giant organized crime, racketeering reign of terror that they are now promising to intensify if they can slither their way back into power.
[00:11:58.240 --> 00:12:00.880]  We are not in the year 2027.
[00:12:04.960 --> 00:12:09.120]  But that year is coming during that election for 2028.
[00:12:09.440 --> 00:12:13.040]  And everything has to be prepared and ready going into the midterms as well.
[00:12:13.360 --> 00:12:18.000]  But the internal and public numbers are the Democrats are in free fall.
[00:12:18.880 --> 00:12:23.280]  And if it wasn't for election fraud, they would lose 100-plus seats in the House.
[00:12:23.440 --> 00:12:25.920]  They are extinct as a party.
[00:12:26.560 --> 00:12:32.400]  And as the illusion of the facade drops, it's game over.
[00:12:33.680 --> 00:12:42.080]  But going back to the year 2017, this is not where we were then when Trump didn't understand the government, the systems, and what was happening.
[00:12:42.400 --> 00:12:44.000]  Yeah, let's put that headline back up.
[00:12:44.320 --> 00:12:50.080]  Justice Department orders U.S. attorneys to probe Soros Open Society Foundations for arson, racketeering, and terrorist support.
[00:12:50.400 --> 00:13:07.280]  I just so happened to actually have key documents with the directing the violence self by a Soros group run by his son that launched attacks.
[00:13:10.720 --> 00:13:12.000]  That's coming up.
[00:13:15.120 --> 00:13:16.800]  And we have so much more.
[00:13:17.040 --> 00:13:21.280]  Then we have Russia issuing a nuclear threat to the United States, the strongest yet.
[00:13:22.240 --> 00:13:24.400]  After Trump said, yeah, let's continue the war forever.
[00:13:24.560 --> 00:13:26.880]  And maybe Ukraine can take part of Russia.
[00:13:27.120 --> 00:13:29.680]  I mean, I understand that's art of the deal stuff, but you can't do that in war.
[00:13:29.920 --> 00:13:31.040]  Big no-no, Trumpy.
[00:13:31.360 --> 00:13:33.040]  We love you, but we're going to call balls and strikes.
[00:13:33.360 --> 00:13:40.960]  And then NATO has now on the back channel, they're reporting it, said, We're now just your jets come one inch in, or what we say is in our airspace.
[00:13:41.120 --> 00:13:42.640]  We're going to start blasting them out of the sky.
[00:13:42.880 --> 00:13:46.960]  So they're ready to go to full war right now on the threat escalation ladder.
[00:13:47.200 --> 00:13:48.480]  Total bonker insanity.
[00:13:48.640 --> 00:13:49.759]  We'll get to that.
[00:13:50.640 --> 00:13:52.560]  Then you've got all the Charlie Kirk stuff.
[00:13:53.120 --> 00:13:54.400]  Yep, no autopsy.
[00:13:54.560 --> 00:13:57.920]  That's now been confirmed by the police dispatch recordings.
[00:13:58.240 --> 00:13:59.920]  And notice we had to learn that way.
[00:14:00.240 --> 00:14:13.680]  Folks went and got the police to release the hospital police dispatch recordings in the protection of Erica Kirk going to pick up his body.
[00:14:13.840 --> 00:14:18.080]  And they said, nope, the presiding physician signed on the death certificate.
[00:14:18.320 --> 00:14:19.680]  No coroner.
[00:14:20.320 --> 00:14:21.440]  And you heard the police like, really?
[00:14:21.759 --> 00:14:23.200]  Okay, so they're taking the body.
[00:14:23.440 --> 00:14:23.759]  Yeah.
[00:14:27.279 --> 00:14:37.759]  I mean, boy, they ran in and snatched up Kennedy's body real quick too and flew it off to D.C. And I'm not saying, you know, I'm not going to sit there and accuse people stuff.
[00:14:38.080 --> 00:14:38.640]  I don't know.
[00:14:38.960 --> 00:14:49.439]  But I mean, this is just worse and worse and worse by the minute Because of the way that bullet went and all of it, I just, this is really bad.
[00:14:50.000 --> 00:14:57.120]  And then it gives rise to all these competing theories that go from absurd to plausible.
[00:14:58.639 --> 00:15:01.759]  And we'll just go where the facts lead.
[00:15:02.000 --> 00:15:03.360]  That's coming up.
[00:15:04.960 --> 00:15:10.159]  And then you got a baseball field shot up.
[00:15:10.480 --> 00:15:13.919]  People shot with Islamicists.
[00:15:15.199 --> 00:15:17.840]  And we got videos of Islamicists celebrating it.
[00:15:20.319 --> 00:15:27.439]  I mean, Texas looks like Islamabad or something, though.
[00:15:31.199 --> 00:15:37.360]  So, oh, let's go shoot up a baseball field.
[00:15:41.840 --> 00:15:43.199]  This is Sunday.
[00:15:46.399 --> 00:15:49.279]  Yeah, let's go shoot some kids.
[00:15:50.559 --> 00:15:51.840]  You know, they vote Democrat.
[00:15:52.000 --> 00:15:53.679]  I mean, it's just wild.
[00:15:54.480 --> 00:15:56.319]  And this is the temperature getting turned up.
[00:15:56.559 --> 00:15:57.759]  But let's just do this now.
[00:15:58.319 --> 00:16:02.559]  Flynn's coming up here in about 14 minutes.
[00:16:02.720 --> 00:16:04.559]  Let's General Flynn, it's going to be huge.
[00:16:04.720 --> 00:16:06.000]  Then Roger Stone, massive.
[00:16:06.240 --> 00:16:08.000]  All the inside baseball.
[00:16:08.639 --> 00:16:12.399]  But you notice Flynn about three months ago started saying, yeah, the indictments are coming.
[00:16:13.039 --> 00:16:14.319]  And Rogers was going to pass me.
[00:16:14.399 --> 00:16:16.720]  He said, no, they're coming because they're all talking to the same people.
[00:16:17.039 --> 00:16:19.039]  Who do you think we're talking to?
[00:16:19.679 --> 00:16:25.279]  I said, if they don't start indicting with the total proof and the grand juries, they're being set up.
[00:16:25.919 --> 00:16:27.120]  And then they got indictments.
[00:16:27.200 --> 00:16:29.519]  And then the U.S. attorneys tried to block it.
[00:16:30.799 --> 00:16:33.360]  And the prosecutors, what's going to happen?
[00:16:33.519 --> 00:16:35.039]  They're going to be removed.
[00:16:35.360 --> 00:16:38.240]  And people are going to be put in there that will go with the grand jury.
[00:16:38.480 --> 00:16:39.039]  That's legal.
[00:16:39.200 --> 00:16:39.759]  That's lawful.
[00:16:40.000 --> 00:16:40.879]  We have these people.
[00:16:41.200 --> 00:16:44.399]  We have Ray getting up over and over again saying, nope, no feds.
[00:16:44.720 --> 00:16:50.720]  Then a few times later, he's like, well, not that I know of because he knows, ooh, they got me.
[00:16:52.240 --> 00:17:01.440]  And look, if Ray and these people would just go away and Bill Barr and the rest of them, I'm on his enemies list.
[00:17:01.600 --> 00:17:02.799]  He was working against Trump the whole time.
[00:17:02.879 --> 00:17:03.600]  That's come out.
[00:17:03.919 --> 00:17:06.240]  Eyewitnesses undercover reports and documents.
[00:17:06.559 --> 00:17:07.920]  We'd let you guys scurry off.
[00:17:08.079 --> 00:17:14.319]  I mean, I'm not some vengeful person that just wants to drive this because also these people are dangerous.
[00:17:14.639 --> 00:17:17.519]  And when they're cornered, they're going to pull off a bunch of stuff, but they're not going to stop.
[00:17:17.839 --> 00:17:18.880]  So it's a war.
[00:17:19.200 --> 00:17:20.000]  They started it.
[00:17:20.160 --> 00:17:20.880]  We're the good guys.
[00:17:21.039 --> 00:17:21.839]  They're the bad guys.
[00:17:22.160 --> 00:17:23.200]  This is how it is.
[00:17:23.519 --> 00:17:26.639]  And so just there's no turning back.
[00:17:27.279 --> 00:17:30.079]  I'm totally committed, been totally committed for 30 plus years.
[00:17:30.400 --> 00:17:32.000]  I knew what I was getting into when I did this.
[00:17:32.319 --> 00:17:33.759]  But all you better figure this out.
[00:17:33.920 --> 00:17:35.200]  I mean, this lovingly.
[00:17:37.039 --> 00:17:37.920]  You're under attack.
[00:17:38.079 --> 00:17:48.880]  The globalists want to get through the warriors that are standing up for all of our collective freedoms and dignity and security and our children's futures.
[00:17:49.200 --> 00:17:51.599]  You better get with the program.
[00:17:52.240 --> 00:17:54.960]  These shows aren't some genre and oh, they're entertaining.
[00:17:55.039 --> 00:17:56.160]  And wow, this guy's intense.
[00:17:56.400 --> 00:17:57.599]  Why do you think I'm intense?
[00:17:57.920 --> 00:17:59.039]  I'm under total attack.
[00:17:59.279 --> 00:18:01.119]  I've been hunted for decades by these people.
[00:18:01.359 --> 00:18:02.639]  They've attacked my whole family.
[00:18:02.799 --> 00:18:07.920]  Our family's ever been stronger because we're not wimps and we understand we're doing God's work.
[00:18:08.240 --> 00:18:11.759]  But I'm in a war and you better realize you are too.
[00:18:12.079 --> 00:18:13.759]  Do you understand that?
[00:18:14.639 --> 00:18:17.839]  My God, they've killed over 30 million people with the poison shots.
[00:18:19.039 --> 00:18:20.400]  They flood us with fentanyl.
[00:18:20.720 --> 00:18:32.319]  They're absolutely in every major public and most private schools with grants, secretly brainwashing your sons and daughters to think they're another sex and make them totally mentally ill and then be mutilated chemically or surgically.
[00:18:32.559 --> 00:18:33.839]  It is a devil cult.
[00:18:34.000 --> 00:18:35.359]  It's the same program worldwide.
[00:18:35.440 --> 00:18:36.000]  It's BlackRock.
[00:18:36.079 --> 00:18:36.880]  It's the New World Order.
[00:18:36.960 --> 00:18:38.480]  It's the transhumanist on record.
[00:18:38.799 --> 00:18:41.119]  They say the future is not human.
[00:18:41.440 --> 00:18:45.279]  They're building this nightmare world and we're simply saying no.
[00:18:46.160 --> 00:18:56.400]  And we're valiantly fighting because on the other end of this, if we fail is total enslavement and a nightmare hellscape.
[00:18:56.720 --> 00:18:58.960]  So just understand, you think I want to do this?
[00:18:59.119 --> 00:19:00.720]  You think I want to fight 18 hours a day?
[00:19:00.880 --> 00:19:03.519]  You think I want to do all this just so I can act tough?
[00:19:03.839 --> 00:19:05.039]  No, I've got to do it.
[00:19:05.360 --> 00:19:10.799]  Somebody walks up to me and punches me in the nose or somebody walks up to me and it punches my kid in the head.
[00:19:11.119 --> 00:19:15.279]  I'm not happy about it, but I'm going to get pissed off and I'm going to go after him.
[00:19:15.920 --> 00:19:18.079]  It's the same thing in politics, folks.
[00:19:18.400 --> 00:19:20.000]  How much are you going to take?
[00:19:21.279 --> 00:19:22.480]  You got to get vocal.
[00:19:22.639 --> 00:19:23.519]  You got to get informed.
[00:19:23.680 --> 00:19:24.559]  You got to get engaged.
[00:19:24.720 --> 00:19:27.920]  You got to spend money and support the people that are at the tip of the spear.
[00:19:28.159 --> 00:19:30.240]  You've got to amplify all that.
[00:19:30.400 --> 00:19:33.440]  And you should get vocal and you should get engaged as well.
[00:19:34.639 --> 00:19:38.319]  I know a lot of you are, but man, you got to do this with urgency.
[00:19:38.639 --> 00:19:40.079]  People are like, oh, it sounds like work.
[00:19:40.319 --> 00:19:42.000]  No, you're meant to do this.
[00:19:42.319 --> 00:19:44.000]  And the future is so dark if you don't.
[00:19:44.079 --> 00:19:45.039]  But we're turning the tide.
[00:19:45.359 --> 00:19:46.399]  We're winning.
[00:19:47.039 --> 00:19:48.079]  But they're going to false flag.
[00:19:48.159 --> 00:19:49.279]  They're going to pull out the stops.
[00:19:50.079 --> 00:19:52.000]  They've already implemented the Podesta plan.
[00:19:52.319 --> 00:19:54.000]  Everything I told you is happening.
[00:19:54.639 --> 00:19:56.399]  But they're totally freaked out.
[00:19:56.559 --> 00:19:59.199]  And all over the news, just saying, he's on his last gasp.
[00:19:59.359 --> 00:19:59.839]  Get him off.
[00:20:00.000 --> 00:20:01.919]  The Democrats, the senators, just get him off.
[00:20:02.159 --> 00:20:02.879]  Just get him off.
[00:20:03.039 --> 00:20:06.000]  Just shut him up because I got their number.
[00:20:06.239 --> 00:20:07.199]  I got their name.
[00:20:07.439 --> 00:20:08.639]  I got their ass.
[00:20:10.879 --> 00:20:11.839]  And they're little minions.
[00:20:12.000 --> 00:20:13.119]  Most of them are compartmentalized.
[00:20:13.199 --> 00:20:14.079]  I don't know how this works.
[00:20:14.239 --> 00:20:15.359]  They're getting decompartmentalized.
[00:20:15.439 --> 00:20:22.000]  A lot of them aren't pure evil, are waking up and joining us and whistleblowing or just walking away.
[00:20:22.239 --> 00:20:23.359]  You can do that too.
[00:20:24.000 --> 00:20:25.519]  Just walk away.
[00:20:25.839 --> 00:20:32.000]  Run up the white flag because you're in a war against us and we're winning and we're going to win.
[00:20:32.319 --> 00:20:34.239]  And where your bosses are taking you is hellish.
[00:20:34.479 --> 00:20:37.279]  The only way you fail is not joining us.
[00:20:39.439 --> 00:20:40.959]  Admit you're the bad guys.
[00:20:41.839 --> 00:20:43.359]  Some of you can admit that to yourself.
[00:20:43.439 --> 00:20:45.359]  You're not totally turned over to evil yet.
[00:20:46.319 --> 00:20:47.839]  Be like Darth Vader.
[00:20:50.079 --> 00:20:54.719]  Throw your political system lovingly, nonviolently down the reactor shaft.
[00:20:55.039 --> 00:20:55.839]  Come on.
[00:20:59.919 --> 00:21:02.000]  Become honorable for once.
[00:21:02.959 --> 00:21:04.479]  It's exhilarating.
[00:21:06.399 --> 00:21:08.000]  It's a blessing to fight evil.
[00:21:08.319 --> 00:21:12.719]  It's so animating, as Thomas Jefferson said, the animating contest of liberty.
[00:21:13.039 --> 00:21:18.479]  You have to live the life of Thomas Jefferson to really read Thomas Jefferson.
[00:21:18.799 --> 00:21:21.119]  And then it's so much stronger.
[00:21:23.599 --> 00:21:24.239]  All right.
[00:21:24.879 --> 00:21:25.599]  Here I am.
[00:21:25.919 --> 00:21:27.679]  What's the date on SP1?
[00:21:28.879 --> 00:21:30.319]  What is this, a month ago?
[00:21:30.959 --> 00:21:31.919]  I mean, there's hundreds of these.
[00:21:32.000 --> 00:21:33.279]  You've heard it to your ears, bleed.
[00:21:33.759 --> 00:21:36.079]  This is August 25th.
[00:21:36.399 --> 00:21:39.919]  It's a long 20-minute break now, but it's only two, I'm only playing two minutes of it.
[00:21:40.288 --> 00:21:44.479]  AJ, when the indictments come, I want all of your apologies.
[00:21:44.479 --> 00:22:00.879]  And then Flynn, from months ago as well, We'll have the date up there on screen for that.
[00:22:01.199 --> 00:22:05.599]  Saying, Comey, better get fitted for his orange jumpsuit.
[00:22:05.679 --> 00:22:06.559]  Here it is.
[00:22:07.919 --> 00:22:10.399]  This is quite the psychological experiment.
[00:22:12.319 --> 00:22:14.000]  Like I'm sitting here.
[00:22:14.639 --> 00:22:24.480]  I know all about the White House conversations, all the stuff behind the scenes, all the people, all the stuff being sent out, the grand juries, the Democrats in total shut themselves mode.
[00:22:25.759 --> 00:22:31.199]  And I come on air and I tell you this is going on, and half the audience just says we're screwed.
[00:22:31.279 --> 00:22:31.919]  We don't want to hear it.
[00:22:32.079 --> 00:22:33.679]  Great, great, great.
[00:22:34.639 --> 00:22:38.159]  When the indictments come, I want all of your apologies, okay?
[00:22:39.359 --> 00:22:49.199]  And by the way, if they don't come, I'll continue to fight on because we're in an intellectual war, an information war, when we talk about all the corruption of the deep state.
[00:22:49.519 --> 00:22:52.159]  And I see other talk shows say, we already know about Russia.
[00:22:52.639 --> 00:22:53.919]  We already know about illegal spying.
[00:22:54.000 --> 00:22:55.119]  We already know they stole the election.
[00:22:55.359 --> 00:22:57.279]  No, the general public still doesn't know.
[00:22:57.439 --> 00:22:59.439]  Now they're ready to hear the truth.
[00:23:00.079 --> 00:23:14.159]  So just the information war, they fight like the devil to get us off the air and others so that people don't even know what they did because people learning about their tricks discredits them.
[00:23:15.439 --> 00:23:16.639]  But that's not what we're dealing with.
[00:23:17.119 --> 00:23:25.199]  I want people to understand that Trump's strategy for what he is doing right now, very calculated and very purposeful.
[00:23:25.519 --> 00:23:28.799]  And now that he's got his team on board, he had his first cabinet meeting today.
[00:23:29.119 --> 00:23:34.959]  And now that he's got his team on board, you can see that, you know, the guns are coming out metaphorically, right?
[00:23:35.439 --> 00:23:50.319]  And Comey is going to be one of the first targets because what is going to happen, and this is why I think you're absolutely right, that within the next probably 60 days or so, we're going to hear about indictments or indictments coming against him and others.
[00:23:50.959 --> 00:23:57.519]  You know, there are going to be grand juries sealed and such, and that kind of stuff will go along.
[00:23:57.759 --> 00:24:11.039]  But between Cash, Dan Bongino, Pam Bondi, President Trump, and then others of us that are involved in some of these aspects of what we're trying to do, Comey is going to fold.
[00:24:11.359 --> 00:24:13.279]  And he's going to fold like a cheap cigar.
[00:24:13.439 --> 00:24:17.519]  Because once these people are, you know, the evidence is there, Jim.
[00:24:17.839 --> 00:24:18.879]  You didn't destroy any of it.
[00:24:18.960 --> 00:24:19.919]  The agents are still there.
[00:24:20.079 --> 00:24:23.599]  In some cases, they're still working inside the FBI or they're out.
