# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 7ca39dce983dd5d04287cde703047ecb
[00:00:15.359 --> 00:00:18.000]  InfoWars, tomorrow's news, today.
[00:10:02.560 --> 00:10:04.240]  This is how they do it.
[00:10:05.200 --> 00:10:07.440]  This is how they've done it over and over again.
[00:10:09.920 --> 00:10:12.800]  So Tim Walz is a communist Chinese agent on record.
[00:10:13.040 --> 00:10:14.480]  You can look up his background.
[00:10:14.800 --> 00:10:18.640]  He's to advertise the local paper, hey, you want to make money, especially here in the military?
[00:10:18.960 --> 00:10:19.840]  China loves you.
[00:10:20.080 --> 00:10:21.520]  Come with me on a trip to China.
[00:10:21.680 --> 00:10:23.200]  They'll give you money.
[00:10:23.520 --> 00:10:25.120]  That was in the 90s when the Clintons were in.
[00:10:25.200 --> 00:10:27.360]  It was a green light for China to infiltrate us.
[00:10:27.680 --> 00:10:35.280]  He is an article advertising, I lead trips twice a year to China, and they'll give you money.
[00:10:37.200 --> 00:10:42.160]  And if you go there, he would literally take people over and sign them up to be spies.
[00:10:44.080 --> 00:10:47.040]  And his wife said, oh, I love Maoist Tongue.
[00:10:47.120 --> 00:10:49.040]  I love how we burned down Minnesota in 2020.
[00:10:49.200 --> 00:10:51.280]  I love the smell of burning businesses.
[00:10:51.600 --> 00:10:55.440]  I love the smell of burning tires, the George Floyd crap.
[00:10:55.840 --> 00:10:57.520]  The order of the National Guard to stand down.
[00:10:57.840 --> 00:11:01.200]  You have to realize the magnitude of these criminals.
[00:11:02.160 --> 00:11:02.480]  Okay.
[00:11:03.840 --> 00:11:07.200]  This is a guy that talks about what a, yeah, there he is.
[00:11:07.280 --> 00:11:08.560]  We're removing the old Minnesota flag.
[00:11:08.640 --> 00:11:11.680]  And the new one is basically a Somali flag.
[00:11:12.640 --> 00:11:13.759]  The star is just different.
[00:11:14.080 --> 00:11:19.280]  I mean, it's all a big, giant, rub-it-in-your-face joke.
[00:11:19.600 --> 00:11:23.040]  And the Somalis cut hundreds of videos saying, I don't do work.
[00:11:23.200 --> 00:11:24.240]  I drive a Mercedes.
[00:11:24.320 --> 00:11:26.080]  I live in a $3 million house in Minnesota.
[00:11:26.160 --> 00:11:26.720]  That's huge.
[00:11:26.800 --> 00:11:28.240]  I mean, huge palaces.
[00:11:28.560 --> 00:11:30.880]  And they're on there laughing, grabbing their Ferraris.
[00:11:31.200 --> 00:11:35.360]  And then people go look up their names and they're literally owned these healthcare companies that serve no one.
[00:11:35.680 --> 00:11:38.400]  And they go on TV and they go, you work for me, slave.
[00:11:38.720 --> 00:11:40.000]  You'll provide for me.
[00:11:40.320 --> 00:11:42.640]  This is part of your payment to Islam.
[00:11:43.520 --> 00:11:46.640]  Where if you're not a Muslim in Islamic country, you must pay them a tax.
[00:11:46.960 --> 00:11:48.240]  And they said, we are your rulers.
[00:11:48.320 --> 00:11:49.920]  I've got new videos of them saying it today.
[00:11:50.160 --> 00:11:51.520]  And you're like, why are they so arrogant?
[00:11:51.759 --> 00:11:52.800]  This is what it's like.
[00:11:53.280 --> 00:11:58.480]  Imagine they've been stealing billions, tens of billions of dollars a year just there.
[00:12:00.400 --> 00:12:03.760]  And again, it gets worse.
[00:12:04.400 --> 00:12:22.880]  Not just in Minnesota, but in Michigan and in Texas and in Maine and in Washington State where the Somalis are at, in the Democrat blue cities, every time they're convicted, 10 million here, 7 million there, 5 million there, P.O. boxes for healthcare companies, P.O. boxes for nurseries, P.O. boxes for home care.
[00:12:23.200 --> 00:12:27.280]  Nobody, no employees, no, no, no, no clients.
[00:12:27.920 --> 00:12:34.960]  The Democrat judges, even when they're convicted, overturn the convictions because they're being paid, folks.
[00:12:35.280 --> 00:12:39.360]  The Soros judges are so corrupt around the country.
[00:12:39.680 --> 00:12:54.080]  The ones that ran my show trials, like in Austin, literally had show trials where I was already guilty and had HBO there with a script powder puffing themselves and then walked the red carpet at South by Southwest like they're movie stars in the production.
[00:12:54.400 --> 00:12:55.680]  I didn't realize I was in the middle of it.
[00:12:55.760 --> 00:12:56.720]  Like, this is just corrupt.
[00:12:56.880 --> 00:12:58.240]  This is a production.
[00:12:59.440 --> 00:13:02.960]  So imagine they all believe that they are invincible.
[00:13:03.840 --> 00:13:06.480]  They all believe they're completely above the law.
[00:13:06.800 --> 00:13:09.040]  And I've got all the clips of what I told you here.
[00:13:10.000 --> 00:13:16.240]  And then a Democrat senator, a Democrat representative, state rep and state senator, they speak out.
[00:13:16.320 --> 00:13:19.600]  They vote against the illegal aliens and the funding of the Somalis.
[00:13:19.840 --> 00:13:23.120]  They get gunned down by Tim Wall's appointee.
[00:13:23.680 --> 00:13:27.040]  He says, listen, Tim Wall is supposed to take care of me, have a getaway car and stuff.
[00:13:27.520 --> 00:13:28.720]  We were supposed to hit a bunch of other people.
[00:13:28.800 --> 00:13:29.280]  He put a letter out.
[00:13:29.440 --> 00:13:29.680]  It's public.
[00:13:29.840 --> 00:13:30.480]  I mean, he wrote it.
[00:13:30.640 --> 00:13:31.520]  I was there to kill them.
[00:13:31.680 --> 00:13:35.440]  We were going to get rid of people that didn't do what we were told and blame Trump.
[00:13:36.400 --> 00:13:38.240]  Remember on June 14th?
[00:13:39.600 --> 00:13:41.600]  Now, General Flint and others are pointing that out.
[00:13:42.800 --> 00:13:48.880]  This is about $24 billion confirmed now, up to $24 billion.
[00:13:49.040 --> 00:13:50.480]  And it's going to go up.
[00:13:51.440 --> 00:13:53.360]  Now, will people kill for $24 billion?
[00:13:53.520 --> 00:13:55.120]  You bet your ass they will.
[00:13:56.320 --> 00:13:58.320]  That's why the investigators, people have to move houses.
[00:13:58.400 --> 00:13:59.760]  They've been stabbed, attacked.
[00:14:00.240 --> 00:14:08.480]  The investigators that Nick Shirley's working with in the last two weeks have been attacked, stabbed, jumped.
[00:14:09.440 --> 00:14:11.760]  Now they've got to have armed guards.
[00:14:15.280 --> 00:14:20.080]  And so I called up these folks today and I said, well, I'm ready to go in then.
[00:14:20.320 --> 00:14:23.520]  So as soon as Nick Shirley's ready to go back into Minnesota, I'm going with him.
[00:14:25.360 --> 00:14:26.880]  He's at the airport right now leaving.
[00:14:27.200 --> 00:14:28.160]  I want to get him on tomorrow.
[00:14:28.320 --> 00:14:34.080]  He said, well, I'm going to come on right now, but we'll see if we can get a good connection there as he flies out of the Twin Cities.
[00:14:35.360 --> 00:14:40.240]  But the reason this is so big is in 24 hours, there have been many other reports, but this one went super viral.
[00:14:40.400 --> 00:14:42.080]  Hundreds, hundreds of millions of views.
[00:14:43.600 --> 00:14:47.120]  Hundreds of times the viewership of 60 minutes that Trump obsesses over all day.
[00:14:49.680 --> 00:14:54.400]  And he's got them at every level, the state hearings right down to the bottom.
[00:14:55.360 --> 00:15:04.880]  And the reason it's so important is in one day, they start out at 8 a.m. and they go show over $100 million of fraud.
[00:15:05.200 --> 00:15:06.960]  And they only hit a few dozen places.
[00:15:07.280 --> 00:15:08.480]  There's thousands to go to.
[00:15:08.800 --> 00:15:16.800]  They show $100 plus million in pure fraud and still have time to get to the state house by like 3 o'clock while they're having hearings on it.
[00:15:17.200 --> 00:15:18.320]  I mean, wow.
[00:15:19.200 --> 00:15:21.040]  And that shows what the FBI could do.
[00:15:21.360 --> 00:15:23.920]  But you look at the U.S. attorneys there that claim they're Republicans.
[00:15:24.160 --> 00:15:25.440]  They've been slow rolling this.
[00:15:25.520 --> 00:15:27.280]  They've been politically correct.
[00:15:27.600 --> 00:15:34.480]  When you got the tranny killing all the kids up there at the Catholic thing, covering it up, these people are, it all goes to the top, folks.
[00:15:34.800 --> 00:15:39.920]  That's why they don't want this to be stopped because then it'll be stopped around the country.
[00:15:40.080 --> 00:15:41.920]  And it's not just Democrats that are doing this.
[00:15:42.160 --> 00:15:44.960]  There are key Republicans in key positions.
[00:15:45.280 --> 00:15:52.320]  The numbers the Doe showed on average is about 7%, but it's the leadership in many areas that are engaged in the fraud as well.
[00:15:53.920 --> 00:15:57.760]  And so, but you get one domino to fall, they all fall.
[00:15:58.080 --> 00:16:01.280]  And of course, it's election fraud in Minnesota, all the blue states.
[00:16:01.600 --> 00:16:04.000]  Voting is a block, total fraud.
[00:16:04.320 --> 00:16:05.600]  It's incredible.
[00:16:07.760 --> 00:16:11.040]  So let me play you first.
[00:16:13.120 --> 00:16:15.440]  The report on the judge.
[00:16:17.040 --> 00:16:21.520]  The report on the judge, because you hear me talk about it.
[00:16:22.080 --> 00:16:33.040]  There's lots of these judges, but in Minnesota, $7 plus million dollars to a mailbox for health care.
[00:16:34.640 --> 00:16:38.800]  And then the judge overturns it.
[00:16:40.640 --> 00:16:41.920]  Think about that.
[00:16:44.160 --> 00:16:45.120]  So that's clip nine.
[00:16:45.280 --> 00:16:51.040]  A Minnesota leftist judge overturned a Somali fraud guilty verdict, which was unanimous.
[00:16:51.920 --> 00:17:02.400]  And then we'll go to the state rep and the state senator gunned down, murdered because they're the two people that voted to stop just funding illegal aliens.
[00:17:02.560 --> 00:17:05.920]  Because we're talking about Somalis here, that's a whole separate deal.
[00:17:06.080 --> 00:17:10.640]  Of course, half of them there illegally, but imagine the fraud to the illegal aliens.
[00:17:11.600 --> 00:17:22.560]  We already know FEMA was spending, what, 40-something billion a year when Trump got back in to house them in five-star and four-star hotels.
[00:17:22.720 --> 00:17:28.080]  Same thing in Europe, same scam, same NGOs, same NGOs that ran that invasion and run the invasion here.
[00:17:28.160 --> 00:17:29.600]  They were in charge of Border Patrol.
[00:17:29.920 --> 00:17:35.440]  It is trillions of dollars, folks, while they destroy the country.
[00:17:35.759 --> 00:17:41.200]  But through the law firms and the NGOs and all of them, they get big slices of this money and campaign money.
[00:17:41.519 --> 00:17:50.960]  And the Somalis have their mob bosses that collect all the money and pay their cut to walls, and then that goes up the chain to Pelosi, Obama, and the rest of them.
[00:17:51.280 --> 00:17:55.440]  You're going to find the Somalis, and we've seen the numbers, I see it over and over again.
[00:17:56.640 --> 00:17:59.280]  You'll have one Somali family that's stolen $25 million.
[00:18:00.160 --> 00:18:05.759]  And then they'll look at their bank records and go, well, in the three years, four years they stole this, they spent like six, seven.
[00:18:05.920 --> 00:18:06.640]  Where'd the money go?
[00:18:06.720 --> 00:18:10.000]  And they find it's being sent to Somalia, but also to bank accounts in the U.S.
[00:18:10.240 --> 00:18:14.240]  So it's being sent to terrorists in Somalia, part of it, and then the rest of Democrats.
[00:18:14.320 --> 00:18:14.960]  And that's what's coming out.
[00:18:15.120 --> 00:18:15.680]  You'll see another one.
[00:18:15.840 --> 00:18:21.039]  Oh, this family in one year stole $10 million, but they only pocketed three, but there was no bills.
[00:18:21.120 --> 00:18:21.519]  Where'd the other?
[00:18:21.680 --> 00:18:28.560]  And then they're tracking, and it's going to terrorists, Muslim Brotherhood, destabilized, you know, take over, and to the Democrats.
[00:18:30.400 --> 00:18:33.519]  And so the Somalis have been chosen because they're pirates.
[00:18:33.840 --> 00:18:36.640]  It's a criminal culture in the leadership.
[00:18:37.280 --> 00:18:38.480]  It's a mafia.
[00:18:39.440 --> 00:18:42.400]  And so this is a lot more than 10% of the big guy.
[00:18:43.039 --> 00:18:51.680]  I think when it all comes out from the numbers I've seen, 70% of the money is paid to the Democrats, to the money laundering operations.
[00:18:51.840 --> 00:18:54.400]  The slice goes to Republicans that are involved.
[00:18:55.039 --> 00:19:02.240]  And of that 70%, 30, 40% is going to Somalia, which we already know billions is going there.
[00:19:02.320 --> 00:19:04.560]  But you have to understand, they're still getting a slice.
[00:19:04.640 --> 00:19:10.000]  But I've looked at in the news reports, the indictments that have happened, they're only getting 20, 30% of it.
[00:19:10.240 --> 00:19:13.120]  They're the bag men, which is still a nice payment for a bag ban.
[00:19:15.280 --> 00:19:19.360]  So here is the report on the judge saying, and she looks like she's 12 years old.
[00:19:19.440 --> 00:19:21.519]  And by the way, Soros did finance them.
[00:19:22.480 --> 00:19:25.920]  See, it's not for Soros, it's not just about getting out of jail free for criminals.
[00:19:26.080 --> 00:19:28.480]  It's about they can then rob and steal it.
[00:19:29.440 --> 00:19:31.680]  And the judges protect the criminal activity.
[00:19:32.000 --> 00:19:36.640]  And then the judges also, with the prosecutors, go after conservatives and patriots.
[00:19:37.280 --> 00:19:38.880]  It's not just about letting criminals out.
[00:19:38.960 --> 00:19:39.840]  It's about persecuting us.
[00:19:40.000 --> 00:19:40.960]  Here's the club.
[00:19:42.320 --> 00:19:46.400]  Big reversal in a $7.2 million fraud case in Hennepin County.
[00:19:46.560 --> 00:19:48.800]  The judge has thrown out the jury's guilty verdict.
[00:19:49.120 --> 00:19:50.640]  This wasn't some technical hiccup.
[00:19:50.800 --> 00:19:56.800]  These fraudsters, Abdifata Yousuf and Lul Ahmed, were convicted on six counts of charges, months of evidence.
[00:19:57.040 --> 00:20:00.320]  A jury that deliberated for hours, all erased in one ruling.
[00:20:00.640 --> 00:20:10.720]  Youssef and his wife, Lol Ahmed, were charged with stealing $7.2 million of taxpayer money through Medicaid overbilling in a personal care assistant or PCA scam.
[00:20:10.960 --> 00:20:13.840]  The couple allegedly spent tens of thousands of the fraud money.
[00:20:14.160 --> 00:20:16.560]  And here's the part that rattled people inside the system.
[00:20:16.800 --> 00:20:18.720]  The judge didn't say the fraud didn't happen.
[00:20:18.960 --> 00:20:23.600]  She said the state couldn't prove who was responsible, which raised this question on everyone's minds.
[00:20:23.920 --> 00:20:26.880]  If a case this obvious can't hold, what happens to the rest?
[00:20:27.120 --> 00:20:36.880]  Because this ruling hit while Minnesota is already buried under billion-dollar fraud scandals, overseas money trails, and growing federal probes into how taxpayer money keeps disappearing.
[00:20:37.200 --> 00:20:39.040]  And here's the twist most people missed.
[00:20:39.360 --> 00:20:42.800]  Once that verdict collapsed, the issue stopped being one defendant.
[00:20:43.040 --> 00:20:49.680]  It became about whether Minnesota's system can still enforce fraud at all or whether the feds are stepping in because the state no longer can.
[00:20:49.920 --> 00:20:52.000]  And that's where this story really starts.
[00:20:54.560 --> 00:20:58.160]  Here's why this case collapsing came out of nowhere and was shocking for most people.
[00:20:58.480 --> 00:21:01.039]  This wasn't a messy jury split or a hung panel.
[00:21:01.280 --> 00:21:02.800]  It was a unanimous guilty verdict.
[00:21:03.039 --> 00:21:05.759]  And that's because all the facts were on the prosecution's side.
[00:21:06.080 --> 00:21:15.120]  The fraudulent couple had a home health care business that barely existed and billing Minnesota's Medicaid program for services that either weren't documented or never happened at all.
[00:21:15.440 --> 00:21:16.240]  But that wasn't all.
[00:21:16.560 --> 00:21:26.640]  The jury heard evidence that he ran his home health care company Promise Health out of a mailbox at a Central Avenue address where multiple other home health care companies were supposedly located.
[00:21:26.960 --> 00:21:31.440]  And what's more, they followed the money and found a whole lot of it in Abdufata's accounts.
[00:21:31.759 --> 00:21:35.519]  Over $1 million moved from the business into personal accounts.
[00:21:35.840 --> 00:21:38.880]  Nearly $400,000 withdrawn in cash.
[00:21:39.200 --> 00:21:42.720]  You might be thinking, what could they have possibly needed that much money for?
[00:21:43.039 --> 00:21:53.759]  Well, according to prosecutors, they splurged it on luxury purchases, mansions, luxury vacations, a lifestyle that stood out immediately because it didn't exactly line up with their paycheck.
[00:21:54.080 --> 00:22:07.200]  The files documenting spending sprees in which defendants, get this, took taxpayer money that was obviously meant to feed hungry kids during the pandemic, and instead they used it to buy fancy cars, property, jewelry.
[00:22:07.680 --> 00:22:11.920]  And when jurors heard all that evidence, it only took them a few hours to reach a verdict.
[00:22:12.160 --> 00:22:14.800]  The jury four-person later said this about the case.
[00:22:15.120 --> 00:22:17.039]  It was not a difficult decision whatsoever.
[00:22:17.440 --> 00:22:23.680]  The deliberation took probably four hours at most based off of the state's evidence that was presented.
[00:22:24.160 --> 00:22:27.120]  I know that people will be hurt by that vote.
[00:22:27.280 --> 00:22:27.759]  And I'm.
[00:22:30.800 --> 00:22:36.800]  We worked very hard to try to get a budget deal that wouldn't include that provision.
[00:22:38.080 --> 00:22:43.120]  And that's the state rep gun down by the man that said he was Tim Wall's assassin.
[00:22:43.200 --> 00:22:44.480]  There's Judge Sarah West.
[00:22:45.120 --> 00:22:47.360]  Looks like she's a hardcore superletvas on record.
