# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: cb1f958fc72a4a19eaf8029b95f98bb0
[00:00:13.039 --> 00:00:15.779]  InfoWars, tomorrow's news today.
[00:02:30.800 --> 00:02:32.319]  And I've wargamed all this out.
[00:02:32.640 --> 00:02:35.599]  So here's the bottom line.
[00:02:35.920 --> 00:02:37.520]  This is all I do.
[00:02:38.159 --> 00:02:42.159]  I have a complete map of the whole thing in my head with spoken word.
[00:02:42.960 --> 00:02:49.439]  It is hard to give you every little factoid, though I do a great job overall of doing that with guests and myself.
[00:02:49.759 --> 00:02:52.560]  But I know what the fuck I'm talking about, okay?
[00:02:53.439 --> 00:02:56.560]  I know my shit, up one side and down the other.
[00:02:56.879 --> 00:03:02.319]  And I don't even like cussing, but the public's so into it now and people take things more serious if you say it.
[00:03:02.400 --> 00:03:05.200]  So fuck, fuck, fuck, fuck, fuck, fuck, fuck, fuck.
[00:03:05.360 --> 00:03:06.479]  Shit, fuck, goddamn it.
[00:03:06.640 --> 00:03:07.280]  Excuse me, Lord.
[00:03:07.439 --> 00:03:15.200]  The point is, is that if that'll get you to listen and the incredible peril we're in, then I'll do it because I got a big vocabulary.
[00:03:15.520 --> 00:03:21.120]  Usually I only cuss in my life if I slam my hand in the door or hit my thumb with a hammer.
[00:03:21.439 --> 00:03:22.960]  And I certainly don't take the Lord's name in the vein.
[00:03:23.120 --> 00:03:25.200]  I just did that as an example, and God knows I don't mean it.
[00:03:25.520 --> 00:03:30.879]  So the point is that I'm going to explain all this in the next hour.
[00:03:31.200 --> 00:03:33.200]  And there's a chance to stop it.
[00:03:34.719 --> 00:03:41.360]  But bare minimum, even if they get away with this, triggering it, they're not going to get away with not getting the blame.
[00:03:41.680 --> 00:03:48.319]  And I guarantee you that it'll be their waterloo and it will accelerate the destruction of the globalists.
[00:03:48.560 --> 00:03:50.800]  And most of their own people say, let's not do it.
[00:03:50.879 --> 00:03:51.840]  It's too dangerous.
[00:03:52.159 --> 00:03:54.960]  But there are a bunch of powerful forces that feel like they're insulated.
[00:03:55.039 --> 00:04:05.120]  And the shadowy owners, the Rothschilds and others, of BlackRock, Vanguard, State Street, and your investment money, they're doing it.
[00:04:06.000 --> 00:04:09.599]  And they tried to push some stuff for a limited crash for control.
[00:04:09.919 --> 00:04:11.120]  That didn't work.
[00:04:12.159 --> 00:04:14.239]  Now their whole power structure is being dismantled.
[00:04:14.399 --> 00:04:18.560]  There's a whole new multipolar world forming.
[00:04:19.439 --> 00:04:24.000]  And our populist movement is Trump's just one representation of it is exploding everywhere.
[00:04:24.319 --> 00:04:25.360]  We're running the tables.
[00:04:25.519 --> 00:04:26.240]  We're dominating.
[00:04:26.399 --> 00:04:27.680]  We're running circles around them.
[00:04:27.920 --> 00:04:28.879]  It was a football game.
[00:04:29.199 --> 00:04:30.879]  It's 50 to nothing right now.
[00:04:31.519 --> 00:04:31.839]  Okay.
[00:04:33.439 --> 00:04:37.439]  But that's in the awakening and in dismantling their crap.
[00:04:37.759 --> 00:04:40.719]  But they've still got the power to crash the market and it's everywhere.
[00:04:40.879 --> 00:04:41.680]  They're making their move.
[00:04:41.839 --> 00:04:46.159]  I mean, they may, it may crash today.
[00:04:46.319 --> 00:04:47.279]  It may crash next week.
[00:04:47.439 --> 00:04:52.639]  I mean, they are trying as hard as they can right now, like Yosemite Sam when he's stomping on somebody.
[00:04:52.959 --> 00:04:55.120]  I mean, it is unbelievable.
[00:04:56.719 --> 00:05:04.560]  Well, nobody ever said taking the planet back from the transhumanist death cult New World Order system was going to be easy.
[00:05:05.199 --> 00:05:06.800]  And I mean, we forecast it all.
[00:05:06.879 --> 00:05:08.000]  They said what they would do.
[00:05:08.319 --> 00:05:12.319]  The globalists said if Trump won, they would try to tank the stock market and kill the recovery.
[00:05:12.639 --> 00:05:17.039]  They also bragged, HOTES, all the usual suspects.
[00:05:17.680 --> 00:05:21.919]  Fauci that, oh, a new pandemic will be hitting Trump just like last time.
[00:05:22.079 --> 00:05:22.959]  You will see.
[00:05:24.800 --> 00:05:32.240]  And of course, they're going to go with the race war, riots, civil war, one battle after another, weather underground system.
[00:05:32.879 --> 00:05:35.360]  So they've got those prongs out there.
[00:05:35.680 --> 00:05:37.680]  Cyber attacks to be blamed on the Russians.
[00:05:37.759 --> 00:05:39.519]  They've all pre-programmed that.
[00:05:40.399 --> 00:05:44.639]  And they pre-programmed it in their war games and in their policy level papers years before.
[00:05:44.800 --> 00:05:47.519]  And I go, okay, that's their plan.
[00:05:47.839 --> 00:05:54.720]  They even say, we'll use the virus for control, Operation Lockstep, UN Disease X symposiums.
[00:05:55.039 --> 00:05:56.000]  Just type in what I'm saying.
[00:05:56.079 --> 00:05:58.480]  He spent years studying each thing I tell you.
[00:05:59.439 --> 00:06:03.600]  So I don't just say these words.
[00:06:03.919 --> 00:06:05.199]  I see lepists watch the show.
[00:06:05.279 --> 00:06:07.360]  They come and they go, you just use words.
[00:06:09.360 --> 00:06:11.120]  Because you don't know any of it.
[00:06:11.439 --> 00:06:15.600]  Every damn thing I say, you can take it and go research every term.
[00:06:15.840 --> 00:06:17.600]  And it's a huge area.
[00:06:18.799 --> 00:06:32.560]  And I'm sorry the left and so many people are invincibly ignorant and stupid and just mindless and are cheering on the globalists that literally want a post-human world, you stupid jackasses.
[00:06:33.840 --> 00:06:35.120]  But that's how predators are.
[00:06:35.360 --> 00:06:42.960]  If you are a bunch of sheep, if you are a bunch of uninformed idiots that won't stand up for yourselves, the vacuum is filled by the very worst people.
[00:06:43.840 --> 00:06:55.199]  That's how evil works: you get some corrupt people, then some evil people, then some super evil people, then some ultra-evil people, so you get just totally nihilistic, blow the planet up, devil operatives.
[00:06:55.840 --> 00:06:57.360]  That's the final form.
[00:06:58.560 --> 00:07:04.879]  And so technology and civilization is very complex with moral, hardworking, smart people.
[00:07:05.199 --> 00:07:09.199]  It's hard to build and harder to keep it together.
[00:07:11.039 --> 00:07:15.600]  Everybody knows about, you know, you have a businessman or a successful company, a family business, whatever it is.
[00:07:15.759 --> 00:07:17.840]  And for a generation or so, it does really great.
[00:07:18.319 --> 00:07:24.639]  The old days with great morals, it might last two or three generations, but then it always becomes decadent, corrupt, evil, falls apart.
[00:07:25.680 --> 00:07:26.879]  Just the way it is.
[00:07:27.439 --> 00:07:28.960]  And it's the same thing with civilizations.
[00:07:29.199 --> 00:07:31.360]  Everybody knows the saying because it's true.
[00:07:32.639 --> 00:07:34.399]  Hard times make strong men.
[00:07:34.560 --> 00:07:35.919]  Strong men make good times.
[00:07:36.159 --> 00:07:37.759]  Good times make weak men.
[00:07:37.840 --> 00:07:38.960]  Weak men make hard times.
[00:07:39.120 --> 00:07:40.560]  That's the cycle.
[00:07:41.439 --> 00:07:48.240]  And this is the mega cycle of all the good times since the end of World War II.
[00:07:48.399 --> 00:07:51.279]  80 years of let the good times roll.
[00:07:53.519 --> 00:08:02.879]  And Trump's trying to get real jobs, real industry, real systems in, and innovate with more productions because there's no way we're getting out of the inflation.
[00:08:02.959 --> 00:08:04.079]  We can just slow it.
[00:08:04.719 --> 00:08:08.559]  But with innovation, it won't matter because there'll be more products.
[00:08:08.879 --> 00:08:12.639]  And so there'll just be larger numbers on it, but you'll be paid more.
[00:08:12.959 --> 00:08:20.159]  The other plan by the UN, by the globalist, a planned austerity system, feudalism, for those who don't know what that is, type it in.
[00:08:20.399 --> 00:08:22.799]  The oldest and most common form of government in history.
[00:08:23.119 --> 00:08:32.639]  In fact, 90% of governments until about 1800 were feudalists.
[00:08:32.959 --> 00:08:34.079]  Look it up.
[00:08:34.720 --> 00:08:42.079]  And five, six, seven thousand years ago, 99% of society was feudal.
[00:08:42.399 --> 00:08:44.240]  But people don't know what feudalism is.
[00:08:44.559 --> 00:08:56.639]  You better find out about it because the globalists in their own white papers, I had Jay and I and her two weeks ago were the top Pentagon Stanford Research Institute PhD, 1982,
[00:08:59.039 --> 00:09:17.199]  master class two-year textbook for anthropology, sociology, political science, gurus taught at all the major elite universities saying everything I just said, but it's good.
[00:09:21.039 --> 00:09:22.799]  And there's hundreds of these damn textbooks.
[00:09:22.960 --> 00:09:26.480]  I mean, that's how I know all this because you can read stuff they wrote 50 years ago.
[00:09:26.639 --> 00:09:27.279]  We're here.
[00:09:27.600 --> 00:09:28.960]  40 years ago, we're here.
[00:09:29.199 --> 00:09:30.799]  They're getting it done.
[00:09:32.639 --> 00:09:51.919]  So here's the big news with the government shutdown and all the hype and attacks on the AI bubble and having reporters and globalists on every channel every day for the last two months.
[00:09:52.000 --> 00:09:58.879]  And now it's come to a crescendo, building towards a finale with Andrew Ross Sorkin on every channel.
[00:09:59.199 --> 00:10:06.319]  The book 1929, Inside the Greatest Crash in Wall Street History and How It Shattered the Nation.
[00:10:06.960 --> 00:10:10.240]  And then they're all talking about the total collapse here.
[00:10:10.559 --> 00:10:33.120]  Now, you have one of these now with 90% or more of the population being totally unself-sufficient, not knowing how to skin a buck, run a trot line, not knowing how to grow a garden, not having any backup.
[00:10:36.559 --> 00:10:40.000]  We were over 50% self-sufficient in the Great Depression.
[00:10:40.319 --> 00:10:47.839]  Over 50% of the households could live all alone forever on their 40 to 100 acres.
[00:10:48.480 --> 00:10:57.360]  90% of the public lived in rural areas, and more than half of them could survive all by themselves other than needing medicine and things like that.
[00:10:58.240 --> 00:11:03.919]  My dad's farm and ranch where he grew up, old homestead, going back to the 1830s.
[00:11:05.120 --> 00:11:09.839]  But before that, Mexican land grants, the old family Bible bought it from the Mexicans.
[00:11:10.159 --> 00:11:14.799]  We still got a few thousand acres of the stuff we bought, tens of thousands of acres from the Mexicans.
[00:11:16.079 --> 00:11:24.559]  They had everything: ducks, chickens, pigs, cows, horses, mules, everything.
[00:11:26.079 --> 00:11:29.120]  And they grew cotton and they grew corn.
[00:11:30.079 --> 00:11:37.679]  And they had a huge garden right out behind the house that was about an acre big that produced so much damn food.
[00:11:37.919 --> 00:11:42.240]  My grandmother would load up her Lincoln Continental whenever she'd go into town.
[00:11:42.639 --> 00:11:43.360]  That's what she drove.
[00:11:43.439 --> 00:11:48.159]  And my grandpa drove an old Ford truck, white, old, white Ford truck.
[00:11:48.960 --> 00:11:49.439]  I was a kid.
[00:11:49.519 --> 00:11:51.439]  He was driving like an early 60s truck still.
[00:11:52.960 --> 00:12:04.159]  And uh, long story short, she just loaded up every time she went to town and she'd see old, poor white people or old, poor black people.
[00:12:04.240 --> 00:12:04.720]  She knew them all.
[00:12:04.879 --> 00:12:12.000]  She'd just pull over on the 20-mile drive to the town and just hand out watermelons, hand out squash, hand out carrots, hand out everything.
[00:12:13.279 --> 00:12:15.279]  And she'd say, We're going to pull in here and check on this old lady.
[00:12:15.360 --> 00:12:25.039]  And she'd whip in and go in and give her a big bag of peas and some uh fresh collard greens and pat the old lady on the head that she knew and leave.
[00:12:25.200 --> 00:12:26.259]  That's just how people were, though.
[00:12:33.079 --> 00:12:34.639]  And it was just a normal thing you did.
[00:12:34.960 --> 00:12:37.839]  Now, those are the people we had during the Great Depression.
[00:12:44.420 --> 00:12:46.440]  Those people aren't around anymore, folks.
[00:12:50.079 --> 00:12:54.639]  We go into a full depression, everything is going to shut down.
[00:12:54.960 --> 00:12:59.519]  Bill Gates has already bought up another globalist, most of the farmland.
[00:13:00.159 --> 00:13:04.399]  They're planning to only give you the bugs and the garbage and the poison during this.
[00:13:04.720 --> 00:13:07.120]  And then it's going to be a new plague, a new virus.
[00:13:07.439 --> 00:13:09.840]  That's why they're getting all the robots and self-driving around.
[00:13:10.000 --> 00:13:14.559]  So they'll bring you the food and the robots will load it and it'll all train you to be locked down.
[00:13:14.879 --> 00:13:16.399]  They admit all this plan.
[00:13:17.679 --> 00:13:20.960]  And they're gearing up for this right now.
[00:13:22.240 --> 00:13:22.720]  That's right.
[00:13:22.799 --> 00:13:29.120]  The Disney movie WALL-E is not a fictional movie, but a time machine into the future.
[00:13:29.439 --> 00:13:30.799]  That was made, what, 15 years ago?
[00:13:30.960 --> 00:13:31.519]  Well, here we are.
[00:13:31.679 --> 00:13:33.039]  Wally is now real.
[00:13:35.840 --> 00:13:37.600]  This is all coming to an end.
[00:13:38.240 --> 00:13:45.360]  And Trump was trying to innovate our way out of it, but they are trying to crash the stock market everywhere.
[00:13:47.279 --> 00:13:53.519]  I'll sit there at night, did it last night, turn on the television, turn on cable, only do it to monitor the enemy.
[00:13:54.158 --> 00:13:57.057]  And I sat there for like an hour and a half just flipping back and forth.
[00:13:57.198 --> 00:14:01.677]  It was just crash, crash, crash, crash, crash, crash, crash, crash, crash, crash, crash, crash.
[00:14:01.979 --> 00:14:02.337]  Crash!
[00:14:04.159 --> 00:14:06.720]  They're not even hiding what they're trying to do.
[00:14:07.759 --> 00:14:12.639]  Well, hopefully, because Trump stopped them from crashing it so far.
[00:14:12.960 --> 00:14:13.919]  People are like, well, I don't care.
[00:14:14.000 --> 00:14:14.799]  I'm not in the stock market.
[00:14:15.039 --> 00:14:16.319]  Well, it is overvalued.
[00:14:17.200 --> 00:14:18.799]  We're in a horrible economic position.
[00:14:18.960 --> 00:14:21.039]  We got to grow out of it, innovate out of it.
[00:14:21.679 --> 00:14:24.720]  We're still going to have even worse inflation if the stock market crashes.
[00:14:25.039 --> 00:14:34.399]  So, if it crashes, all these companies and the companies that service those companies are going to not have capital, and there's going to be the gigantic layoffs.
[00:14:34.720 --> 00:14:40.399]  And you add to all this, it'll make the government shutdown look like a cakewalk.
[00:14:42.240 --> 00:14:47.840]  So, everywhere, the globalist publications are consumer sentiment near lowest ever.
[00:14:49.759 --> 00:14:52.079]  Coldest blizzard in 200 years set to hit.
[00:14:52.159 --> 00:14:52.960]  Oh, global warming.
[00:14:53.039 --> 00:14:54.159]  You know what that does, economy?
[00:14:54.799 --> 00:14:56.480]  On and on and on.
[00:14:59.679 --> 00:15:02.480]  Oh, the AI bubble is breaking, and I've got the graphs here.
[00:15:02.639 --> 00:15:07.120]  Oh, suddenly, for the first time, the AI graphs are going down today.
[00:15:07.759 --> 00:15:09.039]  Stock market down today.
[00:15:09.360 --> 00:15:11.600]  They're just teeing it up right now.
[00:15:11.919 --> 00:15:13.360]  It's time to get out.
[00:15:13.679 --> 00:15:14.559]  It's time to get out.
[00:15:14.720 --> 00:15:19.279]  And then, if you're just all about profit and you went and invested in all these companies, you've tripled or quanted your money last few years.
[00:15:19.519 --> 00:15:21.120]  You're sitting there going, Okay, I'm getting out.
[00:15:22.319 --> 00:15:24.240]  I'm not blaming you, dude.
[00:15:24.399 --> 00:15:28.159]  But here's the deal: we have this full crash.
[00:15:30.720 --> 00:15:34.319]  You better be ready to wait 10 years for you to get your money back.
[00:15:34.960 --> 00:15:46.960]  And that's if you survive the planned post-industrial collapse of civilization to carry out the depopulation.
[00:15:50.079 --> 00:15:53.759]  So, no, I'm not in the stock market, though.
[00:15:53.840 --> 00:15:57.919]  I study it because I like to be completely, quote, clean and totally objective.
[00:15:59.120 --> 00:16:03.519]  But if I was in the stock market, I would stay in the stock market.
[00:16:05.680 --> 00:16:09.519]  Now, that's one path where they could crash it and not bring it back for 10 years.
[00:16:09.759 --> 00:16:19.360]  They're so greedy and evil, they'll probably just crash it for a year or so through the midterms, try to totally discredit Trump, have a Supreme Court rule against his tariffs deal, which is totally constitutional.
[00:16:19.440 --> 00:16:37.840]  But I'll tell you this: if the Supreme Court in the next two weeks, and it can be as early as next week, if they rule against Trump's tariffs to make it look like they're not the bad guys and didn't do it, the stock market, I believe, will bounce for a week.
[00:16:38.080 --> 00:16:39.440]  It's going to go up.
[00:16:41.919 --> 00:16:44.879]  But then sometime after that, they're going to totally plunge it.
[00:16:45.200 --> 00:16:56.320]  Or they may plunge it ahead of the ruling against the tariffs because that's exactly what they did to Herbert Hoover, who came in with tariffs.
[00:16:56.639 --> 00:16:59.360]  We had already had tariffs, but they'd been cut some, so he just brought them back.
[00:16:59.600 --> 00:17:01.039]  Had nothing to do with the stock market crash.
[00:17:01.120 --> 00:17:01.600]  It came out.
[00:17:02.000 --> 00:17:04.960]  Joe Kennedy talked about how he got the warning a week before how it was going to happen, how to get out.
[00:17:05.039 --> 00:17:05.599]  He did.
[00:17:07.360 --> 00:17:09.839]  And the globalists wanted to crash it so they could buy it all up.
[00:17:09.920 --> 00:17:16.240]  The Rothschilds did that and brag about it and write about it in books that are family authorized biographies.
[00:17:16.799 --> 00:17:18.720]  The 1815 one is the most famous.
[00:17:19.039 --> 00:17:28.079]  They had almost complete control of the London Stock Exchange, most powerful one in the world then, and still to a great extent, second really only or third to China and the U.S.
[00:17:29.039 --> 00:17:35.119]  So, yep, they have formulas and they have pre-programming, but the point is they've got the turkey is done.
[00:17:35.360 --> 00:17:38.799]  The oven went ding, the timer went ding.
[00:17:39.200 --> 00:17:47.200]  And so they'll probably crash it if they're able to before the Supreme Court.
[00:17:47.440 --> 00:17:57.599]  That way they can have the cake and eat it too and blame it on Trump's tariff uncertainty and AI bubble and then have them rule against Trump.
[00:18:01.119 --> 00:18:06.480]  And then to make themselves look good, the stock market will plunge a bunch, but bounce a little bit then and then start going straight down.
[00:18:06.799 --> 00:18:10.720]  So it'll probably go boom, up a little, then zoom.
[00:18:12.640 --> 00:18:16.720]  And again, the enemy hasn't decided their exact plan yet from everything I'm seeing.
[00:18:17.039 --> 00:18:19.839]  But they got the gun loaded.
[00:18:19.920 --> 00:18:21.200]  The turkey's coming out of the oven.
[00:18:21.360 --> 00:18:23.360]  They got the knife and the big fork out.
[00:18:23.598 --> 00:18:25.638]  And daddy's getting ready to cut up the turkey.
[00:18:31.578 --> 00:18:32.197]  Yeah, look at that.
[00:18:32.319 --> 00:18:35.440]  Oh, the Supreme Court's told Trump tariffs are illegal $3 trillion tax.
[00:18:35.599 --> 00:18:36.000]  No, they're not.
[00:18:36.079 --> 00:18:37.599]  You don't have to buy those goods.
[00:18:39.119 --> 00:18:46.960]  The tariffs overseas against us are a tax against our national sovereignty and our jobs and our workforce and our financial security.
[00:18:47.279 --> 00:18:52.079]  But technically, it's a regulatory move and it's a penalty.
[00:18:54.720 --> 00:18:56.079]  It's a fine.
[00:18:59.599 --> 00:19:04.160]  And the Supreme Court's ruled five times previously that other presidents did what Trump's done was legal.
[00:19:04.400 --> 00:19:04.880]  Totally.
[00:19:05.279 --> 00:19:06.400]  I already covered that yesterday.
[00:19:06.720 --> 00:19:08.640]  So this is it.
[00:19:09.119 --> 00:19:12.000]  This is the big one.
[00:19:12.960 --> 00:19:15.680]  And I've seen him doing this.
[00:19:15.759 --> 00:19:17.920]  I've covered it a lot, but I know we have a powerful broadcast.
[00:19:18.079 --> 00:19:25.519]  I didn't want to contribute overhyping it because Trump has been able to beat him back so far.
[00:19:25.839 --> 00:19:34.640]  But now the assault to get the crash going is so, I mean, it's 10 times the hoopla it was eight months ago.
[00:19:34.960 --> 00:19:47.759]  And then you got the shutdown is destroying confidence and making a lot of people have to cash in on investments to take care of their family members and people.
[00:19:52.080 --> 00:20:03.600]  You know, myself being bankrupt with all the lawsuits and the attacks and everything, I never had that much money, not 1% of what they claim, but I had money where poor family and things were in a car wreck, needed surgery, things like that.
[00:20:03.759 --> 00:20:08.400]  I had family that I love and care about, cousins, you name it, other people call up and say, hey, I really need help.
[00:20:08.560 --> 00:20:10.400]  And I'd be, you know, here's $10,000 for surgery.
[00:20:10.480 --> 00:20:16.000]  You know, here's, oh, you know, oh, oh my gosh, you know, your house had a fire and your car's broken down.
[00:20:16.080 --> 00:20:17.360]  Well, here's $5,000.
[00:20:18.000 --> 00:20:23.280]  I don't have the money now to help my family, my extended family.
[00:20:23.600 --> 00:20:29.600]  They Democrats in the last three years sued my parents, spent millions doing it.
[00:20:29.680 --> 00:20:30.960]  My parents never had that much.
[00:20:31.040 --> 00:20:36.240]  Now they're literally paycheck to paycheck or Social Security to Social Security.
[00:20:36.320 --> 00:20:42.240]  I mean, they're literally out of money, double mortgage on their house from a house that didn't have a mortgage on it that they paid for over the years with cash who got the money first.
[00:20:42.400 --> 00:20:44.480]  Bill, it's not a huge house, but it's a nice house.
[00:20:44.800 --> 00:20:46.320]  It's actually pretty humble.
[00:20:47.520 --> 00:20:51.440]  And that's what the enemy did.
[00:20:51.680 --> 00:20:52.800]  And I'm not whining myself.
[00:20:53.120 --> 00:20:55.519]  I'm saying I know what it feels like.
[00:20:56.160 --> 00:20:56.720]  And you know what?
[00:20:56.800 --> 00:21:04.720]  It's a good thing because I was a little too fat and happy when I didn't have to worry about my bills.
[00:21:06.000 --> 00:21:19.760]  And so no weapon form against us will prosper because it's gotten my head screwed on a lot straighter where I literally have almost no money.
[00:21:20.080 --> 00:21:24.160]  Any money I have coming in goes to legal battles just to fight the globalists.
[00:21:24.480 --> 00:21:25.440]  And that's fine.
[00:21:25.760 --> 00:21:26.960]  They think they've hurt me.
[00:21:27.120 --> 00:21:32.160]  They actually have done nothing to me but make me more focused, more clear, more hungry.
[00:21:32.480 --> 00:21:43.200]  And while they're in the establishment, fat, dumb, and happy, I'm out here in the jungle, like the Viet Cong with my AK-47 and my rice bowls squatting in the mud.
[00:21:43.840 --> 00:21:45.040]  I'm getting stronger.
[00:21:45.360 --> 00:21:46.720]  They're getting weaker.
[00:21:47.360 --> 00:21:54.080]  But the general public, when all of this hits them, have no idea how bad this is.
[00:21:54.320 --> 00:21:58.560]  I mean, I know a lot of you that have lived and been around and you're like, oh, we know.
[00:21:58.880 --> 00:21:59.200]  Yeah.
[00:22:00.080 --> 00:22:04.080]  And you know how much more self-sufficient our parents and their parents were than us.
[00:22:04.960 --> 00:22:07.280]  And people were a lot more moral back then.
[00:22:08.560 --> 00:22:12.000]  So this is going to be spectacularly horrible.
[00:22:12.320 --> 00:22:17.920]  All I can say is, thank God we've got the Second Amendment.
[00:22:19.200 --> 00:22:22.640]  Thank God the Democrats don't control most of the rural areas.
[00:22:23.600 --> 00:22:33.519]  And thank God we built a real media system, not just myself, but the whole ecosystem of populist, Christian conservative common sense, survivalist mentality.
[00:22:33.840 --> 00:22:40.480]  That if they're able to execute this, we think second, third, fourth effects, right?
[00:22:40.640 --> 00:22:41.600]  I know you do.
[00:22:41.920 --> 00:22:42.960]  I know I do.
[00:22:43.280 --> 00:22:56.160]  And boy, if I was the new world order, I'd be so, I mean, all these people worth $100 billion, whatever, and they've got bunkers, and everybody knows where their bunkers are.
[00:22:56.480 --> 00:23:07.200]  And even the bunkers they've got up, you know, up by the ice line in places like Canada and in Tasmania, all the locals that service them hate them.
[00:23:07.519 --> 00:23:15.280]  All their security teams just cannot wait to slit their throats.
[00:23:15.600 --> 00:23:21.680]  Now, there's smarter billionaires that understand what's going on, and they've got very trusted people that are basically in the family.
[00:23:22.000 --> 00:23:29.440]  But, but, I mean, this is, this is conjuring hell on earth.
[00:23:30.640 --> 00:23:32.000]  Yeah, there's Yahoo Finance.
[00:23:32.160 --> 00:23:34.960]  Are we starting a global stock market crash in the face?
[00:23:35.200 --> 00:23:38.640]  Are we staring at a global stock market crash in the face?
[00:23:39.280 --> 00:23:46.320]  Yes, we're staring a global stock market crash in the face because you guys are hyping the living snot out of it.
[00:23:47.440 --> 00:23:49.280]  Careful what you wish for.
[00:23:50.160 --> 00:23:54.080]  Like Garth Brooks said, some of God's greatest gifts are unanswered prayers.
[00:23:54.240 --> 00:23:54.960]  Oh my goodness.
[00:23:55.200 --> 00:23:58.720]  When I was younger, I'd say sometimes prayers are the things I wanted.
[00:23:59.360 --> 00:24:03.600]  And I never got it.
[00:24:04.480 --> 00:24:11.840]  But as I got older and more mature, really 17, 18, intense experiences of the Holy Spirit.
[00:24:12.480 --> 00:24:14.480]  Then it was like, no, you're not supposed to ask for stuff.
[00:24:14.640 --> 00:24:16.640]  You're supposed to ask to do my will.
[00:24:16.800 --> 00:24:18.400]  And what is the mission?
[00:24:21.280 --> 00:24:25.040]  And then you're supposed to ask for it to get others to ask for it.
[00:24:25.280 --> 00:24:25.920]  And you know what?
[00:24:26.160 --> 00:24:31.440]  I have never, when I've been moved by the Holy Spirit, to then ask for something because I already know what I'm supposed to ask for.
[00:24:31.520 --> 00:24:34.560]  God's telling me God wants me to, with free will, say, okay, I ask for it.
[00:24:35.120 --> 00:24:37.920]  I've never been refused a prayer.
[00:24:39.200 --> 00:24:40.640]  That's why I don't do it a lot.
[00:24:40.960 --> 00:24:42.160]  I just say, what's your mission?
[00:24:42.240 --> 00:24:43.280]  And that's it.
[00:24:43.920 --> 00:24:52.720]  Because then when I start receiving information, it's like, I know it's the Holy Spirit, but it's still so hardcore.
[00:24:53.280 --> 00:24:55.680]  I'm like, I'm even afraid to ask for that.
[00:24:59.760 --> 00:25:01.920]  Whoa, are you kidding me?
[00:25:02.560 --> 00:25:06.080]  That's God-fearing where I'm like, I'm afraid to execute that order, sir.
[00:25:07.040 --> 00:25:07.600]  You know.
[00:25:08.400 --> 00:25:12.960]  So, because it's like mission impossible with God.
[00:25:14.880 --> 00:25:17.840]  This is your mission should you choose to accept it.
[00:25:18.800 --> 00:25:23.440]  Now, there's cases with the prophets where they weren't doing what God was telling them.
[00:25:23.520 --> 00:25:26.400]  So he, you know, turned them right back in the right direction.
