# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: d81a5c48d529cdf6bf26c8d42a7b1c39
[00:00:04.480 --> 00:00:05.440]  Well, here we are.
[00:02:08.640 --> 00:02:14.479]  Now, coming up today, we've got an amazing lineup of interviews for you.
[00:02:14.800 --> 00:02:16.400]  I know most of you are already super awake.
[00:02:16.479 --> 00:02:17.360]  Some of you are more awake than me.
[00:02:17.439 --> 00:02:20.319]  But remember, this is the spirit of giving.
[00:02:20.960 --> 00:02:34.000]  So on this Christmas Eve, take the live feed from Real Ox Shows on X, the Auckland's channel on Rumble, infowars.com forward slash show, and share it on your EML list, your text message list by word of mouth, and tell those you share it to to share it.
[00:02:34.159 --> 00:02:35.599]  That creates the chain reaction.
[00:02:35.920 --> 00:02:37.599]  All right, what's coming up?
[00:02:38.240 --> 00:02:43.840]  Well, Nick Fuentes is coming up.
[00:02:44.159 --> 00:02:49.680]  And then Marjorie Taylor Green, Alexander Dugan, Putin's brain.
[00:02:51.280 --> 00:02:59.520]  General Flynn is actually coming up next after Nick Fuentes, then MTG, then Alexander Dugan.
[00:02:59.759 --> 00:03:04.560]  That is an amazing transmission today, and obviously a lot more.
[00:03:05.039 --> 00:03:10.640]  So start your engines, ladies and gentlemen, and be the Paul Revere's you were born to be.
[00:03:10.879 --> 00:03:18.319]  Share the live feed now from Infowars.com forward slash show, banned.video, Real Ox Shones on X, Rumble, and more.
[00:03:18.640 --> 00:03:24.319]  And yes, I'm not funded by the Israelis, the Qataris, the Russians, the Chinese, the Democratic Party, Republicans.
[00:03:24.879 --> 00:03:33.920]  I am funded by you, the listeners and viewers of this broadcast and my pillow and Kirk Elliott Precious Metals are two sponsors, but you guys are 95% of them.
[00:03:34.240 --> 00:03:35.920]  So thank you for putting me in the fight.
[00:03:36.159 --> 00:03:37.520]  Thanks for keeping me in the fight.
[00:03:37.680 --> 00:03:39.759]  That's where I want to be, but I can't do it without you.
[00:03:40.080 --> 00:03:43.920]  And we have some huge sales that are continuing some new products.
[00:03:44.240 --> 00:03:49.439]  Over a year ago, we put out a questionnaire to the folks at the AucklandSource.com, the customers.
[00:03:49.599 --> 00:03:50.640]  We said, what do you want?
[00:03:50.960 --> 00:03:52.159]  What are you looking for?
[00:03:52.480 --> 00:03:58.960]  They said methylene blue and pure concentrated beef tallow that Kennedy talks about so much.
[00:03:59.120 --> 00:03:59.759]  It's so good for your brain.
[00:03:59.840 --> 00:04:00.479]  It's so delicious.
[00:04:00.799 --> 00:04:05.280]  Well, this is a private label, one of the top brands in the country, very competitively priced.
[00:04:05.519 --> 00:04:07.359]  It's put up by the folks at Bigley.
[00:04:08.639 --> 00:04:12.159]  Optimal human beef tallow, grass-fed.
[00:04:14.719 --> 00:04:21.120]  And we also, on top of that, have all the other great products at theale showstore.com, like ultramethylene blue.
[00:04:21.199 --> 00:04:22.000]  You've heard the ray reviews.
[00:04:22.079 --> 00:04:22.879]  You've seen what people talk about.
[00:04:23.199 --> 00:04:23.680]  Don't wait.
[00:04:23.759 --> 00:04:24.560]  Take action now.
[00:04:24.800 --> 00:04:26.480]  You're really missing out if you don't.
[00:04:26.800 --> 00:04:30.959]  And then creatine gummies, the highest quality type.
[00:04:31.039 --> 00:04:31.600]  You can look it up.
[00:04:31.680 --> 00:04:32.399]  We have it.
[00:04:33.039 --> 00:04:34.959]  Grock even says this is the ultimate supplement.
[00:04:35.199 --> 00:04:39.920]  I disagree, but it's the one that's the best known for stamina, libido, energy, muscle, all that.
[00:04:40.159 --> 00:04:41.279]  But that's the side issue.
[00:04:41.600 --> 00:04:45.039]  Creatine is really known for what it does for the brain for people that actually research.
[00:04:46.000 --> 00:04:49.279]  Get yours now at thealexhoe store.com.
[00:04:49.600 --> 00:04:55.279]  And ultramethylene red, a limited shipment, so popular, proprietary to us, just came back in.
[00:04:55.360 --> 00:04:58.800]  A limited supply of ultra-methylene red at thealxhofstore.com.
[00:04:58.879 --> 00:04:59.439]  We'll be right back.
[00:04:59.519 --> 00:05:00.319]  Stay with us.
[00:05:00.639 --> 00:05:05.759]  RFK Jr. shocked many when he sat down for a meal with Fox's Sean Hannity.
[00:05:06.399 --> 00:05:19.839]  The pair dined at Fast Food Chain Steak and Shake, eating burgers and fries in a bid to highlight the change switch to frying their food in beef tallow, which is a healthier alternative to traditionally used seed oils.
[00:05:20.159 --> 00:05:21.199]  I am so excited.
[00:05:21.519 --> 00:05:26.639]  After over a year, we have the highest quality private labeled beef tallow out there.
[00:05:26.879 --> 00:05:30.240]  You've heard RFK Jr. rave about it, the health effects, how good it is.
[00:05:30.480 --> 00:05:32.159]  This sucker is boom heavy.
[00:05:32.480 --> 00:05:33.439]  This is high quality.
[00:05:33.600 --> 00:05:36.560]  It is very competitively priced and it funds this whole operation.
[00:05:36.879 --> 00:05:42.480]  It is optimal human beef tallow grass fed from thealexhonstore.com.
[00:05:42.720 --> 00:05:50.079]  It is night and day compared to all these other fats and all these trans fats and all of the seed oils that are so toxic, especially when you eat them.
[00:05:50.399 --> 00:05:51.039]  Not this.
[00:05:51.279 --> 00:05:52.159]  It is so good.
[00:05:52.319 --> 00:05:56.278]  It is now available, discounted, at theallowshowstore.com.
[00:06:11.919 --> 00:06:15.038]  Mainstream media, government cover-ups.
[00:06:15.759 --> 00:06:17.279]  You want to stop tyranny?
[00:06:17.519 --> 00:06:18.720]  Well, so does he.
[00:06:19.199 --> 00:06:23.600]  Live from Austin, Texas, broadcasting worldwide.
[00:06:23.918 --> 00:06:25.377]  It's Alex Jones.
[00:06:43.919 --> 00:06:47.600]  Take Fuitz is with us for the next hour and 50 minutes or so.
[00:06:50.399 --> 00:06:57.039]  Nick predicted a lot of problems with the new Trump administration, and a lot of those have come true.
[00:06:57.360 --> 00:06:58.480]  I don't think he did that to be mean.
[00:06:58.639 --> 00:07:03.919]  He did that to try to put pressure on him to do the right thing because we need the Trump administration to succeed.
[00:07:04.560 --> 00:07:10.879]  But also, there's been so much great stuff that's been done on RFK Jr. and Tulsi Gabbard and the border, and that's escalated up.
[00:07:11.120 --> 00:07:13.519]  And now we see two and a half million deported.
[00:07:15.759 --> 00:07:19.919]  But at the same time, the messaging: oh, the economy's great.
[00:07:20.079 --> 00:07:20.639]  Inflation's over.
[00:07:20.799 --> 00:07:21.199]  No, it's not.
[00:07:21.279 --> 00:07:23.519]  You put in some policies that are starting to turn it around.
[00:07:24.159 --> 00:07:28.159]  And then Trump comes out and promotes the H-1B visas.
[00:07:28.319 --> 00:07:29.199]  That blows up in his face.
[00:07:29.279 --> 00:07:31.279]  So he backs off under criticism.
[00:07:31.600 --> 00:07:36.799]  You know, I mean, it's a good thing that we can see when we put pressure, we get a lot of course correction.
[00:07:37.759 --> 00:07:44.560]  But then you've got the mishandling of the Epstein situation, and you've got all these other things that are going on.
[00:07:45.360 --> 00:07:47.519]  And then, you know, Raspusson polling is the best.
[00:07:47.680 --> 00:07:48.639]  They warned Trump.
[00:07:48.879 --> 00:07:50.399]  He was starting to drop six months ago.
[00:07:50.720 --> 00:07:55.439]  He's now basically the lowest point in his nine years off and on an office.
[00:07:55.759 --> 00:07:59.360]  And then you got the Trump worshipers that get mad at me when I say, hey, you're going the wrong direction.
[00:07:59.519 --> 00:08:00.000]  Look out.
[00:08:00.639 --> 00:08:03.120]  Then you got people mad at me saying, just totally abandon Trump.
[00:08:03.279 --> 00:08:07.120]  And I'm like, oh, and then have the Democrats want to put me in prison.
[00:08:07.439 --> 00:08:09.519]  So, it's like I'm in this lifeboat that's leaking.
[00:08:09.599 --> 00:08:10.800]  It's all I've got.
[00:08:11.120 --> 00:08:12.079]  So that's my paradox.
[00:08:12.240 --> 00:08:15.519]  I try to criticize Trump to get him to make the right decisions.
[00:08:16.000 --> 00:08:19.439]  I don't think he's playing 50 D chess, you know, and he's God.
[00:08:20.000 --> 00:08:23.039]  It's very paradoxical, but he is set to address the nation.
[00:08:23.360 --> 00:08:27.920]  And I'll be covering it live tonight in a simulcast with Steve Bannon.
[00:08:28.240 --> 00:08:31.120]  He hasn't given me the exact times, but he's going on before, during, and after.
[00:08:31.439 --> 00:08:32.639]  So tonight we're doing a show.
[00:08:32.799 --> 00:08:35.840]  Just look for like 7:30 Central or so.
[00:08:36.720 --> 00:08:43.120]  Trump goes live at 8 Central, 8 p.m. Central, 9 p.m. Eastern.
[00:08:43.279 --> 00:08:44.080]  So look for that.
[00:08:44.319 --> 00:08:45.919]  And they've been very tight-lipped.
[00:08:46.480 --> 00:08:57.679]  We don't know what this is going to be if Trump comes out and does hours of all the great things they've done and cheerleading, and it's the best economy ever, and everything's fine.
[00:08:58.639 --> 00:08:59.919]  People want to be straight shot.
[00:09:00.240 --> 00:09:01.679]  Yeah, you've cut some energy prices.
[00:09:01.840 --> 00:09:03.360]  A few things have gotten better.
[00:09:03.679 --> 00:09:06.159]  A lot of great jobs being brought back, but it takes time.
[00:09:06.480 --> 00:09:07.279]  Don't do that.
[00:09:07.440 --> 00:09:09.919]  If he does that, I'm going to be even more concerned.
[00:09:10.240 --> 00:09:18.399]  Hopefully, he just straight shoots people on a whole bunch of issues and rallies the public and says, ask not what your country can do for you, but what you can do for your country.
[00:09:18.720 --> 00:09:24.240]  And so I wanted to ask Nick Fuentes out of the gates, what does he think of this moment we're in?
[00:09:24.319 --> 00:09:29.919]  Because we have Susie Wiles in this TV interview, his Fannie Fair interview, and she said similar things to the TV interview.
[00:09:30.000 --> 00:09:36.399]  So I tend to think it's accurate, like shots of Elon Musk with him taking ketamine to relax and all these other statements.
[00:09:36.720 --> 00:09:39.360]  And she looks like she doesn't understand she's on TV.
[00:09:39.679 --> 00:09:42.240]  And then they take from that, well, is this the end of the Trump era?
[00:09:42.480 --> 00:09:46.559]  Well, I don't want it to be the end right now, but we should think about what comes after.
[00:09:46.879 --> 00:09:48.799]  So there's a lot there.
[00:09:49.519 --> 00:09:51.360]  This is an administration in crisis.
[00:09:51.679 --> 00:09:55.679]  And we're not saying that to join the Democrats and create a crisis.
[00:09:55.840 --> 00:09:57.120]  We're in a crisis.
[00:09:57.440 --> 00:10:00.799]  You called the crisis beforehand, and so I want to get into it.
[00:10:02.080 --> 00:10:12.960]  And then we've got all these other issues that we'll get into you with on Islam and what's the main threat to America and long-term what comes after Trump.
[00:10:13.120 --> 00:10:15.360]  Nick Fuentez, Nick Jay Fuentez on Rumble.
[00:10:15.519 --> 00:10:16.720]  Follow him on X as well.
[00:10:16.960 --> 00:10:18.960]  Nick, great to have you here with us today.
[00:10:19.279 --> 00:10:20.480]  And I know you've got your topics as well.
[00:10:20.559 --> 00:10:24.159]  I want to get into, but first off, what is the state of the union right now?
[00:10:24.480 --> 00:10:28.240]  What does Trump need to do tonight versus what do you predict he does?
[00:10:29.759 --> 00:10:32.480]  Well, I think the state of the union is very bad right now.
[00:10:32.720 --> 00:10:40.319]  When you look at what was promised in 2024, it was supposed to be a golden age, no new wars, close the border, all this sort of stuff.
[00:10:40.639 --> 00:10:44.559]  And I think everybody realizes at this point that that has not happened.
[00:10:45.039 --> 00:10:48.240]  And it doesn't even seem that the administration is trying very hard.
[00:10:48.559 --> 00:10:54.159]  And what's sad about it is that it seems that the administration doesn't even know where to go after this.
[00:10:54.480 --> 00:10:56.639]  As you said, it is an objective fact.
[00:10:56.799 --> 00:10:58.240]  It's not subjective opinion.
[00:10:58.399 --> 00:11:00.000]  It's not black pilling.
[00:11:00.319 --> 00:11:05.039]  The administration has its lowest approval since Trump got back into office.
[00:11:05.200 --> 00:11:06.559]  I think it's down to 39%.
[00:11:07.519 --> 00:11:11.200]  That's one of the lowest numbers we've had since the first term.
[00:11:11.519 --> 00:11:16.240]  And you see that the administration seems to not really know how to bounce back.
[00:11:16.799 --> 00:11:20.720]  And we talked about it shortly after the off-year election back in November.
[00:11:21.039 --> 00:11:26.799]  Trump administration is totally fumbling from one thing after the next, flopping around with the Epstein files.
[00:11:27.120 --> 00:11:30.720]  Then you had the Marjorie Taylor Greene leaving Congress.
[00:11:30.879 --> 00:11:36.639]  Now you have this post about Rob Reiner, who was brutally murdered at his home in Hollywood.
[00:11:36.960 --> 00:11:53.440]  And these are all things that not only are they not winning back the whole country, let's say like the middle or the coalition that propelled Trump into office in 24, but it's even losing Trump's most virile supporters, his biggest and loudest supporters, people like Marjorie Greene.
[00:11:53.680 --> 00:11:54.960]  Why is she not on the team?
[00:11:55.279 --> 00:11:57.600]  People that wanted transparency on Epstein files.
[00:11:57.919 --> 00:11:59.759]  Why are they not on the coalition?
[00:12:00.080 --> 00:12:02.240]  And, you know, stuff like that post on True Social.
[00:12:02.560 --> 00:12:04.879]  I don't know anybody that likes that.
[00:12:05.039 --> 00:12:06.799]  I don't know anybody that thinks that's acceptable.
[00:12:06.960 --> 00:12:14.720]  So you're not going to Trump attacking powerful globalists like Hillary saying he'll be in prison, but it's an obvious no-brainer.
[00:12:14.879 --> 00:12:22.240]  I put a video out saying I was sad he was dead because I generally was, even though I didn't like Rob Runner and he'd gotten me deplatformed and celebrated and been involved with Brenton doing it.
[00:12:22.480 --> 00:12:24.240]  I said he was still telling the guy, I'm sorry he's dead.
[00:12:24.560 --> 00:12:29.039]  But even from a cynical view, say something nice about a man and woman brutally murdered by their son.
[00:12:29.360 --> 00:12:30.720]  Like it's the dumbest move.
[00:12:30.960 --> 00:12:33.519]  So you have to ask about a 79-year-old Trump.
[00:12:33.600 --> 00:12:34.480]  I don't think it's dementia.
[00:12:34.799 --> 00:12:40.159]  I don't think he's, you know, but regardless, he's making very bad decisions.
[00:12:40.399 --> 00:12:42.559]  I mean, that is just as a microcosm.
[00:12:42.799 --> 00:12:45.120]  What a crazy PR decision.
[00:12:46.000 --> 00:12:47.039]  Well, he's floundering.
[00:12:47.200 --> 00:12:47.919]  He's floundering.
[00:12:48.000 --> 00:12:54.639]  And I think, like we talked about last time, sadly, it seems like he has fully engaged the old playbook, which is that he's in trouble.
[00:12:54.799 --> 00:12:55.680]  He knows he's in trouble.
[00:12:55.840 --> 00:12:56.960]  The approval ratings are down.
[00:12:57.279 --> 00:12:59.360]  His base seems to be leaving him a little bit.
[00:12:59.680 --> 00:13:04.960]  And whenever that happens, he always doubles down on mean tweets, let's say as a category.
[00:13:05.200 --> 00:13:10.080]  Not necessarily a mean post on Twitter, although that is how it is expressed and how it manifests.
[00:13:10.399 --> 00:13:16.240]  But he doubles down on cruelty, culture war, laying into his enemies, ranting on television.
[00:13:16.480 --> 00:13:22.720]  And that used to be a playbook that worked, I think, back in the first administration or even in that first election in 2016.
[00:13:23.039 --> 00:13:25.120]  But now it seems like he sort of lost his touch.
[00:13:25.279 --> 00:13:26.480]  It's kind of tone deaf.
[00:13:26.720 --> 00:13:33.840]  Whereas at one time, he was bringing that fight against, like you said, the globalists, somebody like Hillary Clinton or Barack Obama.
[00:13:34.159 --> 00:13:35.200]  Who's he attacking now?
[00:13:35.360 --> 00:13:37.519]  Now it's anybody that wanted Epstein files.
[00:13:37.759 --> 00:13:43.759]  Now it's Marjorie Green, who is one of his people, who was like one of the first MAGA congressmen that rode that wave.
[00:13:44.080 --> 00:13:45.680]  She made that his original day.
[00:13:45.840 --> 00:13:46.480]  It's on record.
[00:13:46.639 --> 00:13:47.039]  She's right.
[00:13:47.360 --> 00:13:52.159]  He has all these Republicans in that vote against him, but they kiss his ass.
[00:13:52.480 --> 00:13:55.360]  And then she votes 98% of the time with him, but warns him.
[00:13:55.680 --> 00:13:57.200]  And then he turns on her and calls her a traitor.
[00:13:57.360 --> 00:13:58.240]  That is so stupid.
[00:13:58.399 --> 00:13:59.919]  And it hurt him bad in the polls.
[00:14:00.159 --> 00:14:01.519]  Like, that's dumb.
[00:14:02.480 --> 00:14:03.039]  Exactly.
[00:14:03.200 --> 00:14:06.240]  And that's what's sad: you have these policy failures.
[00:14:06.559 --> 00:14:08.879]  And I agree with you in many ways.
[00:14:09.519 --> 00:14:10.879]  It's a long four years.
[00:14:11.039 --> 00:14:12.480]  A lot of this stuff is complicated.
[00:14:12.720 --> 00:14:13.600]  Trump is trying.
[00:14:13.840 --> 00:14:14.320]  And you're right.
[00:14:14.399 --> 00:14:15.039]  It's not all bad.
[00:14:15.200 --> 00:14:18.000]  There are some things that are good that are going on.
[00:14:18.320 --> 00:14:22.799]  And I think that people might have patience for him to follow through.
[00:14:23.120 --> 00:14:28.320]  But the problem is he's reacting badly to the poll numbers and it's making everything worse.
[00:14:28.480 --> 00:14:30.080]  It's compounding the failure.
[00:14:30.399 --> 00:14:34.080]  So you have a first year, which is pretty lackluster and disappointing.
[00:14:34.240 --> 00:14:35.120]  People get upset.
[00:14:35.360 --> 00:14:41.440]  In order to make people happy, he starts lashing out wildly, floundering with really no strategy.
[00:14:41.759 --> 00:14:43.360]  And if there is, not a very good one.
[00:14:43.680 --> 00:14:47.519]  And now people are accelerating their exit from the party.
[00:14:47.840 --> 00:14:53.519]  And so the question is: does Trump have the power inside of himself to make himself new again?
[00:14:53.759 --> 00:14:54.639]  Can he renew?
[00:14:54.799 --> 00:14:56.320]  Can he get on a solid footing?
[00:14:56.399 --> 00:14:59.519]  Or is this just going to be like a miserable decline?
[00:15:00.080 --> 00:15:01.519]  He was good the first six months.
[00:15:01.680 --> 00:15:08.320]  And during the campaign last year, year and a half, he was really good at not being the reactionary, manipulated Trump.
[00:15:08.639 --> 00:15:10.000]  Now he's worse than ever.
[00:15:10.240 --> 00:15:11.759]  Jimmy Kimmel had no viewers.
[00:15:12.000 --> 00:15:14.559]  He talks about him, boosts his ratings, empowers him.
[00:15:14.799 --> 00:15:18.639]  What is Susie Walls doing giving corporate media interviews to Vanity Fair?
[00:15:18.799 --> 00:15:20.639]  It's like they just don't get it.
[00:15:20.960 --> 00:15:28.960]  And so the old Trump that had problems, but woke up, got better, now it's back to the old Trump at worse.
[00:15:30.240 --> 00:15:30.559]  Yes.
[00:15:30.720 --> 00:15:38.799]  And that was a big part of my prediction last year: I said he just hasn't learned his lesson because the first administration, let's be honest, it's not what anybody really wanted.
[00:15:38.960 --> 00:15:40.399]  He didn't really deliver the victory.
[00:15:40.720 --> 00:15:44.480]  And what I wanted to see in 24 is: okay, you've had a go at it.
[00:15:44.639 --> 00:15:45.680]  You've been there for four years.
[00:15:45.840 --> 00:15:46.879]  You made your connections.
[00:15:47.200 --> 00:15:50.879]  Are you now going to be able to go in and govern better, govern effectively?
[00:15:51.200 --> 00:15:56.080]  And I remember during the campaign, I saw a lot of things that suggested, no, it's the same old Trump.
[00:15:56.320 --> 00:15:58.480]  And actually, maybe he's probably worse.
[00:15:58.800 --> 00:16:00.480]  So it has been a big disappointment.
[00:16:00.720 --> 00:16:04.240]  And I think it's even more disappointing because there's such a mandate.
[00:16:04.400 --> 00:16:06.080]  There's such an opportunity right now.
[00:16:06.240 --> 00:16:19.440]  And you hate to speak about it in these ways, but Charlie Kirk being assassinated, that was actually a political opportunity to get things done to tackle the left, which is trying to kill and persecute our side.
[00:16:19.759 --> 00:16:26.800]  And so to not only not deliver on this historic mandate when you win the election, but also then to pass up opportunities.
[00:16:27.120 --> 00:16:30.480]  And again, you hate to speak about it in those terms, but this is the same thing.
[00:16:30.800 --> 00:16:31.759]  Let me give you an example.
[00:16:32.080 --> 00:16:35.120]  Like six, seven days after they bring up Charlie.
[00:16:35.280 --> 00:16:38.160]  And people behind the scenes said Trump was very upset, all of this.
[00:16:39.120 --> 00:16:40.720]  And they go to Trump and say, what about Charlie?
[00:16:40.800 --> 00:16:42.400]  And he goes, never mind.
[00:16:42.560 --> 00:16:44.080]  Look at the ballroom.
[00:16:44.640 --> 00:16:48.560]  And it was just like, I don't know how to describe it.
[00:16:48.720 --> 00:16:50.800]  It's like, it's true.
[00:16:50.960 --> 00:16:51.759]  We are under attack.
[00:16:52.000 --> 00:16:53.200]  The left's saying, kill us.
[00:16:53.360 --> 00:16:54.720]  He should make a bigger issue out of that.
[00:16:54.879 --> 00:16:55.200]  Exactly.
[00:16:55.600 --> 00:17:02.720]  He suddenly went from making a lot better moves during the campaign in the first three or four months to running out Elon, doing all this.
[00:17:02.800 --> 00:17:04.320]  Susie Walls attacking Elon.
[00:17:04.400 --> 00:17:05.920]  Oh, he's a ketamine head.
[00:17:06.160 --> 00:17:08.880]  I mean, it's just, it's bad.
[00:17:09.840 --> 00:17:10.480]  It is bad.
[00:17:10.640 --> 00:17:15.360]  And it seems like that whole approach just failed because I like the Doge approach.
[00:17:15.519 --> 00:17:16.960]  I like the Elon Musk approach.
[00:17:17.120 --> 00:17:20.240]  I liked how they talked about operating, which is we're going to move.
[00:17:20.480 --> 00:17:22.160]  It's the highest ratings ever during that.
[00:17:22.320 --> 00:17:24.240]  And that's made the Republican establishment scared.
[00:17:24.400 --> 00:17:26.720]  And somehow they manipulated him to kick him out.
[00:17:27.039 --> 00:17:28.640]  And then the people want to Shirley Trump.
[00:17:28.720 --> 00:17:29.279]  Oh, you're a traitor.
[00:17:29.360 --> 00:17:30.000]  You're freelon.
[00:17:30.079 --> 00:17:31.600]  I'm like, no, idiots.
[00:17:31.840 --> 00:17:33.200]  Elon is a freaking genius.
[00:17:33.279 --> 00:17:33.920]  We need him in there.
[00:17:34.000 --> 00:17:36.079]  And it's popular, you dumbasses.
[00:17:37.360 --> 00:17:38.880]  Yeah, I think people loved it.
[00:17:39.039 --> 00:17:42.559]  People liked the idea of bringing that energy to the White House and actually disrupting.
[00:17:42.640 --> 00:17:47.519]  That's the whole point is to drain the swamp, get rid of the deep state, actually shake things up.
[00:17:47.840 --> 00:17:48.400]  And you're right.
[00:17:48.480 --> 00:17:49.759]  I think that got too popular.
[00:17:49.920 --> 00:17:51.200]  Maybe too many people liked it.
[00:17:51.360 --> 00:17:54.320]  Or, you know, Elon wasn't playing the patronage system.
[00:17:54.559 --> 00:17:58.880]  He was going in there and firing people, people that were protected or felt like they were protected.
[00:17:59.200 --> 00:18:01.680]  And so they lashed out and said, no, no, you don't understand.
[00:18:01.759 --> 00:18:03.120]  That's not how things work around here.
[00:18:03.279 --> 00:18:05.519]  In D.C., everybody needs to get their back scratched.
[00:18:05.600 --> 00:18:07.519]  Everybody needs to get paid or whatever.
[00:18:07.840 --> 00:18:13.120]  And now we are back to that kind of sclerotic tempo that we had in the first term.
[00:18:13.440 --> 00:18:15.440]  And I think it'll be met with similar results.
[00:18:15.600 --> 00:18:16.720]  It's like we've been talking about.
[00:18:16.880 --> 00:18:18.480]  Midterms are next year.
[00:18:18.880 --> 00:18:20.480]  We almost certainly lose the house.
[00:18:20.720 --> 00:18:26.559]  We might even lose it earlier than that, sadly, you know, between now and New Year's Eve or in January.
[00:18:26.880 --> 00:18:27.840]  And then what do you do?
[00:18:27.920 --> 00:18:29.759]  Does it get better after we lose the house?
[00:18:29.920 --> 00:18:30.880]  I think it gets worse.
[00:18:31.200 --> 00:18:33.600]  So by the way, some voters won't get that.
[00:18:33.920 --> 00:18:39.200]  If you have enough Republicans quit or leave like MTG, they're only only down to one or two.
[00:18:39.519 --> 00:18:40.240]  They don't vote.
[00:18:40.320 --> 00:18:42.480]  They've already lost the House technically.
[00:18:43.120 --> 00:18:46.480]  Exactly, because it's a four-vote majority as of 24.
[00:18:46.640 --> 00:18:48.480]  They've had a number of people withdraw.
[00:18:48.799 --> 00:18:53.440]  And this is typically when people announce their retirement is during the holiday season on the off year.
[00:18:53.759 --> 00:18:54.640]  And so you're right.
[00:18:54.720 --> 00:18:57.440]  If they lose a few more seats, then they lose the majority.
[00:18:57.759 --> 00:19:01.120]  And then they can't govern even earlier, even before 26.
[00:19:01.360 --> 00:19:04.720]  And, you know, that's not really a glowing endorsement.
[00:19:04.880 --> 00:19:12.320]  This is supposed to be the golden age, and people are literally headed for the exits before the midterms even happen, before you even lose the election.
[00:19:12.799 --> 00:19:13.440]  So it's really important.
[00:19:13.600 --> 00:19:16.400]  Only because Trump literally slaps them around on TV.
[00:19:16.720 --> 00:19:21.920]  By the way, certain people have said, oh, MTG is not getting real threats.
[00:19:22.160 --> 00:19:23.200]  It's on record she has.
[00:19:23.360 --> 00:19:23.759]  I get threats.
[00:19:23.920 --> 00:19:25.840]  God tried to come and kill you earlier this year.
[00:19:26.160 --> 00:19:27.840]  And they're like, oh, she's making it up.
[00:19:27.920 --> 00:19:28.799]  No, I talked to her on the phone.
[00:19:29.680 --> 00:19:30.720]  And the police reports are there.
[00:19:30.880 --> 00:19:33.200]  They are under total assault right now.
[00:19:33.519 --> 00:19:35.519]  And she's literally, she's like, I'm not running for president.
[00:19:35.680 --> 00:19:36.799]  I'm not, I'm done.
[00:19:37.120 --> 00:19:38.559]  She's like, I'm a successful businesswoman.
[00:19:38.799 --> 00:19:39.680]  I did my tour.
[00:19:40.000 --> 00:19:41.120]  You know, she's done.
[00:19:41.440 --> 00:19:43.200]  And people love MTG.
[00:19:43.519 --> 00:19:44.400]  I mean, that hurt Trump.
[00:19:44.480 --> 00:19:46.559]  Again, he probably lost three, four points doing that to her.
[00:19:46.799 --> 00:19:48.000]  Again, it's idiotic.
[00:19:48.320 --> 00:19:49.279]  And I'll say it, Trump.
