# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 57b01c3a573c3e68b224349519d1f057
[00:00:12.720 --> 00:00:15.280]  InfoWars, tomorrow's news, today.
[00:02:40.159 --> 00:02:43.120]  InfoWars just lost their war on info.
[00:02:43.360 --> 00:02:50.719]  Yesterday, Apple, iTunes, Vimeo, and Spotify, YouTube, Twitter, and Facebook have all blocked Alex Jones and InfoWars.
[00:02:50.960 --> 00:02:52.640]  Google is evil.
[00:02:53.280 --> 00:02:54.479]  Google is evil.
[00:02:54.879 --> 00:02:59.759]  Alex Jones, he was subpoenaed by the bipartisan House Committee investigating the insurrection.
[00:03:00.080 --> 00:03:02.000]  1776!
[00:03:02.640 --> 00:03:04.479]  1776!
[00:03:04.800 --> 00:03:08.400]  Alex Jones must sell off nearly all of his personal assets.
[00:03:08.640 --> 00:03:10.719]  Jones owes $1.5 billion.
[00:03:11.280 --> 00:03:13.200]  InfoWars is shutting down.
[00:03:13.520 --> 00:03:16.240]  They may shut him down, but they won't shut him up.
[00:03:16.560 --> 00:03:20.019]  The most banned man in America, Alex Jones.
[00:03:21.019 --> 00:03:38.129]  Of the return of President Trump.
[00:03:39.599 --> 00:03:42.640]  And it's never a light or dull news day.
[00:03:43.280 --> 00:03:46.800]  Thank you for joining us for this live Sunday night four-hour transmission.
[00:03:47.120 --> 00:03:51.360]  I'm your host, Alex Jones, here every Sunday, 4 to 6 p.m., sometimes 4 to 8 p.m.
[00:03:51.680 --> 00:04:02.080]  A lot of times we have a guest host, like the great Royce White, who knocked out of the park last week, hosting the seven to eight o'clock or six and seven o'clock hour.
[00:04:02.400 --> 00:04:07.920]  So look for him tonight in the third and fourth hour.
[00:04:08.800 --> 00:04:09.040]  Okay.
[00:04:10.240 --> 00:04:18.160]  Well, we've hit the winter solstice, the darkest, longest night of the year, and San Francisco is in the dark.
[00:04:18.480 --> 00:04:20.160]  There was a fire there at one of their stations.
[00:04:20.319 --> 00:04:21.360]  They don't have any backup power.
[00:04:21.680 --> 00:04:26.879]  So they're still in the dark for about a day, and they've got a lot of electric cars stalled all over the roads.
[00:04:27.040 --> 00:04:30.960]  Interesting example of what the great reset causes and does.
[00:04:31.120 --> 00:04:37.840]  But speaking of energy, Venezuela condemns U.S. active piracy, seizing a second giant oil tanker.
[00:04:38.160 --> 00:04:46.560]  And the Coast Guard is in hot pursuit near Venezuela, about to grab another third oil tanker.
[00:04:46.879 --> 00:04:50.160]  U.S. Coast Guard in active pursuit of third vessel off Venezuela coast.
[00:04:50.319 --> 00:04:51.840]  I'll run down a bunch of the other news.
[00:04:52.000 --> 00:04:52.560]  It's big.
[00:04:52.720 --> 00:04:53.280]  Straight ahead.
[00:05:00.860 --> 00:05:02.699]  Thank you so much for joining us.
[00:05:02.879 --> 00:05:08.160]  Decided to spend time with us on this Sunday evening, December 21st, 2025.
[00:05:08.480 --> 00:05:10.720]  Remember, you are the Paul Revere's.
[00:05:11.040 --> 00:05:29.439]  And when you decide on that local station you're listening to or on X or on Rumble at the Real Alex Jones or the All Shows Network to share that feed with friends, family, neighbors, strangers, your email list, your text message list and say, here is the Vibrotin transmission that the bad guys do not want you to hear or see.
[00:05:29.680 --> 00:05:31.199]  That's how we're changing the world.
[00:05:31.519 --> 00:05:33.600]  And we are the tip of the spirit together.
[00:05:34.240 --> 00:05:42.800]  Myself, the crew, and you, the listeners and viewers that aren't spectators, you're active participants in the animating contest of liberty.
[00:05:43.439 --> 00:05:44.720]  Well, there's a headline tonight.
[00:05:44.879 --> 00:05:47.199]  Sunday Live, U.S. Target's third oil tanker.
[00:05:47.280 --> 00:05:51.600]  They're in hot pursuit, chasing it down right now off Venezuela as tensions melt.
[00:05:51.920 --> 00:05:54.240]  Netanyahu's traveling to the White House next week.
[00:05:54.399 --> 00:05:56.480]  Wants U.S. to strike Iran again.
[00:05:57.040 --> 00:06:04.080]  Democrats move to impeach Bondi and others over full Epstein file release delay.
[00:06:04.720 --> 00:06:06.960]  And they keep calling it the Epstein files.
[00:06:07.279 --> 00:06:12.639]  There are civil cases, criminal cases, the Epstein estate, countless new civil cases.
[00:06:12.960 --> 00:06:15.120]  It just continues on and on.
[00:06:15.439 --> 00:06:16.320]  And what are we getting?
[00:06:16.399 --> 00:06:26.080]  Bill Clinton with women in hot tubs and just a bunch of garbage and creepy stuff with Epstein half naked with it.
[00:06:26.159 --> 00:06:28.240]  Looks like a baby's foot in his hand.
[00:06:28.399 --> 00:06:32.560]  I mean, it's just, and there's no Donald Trump in there.
[00:06:35.680 --> 00:06:45.680]  Except the Justice Department's been going through whoever they believe is innocent or just a bystander in any of these tens of thousands of files that have already been released.
[00:06:46.000 --> 00:06:47.279]  More coming.
[00:06:50.480 --> 00:06:55.519]  The media goes, look, Donald Trump's name was blacked out of this document.
[00:06:55.840 --> 00:06:57.279]  And how did they know?
[00:06:57.600 --> 00:07:01.360]  Because it was a public document that had just been in the files.
[00:07:02.000 --> 00:07:05.920]  And so they knew that Trump didn't do anything wrong where his name was listed.
[00:07:06.000 --> 00:07:09.200]  It was just a side issue, a bystander.
[00:07:10.480 --> 00:07:14.480]  Just mentioned in a report, not with any crime.
[00:07:16.399 --> 00:07:20.399]  And so they knew that, but they implied, ooh, they're blacking Trump out.
[00:07:20.720 --> 00:07:21.920]  But here's the bigger question.
[00:07:22.240 --> 00:07:24.320]  Why is the Justice Department doing that?
[00:07:24.639 --> 00:07:26.320]  There is nothing to hide there.
[00:07:26.960 --> 00:07:37.759]  So the Justice Department is setting up these traps for Trump, acting like they're his buddies, but at every point and level, making him look like he's guilty.
[00:07:38.720 --> 00:07:42.720]  Yeah, Bill Clinton, the main character in the Epstein drop, just can't escape scandal.
[00:07:48.370 --> 00:07:50.110]  So it goes on and on.
[00:07:50.240 --> 00:07:57.600]  And there's Larry Summers, Clinton's top economic advisor, later the head of Harvard.
[00:07:58.879 --> 00:08:02.079]  And they imply, ooh, they're holding back stuff on Trump.
[00:08:02.400 --> 00:08:03.600]  There's nothing there.
[00:08:04.560 --> 00:08:10.319]  But the Justice Department continues to drop the ball on purpose to make it look like Trump's guilty.
[00:08:10.480 --> 00:08:13.199]  Epstein files released by Department of Justice.
[00:08:13.519 --> 00:08:17.759]  Pam Bondi hit with impeachment threat over Epstein failure.
[00:08:19.040 --> 00:08:21.840]  They had one month since the bill passed to release all the quote files.
[00:08:22.000 --> 00:08:28.879]  Epstein files, photos disappear from government website, including one of Trump doing nothing.
[00:08:30.720 --> 00:08:32.159]  Then we have the examples right here.
[00:08:32.399 --> 00:08:33.440]  I had some blow-ups of that.
[00:08:33.680 --> 00:08:35.600]  You guys actually prepared the blow-ups of this, I can show you.
[00:08:35.919 --> 00:08:40.639]  Oh, look, they blacked out Trump's name in one of the data documents.
[00:08:40.960 --> 00:08:43.600]  And then it was already publicly available years ago.
[00:08:43.759 --> 00:08:45.759]  And then you see it's innocuous.
[00:08:46.399 --> 00:08:49.600]  But that's the type of trick they play.
[00:08:49.919 --> 00:09:01.120]  Like a few weeks ago, the Democrats cherry picked out of 90-plus thousand Epstein files from the state that his family turned over and only released 19 images.
[00:09:01.440 --> 00:09:07.039]  One of them, Trump at a socialite event, talking to him, looks like a 40-year-old woman.
[00:09:07.680 --> 00:09:10.879]  And then you see Epstein standing off a few feet away.
[00:09:11.200 --> 00:09:11.519]  Okay.
[00:09:12.480 --> 00:09:14.080]  They both attended the same clubs.
[00:09:14.399 --> 00:09:18.879]  And then Trump at a beauty pageant with women with flowers around their necks.
[00:09:19.519 --> 00:09:22.639]  And they blacked out their faces to make it look like they were victims.
[00:09:22.960 --> 00:09:25.759]  And it turned out it was a public photo from the New York Post in early 90s.
[00:09:25.920 --> 00:09:34.960]  Again, I predicted this would be the trick over and over again, but I do want to look at some of the stuff that has been released because it's super interesting and super creepy.
[00:09:35.279 --> 00:09:39.279]  And it just shows you the mind of Epstein and these globalists.
[00:09:39.440 --> 00:09:50.159]  Bringing on Deputy AG Todd Blanche responds to Massey and others threatening to impeach Pam Bondi over what they've done.
[00:09:50.480 --> 00:09:51.920]  And they said, look, we had a month.
[00:09:52.159 --> 00:09:54.799]  We've already released tens of thousands of files just this month.
[00:09:55.039 --> 00:09:56.639]  We're going to release more.
[00:09:57.920 --> 00:10:04.799]  But I'm not accusing them specifically of sabotage, but this is what Kyle Seraphin said about 10 months ago that he knows this pattern.
[00:10:04.879 --> 00:10:05.759]  He's been proven right.
[00:10:06.000 --> 00:10:15.840]  That it's the middle managers, people that are going through all this are deliberately, even then we heard this was coming, going to black Trump's name out, even if innocuous stuff.
[00:10:15.920 --> 00:10:18.399]  And just a newsflash, you can look this up.
[00:10:19.039 --> 00:10:28.639]  When they've declassified big tranches of CIA files since 47, the biggest ever was in the church committee hearings in 76, 77, 78.
[00:10:28.960 --> 00:10:30.960]  They released millions of files.
[00:10:31.279 --> 00:10:38.879]  90 plus percent was newspaper clippings and transcripts of what was on the newscast.
[00:10:39.519 --> 00:10:45.519]  But they would classify it because they wouldn't want people in Fourier requests knowing what they were researching.
[00:10:46.160 --> 00:10:47.840]  And so that's what most of this is.
[00:10:48.080 --> 00:10:53.840]  So it's like, oh, we've got, look, it's Trump with six or seven women around him.
[00:10:54.799 --> 00:10:56.559]  And I looked at their shoulders and arms and stuff.
[00:10:56.799 --> 00:10:58.480]  I said that they look about 25.
[00:10:59.120 --> 00:11:00.559]  They got flowers around their necks.
[00:11:00.799 --> 00:11:02.080]  I could tell that's newsprint.
[00:11:02.240 --> 00:11:04.000]  That's a photo of a newsprint.
[00:11:04.320 --> 00:11:08.160]  And it wasn't until hours later we learned it was the New York Post from 92.
[00:11:08.480 --> 00:11:09.360]  But I assisted.
[00:11:09.440 --> 00:11:10.879]  I said, that's a public photo.
[00:11:10.960 --> 00:11:11.600]  I've seen that before.
[00:11:11.759 --> 00:11:13.039]  I don't remember where.
[00:11:14.320 --> 00:11:16.399]  We've seen this recycled over and over again.
[00:11:16.639 --> 00:11:17.759]  I've seen that photo a bunch.
[00:11:17.840 --> 00:11:19.840]  I said, you can see the news scan.
[00:11:20.480 --> 00:11:22.080]  You can see the printing.
[00:11:22.720 --> 00:11:24.240]  It's black and white.
[00:11:26.480 --> 00:11:28.879]  Or that Sepia style they do, kind of three-tone.
[00:11:29.200 --> 00:11:31.680]  And then sure enough, hours later, oh, it's the New York Post.
[00:11:32.320 --> 00:11:34.879]  And the article is, oh, it was so good to be part of this with Trump.
[00:11:34.960 --> 00:11:36.160]  He's such a gentleman.
[00:11:36.480 --> 00:11:39.600]  And it shows the women that are all about 25, 30 years old, just like I said.
[00:11:39.920 --> 00:11:44.960]  But a public photo of him, act like it's secret.
[00:11:45.279 --> 00:11:46.559]  Yeah, there you go.
[00:11:48.879 --> 00:11:50.720]  And pretend that you have found Satan himself.
[00:11:50.879 --> 00:11:53.440]  And again, I just call balls and strikes.
[00:11:54.080 --> 00:11:56.720]  But so many conservatives are like, I'm done with Trump.
[00:11:57.040 --> 00:11:58.560]  You know, he's involved with Epstein.
[00:11:58.879 --> 00:11:59.840]  No, he's not.
[00:12:00.160 --> 00:12:02.639]  But the mishandling of it has been terrible.
[00:12:02.960 --> 00:12:04.879]  Absolutely terrible.
[00:12:05.200 --> 00:12:17.680]  Jeffrey Epstein's partner in crime, Gisley Maxwell, revealed in photos released by the Department of Justice, kissing him, showing off her breast with women rubbing their feet on her breast.
[00:12:18.320 --> 00:12:24.480]  Yeah, her and the Google, I mean, her and the Apple widow are big buddies.
[00:12:25.120 --> 00:12:28.800]  Big, buddies.
[00:12:29.440 --> 00:12:33.680]  So lots of stuff going on out there with these people.
[00:12:34.240 --> 00:12:36.960]  But I've kind of already hit that.
[00:12:38.879 --> 00:12:44.160]  I want to get into censorship and control and what the globalists are up to and what they're doing.
[00:12:44.320 --> 00:12:46.960]  Then we'll get all the war news that's unfolding.
[00:12:47.040 --> 00:12:59.440]  But a really good move by the Trump admin to kill 41 building, 41 billion in tech deal with UK over online censorship laws.
[00:13:00.400 --> 00:13:06.560]  And the laws they've now passed in the UK, years in prisons were silently praying.
[00:13:07.519 --> 00:13:08.080]  You name it.
[00:13:08.480 --> 00:13:12.960]  If your dog on the street offends Muslims, you are taken to jail.
[00:13:13.040 --> 00:13:14.800]  Your dog is taken and euthanized.
[00:13:15.040 --> 00:13:16.400]  I have newscasts saying it.
[00:13:18.960 --> 00:13:25.600]  And in the new law, they can add anything they want and say it's hateful at any time.
[00:13:25.680 --> 00:13:27.200]  So it's an open-ended law.
[00:13:27.519 --> 00:13:34.080]  So I thought I'd give you some examples of that because Australia is trying to pass these exact same laws.
[00:13:34.400 --> 00:13:37.920]  Canada's already passed about half of the laws in the last month.
[00:13:38.160 --> 00:13:53.759]  They got the other half tried to pass that just gets rid of all your speech, grabs your bank account, preemptively puts you in jail or house arrest if they think you're going to do something and say something you're not allowed to.
[00:13:54.400 --> 00:14:01.200]  And they're saying criticism of Islam, criticism of Islam is the main problem.
[00:14:01.360 --> 00:14:07.600]  Sadiq Khan said the biggest problem facing Europe, the UK, everybody is people that don't like Islam.
[00:14:07.920 --> 00:14:10.400]  And the only problem in the world under Islam is we're not submitting to you, right?
[00:14:10.480 --> 00:14:11.120]  That's what it means.
[00:14:11.360 --> 00:14:12.560]  Submission.
[00:14:13.200 --> 00:14:19.600]  So U.S. suspends $41 billion tech deal with UK over online censorship laws.
[00:14:20.879 --> 00:14:21.519]  Just an example.
[00:14:21.759 --> 00:14:26.240]  British teachers to spot misogyny in boys and target them for re-education.
[00:14:26.400 --> 00:14:28.400]  But the Muslims are allowed to kidnap and rape women, though.
[00:14:28.560 --> 00:14:30.080]  That's part of their culture.
[00:14:30.720 --> 00:14:31.519]  Here's Sadiq Khan.
[00:14:31.680 --> 00:14:32.560]  In fact, that's on the list, guys.
[00:14:32.640 --> 00:14:34.400]  I forgot to give you the number, but pull that up.
[00:14:34.480 --> 00:14:36.560]  I'm just going to hit this now with those other clips in a minute.
[00:14:37.039 --> 00:14:37.519]  Here's the mayor.
[00:14:37.600 --> 00:14:42.240]  I don't like to tell you something and then not actually show it because it's just sensational how out in the opening is.
[00:14:42.480 --> 00:14:52.000]  The mayor of London says people who are against Islam are the real problem, not the grooming gangs or the terrorism.
[00:14:52.960 --> 00:14:54.400]  I mean, it's just amazing.
[00:14:54.720 --> 00:15:15.920]  And then we've got Australia saying we're going to take whatever guns are left in response to the Muslims killing a bunch of people last week in Sydney, and we're going to pass an anti-hate law where you will get long prison sentences for anything we say is hateful, specifically being mean to the Muslims.
[00:15:16.240 --> 00:15:33.120]  Even though the Muslims are now running super creepy TV ads, I'll get to later, where they are literally wanting to outlaw Christmas.
[00:15:34.720 --> 00:15:36.240]  So that's coming up.
[00:15:37.440 --> 00:15:40.400]  But here's the new articles, though.
[00:15:40.960 --> 00:15:45.279]  Now, listen to Orwellian, how Orwellian these headlines are, because we can actually go read the legislation.
[00:15:45.360 --> 00:15:50.159]  It's point blank banning, criticizing Muslims, open borders, anybody.
[00:15:50.399 --> 00:15:54.960]  Ministers finalizing definition of anti-Muslim hatred.
[00:15:55.679 --> 00:15:56.879]  They've already released what they want.
[00:15:56.960 --> 00:16:03.919]  It's any criticism of Islam, any criticism of any of them in any way, and you're going to spend years in prison.
[00:16:04.240 --> 00:16:11.679]  Proposed UK Islamophobia definition allows for right to criticize religion, sources say, oh, sure it does.
[00:16:12.639 --> 00:16:13.919]  That's the Guardian.
[00:16:14.879 --> 00:16:16.559]  Hate crime and hate speech.
[00:16:16.720 --> 00:16:17.600]  You get government section.
[00:16:17.679 --> 00:16:18.960]  You can read right here for yourself.
[00:16:19.279 --> 00:16:20.159]  And they spit it more.
[00:16:20.240 --> 00:16:21.519]  England's new free speech law.
[00:16:21.679 --> 00:16:23.600]  Oh, it's a free speech law.
[00:16:24.799 --> 00:16:28.799]  Yeah, the censors always say, oh, you have free speech in Germany and Sweden and everywhere.
[00:16:29.120 --> 00:16:30.799]  Now the UK, but we will put you in jail.
[00:16:30.960 --> 00:16:34.319]  What you say is hurtful or mean or, you know, we don't like it.
[00:16:35.840 --> 00:16:40.480]  In Germany, they've put people in jail who've criticized the new Chancellor Murray.
[00:16:40.639 --> 00:16:44.559]  I covered the article last week for saying he's incompetent.
[00:16:45.200 --> 00:16:49.120]  And they knock down your door, take your electronics, three years in prison.
[00:16:49.440 --> 00:16:51.440]  And then you lose your job and you get out.
[00:16:53.360 --> 00:17:02.319]  So, I mean, this is what the ADL, this is what the Israel lobby wants here.
[00:17:02.559 --> 00:17:04.799]  And they're in an alliance with the left.
[00:17:06.400 --> 00:17:11.359]  And I have clips of the left, new ones.
[00:17:11.680 --> 00:17:18.960]  I have clips in the UK, Canada, Australia saying, you say something mean, putting you in prison.
[00:17:21.519 --> 00:17:30.799]  And then I've got all the big major Israel lobbies, clips here, just shocking, saying we're using AI to track everybody and what you say.
[00:17:31.680 --> 00:17:34.240]  And you criticize Israel in any way.
[00:17:34.880 --> 00:17:39.440]  We are going to take you offline.
[00:17:40.400 --> 00:17:42.640]  And then we are going to get you fined.
[00:17:42.960 --> 00:17:44.880]  And we're going to make sure you lose your job.
[00:17:45.200 --> 00:17:48.079]  And in countries like Europe, we're going to put you in jail.
[00:17:48.400 --> 00:17:53.519]  And they say the definition is if you criticize Zionism, even.
[00:17:55.440 --> 00:17:59.200]  So my point in raising this is you've got the left wanting to get rid of free speech.
[00:17:59.359 --> 00:18:04.000]  And then in the right wing, they call it right wing.
[00:18:04.319 --> 00:18:06.720]  You've got these big Jewish lobbies doing it.
[00:18:06.960 --> 00:18:10.319]  And it is just so dangerous and so bad.
[00:18:10.639 --> 00:18:13.680]  And it's just a huge problem.
[00:18:13.920 --> 00:18:21.119]  And then you notice at TPUSA and everywhere, you've got Mark Levin and Ben Shapiro running around trying to police everybody.
[00:18:22.000 --> 00:18:23.759]  Oh, yeah, this video is chilly around here.
[00:18:23.920 --> 00:18:26.079]  The problem is it's 13 minutes long.
[00:18:28.319 --> 00:18:48.720]  And these big think tanks with massive money literally say, we have courts, our own private courts, like Sharia law, and we have the Jewish leadership in control of the censorship, which is not completely true, but then if you say Jews are on the censorship in many areas, then they also say we're going to censor you.
[00:18:48.960 --> 00:18:49.519]  They actually say that.
[00:18:49.599 --> 00:18:50.559]  I've played the clips before.
[00:18:51.200 --> 00:18:52.799]  They had a meta-censorship.
[00:18:53.440 --> 00:18:58.319]  Like Jews control almost all the censorship in the West and all the big tech censorship.
[00:18:58.639 --> 00:19:01.759]  And if you say that, we're going to censor you and debank you too.
[00:19:02.079 --> 00:19:04.880]  And I'm just like, well, okay, okay.
[00:19:05.759 --> 00:19:09.759]  There are a lot of you have to be Jewish, but I'm not even trying to attack Jews in general.
[00:19:09.920 --> 00:19:11.360]  I just want to stop the censorship.
[00:19:11.680 --> 00:19:15.119]  And they're like, well, if you point that out, we're going to put you in jail.
[00:19:15.440 --> 00:19:17.920]  I mean, this is coming very, very quickly.
[00:19:18.160 --> 00:19:24.240]  So everybody's going to be forced into this situation of asking, why is Sadiq Khan so arrogant?
[00:19:24.559 --> 00:19:28.559]  Why are the other Muslim leaders so arrogant saying we're invincible, we're taking over, it's over for you.
[00:19:28.880 --> 00:19:31.940]  Because they're 30, 40, 50, 60, 70, 80, 90%.
[00:19:31.940 --> 00:19:43.649]  The capital of the EU, Brussels, Belgium, is like 88% Muslim.
[00:19:44.799 --> 00:19:46.240]  Paris is something like 50%.
[00:19:47.039 --> 00:19:48.400]  London's over 60%.
[00:19:49.279 --> 00:19:51.279]  Total 80 plus percent non-white.
[00:19:52.559 --> 00:20:01.119]  And they teach anti-white, and they teach all the people they bring in to hate the country and to want to overthrow it and to hate white people.
[00:20:01.759 --> 00:20:12.720]  And that's done with the left, with the globalists, with the Muslims, and then with the leftist Jewish groups and the right-wing ones, London Guardian supporting all this ban on free speech because they're liberal.
[00:20:13.680 --> 00:20:15.200]  And it's a sick alliance.
[00:20:15.599 --> 00:20:17.920]  It's beyond a red-green alliance.
[00:20:18.879 --> 00:20:24.960]  There is a Jewish alliance in the red-green alliance.
[00:20:25.279 --> 00:20:26.559]  And I won't apologize for saying that.
[00:20:26.640 --> 00:20:27.680]  It's true.
[00:20:28.319 --> 00:20:41.920]  And that's why the temperature has been turned up so much in all this racial and religious conflict is above all that is the globalist architects manipulating this clash of civilizations at the end of which we won't have any free speech.
[00:20:43.200 --> 00:20:48.480]  So if I play all these ministers saying they're going to take your speech and put you in jail, take the whole show.
[00:20:48.799 --> 00:20:58.480]  Imagine go 30 minutes with just new clips of the powerful Jewish think tank censorship groups in the U.S., in Europe, you name it, just point blank.
[00:20:58.799 --> 00:21:00.480]  Like, it will not be tolerated.
[00:21:00.799 --> 00:21:04.480]  You will not talk bad about us and we are going to destroy you.
[00:21:05.039 --> 00:21:09.759]  Now, what do you think happens when we see Muslims saying we're conquering the West?
[00:21:10.079 --> 00:21:11.440]  There's nothing you can do.
[00:21:11.759 --> 00:21:13.920]  A certain percentage of people get motivated.
[00:21:14.240 --> 00:21:17.119]  What do you think people do when they see the head of meta censorship?
[00:21:17.680 --> 00:21:22.079]  Almost all the censor heads in government and in big tech are Jewish.
[00:21:22.400 --> 00:21:26.639]  And if you say it's a Jewish conspiracy, we will crack down on you even harder.
[00:21:26.960 --> 00:21:28.400]  It's like it's baiting, folks.
[00:21:28.480 --> 00:21:29.440]  It's baiting, okay?
[00:21:30.079 --> 00:21:31.440]  So I don't care who runs it.
[00:21:31.599 --> 00:21:33.680]  I'm not going to attack people because of groups of people or whatever.
[00:21:33.920 --> 00:21:35.519]  Yeah, I mean, it's like the Somalis.
[00:21:35.680 --> 00:21:41.039]  I've probably seen 100 videos of Somalis in Minnesota going, listen, white slaves, we own you.
[00:21:42.000 --> 00:21:44.319]  And you're going to do whatever we say, however we say.
[00:21:44.480 --> 00:21:46.639]  And people see these and think this can't be real.
[00:21:46.960 --> 00:21:48.079]  Go to Minneapolis.
[00:21:48.160 --> 00:21:49.039]  I've been there many times.
[00:21:49.279 --> 00:21:51.039]  The Genesis Network used to be based up there.
[00:21:51.200 --> 00:21:53.279]  Been there like 20 times?
[00:21:53.359 --> 00:21:54.160]  I don't remember.
[00:21:55.680 --> 00:21:56.799]  I like Minnesota, man.
[00:21:56.880 --> 00:21:59.519]  I mean, I don't like travel that much, but the hunting and fishing.
[00:21:59.599 --> 00:22:04.079]  It's just, and so Ted Anderson, the owner of the network, was a big hunter and fisher still is.
[00:22:04.559 --> 00:22:09.920]  And so he would just take me all expensive paying pheasant hunting, fishing, fishing is the best I've ever seen in the world.
[00:22:12.079 --> 00:22:14.639]  But then you're in the city and literally the Somalis are arrogant.
[00:22:14.720 --> 00:22:15.200]  They laugh at you.
[00:22:15.279 --> 00:22:16.240]  They bump into you.
[00:22:16.559 --> 00:22:19.680]  I mean, it's like scary as hell because they're arrogant, man.
[00:22:20.000 --> 00:22:22.240]  And by the way, they do it to black people that aren't Somali.
[00:22:22.319 --> 00:22:24.799]  They'll tell you, like, I'm like a big old black dude.
[00:22:25.279 --> 00:22:26.960]  He goes, yeah, I was there to see my son.
[00:22:27.039 --> 00:22:32.639]  And they just talking, smacked me and, you know, get in my face telling me I'm a scum because I'm not a Somali.
[00:22:33.279 --> 00:22:34.480]  They are elitist, folks.
[00:22:34.559 --> 00:22:39.920]  But the point is, is that you've got this consortium of elitists.
[00:22:41.119 --> 00:22:46.079]  And in Pakistan in many regions, sex slavery is normal.
[00:22:46.400 --> 00:22:51.039]  And so they set up shop all over the world with sex slavery and pedophilia.
[00:22:51.359 --> 00:22:53.519]  And it's just so incompatible.
[00:22:54.079 --> 00:23:02.319]  And then you've got the leftist and right-wing Jewish lobbies wanting to censor everybody.
[00:23:02.639 --> 00:23:08.480]  And you've got the leftist Jewish lobbies only outdone by Catholic charities flooding us with all the Islamics.
[00:23:09.680 --> 00:23:11.519]  And it's just a disaster.
[00:23:12.079 --> 00:23:19.200]  And then if you say, hey, I don't want replacement migration, it's an official ADL UN plan to replace, quote, white Christians.
[00:23:19.519 --> 00:23:20.639]  You go on the UN website.
[00:23:20.720 --> 00:23:21.920]  It's on there with foreigners.
[00:23:22.160 --> 00:23:24.000]  They say, oh, that's going to be illegal.
[00:23:24.160 --> 00:23:27.440]  That is illegal in Germany, France, Sweden, and now the UK.
[00:23:27.680 --> 00:23:30.559]  If you say this is replacement migration, you go to prison.
