[00:00:01.011 --> 00:00:03.677]  3139.
[00:02:23.069 --> 00:02:35.174]  Understand that they're using children to take down the border, just like they use children to take down your individual rights to keep and bear arms, just like they use children for everything that they want to do.
[00:02:35.414 --> 00:02:36.735]  And of course they create a crisis.
[00:02:37.455 --> 00:02:39.756]  But they say it's not a crisis, it's an opportunity.
[00:02:40.316 --> 00:02:43.677]  Pelosi was at the border this last Saturday in Texas.
[00:02:44.138 --> 00:02:44.998]  She was giving a speech.
[00:02:45.058 --> 00:02:49.359]  She said that the border breach is an opportunity to serve God's children.
[00:02:50.260 --> 00:02:53.341]  Well then why all the animosity if they're God's children?
[00:02:53.381 --> 00:02:54.261]  And of course they are.
[00:02:55.122 --> 00:03:00.484]  Why is there all this animosity towards people who don't want to kill them through abortion?
[00:03:01.104 --> 00:03:03.225]  Do you see the inherent conflicts there?
[00:03:03.585 --> 00:03:05.926]  And of course we've got a story up on Infowars right now
[00:03:06.966 --> 00:03:12.228]  Uh, F-View, left-wingers want to burn down Hobby Lobby after a SCOTUS win.
[00:03:12.288 --> 00:03:20.290]  Certainly, they don't see children as a gift from God, created in his image, deserving of respect and dignity.
[00:03:20.950 --> 00:03:26.752]  Well, where is Nancy Pelosi when children are being fondled by the TSA in airports?
[00:03:26.792 --> 00:03:28.573]  What about their respect and dignity?
[00:03:28.593 --> 00:03:31.033]  Uh, well, that's a different case, isn't it?
[00:03:31.073 --> 00:03:33.494]  Because that's against American citizens.
[00:03:33.554 --> 00:03:35.395]  That's not against illegal aliens.
[00:03:36.255 --> 00:03:44.805]  And we have not only Pelosi seeing this as an opportunity, we also have a new House Majority Leader, the guy who replaced Eric Cantor.
[00:03:44.885 --> 00:03:46.727]  He's talking about the border security.
[00:03:47.148 --> 00:03:52.013]  He says, let's get the border secure, then we can legalize everybody.
[00:03:52.955 --> 00:03:54.596]  Okay, that's an opportunity to him.
[00:03:54.636 --> 00:03:56.278]  He calls it an opportunity.
[00:03:56.318 --> 00:04:01.822]  He says, we have an opportunity to negotiate for the legalization of illegal immigrants.
[00:04:02.723 --> 00:04:10.569]  See, the problem with all this is, of course, they are deserving of respect, just as Americans should be deserving of respect.
[00:04:11.170 --> 00:04:15.173]  But Pelosi made an interesting comment when she said, I would just love to bring all of them home with me.
[00:04:16.114 --> 00:04:16.894]  Well, why doesn't she?
[00:04:17.795 --> 00:04:21.258]  Well, because there's practical limitations of how many she can care for.
[00:04:22.290 --> 00:04:28.872]  There are practical limitations as to how many children I can take care of, how many children I can adopt, how many children you can adopt.
[00:04:28.912 --> 00:04:33.233]  And of course, the government enforces those regulations if we start to go through adoption.
[00:04:33.273 --> 00:04:36.494]  We're not allowed to bring in 100 kids into our homes.
[00:04:36.994 --> 00:04:38.215]  We don't have homes large enough.
[00:04:38.255 --> 00:04:39.795]  We don't have incomes large enough for that.
[00:04:40.315 --> 00:04:45.817]  And we can't, as a society, bring in all of the children from Central and South America.
[00:04:46.417 --> 00:04:47.898]  Now, we've got special reports coming up.
[00:04:47.918 --> 00:04:50.780]  We've got a report coming up at the bottom of the hour with Alex Jones.
[00:04:51.140 --> 00:04:53.702]  And he's going to break down where all of this started.
[00:04:53.742 --> 00:04:58.325]  You know, it's Homeland Security that is cracking down on Americans inside the border and opening up the borders.
[00:04:58.365 --> 00:04:59.826]  Where did Homeland Security start?
[00:05:00.326 --> 00:05:01.167]  Ah, 9-11.
[00:05:01.567 --> 00:05:04.449]  And he's got Charlie Sheen's 20 Minutes with the President.
[00:05:04.469 --> 00:05:05.750]  Special report at the bottom of the hour.
[00:05:05.810 --> 00:05:06.530]  Don't miss that.
[00:05:06.931 --> 00:05:09.833]  And we have Dr. Stan Monteith that's going to join us.
[00:05:10.777 --> 00:05:16.746]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:05:16.946 --> 00:05:21.153]  Most people know that iodine deficiency has been a crisis around the world.
[00:05:21.533 --> 00:05:26.080]  Iodine is key to so many of the body's functions, especially the thyroid.
[00:05:26.480 --> 00:05:29.102]  I discovered a product being developed by Dr. Group.
[00:05:29.402 --> 00:05:34.584]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[00:05:34.845 --> 00:05:41.728]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:05:42.249 --> 00:05:46.011]  And the results that I personally have had have been life-changing.
[00:05:46.371 --> 00:05:51.173]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:05:51.493 --> 00:05:52.334]  This is innovating.
[00:05:52.614 --> 00:05:59.916]  And the best part is it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[00:06:00.096 --> 00:06:04.157]  For a limited time, experience the ancient power of Survival Shield X2.
[00:06:04.357 --> 00:06:09.519]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLive.com.
[00:06:10.583 --> 00:06:12.465]  I've always believed in nutrition and herbs.
[00:06:12.805 --> 00:06:20.731]  Super Male Vitality was developed to activate your body's own natural processes, instead of using synthetic chemicals.
[00:06:20.851 --> 00:06:28.137]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[00:06:28.397 --> 00:06:32.661]  I just received my Male Vitality about three days ago, and I must say, that is some good stuff.
[00:06:32.981 --> 00:06:43.144]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[00:06:43.624 --> 00:06:49.786]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:06:50.086 --> 00:06:52.327]  I jump out of bed ready to fight these criminals every day.
[00:06:52.347 --> 00:06:56.308]  I look forward to waking up and taking my super male vitality and get the day started.
[00:06:56.488 --> 00:06:58.091]  It's not just the super male vitality.
[00:06:58.431 --> 00:07:02.378]  All the products in InfoWarsLife.com are simply amazing.
[00:07:02.598 --> 00:07:09.530]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[00:07:10.580 --> 00:07:16.686]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential Fort Hood situation?
[00:07:16.706 --> 00:07:20.050]  The police are shoving people, shoving Alex, shoving the crowd.
[00:07:20.150 --> 00:07:21.731]  Here we go folks, I'm being assaulted!
[00:07:21.791 --> 00:07:28.058]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[00:07:28.158 --> 00:07:34.044]  Is this another false flag stage attack to take our civil liberties and put more homeless security on sticking their hands down on the streets?
[00:07:34.184 --> 00:07:37.946]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:07:38.146 --> 00:07:41.008]  And that's what PrisonPlanet.TV is designed to do.
[00:07:41.028 --> 00:07:49.233]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:07:49.493 --> 00:07:51.554]  What we see now is a war against reality.
[00:07:51.594 --> 00:07:52.635]  It's a war against the truth.
[00:07:52.995 --> 00:08:01.758]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[00:08:01.958 --> 00:08:04.399]  Visit InfoWarsNews.com today.
[00:08:04.599 --> 00:08:08.901]  Become a member, share your membership, and help take the info war to the next level.
[00:08:22.020 --> 00:08:25.930]  You are listening to an InfoWars.com Frontline Report.
[00:08:26.431 --> 00:08:27.895]  It's Alex Jones.
[00:08:32.631 --> 00:08:33.931]  Welcome back to the Alex Jones Show.
[00:08:34.012 --> 00:08:39.393]  I'm David Knight on this Monday, June 30th, 2014 edition of the Alex Jones Radio Show.
[00:08:39.974 --> 00:08:42.074]  Alex will be joining us at the bottom of the hour.
[00:08:42.154 --> 00:08:48.537]  He has a special report on Charlie Sheen engaging Obama about 9-11.
[00:08:48.937 --> 00:08:54.839]  And of course, that is the key to what's going on right now in this country.
[00:08:55.748 --> 00:09:05.170]  The institution that was created in the aftermath of 9-11, Homeland Security, is what is pushing the police state, the security state, the surveillance state within our borders.
[00:09:05.210 --> 00:09:12.331]  The harassment, the violation of our freedom and dignity while they stand down at the border.
[00:09:12.711 --> 00:09:17.132]  Same, same group at both the border and internally.
[00:09:17.552 --> 00:09:19.052]  This is all Homeland Security.
[00:09:19.252 --> 00:09:23.613]  Homeland Security is in charge of the borders as well as these agents that are harassing us.
[00:09:24.073 --> 00:09:24.713]  Very important
[00:09:25.593 --> 00:09:29.555]  A report to see and of course there's a report up on Infowars.com.
[00:09:30.075 --> 00:09:32.116]  This should end the TSA.
[00:09:32.477 --> 00:09:40.681]  The hypocrisy of what's happening at the borders versus what they're doing at airports, bus stations, train stations and on roadblocks.
[00:09:41.481 --> 00:09:54.548]  Now we had a major Supreme Court decision come out today that people have been waiting for for quite some time and that is whether or not a couple of closely held businesses who have religious objections to the Obamacare mandates
[00:09:55.228 --> 00:10:00.934]  Whether or not they should be allowed to exercise those exemptions on religious conscience.
[00:10:01.735 --> 00:10:06.040]  And they tried to fine them $1.3 million per day.
[00:10:06.220 --> 00:10:08.482]  That was the Obama administration's response to that.
[00:10:08.543 --> 00:10:16.751]  While Obama carves out exceptions at will to his friends, delays things, cancels things, rewrites Obamacare at will.
[00:10:17.372 --> 00:10:23.397]  They were going to try to shut down Hobby Lobby with 1.3 million dollar per day fines.
[00:10:23.457 --> 00:10:26.819]  Now, of course, it's Hobby Lobby and another small business.
[00:10:27.160 --> 00:10:29.882]  Well, Hobby Lobby is not a small business, but it's closely held.
[00:10:29.922 --> 00:10:31.043]  It's a family business.
[00:10:31.523 --> 00:10:33.584]  It's not a publicly held corporation.
[00:10:33.644 --> 00:10:35.126]  It's a corporation just in the
[00:10:35.866 --> 00:10:36.907]  We're good to go.
[00:11:01.588 --> 00:11:01.868]  Yes.
[00:11:18.916 --> 00:11:20.056]  Justice Ginsburg.
[00:11:20.596 --> 00:11:23.977]  And also to look at what people are saying on Twitter.
[00:11:24.057 --> 00:11:27.238]  The hate, the profanity that's going on on Twitter.
[00:11:27.538 --> 00:11:29.978]  People calling for Hobby Lobby to be burned down.
[00:11:30.058 --> 00:11:32.059]  We have that article up at Infowars.com.
[00:11:32.079 --> 00:11:38.820]  But let's look at what the Supreme Court justices Kagan and Ginsburg have said.
[00:11:38.860 --> 00:11:44.782]  Now Kagan says, Congress has made a judgment and Congress is given a statutory entitlement.
[00:11:45.582 --> 00:11:46.742]  Okay, so just obey it.
[00:11:47.731 --> 00:11:51.632]  And then Ginsburg says, uh, this is a decision of startling breadth.
[00:11:52.412 --> 00:11:59.113]  Corporations could opt out of any law that is incompatible with their sincerely held religious beliefs.
[00:12:00.093 --> 00:12:13.496]  What is it about the Constitution that they don't get when the Constitution says that when it comes to free speech and the free exercise of religion, it's not just about privately holding your beliefs in the closet.
[00:12:14.679 --> 00:12:18.859]  It's about exercising and acting on those beliefs freely.
[00:12:19.830 --> 00:12:24.574]  And what is it about the fact that the First Amendment says Congress shall make no law?
[00:12:25.375 --> 00:12:39.025]  If Congress makes a law abridging free speech, abridging your religious convictions, your exercise of your religious convictions, that law should be ignored by juries, by Supreme Courts, by everyone.
[00:12:39.066 --> 00:12:39.926]  It should be challenged.
[00:12:40.387 --> 00:12:47.712]  She goes on to say, Congress enacted the Religious Freedom Restoration Act to serve a far less radical purpose
[00:12:48.513 --> 00:12:52.556]  And mindful of the havoc the court's judgment can introduce, I dissent.
[00:12:53.116 --> 00:12:59.720]  Yeah, you see, you don't come up with a Freedom of Restoration Act which guts the First Amendment.
[00:13:00.200 --> 00:13:01.741]  See, it's not restoring anything.
[00:13:02.361 --> 00:13:06.264]  It's infringing on our rights when they do something like that.
[00:13:07.540 --> 00:13:09.621]  The First Amendment is supposed to be radical.
[00:13:09.861 --> 00:13:11.883]  The Second Amendment is supposed to be radical.
[00:13:12.123 --> 00:13:15.305]  The Fourth, the Fifth, the Sixth, they're all supposed to be radical.
[00:13:15.805 --> 00:13:23.870]  It's a radical idea that we have rights that we possess as human beings that the government can't take away.
[00:13:24.371 --> 00:13:28.153]  And those were put there specifically to protect individual rights.
[00:13:28.613 --> 00:13:29.694]  That's a radical idea.
[00:13:30.134 --> 00:13:33.937]  And we're not going to see it chipped away, infringed little by little.
[00:13:35.233 --> 00:13:36.294]  Now what's it really going to mean?
[00:13:36.314 --> 00:13:40.015]  Well, Independent Women's Forum had some interesting observations about this.
[00:13:40.055 --> 00:13:46.458]  They pointed out that roughly 85% of group plans right now include contraceptive coverage.
[00:13:46.498 --> 00:13:48.379]  And that was the case before the mandate.
[00:13:48.900 --> 00:13:50.540]  So they're not going to go away for most people.
[00:13:51.081 --> 00:13:56.363]  They also said 99% of sexually active women in the US have used contraception.
[00:13:56.723 --> 00:13:58.104]  So it's not going to go away either.
[00:13:58.624 --> 00:14:01.846]  You've got 85% of the plans that had it before the mandate.
[00:14:02.586 --> 00:14:09.690]  And if somebody thinks that that's an important benefit that they want, they can choose to work for those 85% of the companies.
[00:14:09.730 --> 00:14:18.815]  And then they also point out that there's a fallacy to the argument that if something is not mandatory, it will cease to exist.
[00:14:20.215 --> 00:14:24.738]  I remember when I grew up that we had these sayings, right?
[00:14:24.878 --> 00:14:26.099]  You don't hear them too much anymore.
[00:14:26.119 --> 00:14:28.240]  Are you going to make a federal case out of that?
[00:14:28.831 --> 00:14:29.651]  There ought to be a law?
[00:14:30.232 --> 00:14:33.994]  We also had another saying that was, it's a free country, isn't it?
[00:14:34.634 --> 00:14:46.220]  Well, you know, we've been saying that there ought to be a law for everything, and we've been making a federal case out of everything for so long that I don't hear anybody saying it's a free country anymore.
[00:14:47.130 --> 00:14:51.712]  We inherently know that it's not a free country, and that's the reason why.
[00:14:52.132 --> 00:14:56.574]  Because we've let them gut our individual rights, and we need to stop that.
[00:14:56.814 --> 00:15:09.279]  Now, just in case you think that religious freedom is breaking out all over, there's an article here from the Gateway Pundit, military bans Bibles but forces soldiers to adhere to Ramadan rules, and that's in Bahrain.
[00:15:09.620 --> 00:15:10.160]  And this is a
[00:15:10.680 --> 00:15:14.001]  Memo that was put out by Stars and Stripes, they said, U.S.
[00:15:14.041 --> 00:15:20.584]  personnel accustomed to drinking their coffee on the drive to work will have to put that habit on hold for about a month.
[00:15:21.044 --> 00:15:26.206]  It's one of the few lifestyle changes that Americans will have to make during the holy month of Ramadan.
[00:15:26.586 --> 00:15:28.067]  Meanwhile, the U.S.
[00:15:28.147 --> 00:15:35.030]  Air Force kicked Christian Gideon volunteers off of the base in March who were handing out free Bibles.
[00:15:36.357 --> 00:15:38.337]  We've got news on the immigration front.
[00:15:38.397 --> 00:15:44.699]  We see that there are calls now in Congress to give refugee status for Central American kids.
[00:15:45.679 --> 00:15:46.739]  Two problems with this.
[00:15:47.399 --> 00:15:52.980]  Number one, they define children as anyone up to 31 years of age.
[00:15:53.040 --> 00:15:56.361]  That's what Obama did when he announced his amnesty.
[00:15:56.661 --> 00:15:58.101]  That's what's driving this.
[00:15:58.781 --> 00:16:01.882]  We had a caller yesterday say, why aren't the Republicans stopping this?
[00:16:02.702 --> 00:16:04.403]  The Republicans want this.
[00:16:04.943 --> 00:16:08.204]  The Republicans, Boehner and others, are pushing for immigration.
[00:16:08.224 --> 00:16:12.906]  They're looking for any reason that they can get illegal immigrants legalized.
[00:16:13.106 --> 00:16:14.887]  And we see that in the news today as well.
[00:16:14.927 --> 00:16:24.511]  But before we leave this story, this is Senator John McCain telling Reuters that establishing refugee application programs in Honduras, El Salvador and Guatemala
[00:16:25.031 --> 00:16:31.852]  Where domestic abuse, gang violence, and poverty are rampant, is the key to defusing the growing U.S.
[00:16:32.052 --> 00:16:32.792]  border crisis.
[00:16:33.292 --> 00:16:33.592]  Really?
[00:16:34.093 --> 00:16:41.374]  Why don't we address the root cause of all those things, which is the American War on Drugs.
[00:16:41.834 --> 00:16:44.694]  Or I should say, the American War of Drugs.
[00:16:45.034 --> 00:16:47.315]  Because that's what we have inflicted them with.
[00:16:47.795 --> 00:16:49.635]  That is driving the violence.
[00:16:49.875 --> 00:16:53.496]  That's driving the gangs, just like it drives it here in America.
[00:16:54.116 --> 00:16:59.318]  When you prohibit anything, just like we prohibited alcohol, it didn't stop alcohol abuse.
[00:17:00.339 --> 00:17:08.182]  All it did was concentrate the alcohol and it created a massive black market monopoly for organized crime.
[00:17:08.822 --> 00:17:11.103]  And this has gotten far beyond that.
[00:17:11.263 --> 00:17:13.546]  Because this has gone on now for decades.
[00:17:13.866 --> 00:17:18.071]  They shut that experiment with alcohol prohibition down after a few years.
[00:17:18.171 --> 00:17:25.780]  Now we have gone on for several decades and it has metastasized into a real war throughout Central and South America.
[00:17:26.121 --> 00:17:27.662]  And it's the American government
[00:17:28.243 --> 00:17:28.503]  That is
[00:17:44.386 --> 00:17:49.009]  Talk about all the cocaine that they were bringing in and telling people that they were destroying it.
[00:17:49.109 --> 00:17:50.390]  They found out they weren't destroying it.
[00:17:50.530 --> 00:17:56.033]  Actually, what they were doing was they were using it to create the crack cocaine epidemic in LA.
[00:17:56.353 --> 00:17:58.475]  And that was part of Iran-Contra.
[00:17:59.395 --> 00:18:09.081]  But Pelosi was at the border this weekend and she said that this border breach, the collapse of the border I would say, is a quote, opportunity to serve God's children.
[00:18:09.481 --> 00:18:10.422]  Listen to what she had to say.
[00:18:11.874 --> 00:18:14.817]  The crisis that some call a crisis, we have to view as an opportunity.
[00:18:15.157 --> 00:18:28.809]  If you believe, as we do, that every child, every person, has a spark of divinity in them, and is therefore worthy of respect, what we saw in those holding rooms was a dazzling, sparkling array of God's children who are worthy of respect.
[00:18:28.889 --> 00:18:32.251]  She repeats that phrase, they're worthy of respect, they have a spark of divinity.
[00:18:32.992 --> 00:18:39.379]  If she really believes that children are created in the image of God, then why does she push these abortion mandates?
[00:18:39.419 --> 00:18:41.261]  Why does she push abortion funding?
[00:18:41.661 --> 00:18:43.804]  Why does she allow children to be killed?
[00:18:44.364 --> 00:18:49.250]  Why is she so selective as to which children she gives respect and dignity to?
[00:18:49.930 --> 00:18:58.714]  Certainly, none is shown to any of the children who are flying in at airports or who are stopped on the streets or other transportation hubs by the TSA.
[00:18:59.134 --> 00:19:03.836]  Now, she's not the only one who's talking about how this is not a crisis but an opportunity.
[00:19:04.556 --> 00:19:13.000]  Of course, General Petraeus has said that he believes that this is now, we're after America, we now have North America.
[00:19:13.020 --> 00:19:15.381]  That's what logically follows America, he said.
[00:19:16.738 --> 00:19:20.600]  This is NAFTA being brought into effect.
[00:19:21.140 --> 00:19:25.923]  As Petraeus said, they passed the laws 20 years ago, and now they're making it a fact.
[00:19:26.263 --> 00:19:27.744]  This is their opportunity.
[00:19:28.424 --> 00:19:33.967]  And this kind of global consolidation is not something that just the Democrats are pushing, of course.
[00:19:34.467 --> 00:19:37.509]  We have the GOP leadership pushing it just as hard.
[00:19:37.529 --> 00:19:39.170]  Look at this new House Majority Leader.
[00:19:39.850 --> 00:19:45.375]  Saying that first we have to secure the borders, then we're going to legalize the illegal immigrants.
[00:19:45.956 --> 00:19:48.659]  This is Kevin McCarthy, the guy that just replaced Eric Cantor.
[00:19:48.699 --> 00:19:50.601]  He said, this is an opportunity.
[00:19:50.961 --> 00:19:51.822]  Sounds familiar, doesn't it?
[00:19:52.062 --> 00:19:57.688]  An opportunity to negotiate for the legalization of illegal immigrants, but only after the border is secured.
[00:19:58.388 --> 00:19:58.868]  That's right.
[00:19:59.108 --> 00:20:02.650]  And of course, in Fairfax County, 40% of the kindergartners don't speak English.
[00:20:03.010 --> 00:20:03.950]  The class of 2026.
[00:20:04.070 --> 00:20:06.091]  We'll be right back.
[00:20:06.591 --> 00:20:07.071]  Stay with us.
[00:20:07.131 --> 00:20:09.572]  We've got Alex Jones joining us at the bottom of the hour.
[00:20:10.672 --> 00:20:12.073]  A sudden change in the wind.
[00:20:12.553 --> 00:20:18.475]  The day grows dark as ominous clouds move in and lightning begins to carve arcs in the sky.
[00:20:19.056 --> 00:20:21.696]  And you realize you were not prepared.
[00:20:23.457 --> 00:20:27.221]  The number of intense storms is increasing exponentially in the U.S.
[00:20:27.502 --> 00:20:33.348]  Tornadoes, hurricanes, flooding, and droughts are happening with greater magnitude and frequency.
[00:20:33.568 --> 00:20:37.753]  If you are choosing to rely on the government to save you... And no one's coming to help them.
[00:20:37.913 --> 00:20:39.295]  You could be dead wrong.
[00:20:39.515 --> 00:20:42.358]  The first step towards self-reliance in the face of disaster.
[00:20:42.398 --> 00:20:43.018]  We're good to go.
[00:21:10.598 --> 00:21:16.564]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:21:16.764 --> 00:21:20.947]  Most people know that iodine deficiency has been a crisis around the world.
[00:21:21.328 --> 00:21:25.872]  Iodine is key to so many of the body's functions, especially the thyroid.
[00:21:26.272 --> 00:21:28.895]  I discovered a product being developed by Dr. Group.
[00:21:29.195 --> 00:21:34.379]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[00:21:34.660 --> 00:21:41.506]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare-earth, deep-earth crystals.
[00:21:42.026 --> 00:21:45.789]  And the results that I personally have had have been life-changing.
[00:21:46.170 --> 00:21:50.934]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:21:51.254 --> 00:21:52.115]  This is innovating.
[00:21:52.375 --> 00:21:59.658]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[00:21:59.838 --> 00:22:03.899]  For a limited time, experience the ancient power of Survival Shield X2.
[00:22:04.099 --> 00:22:09.261]  Take advantage of this unprecedented 30% off Super Detox Special at InfoWarsLive.com.
[00:22:10.652 --> 00:22:17.474]  If you're worried about your health, and you're tired of the nasty side effects of harsh drugs or antibiotics, then look no further.
[00:22:17.934 --> 00:22:20.015]  Supernatural Silver is the answer.
[00:22:20.755 --> 00:22:29.897]  Supernatural Silver is a powerful immune system enhancer that can be used every day to help keep you healthy and well, with none of those nasty side effects.
[00:22:30.458 --> 00:22:39.080]  It's extremely safe for use internally as well as topically, and Supernatural Silver is hundreds of times more effective than colloidal or ionic silver.
[00:22:39.500 --> 00:22:44.143]  It is perfect for use in the sinuses, eyes, ears, and on any wound or skin issue.
[00:22:44.523 --> 00:22:54.130]  Supernatural Silver is also extremely effective when taken orally and can help fight off bacteria, viruses, and mold that may be overwhelming your immune system.
[00:22:54.530 --> 00:23:09.180]  Go to SupernaturalSilver.com SupernaturalSilver.com and use the promo code SILVER2014 for 20% off of your entire order and give yourself and your loved ones a fighting chance with Supernatural Silver.
[00:23:09.780 --> 00:23:13.744]  Hey folks, this is Larry Crisp for babyboomerbackupplan.com.
[00:23:13.944 --> 00:23:17.087]  I don't have to tell you, this economy sucks.
[00:23:17.647 --> 00:23:24.734]  Unlike the political elite and Wall Street bankers, you know that debts don't disappear and bailouts have big consequences.
[00:23:25.154 --> 00:23:31.623]  Stock and real estate market bubbles can pop at any moment and evaporate most or all of your retirement savings.
[00:23:31.963 --> 00:23:36.149]  Folks, we're in the weakest economy of our lifetime and it's likely to get much worse.
[00:23:36.469 --> 00:23:42.357]  Virtually zero sectors of the economy are hiring and workforce participation is at record lows.
[00:23:42.797 --> 00:23:49.641]  And I'm here to tell you, this may be the best thing that could happen to you if you move decidedly and develop a backup plan immediately.
[00:23:49.801 --> 00:23:55.465]  Proportionately more millionaires were created during the Great Depression than at any time in history.
[00:23:55.625 --> 00:23:57.506]  And history is about to repeat itself.
[00:23:57.686 --> 00:24:01.869]  Get my free report at babyboomerbackupplan.com or call 888-507-8789.
[00:24:01.929 --> 00:24:02.109]  That's 888-507-8789.
[00:24:19.201 --> 00:24:22.004]  Welcome back to the Alex Jones Show, I'm David Knight, your host today.
[00:24:22.385 --> 00:24:36.862]  We were talking just before the break about how Nancy Pelosi came to the border of Texas and was talking about the dignity of the children, the respect that they're due, how they had the light of God in them, and of course we recognize that everyone has basic
[00:24:37.583 --> 00:24:40.425]  Human rights that need to be defended.
[00:24:40.965 --> 00:24:50.470]  But we also recognize, just as she said she'd like to take all of them home with her and wasn't able to, it's just like when you're in an airplane and they tell you that if there's an emergency the oxygen mask is going to descend.
[00:24:51.090 --> 00:24:56.553]  You need to put that oxygen mask on yourself before you put it on a child that is traveling with you.
[00:24:57.074 --> 00:25:06.299]  If we allow them to collapse the American economy by collapsing the border and bringing in children from all over the world or immigrants from all over the world,
[00:25:07.199 --> 00:25:12.867]  We cannot provide for them any more than she could provide for all these children in her home.
[00:25:12.907 --> 00:25:14.610]  She says she wish she could take all of them home with her.
[00:25:15.367 --> 00:25:18.030]  Obviously there are practical limits as to what we can do.
[00:25:18.170 --> 00:25:24.397]  One of the things that we need to do is remove the conditions that are driving people into this country.
[00:25:24.977 --> 00:25:26.859]  And that is the war on drugs.
[00:25:26.920 --> 00:25:29.462]  That has ravished Central and South America.
[00:25:29.803 --> 00:25:31.525]  It's going to get worse here in America.
[00:25:31.565 --> 00:25:34.227]  It's the basis of the police state that's been going on for a long time.
[00:25:34.528 --> 00:25:37.010]  Now they're pushing that up into a war of terror.
[00:25:37.691 --> 00:25:41.175]  And both of these are being fed by open borders.
[00:25:41.235 --> 00:25:43.057]  That's an excuse for them to come after us.
