[00:00:00.009 --> 00:00:01.051]  Direct from Austin.
[00:02:05.217 --> 00:02:06.158]  But this is what happens.
[00:02:07.118 --> 00:02:14.266]  So 70% of all computers in the world have been compromised by this bug, which is two years old.
[00:02:14.746 --> 00:02:16.128]  But back to video games.
[00:02:16.548 --> 00:02:24.451]  It's been reported that an Iranian Marine was recruited by the CIA to make video games that make players sympathetic to US foreign policy.
[00:02:25.231 --> 00:02:31.033]  Finally, it has also come out that the Feds are posing as online gamers in order to track the habits of players.
[00:02:31.533 --> 00:02:39.936]  They say it's so terrorists can't exchange information in online games, but I think it's the FBI wanting to know just as much about your fantasy life as they do about your real life.
[00:02:40.316 --> 00:02:43.357]  You can find more reports at InfoWars.com.
[00:02:58.795 --> 00:03:02.998]  Aborted babies incinerated to heat the UK hospitals.
[00:03:04.279 --> 00:03:08.243]  Soylent Green, ladies and gentlemen, is made out of people.
[00:03:08.463 --> 00:03:14.688]  But now, children are literally being passed through the furnace in order to fuel hospitals in the UK.
[00:03:14.708 --> 00:03:19.572]  They're being sacrificed on the altar of efficiency and prosperity.
[00:03:20.052 --> 00:03:23.435]  That is the secret of Soylent Green.
[00:03:24.372 --> 00:03:26.755]  The powdered flesh from dead babies.
[00:03:27.235 --> 00:03:29.398]  Some people believe they can cure disease.
[00:03:29.878 --> 00:03:33.983]  Because of its enormous popularity, Soylent Green is in short supply.
[00:03:34.704 --> 00:03:37.447]  Remember, Tuesday is Soylent Green Day.
[00:03:37.708 --> 00:03:40.591]  The supply of Soylent Green has been exhausted.
[00:03:41.312 --> 00:03:42.934]  You must evacuate the area.
[00:03:45.558 --> 00:03:57.429]  The federal court ruled that the shareholders of PepsiCo, big Bilderberg Group company, are not allowed to know what they're using the baby parts for in the flavoring, but we already know.
[00:03:58.089 --> 00:03:59.891]  So enjoy the flavor!
[00:04:00.071 --> 00:04:04.555]  We're going to get the real solution, which is going to be a combination of death panels and sales taxes.
[00:04:04.715 --> 00:04:06.236]  I'm consistently pro-death.
[00:04:06.697 --> 00:04:08.198]  I'm for assisted suicide.
[00:04:08.558 --> 00:04:09.799]  I'm for regular suicide.
[00:04:09.880 --> 00:04:11.481]  I'm for whatever gets the freeway moving.
[00:04:11.621 --> 00:04:15.444]  He is spending a million dollars on that last three months of life for that patient.
[00:04:16.024 --> 00:04:23.069]  Would it be better not to lay off those 10 teachers and to make that trade up in medical costs?
[00:04:23.089 --> 00:04:27.251]  But that's called the death panel, and you're not supposed to have that discussion.
[00:04:27.472 --> 00:04:33.776]  They told me to say that they were sorry, but that you had become unreliable.
[00:04:41.972 --> 00:04:44.214]  Is this the kind of society that you want to live in?
[00:04:44.594 --> 00:04:48.997]  Any kind of society that would do this to its children will do it to its senior citizens.
[00:04:49.497 --> 00:04:51.278]  It will do it to its dissidents.
[00:04:51.999 --> 00:05:00.745]  That kind of society will also eventually turn on its police, on its army, on its prison guards, on the quizlings and the collaborators who make that possible.
[00:05:01.365 --> 00:05:03.867]  This is nothing but a suicide cult.
[00:05:04.447 --> 00:05:05.948]  The scoops are on their way!
[00:05:06.709 --> 00:05:08.070]  The scoops are on their way!
[00:05:09.946 --> 00:05:12.267]  This is Alex Jones for InfoWarsLife.com.
[00:05:12.347 --> 00:05:14.948]  The latest in preparedness is now here.
[00:05:15.168 --> 00:05:21.170]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[00:05:21.330 --> 00:05:26.332]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[00:05:26.412 --> 00:05:31.134]  The new InfoWars Life silver bullet colloidal silver is the answer for you and your family.
[00:05:31.294 --> 00:05:34.115]  And it's entirely free of toxic artificial additives.
[00:05:34.295 --> 00:05:44.484]  The InfoWars Life Silver Bullet Silver is so powerful that it is concentrated into a two ounce bottle and is not recommended for extended continual use.
[00:05:44.725 --> 00:05:46.666]  This is not a low-grade formula.
[00:05:46.866 --> 00:05:53.993]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver.
[00:05:54.193 --> 00:06:00.760]  Using electrical processes within a base of deionized water for your preparedness storage or your home kitchen.
[00:06:00.860 --> 00:06:09.029]  Purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today and find other amazing supplements at InfoWarsLife.com
[00:06:10.157 --> 00:06:18.000]  The globalists have controlled the mainstream media for a long time, but now they're expanding, making the weaponization even more vicious and deceptive.
[00:06:18.280 --> 00:06:20.340]  All the major networks are state-run.
[00:06:20.500 --> 00:06:23.141]  We are partnering this year with the NFL.
[00:06:23.201 --> 00:06:27.303]  The NFL has become a political weapon against the Second Amendment, and pushes Obamacare.
[00:06:27.543 --> 00:06:30.784]  MSNBC tells us that our children belong to the state.
[00:06:30.804 --> 00:06:38.086]  We have to break through our kind of private idea that kids belong to their parents, or kids belong to their families, and recognize that kids belong to whole communities.
[00:06:38.246 --> 00:06:42.369]  It is more important than ever to realize that we are not the alternative media.
[00:06:42.549 --> 00:06:44.270]  We are the true media.
[00:06:44.350 --> 00:06:46.952]  The establishment dinosaur press is dying.
[00:06:47.052 --> 00:06:50.694]  We are in an information war and we are losing that war.
[00:06:50.814 --> 00:06:54.937]  Join us at InfoWarsNews.com and PrisonPlanet.tv.
[00:06:55.157 --> 00:06:58.039]  Members can share their memberships with up to 11 people.
[00:06:58.119 --> 00:07:02.482]  By subscribing, you will literally be buying war bonds in the info war
[00:07:02.782 --> 00:07:05.683]  To expand our operation in the face of the tyrants.
[00:07:05.983 --> 00:07:08.383]  Join us at PrisonPlanet.tv.
[00:07:10.364 --> 00:07:19.366]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:07:19.446 --> 00:07:27.568]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:07:27.828 --> 00:07:32.531]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:07:32.711 --> 00:07:39.416]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:07:39.516 --> 00:07:46.581]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:07:46.681 --> 00:07:53.546]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:07:53.706 --> 00:07:58.069]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:07:58.190 --> 00:08:01.432]  Available in original or with our immune support infusion blend.
[00:08:01.572 --> 00:08:07.717]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:08:07.877 --> 00:08:09.538]  Available at InfoWarsLife.com
[00:08:39.474 --> 00:08:45.557]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:08:45.997 --> 00:08:48.018]  You're listening to Alex Jones.
[00:09:02.544 --> 00:09:05.886]  Ladies and gentlemen, it is already the 17th day
[00:09:08.466 --> 00:09:09.767]  of April 2014.
[00:09:09.807 --> 00:09:14.530]  I am your host, Alex Jones, and we are broadcasting worldwide.
[00:09:14.631 --> 00:09:18.193]  What an amazing broadcast we have lined up for you today.
[00:09:18.694 --> 00:09:23.718]  Look at the global financial meltdown crisis with the stock market and derivatives that's been unfolding.
[00:09:24.078 --> 00:09:31.024]  We're going to have Nomi Prins on in the third hour today, former managing director at Goldman Sachs.
[00:09:31.724 --> 00:09:33.166]  And best-selling author.
[00:09:33.566 --> 00:09:40.773]  She is going to be joining us coming up some in the third hour today.
[00:09:41.073 --> 00:09:49.481]  I do intend to open the phones up for first-time callers to talk about any issue you wish to discuss from the Bundy Ranch situation to the new attacks on the Second Amendment.
[00:09:50.325 --> 00:09:50.585]  to the
[00:10:09.446 --> 00:10:11.808]  NATO troops reportedly being deployed into the area.
[00:10:12.289 --> 00:10:14.031]  A very serious situation on that front.
[00:10:14.371 --> 00:10:16.093]  And then domestically we've got news like this.
[00:10:16.533 --> 00:10:21.198]  GOP fears executive order on biometric guns.
[00:10:22.762 --> 00:10:38.446]  Senator John Cornyn is warning that Obama administration to not issue an executive order requiring that all new guns be made with biometric technology such as a fingerprint recognition or bracelets that the Attorney General said last week they're looking into.
[00:10:38.946 --> 00:10:46.328]  Cornyn raised the issue in a letter to Attorney General Eric Holder who in testimony earlier this month highlighted biometric bracelets and fingerprint identification as a
[00:10:47.128 --> 00:10:51.390]  Safety issue that they are looking at trying to require.
[00:10:52.011 --> 00:11:04.878]  And the great Der Leader, Obama, has said over and over again in the last six years, you know, I can't act outside the Constitution.
[00:11:04.898 --> 00:11:05.798]  I've got to have Congress.
[00:11:06.299 --> 00:11:07.439]  You know, I wish I could act.
[00:11:07.819 --> 00:11:10.441]  And then over the first few years, you know, I kind of need to act.
[00:11:10.481 --> 00:11:11.662]  I sure want to, but can I?
[00:11:12.042 --> 00:11:13.142]  Should I?
[00:11:13.342 --> 00:11:15.864]  I'll act whenever I need to do what's right for this country.
[00:11:18.109 --> 00:11:25.734]  So selling the idea that, come on Obama, you'll give us all the free welfare and all the free health care and all the free chicken in every pot.
[00:11:26.074 --> 00:11:36.221]  You know, if you just took the power and you won't take the power while he's taking the power and becoming the most dictatorial president this country has seen since Lincoln.
[00:11:37.621 --> 00:11:38.102]  Hands down.
[00:11:39.485 --> 00:11:39.925]  Hands down.
[00:11:40.486 --> 00:11:46.731]  FDR did some dictatorial things during World War II, but those were temporary and had a lot of public support.
[00:11:47.292 --> 00:11:57.300]  And I'm not saying public support alone authorizes someone to act dictatorially, but the point is that nothing that I've studied in history is anywhere near what Obama's doing.
[00:11:57.560 --> 00:11:58.461]  And here's the big issue.
[00:11:58.982 --> 00:11:59.842]  It's being done
[00:12:01.365 --> 00:12:21.579]  With very little fanfare until the last two weeks where Republicans like Gohmert and others, Issa and even Boehner, have said we're seeing lawlessness, we're seeing above the law, the President is stonewalling, the Attorney General really should probably be in jail for ignoring all these subpoenas.
[00:12:21.979 --> 00:12:22.880]  Anyone else would.
[00:12:24.081 --> 00:12:27.323]  And so finally people are calling it what it is.
[00:12:28.184 --> 00:12:29.825]  And when you enter into a great tyranny,
[00:12:32.600 --> 00:12:34.981]  You will not be able to defeat it unless you admit it.
[00:12:35.721 --> 00:12:57.186]  It'd be like if you got diagnosed with lung cancer, the most virulent, aggressive, metastasizing form, and they said, you know, you've got a 20% chance to live if we cut it out right now, if it hasn't totally metastasized yet, but you have no chance, 100% death, if you don't cut this out of your lung.
[00:12:59.093 --> 00:13:00.494]  And you're like, oh, that's kind of scary.
[00:13:00.774 --> 00:13:03.076]  I don't want to admit that I've got lung cancer.
[00:13:03.456 --> 00:13:04.317]  That's kind of scary.
[00:13:04.457 --> 00:13:06.399]  I don't want to admit this has happened.
[00:13:07.620 --> 00:13:10.181]  It's like if you break your leg and a bone's sticking out of the side of it.
[00:13:10.762 --> 00:13:11.523]  That's happened to me.
[00:13:12.303 --> 00:13:16.006]  And you're sitting there looking at it and you go, wow, my leg's really broken.
[00:13:16.546 --> 00:13:17.347]  It's really bleeding.
[00:13:18.668 --> 00:13:19.509]  This really hurts.
[00:13:20.609 --> 00:13:22.951]  I didn't say to myself, oh, no, my leg's not broken.
[00:13:23.372 --> 00:13:24.452]  I'm not going to be an extremist.
[00:13:24.653 --> 00:13:26.374]  This is an extreme act that just happened.
[00:13:26.714 --> 00:13:27.635]  No, no, it happened.
[00:13:28.649 --> 00:13:31.431]  It's like you see a car wreck and people flying out of the car dying.
[00:13:31.931 --> 00:13:34.633]  And then you pull over to try to help them and blood's spraying everywhere.
[00:13:35.013 --> 00:13:36.234]  Out of people's necks and stuff.
[00:13:36.434 --> 00:13:37.475]  You know, that just happened.
[00:13:38.675 --> 00:13:39.256]  That was real.
[00:13:41.186 --> 00:13:52.438]  When I was a kid visiting a pool party at my dad's dental office party at his office manager's house, they had the old-fashioned plate glass windows from the 50s, 60s, whatever it was.
[00:13:53.139 --> 00:13:54.761]  And I left my water gun outside.
[00:13:54.781 --> 00:13:55.802]  My dad goes, come on, we're leaving.
[00:13:55.822 --> 00:13:56.923]  He goes, run in and get your water gun.
[00:13:58.225 --> 00:14:01.068]  And they just closed the door and I ran right through it.
[00:14:02.557 --> 00:14:07.422]  Right through it, just slicing down to the bone of my arm and leg, blood spraying all over the walls.
[00:14:07.762 --> 00:14:08.142]  You know what?
[00:14:08.162 --> 00:14:09.143]  That was an extreme event.
[00:14:09.684 --> 00:14:10.104]  It happened.
[00:14:10.765 --> 00:14:13.928]  And they didn't say, oh, son, you're fine.
[00:14:13.988 --> 00:14:15.269]  It's a mere flesh wound.
[00:14:15.289 --> 00:14:16.670]  We don't need to go to the hospital.
[00:14:17.591 --> 00:14:18.552]  No, they put pressure on it.
[00:14:18.592 --> 00:14:19.433]  They got me in the car.
[00:14:19.533 --> 00:14:20.374]  They drove me to the hospital.
[00:14:21.311 --> 00:14:22.372]  They said, do we call an ambulance?
[00:14:22.412 --> 00:14:23.152]  No, that takes more time.
[00:14:23.192 --> 00:14:23.613]  They're slow.
[00:14:23.833 --> 00:14:24.233]  Let's go.
[00:14:24.874 --> 00:14:25.895]  Where's the quickest hospital?
[00:14:25.915 --> 00:14:28.156]  Well, this one's right here, but it's probably not as good right now.
[00:14:28.416 --> 00:14:30.058]  This other one's cleaner, has better staff, generally.
[00:14:30.258 --> 00:14:33.080]  Yes, I do a lot of work there, wiring jaws from car wrecks.
[00:14:33.300 --> 00:14:33.841]  Let's get there.
[00:14:33.861 --> 00:14:34.901]  You know, just, they got it done.
[00:14:34.941 --> 00:14:35.922]  They got me to the hospital.
[00:14:36.543 --> 00:14:39.225]  This country is bleeding out in front of us right now.
[00:14:40.450 --> 00:15:03.388]  And before I get into all this news, I want to say something to Rachel Maddow and Glenn Beck and all the Democratic Party websites and a bunch of Republican Party websites, Breitbart and others that are attacking us, saying there's no Chinese deal with energy companies and that none of it exists when it's in the BLM documents, confusing people and manipulating them on the Bundy Ranch situation.
[00:15:03.648 --> 00:15:04.249]  There's a 129-mile system
[00:15:07.777 --> 00:15:12.378]  of planned power stations and planned cables.
[00:15:13.278 --> 00:15:14.259]  This is CBS News.
[00:15:14.279 --> 00:15:20.000]  You can just pull up, uh, you know, Harry Reid, uh, solar panel plan.
[00:15:20.200 --> 00:15:28.302]  You'll get Reuters, AP, CBS News from 2012, when people were saying it looked corrupt because his son was involved, Rory.
[00:15:29.463 --> 00:15:34.224]  And when people were pointing out, is it right to have China coming in getting government stimulus money,
[00:15:35.339 --> 00:15:40.803]  But Solyndra broke then, so it messed up the deal for that period, just to basically get the money to build it.
[00:15:40.844 --> 00:15:46.428]  It's not even if it works or, you know, is it feasible, like the windmills in Spain that are a total failure.
[00:15:46.708 --> 00:15:50.712]  It's the building of the boondoggle that is the money.
[00:15:51.032 --> 00:15:52.573]  That's what a boondoggle is.
[00:15:53.354 --> 00:15:53.614]  Okay?
[00:15:54.475 --> 00:15:57.677]  So, now you're to believe that didn't even happen.
[00:15:58.198 --> 00:16:02.001]  Because they go, look, this is a hundred miles away where these solar panels are at.
[00:16:03.288 --> 00:16:03.768]  That's right.
[00:16:04.189 --> 00:16:14.036]  And then the cables go right by the Bundy Ranch and they say we have to have this entire corridor as an environmental easement set aside because we're going to build on this.
[00:16:14.356 --> 00:16:16.137]  The Bundy Ranch is the set aside.
[00:16:17.378 --> 00:16:19.239]  Now, that's in the BLM documents.
[00:16:19.660 --> 00:16:23.082]  And these Democratic Party sites, it's a confidence game.
[00:16:24.243 --> 00:16:29.707]  They link to Infowars.com and our article that shows the BLM documents.
[00:16:30.632 --> 00:16:35.096]  That they've since removed off their website, and then even off the Google cache, but everybody saved them.
[00:16:35.856 --> 00:16:37.037]  All of that's going on.
[00:16:37.578 --> 00:16:38.618]  All of that's happening.
[00:16:39.399 --> 00:16:40.700]  All of that is unfolding.
[00:16:42.382 --> 00:16:52.350]  And they're sitting over there, acting like none of it's even going on, and linking to my site like it discredits me going to the proof.
[00:16:52.370 --> 00:16:53.550]  See, they think you're so dumb.
[00:16:56.473 --> 00:16:57.273]  This is a technique.
[00:16:57.394 --> 00:16:58.895]  They think you're so ignorant.
[00:16:59.693 --> 00:17:09.240]  That because they link to it and say it's debunked, that you won't even go read it, you'll just maybe glance at it or see the link and think, oh my gosh, it's debunked.
[00:17:11.041 --> 00:17:27.092]  It was a scandal in 2012, just type in Harry Reid, Nevada Solar Farm, and you will get hundreds, in fact, do it guys, Harry Reid, China Solar.
[00:17:28.393 --> 00:17:33.775]  And then click web, because it's two years old, and you will see hundreds and hundreds of articles.
[00:17:33.975 --> 00:17:34.495]  There's Reuters.
[00:17:34.575 --> 00:17:34.775]  U.S.
[00:17:34.795 --> 00:17:35.675]  Senator Harry Reid.
[00:17:36.155 --> 00:17:36.996]  Scroll back up for me.
[00:17:38.016 --> 00:17:38.836]  Scroll back up for me.
[00:17:39.316 --> 00:17:39.536]  U.S.
[00:17:39.556 --> 00:17:45.978]  Senator Reid, son combined for China's firm's desert plan 2012.
[00:17:49.432 --> 00:17:53.514]  And then there were articles in the Wall Street Journal everywhere saying, is this right?
[00:17:53.894 --> 00:17:54.835]  Is this a scandal?
[00:17:54.975 --> 00:17:58.857]  Because he controls the BLM with his chief of staff, who's the head of it.
[00:17:58.957 --> 00:17:59.677]  That had just happened.
[00:18:00.198 --> 00:18:01.858]  And his son's getting money from this.
[00:18:02.379 --> 00:18:03.519]  And they're all involved.
[00:18:03.599 --> 00:18:07.261]  And they're going to get government stimulus money and government money to build this.
[00:18:07.822 --> 00:18:09.262]  And, you know, is this right?
[00:18:09.322 --> 00:18:10.243]  Well, of course it's wrong.
[00:18:10.463 --> 00:18:13.925]  It's like saying, is it wrong that Congress insider trades three years ago?
[00:18:14.818 --> 00:18:20.242]  And Congress just passed a law saying, retroactively, we make it legal to insider trade now.
[00:18:22.304 --> 00:18:26.126]  There it is, Harry Reid's son representing Chinese solar panel plant, Breitbart.
[00:18:26.967 --> 00:18:29.509]  Harry Reid bolsters son's interest in China firm.
[00:18:30.590 --> 00:18:36.334]  I mean, folks, then Breitbart writes an article saying there's no China, there's no deal, there's no nothing.
[00:18:36.634 --> 00:18:39.516]  Look, the solar thing is 100 miles away from Bundy's ranch.
[00:18:39.976 --> 00:18:41.698]  There's a bunch of solar plans on there.
[00:18:42.651 --> 00:18:52.935]  It runs right by his ranch where the cables are at, and it lists Bundy, Cliven Bundy, by name, and says we've got to get him off, he's the last family we haven't gotten off.
[00:18:53.395 --> 00:18:55.116]  I'm going to repeat that for everybody.
[00:18:55.696 --> 00:18:57.837]  This is how they operate, ladies and gentlemen.
[00:18:58.037 --> 00:18:59.237]  This is what's so frustrating.
[00:18:59.397 --> 00:19:03.499]  There's no drones, there's no NSA surveillance, there's no bullets, there's no tyranny.
[00:19:04.099 --> 00:19:08.621]  We're sick of government lying to us, we're sick of media lying, we're sick
[00:19:09.645 --> 00:19:09.765]  I'm
[00:19:29.957 --> 00:19:30.317]  We're good to go.
[00:19:46.471 --> 00:19:48.892]  We're going to walk up against your guns who threaten to shoot us.
[00:19:49.112 --> 00:19:50.172]  They're incredible heroes.
[00:19:50.432 --> 00:19:59.996]  And all these cowardly neocons that want a seat at the table at the butchering of America want to sit there and act like we're liars, we're cowards, we're bad, or we want violence.
[00:20:00.296 --> 00:20:01.236]  We don't want violence.
[00:20:01.476 --> 00:20:04.197]  But kissing up to the system has gotten us where we're at.
[00:20:04.497 --> 00:20:06.418]  They're coming after us one way or another.
[00:20:06.558 --> 00:20:07.778]  You understand that, cowards?
[00:20:10.287 --> 00:20:11.167]  Clean water at home.
[00:20:11.467 --> 00:20:12.568]  Clean water at the office.
[00:20:12.888 --> 00:20:13.928]  Clean water on the go.
[00:20:14.188 --> 00:20:20.110]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[00:20:20.450 --> 00:20:23.271]  Thousands of satisfied customers can't be wrong.
[00:20:23.591 --> 00:20:27.832]  For free shipping within the US, go to GoBerkey.com or call 877-886-3653.
[00:20:27.892 --> 00:20:28.293]  That's 877-886-3653.
[00:20:28.333 --> 00:20:29.533]  Helping thousands prepare since 2005.
[00:20:29.713 --> 00:20:29.953]  GoBerkey.com.
[00:20:39.844 --> 00:20:40.865]  Hi, this is Ted Anderson.
[00:20:40.945 --> 00:20:45.288]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:20:45.448 --> 00:20:51.072]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:20:51.173 --> 00:20:54.515]  Gold has outperformed paper investments, yet no word about IRAs.
[00:20:54.735 --> 00:20:57.297]  If you would like to have gold for your retirement, call 800-686-2237.
[00:20:57.417 --> 00:21:02.241]  Don't get left behind by rising inflation and low returns.
[00:21:02.381 --> 00:21:02.601]  Call 800-686-2237.
[00:21:02.621 --> 00:21:04.002]  Secure your future and call 1-800-686-2237.
[00:21:09.406 --> 00:21:10.606]  Hello, this is Steve Schenk.
[00:21:10.766 --> 00:21:14.127]  Why do police go undercover, and why do countries send out spies?
[00:21:14.427 --> 00:21:14.767]  Simple.
[00:21:14.987 --> 00:21:19.568]  If you can guess from intelligence what the other guy is doing, you have the battle won before it starts.
[00:21:19.908 --> 00:21:22.709]  Let's see what intelligence we have about your food situation.
[00:21:22.869 --> 00:21:24.670]  We're having the worst disasters ever.
[00:21:24.770 --> 00:21:27.070]  Storms, earthquakes, floods, and terrible drought.
[00:21:27.410 --> 00:21:31.411]  Half our population needs food stamps and other subsidies to afford their food now.
[00:21:31.651 --> 00:21:35.112]  Prices have just hit their all-time high, with more terrible costs coming.
[00:21:35.312 --> 00:21:38.793]  Your food, and now your water, are being sold to other starving countries.
[00:21:39.253 --> 00:21:43.696]  Still, one-third of our corn goes to expensive gas instead of feeding livestock and people.
[00:21:43.996 --> 00:21:47.318]  What few dollars you have, China expects to devalue to uselessness.
[00:21:47.838 --> 00:21:55.883]  If it's possible to get the most of the best food and freeze the availability and cost before it disappears and is unavailable, you don't dare miss the opportunity.
[00:21:56.084 --> 00:21:59.065]  Go to MyFarmInABox.com or call 855-918-3663.
[00:21:59.085 --> 00:22:00.426]  That's MyFarmInABox.com or 855-918-3663.
[00:22:08.792 --> 00:22:14.136]  American gardeners and fellow Patriots, make the right choice with your money, time, and your family food supply.
[00:22:14.256 --> 00:22:19.280]  Choose 100% pure heirloom seeds in the Survival Seed Vault from mypatriotsupply.com.
[00:22:19.461 --> 00:22:20.281]  Why spend more?
[00:22:20.441 --> 00:22:28.188]  The Survival Seed Vault from mypatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:22:28.468 --> 00:22:28.948]  Yes, only $37.95.
[00:22:28.988 --> 00:22:30.569]  That's 70% less than our competitors.
[00:22:32.611 --> 00:22:35.793]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:22:36.013 --> 00:22:42.497]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:22:42.658 --> 00:22:45.279]  Plus, all orders over $49 ship free.
[00:22:45.479 --> 00:22:49.122]  MyPatriotSupply.com is American owned by patriots like you.
[00:22:49.362 --> 00:22:51.103]  Passionate about freedom and preparedness.
[00:22:51.363 --> 00:22:53.724]  Call now, 866-229-0927.
[00:22:54.505 --> 00:22:57.126]  That's 866-229-0927.
[00:22:57.507 --> 00:23:03.250]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:23:03.370 --> 00:23:04.351]  Choose the original.
[00:23:04.471 --> 00:23:08.013]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:23:09.099 --> 00:23:14.443]  Listeners of GCN know governments and identity thieves around the world are illegally spying on our digital data.
[00:23:14.603 --> 00:23:19.886]  This puts you at risk of financial loss or potential targeting because of your political affiliation or spiritual beliefs.
[00:23:20.186 --> 00:23:23.329]  But now there's a new, free and easy way to protect yourself.
[00:23:23.489 --> 00:23:26.291]  Regain your privacy and security now with Unseen.
[00:23:26.551 --> 00:23:32.355]  Unseen is a free digital communication service that offers email, chat, audio and video calling, plus cloud storage.
[00:23:32.515 --> 00:23:39.019]  All secured with unparalleled encryption and is hosted in Iceland, where your data is protected by some of the strongest privacy laws in the world.
[00:23:39.319 --> 00:23:46.781]  For a limited time, GCN listeners get a 20% discount when upgrading to Unseen's premium service, which offers more storage and even greater security.
[00:23:46.841 --> 00:23:53.143]  Plus, get huge discounts when you buy multiple premium accounts, perfect for your family, Bible study, political action group, or business.
[00:23:53.404 --> 00:23:55.284]  This isn't just your average radio ad.
[00:23:55.484 --> 00:23:56.825]  This is a call to action.
[00:23:57.105 --> 00:24:00.686]  You now have the power at your fingertips to stop Big Brother in his tracks.
[00:24:01.906 --> 00:24:02.766]  So why wait?
[00:24:02.906 --> 00:24:05.447]  Go to unseennow.com and take action today.
[00:24:06.007 --> 00:24:07.388]  That's unseennow.com.
[00:24:12.918 --> 00:24:14.218]  Alex Jones here, back live.
[00:24:15.378 --> 00:24:16.259]  I'm right here on GCN.
[00:24:16.279 --> 00:24:30.661]  You know, what the general public is starting to figure out right now, and what the political class is figuring out, is that the globalists have planned a civil war in this country for a long, long time.
[00:24:31.661 --> 00:24:37.362]  And that homeland security is the stake to be driven through this republic's heart by the new world order.
[00:24:38.523 --> 00:24:40.603]  And that that entire apparatus
[00:24:42.273 --> 00:24:51.838]  is basically a guillotine to chop this country's political head off as homeland security and the bureaucracy absorbs what's left of the old republic.
[00:24:52.639 --> 00:24:57.242]  The old republic is being eroded away at a faster and faster pace.
