[00:00:00.049 --> 00:00:01.372]  Direct from Austin.
[00:10:31.598 --> 00:10:35.999]  But I did watch pretty much Obama's entire press conference, 20 minutes of it.
[00:10:37.340 --> 00:10:41.121]  So maybe we'll go through it today or a transcript and cover some of the lies.
[00:10:41.181 --> 00:10:42.441]  But I mean, it was all bull.
[00:10:43.222 --> 00:10:46.102]  So it's really no point at this point.
[00:10:46.122 --> 00:10:52.784]  I mean, should I get up here and prove that 2 plus 2 equals 4, even though they teach it equals whatever he says?
[00:10:54.545 --> 00:10:54.945]  Should I
[00:10:59.605 --> 00:11:03.027]  Go on air and explain to you that raising the debt limit does raise the debt.
[00:11:03.487 --> 00:11:04.187]  He says it doesn't.
[00:11:05.888 --> 00:11:10.410]  Should I get up here and explain that it is in the bill, $5,000 fine for not getting Obamacare?
[00:11:10.430 --> 00:11:12.891]  Even though they deny it's in there.
[00:11:13.291 --> 00:11:16.313]  Should I show you the bill where it has death panels, even though they say it isn't there?
[00:11:16.333 --> 00:11:23.956]  I mean, at a certain point, it really just becomes repetitive to go over their lies.
[00:11:24.036 --> 00:11:25.357]  But we've got to do it, so we will.
[00:11:30.954 --> 00:11:43.285]  I have done a lot of studying, and as listeners, you've done a lot of studying, I know, what our guests have covered here on the radio broadcast over the years.
[00:11:49.450 --> 00:11:54.274]  Guests like Doug Rocky.
[00:11:56.806 --> 00:12:04.310]  Who was the head of the DU program for the Department of Defense after he was the head of it for the Army.
[00:12:04.790 --> 00:12:20.338]  And who wrote the official manual, what was it, 1987, that is still used by the Army and other armed services for the use, containment, cleanup of depleted uranium munitions.
[00:12:21.358 --> 00:12:24.800]  Now, why am I just starting there?
[00:12:26.857 --> 00:12:51.161]  Because to understand what's happening to the troops, and understand it's premeditated on record, when I even start getting into an area like the veterans and the troops, there is an explosion of data in my memory and my mind of publicly available, prima facie, undisputed, absolute, incontrovertible facts.
[00:12:55.166 --> 00:13:16.835]  in thousands of different secret tests that have been declassified that killed tens of thousands of active duty troops from the 30s right through until now and the vaccines and the medical experiments
[00:13:18.402 --> 00:13:27.468]  They do it all in plain view, so of course there's an attitude at most VAs that the veterans are garbage, are scum, and are on welfare.
[00:13:28.749 --> 00:13:44.700]  And we've had countless whistleblowers the last three weeks, with Staff Sergeant Joe Biggs interviewing them on the nightly news, and on the website, Infowars.com, where senior people at the VA, and senior, and nurses, and doctors, and people going public
[00:13:45.902 --> 00:13:50.104]  Where they call them welfare queens and subhuman and hate them.
[00:13:50.444 --> 00:14:00.389]  And there is a minority of people in the VA, mainly veterans, who try to take care of the veterans, even though it's a tough job, and the money's diverted, and the forms are falsified.
[00:14:00.630 --> 00:14:12.996]  I mean, they'll say, it's come out in the news, I told you this a long time ago, but it's in the news this week, that they'll say they've done a surgery to remove a cancer, and they just won't remove it, and won't even do the surgery and let them die.
[00:14:13.971 --> 00:14:23.673]  And by the way, we're not talking about 85-year-old Korea War vets or 89-year-old World War II vets, which I think it's really evil to not give them treatment.
[00:14:24.373 --> 00:14:26.954]  But there's the argument, well, they're old and they can't be helped.
[00:14:26.994 --> 00:14:27.914]  It's just better they die.
[00:14:28.294 --> 00:14:39.797]  We're talking about 25-year-old Marine Corps and Army vets that we now learn one of the biggest suicide reasons is that they literally can't get shrapnel removed.
[00:14:41.638 --> 00:15:03.448]  I mean, folks, it should have told you everything you needed to know when I learned about it in mainstream news a few years ago, that they are ordering the volunteer army, that's not volunteer, in automatic re-up, and the fact that people don't have the money or the health care they need already, they're ordering people who've had their feet blown off.
[00:15:04.602 --> 00:15:06.423]  And hands blown off.
[00:15:07.183 --> 00:15:15.407]  They are slapping robot hands and legs on them that don't even work and are ordering them back into combat.
[00:15:15.947 --> 00:15:18.188]  Nobody's ever done that.
[00:15:20.029 --> 00:15:24.171]  They are using them up like I put 10 gallons of gas in my truck.
[00:15:26.553 --> 00:15:28.694]  But when I put 10 gallons in it, it's going to be burned up.
[00:15:29.114 --> 00:15:29.934]  It's not alive.
[00:15:30.054 --> 00:15:30.734]  It's inanimate.
[00:15:31.455 --> 00:15:32.475]  It creates carbon dioxide.
[00:15:32.495 --> 00:15:33.195]  Plants breathe.
[00:15:33.935 --> 00:15:35.336]  It puts out some other toxic stuff.
[00:15:35.676 --> 00:15:37.316]  But it's not personal.
[00:15:38.057 --> 00:15:42.518]  It'd be one thing if they were using up the troops and they were some alien species and just didn't care about them.
[00:15:43.370 --> 00:15:46.631]  Let's say aliens posing as humans were running things, and they were acting like this.
[00:15:47.311 --> 00:15:53.853]  They would, you know, they've got 7,000 IQs, we're dumb animals to them, and, you know, I eat cows.
[00:15:55.073 --> 00:15:57.574]  It wouldn't be personal, I'd still want to defeat the alien species.
[00:15:58.914 --> 00:16:03.375]  These are our own humans, and they like treating the troops bad.
[00:16:04.335 --> 00:16:04.736]  On record.
[00:16:04.916 --> 00:16:05.956]  They enjoy it.
[00:16:06.738 --> 00:16:07.939]  These people are scum.
[00:16:07.959 --> 00:16:08.980]  Because here's the deal.
[00:16:09.501 --> 00:16:23.975]  If you're doing bad things to innocent people and you don't want to take care of the old or the young or the the infirm and you don't have a natural nurturing thing in you to want to help people, you can just write people off and let them die.
[00:16:26.537 --> 00:16:28.079]  When you're doing things like that,
[00:16:29.611 --> 00:16:34.815]  It's going to hurt you and you're going to feel bad if you've got any soul, any humanity.
[00:16:35.236 --> 00:16:38.719]  But for the people that will do this, they like it, folks.
[00:16:38.799 --> 00:16:40.861]  That's why they excel in this system.
[00:16:41.681 --> 00:16:53.972]  They knew in 1946, and we've read the paper on air with Dr. Rockey, the exact name of the Pentagon Department of Defense memo,
[00:16:56.476 --> 00:16:59.717]  But I think it's radioactive particles and gases as a weapon.
[00:17:03.058 --> 00:17:19.202]  And in the big multi-hundred page paper that was declassified in the 80s, they say we can create DU weapons with our reactor waste and nuclear weapons production waste, atomic weapons production waste at the time, and it'll shoot through basically anything.
[00:17:19.242 --> 00:17:20.342]  The kinetic power is unbelievable.
[00:17:20.802 --> 00:17:22.723]  The problem is it creates
[00:17:26.004 --> 00:17:34.968]  Particles of it that are a death sentence when any mammal comes in contact with them and will massively reduce lifespan and will cause all sorts of degenerative effects.
[00:17:35.268 --> 00:17:40.191]  So, from the 40s until 1990, no one in the world would use DU.
[00:17:42.688 --> 00:17:53.292]  The US military had three places they would let the A-10 Warthog tank killers and pilots test on, and those were areas you didn't send humans into.
[00:17:53.872 --> 00:17:57.194]  Areas they decided to shoot old tanks up with, and...
[00:17:58.334 --> 00:18:00.955]  They had bunker busters tipped with it that were for wartime use.
[00:18:01.575 --> 00:18:04.496]  And they had caches of it deployed all over Eastern Europe.
[00:18:04.796 --> 00:18:15.959]  If the Russians, with 10 to 1 tank superiority, poured in across in a Soviet invasion of Western Europe, they would then, in what would already become a nuclear war, hand out the DU weapons.
[00:18:16.399 --> 00:18:17.600]  And the Russians have them as well.
[00:18:18.100 --> 00:18:19.080]  It's a doomsday weapon.
[00:18:19.820 --> 00:18:22.741]  You're going to go ahead and have a nuclear war, you use it.
[00:18:25.549 --> 00:18:25.869]  Okay?
[00:18:26.690 --> 00:18:27.910]  It's an emergency weapon.
[00:18:28.391 --> 00:18:30.091]  What changed from 1946 to 1990?
[00:18:31.832 --> 00:18:32.313]  What changed in 87?
[00:18:33.133 --> 00:18:50.562]  Rocky's report said, of course we can't use it, because they were looking at using it more, and it's totally deadly, and, you know, he even kind of worked with them and said, well, if you wear decontamination suits and then it's drug off and buried in big pits and everyone's washed off immediately and you, you know, you wear breathers, you know, the risk might not be that, you know, too bad it doesn't go through your skin.
[00:18:52.263 --> 00:18:52.743]  You understand?
[00:18:52.823 --> 00:18:53.764]  But we shouldn't use it.
[00:18:54.653 --> 00:18:56.094]  And they went, you know what, we're gonna use it.
[00:18:59.595 --> 00:19:00.875]  And the Israelis started using it.
[00:19:01.235 --> 00:19:04.136]  They used it in Gaza, and it all blows right back on Israel.
[00:19:04.376 --> 00:19:07.758]  I mean, let's say the Israelis don't think the Gazan Palestinians are humans.
[00:19:10.178 --> 00:19:11.759]  Are you human when it blows back on you?
[00:19:11.799 --> 00:19:16.681]  See, this is the classic thing of where you treat someone like they're not a human, it blows back on you.
[00:19:18.061 --> 00:19:23.003]  It's the archetype of the Germans in World War I were the first to use nerve gas,
[00:19:23.936 --> 00:19:26.718]  Primitive nerve gas, chlorine gas, mustard gas.
[00:19:27.238 --> 00:19:30.780]  They would shoot it across, and then the wind would just turn and blow it right back on them.
[00:19:31.380 --> 00:19:31.901]  Half the time.
[00:19:36.143 --> 00:19:37.904]  I mean, this is madness, ladies and gentlemen.
[00:19:38.324 --> 00:19:40.586]  So you want to talk about, did they know?
[00:19:40.726 --> 00:19:44.948]  Oh, and then I saw Shepard Spitzerstein blowing up at his guests, going, how dare you say Obama's involved?
[00:19:45.128 --> 00:19:46.229]  That's Republican politics.
[00:19:46.589 --> 00:19:47.890]  They're trying to score points on this.
[00:19:49.156 --> 00:19:50.457]  Of course it's political.
[00:19:50.697 --> 00:19:51.798]  That doesn't matter.
[00:19:52.098 --> 00:19:55.820]  It's gotten worse under Obama because it's on purpose and they hate the veterans.
[00:19:56.301 --> 00:20:02.885]  Everybody I talk to, including Democrats, says the VA's much worse the last six years because they hate the troops more than ever.
[00:20:03.145 --> 00:20:05.807]  And that culture of hating troops has now totally taken over.
[00:20:07.065 --> 00:20:08.245]  You know about RVs.
[00:20:08.445 --> 00:20:09.706]  You've heard about bunkers.
[00:20:09.926 --> 00:20:12.467]  But surviving is not recreation.
[00:20:12.667 --> 00:20:15.188]  And man wasn't made to live underground.
[00:20:15.428 --> 00:20:17.449]  Introducing Survivalist Camps.
[00:20:17.589 --> 00:20:26.071]  The ultimate, fully functional, off-the-grid survival bug-out house that's mobile, well-equipped, and custom-built to outlast any other RV or trailer.
[00:20:26.291 --> 00:20:29.092]  Go to survivalistcamps.com to learn more.
[00:20:29.293 --> 00:20:31.493]  That's survivalistcamps.com.
[00:20:31.633 --> 00:20:33.814]  Providing your basic needs to survive.
[00:20:34.214 --> 00:20:35.535]  survivalistcamps.com
[00:20:36.895 --> 00:20:40.057]  Harvest Right is the world's first in-home freeze-dryer.
[00:20:40.257 --> 00:20:43.559]  Freeze-dry your own fruits, vegetables, meats, and full meals.
[00:20:43.900 --> 00:20:51.084]  With Harvest Right, you can prepare foods that last 25 years, preserving its freshness, nutrition, color, and taste.
[00:20:51.505 --> 00:20:53.406]  All your food can be freeze-dried.
[00:20:53.766 --> 00:20:55.407]  So don't throw away your leftovers.
[00:20:55.627 --> 00:20:59.270]  Freeze-dry them with this incredible in-home money-saving freeze-dryer.
[00:20:59.510 --> 00:21:03.552]  Go to HarvestRight.com to see how the Harvest Right freeze-dryer works.
[00:21:03.912 --> 00:21:05.333]  That's HarvestRight.com.
[00:21:06.554 --> 00:21:08.375]  The human body is extraordinary.
[00:21:08.675 --> 00:21:12.656]  Despite all the stresses we inflict upon it, it still works hard to stay in balance.
[00:21:12.876 --> 00:21:17.878]  Thousands upon thousands of people rely upon hardened body extract to help their body stay balanced.
[00:21:18.178 --> 00:21:27.382]  This excellent 100% natural herbal formula helps maintain healthy blood pressure levels, cleans arteries, promotes good circulation, balances cholesterol and more.
[00:21:27.862 --> 00:21:35.424]  HB Extract, paired with healthy lifestyle choices like good nutrition and exercise, can give you a life free of pain, sickness and fear.
[00:21:35.624 --> 00:21:41.385]  Recapture your youthful vitality and experience your body healing itself with the aid of HB Extract.
[00:21:41.665 --> 00:21:44.526]  It's extremely effective and it starts working in just days.
[00:21:44.986 --> 00:21:50.247]  Visit HBExtract.com to learn more and to read scores of testimonials from satisfied customers.
[00:21:50.547 --> 00:21:52.927]  And we've never increased our price in over 10 years.
[00:21:53.267 --> 00:21:56.128]  That makes heart and body extract as great a value now
[00:21:56.428 --> 00:21:59.816]  As it was the first day we sold it, a healthy heart is a happy heart.
[00:22:00.077 --> 00:22:01.260]  Call 866-295-5305 or go to hbextract.com.
[00:22:05.856 --> 00:22:08.418]  Hi folks, Alex Jones here with some important information.
[00:22:08.678 --> 00:22:13.541]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[00:22:13.802 --> 00:22:21.687]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[00:22:21.927 --> 00:22:26.230]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:22:26.450 --> 00:22:30.253]  MyPatriotSupply has never taken a loan or accepted outside funding.
[00:22:30.413 --> 00:22:36.115]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:22:36.355 --> 00:22:39.136]  It is rare to find companies who practice what they preach.
[00:22:39.516 --> 00:22:44.737]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:22:44.897 --> 00:22:53.000]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:22:53.060 --> 00:22:53.260]  That's 866-229-0927.
[00:22:53.340 --> 00:22:53.860]  Do business
[00:23:00.302 --> 00:23:00.804]  We're good to go.
[00:23:05.819 --> 00:23:10.720]  Gentlemen, in search of a million-dollar smile that'll make them take notice, I mean really get their attention?
[00:23:11.100 --> 00:23:12.020]  Then get the mud!
[00:23:12.460 --> 00:23:13.440]  My Magic Mud.
[00:23:13.860 --> 00:23:18.401]  The fluoride-free whitener with no chemicals, additives, GMOs, or bad taste.
[00:23:18.821 --> 00:23:19.781]  And safe to swallow.
[00:23:20.221 --> 00:23:25.822]  My Magic Mud detoxifies, reduces sensitivity, cleans and strengthens your teeth while it whitens.
[00:23:26.223 --> 00:23:28.643]  Comes as a powder for pure whitening power.
[00:23:29.023 --> 00:23:31.043]  Start looking good for that special someone.
[00:23:31.423 --> 00:23:32.464]  Get the mud now.
[00:23:32.824 --> 00:23:34.004]  MyMagicMud.com
[00:23:35.563 --> 00:23:39.764]  That's the sound of your door being kicked in by an intruder with a single kick.
[00:23:39.964 --> 00:23:44.325]  Criminals know that your wooden door frames are weak and your alarm system can't keep them out.
[00:23:46.565 --> 00:23:49.705]  That's the sound of the same door now protected by the Door Sentinel.
[00:23:49.885 --> 00:23:53.126]  Standard locks, deadbolts, and alarm systems can't prevent forced entry.
[00:23:53.306 --> 00:23:55.767]  Harden your door and door jam with a Door Sentinel.
[00:23:55.907 --> 00:23:58.227]  Protect your home now at MySafeDoor.com.
[00:23:58.367 --> 00:24:01.347]  Go to MySafeDoor.com for a special limited time offer.
[00:24:01.527 --> 00:24:04.148]  The Door Sentinel, your home's first line of defense.
[00:24:24.846 --> 00:24:36.630]  I want to quantify something here.
[00:24:36.930 --> 00:24:42.951]  And I'm going to say a lot of really obvious things, but things that I don't think people really focus on.
[00:24:44.152 --> 00:24:48.493]  So often, I hear people saying, man, you're such a pessimist.
[00:24:49.454 --> 00:24:52.136]  You think there's these evil people that run everything and we have no power?
[00:24:52.256 --> 00:24:53.857]  No, that's the opposite of what I'm saying.
[00:24:55.038 --> 00:25:12.650]  There are corrupt special interests and different combines worldwide, and we've identified the main three groups, and substratas and mafias, and they use pretty much the same systems because it's what works the best to control people, and so it's the system that unifies the evil.
[00:25:14.642 --> 00:25:16.443]  Coral reefs all over the world look the same.
[00:25:17.224 --> 00:25:21.647]  They're different species of fish, different species of coral, but they pretty much look the same.
[00:25:21.667 --> 00:25:23.089]  Because that's what works.
[00:25:25.590 --> 00:25:35.398]  And the systems the globalists have developed out of all these cultures and civilizations and empires are pretty similar because it's what works in an authoritarian model.
[00:25:36.439 --> 00:25:37.379]  We go through patterns.
[00:25:37.700 --> 00:25:39.661]  We only live 74 years on average.
[00:25:40.202 --> 00:25:41.062]  Men, women, 76.
[00:25:41.242 --> 00:25:44.145]  It's been that way for thousands of years.
[00:25:45.250 --> 00:25:49.892]  We feel like we're individuals, but we really are in a collective.
[00:25:50.493 --> 00:25:59.437]  But, we are individuals who make individual choices that shapes the collective, not globalists trying to create a false collective that they program and shape.
[00:25:59.817 --> 00:26:08.482]  That's what I'm getting at here is, there is a big globalist, Anglo-American, Dutch, German, New World Order, merged with the Rothschilds mafia.
[00:26:10.513 --> 00:26:14.220]  That is the dominant global force because the West was the best.
[00:26:14.501 --> 00:26:19.710]  The West had the best art, literature, renaissance, and statistically some of the best scientists.
[00:26:21.789 --> 00:26:22.309]  The talent.
[00:26:22.630 --> 00:26:23.470]  There's talent everywhere.
[00:26:23.910 --> 00:26:25.251]  I mean, it's like racers.
[00:26:25.331 --> 00:26:36.238]  I mean, you know, if a top runner in a two-mile race is two seconds faster than the other guy, that's not really much, but it doesn't matter.
[00:26:36.278 --> 00:26:37.379]  He's still the world champion.
[00:26:37.939 --> 00:26:40.581]  Well, the globalists are a couple steps ahead of everybody.
[00:26:42.202 --> 00:26:44.684]  Does that mean the Chinese elite aren't absolutely evil?
[00:26:45.044 --> 00:26:46.225]  No, they're really evil.
[00:26:47.285 --> 00:26:48.766]  Does that mean the Russian elite aren't evil?
[00:26:48.826 --> 00:26:49.367]  No, they're evil.
[00:26:50.970 --> 00:26:53.070]  Because they're cheating to control society.
[00:26:54.331 --> 00:26:57.431]  They're using tricks to be in control that are bad.
[00:26:58.412 --> 00:27:02.192]  Because good people don't want to be in power and don't want to dominate people.
[00:27:02.492 --> 00:27:06.533]  We are then automatically supplanted by the evil ones.
[00:27:07.473 --> 00:27:13.475]  Not because they're better than us, but because we won't stand up against them until it's almost too late.
[00:27:13.735 --> 00:27:14.355]  Then we do.
[00:27:14.455 --> 00:27:15.135]  We defeat them.
[00:27:15.635 --> 00:27:16.815]  A new renaissance happens.
[00:27:16.855 --> 00:27:18.316]  We become decadent in the cycle.
