[00:00:00.129 --> 00:00:01.434]  Direct from Austin.
[00:02:37.677 --> 00:02:42.078]  It's not like he's meeting with the Russian President or the British Prime Minister or something.
[00:02:42.118 --> 00:02:43.078]  It's some state dinner.
[00:02:43.898 --> 00:02:46.699]  So it's for pomp and circumstance or it's a national convention.
[00:02:47.599 --> 00:02:51.600]  No, it's just grand entry everywhere he goes.
[00:02:52.400 --> 00:02:57.001]  They're saying 100,000 per day in Austin was way more than that.
[00:02:57.642 --> 00:03:02.303]  So that's some of the news up on InfoWars.com and PrisonPlanet.com.
[00:03:05.171 --> 00:03:07.912]  Continuing, we're going to get into the situation.
[00:03:08.372 --> 00:03:10.513]  Day 16 of the bombardment of Gaza.
[00:03:10.533 --> 00:03:15.414]  It's upwards of 600 Palestinians dead, more than 40 Israelis dead.
[00:03:15.434 --> 00:03:19.515]  And it goes on to report that Lufthansa, Delta, U.S.
[00:03:19.595 --> 00:03:22.936]  Airways extend flight bans to Israel.
[00:03:23.597 --> 00:03:27.418]  Jihadi cleric calls for Muslim fighters to join fight in Gaza.
[00:03:28.365 --> 00:03:29.226]  No, don't expect that.
[00:03:29.266 --> 00:03:34.731]  They're being funded by the globalists to attack other areas like Iraq.
[00:03:34.751 --> 00:03:35.873]  Okay, not Israel.
[00:03:36.353 --> 00:03:38.755]  IDF troops told to prepare for next stage of op.
[00:03:42.599 --> 00:03:45.422]  So that's some of the news that's coming up on that front.
[00:03:45.502 --> 00:03:48.765]  Up on DrudgeReport.com, there's the headline magazine.
[00:03:49.226 --> 00:03:52.209]  Putin is Russia's bare-chested Reagan.
[00:03:56.021 --> 00:04:02.583]  Meanwhile, Michael Moore says on CNN, you're racist if you own a gun, you're a racist white person who doesn't like black people.
[00:04:02.964 --> 00:04:03.744]  That's his talking point.
[00:04:04.044 --> 00:04:18.669]  He owns nine homes, one of them worth more than $15 million, has six bodyguards full-time, I've seen them armed, they've been arrested armed in illegal areas, and he himself owns arsenals of weapons and owns defense contractor stocks.
[00:04:20.910 --> 00:04:25.092]  And again, nothing wrong with owning nine homes, except you say it's wrong for anybody else to.
[00:04:26.254 --> 00:04:30.658]  The truth is, again, there are more billionaire liberals than there are billionaire conservatives.
[00:04:31.218 --> 00:04:34.861]  But most of them got their money off government contracts and insider deals.
[00:04:35.342 --> 00:04:39.245]  They want to pull the ladder up, like they've got in the hot air balloon.
[00:04:39.265 --> 00:04:43.409]  They've got the wealth, they want to pull the ladder up so nobody else can scurry up it.
[00:04:44.946 --> 00:04:56.010]  That's why they work overtime to destroy the middle class, because any economist will tell you, you get rid of the middle class, you have a permanent giant underclass, a tiny elite, and then the people never recover.
[00:04:56.730 --> 00:04:57.590]  Never recover.
[00:04:58.211 --> 00:04:58.791]  I'll say that again.
[00:04:59.571 --> 00:05:07.734]  Never recover, except at the end of the Dark Ages, the plague knocked out about 40% of the population, including the elite, so we did see a renaissance out of that.
[00:05:09.958 --> 00:05:10.998]  In the near future.
[00:05:11.278 --> 00:05:14.919]  When you realize how fake it all is, the football, the basketball.
[00:05:14.939 --> 00:05:15.460]  Security alert.
[00:05:15.780 --> 00:05:16.800]  Security alert.
[00:05:17.020 --> 00:05:18.740]  This is Homeland Security.
[00:05:19.021 --> 00:05:19.641]  Analysis.
[00:05:19.881 --> 00:05:20.541]  InfoWars.
[00:05:20.621 --> 00:05:22.702]  Building independent media operations.
[00:05:22.722 --> 00:05:27.563]  But the worst people get controlled and tell us that we are the ones responsible.
[00:05:27.603 --> 00:05:28.503]  Prime Directive.
[00:05:28.643 --> 00:05:30.104]  Discredit Alex Jones.
[00:05:30.184 --> 00:05:32.964]  Jones is the wildly popular conspiracy theorist.
[00:05:33.024 --> 00:05:36.105]  A popular conspiracy theory talk show called InfoWars.
[00:05:36.265 --> 00:05:38.446]  Alex Jones is now in an Austin jail.
[00:05:38.746 --> 00:05:40.067]  These people are assaulting us.
[00:05:40.107 --> 00:05:42.369]  Targeting of patriots engaged.
[00:05:42.949 --> 00:05:44.630]  They are never going to stop.
[00:05:44.870 --> 00:05:48.793]  They're never going to deviate from their program until we stop them.
[00:05:48.913 --> 00:05:52.095]  Block free iPhone app at InfoWars.com.
[00:05:52.515 --> 00:05:55.197]  Block free podcast and video feed.
[00:05:55.878 --> 00:05:56.618]  Imperative.
[00:05:56.878 --> 00:05:58.800]  Destroy Britain's TV.
[00:05:58.820 --> 00:06:03.303]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[00:06:03.443 --> 00:06:04.944]  Intellectually, it's begun.
[00:06:04.964 --> 00:06:05.725]  You can feel it.
[00:06:08.453 --> 00:06:11.375]  This is Alex Jones for InfoWarsLife.com.
[00:06:11.536 --> 00:06:13.437]  The latest in preparedness is now here.
[00:06:13.677 --> 00:06:19.642]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[00:06:19.842 --> 00:06:24.847]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[00:06:24.927 --> 00:06:29.670]  The new InfoWars Life silver bullet colloidal silver is the answer for you and your family.
[00:06:29.811 --> 00:06:32.633]  And it's entirely free of toxic artificial additives.
[00:06:32.793 --> 00:06:43.002]  The Infowars LifeSilver Bullet Silver is so powerful that it is concentrated into a two ounce bottle and is not recommended for extended continual use.
[00:06:43.223 --> 00:06:45.164]  This is not a low-grade formula.
[00:06:45.364 --> 00:06:52.511]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver.
[00:06:52.691 --> 00:06:56.455]  Using electrical processes within a base of deionized water.
[00:06:56.535 --> 00:06:58.097]  For your preparedness storage.
[00:06:58.257 --> 00:06:59.259]  For your home kitchen.
[00:06:59.359 --> 00:07:04.004]  Purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today.
[00:07:04.204 --> 00:07:07.528]  And find other amazing supplements at InfoWarsLife.com
[00:07:08.829 --> 00:07:11.392]  Alex Jones here for InfoWars.com.
[00:07:11.612 --> 00:07:16.498]  In the month of July, we have got giant specials on everything at Madein1776.com.
[00:07:16.578 --> 00:07:18.861]  The already discounted Made in 1776 t-shirts are only $17.76.
[00:07:23.626 --> 00:07:23.946]  We're good to
[00:07:43.959 --> 00:07:51.244]  Five months free right now when you get a membership at PrisonPlanet.tv for a limited time, only $39.95 a year.
[00:07:51.524 --> 00:07:55.047]  That's more than five months free off the regular price.
[00:07:55.407 --> 00:08:01.651]  Not just this July 4th weekend, but the entire month of July at MadeIn1776.com.
[00:08:02.031 --> 00:08:07.095]  Molon Labe, you can take my gun from my cold, dead hands.
[00:08:24.425 --> 00:08:25.165]  Big Brother.
[00:08:25.565 --> 00:08:26.826]  Mainstream media.
[00:08:27.446 --> 00:08:28.567]  Government cover-ups.
[00:08:29.067 --> 00:08:30.048]  You want answers?
[00:08:30.648 --> 00:08:31.809]  Well, so does he.
[00:08:32.249 --> 00:08:35.871]  It's Alex Jones on the GCN Radio Network.
[00:08:40.973 --> 00:08:43.934]  It is the 23rd day of July.
[00:09:07.754 --> 00:09:09.736]  Already seven plus months into 2014.
[00:09:10.917 --> 00:09:15.301]  Hard to believe.
[00:09:18.523 --> 00:09:20.725]  And we're live on this Wednesday edition.
[00:09:21.426 --> 00:09:24.148]  Thank you so much for joining us today.
[00:09:25.209 --> 00:09:27.711]  We're going to have open phones throughout the broadcast.
[00:09:28.312 --> 00:09:34.037]  We have the head of global research joining us for 30 minutes, Professor Michael Jasadowsky.
[00:09:35.438 --> 00:09:40.460]  To break down the geopolitical ramifications of what's happening in Ukraine but also Gaza.
[00:09:42.021 --> 00:09:51.265]  We're going to be again taking calls in the first hour, in the first part of the second hour and the third hour today on the entire waterfront.
[00:09:52.546 --> 00:09:58.909]  Gun buyers scooping up AK-47 rifles after new sanctions ban their importation.
[00:10:01.192 --> 00:10:04.833]  ISIS tells shopkeepers mannequins must wear veils.
[00:10:05.214 --> 00:10:08.275]  Chinese city sealed off after bubonic plague death.
[00:10:09.675 --> 00:10:15.277]  We've got a whole bunch of bubonic plague cases in the United States and it barely even makes the news.
[00:10:15.297 --> 00:10:18.518]  Because that's politically incorrect to talk about what's coming over the border.
[00:10:21.459 --> 00:10:24.240]  Gotta love how the White House has a big giant fence up around it.
[00:10:26.501 --> 00:10:27.402]  Gotta love how
[00:10:28.749 --> 00:10:33.293]  Gotta show your ID to buy a six-pack of beer, but not to vote in this country.
[00:10:34.154 --> 00:10:42.962]  Gotta love how the TSA wants to grope your wife's breasts and genitals and grab your rear end and inspect your baby's diaper.
[00:10:44.103 --> 00:10:45.764]  But the border is wide open.
[00:10:47.145 --> 00:10:49.848]  Big scandal up on the Washington, Canada border yesterday.
[00:10:51.325 --> 00:10:58.666]  When a border agent of some type, the news reported, put a gun to some Boy Scouts heads for taking photos.
[00:11:01.387 --> 00:11:06.568]  But the Border Patrol runs under orders when they're shot at by Mexican military and others.
[00:11:08.628 --> 00:11:18.710]  So we have a government that goes around picking on the little guys and people that they know aren't criminals because it's not scary to pull over a housewife and write her a half a dozen tickets.
[00:11:20.356 --> 00:11:36.946]  Or an asset forfeiture seizure, some insurance agent's car, because they had $3,000 in their purse, and while you took the money and had it tested and found drugs on one of the bills, knowing full well that out of 10 or 15 bills, most of them will have drugs on them.
[00:11:39.828 --> 00:11:42.590]  This is the supposed land of the free, home of the brave.
[00:11:44.130 --> 00:11:59.441]  Meanwhile, we do have the former head of the Border Patrol Union, the deputy current head of the Border Patrol Union, the former deputy head of the Border Patrol itself, and countless other senior agents who follow a constitutional duty.
[00:11:59.461 --> 00:12:09.589]  In the last six, seven years, they've been directed to run checkpoints deep inside the United States that are unconstitutional.
[00:12:09.609 --> 00:12:12.291]  I've gotten a lot of heat for it, including from this talk show host.
[00:12:15.080 --> 00:12:22.742]  But they are under attack being ordered to stand down the last four months on record to permanently break the border and the national sovereignty of this country.
[00:12:23.223 --> 00:12:36.247]  And over a hundred million green cards are in the new Senate bill that their bipartisan system is trying to pass that would bring in the populations of three major Latin American countries.
[00:12:36.687 --> 00:12:39.888]  Guatemala, Nicaragua, and El Salvador.
[00:12:42.912 --> 00:12:46.855]  This is an epic level globalist plan to crush the United States.
[00:12:47.275 --> 00:12:48.717]  How could the United States fall?
[00:12:49.577 --> 00:12:55.862]  Bring in a hundred million, not thirty million, but a hundred million in the next four or five years.
[00:12:57.023 --> 00:12:58.604]  Thirty million a year, ladies and gentlemen.
[00:12:59.285 --> 00:13:00.105]  Or more.
[00:13:00.426 --> 00:13:02.447]  Twenty-five to forty million, depending on how you look at the numbers.
[00:13:02.888 --> 00:13:08.752]  Pouring in, fully collapsing everything, and the controlled media will say, no one knew how it happened.
[00:13:09.593 --> 00:13:10.954]  Even if Obama gets in trouble.
[00:13:12.571 --> 00:13:15.251]  He'll just give himself a pardon in two years.
[00:13:16.652 --> 00:13:32.994]  And the Republican leadership is still playing dumb, other than Rand Paul, Ted Cruz, Ron Paul, Louie Gohmert, Walter Jones, there's a few others.
[00:13:34.815 --> 00:13:36.895]  Sarah Palander, a credit, says this is deliberate.
[00:13:38.255 --> 00:13:41.576]  And none of these people are perfect, I'm not perfect, but this is make it
[00:13:42.392 --> 00:13:43.232]  Or break it, time.
[00:13:46.193 --> 00:13:48.154]  Gaza, Israel goes in there every two years.
[00:13:48.214 --> 00:13:48.914]  It's a tragedy.
[00:13:49.434 --> 00:13:50.634]  It's tribal warfare.
[00:13:51.395 --> 00:13:52.375]  Take a side at your peril.
[00:13:54.055 --> 00:14:01.837]  The Russia situation is a super aggressive Western move to destabilize the entire region.
[00:14:02.258 --> 00:14:07.279]  And I would be for it if it was the Soviet Union we were fighting, bringing freedom to Ukraine and other areas.
[00:14:09.318 --> 00:14:12.920]  Liberating Eastern Germany, liberating Poland, that is not what's happening.
[00:14:13.841 --> 00:14:17.023]  George Soros admits he's behind it with the State Department.
[00:14:17.043 --> 00:14:19.284]  Just type in, George Soros says he's behind Ukraine.
[00:14:19.524 --> 00:14:20.605]  He told the New York Times that.
[00:14:20.985 --> 00:14:22.446]  He bragged last month.
[00:14:23.847 --> 00:14:37.776]  And they're trying to bring Heather has two mommies, Daddy's boyfriend, turn in your guns, men are bad, socialism is good, forced inoculation is good,
[00:14:38.755 --> 00:14:41.858]  We'll be looted by the IMF and World Bank and be debt slaves.
[00:14:43.380 --> 00:14:45.442]  It's the globalists that are the big infection.
[00:14:45.903 --> 00:14:48.426]  They are what is racing through the body politic.
[00:14:51.189 --> 00:14:52.951]  And Ukraine is the big enchilada.
[00:14:54.377 --> 00:15:20.601]  But the next shoe to drop is the Pacific pivot, the Asian pivot, with China saying they may invade and take islands not just of Japan that are disputed off the coast of Hong Kong and Taiwan, there's a whole bunch of them that they're disputing, but major islands that the Japanese took from them during World War II or in the lead up to World War II that are now part of the Philippines.
[00:15:22.150 --> 00:15:26.911]  They've said a few months ago they will nuke anyone that gets in the way of when they decide to take those islands.
[00:15:27.291 --> 00:15:35.913]  And folks, China has already been taking land from Vietnam and has already had military skirmishes with them.
[00:15:35.933 --> 00:15:39.094]  So you need to understand, this is serious.
[00:15:42.154 --> 00:15:48.616]  And our politicians are busy trying to militarize every law enforcement agency out there.
[00:15:50.103 --> 00:16:04.916]  into paramilitaries to take on, in order of importance to them, returning veterans, veterans, gun owners, libertarians, constitutionalists, conservatives, land rights activists.
[00:16:10.976 --> 00:16:17.838]  And then they have a token to go after the left, traditional leftist system is to go after GMO and things, which I actually agree with.
[00:16:18.338 --> 00:16:37.825]  I don't agree with burning down their facilities, I agree with burning down their lives in the Infowar and exposing that I'd be all for GMO if they knew what they were doing, or if they weren't engaged in piggybacking or Trojan horsing traits into the food that reduce fertility and increase cancer on record.
[00:16:38.305 --> 00:16:38.645]  By the way,
[00:16:39.841 --> 00:16:47.466]  They still have mainstream news articles the last few weeks saying Alex Jones is nuts, tinfoil hat, he believes the NSA is spying on everything.
[00:16:50.228 --> 00:16:55.591]  It's on record that everything is scooped up illegally and dumped into giant vats.
[00:16:56.172 --> 00:17:06.739]  Major corporations get it and share it, the governments get it and share it, and it makes our country unsafe, not safe, and gives strategic elites access
[00:17:12.483 --> 00:17:14.885]  So we'll open the phones up for this question.
[00:17:42.389 --> 00:17:44.549]  What do you think the most important issue is?
[00:17:45.310 --> 00:17:50.371]  The monetary crisis that has been designed to implode world currencies and bring in world government?
[00:17:51.791 --> 00:17:54.711]  Is the collapse itself the big story or how they engineered it?
[00:17:54.971 --> 00:17:55.952]  Or do those just go together?
[00:17:56.632 --> 00:18:07.294]  Is it the build-up by Western governments for nuclear war and preparations for it and news articles saying nuclear war is survivable and selling it like it might be the new fun adventure park to visit?
[00:18:08.450 --> 00:18:09.310]  Is it nuclear war?
[00:18:10.191 --> 00:18:11.251]  Is it the Crimea?
[00:18:11.731 --> 00:18:12.631]  Is it Israel?
[00:18:13.111 --> 00:18:20.994]  Is it ISIS being turned loose, and IS as they call themselves, from Africa to Central Asia to destabilize the world?
[00:18:21.574 --> 00:18:24.295]  Is it the wide open border and the collapse of the United States?
[00:18:25.075 --> 00:18:31.417]  Currently, in our face, the shoe that's dropped, the balloon that's gone up, the train that left the station,
[00:18:32.998 --> 00:18:36.020]  I would say is the open border, because this has now been triggered.
[00:18:36.800 --> 00:18:38.622]  It's not hundreds of thousands a month, folks.
[00:18:39.062 --> 00:18:44.305]  It's 300-400,000 a month is my estimates and my Border Patrol estimates and my ICE estimates.
[00:18:45.126 --> 00:18:48.948]  It's around 100,000 kids a month, but we're talking another 100-200,000 adults.
[00:18:50.109 --> 00:18:56.292]  At one Border Patrol station, four months ago before they were ordered to stand down in Texas, they were grabbing upwards of 50,000 a month.
[00:18:56.813 --> 00:18:59.294]  That was in the news.
[00:18:59.314 --> 00:19:01.796]  300-something thousand in the year before.
[00:19:03.370 --> 00:19:04.031]  You understand that?
[00:19:05.394 --> 00:19:06.075]  You understand that?
[00:19:07.678 --> 00:19:14.169]  And there's at least 100,000 illegal immigrant gang members now in the state of Texas alone, according to the DPS intelligence.
[00:19:15.083 --> 00:19:16.524]  Which, I concur with those numbers.
[00:19:17.264 --> 00:19:22.967]  So, listen, all I know is, some cop pulls me over, runs my license and wants to search my vehicle.
[00:19:23.248 --> 00:19:24.348]  I'm gonna give him a dressing down.
[00:19:24.388 --> 00:19:28.891]  I'm gonna say, listen, I know you've been told to do this, but you need to be out there worried about our collapsing border.
[00:19:29.751 --> 00:19:32.533]  You know I don't have any record, and do I look like I'm on drugs?
[00:19:32.873 --> 00:19:34.754]  Leave me alone and stop trying to violate my Fourth Amendment.
[00:19:36.246 --> 00:19:37.327]  What's your problem, buddy?
[00:19:37.567 --> 00:19:42.689]  My problem is our country's burning down and the TSA is checking people's diapers!
[00:19:43.309 --> 00:19:47.551]  I don't care if it's an 80-year-old man with a colostomy bag who's having colon surgery.
[00:19:48.452 --> 00:19:49.872]  I don't care if it's a one-year-old baby.
[00:19:50.032 --> 00:19:51.653]  I'm fed up and I'm done.
[00:19:51.673 --> 00:19:54.474]  This is the end of the country.
[00:19:56.435 --> 00:19:57.416]  That brought it into perspective.
[00:19:57.436 --> 00:19:58.716]  I was thinking, what is the big crisis?
[00:19:58.776 --> 00:19:59.237]  It's the border.
[00:20:00.097 --> 00:20:01.918]  It's the front and center border.
[00:20:02.978 --> 00:20:04.339]  It's the front and center issue.
[00:20:04.639 --> 00:20:06.661]  We're going to open the phones up to see what you think coming up.
[00:20:08.662 --> 00:20:13.986]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:20:14.106 --> 00:20:19.169]  Choose 100% pure heirloom seeds in the Survival Seed Vault from mypatriotsupply.com.
[00:20:19.309 --> 00:20:20.150]  Why spend more?
[00:20:20.290 --> 00:20:28.055]  The Survival Seed Vault from mypatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:20:28.335 --> 00:20:28.816]  Yes, only $37.95.
[00:20:28.876 --> 00:20:30.437]  That's 70% less than our competitors.
[00:20:32.478 --> 00:20:35.640]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:20:35.880 --> 00:20:42.343]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:20:42.523 --> 00:20:45.144]  Plus, all orders over $49 ship free.
[00:20:45.344 --> 00:20:48.986]  MyPatriotSupply.com is American owned by patriots like you.
[00:20:49.226 --> 00:20:50.987]  Passionate about freedom and preparedness.
[00:20:51.227 --> 00:20:53.588]  Call now 866-229-0927.
[00:20:54.368 --> 00:20:56.989]  That's 866-229-0927.
[00:20:57.369 --> 00:21:03.091]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:21:03.231 --> 00:21:04.212]  Choose the original.
[00:21:04.332 --> 00:21:07.433]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:21:08.653 --> 00:21:11.216]  Alex Jones here for InfoWars.com.
[00:21:11.436 --> 00:21:16.062]  In the month of July, we have got giant specials on everything at Madein1776.com.
[00:21:16.082 --> 00:21:18.324]  The already discounted Made in 1776 t-shirts are only $17.76.
[00:21:23.490 --> 00:21:27.894]  We have the new belt buckles that in only two weeks of sale are very close to selling out.
[00:21:27.934 --> 00:21:29.676]  There's only 500 of each.
[00:21:29.916 --> 00:21:34.020]  We're talking about Made in America belt buckles in nickel brass.
[00:21:34.100 --> 00:21:36.182]  This is more than a summer blowout special.
[00:21:36.362 --> 00:21:39.265]  This is a new declaration of independence.
[00:21:39.465 --> 00:21:50.873]  But to expand the info orb, we're offering the equivalent of more than five months free right now when you get a membership at PrisonPlanet.tv for a limited time, only $39.95 a year.
[00:21:51.153 --> 00:21:54.676]  That's more than five months free off the regular price.
[00:21:55.016 --> 00:22:01.241]  Not just this July 4th weekend, but the entire month of July at MadeIn1776.com.
[00:22:01.621 --> 00:22:06.665]  Molon Labe, you can take my gun from my cold, dead hands.
[00:22:08.072 --> 00:22:08.472]  Question.
[00:22:08.832 --> 00:22:13.074]  Could too many GMO foods and toxins be overloading your digestive and immune systems?
[00:22:13.615 --> 00:22:14.455]  Answer, yes.
[00:22:14.875 --> 00:22:20.658]  If you're searching for a powerful detox that's gentle enough to use every day, use Pro-EM-1 from Teriganics.
[00:22:21.118 --> 00:22:28.362]  Pro-EM-1 is a powerful liquid probiotic that uses good bacteria to suppress pathogens and gently eliminate toxins from your body.
[00:22:28.702 --> 00:22:36.726]  A healthy digestive system will cleanse and remove toxins, support weight loss, improve absorption of food nutrients, and aid in controlling yeast and other infections.
[00:22:37.046 --> 00:22:44.711]  Pro-EM-1 is made with only non-GMO and certified organic ingredients, has no preservatives, and is dairy, soy, wheat, and gluten-free.
[00:22:44.971 --> 00:22:47.353]  Pro-EM-1 is the key to your digestive health.
[00:22:47.713 --> 00:22:55.758]  Order Pro-EM-1 Daily Probiotic Cleanse at Terragonics.com, spelled T-E-R-A-G-A-N-I-X dot com, or call toll-free 866-369-3678.
[00:22:55.898 --> 00:22:56.178]  That's 866-369-3678.
[00:22:56.198 --> 00:22:57.459]  Also available through Amazon Prime.
[00:22:57.559 --> 00:22:58.460]  Pro-EM-1 from Terragonics.
[00:22:58.660 --> 00:22:59.621]  Life's getting better.
[00:23:08.107 --> 00:23:11.308]  How can you save a ton of money and prepare for emergencies?
[00:23:11.708 --> 00:23:14.609]  By having your own in-home freeze dryer from Harvest Rite.
[00:23:14.929 --> 00:23:18.570]  Now you can cut down on wasted food by freeze drying your leftovers.
[00:23:18.930 --> 00:23:19.490]  That's right!
[00:23:19.650 --> 00:23:27.753]  Create your own long-term food storage by freeze drying your own fruits, meats, vegetables, even complete meals with the Harvest Rite in-home freeze dryer.
[00:23:28.153 --> 00:23:30.533]  Imagine the savings and the peace of mind!
[00:23:30.894 --> 00:23:35.435]  See how the amazing Harvest Rite freeze dryer works at HarvestRite.com
[00:23:37.111 --> 00:23:38.151]  Hi, this is Ted Anderson.
[00:23:38.231 --> 00:23:42.552]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:23:42.712 --> 00:23:48.333]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:23:48.433 --> 00:23:50.533]  Gold has outperformed paper investments yet.
[00:23:50.593 --> 00:23:51.774]  No word about IRAs.
[00:23:52.014 --> 00:23:54.574]  If you would like to have gold for your retirement, call 800-686-2237.
[00:23:54.674 --> 00:23:59.495]  Don't get left behind by rising inflation and low returns.
[00:23:59.635 --> 00:23:59.875]  Call 800-686-2237.
[00:23:59.915 --> 00:24:01.255]  Secure your future and call 1-800-686-2237.
[00:24:17.788 --> 00:24:19.670]  Oh, the humiliation!
[00:24:20.451 --> 00:24:28.880]  Secretary of State John Kerry had to go through a metal detector screening before meeting with Egyptian President.
[00:24:29.822 --> 00:24:31.163]  They didn't trust him.
[00:24:31.744 --> 00:24:36.750]  Well, I know why the Egyptian President didn't trust him, who's backed by the military junta.
[00:24:37.941 --> 00:24:45.083]  It's because Kerry double-crossed them four years ago and basically had the 31-year U.S.
[00:24:45.723 --> 00:24:50.505]  ally and stabilizer in the region, Hosni Mubarak, overthrown.
[00:24:50.525 --> 00:25:02.508]  They put the Muslim Brotherhood in, who then brought Al-Qaeda in, and they began blowing up military bases and shooting down helicopters and crucifying Christians at the presidential mansion.
[00:25:03.729 --> 00:25:05.149]  This was on the foreign news.
[00:25:05.629 --> 00:25:07.410]  Christians upside-down burning.
[00:25:08.716 --> 00:25:26.030]  100 plus churches blown up in one day until 20 million Christians and Muslims hit the streets, many times bigger than the Muslim Brotherhood had done a year before, and they overthrew the Islamic State government and put the military in.
[00:25:28.632 --> 00:25:34.077]  And so now, they won't be in a room with Kerry, and I understand why.
[00:25:36.018 --> 00:25:38.240]  Just like they overthrew Libya and put Al-Qaeda in.
[00:25:38.601 --> 00:25:41.043]  Just like they're trying to overthrow Syria to put Al-Qaeda in.
[00:25:41.383 --> 00:25:44.767]  Just like they tried to overthrow Iraq to put Al-Qaeda in.
[00:25:45.687 --> 00:25:51.233]  And they've now basically done it within the new Islamic State area that we predicted would be part of Syria, part of Iraq.
[00:25:51.553 --> 00:25:53.455]  That was always the plan to break the country up.
[00:25:56.037 --> 00:25:57.279]  And again, I bring that up because
[00:25:59.341 --> 00:26:03.242]  Our government won't bomb ISIS when they're on big convoys that can be taken out.
[00:26:03.682 --> 00:26:05.042]  Of course they would never bomb them.
[00:26:05.342 --> 00:26:07.663]  And said, well, it's Maliki's fault as Prime Minister.
[00:26:08.163 --> 00:26:11.303]  He hasn't been nice enough to the jihadis.
[00:26:14.264 --> 00:26:17.745]  And then some of the neocons go, well, we're just having all the Arabs kill each other.
[00:26:19.565 --> 00:26:21.445]  Like that's some type of moral policy.
[00:26:21.886 --> 00:26:23.926]  Yeah, even if you wanted the Arabs all kill themselves,
[00:26:25.563 --> 00:26:28.127]  Neocons and Neolibs, we know what it's really about.
