[00:00:12.318 --> 00:00:16.479]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:06:55.961 --> 00:07:02.243]  Go to infowarsstore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[00:07:02.383 --> 00:07:04.844]  Or call 1-888-253-3139.
[00:07:06.164 --> 00:07:07.184]  The experts are clear.
[00:07:07.504 --> 00:07:14.446]  Sunlight, purified water, healthy non-GMO food, and having a good attitude is essential to a healthy immune system.
[00:07:14.606 --> 00:07:20.867]  But I go further with Super Nascent Iodine X2 from Infowarslive.com.
[00:07:20.887 --> 00:07:24.468]  50% stronger than our original and revolutionary Nascent Iodine formula.
[00:07:24.608 --> 00:07:28.509]  Coming from a deep earth crystal source that no other supplier has.
[00:07:28.830 --> 00:07:33.852]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[00:07:34.132 --> 00:07:35.032]  Not our iodine.
[00:07:35.152 --> 00:07:38.733]  It comes from over 200 million year old crystal salt deposits.
[00:07:38.953 --> 00:07:41.294]  And is tested and proven to be completely pure.
[00:07:41.494 --> 00:07:43.355]  Visit Infowarslife.com today.
[00:07:43.535 --> 00:07:44.896]  See the informational videos.
[00:07:45.116 --> 00:07:46.936]  Read the information there compiled.
[00:07:47.076 --> 00:07:50.978]  And for a limited time, will you use promo code NOW at checkout.
[00:07:51.118 --> 00:07:56.043]  You get an additional 5% off the entire family of InfoWarsLife.com products.
[00:07:56.423 --> 00:08:01.868]  Secure your Survival Shield X2 today at InfoWarsLife.com or call toll free 888-253-3139.
[00:08:17.546 --> 00:08:20.548]  Crashing through the lies and disinformation.
[00:08:21.129 --> 00:08:25.292]  It's Alex Jones on the GCN Radio Network.
[00:08:31.442 --> 00:08:32.883]  Welcome back to the Alex Jones Show.
[00:08:32.943 --> 00:08:36.666]  I'm David Knight in Austin, joined by Paul Joseph Watson in the UK.
[00:08:37.327 --> 00:08:43.211]  Of course, last night was the amnesty speech that Obama gave, giving people permission to stay.
[00:08:43.231 --> 00:08:48.375]  Not necessarily making them citizens, but basically giving them the right to stay as long as they wish.
[00:08:48.395 --> 00:08:50.837]  And we've seen how this works out in many cases.
[00:08:50.877 --> 00:08:51.258]  We've had
[00:08:51.978 --> 00:08:56.499]  A measure in Illinois to allow people who aren't citizens to vote.
[00:08:57.239 --> 00:09:05.662]  We know that with the deferred action that was done for children, the DACA program, he allowed people up to the age of 31 to stay.
[00:09:05.702 --> 00:09:15.184]  And not only that, but to get free education benefits, to go to universities with an in-state tuition, in many cases a full ride.
[00:09:15.284 --> 00:09:17.044]  I mean, we're the ones who are paying for this.
[00:09:17.124 --> 00:09:19.025]  I look at one of the immigration groups.
[00:09:20.217 --> 00:09:24.899]  Casa, they say, was a major immigrant rights group that was based in Maryland and Virginia.
[00:09:25.399 --> 00:09:29.880]  They were planning three screening parties last night to watch this announcement.
[00:09:30.360 --> 00:09:37.423]  When I looked at that, Casa, you know, it's like mi casa, su casa, you know, my house is your house, except it's the other way around, isn't it?
[00:09:38.123 --> 00:09:42.207]  They're essentially saying to the American people, su casa, mi casa.
[00:09:42.648 --> 00:09:44.129]  Your house is my house.
[00:09:44.710 --> 00:09:47.953]  I'm coming to live with you, and there's nothing you're going to do about it.
[00:09:48.233 --> 00:09:50.936]  And that's essentially what Obama has done for them.
[00:09:51.297 --> 00:10:00.146]  Paul, they're saying that it's 11 million people that they believe are possibly here illegally at this point, and they're only going to extend
[00:10:01.948 --> 00:10:04.251]  Legal status to half of those people.
[00:10:04.712 --> 00:10:05.733]  Who's counting these people?
[00:10:05.773 --> 00:10:07.536]  They don't have any idea how many people are here.
[00:10:07.576 --> 00:10:13.244]  He's created a massive entitlement program as well as incentivizing further illegal immigration.
[00:10:14.707 --> 00:10:15.267]  Well, exactly.
[00:10:15.327 --> 00:10:18.789]  I mean, they always underplay the numbers that are most embarrassing to them.
[00:10:18.829 --> 00:10:23.431]  They underplay the jobs numbers on a routine basis, so who knows how many illegals are here.
[00:10:23.771 --> 00:10:31.254]  But as you said, they had the screening parties, the celebrations in the Mexican restaurants, and what they're all saying, the message is,
[00:10:31.914 --> 00:10:33.614]  This is only the beginning.
[00:10:33.674 --> 00:10:35.095]  The fight begins here.
[00:10:35.555 --> 00:10:40.476]  They want the welfare, they want the medical benefits, and they want the voting rights.
[00:10:40.516 --> 00:10:41.796]  This is only the start, David.
[00:10:42.016 --> 00:10:43.677]  Oh yeah, of course it only begins here.
[00:10:44.197 --> 00:10:45.317]  We've been through all this before.
[00:10:45.377 --> 00:10:52.659]  We saw this back when Reagan did it in 1986, and that was going to be just allow the people who are already here to stay.
[00:10:52.719 --> 00:10:56.400]  They've got ties here, so just grant them the ability to stay.
[00:10:56.460 --> 00:10:57.200]  We'll fix the
[00:10:57.580 --> 00:10:57.960]  I don't know.
[00:11:14.585 --> 00:11:15.125]  Well, exactly.
[00:11:15.145 --> 00:11:19.968]  And then, you know, there's the constitutional perspective, which is key as far as I'm concerned.
[00:11:20.388 --> 00:11:23.849]  I think Pat Buchanan nailed it in his article today.
[00:11:23.870 --> 00:11:28.032]  He said, future presidents will cite the Obama precedent.
[00:11:28.772 --> 00:11:34.335]  We have just taken a monumental step away from republicanism towards Caesarism.
[00:11:34.655 --> 00:11:34.875]  Yes.
[00:11:34.895 --> 00:11:38.977]  This is ruled by diktat, the rejection of which sparks the American Revolution.
[00:11:39.657 --> 00:11:51.246]  But David, I mean, that revolution is not going to be led by the Republican leadership, because we know already they've come out with their lukewarm response against it, as we predicted yesterday.
[00:11:51.266 --> 00:11:56.509]  And it's encapsulated in a Washington Post article which talks about how
[00:11:57.390 --> 00:12:02.518]  Boehner and McConnell are more concerned over the party's brand than anything else.
[00:12:02.699 --> 00:12:07.546]  They're concerned about having a stable period of GOP governance.
[00:12:08.007 --> 00:12:12.193]  And this is summed up in a quote by Peter King out of New York Republican.
[00:12:13.174 --> 00:12:17.236]  Particularly illustrative of the rhino Republican rhetoric that we're seeing.
[00:12:17.676 --> 00:12:20.758]  He said it's the first real challenge for Boehner and McConnell together.
[00:12:21.218 --> 00:12:26.200]  They'd like to wipe the slate clean for when they start up next year with this situation behind us.
[00:12:26.660 --> 00:12:32.523]  And what he's talking about is eliminating the quote insurgent Tea Party Republicans
[00:12:33.922 --> 00:12:41.725]  Shunning them to the side, restricting their influence on the party and dropping any opposition to Obama's executive amnesty.
[00:12:42.165 --> 00:12:53.150]  So the leadership of the Republican Party across the board will do absolutely nothing to stop this train wreck and to reverse what Obama has wrought on the country over the past six years.
[00:12:53.550 --> 00:12:54.090]  Oh, absolutely.
[00:12:54.130 --> 00:12:55.671]  They want this badly.
[00:12:56.351 --> 00:12:57.112]  This is for the U.S.
[00:12:57.132 --> 00:12:57.892]  Chamber of Commerce.
[00:12:57.912 --> 00:13:04.775]  This is for the large companies that want to have competition for blue-collar workers, for people at the bottom end of the scale.
[00:13:05.255 --> 00:13:09.857]  Those are the people who have traditionally been core to the Democrat Party.
[00:13:09.937 --> 00:13:12.298]  They're the ones that Obama has really betrayed.
[00:13:12.578 --> 00:13:14.619]  But the Republicans are betraying the country.
[00:13:14.639 --> 00:13:18.200]  The Republicans themselves, the Republican leadership, is betraying the Constitution.
[00:13:18.220 --> 00:13:20.161]  Now, we do have some Republicans who are speaking out on it.
[00:13:20.181 --> 00:13:22.222]  It remains to be seen what they're going to do.
[00:13:22.942 --> 00:13:25.604]  Uh, Louie Gohmert said, the president has said, well, Congress didn't act.
[00:13:25.644 --> 00:13:27.645]  I waited six years, so I'm going to go ahead and do that.
[00:13:28.145 --> 00:13:29.126]  And he said, that's outrageous.
[00:13:29.166 --> 00:13:29.626]  And it is.
[00:13:29.726 --> 00:13:32.888]  We have a system of checks and balances.
[00:13:32.948 --> 00:13:34.529]  We have a constitutional system.
[00:13:34.549 --> 00:13:35.929]  We have rule of law.
[00:13:36.470 --> 00:13:44.154]  Look at how many things, for example, Ronald Reagan, who was up against Democrats, majority in both houses of Congress.
[00:13:44.674 --> 00:13:47.395]  A lot of things that he wanted to do that they blocked him on.
[00:13:47.415 --> 00:13:52.516]  And he didn't say, well, you know, I waited for six months or I waited for six years and you didn't do what I wanted to do.
[00:13:52.576 --> 00:13:56.277]  So I'm just going to sign a bill and make it happen on my own without you.
[00:13:56.297 --> 00:14:00.399]  I mean, he didn't do that in spite of what they're saying about the amnesty.
[00:14:00.419 --> 00:14:03.039]  There was a really good article that really kind of laid that out.
[00:14:03.319 --> 00:14:05.400]  There's been a lot of back and forth between the left and right.
[00:14:05.760 --> 00:14:12.384]  AP put out a story earlier this week saying that, well, you know, both Reagan and Bush did exactly the same thing that Obama's doing.
[00:14:12.584 --> 00:14:13.784]  No, they didn't at all.
[00:14:13.824 --> 00:14:17.306]  This is a good analysis, Paul, that I saw on the Powerline blog.
[00:14:17.846 --> 00:14:19.887]  Basically, you got into some of the details of it.
[00:14:19.948 --> 00:14:33.795]  The Simpson-Mazzoli Act, the Immigration Reform and Control Act of 1986, required Reagan, the president, to adjust the status of certain illegal immigrants to the category of, quote, alien lawfully admitted for temporary residence.
[00:14:34.395 --> 00:14:40.598]  It also authorized the Attorney General to allow other illegal immigrants who did not qualify for amnesty to remain in the U.S.
[00:14:40.698 --> 00:14:43.599]  if they needed to, quote, assure family unity.
[00:14:43.979 --> 00:14:49.702]  So the small number of people that was adjusted by Reagan later on was in compliance with that.
[00:14:49.722 --> 00:14:53.844]  And he said they even quoted it in their article, in their order, rather.
[00:14:54.044 --> 00:14:57.465]  They said the administration made it clear it was carrying out the direction of Congress.
[00:14:57.826 --> 00:15:02.788]  It even cited the section of law from the Simpson-Mazzoli Act that provided this direction.
[00:15:03.408 --> 00:15:05.191]  And he has the section of law there.
[00:15:05.572 --> 00:15:11.060]  The bottom line is, is that he was not acting against the will of the people.
[00:15:11.100 --> 00:15:13.765]  They were essentially implementing the law that was there.
[00:15:15.233 --> 00:15:15.893]  Well, precisely.
[00:15:15.913 --> 00:15:28.481]  I mean, Pelosi came out before Obama's speech and said, basically, along with other establishment Democrats, look, Obama's only doing what Reagan did in 86, but Reagan didn't sign an executive order.
[00:15:28.521 --> 00:15:31.383]  It was an act passed by Congress.
[00:15:31.523 --> 00:15:34.445]  Even if you disagreed with it, it was constitutional.
[00:15:34.945 --> 00:15:37.687]  What Obama's doing, as Senator Sessions said, is
[00:15:38.467 --> 00:15:44.392]  Becoming America's first emperor and going back on his own words from as recently as last year.
[00:15:44.453 --> 00:15:50.938]  In fact, Sessions quotes Obama in his article today, quote, I know some people want me to bypass Congress.
[00:15:50.979 --> 00:15:52.580]  This is Obama, remember last year?
[00:15:52.600 --> 00:15:53.020]  Yeah.
[00:15:53.080 --> 00:15:54.842]  And change the laws on my own.
[00:15:55.262 --> 00:15:57.484]  That's not how our democracy functions.
[00:15:57.945 --> 00:15:59.907]  That's not how our constitution is written.
[00:16:00.447 --> 00:16:02.828]  The problem is that I'm the President of the United States.
[00:16:02.868 --> 00:16:05.088]  I'm not the Emperor of the United States.
[00:16:05.168 --> 00:16:07.869]  My job is to execute laws that are passed.
[00:16:08.309 --> 00:16:19.953]  So that was Obama last year responding to pressure from immigration activists and the foundations lobby groups that support them to pass executive action on immigration.
[00:16:20.689 --> 00:16:25.632]  He basically said I can't do that because it would violate the Constitution and make me an Emperor.
[00:16:25.952 --> 00:16:26.172]  Yes.
[00:16:26.252 --> 00:16:27.733]  Now he's done exactly that.
[00:16:27.833 --> 00:16:35.437]  So in his own words and with his own actions yesterday and today, Obama is admitting that he is now officially Caesar.
[00:16:35.817 --> 00:16:39.399]  He's the Emperor and this is just the beginning as we talked about yesterday.
[00:16:39.740 --> 00:16:41.761]  We've got more coming down the pipeline.
[00:16:41.801 --> 00:16:42.141]  We've got
[00:16:42.641 --> 00:16:47.467]  Global warming executive orders which could completely eviscerate the US economy.
[00:16:47.927 --> 00:16:52.913]  Talking about ridiculous reductions in carbon tax first to 2005 levels.
[00:16:53.394 --> 00:16:59.781]  Eventually they want an 80% reduction in carbon tax and then a 100% reduction in carbon tax.
[00:16:59.801 --> 00:17:00.141]  So I guess
[00:17:00.882 --> 00:17:09.689]  You know, human beings aren't going to be able to exhale for very much longer if they get their full agenda through, but this is only the beginning.
[00:17:09.749 --> 00:17:19.597]  If this precedent is set, as Buchanan said, it's going to grease the skids for something that could reverberate for the next several administrations and get worse and worse.
[00:17:20.157 --> 00:17:23.438]  It fundamentally changes the structure of government.
[00:17:24.098 --> 00:17:25.878]  It essentially does make him a dictator.
[00:17:25.918 --> 00:17:31.479]  If he says, I gave this agenda to Congress, they didn't act on it, so I'm just going to ignore them and go over their heads.
[00:17:31.979 --> 00:17:37.140]  As you were pointing out, he's mentioned this several times, Rand Paul pointed that out in his speech yesterday.
[00:17:37.180 --> 00:17:44.922]  He said, the president has said 22 times previously that he does not have the power to legislate on immigration.
[00:17:45.922 --> 00:17:54.731]  You know, when you speak this with an executive order, when you dictate it, in other words, a dictator is somebody, the law comes out of their mouth.
[00:17:54.931 --> 00:17:56.473]  That's why they call them dictators.
[00:17:56.773 --> 00:17:58.275]  That's why he's a dictator.
[00:17:58.635 --> 00:18:01.798]  The only thing I disagree with here, he says, I believe immigration reform is needed.
[00:18:02.139 --> 00:18:03.480]  We must first secure the border.
[00:18:04.421 --> 00:18:16.728]  I don't think that it's going to be possible to secure the border as long as you incentivize illegal immigration in the way that Obama has with DACA, with this newest order, whatever they decide to call it.
[00:18:17.529 --> 00:18:22.472]  But there's been many, many cases already where he should have been impeached for criminal action.
[00:18:22.892 --> 00:18:24.113]  He and Eric Holder.
[00:18:24.693 --> 00:18:32.677]  And to allow them to have a pass for this long and to do nothing about it, we know that the Republicans don't want to do anything about it because, A,
[00:18:33.618 --> 00:18:37.839]  And the fact is, if you go and look at Dennis Kucinich's articles of impeachment against George W. Bush from back in, I think it was 2007-2008,
[00:19:03.903 --> 00:19:19.140]  Obama, and this was a couple of years ago now, Obama has already fulfilled 27 out of the 35 articles of impeachment that were levelled against Bush, and he's probably added a few more to that tally since that was emphasised a couple of years ago.
[00:19:19.700 --> 00:19:24.466]  Now you can add this to it, but as he said, it's very, very unlikely to happen because
[00:19:25.046 --> 00:19:28.867]  The Republican establishment is in league with the Democratic leadership.
[00:19:28.887 --> 00:19:40.371]  They're completely disinterested in standing up to this Obama-Caesar precedent ruled by Dictat, just as the Democrat leadership failed to punish Bush for his
[00:19:41.111 --> 00:19:48.815]  Unconstitutional activities in regards to illegal war and torture back in 2006 after the 2006 midterms.
[00:19:49.255 --> 00:19:56.899]  So they refuse to roll back the damage that Obama has done because as he said, their only concern is remaining in power.
[00:19:57.440 --> 00:19:59.421]  They don't care about fixing the country.
[00:19:59.781 --> 00:20:01.982]  Absolutely, we gotta go to break Paul, we'll be right back.
[00:20:03.743 --> 00:20:06.506]  Hang on right there, we'll be right back with Paul Joseph Watson from the UK.
[00:20:06.526 --> 00:20:11.592]  This holiday season, give the gift that keeps on giving, an in-home freeze dryer from Harvest Right.
[00:20:11.972 --> 00:20:16.156]  With your very own freeze dryer, you'll be able to freeze dry the food your family loves.
[00:20:16.577 --> 00:20:25.887]  Because we live in uncertain, difficult times, what better way to show your love for your family than to buy them a gift that helps them preserve food they can use now,
[00:20:26.247 --> 00:20:27.568]  Or in 25 years.
[00:20:27.848 --> 00:20:32.331]  Go to HarvestRight.com and find out how you can get your in-home freeze dryer.
[00:20:32.631 --> 00:20:33.912]  Layaway is available.
[00:20:33.972 --> 00:20:35.633]  That's HarvestRight.com.
[00:20:36.133 --> 00:20:37.334]  You know about RVs.
[00:20:37.534 --> 00:20:38.775]  You've heard about bunkers.
[00:20:38.995 --> 00:20:41.556]  But surviving is not recreation.
[00:20:41.756 --> 00:20:44.258]  And man wasn't made to live underground.
[00:20:44.498 --> 00:20:46.519]  Introducing Survivalist Camps.
[00:20:46.659 --> 00:20:50.822]  The ultimate fully functional off-the-grid survival bug-out house that's mobile.
[00:20:50.922 --> 00:20:55.127]  Well equipped and custom built to outlast any other RV or trailer.
[00:20:55.367 --> 00:20:58.150]  Go to SurvivalistCamps.com to learn more.
[00:20:58.350 --> 00:21:00.593]  That's SurvivalistCamps.com.
[00:21:00.693 --> 00:21:02.896]  Providing your basic needs to survive.
[00:21:03.296 --> 00:21:04.598]  SurvivalistCamps.com
[00:21:06.039 --> 00:21:11.961]  If you have Candida overgrowth, just taking antifungal agents or starving yourself of sweets does not address the cause.
[00:21:12.081 --> 00:21:17.763]  Candida overgrowth is the result of a toxic, damaged, acidic, low oxygen, and inflamed tissue environment.
[00:21:17.843 --> 00:21:24.866]  The goal should be to remove the toxins, heal damaged tissues, restore healthy pH, eliminate inflammation, and feed beneficial bacteria.
[00:21:25.066 --> 00:21:34.150]  Previous usage of antibiotics or steroids or exposure to mercury or other toxins can damage many cells in the GI tract and body that make you prone to Candida overgrowth.
[00:21:34.290 --> 00:21:35.050]  Removing toxins
[00:21:35.270 --> 00:21:35.730]  We're good to go!
[00:22:05.287 --> 00:22:06.288]  The experts are clear.
[00:22:06.608 --> 00:22:13.573]  Sunlight, purified water, healthy non-GMO food, and having a good attitude is essential to a healthy immune system.
[00:22:13.713 --> 00:22:19.977]  But I go further with Super Nascent Iodine X2 from Infowarsline.com.
[00:22:19.997 --> 00:22:23.580]  50% stronger than our original and revolutionary Nascent Iodine formula.
[00:22:23.720 --> 00:22:27.601]  Coming from a deep earth crystal source that no other supplier has.
[00:22:27.921 --> 00:22:32.963]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[00:22:33.243 --> 00:22:34.144]  Not our iodine.
[00:22:34.264 --> 00:22:40.406]  It comes from over 200 million year old crystal salt deposits and is tested and proven to be completely pure.
[00:22:40.606 --> 00:22:42.506]  Visit InfoWarsLife.com today.
[00:22:42.646 --> 00:22:44.007]  See the informational videos.
[00:22:44.207 --> 00:22:46.047]  Read the information there compiled.
[00:22:46.188 --> 00:22:50.569]  And for a limited time, when you use promo code NOW at checkout, you get an additional
[00:22:50.589 --> 00:22:50.869]  We're good.
[00:23:04.949 --> 00:23:09.894]  Do you have relatives and friends that are convinced there's no need ever to prepare for any kind of emergency?
[00:23:10.074 --> 00:23:12.576]  Are these also folks you buy Christmas presents for?
[00:23:13.076 --> 00:23:17.060]  At 30dayfoodsupply.com we can solve both of these problems at the same time.
[00:23:17.380 --> 00:23:22.485]  Go to 30dayfoodsupply.com or call 541-229-0010.
[00:23:22.725 --> 00:23:24.767]  We can ship your Christmas presents directly to them.
[00:23:25.047 --> 00:23:26.769]  Choose from our original $99 30-day food supply
[00:23:27.910 --> 00:23:28.330]  I think so.
[00:23:55.925 --> 00:23:57.128]  Call 541-229-0010, 30dayfoodsupply.com, 541-229-0010.
[00:24:26.204 --> 00:24:28.126]  Welcome back to the Alex Jones Show.
[00:24:28.166 --> 00:24:28.907]  I'm David Knight.
[00:24:28.927 --> 00:24:32.891]  On this Friday, November 21st, 2014, the day after Obama has just told 5 million people, they say, that they can stay.
[00:24:32.911 --> 00:24:34.052]  Of course, we don't really know.
[00:24:44.543 --> 00:24:45.464]  How many people that is.
[00:25:15.184 --> 00:25:20.707]  We, however, extend free health care, free education, a get-out-of-jail card for free.
[00:25:20.727 --> 00:25:23.329]  I mean, it's just the opposite.
[00:25:23.349 --> 00:25:26.231]  Has there ever been a country that has done this?
[00:25:26.371 --> 00:25:38.338]  Every other country requires, if you immigrate to that country, that you not only have to already have a means of support, already have an income, savings, that sort of thing, to show that you can support yourself and your family.
[00:25:38.499 --> 00:25:42.061]  I mean, that's Mexico, it's Belize, it's any country that you want to immigrate to, isn't it?
[00:25:43.510 --> 00:25:47.552]  Well, precisely, unless they're following the European Socialist model, which they are.
[00:25:48.092 --> 00:25:48.953]  And that's the key point.
[00:25:49.393 --> 00:25:53.115]  You have to understand the thinking that drives Obama and the people behind him.
[00:25:53.575 --> 00:26:00.278]  And again, it would take hours to explain, but it's best summed up in Dinesh D'Souza's America, Imagine a World Without Her.
[00:26:00.998 --> 00:26:05.980]  Basically, it sounds like a cliche, but it boils down to the fact that they hate America.
[00:26:06.360 --> 00:26:10.781]  They think it should be completely transformed, as you were making the point yesterday.
[00:26:11.281 --> 00:26:20.644]  Because Obama's mentors are people like Reverend Wright, Bill Ayers, the domestic weather underground terrorist, who by the way, they invented the term white privilege.
[00:26:20.984 --> 00:26:25.906]  So they were the original race baiters, and they were a big influence on Obama.
