[00:00:00.993 --> 00:00:03.859]  Coast to Coast, direct from Austin.
[00:02:46.408 --> 00:02:56.657]  A former Taliban governor of Herat was considered by the Pentagon's 2008 dossier to be a likely heroin trafficker and a major opium drug lord in western Afghanistan.
[00:02:56.877 --> 00:03:02.741]  And he likely participated in meetings with Iranian officials after 9-11 to help plot attacks on U.S.
[00:03:02.802 --> 00:03:03.262]  forces.
[00:03:03.522 --> 00:03:09.327]  The dossier says the detainee claimed to be a longtime friend of Afghanistan's President Hamid Karzai.
[00:03:09.707 --> 00:03:15.714]  According to Afghanistananalysts.org, Karikwa is the most senior of the five on the list.
[00:03:16.215 --> 00:03:21.141]  He is one of the fraternity of original Taliban who launched the movement in 1994.
[00:03:21.401 --> 00:03:28.029]  In other words, he is someone who will still command a great deal of influence and respect among today's insurgents.
[00:03:28.630 --> 00:03:31.392]  This week's secret diplomacy was not the first time the U.S.
[00:03:31.432 --> 00:03:37.635]  government has engaged the Taliban in an effort to negotiate a prisoner swap for Bergdahl's release.
[00:03:37.655 --> 00:03:42.397]  In 2011, State Department officials held a series of meetings with Taliban leaders in Doha.
[00:03:42.898 --> 00:03:48.440]  At the time, Dianne Feinstein opposed the swap, saying, Forget that it won't be Guantanamo, just maximum security custody.
[00:03:57.225 --> 00:04:02.750]  And in my view, there's no way of knowing what they may do and what kind of propaganda they may breed.
[00:04:03.331 --> 00:04:07.675]  Lawmakers suspected the released Taliban could eventually end up returning to the fight.
[00:04:08.235 --> 00:04:10.658]  So, what has changed in the last few years?
[00:04:14.247 --> 00:04:17.910]  Live on this June 3rd, 2014 Tuesday edition.
[00:04:17.930 --> 00:04:19.752]  I am your host Alex Jones.
[00:04:19.932 --> 00:04:21.333]  I am on the road today.
[00:04:21.433 --> 00:04:31.601]  I will be riding shotgun with David Knight, co-host of the radio show, along with Paul Watson, who also co-hosts the radio show slash TV transmission on a regular basis.
[00:04:32.002 --> 00:04:34.144]  So, Watson will be joining us from England.
[00:04:35.387 --> 00:04:50.670]  We're also going to have another guest who has a TV network in England, a host on a TV network that he also helps manage, who's going to be breaking down Bilderberg 2014, and again, Richie Allen.
[00:04:50.930 --> 00:04:54.314]  So we're going to have Richie Allen, David Knight, Paul Watson and Alex Jones here today.
[00:04:54.815 --> 00:05:00.222]  Huge developments on the rollout of the Homeland Security grid against domestic groups.
[00:05:00.582 --> 00:05:02.265]  Breaking at InfoWars.com.
[00:05:02.605 --> 00:05:05.148]  It's all coming up straight ahead on this Tuesday edition.
[00:05:05.489 --> 00:05:06.210]  I'm Alex Jones.
[00:05:10.185 --> 00:05:11.946]  Hi, I'm Dr. Edward Grew.
[00:05:12.467 --> 00:05:19.431]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[00:05:19.891 --> 00:05:30.318]  The new Survival Shield X2 is mined from 7,000 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[00:05:30.739 --> 00:05:39.965]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[00:05:40.685 --> 00:05:44.108]  It's the strongest nascent iodine on the market today.
[00:05:44.749 --> 00:05:48.172]  It delivers 650 micrograms per drop.
[00:05:48.512 --> 00:05:50.073]  Experience the new formula.
[00:05:50.574 --> 00:05:52.536]  Experience the ancient purity.
[00:05:53.156 --> 00:05:54.117]  Shield your family.
[00:05:54.477 --> 00:05:55.878]  Survival Shield X2.
[00:05:56.299 --> 00:05:58.341]  Available now at InfoWarsLife.com.
[00:05:59.461 --> 00:06:03.445]  X2 from InfoWarsLife.com or call toll free 888-253-3139.
[00:06:08.413 --> 00:06:15.481]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:06:15.581 --> 00:06:17.723]  But it's not just the air outside that's toxic.
[00:06:17.923 --> 00:06:23.029]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:06:23.209 --> 00:06:28.154]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:06:28.354 --> 00:06:31.415]  There are more than 42 million smokers in the United States.
[00:06:31.675 --> 00:06:35.536]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:06:35.756 --> 00:06:39.997]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:06:40.077 --> 00:06:50.040]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:06:50.300 --> 00:06:52.821]  Made with organic and wild cultivated herbs,
[00:06:53.021 --> 00:07:01.088]  And manufactured in the USA, the new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[00:07:01.228 --> 00:07:05.192]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[00:07:08.513 --> 00:07:14.638]  What do you think about the FBI saying that there's a terror alert on Monday about a potential forfeiture situation?
[00:07:14.658 --> 00:07:18.001]  The police are shoving people, shoving Alex, shoving the crowd.
[00:07:18.101 --> 00:07:19.703]  Here we go, folks, I'm being assaulted!
[00:07:19.743 --> 00:07:26.008]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[00:07:26.108 --> 00:07:31.993]  Is this another false flag stage attack to take our civil liberties and put more homeless in security by sticking our hands down on the streets?
[00:07:32.153 --> 00:07:35.915]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:07:36.096 --> 00:07:39.037]  And that's what PrisonPlanet.TV is designed to do.
[00:07:39.057 --> 00:07:47.203]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:07:47.443 --> 00:07:49.504]  What we see now is a war against reality.
[00:07:49.564 --> 00:07:50.605]  It's a war against the truth.
[00:07:50.965 --> 00:07:59.713]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.TV and share their membership with up to 11 friends and family.
[00:07:59.913 --> 00:08:02.355]  Visit InfoWarsNews.com today.
[00:08:02.575 --> 00:08:06.919]  Become a member, share your membership, and help take the InfoWar to the next level.
[00:08:09.561 --> 00:08:11.483]  This is me.
[00:08:33.454 --> 00:08:34.735]  There is a war.
[00:08:35.155 --> 00:08:36.156]  It's happening now.
[00:08:37.017 --> 00:08:38.818]  It will decide the fate of humanity.
[00:08:39.378 --> 00:08:41.220]  The time to choose sides has come.
[00:08:41.960 --> 00:08:43.421]  We are the resistance.
[00:08:43.882 --> 00:08:45.563]  We are the Infowars.
[00:08:51.318 --> 00:08:55.800]  Ladies and gentlemen, it is Tuesday, June 3rd, 2014.
[00:08:56.260 --> 00:09:05.624]  I am your host, Alex Jones, coming to you from deep in the heart of South Texas, on the road with my family, but also working on some stories while I'm at it.
[00:09:05.944 --> 00:09:19.449]  We're going to have David Knight, host of InfoWars Nightly News and co-host of this radio show, along with another host of the Nightly News and co-host of this radio transmission, Paul Joseph Watson today, and we have some other guests as well.
[00:09:20.851 --> 00:09:26.016]  Everything that we have predicted so far is now unfortunately beginning to unfold.
[00:09:26.797 --> 00:09:36.305]  And I say that with heavy heart because we know the Globalists, we know their game plan, and for those of us that are informed and that read the Globalist's own statements,
[00:09:37.279 --> 00:09:38.520]  It's hidden in plain view.
[00:09:39.121 --> 00:09:40.883]  We know the other shoe is about to drop.
[00:09:42.224 --> 00:09:43.345]  We know their battle plan.
[00:09:43.365 --> 00:09:47.769]  We don't know exactly when they're going to be executing certain aspects of it, but we know their goal.
[00:09:48.409 --> 00:09:51.412]  And we know that they always try to end up carrying out their goal.
[00:09:51.893 --> 00:09:54.735]  Even when they don't succeed, they try, try again.
[00:09:55.056 --> 00:09:58.439]  That's why the New World Order technocrats are in control.
[00:09:59.279 --> 00:10:01.642]  Now, you've got shows like Homeland where you have
[00:10:02.950 --> 00:10:03.250]  U.S.
[00:10:03.290 --> 00:10:13.439]  military troops, Marines, Army, you name it, that have been captured by Al-Qaeda and the Taliban and the Haqqani Network, that's basically a globalist front group.
[00:10:13.600 --> 00:10:19.405]  I mean, those Muslim extremists exist, but they've been funded and protected and they're doing a double deal with the globalists.
[00:10:19.665 --> 00:10:22.448]  That's on record now in Libya, Syria, you name it.
[00:10:23.428 --> 00:10:24.690]  Egypt, the list goes on and on.
[00:10:26.085 --> 00:10:32.028]  And you have all these shows, movies, dramas, cartoons, comic books, where returning veterans are Al Qaeda.
[00:10:32.568 --> 00:10:48.556]  We have the Washington Times, we have the Forbes magazine, AP, Reuters, Southern Poverty Law Center, all of them in the last two years coming out with countless headlines that the vets are going to team up with Al Qaeda and attack America.
[00:10:49.356 --> 00:10:53.338]  The vets are going to team up with Al Qaeda and the Tea Party and attack America.
[00:10:53.778 --> 00:10:55.419]  The vets will attack.
[00:10:56.860 --> 00:10:59.402]  Your police department, police, this is what the media says.
[00:10:59.702 --> 00:11:01.904]  You've gotten the internal reports going back six years.
[00:11:01.924 --> 00:11:02.845]  It's been public for two.
[00:11:03.085 --> 00:11:03.885]  We first broke this.
[00:11:03.946 --> 00:11:12.052]  But police all know you get these reports that say you will be attacked by veterans with IEDs fighting for Al Qaeda.
[00:11:13.713 --> 00:11:17.516]  And the number one terror threat is veterans linked up with the Tea Party and Al Qaeda.
[00:11:18.117 --> 00:11:24.922]  Ladies and gentlemen, that's like saying in a comic book fashion that Superman likes kryptonite and puts it on a cereal in the morning.
[00:11:25.956 --> 00:11:30.778]  The most Islamophobic, if you want to use that liberal term, group is the Tea Party.
[00:11:31.499 --> 00:11:35.360]  The most pro-war group in the past has been the Tea Party type group.
[00:11:36.001 --> 00:11:45.245]  The last people, I know so many vets, so many troops, I mean, even if they don't like the wars and know the wars were a fraud, they had buddies and people killed in combat.
[00:11:46.181 --> 00:11:48.063]  I have a lot of family that are active duty.
[00:11:48.663 --> 00:11:58.412]  I mean, they absolutely hate the jihadis with a passion and want to continue to go re-up just so they can fight them and kill them and settle vendettas and scores.
[00:11:59.052 --> 00:12:03.936]  It is 180 degrees the opposite of reality, but that's how the PSYOP works.
[00:12:03.956 --> 00:12:11.102]  They found in psych warfare that if you put out a lie so big, as Hitler said, the bigger the lie, the bigger they'll, you know, just repeat it enough, they'll believe it.
[00:12:12.170 --> 00:12:24.613]  To say that the Liberty Movement, and the Tea Party, and the Anti-Fellow Reserve Movement, the Pro-Gun Movement, the Pro-Family Movement, is linking up with the Muslim extremists, and that the veterans are linking up with both groups.
[00:12:25.634 --> 00:12:34.636]  I first told you this six years ago with articles written by Kurt Nemo, with videos embedded with myself breaking it down, where I told you they were going to roll out white Al Qaeda.
[00:12:35.236 --> 00:12:38.357]  Because we got internal Justice Department memos when Obama first got in.
[00:12:39.844 --> 00:12:44.368]  And people saw these memos we put out and the articles and just said, there's no way you're nuts.
[00:12:45.129 --> 00:12:47.030]  About two years later, started hearing the first reports.
[00:12:47.370 --> 00:12:51.874]  White Alcott is going to hit, veterans are going to hit, veterans IEDs, they're going to hit, they're going to hit, they're going to hit.
[00:12:52.195 --> 00:12:56.618]  Now you've got TV shows, movies, and now you've got Bo Bergdahl.
[00:12:58.059 --> 00:13:02.543]  And I've really had time to think about this now, three or four days, whether he's just
[00:13:05.194 --> 00:13:07.995]  AWOL guy that got picked up and turned or whatever, it doesn't matter.
[00:13:08.395 --> 00:13:16.979]  He's being used to sell the narrative now of domestic troops being Al Qaeda.
[00:13:18.300 --> 00:13:23.682]  While at the same time, Obama doesn't care how much trouble he gets in now because he can pardon himself.
[00:13:24.283 --> 00:13:31.006]  It's also part of demoralizing the military on so many fronts and really setting the precedent now to negotiate with Al Qaeda.
[00:13:32.128 --> 00:13:36.332]  And I've told you there's a reset going with Al-Qaeda, where they're rehabilitating them.
[00:13:36.432 --> 00:13:42.678]  In the Washington Post, and in Foreign Affairs, and the Council on Foreign Relations publications, you can type in the term, we need Al-Qaeda.
[00:13:43.199 --> 00:13:45.401]  You can type in the term, Al-Qaeda's doing a great job.
[00:13:45.761 --> 00:13:47.303]  Al-Qaeda's going to bring down Assad.
[00:13:48.104 --> 00:13:54.189]  You'll see CNN stories of, oh, the government is reaching out to Al-Qaeda now on social networks, being their friend.
[00:13:54.490 --> 00:13:55.371]  That'll reform them.
[00:13:57.506 --> 00:14:04.252]  That's introducing you to the idea that they're not bad guys anymore, except when we need to have them attack us to then take your liberty.
[00:14:05.152 --> 00:14:07.314]  No, no, it's the Tea Party and the veterans.
[00:14:08.775 --> 00:14:10.437]  And again, folks, I'm not tooting my horn.
[00:14:10.877 --> 00:14:11.978]  I study the globalists.
[00:14:12.018 --> 00:14:15.141]  I mean, we have incredible sources.
[00:14:15.181 --> 00:14:17.523]  I mean, I have retired three-star general sources.
[00:14:18.866 --> 00:14:22.147]  I have retired two-star generals, one-star admirals.
[00:14:22.447 --> 00:14:23.568]  You've heard some of them on the air.
[00:14:23.588 --> 00:14:28.129]  I've had former Joint Chiefs on, like Admiral Moore before he died.
[00:14:29.370 --> 00:14:40.534]  One of the most famous spies, but not famous because he is a real spy, would be Pachinik, who the Jack Ryan character, on record, Clancy said that he was based on.
[00:14:42.161 --> 00:14:43.262]  I mean, it's really true.
[00:14:43.302 --> 00:14:52.246]  The Justice Department's getting set to indict him for 30 years ago, reportedly not negotiating with the Red Brigade when they killed the Prime Minister of Italy.
[00:14:53.686 --> 00:14:55.367]  And Paul Watson has an article out on that today.
[00:14:55.387 --> 00:15:01.510]  I mean, I'm here on air interviewing people that only come on this show and break this news.
[00:15:04.071 --> 00:15:08.473]  And quite frankly, I don't even know why in my life I'm in such a bizarro world.
[00:15:09.710 --> 00:15:11.371]  I'm not here bragging about all this.
[00:15:11.411 --> 00:15:12.372]  It's incredibly dangerous.
[00:15:12.652 --> 00:15:16.575]  There's no doubt they're trying to indict Pucinich right now because he comes on this show.
[00:15:17.736 --> 00:15:20.158]  And blew the secrets of the CFR wide open here.
[00:15:20.778 --> 00:15:21.779]  There's no doubt.
[00:15:21.819 --> 00:15:23.340]  So I just want listeners to understand something.
[00:15:23.880 --> 00:15:30.325]  You're getting real information here and I'm risking my life and my name and my treasure and my family to bring you this information.
[00:15:31.206 --> 00:15:33.387]  And I don't want your thanks, I want your prayers.
[00:15:34.288 --> 00:15:37.971]  Because we're doing something real here and it's an example
[00:15:40.180 --> 00:15:42.521]  of how we can change the world together.
[00:15:42.541 --> 00:15:47.482]  You go up to Infowars.com, we have that article dealing with Pucinich I'm going to be covering later.
[00:15:48.082 --> 00:15:52.683]  But Obama administration pursues ex-State Department official for refusing to negotiate with terrorists.
[00:15:53.023 --> 00:15:56.424]  Steve Pucinich accused of being complicit in the murder of Italian Prime Minister.
[00:15:56.444 --> 00:16:00.765]  Folks, Pucinich's been accused of that in the BBC, the London Telegraph.
[00:16:01.885 --> 00:16:03.786]  The big Italian papers for years.
[00:16:03.806 --> 00:16:12.571]  They're having a parliamentary governmental investigation last year of the CIA and the army for that.
[00:16:13.552 --> 00:16:17.394]  And I'll tell you point-blank, folks, I don't think Pucinich's a bad guy.
[00:16:17.454 --> 00:16:18.594]  He believes in what he's done.
[00:16:18.614 --> 00:16:21.516]  And I'll get him back on now that he's willing to talk about this.
[00:16:21.536 --> 00:16:22.837]  He's never been willing to talk about this before.
[00:16:23.277 --> 00:16:25.198]  But this is all Gladio-type stuff.
[00:16:25.238 --> 00:16:26.979]  I'm not saying Pucinich was involved in that.
[00:16:28.139 --> 00:16:28.980]  But then there's the argument.
[00:16:29.000 --> 00:16:30.501]  Well, we stopped the communists from taking over.
[00:16:31.658 --> 00:16:33.879]  So, we want to let the communists take over Italy, Alex?
[00:16:35.040 --> 00:16:36.581]  We did what we had to do in combat.
[00:16:36.681 --> 00:16:39.202]  I mean, this is the attitude of these guys.
[00:16:40.803 --> 00:16:44.285]  But now you notice, Gladio's false flags, folks, if you're a new listener.
[00:16:44.825 --> 00:16:45.606]  Famous false flags.
[00:16:48.087 --> 00:16:50.108]  And you would see that as a false flag.
[00:16:50.248 --> 00:16:58.193]  Pucinich, they say, manipulated the Red Brigade into killing him so that they could then turn everybody against the communists for killing the Prime Minister, who was popular.
[00:16:59.904 --> 00:17:03.047]  But still, that's not really a false flag in the classical sense.
[00:17:03.447 --> 00:17:08.031]  If he didn't negotiate and they killed the Prime Minister, then how are they trying to indict him?
[00:17:08.291 --> 00:17:09.732]  He even gave the case number yesterday.
[00:17:09.772 --> 00:17:10.353]  We looked it up.
[00:17:10.773 --> 00:17:12.254]  It's on InfoWars.com.
[00:17:13.275 --> 00:17:14.116]  It's a huge story.
[00:17:14.536 --> 00:17:16.378]  Now, let's shift gears here, folks.
[00:17:16.998 --> 00:17:20.461]  I just got into that so you understand the level we're at.
[00:17:21.802 --> 00:17:22.943]  I'm in this way above my head.
[00:17:24.127 --> 00:17:26.008]  I'm in this a thousand feet above my head.
[00:17:26.368 --> 00:17:27.328]  But let's get something clear.
[00:17:27.948 --> 00:17:40.293]  Anyone in government, Obama, the Clintons, the globalists, Vladimir Putin, the Rockefellers, the Rothschilds, anybody who thinks that they're in control of this and that they're in over their heads are lying to themselves.
[00:17:41.273 --> 00:17:43.434]  The truth is we're all in over our heads.
[00:17:43.494 --> 00:17:45.074]  The establishment is out of control.
[00:17:45.854 --> 00:17:50.096]  They can't even see the angles anymore because there is no chivalry, there is no honor.
[00:17:52.148 --> 00:17:58.311]  Puccini was sanctioned on record for operations for the Army and the Pentagon and the CIA.
[00:17:58.911 --> 00:18:00.492]  This has come out in the hearings.
[00:18:00.532 --> 00:18:02.073]  They declassified it a few years ago in Italy.
[00:18:03.714 --> 00:18:06.535]  That's when they declassified the government knew that Gladio was with the U.S.
[00:18:06.615 --> 00:18:08.696]  Army staging terror attacks and blaming it on the Communists.
[00:18:10.137 --> 00:18:14.539]  Separate thing, but in the same basket that the Italian government was in on as well.
[00:18:17.621 --> 00:18:21.423]  When you look at this, now they're trying to burn Puccini.
[00:18:23.226 --> 00:18:27.307]  And opening up this whole can of worms, just because he comes on this show.
[00:18:27.367 --> 00:18:31.389]  You can guarantee he hardly even, you know, publishes books anymore.
[00:18:32.649 --> 00:18:35.090]  He co-authored stuff with Clancy, produced movies, you name it.
[00:18:35.530 --> 00:18:36.631]  That's kind of a shadowy guy.
[00:18:36.651 --> 00:18:37.991]  Nobody even knows what he really looks like.
[00:18:38.571 --> 00:18:43.093]  And then, now, they're trying to put him in jail.
[00:18:43.113 --> 00:18:46.114]  I mean, that shows how reckless they are.
[00:18:46.434 --> 00:18:48.075]  And then no one releases
[00:18:49.508 --> 00:19:02.477]  Somebody like Bergdahl, who's clearly bare minimum AWOL for five terrorists, knowing now that even if they're not terrorists, people will start grabbing embassy people, military people, officers.
[00:19:02.577 --> 00:19:03.337]  Nobody's safe.
[00:19:03.738 --> 00:19:05.979]  I mean, you don't do things like this.
[00:19:06.420 --> 00:19:08.041]  You don't negotiate with terrorists.
[00:19:09.059 --> 00:19:11.861]  Their attitude was that the people of Waco were terrorists when they weren't.
[00:19:11.881 --> 00:19:14.263]  They were a domestic group attacked premeditatedly.
[00:19:15.104 --> 00:19:28.394]  But they burned that place down and sent Delta Force in to blow up the church records vault, the concrete building inside, to kill the kids with a shape-charge mine on the roof because the attitude was we kill everyone, we don't negotiate with terrorists.
[00:19:28.854 --> 00:19:35.659]  And the Delta Force memo came out that we're going to be pulling triggers and this is not an arrest situation.
[00:19:35.920 --> 00:19:37.621]  We have the flare footage of them killing everybody.
[00:19:38.933 --> 00:19:40.054]  That tries to go out the back.
[00:19:40.814 --> 00:19:45.857]  So, anybody who's done these operations for the globalists now, you can be hung out to dry.
[00:19:46.317 --> 00:19:46.997]  That's what I'm saying.
[00:19:47.097 --> 00:19:48.678]  Don't be involved in stuff like this.
[00:19:48.758 --> 00:19:56.942]  Don't do immoral stuff where you stage terror attacks believing you're fighting something even more evil so you do it to blame it on the evil to bring down the evil.
[00:19:57.422 --> 00:20:00.044]  You don't defeat the evil, you become the evil.
[00:20:00.404 --> 00:20:07.267]  Now, when we come back, we'll talk to David Knight, holder to create Homeland Security Domestic Task Force in every town.
[00:20:07.847 --> 00:20:08.368]  It's coming.
[00:20:08.468 --> 00:20:09.128]  It's NorthCom.
[00:20:09.788 --> 00:20:12.930]  Harvest Right is the world's first in-home freeze-dryer.
[00:20:13.150 --> 00:20:16.431]  Freeze-dry your own fruits, vegetables, meats and full meals.
[00:20:16.792 --> 00:20:23.975]  With Harvest Right, you can prepare foods that last 25 years, preserving its freshness, nutrition, color and taste.
[00:20:24.395 --> 00:20:26.276]  All your food can be freeze-dried
[00:20:26.636 --> 00:20:28.277]  So don't throw away your leftovers.
[00:20:28.498 --> 00:20:32.121]  Freeze dry them with this incredible in-home money-saving freeze dryer.
[00:20:32.381 --> 00:20:36.424]  Go to HarvestRight.com to see how the HarvestRight freeze dryer works.
[00:20:36.804 --> 00:20:38.686]  That's HarvestRight.com.
[00:20:39.326 --> 00:20:42.989]  Clean water at home, clean water at the office, clean water on the go.
[00:20:43.250 --> 00:20:49.174]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[00:20:49.495 --> 00:20:52.277]  Thousands of satisfied customers can't be wrong.
[00:20:52.637 --> 00:20:55.760]  For free shipping within the U.S., go to GoBerke.com or call 877-886-3653.
[00:20:55.780 --> 00:20:56.121]  That's 877-886-3653.
[00:20:56.141 --> 00:20:57.322]  Helping thousands prepare since 2005.
[00:20:57.362 --> 00:20:57.902]  GoBerke.com
[00:21:09.033 --> 00:21:12.034]  This is Michael Steger, candidate for Congress in San Francisco.
[00:21:12.754 --> 00:21:13.914]  There's a vote this Tuesday.
[00:21:14.774 --> 00:21:19.275]  If you want to send a message to both political parties and their Wall Street backers, here's your chance.
[00:21:19.915 --> 00:21:21.696]  It's time we impeach Obama.
[00:21:22.336 --> 00:21:23.836]  He's like Dick Cheney, but worse.
[00:21:24.436 --> 00:21:26.977]  Torture, spying, wars, bailouts.
[00:21:27.277 --> 00:21:28.117]  He's a disaster.
[00:21:28.537 --> 00:21:30.818]  He went straight to Wall Street and never turned back.
[00:21:31.880 --> 00:21:36.606]  Next, pass Glass-Steagall just like Franklin Roosevelt, and shut down Wall Street.
[00:21:37.006 --> 00:21:38.949]  It's time to put some bankers in jail.
[00:21:39.790 --> 00:21:48.861]  Then, go back to the policies of John Kennedy, reignite our space program and fusion research, and initiate big projects like water development to end the drought.
[00:21:49.702 --> 00:21:50.403]  You want a future?
[00:21:50.823 --> 00:21:52.345]  You want a nation you can be proud of?
[00:21:52.885 --> 00:21:55.468]  Then it's time to stop complaining and get out and vote.
[00:21:55.989 --> 00:21:57.370]  Tuesday, June 3rd.
[00:21:57.951 --> 00:21:58.732]  It's not about you.
[00:21:59.232 --> 00:22:00.113]  It's about the future.
[00:22:00.493 --> 00:22:01.735]  And now is the time to fight.
[00:22:02.275 --> 00:22:04.457]  This is Michael Steger and I have approved this message.
[00:22:04.938 --> 00:22:07.561]  This message has been paid for by the Michael Steger for Congress campaign.
[00:22:08.334 --> 00:22:10.896]  Hi folks, Alex Jones here with some important information.
[00:22:11.177 --> 00:22:16.041]  I want to tell you about Matt Redhawk and his team of patriots over at MyPatriotSupply.
[00:22:16.302 --> 00:22:24.129]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[00:22:24.409 --> 00:22:28.713]  Deciding to take action, a company run by patriots for patriots was born.
[00:22:28.933 --> 00:22:32.757]  My Patriot Supply has never taken a loan or accepted outside funding.
[00:22:32.917 --> 00:22:38.622]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:22:38.862 --> 00:22:41.645]  It is rare to find companies who practice what they preach.
[00:22:42.025 --> 00:22:47.170]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:22:47.370 --> 00:22:55.497]  Go to MyPatriotsSupply.com for slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:22:55.557 --> 00:22:55.838]  That's 866-229-0927.
[00:22:55.878 --> 00:22:58.740]  Do business with someone who shares your values.
[00:22:58.760 --> 00:22:59.721]  MyPatriotsSupply.com slash Alex.
[00:23:07.948 --> 00:23:11.410]  It's been said, those who control the food, control the people.
[00:23:11.630 --> 00:23:15.333]  Are you concerned about GMO foods making you sick and affecting your mind?
[00:23:15.433 --> 00:23:21.356]  Many people suffer from lack of energy, insomnia, loss of stamina, weight gain, and the inability to think clearly.
[00:23:21.636 --> 00:23:31.702]  Genetically modified crops, processed foods, and toxic chemicals can compromise your health and are silently destroying your digestive system, which accounts for 80% of your immune system.
[00:23:31.822 --> 00:23:36.245]  Take back control of your health with Pro-EM1 probiotic from Terraganic.
[00:23:36.485 --> 00:23:46.493]  Pro-EM1 probiotic helps protect your body against irritable bowel syndrome, constipation, Crohn's disease, celiac disease, diabetes, the common cold, and much more.
[00:23:46.654 --> 00:23:58.183]  And including a powerful probiotic like Pro-EM1 as part of your daily routine puts you back in control and prevents you from becoming a mindless zombie manipulated by the pharmaceutical and GMO agendas.
[00:23:58.363 --> 00:23:59.104]  Call Terraganic.
[00:23:59.224 --> 00:23:59.904]  We're good.
[00:24:26.542 --> 00:24:27.743]  Monday through Friday, 11 a.m.
[00:24:27.763 --> 00:24:28.283]  to 2 p.m.
[00:24:28.343 --> 00:24:28.683]  Central.
[00:24:28.703 --> 00:24:29.324]  We're here live.
[00:24:29.384 --> 00:24:30.344]  I'm your host Alex Jones.
[00:24:30.404 --> 00:24:33.186]  Riding shotgun today are David Knight and Paul Watson.
