[00:00:05.014 --> 00:00:06.216]  There is a war.
[00:04:56.430 --> 00:05:03.073]  I'm like, so you're telling me just to go to school and just blow all my money on it, but you won't tell me how much debt you graduated with or how much you continue to pay.
[00:05:03.473 --> 00:05:04.394]  It seems very, uh...
[00:05:05.154 --> 00:05:05.855]  We're good to go.
[00:05:20.976 --> 00:05:24.578]  Well, they said basically anybody of any gender can go into any restroom.
[00:05:24.918 --> 00:05:31.081]  So if you're some six foot five burly guy with a beard and you feel a little effeminate that day, you can walk right into a lady's restroom.
[00:05:31.441 --> 00:05:33.942]  I don't know if they want you to cop a squat, but you know, you can do that.
[00:05:34.242 --> 00:05:37.564]  I think it'd be a little weird to see a lady in the gentleman's room using the urinal.
[00:05:37.944 --> 00:05:39.685]  But so they said, you know, you can do this regardless.
[00:05:40.045 --> 00:05:48.187]  And now the city of Houston is coming down on the pastors and the preachers just saying, hey, you know, I think the men's bathroom is for the men and the ladies' bathroom is for the ladies.
[00:05:48.647 --> 00:05:59.310]  But we see, however, they have the lesbian mayor, Auntie Parker, and the city attorney, David Feldman, they rejected the petition, a petition of 50,000 signatures of people repealing it.
[00:05:59.330 --> 00:06:01.811]  They said, hey, we don't want everybody just to walk into the bathroom.
[00:06:01.831 --> 00:06:05.692]  They said, well, we think it's OK, said the mayor and the city attorney.
[00:06:06.152 --> 00:06:15.478]  The city shot back by demanding that pastors opposed to the law hand over communications with church members to determine which pastors have opposed or criticized the city.
[00:06:15.999 --> 00:06:20.962]  So, you know, just another way they're going to come after your freedom of religion, your First Amendment rights.
[00:06:21.242 --> 00:06:24.124]  This goes right in hand with the clergy response teams.
[00:06:24.685 --> 00:06:30.829]  And as KSLA News 12's Jeff Ferrell discovered, the clergy would help the government with potentially their biggest problem.
[00:06:31.551 --> 00:06:31.671]  Us.
[00:06:32.011 --> 00:06:37.996]  Gun confiscation is exactly what happened during the state of emergency following Hurricane Katrina in New Orleans.
[00:06:38.697 --> 00:06:47.304]  US troops also arrived, something far easier to do even now thanks to last year's elimination of the 1878 Posse Comitatus Act.
[00:06:47.784 --> 00:06:50.966]  That forbid US troops from policing on American soil.
[00:06:51.787 --> 00:07:00.272]  Easing public fears and quelling dissent would be critical, and that's exactly what the Clergy Response Team, as it's called, helped accomplish in New Orleans.
[00:07:00.792 --> 00:07:07.356]  Jeff, the primary thing that we say to anybody is let's cooperate and get this thing over with, and then we'll settle the differences once the crisis is over.
[00:07:07.636 --> 00:07:13.540]  Such Clergy Response Teams would walk a tightrope between the needs of the government versus the wishes of the public.
[00:07:14.040 --> 00:07:20.864]  In a lot of cases, these clergy would already be known in the neighborhoods in which they're helping to defuse that situation.
[00:07:21.164 --> 00:07:28.569]  For the clergy, one of the biggest tools that they will have in helping calm the public down or obey the law is the Bible itself.
[00:07:29.009 --> 00:07:30.470]  Specifically, Romans.
[00:07:30.950 --> 00:07:31.310]  Romans 13.
[00:07:31.370 --> 00:07:33.992]  Because the government's established all the law.
[00:07:34.652 --> 00:07:34.953]  You know?
[00:07:35.593 --> 00:07:36.914]  And that's what we believe in the Christian faith.
[00:07:36.934 --> 00:07:38.055]  That's what's stated in the scripture.
[00:07:38.795 --> 00:07:39.935]  And we'll go out to break with this.
[00:07:40.155 --> 00:07:40.435]  Caught!
[00:07:40.775 --> 00:07:43.076]  John McCain lies about Benghazi arms deal.
[00:07:43.116 --> 00:07:50.357]  But you know John McCain, the war hawk, goes hangs out with Al Qaeda rebels and then demonizes his political opposition because they don't make the same mistakes that he does.
[00:07:50.697 --> 00:07:52.078]  So that's John McCain in a nutshell.
[00:07:52.098 --> 00:07:53.678]  We'll bring you that going out to break.
[00:07:53.878 --> 00:07:58.759]  But stay tuned because coming up after this break, Rob Dew has a special report detailing internet trolls.
[00:07:59.019 --> 00:08:00.959]  Then Leanne McAdoo has a special report as well.
[00:08:01.300 --> 00:08:07.681]  And Alex Jones will tell you about an exclusive offer available in the InfoWars shop, something that's kryptonite to the Obama administration.
[00:08:07.841 --> 00:08:08.341]  Stay tuned.
[00:08:09.156 --> 00:08:15.237]  Senator, how do we know that the arms that are going to the Syrian rebels are not going to get into the hands of ISIS?
[00:08:15.896 --> 00:08:24.460]  Because if we had people who were there to funnel it to the right people, and I know these people, and I know who they are, and I know how to do it, and so do other people.
[00:08:24.840 --> 00:08:34.365]  It's this administration that doesn't want to do it, that is sending them to certain death when they're training them and not preventing Bashar Assad from barrel bombing them.
[00:08:34.665 --> 00:08:35.445]  It's disgraceful.
[00:08:35.645 --> 00:08:36.366]  It's immoral.
[00:08:36.386 --> 00:08:41.468]  Do you have any comments about the arms deal from Benghazi getting into the hands of the Syrian office?
[00:08:42.789 --> 00:08:43.449]  That didn't happen.
[00:08:43.729 --> 00:08:45.350]  The 15,000 Stinger Missiles.
[00:08:45.410 --> 00:08:46.671]  No, it didn't happen.
[00:08:47.231 --> 00:08:47.852]  It didn't happen.
[00:08:48.012 --> 00:08:48.612]  It didn't happen.
[00:08:48.652 --> 00:08:49.893]  Why would you think such a thing?
[00:08:50.193 --> 00:08:52.634]  Somebody is really not informing you well.
[00:08:52.835 --> 00:08:57.437]  Tosh Plumley of the CIA said that the 15,000 Stinger Missiles got into the hands of the Syrian army.
[00:08:57.457 --> 00:09:00.479]  Yes, and he also said pigs fly and the sun comes up in the west.
[00:09:07.103 --> 00:09:08.143]  DNA Force.
[00:09:08.184 --> 00:09:11.445]  When cells become toxic, they die early and aging sets in.
[00:09:11.465 --> 00:09:12.485]  DNA Force.
[00:09:12.625 --> 00:09:20.649]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:09:20.769 --> 00:09:25.831]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:09:25.871 --> 00:09:26.871]  DNA Force.
[00:09:26.911 --> 00:09:28.732]  We now have the synergistic solution.
[00:09:28.892 --> 00:09:33.054]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:09:33.074 --> 00:09:33.474]  DNA Force.
[00:09:36.815 --> 00:09:40.157]  The globalist social engineers are not just targeting us with propaganda.
[00:09:40.257 --> 00:09:42.519]  They are manipulating our genetics.
[00:09:42.679 --> 00:09:50.985]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:09:51.285 --> 00:10:06.595]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs and then concentrated for maximum
[00:10:06.855 --> 00:10:07.335]  I'm good.
[00:10:44.537 --> 00:10:50.521]  The city of Houston demanded to see pastors' sermons in a chilling attempt to silence free speech.
[00:10:50.841 --> 00:10:54.604]  The controversy is centered around Houston's so-called bathroom bill.
[00:10:54.924 --> 00:11:00.248]  It's a law that passed in June, allowing members of the opposite sex to use each other's restrooms.
[00:11:00.728 --> 00:11:05.650]  Houston residents responded by collecting 50,000 signatures to get the measure repealed.
[00:11:05.870 --> 00:11:14.854]  But the city's lesbian mayor and her city attorney rejected the petition, and this prompted its supporters and the Alliance Defending Freedom to file a lawsuit.
[00:11:15.134 --> 00:11:19.316]  Well, the city shot back, and they demanded that pastors who were opposed to the law
[00:11:19.716 --> 00:11:24.542]  Hand over their communications with church members regarding transgender individuals.
[00:11:24.822 --> 00:11:32.451]  The attempt to intimidate pastors by obtaining any sermons and communications is clearly a violation of the First Amendment.
[00:11:32.792 --> 00:11:38.659]  It's a full frontal assault on religious freedom and a blatant abuse of power against political enemies.
[00:11:38.959 --> 00:11:44.603]  Now, we know that the government is all about the separation of church and state when it comes to tax exemption.
[00:11:45.044 --> 00:11:51.209]  But, to them, the church is quite a handy place of infiltration when it comes to exerting their authority.
[00:11:51.629 --> 00:11:57.734]  NSKS LA News 12's Jeff Ferrell discovered that clergy would help the government with potentially their biggest problem.
[00:11:59.102 --> 00:12:07.608]  Easing public fears and quelling dissent would be critical, and that's exactly what the Clergy Response Team, as it's called, helped accomplish in New Orleans.
[00:12:08.028 --> 00:12:13.931]  Such Clergy Response Teams would walk a tightrope between the needs of the government versus the wishes of the public.
[00:12:14.432 --> 00:12:21.256]  In a lot of cases, these clergy would already be known in the neighborhoods in which they're helping to defuse that situation.
[00:12:21.556 --> 00:12:28.980]  For the clergy, one of the biggest tools that they will have in helping calm the public down or obey the law is the Bible itself.
[00:12:29.400 --> 00:12:30.841]  Specifically, Romans.
[00:12:31.341 --> 00:12:32.282]  Romans 13.
[00:12:32.642 --> 00:12:36.144]  A government that sees itself as God wants to be worshipped.
[00:12:36.604 --> 00:12:39.545]  So naturally, tyrannical governments invade the church.
[00:12:40.106 --> 00:12:43.587]  And this invasion is typically granted by way of Romans 13.
[00:12:43.667 --> 00:12:46.209]  Because the government's established by the Lord.
[00:12:46.889 --> 00:12:47.209]  You know?
[00:12:47.489 --> 00:12:49.130]  And that's what we believe in the Christian faith.
[00:12:49.150 --> 00:12:50.271]  That's what's stated in the scripture.
[00:12:50.851 --> 00:13:06.604]  And if we don't get the preachers of America to shake off this asinine interpretation of Romans Chapter 13, to obey the government no matter what, we are going to repeat the fate and the destiny of Germany.
[00:13:06.684 --> 00:13:16.312]  The Nazi regime took Romans Chapter 13, they created entire messages around that fallacious interpretation, sent it out to the churches.
[00:13:16.972 --> 00:13:17.714]  And the pastors.
[00:13:18.034 --> 00:13:22.062]  And then they regurgitated it in their pulpits in Nazi Germany.
[00:13:22.082 --> 00:13:25.909]  The net result was, of those 14,000 evangelical churches, 800.
[00:13:27.936 --> 00:13:39.923]  So the battle has always been, will men be free to be governed by God, or will they submit to the tyrannical reign of those who would usurp the authority of God?
[00:13:39.963 --> 00:13:40.904]  Now even non-Christians
[00:13:53.391 --> 00:13:58.032]  Even non-Christians must have the freedom to either choose to worship God or not.
[00:13:58.172 --> 00:14:00.893]  And that is central to our understanding of freedom in this country.
[00:14:01.233 --> 00:14:08.415]  That's why we have this sacrosanct doctrine that we believe that all men are free in the matter of faith and religion.
[00:14:08.715 --> 00:14:10.976]  Without that, you're reduced to tyranny.
[00:14:10.996 --> 00:14:12.436]  You're reduced to despotism.
[00:14:12.976 --> 00:14:15.257]  And I think that's the battle, Alex, that we're facing today.
[00:14:15.677 --> 00:14:28.947]  God's trying to make you free so you can choose free will and develop as your own person, but the globalists and throughout history, they're always trying to become God, act like God, take your free will to make you a slave.
[00:14:29.407 --> 00:14:34.151]  They're really going after everybody's free will and they want the state to be God.
[00:14:34.711 --> 00:14:41.056]  Our struggle is not against flesh and blood, but against the forces that rule and govern this dark world.
[00:14:41.892 --> 00:14:46.144]  And that's why we have the famous quote by the founders, resistance to tyrants is obedience to God.
[00:14:54.443 --> 00:15:00.748]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:15:01.108 --> 00:15:02.589]  I believe our research is conclusive.
[00:15:02.609 --> 00:15:03.970]  This is the best iodine out there.
[00:15:04.250 --> 00:15:05.371]  And I know this for a fact.
[00:15:05.911 --> 00:15:10.695]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:15:10.815 --> 00:15:14.918]  For a limited time, experience the ancient power of Survival Shield X2.
[00:15:15.098 --> 00:15:20.302]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[00:15:24.562 --> 00:15:30.523]  Introducing the first proprietary oxygen-based intestinal cleanser, Oxy-Powder.
[00:15:31.184 --> 00:15:35.405]  Backed by FDA approved Phase 1, 2, and 3 clinical trials.
[00:15:35.885 --> 00:15:42.166]  All the toxins from the air, the food, the water, ultimately ends up in the gut or affects the gut.
[00:15:42.286 --> 00:15:47.447]  Take your health into your own hands and start cleansing your body today with Oxy-Powder.
[00:15:47.988 --> 00:15:51.748]  Secure your Oxy-Powder today at InfoWarsLife.com.
[00:15:51.868 --> 00:15:53.669]  That's InfoWarsLife.com.
[00:15:55.523 --> 00:16:07.587]  Hey guys, Rob Doo from Infowars.com, and the subject of today's report is something that anybody out there who's ever been online or ever commented on a story or ever put anything online has experienced, and that's trolls.
[00:16:08.667 --> 00:16:10.267]  No, I don't mean those trolls.
[00:16:12.008 --> 00:16:12.588]  Trolls.
[00:16:12.608 --> 00:16:15.629]  I hate trolls.
[00:16:16.269 --> 00:16:16.449]  Look!
[00:16:16.469 --> 00:16:16.769]  Trolls!
[00:16:19.798 --> 00:16:22.239]  Miserable no good robbing trolls.
[00:16:22.719 --> 00:16:27.541]  That's right, the trolls that Willow hates and that Thorne Oakenshield called miserable no good robbing.
[00:16:28.321 --> 00:16:37.745]  It's the trolls that live in the basement of their parents and eat Hot Pockets and do nothing but comment on the things that other people are doing out there when they themselves have no life of their own.
[00:16:38.185 --> 00:16:39.105]  What if we run out of food?
[00:16:39.666 --> 00:16:40.726]  Don't worry, I have that covered.
[00:16:41.586 --> 00:16:41.906]  Ma'am?
[00:16:42.387 --> 00:16:42.767]  Yes, hon?
[00:16:44.721 --> 00:16:46.822]  So why am I doing this in front of the entertainment wall?
[00:16:47.422 --> 00:16:50.263]  Well, I find trolls a big source of entertainment.
[00:16:50.823 --> 00:16:53.644]  Pretty much everybody here at InfoWars, we kind of like our trolls.
[00:16:54.264 --> 00:16:55.365]  They come to us every day.
[00:16:55.785 --> 00:16:57.185]  They give us lots of laughs.
[00:16:57.425 --> 00:17:02.707]  I mean, it's really entertaining to watch the trolls, so that's why I'm doing this in front of the entertainment wall, just to let you know.
[00:17:03.107 --> 00:17:03.227]  Oh!
[00:17:03.387 --> 00:17:04.668]  Ain't no where that came from!
[00:17:05.268 --> 00:17:09.011]  But I'm not just going to talk about the ones that live in their parents' basement and the tactics they use.
[00:17:09.372 --> 00:17:17.058]  I'm going to talk about the ones that are actually paid for by governments to go out there and change public opinion and put disinformation out to confuse you.
[00:17:17.438 --> 00:17:18.659]  So the issue is always clouded.
[00:17:18.679 --> 00:17:20.901]  So you never know who to trust or who's right or who's wrong.
[00:17:21.322 --> 00:17:21.642]  That's right.
[00:17:21.662 --> 00:17:24.004]  We're going to really discuss trolls today.
[00:17:24.444 --> 00:17:24.845]  What is it?
[00:17:26.226 --> 00:17:26.606]  Trolls.
[00:17:38.396 --> 00:17:43.220]  Today we're going to start with the death of a troll, or an alleged troll we could say.
[00:17:43.721 --> 00:17:45.642]  That's right, this is out of London AFP.
[00:17:45.982 --> 00:17:48.685]  Death of British troll sparks debate over internet bile.
[00:17:49.690 --> 00:17:57.436]  The death of a British woman accused of a vicious campaign of online abuse against the parents of Madeleine McCain has ignited a debate over the growing scourge of internet trolls.
[00:17:58.057 --> 00:18:07.584]  Brenda Leland was found dead in a hotel room earlier this month after being confronted by Sky News over her alleged trolling of Kate and Jerry McCain, whose three-year-old daughter went missing in Portugal in 2007.
[00:18:08.685 --> 00:18:15.571]  Using the Twitter handle, the 63-year-old reportedly posted thousands of hate-filled messages about the couple.
[00:18:16.505 --> 00:18:21.031]  So at 63, this alleged troll doesn't quite fit the profile of what a normal troll would be.
[00:18:21.532 --> 00:18:30.985]  Most trolls are pre-teen to early 20s, male, or really disgruntled females, and, once again, live in their parents' basement.
[00:18:33.595 --> 00:18:35.577]  But she is part of the new breed of troll.
[00:18:36.038 --> 00:18:40.343]  The one that doesn't really put out any information or even tries to make an argument in their favor.
[00:18:40.904 --> 00:18:43.507]  No, it's just one that viciously attacks over and over again.
[00:18:44.188 --> 00:18:46.170]  And even the old school trolls, they're getting mad.
[00:18:46.491 --> 00:18:48.032]  Here's an article from Vice Magazine.
[00:18:48.593 --> 00:18:51.417]  OG internet trolls are upset their hobby is being ruined.
[00:18:51.877 --> 00:19:00.844]  There are plenty from this old guard still lurking around the online undergrowth who consider antagonizing and upsetting people in clever ways over the internet to be an art form, a calling even.
[00:19:01.265 --> 00:19:05.788]  They see trolling as a basic form of political protest and something that can benefit society.
[00:19:06.289 --> 00:19:13.135]  And they are frustrated that it's being debased by idiots who send racist abuse to celebrities and athletes from anonymous Twitter accounts.
[00:19:13.775 --> 00:19:22.261]  In fact, this online abuse and vicious attacking has gotten so bad that countries and even states here in the United States are considering making it illegal.
[00:19:22.641 --> 00:19:25.303]  Now that's a crackdown on the First Amendment, and that's something we don't like.
[00:19:25.903 --> 00:19:29.145]  And it's like I always say to my kids, if somebody's calling you names, what do you do?
[00:19:29.886 --> 00:19:36.810]  Sticks and stones may break my bones, but words can never, ever, ever hurt me.
[00:19:37.370 --> 00:19:37.951]  They can't do it.
[00:19:39.161 --> 00:19:40.221]  So let's get back to these laws.
[00:19:40.441 --> 00:19:44.843]  Arizona legislature passes internet censorship bill to make trolling illegal.
[00:19:45.763 --> 00:19:51.525]  Many experts have argued that the internet has turned into a lawless wasteland where knowledge enters and ignorance exits.
[00:19:52.145 --> 00:20:00.008]  The Arizona state legislature on Monday passed an internet censorship bill that extends telephone harassment laws to the internet and other means of electronic communication.
[00:20:00.708 --> 00:20:08.174]  The legislation aims to put an end to cyberbullying and states that virtually anything said online that the state deems offensive can be a punishable offense.
[00:20:08.674 --> 00:20:17.621]  Law enforcement officials will be able to charge internet lawbreakers with a Class 1 misdemeanor which is punishable by a $2,500 fine and up to six months in jail.
[00:20:18.202 --> 00:20:21.885]  The real scary part of that is anything that the state deems offensive.
[00:20:22.205 --> 00:20:23.106]  Well, that could be anything.
[00:20:23.936 --> 00:20:26.721]  What if you don't like a certain holiday that they celebrate in that state?
[00:20:27.342 --> 00:20:29.025]  What if you criticize a certain politician?
[00:20:29.666 --> 00:20:30.668]  Well, that could be offensive.
[00:20:31.596 --> 00:20:32.596]  And then they could come after you.
[00:20:33.416 --> 00:20:35.917]  A quick look in Australia's internet trolling laws.
[00:20:36.237 --> 00:20:39.917]  The Criminal Code, Part 10.6, regulates internet services.
[00:20:40.097 --> 00:20:52.099]  And some of the areas that the part encompasses are child abuse, child pornography, as well as using a carriage service to menace, harass, or cause offense to an unreasonable person, as stated in Part 10.6, Division 474.17.
[00:20:53.000 --> 00:20:59.001]  So they're lumping in child abuse and pornography with saying something that's offensive.
[00:20:59.481 --> 00:21:00.581]  That's really scary.
[00:21:01.221 --> 00:21:04.522]  So, pedophiles could get the same thing as somebody who just is a troll.
[00:21:05.162 --> 00:21:05.442]  Wow!
[00:21:06.163 --> 00:21:07.203]  In England, it's even worse.
[00:21:08.403 --> 00:21:11.924]  Cyberbullies could face two years in jail under new internet troll rules.
[00:21:12.645 --> 00:21:18.807]  People convicted of cyberbullying and text message abuse could face up to two years in prison under plans backed by the government.
[00:21:19.067 --> 00:21:21.788]  And this just came out in March of 2014.
[00:21:22.948 --> 00:21:25.789]  But with England, they've always been going after people's free speech.
[00:21:26.149 --> 00:21:28.512]  In fact, in 2002 we covered this article.
[00:21:28.812 --> 00:21:30.033]  This is out of the BBC News.
[00:21:30.394 --> 00:21:32.576]  Columnist arrested over race speech.
[00:21:33.257 --> 00:21:39.163]  Robin Page, 61, a farmer and countryside campaigner, was questioned over remarks he made at a fair in Frampton.
[00:21:40.046 --> 00:21:43.228]  So England's always been going after people and their free speech.
[00:21:43.308 --> 00:21:45.889]  But now they're going to start coming after it on the internet.
[00:21:45.909 --> 00:21:48.550]  And other places around the world and even here in the United States are joining in.
[00:22:08.609 --> 00:22:12.711]  But let's look at something that's even weirder than that, and that is government-paid trolls.
[00:22:13.051 --> 00:22:20.155]  These are people who are paid for by corporations and other governments to mislead the public or kind of guide them in a certain direction.
[00:22:20.635 --> 00:22:30.860]  First article is out of The Atlantic, The Kremlin's Troll Army, and it states, Anton Nosk, a popular Russian blogger and programmer who is sometimes referred to as the father of the Russian Internet,
[00:22:31.340 --> 00:22:35.902]  Says the Kremlin is falling back on a time-honored strategy in its propaganda war on Ukraine.
[00:22:36.262 --> 00:22:38.663]  But this time he says the stakes are higher than ever before.
[00:22:39.184 --> 00:22:43.165]  BuzzFeed reports that at least one trolling company, Internet Research Agency in St.
[00:22:43.205 --> 00:22:48.128]  Petersburg, is expected to spend more than $10 million in 2014 alone.
[00:22:49.068 --> 00:22:52.630]  So what is the typical life of a paid government troller?
[00:22:52.650 --> 00:22:55.311]  I hate trolls.
[00:22:56.670 --> 00:23:02.500]  Back in February 2011, a writer for the New Statesman did an interview with a paid government troll.
[00:23:02.821 --> 00:23:03.462]  Here's the headline.
[00:23:07.264 --> 00:23:08.204]  Here's his first question.
[00:23:09.005 --> 00:23:11.385]  When and from where did you receive directives for your work?
[00:23:12.066 --> 00:23:20.788]  Almost every morning at 9 a.m., I received an email from my superiors, the Internet Publicity Office of the local government, telling me about the news we were to comment on that day.
[00:23:21.349 --> 00:23:26.030]  Sometimes it specifies the website to comment on, but most of the time it's not limited to certain websites.
[00:23:26.170 --> 00:23:28.231]  You just find the relevant news and comment on it.
[00:23:28.931 --> 00:23:30.733]  And then he gives three steps that he follows.
[00:23:30.853 --> 00:23:35.397]  You receive the task, you search the topic, and you post comments to guide public opinion.
[00:23:35.437 --> 00:23:37.419]  He actually says this, to guide public opinion.
[00:23:38.260 --> 00:23:43.324]  And he said at least 60-70% of the stuff he was given was on a local level, not national.
[00:23:43.364 --> 00:23:47.308]  But that's still another 30% to national or other international issues.
[00:23:48.615 --> 00:23:51.676]  Can you tell which online comments are by online commentators?
[00:23:51.816 --> 00:23:53.676]  Other words, paid government trolls.
[00:23:54.336 --> 00:24:02.098]  Because I do this, I can tell you at a glance that there are 10-20% out there of the tens of thousands of comments posted on a forum that are made by online commentators.
[00:24:02.598 --> 00:24:11.321]  That may not seem like much, but these guys are doing it every day, over and over again, citing different facts to guide people in certain situations.
