[00:00:00.089 --> 00:00:00.550]  I don't know.
[00:03:53.859 --> 00:03:55.641]  I want to write some notes and kind of think about it.
[00:03:59.096 --> 00:04:13.284]  If you read Genesis, that is a story of God destroying the human life on earth because of evil and because of genetic pollution breeding with fallen angels.
[00:04:14.245 --> 00:04:17.166]  Now, that's clearly what the Bible says.
[00:04:18.207 --> 00:04:22.029]  And, again, your mainline preachers can't deal with it.
[00:04:23.309 --> 00:04:26.052]  And so they want to keep everybody basically away from that information.
[00:04:26.733 --> 00:04:28.755]  But that's basically where this film goes.
[00:04:30.217 --> 00:04:30.838]  It's kind of like...
[00:04:32.332 --> 00:04:33.773]  Prometheus meets the Bible.
[00:04:34.473 --> 00:04:54.967]  And see, what's happening is the elites are now looking at all the genetic codes, and the scientists are, and a lot of them that were atheists are freaking out and going public saying, okay, we were clearly designed, there is a creator, and so they want to rebel against Christianity that's been proven accurate, the real Christianity, and of course Judaism that it came out of, and those accurate records that were kept.
[00:04:56.795 --> 00:04:58.877]  By the scribes that passed on the information.
[00:04:59.417 --> 00:05:04.722]  They don't want to admit that's right, so they basically say, okay, space aliens created us.
[00:05:05.923 --> 00:05:11.268]  But regardless, the point is, it's the question of our age.
[00:05:12.269 --> 00:05:18.014]  And it is a story of depopulation, but because the genetics had been destroyed.
[00:05:19.847 --> 00:05:27.714]  And you now see the attack by the globalists today trying to change human genetics irrevocably with the GMO that actually changed our genetics on record.
[00:05:28.535 --> 00:05:36.682]  And then you realize, oh my gosh, this is the same story repeating, but God won't destroy the earth this time with water, but with fire.
[00:05:39.292 --> 00:05:41.333]  And then you realize these aren't just allegories.
[00:05:41.433 --> 00:05:44.554]  You realize this isn't just stuff people made up.
[00:05:45.294 --> 00:05:47.355]  You realize this is repeating itself.
[00:05:47.475 --> 00:05:48.375]  It's incredible!
[00:05:49.276 --> 00:05:50.596]  It's incredible!
[00:05:52.697 --> 00:05:56.378]  And every ancient culture has the same flood story from the same period.
[00:05:59.939 --> 00:06:02.000]  So we're going to be talking about that some in the third hour.
[00:06:02.060 --> 00:06:03.301]  Again, I'm not endorsing the film.
[00:06:04.621 --> 00:06:06.502]  I think the people that made it were trying to be good.
[00:06:07.543 --> 00:06:11.666]  But I mean, you know, it's like Kane is like an Alex Jones character who's pro-human.
[00:06:12.026 --> 00:06:13.707]  It's got some serious problems.
[00:06:15.429 --> 00:06:19.732]  All right, ladies and gentlemen, we'll be right back on the other side.
[00:06:19.772 --> 00:06:22.374]  But I think we all do have a twist of Kane in us, don't we?
[00:06:23.414 --> 00:06:25.396]  We'll be right back, ladies and gentlemen, on the other side.
[00:06:25.736 --> 00:06:30.660]  We've got the incredible video and audio of our reporters at Fort Hood, psychotropics yet again.
[00:06:33.396 --> 00:06:37.391]  A chemical spill contaminating the water supply in nine West Virginia counties.
[00:06:37.411 --> 00:06:38.274]  This year alone, over 300,000.
[00:06:39.963 --> 00:06:46.447]  Filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins and heavy metals in your tap water.
[00:06:46.607 --> 00:06:50.249]  On average, the county says it sprays with the glyphosate at least once a week.
[00:06:50.529 --> 00:06:54.712]  Few filters cut out the glyphosate that is found in water supplies worldwide.
[00:06:54.892 --> 00:07:00.775]  Remove pesticides, herbicides, chloramines, hydrofluorosilicic acid, sodium hexafluorosilicate.
[00:07:00.815 --> 00:07:04.538]  Fluoride is in tea, it's in coffee, it's in water, it's in bread, it's in toothpaste.
[00:07:04.718 --> 00:07:07.239]  It is our responsibility to protect our families.
[00:07:07.399 --> 00:07:08.760]  The establishment's not going to do it.
[00:07:08.880 --> 00:07:10.102]  It's time to take action.
[00:07:10.242 --> 00:07:11.924]  It's time to filter our water.
[00:07:12.044 --> 00:07:20.675]  For a limited time, use the promo code WATER15 and get 15% off on all ProPure systems at InfowarsStore.com or call toll free 888-253-3139.
[00:07:24.505 --> 00:07:31.673]  From a water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:07:31.773 --> 00:07:33.935]  But it's not just the air outside that's toxic.
[00:07:34.136 --> 00:07:39.341]  Indoor air has been shown to have 2 to 5 times higher concentrations of pollutants than even outdoor air.
[00:07:39.481 --> 00:07:44.587]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:07:44.727 --> 00:07:47.830]  There are more than 42 million smokers in the United States.
[00:07:48.110 --> 00:07:52.033]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:07:52.233 --> 00:07:56.536]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:07:56.637 --> 00:08:06.765]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:08:06.985 --> 00:08:09.547]  Made with organic and wild cultivated herbs,
[00:08:09.747 --> 00:08:15.813]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet for more than a decade.
[00:08:34.952 --> 00:08:41.895]  My favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:08:42.055 --> 00:08:46.756]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:08:46.936 --> 00:08:53.619]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:08:53.719 --> 00:09:00.781]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:09:00.881 --> 00:09:02.682]  Hands down, this is my favorite coffee.
[00:09:02.782 --> 00:09:07.765]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:09:07.905 --> 00:09:12.267]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:09:12.387 --> 00:09:15.649]  Available in original or with our immune support infusion blend.
[00:09:15.789 --> 00:09:21.913]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:09:22.073 --> 00:09:23.754]  Available at Infowarslife.com.
[00:09:36.491 --> 00:09:41.160]  Live from the InfoWars.com studios, it's Alex Jones.
[00:09:52.927 --> 00:10:07.394]  At military bases like Fort Hood, Texas and other installations around the country, there was a nationwide manhunt for a former army soldier they believed was preparing to carry out a jihad mass shooting attack at military bases.
[00:10:08.375 --> 00:10:09.255]  They weren't sure where.
[00:10:09.855 --> 00:10:10.156]  Then...
[00:10:11.252 --> 00:10:23.186]  Someone reportedly on psychotropic drugs and under psychiatric care as well as Ambien on its own insert saying it can cause psychotic breaks, sleepwalking, murder, you name it.
[00:10:24.195 --> 00:10:27.256]  We now learn that he killed himself and three others, injuring 16.
[00:10:27.856 --> 00:10:30.817]  And we have the suspect's name and information.
[00:10:31.237 --> 00:10:45.321]  Lieutenant General Mark Milley, the commander, the three-star general over Fort Hood, Texas military base, was being asked the classic softball questions by the corporate, prostitute, lapdog, sycophant media.
[00:10:45.921 --> 00:10:47.682]  But as soon as the shooting began,
[00:10:48.820 --> 00:10:50.140]  That was in the news.
[00:10:50.521 --> 00:11:10.128]  Jakari Jackson and Kit Daniels, two of our Infowars.com reporters, got in a car and drove the hour and a half to Fort Hood and were at the press conference and were the reporters that asked about was he on drugs and how long did it take for the police to respond?
[00:11:11.250 --> 00:11:12.911]  And the word is 10 to 15 minutes.
[00:11:12.931 --> 00:11:16.413]  They're going back and forth because it is a huge base.
[00:11:16.513 --> 00:11:19.315]  I mean, it's the biggest military base in the world.
[00:11:19.935 --> 00:11:23.698]  It's about six times the size of Dallas, Texas, conservatively.
[00:11:24.698 --> 00:11:32.263]  And so they had to respond, and it took them a while to get there, where he was shooting people up in a personal dispute, reportedly.
[00:11:33.784 --> 00:11:38.687]  And the general says he doesn't think people should be able to have concealed carry on the base.
[00:11:39.994 --> 00:11:41.755]  The quote law enforcement should have that.
[00:11:42.095 --> 00:11:52.038]  So you got soldiers that are trained to kill people and break things but they can't have guns when they're on the base in their own private homes.
[00:11:52.498 --> 00:11:55.359]  You got to lock them up in the armory even in the bases that allow that.
[00:11:55.819 --> 00:11:56.519]  That's outrageous.
[00:11:57.539 --> 00:11:59.300]  So people can be victims
[00:12:00.410 --> 00:12:02.872]  In a victim disarmament zone just like the Naval Yard.
[00:12:03.172 --> 00:12:04.353]  And remember the Naval Yard?
[00:12:04.914 --> 00:12:11.819]  They fought to keep it secret that he was on a bunch of psychiatric drugs and had been in psychiatric care.
[00:12:12.220 --> 00:12:20.487]  And the police had been called not once, not twice, but three times to hotels where he said the government was mind controlling him.
[00:12:21.328 --> 00:12:24.972]  Now, normally I'd say that's just a schizophrenic or somebody on these drugs that makes you crazy.
[00:12:25.692 --> 00:12:31.799]  The problem was he was in classified areas with DARPA, with ELF mind control type systems.
[00:12:32.981 --> 00:12:38.543]  And then showed up with a shotgun that said My ELF Weapon on it, reportedly shooting people.
[00:12:39.083 --> 00:12:40.564]  And they had a drill there two days before.
[00:12:40.984 --> 00:12:46.646]  So very, very, very, very, very suspicious.
[00:12:47.126 --> 00:12:50.568]  Jakari Jackson and Kit Daniels are gonna be in studio.
[00:12:50.788 --> 00:12:56.450]  They were up till about four in the morning getting their video report, coming back to Austin, getting their video report filed.
[00:12:56.470 --> 00:12:57.330]  Jakari's coming in.
[00:12:57.690 --> 00:12:58.471]  Kit's already here.
[00:12:58.491 --> 00:13:01.352]  I don't even expect him to come in, but if he gets in, we're gonna have him in here.
[00:13:02.132 --> 00:13:03.393]  At the bottom of the hour.
[00:13:03.433 --> 00:13:05.575]  So great job to our reporters on that.
[00:13:06.656 --> 00:13:10.459]  Let me go over what we know right now that I'm going to air part of this press conference.
[00:13:10.479 --> 00:13:12.580]  We'll have more of that on the Nightly News tonight.
[00:13:13.541 --> 00:13:15.683]  Where our reporters asked all the real questions.
[00:13:16.563 --> 00:13:20.086]  And when the General says no, he doesn't think anybody should have concealed carry on base, even off-duty.
[00:13:21.187 --> 00:13:24.549]  Kit goes, so it takes 15 minutes for the police to get there.
[00:13:25.590 --> 00:13:28.172]  But still no one should be allowed to be armed.
[00:13:28.872 --> 00:13:29.373]  In a barracks.
[00:13:31.229 --> 00:13:36.133]  And I think, you know, their concern is you'll get younger recruits and people that'll get in fights and shoot each other.
[00:13:36.754 --> 00:13:37.754]  Well, that's going to happen anyways.
[00:13:37.814 --> 00:13:38.575]  People are going to get a gun.
[00:13:39.136 --> 00:13:42.518]  With a bunch of trained killers, who've been serving 5, 6, 7 tours.
[00:13:43.179 --> 00:13:48.303]  Look at Sergeant Bales, who climbed over the wire and killed 18 people, torturing children, burning them to death.
[00:13:48.603 --> 00:13:52.166]  Turned out he was on multiple psychotropics, didn't know what planet he was on.
[00:13:52.186 --> 00:13:54.909]  A few years ago, they're trying the guy right now.
[00:13:56.270 --> 00:13:59.753]  They had a guy walk around with a gun, didn't know who he was, like a zombie.
[00:14:00.749 --> 00:14:04.972]  In a Walmart, the cop walks around the corner and says, drop the gun.
[00:14:06.032 --> 00:14:07.893]  And the guy just ignores him, walking like a zombie.
[00:14:07.953 --> 00:14:09.694]  I would immediately, if I was a cop, go around the corner.
[00:14:10.215 --> 00:14:13.677]  And then, you know, shoot the person or whatever from concealment.
[00:14:13.957 --> 00:14:15.098]  Cop didn't do that, got shot.
[00:14:15.868 --> 00:14:17.609]  But the point is, it's too bad he got killed.
[00:14:17.629 --> 00:14:18.950]  I'm not making any judgment there.
[00:14:19.650 --> 00:14:22.732]  I said then, he will be on psychotropics, probably Ambien.
[00:14:23.452 --> 00:14:25.733]  Because nothing is as bad as Ambien.
[00:14:26.053 --> 00:14:31.056]  And again, I'm not saying it's okay what Sergeant Bales did, or the guy in Austin, Texas, or all those other cases.
[00:14:31.216 --> 00:14:33.937]  But the point is, they might as well be on PCP, folks!
[00:14:35.658 --> 00:14:38.640]  And if you kill somebody on PCP, you end up getting manslaughter.
[00:14:38.960 --> 00:14:41.621]  You don't get murder or murder one, premeditated.
[00:14:42.061 --> 00:14:44.843]  Because you don't know what planet you're on.
[00:14:46.840 --> 00:14:47.561]  And that's the issue.
[00:14:47.641 --> 00:14:54.347]  We're putting people that have served four, five, six, seven, eight, nine, ten tours, in some cases, that no military's ever done in history.
[00:14:55.648 --> 00:15:01.694]  I grew up around a lot of World War II vets that served two tours, and were all screwed up to a certain extent.
[00:15:01.994 --> 00:15:06.258]  They were all really nice, the type of people that would, if you messed with them, they'd kill you.
[00:15:07.659 --> 00:15:11.363]  And the police even back then knew pulling over old vets and stuff is incredibly dangerous.
[00:15:12.287 --> 00:15:15.710]  People that have just served a couple tours because they just are not going to be pushed around.
[00:15:16.390 --> 00:15:17.231]  And that's the issue.
[00:15:17.271 --> 00:15:22.034]  You put people in hardcore stress and combat, they're going to get what they call PTSD.
[00:15:23.695 --> 00:15:26.738]  And you keep them in combat, you put them on these drugs,
[00:15:27.956 --> 00:15:30.218]  And this is a way to discredit the military, folks.
[00:15:30.518 --> 00:15:38.443]  They're now going to put them all on drugs, monitor them all, take all the military personnel's rights away, out of hand, give them, quote, anti-stress vaccines.
[00:15:38.744 --> 00:15:46.209]  They're announcing that literally destroy parts of the brain associated with aggression, but also with endorphins and enjoyment and religious experiences.
[00:15:47.390 --> 00:15:51.452]  This is how, you know, they come in and federalize the media and have it tell lies for decades and discredit it.
[00:15:51.773 --> 00:15:52.413]  It implodes.
[00:15:52.453 --> 00:15:56.376]  They come out with pure state-run media after that, run by the government completely.
[00:15:57.776 --> 00:16:02.478]  They militarize and federalize the police, then the police act like, you know, murderers.
[00:16:02.518 --> 00:16:05.740]  The feds come in and fully federalize when they've trained them how to act like that.
[00:16:05.760 --> 00:16:08.802]  And it's the same thing with the drugging.
[00:16:09.102 --> 00:16:15.365]  And I mean, the average military people I know in the Marines or the Army have served five tours in combat.
[00:16:16.686 --> 00:16:19.908]  I have family that has served over 20 tours.
[00:16:21.305 --> 00:16:22.445]  Thirty years in the U.S.
[00:16:22.505 --> 00:16:22.725]  Army.
[00:16:23.605 --> 00:16:25.266]  Twenty ters in combat.
[00:16:26.026 --> 00:16:35.628]  In Africa, and South America, and Central America, and Asia, and in the Dominican Republic, and in the Middle East, and Afghanistan, and Iraq.
[00:16:35.868 --> 00:16:36.888]  I mean, there's a bunch of people.
[00:16:37.148 --> 00:16:39.809]  I got cousins that are fifty years old, folks.
[00:16:39.889 --> 00:16:40.489]  Fifty-one.
[00:16:41.389 --> 00:16:45.190]  I mean, that had been in twenty, twenty combat ters.
[00:16:45.930 --> 00:16:46.330]  Twenty.
[00:16:48.551 --> 00:16:50.131]  I was just thinking, what do you mean ten ters?
[00:16:51.095 --> 00:17:11.413]  I was on the plane back from Las Vegas, taping TV shows with Ventura a few years ago, and there was a senior non-commissioned officer going to take a guy that got killed by an IED, an Air Force MP, he was an Air Force MP, and we got there, the cops were all there with the draped coffin and the big parade and everything, out to Fort Hood.
[00:17:12.254 --> 00:17:17.018]  But the point was, I talked to him for three hours flying back from Vegas, and he had been
[00:17:19.958 --> 00:17:30.182]  Since 9-11, and that was two years ago, he'd been in eight combat tours with only basically one year off himself, being IED'd and shot at all over the world.
[00:17:30.202 --> 00:17:32.463]  You know, the point is he was pretty normal and pretty nice.
[00:17:32.523 --> 00:17:35.984]  The issue is most people would be completely screwed up from that.
[00:17:37.945 --> 00:17:43.207]  And that's what I'm talking about, ladies and gentlemen, is my, you know, my cousin, who's been in 20 combat tours.
[00:17:44.787 --> 00:17:48.949]  Because I asked him, I said, how many, oh, about, you know, 20 of those 30 years have been combat tours.
[00:17:51.816 --> 00:17:53.539]  I mean, that's just unheard of, folks.
[00:17:53.579 --> 00:17:55.641]  Roman centurions didn't go for more than 10 years.
[00:17:57.243 --> 00:18:01.509]  And by the 10th year, you can read the history, they were, most of them, complete murdering maniacs.
[00:18:03.424 --> 00:18:06.787]  I mean, if you didn't follow discipline in the Roman Centurions, they would get around and kill you.
[00:18:07.328 --> 00:18:08.329]  Just right there at the base.
[00:18:09.150 --> 00:18:13.894]  This is a total abuse of the American people and the American volunteer military.
[00:18:14.214 --> 00:18:20.581]  And it's being done to ruin it and wreck it like a car you never change the shocks on, you never change the oil on.
[00:18:21.061 --> 00:18:21.802]  It's so evil.
[00:18:22.022 --> 00:18:27.607]  And then they put them on drugs that the inserts say will make you into a homicidal murdering killer.
[00:18:28.499 --> 00:18:31.702]  Let's go to part of the press conference with our reporters.
[00:18:31.742 --> 00:18:33.064]  This is up on Infowars.com.
[00:18:33.424 --> 00:18:36.367]  Army admits Fort Hood shooter was on psychotropic drugs.
[00:18:37.448 --> 00:18:38.629]  Was on psychiatric drugs.
[00:18:38.729 --> 00:18:40.831]  How much indication do you have about premeditation here?
[00:18:40.851 --> 00:18:42.713]  Was there anything tied to the timing of it?
[00:18:42.733 --> 00:18:44.334]  Was there something going on at this building?
[00:18:45.623 --> 00:18:46.264]  I do not know.
[00:18:46.284 --> 00:18:47.844]  That'll be part of the investigation.
[00:18:48.025 --> 00:18:57.729]  I did not say his rank nor his name and I'll do that when his family is appropriately notified.
[00:18:57.990 --> 00:18:59.630]  At this time, I prefer not.
[00:18:59.870 --> 00:19:02.892]  He was undergoing behavioral health and psychiatric treatment.
[00:19:03.212 --> 00:19:06.013]  Was he on any sort of medications?
[00:19:06.473 --> 00:19:06.573]  Yes.
[00:19:25.362 --> 00:19:32.466]  Was the FBI already on the scene due to the alert that they gave out on Monday regarding a possible mass shooting?
[00:19:33.126 --> 00:19:40.250]  We have a local FBI liaison officer, but no, large FBI assets were not here.
[00:19:41.871 --> 00:19:44.052]  They are actually inbound to help with the investigation.
[00:19:44.752 --> 00:19:46.433]  All of the wounded and killed were military.
[00:19:46.793 --> 00:19:54.996]  General, the female officer who engaged him, how would you describe what she did tonight?
[00:19:55.016 --> 00:20:01.859]  Well, it was clearly heroic, what she did at that moment in time, and she did her job, and she did exactly what we would expect of a United States Army military police.
[00:20:01.979 --> 00:20:06.600]  What are your thoughts on the military carrying concealed weapons on the base?
[00:20:06.640 --> 00:20:08.581]  Well, you're not allowed to carry concealed weapons.
[00:20:08.641 --> 00:20:10.462]  Do you think that should change?
[00:20:11.589 --> 00:20:13.250]  No, I don't think so.
[00:20:13.270 --> 00:20:18.853]  We have law enforcement agents, trained professionals that I don't endorse carrying.
[00:20:19.173 --> 00:20:22.275]  How long did it take for the law enforcement to reach the scene?
[00:20:23.155 --> 00:20:24.176]  It was within minutes.
[00:20:24.256 --> 00:20:24.916]  Within minutes?
[00:20:24.936 --> 00:20:26.337]  Exact time, probably.
[00:20:27.557 --> 00:20:28.137]  10 to 15 maybe?
[00:20:28.397 --> 00:20:34.399]  So you're saying that we should have concealed weapons but it still takes 10 to 15 minutes for law enforcement to even reach the scene?
[00:20:34.999 --> 00:20:36.019]  What's your comments on that?
[00:20:36.099 --> 00:20:42.001]  I think the law enforcement acted very rapidly and swiftly given the nature of this circumstance.
[00:20:42.021 --> 00:20:44.462]  I understand that but there's still people that have died.
[00:20:44.482 --> 00:20:48.463]  I'm not going to end the debate with you on carrying weapons on a military institution.
[00:20:48.723 --> 00:20:53.224]  I just ask for all your thoughts and prayers for the fallen and for the wounded in this particular case.
[00:20:53.244 --> 00:20:54.184]  Thank you very much.
[00:21:00.962 --> 00:21:03.644]  Alright, this is video of our reporters walking around.
[00:21:03.844 --> 00:21:07.566]  Well, we're going to come back and play that last part again.
[00:21:07.726 --> 00:21:11.889]  That's Sha'Carri Jackson going up and following the general to his car like a real reporter.
[00:21:24.204 --> 00:21:29.370]  Did you know Emergency Essentials has a lowest price promise on all of their long-term food storage and emergency supplies?
[00:21:29.551 --> 00:21:34.256]  This month, while supplies last, save over $250 on the year's supply of Basics.
[00:21:34.396 --> 00:21:35.678]  A year's supply of food for only $769.99.
[00:21:38.496 --> 00:21:40.057]  Do you really know how pure your water is?
[00:21:40.077 --> 00:21:43.020]  It's taken for granted that bottled water and even home-filtered water is pure.
[00:21:43.040 --> 00:21:44.962]  But it is not the purest water you can drink.
[00:22:03.038 --> 00:22:08.881]  There is only one way to get the purest water, and that's with a new appliance that no healthy kitchen should be without.
[00:22:09.181 --> 00:22:11.863]  An H2O Labs countertop home water system.
[00:22:12.183 --> 00:22:17.766]  Go to H2OLabs.com to order yours now, and you will be drinking the purest water you've ever had.
[00:22:18.026 --> 00:22:18.527]  Guaranteed.
[00:22:18.967 --> 00:22:20.748]  Go to H2OLabs.com.
[00:22:20.988 --> 00:22:22.549]  That's H2OLabs.com.
[00:22:23.817 --> 00:22:29.140]  What I'm about to tell you is based on information obtained from a little-known government document called FT-900.
[00:22:29.600 --> 00:22:33.802]  This bombshell government document contains evidence on what I believe will cause the next 9-11.
[00:22:34.022 --> 00:22:46.849]  I've just posted a video at www.next911exposed2.com that not only analyzes the contents of this document, but it walks you through the exact timeline of how and when this 9-11 event is scheduled to occur.
[00:22:47.529 --> 00:22:52.352]  Just like 9-11 had a lasting impact on our society, this event will reshape America.
[00:22:52.592 --> 00:22:59.296]  It will swipe trillions off markets and retirement accounts everywhere and destroy the way of life of millions of unprepared Americans.
[00:22:59.817 --> 00:23:04.619]  But it will also trigger what promises to be the biggest wealth transfer in the history of our nation.
[00:23:05.180 --> 00:23:10.303]  But you only have a few weeks left to take all the necessary steps to protect yourself and your family.
[00:23:10.763 --> 00:23:16.389]  Just visit www.next911exposed2.com to view my newly released video.
[00:23:16.749 --> 00:23:22.195]  Again, that's www.next911exposed2.com before it's too late.
[00:23:22.895 --> 00:23:25.458]  Hi folks, Alex Jones here with some important information.
[00:23:25.718 --> 00:23:27.460]  I want to tell you about Matt Redhawk.
[00:23:27.620 --> 00:23:28.260]  We're good to go.
[00:23:43.445 --> 00:23:47.290]  My Patriot Supply has never taken a loan or accepted outside funding.
[00:23:47.430 --> 00:23:53.158]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:23:53.398 --> 00:23:56.182]  It is rare to find companies who practice what they preach.
[00:23:56.562 --> 00:24:01.709]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:24:01.909 --> 00:24:10.033]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:24:10.093 --> 00:24:10.373]  That's 866-229-0927.
[00:24:10.413 --> 00:24:13.274]  Do business with someone who shares your values.
[00:24:13.294 --> 00:24:14.254]  MyPatriotSupply.com slash Alex.
[00:24:22.995 --> 00:24:28.319]  Listeners of GZN know governments and identity thieves around the world are illegally spying on our digital data.
[00:24:28.479 --> 00:24:33.762]  This puts you at risk of financial loss or potential targeting because of your political affiliation or spiritual beliefs.
[00:24:34.062 --> 00:24:37.225]  But now there's a new, free and easy way to protect yourself.
[00:24:37.365 --> 00:24:40.147]  Regain your privacy and security now with Unseen.
[00:24:40.427 --> 00:24:46.231]  Unseen is a free digital communication service that offers email, chat, audio and video calling, plus cloud storage.
[00:24:46.391 --> 00:24:52.875]  All secured with unparalleled encryption and is hosted in Iceland, where your data is protected by some of the strongest privacy laws in the world.
[00:24:53.195 --> 00:25:00.661]  For a limited time, GCN listeners get a 20% discount when upgrading to Unseen's premium service, which offers more storage and even greater security.
[00:25:00.721 --> 00:25:07.046]  Plus, get huge discounts when you buy multiple premium accounts, perfect for your family, Bible study, political action group, or business.
[00:25:07.287 --> 00:25:09.168]  This isn't just your average radio ad.
[00:25:09.388 --> 00:25:10.729]  This is a call to action.
[00:25:10.990 --> 00:25:14.572]  You now have the power at your fingertips to stop Big Brother in his tracks.
[00:25:15.793 --> 00:25:16.654]  So why wait?
[00:25:16.794 --> 00:25:19.336]  Go to unseennow.com and take action today.
[00:25:19.917 --> 00:25:21.298]  That's unseennow.com.
[00:25:29.108 --> 00:25:31.035]  Waging war on corruption.
[00:25:31.516 --> 00:25:34.266]  Alex Jones on the GCN Radio Network.
[00:25:43.965 --> 00:25:48.368]  You go to DrugsReport.com, it's got the most complete coverage of what's really going on at Fort Hood.
[00:25:48.868 --> 00:25:50.950]  War comes home, another shooting at Fort Hood.
