[00:00:01.170 --> 00:00:02.311]  Coast to Coast.
[00:10:40.498 --> 00:10:41.179]  It just gets worse.
[00:10:42.520 --> 00:10:44.401]  They had them in Europe and things just got worse.
[00:10:46.482 --> 00:10:56.550]  One reason Europe had the Renaissance, and I'm not calling for culling of the population, but the elites mainly lived in the cities, about half the population, it's estimated, on the high end, a third on the low end,
[00:10:57.912 --> 00:11:13.899]  And it wiped out so many of the elites that they couldn't spend all their time for about 100 years persecuting everyone out in the countryside and making sure no one sold goods that weren't stamped by the king.
[00:11:15.160 --> 00:11:16.620]  The monopoly, the crony capitalists.
[00:11:17.101 --> 00:11:26.765]  The crony capitalists were busy getting bled and taking all their quack cures while the people on the countryside, practicing what they called witchcraft, it really wasn't, herbs, lived.
[00:11:27.964 --> 00:11:35.049]  You know, ring around the rosie, pocket full of posies, ashes to ashes, we all fall down.
[00:11:35.089 --> 00:11:35.670]  Is that how it goes?
[00:11:36.931 --> 00:11:37.411]  That's correct.
[00:11:37.691 --> 00:11:38.692]  That's how the song goes.
[00:11:38.712 --> 00:11:40.914]  That's the song about, you get the red marks, you die.
[00:11:42.395 --> 00:11:48.980]  Ring around the rosie, pocket full of posies, ashes to ashes, we all fall down.
[00:11:49.620 --> 00:11:52.262]  It wasn't that Europe had ever really been any better than anybody else.
[00:11:53.803 --> 00:11:56.986]  It's that they had some of the Roman technologies still in the
[00:11:59.093 --> 00:12:02.495]  Government facilities and the church facilities, but not widely distributed.
[00:12:03.276 --> 00:12:07.759]  And so then once government got brought down, some of that knowledge got out.
[00:12:07.819 --> 00:12:10.280]  The people created a middle class that was off the races.
[00:12:10.540 --> 00:12:19.126]  And it was still wars and disasters and all sorts of problems, but that's why Western culture, to dumb it down, has been so powerful and so important.
[00:12:20.286 --> 00:12:22.368]  It was because ruling elites got wiped out.
[00:12:23.766 --> 00:12:26.908]  And you had a revolution of the people, kind of like a new frontier.
[00:12:27.249 --> 00:12:47.324]  Like the American frontier experience, Manifest Destiny, had all its own problems, but for all of its issues, there were a few cases of groups being able to have freedom away from government and have a wildcat economy, so it created the most inventions, the most science, the most freedom, in comparison to the other tyrannies.
[00:12:48.168 --> 00:12:50.610]  But I'm kind of gone off the deep end ranting about that.
[00:12:51.371 --> 00:12:56.515]  The point is, America has been exceptional in much of its history.
[00:12:56.635 --> 00:12:58.256]  Exceptionally bad and exceptionally good.
[00:12:58.797 --> 00:13:02.039]  And it wasn't Americans that said that, it was other people around the world.
[00:13:02.280 --> 00:13:04.601]  And they wanted to get here because it was so much better.
[00:13:05.562 --> 00:13:16.151]  Now we're going the way of stagnation, of gang-run government, of oligarchy, of kleptocracy, of truly totalitarianism, or total tyranny.
[00:13:18.123 --> 00:13:26.527]  And so there's a real hunger for freedom again, but there's an establishment understanding that there is that hunger, so they're trying to suppress it.
[00:13:26.887 --> 00:13:31.229]  But everything you try to suppress ends up just exploding.
[00:13:31.249 --> 00:13:33.550]  You try to bury the truth, it explodes that much stronger.
[00:13:35.010 --> 00:13:43.714]  To use a cheesy line from episode four of Star Wars, the tighter you squeeze, Governor Tark, the more star systems will slip through your fingers.
[00:13:44.054 --> 00:13:45.075]  These are cliches
[00:13:46.567 --> 00:13:47.227]  But they're true.
[00:13:47.447 --> 00:13:56.471]  And so governments shouldn't be changed for light or transient reasons, transient causes, to quote the text correctly.
[00:13:57.412 --> 00:14:10.797]  But when you've got a eugenicist-based, New World Order, globalist-based, truly anti-human, psychopathic system, playing everyone off against each other, trying to dumb the population down, it isn't a right.
[00:14:10.937 --> 00:14:11.838]  It isn't a duty.
[00:14:11.998 --> 00:14:14.859]  It is an absolute survival imperative.
[00:14:16.038 --> 00:14:16.859]  That you resist it.
[00:14:18.962 --> 00:14:23.509]  And you resist it peacefully, because the pen is mightier than the sword, as long as you can.
[00:14:25.171 --> 00:14:28.676]  But there may come a time, as Winston Churchill said, where you have no other choice.
[00:14:29.693 --> 00:14:31.495]  But to physically resist it.
[00:14:32.136 --> 00:14:37.422]  And that is why the American people instinctively are buying guns and food and preparing, not because they want to fight.
[00:14:38.043 --> 00:14:41.647]  They're saying, just leave us alone, you know, to quote Howard Beale in our living rooms.
[00:14:41.687 --> 00:14:45.511]  Let me have my toaster and my steel-belted radios and, you know, we'll leave you alone.
[00:14:45.731 --> 00:14:46.973]  Well, I'm not going to leave you alone!
[00:14:49.448 --> 00:14:51.009]  We've got to get out of our trance.
[00:14:51.790 --> 00:14:54.652]  I don't have all the answers, but we've got to get out of our comfort zone.
[00:14:54.812 --> 00:14:55.813]  We've got to get mad.
[00:14:56.073 --> 00:14:57.554]  We've got to say, I'm a human being!
[00:14:57.754 --> 00:14:59.095]  My life has value!
[00:15:00.216 --> 00:15:01.177]  That's what it comes down to.
[00:15:02.418 --> 00:15:14.527]  In the USA, ladies and gentlemen, look at these headlines from Austin to Albuquerque, New Mexico, to California, to peaceful students sitting out at UC Davis being sprayed with pepper spray.
[00:15:15.950 --> 00:15:16.671]  For no reason.
[00:15:17.411 --> 00:15:20.514]  You try to chalk the sidewalk in front of your own house, you get arrested in Austin.
[00:15:21.375 --> 00:15:22.676]  It's totally protected speech.
[00:15:22.976 --> 00:15:23.977]  It's a public commons.
[00:15:24.237 --> 00:15:26.219]  People have always drawn on the walls and the ground.
[00:15:26.579 --> 00:15:27.921]  Rome tried to ban it and they could.
[00:15:28.041 --> 00:15:30.202]  They don't want the little people having speech.
[00:15:30.403 --> 00:15:31.904]  They don't want you being free on the internet.
[00:15:32.044 --> 00:15:33.085]  They don't want talk radio.
[00:15:33.285 --> 00:15:37.829]  They don't want InfoWars.com or DrudgeReport.com or anything else they don't control.
[00:15:38.350 --> 00:15:39.030]  Look at these headlines.
[00:15:39.250 --> 00:15:41.793]  Santa arrested in Austin for drawing on sidewalk with chalk.
[00:15:43.373 --> 00:15:50.479]  Huffington Post, Review Journal, Sidewalk Chalk, this is Las Vegas, could land four protesters in jail for a year!
[00:15:51.580 --> 00:15:52.060]  A year!
[00:15:52.661 --> 00:15:56.104]  You know, people ask what I'm going to do today as I take this Thursday.
[00:15:56.804 --> 00:16:04.711]  I'm going out with a video camera tomorrow morning with my slave phone, my iPhone, and I'm going to chalk
[00:16:05.903 --> 00:16:07.164]  And if I get arrested, I do.
[00:16:07.764 --> 00:16:09.405]  And if I'm a bad guy because of that, so be it.
[00:16:09.605 --> 00:16:10.846]  That's what I'm doing July 4th.
[00:16:11.166 --> 00:16:20.031]  Everybody listening to my voice should go to the store, whatever you gotta do, and chalk that we have a First Amendment, we have freedom, and we have a Second Amendment, and we're not backing down.
[00:16:23.753 --> 00:16:26.094]  Jail for using chalk on sidewalks.
[00:16:26.134 --> 00:16:27.875]  City needs to erase this error.
[00:16:27.895 --> 00:16:30.257]  That's out of Orlando.
[00:16:31.681 --> 00:16:32.302]  That's Florida.
[00:16:32.382 --> 00:16:33.264]  Sidewalk chalk.
[00:16:33.384 --> 00:16:37.572]  Artists acquitted after facing 13 years in jail over vandalism.
[00:16:37.972 --> 00:16:38.974]  International Business Times.
[00:16:38.994 --> 00:16:39.194]  See?
[00:16:39.715 --> 00:16:40.597]  It's backfiring.
[00:16:40.837 --> 00:16:42.120]  Look at this from last July 4th.
[00:16:43.308 --> 00:16:44.689]  July 4th, park rules.
[00:16:44.830 --> 00:16:46.451]  No generators, propane grills.
[00:16:46.872 --> 00:16:47.392]  Number one.
[00:16:47.492 --> 00:16:48.834]  Number two, no tents or shelters.
[00:16:48.854 --> 00:16:53.819]  Number three, police will be conducting searches of bags and coolers for reasons of public safety.
[00:16:53.839 --> 00:16:55.480]  Yeah, they're going to take your freedom for your safety.
[00:16:55.961 --> 00:16:56.801]  That's the greatest danger.
[00:16:57.002 --> 00:16:58.823]  Number four, no alcoholic beverages at any time.
[00:16:59.604 --> 00:17:02.968]  No personal fireworks, including novelty fireworks and sparklers.
[00:17:03.428 --> 00:17:04.870]  No dogs or pets allowed all day.
[00:17:06.147 --> 00:17:11.109]  Skate Park, Baseball Court, Tennis Court, and Kids Cove will be closed at 7 p.m.
[00:17:11.449 --> 00:17:13.210]  Notice the entire park is under video surveillance.
[00:17:14.731 --> 00:17:18.992]  And you can argue it's for your safety, except that it isn't Angels running this system.
[00:17:19.132 --> 00:17:20.433]  Angels don't play this harp.
[00:17:20.653 --> 00:17:21.573]  It's The Globalist.
[00:17:23.114 --> 00:17:25.295]  So that's just some of the news on that front.
[00:17:27.352 --> 00:17:28.953]  And then you've got what's happening now.
[00:17:29.114 --> 00:17:31.155]  California gun confiscation bill passes.
[00:17:31.636 --> 00:17:34.078]  Approves $24 million to expedite illegal gun seizure.
[00:17:34.318 --> 00:17:38.742]  Now they're saying if one person says they're scared of your guns, even if you did nothing wrong, they'll take your guns.
[00:17:39.262 --> 00:17:42.105]  NYPD cracks down on long guns that hold more than five rounds.
[00:17:42.425 --> 00:17:43.426]  Now they're trying to ban those.
[00:17:43.686 --> 00:17:47.849]  Obama administration proposes new executive gun background checks.
[00:17:49.211 --> 00:17:51.733]  With executive orders, just like open borders with executive orders.
[00:17:53.979 --> 00:17:56.802]  It goes on and on and on, what they're doing.
[00:17:56.822 --> 00:17:58.643]  And then I get into all the other stacks.
[00:17:58.964 --> 00:18:11.275]  The TSA upping security for the 4th of July to grope your genitals because terrorists might be everywhere when the government publicly funds ISIS and Al-Qaeda is hurting the whole Middle East and much of Africa over to them.
[00:18:12.656 --> 00:18:15.439]  It's absolutely ridiculous.
[00:18:17.366 --> 00:18:19.148]  That this is happening, that this is unfolding.
[00:18:19.488 --> 00:18:21.270]  And again, I don't even blame the poor TSA people.
[00:18:21.730 --> 00:18:23.812]  They're there to just break our will.
[00:18:23.912 --> 00:18:25.293]  They're not sophisticated to know that.
[00:18:25.594 --> 00:18:27.275]  The general public isn't sophisticated enough.
[00:18:27.536 --> 00:18:31.900]  And I'm here to decompartmentalize people so they understand what's happening.
[00:18:32.240 --> 00:18:32.921]  Look at this headline.
[00:18:32.961 --> 00:18:37.044]  North Dakota man sentenced to jail in controversial drone arrest case.
[00:18:37.785 --> 00:18:39.386]  He's the first American to be sentenced to jail.
[00:18:39.547 --> 00:18:42.029]  Because cows kept coming on his property under the law there.
[00:18:42.429 --> 00:18:43.890]  The third time, you get to keep the cows.
[00:18:44.451 --> 00:18:45.051]  We own cows.
[00:18:45.071 --> 00:18:46.432]  We know the rules we've had our cows taken.
[00:18:46.933 --> 00:18:47.773]  They kept getting to the fence.
[00:18:48.454 --> 00:18:50.135]  Third time, neighbor gets the cows.
[00:18:50.996 --> 00:18:55.160]  You go back to get the cows, they go, sorry, they keep coming over here and having sex with my prized cows, your bull does.
[00:18:55.800 --> 00:18:57.982]  I'm keeping your bull and I'm selling him for hamburger meat.
[00:18:58.923 --> 00:19:04.507]  In fact, we even have like, hillbilly, what do you call it, the Hathcocks and the McCoys.
[00:19:05.629 --> 00:19:10.131]  I mean, we literally have like 30-year running deals with people that have taken some of our cows.
[00:19:10.611 --> 00:19:18.956]  But, you know, my grandpa didn't do anything because they had, you know, his bull was over there, you know, getting a little strange, as they say.
[00:19:19.376 --> 00:19:22.497]  I'm sorry, ladies and gentlemen.
[00:19:22.557 --> 00:19:27.880]  Now Homeland Security goes after you with a predator drone and you go to jail.
[00:19:28.701 --> 00:19:29.461]  And they sent a SWAT team.
[00:19:31.021 --> 00:19:32.702]  I mean, look at what they're doing to your bank deposits.
[00:19:32.762 --> 00:19:35.083]  Tracking everything you do, making you pay for them.
[00:19:35.103 --> 00:19:37.605]  That's what the whole cashless society is about.
[00:19:37.905 --> 00:19:40.006]  The NSA admittedly spying on everything you do.
[00:19:40.467 --> 00:19:43.008]  Microphones going up from Chicago to Austin, Texas.
[00:19:43.028 --> 00:19:46.130]  We're going to come back with Obama's abuses of power.
[00:19:46.830 --> 00:19:48.311]  The police armored vehicles they're buying.
[00:19:48.351 --> 00:19:49.772]  Big Brother NSA surveillance.
[00:19:53.084 --> 00:19:56.569]  We're also going to look at some of the positive things that's happened in the U.S.
[00:19:56.589 --> 00:20:07.224]  but we've gone from number one in every category to near the end of the pack or dead last almost every other under big government, under socialism, under crony capitalism, under insider deals.
[00:20:07.524 --> 00:20:09.848]  It's time to change course back towards America.
[00:20:10.308 --> 00:20:11.508]  You know about RVs.
[00:20:11.708 --> 00:20:12.948]  You've heard about bunkers.
[00:20:13.169 --> 00:20:15.729]  But surviving is not recreation.
[00:20:15.929 --> 00:20:18.449]  And man wasn't made to live underground.
[00:20:18.689 --> 00:20:20.690]  Introducing Survivalist Camps.
[00:20:20.830 --> 00:20:29.311]  The ultimate fully functional off-the-grid survival bug-out house that's mobile, well-equipped, and custom-built to outlast any other RV or trailer.
[00:20:29.551 --> 00:20:32.332]  Go to survivalistcamps.com to learn more.
[00:20:32.532 --> 00:20:34.712]  That's survivalistcamps.com.
[00:20:34.872 --> 00:20:37.053]  Providing your basic needs to survive.
[00:20:37.473 --> 00:20:38.793]  survivalistcamps.com
[00:20:40.523 --> 00:20:41.323]  This is Dan Pilla.
[00:20:41.343 --> 00:20:42.824]  Do you owe the IRS money you can't pay?
[00:20:43.124 --> 00:20:44.405]  Are tax debts crippling you?
[00:20:44.785 --> 00:20:47.107]  I've defended people from the IRS for over 30 years.
[00:20:47.607 --> 00:20:49.448]  I've helped thousands and I can help you too.
[00:20:49.888 --> 00:20:53.951]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case.
[00:20:54.411 --> 00:20:58.113]  Call 800-34-NO-TAX to finally get free of IRS debt.
[00:20:58.353 --> 00:21:01.795]  With the IRS's new programs, there's never been a better time to solve your problem.
[00:21:02.115 --> 00:21:02.515]  Call 800-34-NO-TAX.
[00:21:02.535 --> 00:21:04.176]  That's 800-34-NO-TAX or my website, danpilla.com.
[00:21:09.855 --> 00:21:12.399]  Alex Jones here for InfoWars.com.
[00:21:12.619 --> 00:21:17.245]  In the month of July, we have got giant specials on everything at Madein1776.com.
[00:21:17.265 --> 00:21:19.268]  The already discounted Made in 1776 t-shirts are only $17.76.
[00:21:24.735 --> 00:21:29.077]  We have the new belt buckles that in only two weeks of sale are very close to selling out.
[00:21:29.117 --> 00:21:30.838]  There's only 500 of each.
[00:21:31.098 --> 00:21:35.200]  We're talking about made in America belt buckles and nickel brass.
[00:21:35.300 --> 00:21:37.341]  This is more than a summer blowout special.
[00:21:37.541 --> 00:21:40.443]  This is a new declaration of independence.
[00:21:40.663 --> 00:21:52.071]  But to expand the info orb, we're offering the equivalent of more than five months free right now when you get a membership at PrisonPlanet.tv for a limited time, only $39.95 a year.
[00:21:52.352 --> 00:21:55.854]  That's more than five months free off the regular price.
[00:21:56.194 --> 00:22:02.439]  Not just this July 4th weekend, but the entire month of July at MadeIn1776.com.
[00:22:02.799 --> 00:22:07.843]  Molon Labe, you can take my gun from my cold, dead hands.
[00:22:09.358 --> 00:22:12.759]  A 30-day GMO-free emergency food supply for only $99?
[00:22:12.799 --> 00:22:22.181]  At 30dayfoodsupply.com, you can purchase Oregon Trail Foods' one-month supply of high-quality, nutritious, and healthy emergency meals.
[00:22:22.241 --> 00:22:30.504]  For less than $100, these vegetarian meals are naturally high in fiber, carbs, and protein, and they're packed with oxygen absorbers in Mylar pouches.
[00:22:30.784 --> 00:22:31.604]  They're completely free.
[00:22:31.764 --> 00:22:33.305]  of any artificial flavors and colorings.
[00:22:33.566 --> 00:22:38.050]  Have a 20-year shelf life and take up to 70% less space than number 10 cans.
[00:22:38.090 --> 00:22:39.951]  They even offer a gluten-free option.
[00:22:40.292 --> 00:22:42.954]  Oregon Trail Foods and 30dayfoodsupply.com.
[00:22:43.254 --> 00:22:47.738]  Keep prices low by buying directly from the producers in Oregon and then passing the savings to you.
[00:22:48.118 --> 00:22:55.465]  Purchase a 30-day, 90-serving emergency food supply for only $99 this month and $10 ships your entire order.
[00:22:55.965 --> 00:22:56.826]  Visit the website
[00:22:56.986 --> 00:23:01.009]  At 30dayfoodsupply.com or call 541-229-0010.
