[00:00:04.946 --> 00:00:06.127]  There is a war.
[00:01:50.101 --> 00:01:52.203]  So, you know, that's one of the big reasons why they want to go in there.
[00:01:52.223 --> 00:01:53.844]  And I'm not, you know, pro-Assad.
[00:01:53.864 --> 00:01:55.925]  I'm not pro-Putin or whoever else.
[00:01:56.305 --> 00:02:01.888]  I'm just saying, you know, we can't be Team America, World Police, telling people how they should behave in their own countries.
[00:02:02.308 --> 00:02:07.097]  And Rand Paul went even further saying that arming Syrian rebels will empower ISIS.
[00:02:07.759 --> 00:02:09.841]  Five years ago, ISIS wasn't a threat.
[00:02:10.201 --> 00:02:16.366]  But I did say, even as much as two or three years ago, that it was a threat to give arms to them in Syria.
[00:02:16.806 --> 00:02:27.374]  So I think, had the President had his way, or had Hillary Clinton had her way, we may well have had ISIS in charge in Damascus now, because they've been arming and creating a safe haven for them.
[00:02:27.534 --> 00:02:33.799]  As it is, I think ISIS is more of a threat to us now because of the arming of the Islamic rebels in Syria.
[00:02:34.158 --> 00:02:40.920]  And what Paul is saying there is that ISIS is a much larger threat than they were five years ago, and a big part of this is that the U.S.
[00:02:40.940 --> 00:02:46.582]  continues to fund, to aid the al-Qaeda rebels in Syria, a practice that we definitely need to stop.
[00:02:47.122 --> 00:02:49.803]  But somebody who's in the practice of saving themselves, the U.S.
[00:02:49.843 --> 00:02:50.544]  State Department.
[00:02:50.584 --> 00:02:51.984]  They're ordering 160,000 Ebola hazmat suits.
[00:02:54.665 --> 00:03:11.179]  In a press release posted by Market Watch, Lakeland Industries, a manufacturer of industrial protective clothing for first responders, announced that it had signaled its intention to join the fight against the spread of Ebola by encouraging other suppliers to meet the huge demand created by the U.S.
[00:03:11.199 --> 00:03:13.141]  State Department's order of 160,000 hazmat suits.
[00:03:15.703 --> 00:03:25.690]  So everybody says, you know, we here at InfoWars, we're fear-mongering because we cite big scientists and other experts who look into these things, who study these things day and night.
[00:03:25.970 --> 00:03:31.894]  And they say, hey, you know, we are concerned that this could have a widespread outlook, a widespread pandemic.
[00:03:31.934 --> 00:03:35.837]  Some people would decide to say five million people could be affected by this.
[00:03:36.157 --> 00:03:40.380]  I'm not saying that personally, but these are what the top experts and researchers had to say about this.
[00:03:40.680 --> 00:03:43.501]  And we'll go to break with what Alex Jones had to say about the issue.
[00:03:43.521 --> 00:03:44.081]  Stay tuned.
[00:03:44.361 --> 00:03:46.462]  This is the Info Wars Nightly News.
[00:03:47.842 --> 00:03:51.824]  Ladies and gentlemen, we are live and broadcasting worldwide.
[00:03:51.884 --> 00:03:58.946]  Thank you so much for joining us on this September 15, 2014 worldwide transmission.
[00:03:59.406 --> 00:04:00.866]  I am your host, Alex Jones.
[00:04:01.967 --> 00:04:05.848]  Obviously, the Ebola story is really starting to get huge.
[00:04:06.748 --> 00:04:08.049]  That is incredibly important.
[00:04:08.888 --> 00:04:18.246]  They estimate more than 20,000 people, a very conservative number, have Ebola right now in Africa as it exponentially spreads across the continent.
[00:04:19.329 --> 00:04:23.511]  And we have this story by Paul Joseph Watson at Infowars.com.
[00:04:24.111 --> 00:04:26.512]  It's top-linked on DrudgeReport.com.
[00:04:27.192 --> 00:04:27.472]  U.S.
[00:04:27.512 --> 00:04:32.234]  State Department orders 160,000 Ebola hazmat suits.
[00:04:32.694 --> 00:04:35.055]  Paul Watson co-hosted the Sunday show last night.
[00:04:37.456 --> 00:04:38.636]  And I heard him breaking this down.
[00:04:38.997 --> 00:04:40.477]  He has the article out today.
[00:04:40.897 --> 00:04:47.680]  Bulk purchases prompts concerns about spread of deadly epidemic.
[00:04:48.618 --> 00:04:51.939]  Continuing, CDC issues Ebola checklist.
[00:04:52.219 --> 00:04:54.659]  Now is the time to prepare.
[00:04:54.699 --> 00:04:56.139]  That story is also on drudge.
[00:04:56.540 --> 00:05:02.601]  The Centers for Disease Control and Prevention warned hospitals and doctors that now is the time to prepare.
[00:05:02.621 --> 00:05:10.082]  Has issued a six-page Ebola checklist to help health care workers quickly determine if patients are infected.
[00:05:10.622 --> 00:05:13.863]  While the CDC does not believe there are any new cases of Ebola in the United States,
[00:05:15.014 --> 00:05:20.598]  The assumption is the checklist is that it is only a matter of time before the virus hits home.
[00:05:21.418 --> 00:05:28.343]  For example, one part reads, encouraging healthcare personnel to use a buddy system when caring for patients.
[00:05:28.403 --> 00:05:32.326]  Another recommends a process to report cases to top officials.
[00:05:33.607 --> 00:05:41.512]  And it goes on, the checklist has been distributed to major hospitals and even little ones, including Urgent Center in Leesburg, Virginia.
[00:05:43.030 --> 00:05:57.582]  And that dovetails again with our article directly from the FedBiz website that they have ordered the 160,000 Ebola hazmat suits for Ebola.
[00:05:58.383 --> 00:06:01.806]  Bulk purchase prompts concerns about spread of deadly epidemic.
[00:06:02.691 --> 00:06:04.372]  That's also being reported by Fox News.
[00:06:04.752 --> 00:06:05.092]  The U.S.
[00:06:05.112 --> 00:06:16.278]  State Department has ordered 160,000 hazmat suits for Ebola, prompting concerns that the federal government is anticipating the rapid spread of a virus that has already claimed an unprecedented number of lives.
[00:06:16.958 --> 00:06:27.604]  In a press release posted to MarketWatch, Lakeland Industries, a manufacturer of industry-productive protective clothing for first responders, announced that it had
[00:06:29.187 --> 00:06:37.331]  Signaled its intention to join the fight against the spread of Ebola by encouraging other suppliers to meet the huge demand created by the U.S.
[00:06:37.932 --> 00:06:40.953]  State Department ordering 160,000 hazmats.
[00:06:41.934 --> 00:06:45.976]  They put out other similar purchase orders again on the FedBizOpps website.
[00:06:49.616 --> 00:06:50.176]  With the U.S.
[00:06:50.216 --> 00:07:04.246]  State Department alone putting out a bid for 160,000 suits, we encourage all protective apparel companies to increase their manufacturing capacity for sealed seam garments so that our industry can do its part in addressing this threat to global health.
[00:07:05.286 --> 00:07:06.527]  And it just goes on from there.
[00:07:06.547 --> 00:07:08.028]  I'll read more when we come back from break.
[00:07:08.629 --> 00:07:10.830]  But this is pretty frightening information.
[00:07:11.791 --> 00:07:14.433]  Friday, we covered the articles.
[00:07:14.473 --> 00:07:16.314]  In fact, will you guys re-pull those out of the stack?
[00:07:19.346 --> 00:07:34.421]  Top virologist out of Germany, top World Health Organization virologist and others are saying millions are infected, millions more will be infected, and that they believe 5 million will die.
[00:07:34.962 --> 00:07:36.203]  I'm not saying any of that.
[00:07:38.245 --> 00:07:42.049]  A month ago, or more than a month ago, back on August 4th, we talked about
[00:07:43.120 --> 00:07:49.803]  Public documents that governments have believed for two years that airborne is becoming somewhat airborne.
[00:07:50.103 --> 00:07:53.705]  Not extremely airborne, but can survive in the air long enough to be transmitted.
[00:07:54.025 --> 00:07:56.426]  And we know it's gestating longer, so that's why.
[00:07:56.446 --> 00:08:06.011]  There's undoubtedly also carriers that are immune or resistant, but that the viral titer stays high in, according to the medical literature I've read.
[00:08:08.470 --> 00:08:15.394]  Celebrate the spirit of freedom and liberty upon which our nation was founded at InfoWarsShop.com.
[00:08:15.454 --> 00:08:19.236]  Molon Lave is ancient Greek for come and take it.
[00:08:19.276 --> 00:08:26.760]  This popular design combines both classic Greek Spartan imagery with modern M16 assault rifles.
[00:08:26.980 --> 00:08:30.924]  Now available in women's tees and proudly made in the USA.
[00:08:31.104 --> 00:08:39.152]  Celebrate the spirit of 1776 with the George Washington brass belt buckle or this incredibly sharp looking 1776 hat.
[00:08:40.033 --> 00:08:41.254]  Badass!
[00:08:41.634 --> 00:08:45.298]  And be sure to check out the new arrivals at Infowars Life.
[00:08:45.598 --> 00:08:55.163]  Where you can prepare your body to perform at peak levels with survival shield, nascent iodine, super male vitality, and fluoride shield.
[00:08:55.544 --> 00:08:56.624]  And wake up, America!
[00:08:56.924 --> 00:09:01.107]  Immune support blend is the healthy choice for the gourmet coffee lover.
[00:09:01.207 --> 00:09:07.930]  So get incredibly high quality, freedom-based products and help fund the revolution at infowarshop.com.
[00:09:08.951 --> 00:09:09.771]  The facts are in.
[00:09:09.971 --> 00:09:11.092]  The studies are legion.
[00:09:11.372 --> 00:09:18.674]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:09:18.894 --> 00:09:22.335]  So why are the social engineers adding it to the water?
[00:09:22.715 --> 00:09:23.115]  Simple.
[00:09:23.275 --> 00:09:27.696]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:09:27.996 --> 00:09:31.217]  We may not have been able to get fluoride out of the water supply yet.
[00:09:31.417 --> 00:09:33.459]  But we can help to get it out of our bodies.
[00:09:33.719 --> 00:09:39.063]  I am extremely excited to announce the exclusive InfoWars Live Fluoride Shield formulation.
[00:09:39.264 --> 00:09:49.752]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:09:50.052 --> 00:09:51.894]  Let's take a stand against the globalists.
[00:09:52.014 --> 00:09:54.277]  By blocking their poisons with fluoride shield.
[00:09:54.618 --> 00:09:56.460]  I use fluoride shield every day.
[00:09:56.781 --> 00:10:02.068]  Secure your fluoride shield and other pioneering formulations at InfoWarsLife.com today.
[00:10:02.348 --> 00:10:06.594]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[00:10:06.754 --> 00:10:08.036]  That's InfoWarsLife.com
[00:10:17.284 --> 00:10:17.964]  And welcome back.
[00:10:18.344 --> 00:10:21.405]  In this next segment, we will focus on the actions of Big Brother.
[00:10:21.965 --> 00:10:26.126]  New ID system causes week of outage for background check system.
[00:10:26.827 --> 00:10:42.271]  Last weekend, the FBI implemented the Next Generation Identification System, a $1.2 billion biometric system that recognizes facial features, scans irises, and reads palm and fingerprints to identify individuals to replace the sole fingerprint system.
[00:10:42.771 --> 00:10:48.334]  The change has impacted a database within the NGI called the Interstate Identification Index.
[00:10:48.774 --> 00:10:50.234]  You say, well, what's wrong with that?
[00:10:50.274 --> 00:10:53.276]  Don't you want the FBI to identify these bad boys and girls?
[00:10:53.596 --> 00:10:54.596]  Well, here's the issue with this.
[00:10:55.117 --> 00:11:04.661]  On nine occasions this week, the National Instant Criminal Background Check System reported outages that delayed the completion of checks for customers shopping at a licensed gun dealer.
[00:11:04.941 --> 00:11:08.983]  Which basically means to say, if you went into a gun shop this past weekend or over the past week,
[00:11:09.423 --> 00:11:15.625]  You may have encountered some static when you went to go through your background check system, and hey, you just found out that it wasn't working that day.
[00:11:15.926 --> 00:11:24.389]  The outage times range from several minutes to several hours, but if you needed to purchase a firearm during one of those outage times, you were just out of luck.
[00:11:24.509 --> 00:11:29.791]  Hopefully these are just temporary outages and the FBI can get these things sorted out sooner than later.
[00:11:30.431 --> 00:11:34.753]  Yahoo wants to scan user emails to figure out which apps to recommend.
[00:11:35.569 --> 00:11:44.272]  Then, in the same way that Pandora recommends songs based on the songs that users like to listen to most, Yahoo will recommend new apps for that Yahoo mail user.
[00:11:44.612 --> 00:11:47.713]  Which is to say, they're reading your emails and they now admit it.
[00:11:47.733 --> 00:11:52.314]  You know, this is for everybody who says, they're not reading your emails, that's just a conspiracy theory.
[00:11:52.694 --> 00:11:53.515]  Yahoo admits it.
[00:11:53.895 --> 00:11:56.958]  Google admits that you have no reasonable expectation of privacy.
[00:11:57.999 --> 00:11:59.360]  Verizon has gone a step further.
[00:11:59.380 --> 00:12:03.784]  They said, we're spying on you, but we'll give you free goodies if you don't make a big stink about it.
[00:12:03.824 --> 00:12:05.666]  So yes, they are tracking what you do.
[00:12:05.686 --> 00:12:07.488]  They are reading your emails and so forth.
[00:12:07.848 --> 00:12:11.471]  And you may say, a very popular answer, I don't have anything to hide.
[00:12:11.811 --> 00:12:13.133]  You may not be Scarface.
[00:12:13.673 --> 00:12:15.315]  But you can ask Kate Upton.
[00:12:15.395 --> 00:12:20.158]  I'm sure she never robbed a bank, but she had a few pictures that she didn't want to get out on the internet, reportedly.
[00:12:20.559 --> 00:12:22.140]  Same thing with Jennifer Lawrence.
[00:12:22.480 --> 00:12:28.425]  I'm sure she wasn't moving more dope than Rick Ross, but she had a few images that she didn't want to get out there on the internet, reportedly.
[00:12:28.846 --> 00:12:31.848]  So you have to be careful about these things, especially when you go online.
[00:12:32.368 --> 00:12:35.791]  Your phone, your computer, whatever else, smart TVs.
[00:12:36.091 --> 00:12:38.754]  You have to be very careful when you use these devices.
[00:12:39.054 --> 00:12:40.035]  And Steve Jobs knew this.
[00:12:40.555 --> 00:12:47.179]  And he said, you know, because of all the things, all the things that go wrong with technology, I limit the amount of technology my kids can use at home.
[00:12:47.639 --> 00:12:50.621]  Steve Jobs to his kids, don't use iPads.
[00:12:51.302 --> 00:13:01.047]  A piece entitled, Steve Jobs was a low-tech parent, discusses how the late Apple CEO refused to allow his children to play with one of the company's most popular devices, the iPads.
[00:13:01.087 --> 00:13:03.189]  This is the story coming out of the New York Times.
[00:13:03.809 --> 00:13:06.431]  So your kids must love the iPad, the reporter asked Jobs.
[00:13:06.871 --> 00:13:08.713]  They haven't used it, he told the reporter.
[00:13:09.053 --> 00:13:11.615]  We limit how much technology our kids use at home.
[00:13:12.376 --> 00:13:18.040]  And it's not just the security aspects you have to be aware of, it's also people becoming so dependent on these technologies.
[00:13:18.381 --> 00:13:20.562]  And I'm sure you're like me, a lot of people are.
[00:13:20.602 --> 00:13:32.171]  You have a smartphone, it's very convenient to do this or that on your phone or on your computer, but you try to limit your digital footprint, especially when it comes to confidential information and also kids being so
[00:13:33.032 --> 00:13:34.193]  Enamored with these things.
[00:13:34.233 --> 00:13:36.814]  You know, I've seen videos that you can watch on YouTube.
[00:13:37.294 --> 00:13:39.575]  The parents take away the iPad and the kid just freaks out.
[00:13:40.075 --> 00:13:42.936]  Or, you know, this is a more forgivable offense, but it was notable.
[00:13:44.097 --> 00:13:55.241]  Video montages of kids on YouTube, and they get so used to scrolling on the iPad or the iPhone, they pick up a book or magazine and they're trying to scroll the pages of a magazine, but they find out it doesn't work like that.
[00:13:55.261 --> 00:13:59.623]  And those are, you know, smaller children, but that's just an example of what could happen.
[00:14:00.143 --> 00:14:01.684]  And now we're talking about smaller children.
[00:14:01.724 --> 00:14:05.186]  So let's go real deep into what these small children are being taught.
[00:14:05.706 --> 00:14:08.588]  School to fingerprint students to monitor their diets.
[00:14:08.728 --> 00:14:11.529]  This is just more of the nanny state coming at you.
[00:14:12.009 --> 00:14:21.214]  The Express and Star reports students at Red Hill School in Stourbridge, England, will be fingerprinted in an attempt to reduce lunch lines and monitor pupils' diets.
[00:14:22.751 --> 00:14:23.171]  There it is.
[00:14:23.272 --> 00:14:24.633]  You know, it's for the good of the children.
[00:14:24.713 --> 00:14:26.234]  It's to monitor their diets.
[00:14:26.715 --> 00:14:28.116]  Now, let's contrast this.
[00:14:28.176 --> 00:14:29.737]  Okay, so you have the fingerprint scanner.
[00:14:30.218 --> 00:14:39.847]  And every time I go to the Texas DMV, or when I got my driver's license, you have to surrender your thumbprints here in the state of Texas, which I was not happy about at all, but you know, that's...
[00:14:40.687 --> 00:14:41.528]  That's what it was.
[00:14:41.948 --> 00:14:48.674]  But when I went to get my driver's license, they had the little scanner, much like you saw in that article, and they spray it down and they wipe it off.
[00:14:49.114 --> 00:14:53.458]  So they're saying that the thumbprint scanner is supposed to be faster to get the kids through the line.
[00:14:53.838 --> 00:15:03.566]  Well, if you have to do that for each individual going to get their driver's license, and you have hundreds of kids with sticky fingers, they're eating candy all day, how fast is it really going to go if you have to keep wiping this thing off?
[00:15:03.826 --> 00:15:04.747]  But they say it's for speed.
[00:15:05.627 --> 00:15:09.029]  And they also say it's to monitor their information.
[00:15:09.409 --> 00:15:13.712]  When I was in high school, you know, they gave us ID cards to carry around in your wallet.
[00:15:14.032 --> 00:15:17.514]  Now, at the same school I go to, the kids are forced to wear the ID cards around their neck.
[00:15:17.914 --> 00:15:20.996]  Back in those days, you could put it in your wallet, in your purse, if you were a lady.
[00:15:21.536 --> 00:15:26.257]  But my question is, is the thumbprint scanner any faster than scanning an ID card?
[00:15:26.277 --> 00:15:30.278]  You just take the little kind of like grocery store checkout thing and you just scan the card.
[00:15:30.598 --> 00:15:33.859]  But they're saying, you know, it's for the kids, it's all great, it's all gravy.
[00:15:34.159 --> 00:15:38.460]  But it just goes more into this biometric database that Big Brother wants you in.
[00:15:38.800 --> 00:15:45.501]  Whether it's using your thumbprint to unlock a phone, whether you're going to a lunch line, or palm prints to access Bitcoin machines.
[00:15:45.541 --> 00:15:47.902]  And please understand, I'm not knocking Bitcoins.
[00:15:48.422 --> 00:15:56.228]  It's just, when I first saw these Bitcoin machines and I noticed you had to put your palm print on it, I'm like, well, you know, Bitcoin is supposed to be anonymous, isn't that the whole point?
[00:15:56.468 --> 00:15:59.811]  But now you have to surrender your biometric data to access these things.
[00:15:59.911 --> 00:16:02.073]  Once again, that's not anti-Bitcoin.
[00:16:02.093 --> 00:16:05.755]  I just don't like the way their ATM Bitcoin machines operate.
[00:16:06.636 --> 00:16:08.016]  But we'll end on a school note here.
[00:16:08.437 --> 00:16:10.137]  Vermont school bans brownies.
[00:16:10.697 --> 00:16:12.218]  The kids here like kale.
[00:16:12.458 --> 00:16:12.938]  And that's fine.
[00:16:12.978 --> 00:16:14.238]  I'm sure the kids do like kale.
[00:16:14.278 --> 00:16:16.219]  But don't tell them they can't eat brownies.
[00:16:16.859 --> 00:16:20.960]  Brownies and other chocolate treats are now officially banned by the state.
[00:16:21.420 --> 00:16:29.443]  Vermont Watchdog reports the state is now pushing fruit kabobs, kale, and gluten-free paleo lemon bars as school treats.
[00:16:29.983 --> 00:16:37.327]  The band comes in an attempt to comply with new federal school lunch and snack regulations championed by First Lady Michelle Obama.
[00:16:37.807 --> 00:16:43.490]  And I'm sure Mrs. Obama is very proud of herself, Mrs. Obama who has a private gardener and a private chef.
[00:16:43.810 --> 00:16:45.431]  Most people don't have those luxuries.
[00:16:45.751 --> 00:16:49.833]  And I get that you want to stop the childhood obesity epidemic because I went to a
[00:16:50.934 --> 00:16:52.895]  I believe my cousin was in 8th grade at the time.
[00:16:52.935 --> 00:16:57.236]  They had some type of talent show and I was just, you know, shocked at how, you know, large the kids were.
[00:16:57.256 --> 00:16:59.717]  And I don't mean that to, you know, down, you know, people who are larger.
[00:16:59.737 --> 00:17:00.977]  They just look very unhealthy.
[00:17:01.537 --> 00:17:03.238]  And, you know, I was concerned about this.
[00:17:03.578 --> 00:17:06.279]  But it's not, I don't think it's so much an issue of what they're eating.
[00:17:06.339 --> 00:17:08.320]  I think it's the sedentary lifestyle.
[00:17:08.440 --> 00:17:12.541]  I'll tell you, when I was in high school, myself and many of the other guys, you know, we played sports and all that.
[00:17:12.581 --> 00:17:14.942]  We ate whatever we want as much as we wanted.
[00:17:15.242 --> 00:17:19.103]  We went out to the pizza buffet during lunch, you know, our senior year, and we'd try to see who could eat the most.
[00:17:19.503 --> 00:17:21.704]  You know, but we'd all burn it off because we worked out twice a day.
[00:17:21.964 --> 00:17:24.125]  So we were eating whatever we wanted, we just burned it all off.
[00:17:24.445 --> 00:17:28.367]  And I'm not saying you should do that, but that's how we did it back in the day.
[00:17:28.687 --> 00:17:39.173]  So you got Michelle Obama, Nanny Bloomberg telling you he doesn't want you to have large sodas, he doesn't want you to have aspirin, he doesn't want you to have a firearm, even though he has several armed bodyguards.
[00:17:40.713 --> 00:17:42.655]  Yeah, this is what they want and don't give it to them.
[00:17:42.675 --> 00:17:55.206]  We've seen entire montages, people going on YouTube, students even shot a music video decrying the practices of one Michelle Obama saying the kids, they're hungry, they don't have enough money, they don't have enough food in their system to go out and play those sports.
[00:17:55.566 --> 00:18:01.851]  You know, they're running on empty by the time track practice comes because, you know, they got a celery stick and a pack of saltine crackers.
[00:18:02.131 --> 00:18:05.234]  That's not enough to get the job done, but, you know, nobody really cares.
[00:18:05.274 --> 00:18:06.695]  They have their own personal agendas.
[00:18:07.015 --> 00:18:11.418]  So it's really, it's about the students, but it's not really about the students because we saw the
[00:18:12.219 --> 00:18:18.844]  The place where they had the cameras inside the trash cans monitoring what the kids were throwing away, trying to count calories and so forth.
[00:18:19.144 --> 00:18:26.830]  It's completely ridiculous and this is another reason why you may consider getting your children out of school such as this and maybe try some other type of alternative.
[00:18:27.270 --> 00:18:37.298]  Well, that's it for this segment of the InfoWars Nightly News, but stay tuned, we'll have a special report from Leanne McAdoo with a very special piece of Kent State memorabilia, if you can even call it that.
[00:18:37.618 --> 00:18:40.200]  Stay tuned, this is the InfoWars Nightly News.
[00:18:42.242 --> 00:18:48.566]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:18:48.926 --> 00:18:50.387]  I believe our research is conclusive.
[00:18:50.427 --> 00:18:53.189]  This is the best iodine out there, and I know this for a fact.
[00:18:53.729 --> 00:18:58.512]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:18:58.632 --> 00:19:02.374]  For a limited time, experience the ancient power of Survival Shield X2.
[00:19:02.915 --> 00:19:08.118]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[00:19:12.270 --> 00:19:16.093]  City of Austin tap water versus filtered City of Austin tap water.
[00:19:16.473 --> 00:19:17.694]  I can, like, taste dirt in it.
[00:19:17.754 --> 00:19:18.855]  God knows what's in this.
[00:19:19.015 --> 00:19:19.995]  This has an aftertaste.
[00:19:20.036 --> 00:19:21.637]  Tastes like Austin water?
[00:19:21.877 --> 00:19:22.357]  Yeah, it does.
[00:19:22.537 --> 00:19:22.737]  Ugh.
[00:19:22.797 --> 00:19:26.940]  These people just sampled City of Austin tap water straight from the faucet.
[00:19:27.181 --> 00:19:33.305]  Next, we had them try a sample of tap water filtered through the ProPure G2.0 filtration system.
[00:19:33.445 --> 00:19:34.266]  High quality H2O.
[00:19:34.286 --> 00:19:35.827]  That one is better.
[00:19:35.887 --> 00:19:36.887]  Tastes like nothing.
[00:19:37.047 --> 00:19:38.549]  Yep, I know what good water tastes like.
[00:19:38.609 --> 00:19:39.129]  It's good water.
[00:19:39.209 --> 00:19:47.758]  Most tap water contains added substances, like fluoride, chlorine, Monsanto's deadly pesticide, glyphosate, and many others.
[00:19:48.178 --> 00:19:55.666]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lower IQ, and even cancer.
[00:19:55.966 --> 00:19:58.449]  It tastes like you're drinking out of the lake when you're drinking tap water.
[00:19:59.009 --> 00:20:01.392]  Yeah, there's that processed flavor to it.
[00:20:01.713 --> 00:20:11.285]  The ProPure® G2.0 filtration system removes these deadly substances and many more, leaving only fresh tasting, deliciously clean water.
[00:20:11.805 --> 00:20:13.067]  Okay, this is very tasty.
[00:20:13.127 --> 00:20:13.808]  It's good water.
[00:20:14.480 --> 00:20:14.920]  Refreshing.
[00:20:15.360 --> 00:20:16.100]  It's good.
[00:20:16.260 --> 00:20:18.601]  Go to InfoWarsStore.com today.
[00:20:19.001 --> 00:20:22.842]  Use promo code WATER and save 10% off your Pro Pure purchase.
[00:20:23.322 --> 00:20:26.643]  Again, that's InfoWarsStore.com or call 1-888-253-3139.
[00:20:42.483 --> 00:20:48.365]  Urban Outfitters has been forced to apologize for what some are calling an exploration in tastelessness.
[00:20:48.786 --> 00:21:01.991]  The retailer attempted to sell a vintage Kent State University sweater, complete with tattered edges and red, blood-like stains, offering a loose, slouchy fit for those who wish to trivialize the loss of life.
[00:21:02.691 --> 00:21:05.072]  In 1970, students across the U.S.
[00:21:05.112 --> 00:21:09.534]  were protesting Nixon's widening of the Vietnam War into Cambodia.
[00:21:10.094 --> 00:21:14.676]  Nixon sent the National Guard to restore order to the Kent State campus.
[00:21:15.116 --> 00:21:25.281]  On May 4, 1970, four people were killed and nine wounded when the National Guard opened fire on student protesters, firing 67 rounds over a period of 13 seconds.
[00:21:27.802 --> 00:21:31.343]  Witnesses couldn't believe that the guardsmen weren't shooting blanks.
[00:21:31.743 --> 00:21:40.966]  Many guardsmen later testified that they were in fear for their lives, which was questioned because of the distance between them and the students that were killed or wounded.
[00:21:41.346 --> 00:21:46.627]  And Time Magazine later concluded that triggers weren't pulled accidentally at Kent State.
[00:21:47.187 --> 00:21:56.950]  Store officials insist that they never intended to allude to the tragic events of the Kent State Massacre, and they promptly removed it from their website to avoid further upset.
[00:21:57.310 --> 00:22:04.034]  Urban Outfitters' offensive deal serves as a reminder that protesters are still enemy number one to the state.
[00:22:04.414 --> 00:22:14.180]  When protesters took to the streets of Ferguson, Missouri last month to protest the shooting of unarmed teen Michael Brown by a police officer, Ferguson PD rolled out the big guns.
[00:22:14.720 --> 00:22:15.180]  Literally.
[00:22:15.560 --> 00:22:36.649]  While protesters held signs and chanted, hands up, don't shoot, the PD moved in with MRAPs and fired upon protesters and reporters alike with a barrage of tear gas, rubber bullets, wooden bullets, flashbang grenades, and sound cannons, all in an effort to stifle the First Amendment rights of those who were fed up with an abuse of authority.
[00:22:36.949 --> 00:22:43.811]  Tear gas, which is barred from use during war, but apparently it's completely perfect to use on demonstrators here in America.
[00:22:44.072 --> 00:22:53.995]  When police fired tear gas on protesters in Oakland, California during the Occupy Wall Street protests, peaceful protester and two-time Iraq War veteran Scott Olson
[00:22:54.515 --> 00:22:54.936]  I think so.
[00:23:14.632 --> 00:23:15.893]  After video outrage.
[00:23:16.473 --> 00:23:23.377]  The FBI even planned to assassinate the leaders of the Occupy Movement via suppressed sniper rifles.
[00:23:23.737 --> 00:23:30.241]  This was according to an FBI document obtained by the Partnership for Civil Justice Fund via FOIA request.
[00:23:30.581 --> 00:23:43.169]  Now, although the document is redacted, it clearly shows that the FBI planned to gather intelligence against the leaders of the protest groups, then formulate a plan to kill the leadership via suppressed sniper rifles.
[00:23:43.869 --> 00:23:50.355]  News of an FBI plot to murder political activists doesn't come as a surprise to those who are familiar with COINTELPRO.
