[00:00:05.014 --> 00:00:06.255]  There is a war.
[00:04:57.947 --> 00:05:01.329]  Airways flight for simply making a joke that he had Ebola.
[00:05:01.769 --> 00:05:05.612]  And of course, they entered in hazmat suits to remove this man.
[00:05:06.252 --> 00:05:06.692]  I think so.
[00:05:21.520 --> 00:05:28.342]  As you can see in the video, agents enter this plane in hazmat suits, full on hazmat suits.
[00:05:28.382 --> 00:05:32.904]  The other passengers are giggling sort of nervously as they all record the incident.
[00:05:33.524 --> 00:05:44.227]  And after they took this man off of the plane, the rest of the passengers were held on that plane for two hours while he was inspected and he was eventually given the all clear.
[00:05:44.687 --> 00:05:45.888]  But obviously this was
[00:05:46.368 --> 00:06:04.073]  Clearly an overreaction to what was a very bad joke by this person but it demonstrates how seriously some countries are taking this Ebola outbreak even as we're dealing with a president here and a lackluster response from the administration.
[00:06:04.453 --> 00:06:11.835]  Now Obama was speaking in a video message to residents of the Ebola stricken nations in West Africa and
[00:06:12.355 --> 00:06:22.324]  He was doling out advice on how residents can avoid the disease, saying, you cannot get it through casual contact, like sitting next to someone on a bus.
[00:06:22.824 --> 00:06:30.491]  Now, this is completely contradictory to what the Centers for Disease Control is saying, and obviously those men entering the plane in hazmat suits.
[00:06:31.071 --> 00:06:37.197]  What they're saying, advising Americans who travel to the Ebola-stricken nations to avoid public transportation.
[00:06:37.757 --> 00:06:53.656]  In addition to telling travelers who begin to exhibit possible Ebola symptoms to avoid public transportation, the CDC says a person may contract Ebola if he or she spends a long amount of time within three feet of a person who is sick
[00:06:54.136 --> 00:06:55.097]  With Ebola.
[00:07:24.496 --> 00:07:25.097]  I don't know.
[00:07:42.026 --> 00:07:44.068]  They found a use for all those coffin liners.
[00:07:44.608 --> 00:07:49.293]  The CDC has mandated hermetically sealed caskets for Ebola victims.
[00:07:49.513 --> 00:07:57.260]  A Yahoo News report reveals how the CDC is instructing funeral homes that remains should be cremated or buried promptly
[00:07:57.620 --> 00:08:06.081]  And of course, this is in addition to the CDC issuing a three-page list of recommendations which warned funeral home workers not to carry out autopsies or to embalm corpses.
[00:08:06.221 --> 00:08:10.722]  And of course, we broke that here just days after that first Ebola victim was announced in Dallas.
[00:08:27.125 --> 00:08:32.127]  Isn't it convenient that they had already had purchased all of these coffin liners?
[00:08:32.287 --> 00:08:34.267]  Very, very convenient they found a use for them.
[00:08:34.808 --> 00:08:44.671]  Now it'll just be interesting to see what sort of a use they have for those really large ammo purchases that they really didn't have a very good and valid explanation for.
[00:08:45.231 --> 00:08:50.075]  Now, coming up, more violence is expected in Ferguson over the weekend.
[00:08:50.215 --> 00:08:58.461]  As organizers in Ferguson, Missouri are calling for a weekend of resistance, the state is once again activating the militarized police.
[00:08:58.621 --> 00:09:00.263]  Will we see some more confrontation?
[00:09:01.257 --> 00:09:02.278]  DNA Force.
[00:09:02.338 --> 00:09:05.520]  When cells become toxic, they die early and aging sets in.
[00:09:05.600 --> 00:09:06.641]  DNA Force.
[00:09:06.761 --> 00:09:14.787]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:09:14.927 --> 00:09:19.971]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:09:20.011 --> 00:09:21.012]  DNA Force.
[00:09:21.052 --> 00:09:22.893]  We now have the synergistic solution.
[00:09:23.053 --> 00:09:27.396]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:09:27.416 --> 00:09:27.977]  DNA Force.
[00:09:31.059 --> 00:09:34.301]  Globalist social engineers are not just targeting us with propaganda.
[00:09:34.401 --> 00:09:36.662]  They are manipulating our genetics.
[00:09:36.822 --> 00:09:45.127]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:09:45.427 --> 00:09:53.392]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-gmo organic
[00:09:53.712 --> 00:10:01.519]  Super Male Vitality formula sourced from powerful organic herbs and then concentrated for maximum potency.
[00:10:01.739 --> 00:10:09.386]  Super Male Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:10:09.787 --> 00:10:15.892]  Super Male Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:10:16.132 --> 00:10:18.014]  For a limited time, we are offering
[00:10:18.134 --> 00:10:20.718]  Visit Infowarslife.com today to secure your super male vitality.
[00:10:20.838 --> 00:10:22.420]  Infowarslife.com
[00:10:32.000 --> 00:10:37.224]  Should we expect more confrontation and violence in Ferguson, Missouri over the weekend?
[00:10:37.404 --> 00:10:40.687]  Activists there are calling for a weekend of resistance.
[00:10:41.087 --> 00:10:44.669]  Now, this is in the wake of another police killing of a black teenager.
[00:10:45.130 --> 00:10:53.376]  The Ferguson October website states that the effort is intended to build momentum for a nationwide movement against police violence.
[00:10:53.396 --> 00:10:58.420]  They're going to have marches, teach-ins, panel discussions, and a candlelight vigil.
[00:10:58.940 --> 00:11:04.003]  Organizers expect thousands to show up, and they do not advocate any violence.
[00:11:04.103 --> 00:11:09.146]  But of course, considering what happened in August, cops are preparing for a violent repeat.
[00:11:09.186 --> 00:11:19.191]  The Ferguson mayor said that law enforcement is preparing for large crowds and violence, and they have activated an emergency center to coordinate efforts.
[00:11:19.711 --> 00:11:24.214]  Now, last night, the streets of Ferguson, Missouri, were literally on fire.
[00:11:24.294 --> 00:11:26.275]  Protesters there were calling for the death
[00:11:26.855 --> 00:11:28.616]  Of Officer Darren Wilson.
[00:11:28.656 --> 00:11:31.677]  So these protests are already getting a little bit heated.
[00:11:31.697 --> 00:11:40.460]  The protesters there were vandalizing homes, they committed assaults, blocked traffic, and some reportedly threw knives at police.
[00:11:40.860 --> 00:11:44.301]  Now this is after another black teen was shot on Wednesday.
[00:11:44.321 --> 00:11:49.983]  Now details of this particular incident indicate that the shooting was justified.
[00:11:50.263 --> 00:11:53.284]  However, that didn't deter these particular crowds.
[00:11:53.704 --> 00:11:59.828]  Protesters were marching through wealthy white neighborhoods, according to a USA Today reporter.
[00:12:00.568 --> 00:12:03.130]  There's also pictures of them burning the U.S.
[00:12:03.210 --> 00:12:03.690]  flag.
[00:12:04.430 --> 00:12:06.432]  So basically, these people are very upset.
[00:12:06.472 --> 00:12:07.952]  They do not feel represented.
[00:12:07.972 --> 00:12:09.533]  They're very mad.
[00:12:09.553 --> 00:12:15.237]  And I guess without even hearing all of the details of this particular incident, people instantly took to the streets.
[00:12:15.357 --> 00:12:16.798]  It went on all through the night.
[00:12:17.478 --> 00:12:23.321]  Violence and unrest, of course, is not going to change anything until we get some new people in power.
[00:12:23.401 --> 00:12:31.385]  It's not going to be the path to find justice and you're not going to find peace by creating the very injustice that you're fighting for.
[00:12:31.405 --> 00:12:35.367]  Now, Senator Rand Paul has visited Ferguson, Missouri today.
[00:12:35.387 --> 00:12:39.369]  He was there ahead of this fresh round of protests.
[00:12:39.949 --> 00:12:58.905]  This is the first potential 2016 contender to visit the city, and Paul met with civil rights leaders today and stated his concerns about long prison sentences for nonviolent crimes, the loss of voting rights for felons, and military programs to give unused equipment to local police departments.
[00:12:59.245 --> 00:13:03.688]  Paul said, I wanted to find out what we could do to make the situation better.
[00:13:04.389 --> 00:13:16.393]  So it'll be interesting to see how these residents react to getting a chance to see a lawmaker who seems to have their back and be really concerned about the fact that the police here in America are being militarized.
[00:13:16.753 --> 00:13:20.454]  And of course, hopefully his visit will show them that people are listening.
[00:13:20.855 --> 00:13:26.717]  Lawmakers are ready to stand up and do something in the name of justice.
[00:13:26.917 --> 00:13:33.659]  And of course, Rand Paul is not going to be there race baiting like some of the other people who showed up promptly there in Ferguson.
[00:13:34.019 --> 00:13:41.900]  Coming up, even when the NSA releases information about itself, it still claims that that intel is classified.
[00:13:42.301 --> 00:13:48.842]  And then, we're going to get to the bottom of all the weird perverts behind the Jennifer Lawrence nudie pics scandal.
[00:13:49.282 --> 00:14:00.604]  And then, our own Paul Joseph Watson sits down and interviews Zach Taylor, former Border Patrol agent who warns about the potentiality of Ebola to cross the border.
[00:14:01.917 --> 00:14:08.241]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:14:08.581 --> 00:14:10.062]  I believe our research is conclusive.
[00:14:10.082 --> 00:14:12.864]  This is the best iodine out there, and I know this for a fact.
[00:14:13.404 --> 00:14:18.168]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:14:18.308 --> 00:14:22.390]  For a limited time, experience the ancient power of Survival Shield X2.
[00:14:22.570 --> 00:14:27.774]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[00:14:32.034 --> 00:14:37.998]  Introducing the first proprietary oxygen-based intestinal cleanser, OxyPowder.
[00:14:38.658 --> 00:14:42.881]  Backed by FDA-approved Phase 1, 2, and 3 clinical trials.
[00:14:43.361 --> 00:14:49.665]  All the toxins from the air, the food, the water, ultimately ends up in the gut or affects the gut.
[00:14:49.785 --> 00:14:54.948]  Take your health into your own hands and start cleansing your body today with OxyPowder.
[00:14:55.488 --> 00:14:59.230]  Secure your OxyPowder today at InfoWarsLife.com.
[00:14:59.371 --> 00:15:01.172]  That's InfoWarsLife.com.
[00:15:02.580 --> 00:15:11.164]  Here at InfoWars, we deal with a lot of sensitive information, and to retrieve said information, we often have to go through the Public Information Officer.
[00:15:11.524 --> 00:15:12.944]  But don't let the name fool you.
[00:15:13.005 --> 00:15:20.388]  It's been my personal experience, as well as the rest of the crew, that the Public Information Officer's job is to give you as little information as possible.
[00:15:20.868 --> 00:15:25.130]  You know what's going on up there, and you won't talk to people, you don't even have a prepared statement?
[00:15:25.550 --> 00:15:26.210]  Shame on you!
[00:15:26.790 --> 00:15:27.391]  You're criminals.
[00:15:29.346 --> 00:15:30.127]  That's a bunch of bullshit.
[00:15:30.887 --> 00:15:37.493]  They know what's going on at the Bundy Ranch, and they won't even let a personal information officer, a police information officer, give us any information.
[00:15:37.813 --> 00:15:43.999]  And the people over at Wired.com figured this out as well when they recently tried to retrieve some information from the NSA.
[00:15:44.039 --> 00:15:46.521]  They have the article out, NSA Mindbender.
[00:15:46.841 --> 00:15:50.264]  We won't tell you what info we already leaked to the media.
[00:15:50.424 --> 00:15:57.208]  Who would have thought that trying to obtain information about the information the agency had already given out would lead to such a brick wall?
[00:15:57.448 --> 00:16:10.496]  That's what happened when the Federation of American Scientists filed a FOIA request with the Defense Department, which is part of the NSA, earlier this year seeking information about any authorized leaks of intelligence made to the media during the previous 12 months.
[00:16:10.636 --> 00:16:11.617]  The response they got?
[00:16:11.677 --> 00:16:20.222]  The document responsive to your request has been reviewed by the agency as required by the Freedom of Information Act and has been found to be currently improperly classified
[00:16:20.562 --> 00:16:21.202]  We're good to go.
[00:16:46.331 --> 00:16:56.839]  Alright, so you get your Android device, wherever your settings button is, click on that settings button, go to general, scroll all the way down to the bottom to wherever it says about device.
[00:16:57.519 --> 00:17:12.650]  Then you're going to go to legal information, open sources, licenses, it says you agree that this software is a non-commercially developed program that may contain bugs and the NSA makes no and hereby expressly disclaims all warranties.
[00:17:13.436 --> 00:17:20.558]  Also goes on to say that NSA will not be liable for any loss of profits or loss of data.
[00:17:21.418 --> 00:17:27.940]  So these guys have these huge NSA data hubs they won't let you inside and when you request information you get these bland responses.
[00:17:28.300 --> 00:17:32.182]  If it wasn't for guys like Edward Snowden and Benny we would never get this intel.
[00:17:32.442 --> 00:17:35.823]  But you can get this information and so much more at InfoWars.com
[00:17:37.728 --> 00:17:40.572]  That means no more illegal wiretapping of American citizens.
[00:17:41.493 --> 00:17:45.980]  No more national security letters to spy on citizens who are not suspected of a crime.
[00:17:46.861 --> 00:17:50.747]  No more tracking citizens who do nothing more than protest a misguided war.
[00:18:01.892 --> 00:18:11.555]  Jennifer Lawrence finally spoke out about that celebrity photo hacking scandal, calling it a sex crime and shaming anyone who participated in the sharing of those images.
[00:18:11.895 --> 00:18:16.776]  Now, Lawrence says that she has no apologies for taking nude selfies, and she shouldn't.
[00:18:16.896 --> 00:18:17.897]  It's not a crime.
[00:18:18.277 --> 00:18:22.558]  But where are all the outcries from these celebrities when it comes to government surveillance?
[00:18:23.038 --> 00:18:26.060]  Hello, the NSA is doing the exact same thing.
[00:18:26.360 --> 00:18:34.564]  We've reported extensively about NSA agents watching you through your laptop cameras, siphoning off your nudie pics, and then sharing them around the office.
[00:18:34.964 --> 00:18:38.746]  Edward Snowden said that this is just one of the perks of working in surveillance.
[00:18:39.186 --> 00:18:46.790]  And let's not forget that the police use the very same software that's used by hackers to gain access to your private data as well.
[00:18:47.130 --> 00:18:55.958]  But instead of focusing on government crime and unconstitutional surveillance, celebrities are calling out for even tighter restrictions on the Internet.
[00:18:56.298 --> 00:18:56.819]  Yay!
[00:18:56.939 --> 00:18:58.380]  Punish us for our freedom!
[00:18:58.580 --> 00:18:59.081]  USA!
[00:18:59.641 --> 00:19:00.442]  USA!
[00:19:00.822 --> 00:19:08.590]  Let's take a look at some of the sex criminals in our very own government, the same people that Jennifer Lawrence is asking to help investigate these hackers.
[00:19:09.170 --> 00:19:16.014]  Top DHS cop sues former DHS chief alleging employee discrimination against straight males.
[00:19:16.274 --> 00:19:24.498]  The lawsuit alleges that Napolitano's hand-picked chief of staff demanded a male ICE special agent engage in oral sex with her.
[00:19:24.758 --> 00:19:25.599]  And here's another one.
[00:19:25.859 --> 00:19:31.822]  The TSA is hiring criminals and sexual predators without even giving background checks.
[00:19:32.142 --> 00:19:40.767]  Theft, child molestation, rape, prostitution and murder, these are just a few of the crimes with which TSA employees have been charged in recent years.
[00:19:41.167 --> 00:19:46.570]  So when you see images of TSA agents patting down little kids, remember, it's for your freedom.
[00:19:46.870 --> 00:19:50.732]  Federal workers admit watching porn at work out of boredom.
[00:19:51.173 --> 00:19:56.936]  Government employees spent hours gawking at porn and in some cases engaging in cyber sex.
[00:19:57.376 --> 00:20:04.178]  And how much do you want to bet that some of these same government workers were enjoying nude pictures of Jennifer Lawrence while on the clock?
[00:20:04.638 --> 00:20:10.020]  Now, I'm not saying that the feds don't do their fair share of busting actual sexual deviance.
[00:20:10.420 --> 00:20:11.260]  Here, let's look at this.
[00:20:11.540 --> 00:20:16.522]  The FBI rescues 79 children being held as sex slaves across the U.S.
[00:20:17.222 --> 00:20:21.885]  FBI raid rescues 168 child sex slaves on U.S.
[00:20:21.925 --> 00:20:22.265]  soil.
[00:20:22.645 --> 00:20:29.008]  And in these cases, the FBI was also able to shut down hundreds of pimps that were involved in this sex trafficking.
[00:20:29.169 --> 00:20:33.071]  But of course, these were low-level pimps being taken down by the FBI.
[00:20:33.151 --> 00:20:35.332]  The focus is always on the minions.
[00:20:35.612 --> 00:20:39.794]  But there are some high-level sex criminals in our very own government.
[00:20:40.154 --> 00:20:40.875]  But the news
[00:20:41.215 --> 00:20:41.395]  I think.
[00:20:57.065 --> 00:21:01.387]  He's the founder of a large satanic cult, the Temple of Set.
[00:21:01.848 --> 00:21:08.131]  Now, Aquino and his wife Lilith and others were charged with conducting a satanic child molestation ring.
[00:21:08.151 --> 00:21:11.673]  They operated it at the Presidio Army Base Day Care Center.
[00:21:12.093 --> 00:21:18.076]  It was found that over 60 children had been molested, a number of whom had contracted venereal diseases.
[00:21:18.456 --> 00:21:21.098]  But of course, all the charges were eventually dropped.
[00:21:21.698 --> 00:21:23.939]  And of course there's Dyncor and Halliburton.
[00:21:24.259 --> 00:21:30.461]  Both were exposed for having been involved in the buying and selling of young women and children into sex slavery.
[00:21:30.821 --> 00:21:35.342]  But that hasn't stopped either of them from still getting large government contracts.
[00:21:35.742 --> 00:21:37.603]  Now here's a good one from the Common Sense Show.
[00:21:37.803 --> 00:21:40.784]  Child sex trafficking and the Oklahoma state government.
[00:21:41.244 --> 00:21:49.591]  They say many children are going missing from Child Protective Services all across the country and there's no record of what has happened to thousands of missing children.
[00:21:49.972 --> 00:21:55.557]  In Oklahoma, 78 children in custody have gone completely missing with no explanation.
[00:21:55.937 --> 00:22:05.005]  The agency said they've made no mistakes and they insist that all 78 missing children should just be considered to be runaways and that they haven't been abducted.
[00:22:05.285 --> 00:22:09.168]  So first of all, how would they know that if these children are missing?
[00:22:09.488 --> 00:22:17.273]  And secondly, if these kids had run away from their parents, there'd be hell to pay, and they'd be taken from the parents and put in Child Protective Services.
[00:22:17.674 --> 00:22:18.534]  Oh, the irony.
[00:22:18.994 --> 00:22:22.657]  Now, continuing on, we have convicted pedophile Jerry Sandusky.
[00:22:22.737 --> 00:22:27.620]  He pimped kids out of his Second Mile Foundation in an elite sex ring.
[00:22:27.961 --> 00:22:33.845]  The Second Mile Foundation was recognized as one of President Bush's top thousand points of light.
[00:22:34.505 --> 00:22:36.507]  Former President George H.W.
[00:22:36.707 --> 00:22:43.755]  Pappy Bush is no stranger to accusations of pedophilia as evidenced by this front page news.
[00:22:44.255 --> 00:22:54.967]  And don't even question the trail of dead and missing who are just investigating the second mile and other government agencies who procure their underage victims by making them wards of the state.
[00:22:55.307 --> 00:23:07.417]  Kind of like former Georgia State Senator Nancy Schaefer and her husband, who were mysteriously suicided in 2010 on the very same day that she was to speak out on the Alex Jones Show.
[00:23:07.858 --> 00:23:09.339]  So celebrities, go ahead.
[00:23:09.459 --> 00:23:11.221]  Keep on taking your nudie pics.
[00:23:11.341 --> 00:23:12.021]  It's America.
[00:23:12.221 --> 00:23:13.262]  It's a free country.
[00:23:13.883 --> 00:23:20.849]  But what you should be doing is using your celebrity status to call out the real sex criminals in our own government.
[00:23:28.001 --> 00:23:31.784]  The whole aim of Newspeak is to narrow the range of thought.
[00:23:32.304 --> 00:23:36.748]  In the end, we'll make thought crime literally impossible because there'll be no words to express it.
[00:23:36.768 --> 00:23:38.349]  But even now, there's no excuse for thought crime.
[00:23:38.389 --> 00:23:41.092]  It's just a question of reality control, of self-discipline.
[00:23:41.132 --> 00:23:44.374]  When Newspeak is perfect and compulsory, there won't be the need even for that.
[00:23:45.195 --> 00:23:46.356]  The revolution will be complete.
[00:23:47.569 --> 00:23:51.853]  70 years or so, there'll be nobody alive who could possibly understand this conversation we're having.
[00:23:51.873 --> 00:23:52.654]  They accept it.
[00:23:52.714 --> 00:23:54.656]  They accept the pros, but they're not human.
[00:23:54.796 --> 00:23:59.541]  The trend towards mass media's hold on the American mind is losing its grip.
[00:23:59.961 --> 00:24:05.086]  Gallup polls show that on average, only 40% of Americans trust mass media.
[00:24:05.567 --> 00:24:08.370]  And the decrease has progressed since the mid-2000s.
[00:24:09.651 --> 00:24:17.013]  The re-election of George W. Bush hammered public trust from 54% in 2003 to 44% in 2004.
[00:24:17.654 --> 00:24:22.355]  Both ABC News and CBS News have siblings in the Obama administration.
[00:24:22.775 --> 00:24:27.717]  CBS News President David Rhodes and ABC News President
[00:24:28.337 --> 00:24:40.462]  Ben Sherwood, both of them have siblings that not only work at the White House, that not only work for President Obama, but they work at the NSC on foreign policy issues directly related to Benghazi.
[00:24:40.582 --> 00:24:49.325]  And no one batted an eye after former White House Press Secretary Jay Carney... It's not because I'm a paragon of virtue, it's because that would be a terrible way to do the job.
[00:24:49.505 --> 00:24:59.768]  Who repeatedly pushed false talking points to the American public, and is married to an ABC senior correspondent, is now to be a trusted voice on CNN.
[00:24:59.808 --> 00:25:01.508]  Facts are stubborn things, Mr. Carney.
[00:25:01.528 --> 00:25:08.130]  Senator, I understand that you present the facts that you believe are true based on the argument that you've made wrong for a long time, sir.
[00:25:08.170 --> 00:25:14.031]  The Los Angeles Times reported that young people spend an average of 200 hours per month watching media.
[00:25:14.351 --> 00:25:16.472]  So why would trust decline?
[00:25:17.236 --> 00:25:21.140]  We mustn't be caught by surprise by our own advancing technology.
[00:25:21.260 --> 00:25:25.004]  I would feel it's being used too much to distract everybody all the time.
[00:25:25.024 --> 00:25:35.114]  But I mean, imagine, which must be the situation in all communist countries, where the television, where it exists, is always saying the same thing the whole time, is always driving along.
[00:25:35.154 --> 00:25:39.618]  It's not creating a wide front of distraction, it's creating a one-pointed
[00:25:40.516 --> 00:25:40.937]  I think?
[00:25:51.629 --> 00:25:57.090]  And his physiology even, making him actually love his slavery.
[00:25:57.351 --> 00:26:03.012]  Currently, six corporations feed the public 90% of all the collectivized info it has to offer.
[00:26:03.292 --> 00:26:19.436]  For example, the lurid details of Stephen Collins' child molestation investigation are repeatedly broadcast across the media landscape, while reports of 418 North Carolina children being raped by illegal aliens in one month goes unreported.
[00:26:19.776 --> 00:26:25.963]  What matters most to the American people means very little to a politicized culture in the White House.
[00:26:26.324 --> 00:26:28.106]  It's an election year after all.
[00:26:28.506 --> 00:26:35.534]  The disengaged Obama administration's assumption that public perception is under controlled manipulation
[00:26:36.275 --> 00:26:41.199]  Only adds fuel to the downward spiral of trust contained in the Gallup poll numbers.
[00:26:41.740 --> 00:26:52.169]  In the words of Abraham Lincoln, you can fool all the people some of the time, and some of the people all the time, but you cannot fool all the people all the time.
[00:26:52.609 --> 00:26:54.631]  John Bowne, InfoWars.com
[00:27:03.365 --> 00:27:06.126]  I'm Joe Biggs with InfoWars.com.
[00:27:06.467 --> 00:27:19.573]  Now Wednesday, Marine Corps Air Station New River held a full-scale pandemic outbreak drill where health officials and Marines responded to a smallpox outbreak there aboard the installation.
[00:27:19.793 --> 00:27:23.634]  Now what they did is they named this, they called it Exercise Vigilant Response.
[00:27:23.754 --> 00:27:30.876]  It was a drill for the first of its kind and from what they know it's the largest drill of that kind for an outbreak done by the Marine Corps.
[00:27:31.056 --> 00:27:35.157]  They decided to use this as a way to incorporate by administering inoculations.
[00:27:35.537 --> 00:27:48.260]  So they had about 1,200 flu shots on hand and what they did is they had Marines come in, they had the Navy Corpsman set up like there was an outbreak and they lined all these Marines up and had them come in single file line and administer the shot.
[00:27:48.680 --> 00:27:51.342]  Well, when I was in the Army, I had to go through something similar to that.
[00:27:51.442 --> 00:27:58.446]  I was brought into a large auditorium, and we would be called up, filed into a single file, and be forced to take these shots.
[00:27:59.046 --> 00:28:03.989]  I know there's got to be a lot of Marines out there that refuse to take the shots as well, like I did.
[00:28:04.029 --> 00:28:07.631]  I remember, for one instance, I went up there and I said, you know, I don't want to take this.
[00:28:08.011 --> 00:28:14.415]  I don't know what's in this, and the times that I've had to take it before, I felt very sick, I felt lightheaded, and then I end up being out of the fight.
[00:28:14.455 --> 00:28:15.276]  I'm not able to work.
[00:28:15.896 --> 00:28:25.923]  So it's one of those things that's just crazy how they push these vaccines on soldiers because they know you took a note and you sign that dotted line and they have a way to test different things on you.
[00:28:26.283 --> 00:28:31.506]  You know, with the Ebola outbreak, they're testing all these experimental drugs and they're not working out.
