[00:00:01.270 --> 00:00:02.431]  Coast to Coast.
[00:03:35.265 --> 00:03:45.849]  And again, we've got all this other tyranny going on, but when people see scores of federal helicopters and police helicopters and everyone grandstanding for some nobody,
[00:03:46.806 --> 00:03:53.629]  To go to Robert Rodriguez's house and collect, you know, $30,000 a plate donations.
[00:03:54.229 --> 00:03:55.070]  It's disgusting.
[00:03:55.130 --> 00:03:55.950]  We're sick of it.
[00:03:56.250 --> 00:03:57.851]  You already suck off of us.
[00:03:58.611 --> 00:04:00.652]  You got your red carpets, your Air Force One, all of it.
[00:04:00.952 --> 00:04:02.573]  People are tired of it.
[00:04:05.134 --> 00:04:07.355]  Chinese Communist presidents don't act like this.
[00:04:07.775 --> 00:04:09.496]  Vladimir Putin doesn't act like this.
[00:04:10.396 --> 00:04:12.217]  He'll have about five cars on each end of them.
[00:04:12.577 --> 00:04:13.538]  They'll have different routes.
[00:04:14.468 --> 00:04:15.769]  And maybe a helicopter above.
[00:04:16.430 --> 00:04:17.831]  Or he'll fly around by helicopter.
[00:04:19.572 --> 00:04:24.976]  Again, American presidents didn't used to act like this, unless it was an inauguration or something, and they did it as a big stunt.
[00:04:27.838 --> 00:04:33.463]  This started back in the days of Woodrow Wilson and people, they would have these trains would go through the countryside.
[00:04:34.952 --> 00:04:41.378]  And then the president would stop at train stations that were already like Grand Central Station full of people, and everybody would wave at him.
[00:04:41.638 --> 00:04:44.061]  They would take shots for the newspapers.
[00:04:44.441 --> 00:04:48.405]  That was all Edward Bernays, the propagandist, saying, make them like theater stars.
[00:04:48.985 --> 00:04:50.487]  Then later, make them like Hollywood stars.
[00:04:51.087 --> 00:04:53.770]  Listen, Obama isn't our Hollywood star.
[00:04:54.851 --> 00:04:55.772]  And I'm sick of it.
[00:04:56.713 --> 00:05:01.342]  And I don't like two hours of a highway shutdown for him, and people are starting to get it and resonate.
[00:05:01.763 --> 00:05:06.411]  And it's stuff like this, sentimental, superficial stuff, that'll bring this scum down.
[00:05:06.792 --> 00:05:09.117]  I'm telling you, we're sick of an imperial president.
[00:05:10.006 --> 00:05:11.908]  I've always believed in nutrition and herbs.
[00:05:12.229 --> 00:05:19.738]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:05:20.279 --> 00:05:27.468]  Sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[00:05:27.808 --> 00:05:32.251]  I just received my male vitality about three days ago, and I must say, that is some good stuff.
[00:05:32.411 --> 00:05:42.579]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[00:05:43.059 --> 00:05:49.223]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:05:49.544 --> 00:05:51.765]  I jump out of bed ready to fight these criminals every day.
[00:05:51.785 --> 00:05:55.748]  I look forward to waking up and taking my super male vitality and get the day started.
[00:05:55.908 --> 00:05:57.509]  It's not just the super male vitality.
[00:05:57.849 --> 00:06:01.790]  All the products in InfoWarsLife.com are simply amazing.
[00:06:02.031 --> 00:06:08.973]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[00:06:10.074 --> 00:06:16.016]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:06:16.216 --> 00:06:20.398]  Most people know that iodine deficiency has been a crisis around the world.
[00:06:20.778 --> 00:06:25.340]  Iodine is key to so many of the body's functions, especially the thyroid.
[00:06:25.760 --> 00:06:28.361]  I discovered a product being developed by Dr. Group.
[00:06:28.681 --> 00:06:33.862]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[00:06:34.122 --> 00:06:40.984]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:06:41.504 --> 00:06:45.284]  And the results that I personally have had have been life-changing.
[00:06:45.645 --> 00:06:50.426]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:06:50.746 --> 00:06:51.606]  This is innovating.
[00:06:51.886 --> 00:06:59.172]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[00:06:59.392 --> 00:07:03.415]  For a limited time, experience the ancient power of Survival Shield X2.
[00:07:03.635 --> 00:07:08.800]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLive.com.
[00:07:09.933 --> 00:07:11.115]  I can, like, taste dirt in it.
[00:07:11.195 --> 00:07:12.316]  God knows what's in this.
[00:07:12.536 --> 00:07:16.641]  These people just sampled city of Austin tap water straight from the faucet.
[00:07:16.801 --> 00:07:22.708]  Next, we had them try a sample of tap water filtered through the ProPure G2.0 filtration system.
[00:07:22.828 --> 00:07:23.849]  That one is better.
[00:07:23.909 --> 00:07:24.890]  Tastes like nothing.
[00:07:25.171 --> 00:07:26.592]  Yep, I know what good water tastes like.
[00:07:26.632 --> 00:07:27.153]  It's good water.
[00:07:27.253 --> 00:07:33.055]  Most tap water contains added substances, like fluoride, chlorine, glyphosate, and many others.
[00:07:33.295 --> 00:07:40.418]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[00:07:40.638 --> 00:07:43.139]  It tastes like you're drinking out of the lake when you're drinking tap water.
[00:07:43.359 --> 00:07:51.382]  The ProPure® G2.0 filtration system removes these deadly substances, leaving only fresh-tasting, deliciously clean water.
[00:07:51.542 --> 00:07:52.542]  Okay, this is very tasty.
[00:07:52.562 --> 00:07:53.603]  It's good water.
[00:07:53.783 --> 00:07:54.223]  Refreshing.
[00:07:54.243 --> 00:07:54.723]  It's good!
[00:07:55.003 --> 00:08:02.813]  Go to InfowarsStore.com today and get your free wire stand with the purchase of a Pro-Pure Big Water Filtration System.
[00:08:03.133 --> 00:08:03.634]  Or call 1-888-253-3139.
[00:08:24.542 --> 00:08:26.767]  Waging war on corruption.
[00:08:27.228 --> 00:08:32.358]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:08:57.443 --> 00:09:01.446]  Bad boys running wild in the streets.
[00:09:01.606 --> 00:09:16.057]  That's the tyranny of government, where every globalist, every scammer who is in the political system is given a free pass to engage in any type of activity they'd like.
[00:09:16.457 --> 00:09:22.342]  Thank you so much for joining us on this Thursday, worldwide edition, the 24th day of July,
[00:09:26.908 --> 00:09:34.951]  2014.
[00:09:27.648 --> 00:09:34.951]  I am your host, Alex Jones, and we have several guests joining us on the broadcast today.
[00:09:35.551 --> 00:09:48.057]  Dr. Steve Pchenik will be popping in for 30 minutes to give us his take on the airliner shootdown, what's happening in Gaza, what's happening with ISIS and IS, as it's now known, in the Middle East, and a lot more.
[00:09:48.177 --> 00:09:53.179]  And then coming back for a second visit, he was on with us about three weeks ago, Professor Daryl Hamamoto,
[00:09:54.353 --> 00:10:10.578]  Who heads up one of the departments at UC Davis, is an expert on government propaganda and sociology, psychology, advertising, saying that it is a premeditated plan to basically create a political underclass and implode the country into serfdom, opening up the borders.
[00:10:10.918 --> 00:10:17.020]  He's going to join us with the latest developments and the aftermath of him going public on this broadcast.
[00:10:17.040 --> 00:10:18.621]  So that is coming up today.
[00:10:19.381 --> 00:10:26.823]  I also want to open the phones up throughout the three hours of this Thursday edition and go through all of the different news stories.
[00:10:30.084 --> 00:10:40.246]  Now continuing here, here is the story that I want to get to first because it illustrates so many different angles that we're looking at.
[00:10:41.773 --> 00:11:03.153]  NBC News local out of Southern California, woman in labor, unable to cross the street to hospital because of Obama motorcade, had to sit there for a long period of time I guess as her water poured out on the street and it was the image of the police with the yellow tape
[00:11:06.198 --> 00:11:34.055]  and coming up getting in reporters and camera people's faces uh... because their god was driving by uh... and it's just the idea that the entire road was shut down for a long period of time while his imperial highness drove by going to different parts of los angeles uh... shutting down uh... traffic uh... for long periods of time while they were basically busy going around collecting money from uh... members of the hollywood elite
[00:11:36.035 --> 00:11:38.337]  Now again, there's a lot of huge news going on worldwide.
[00:11:38.397 --> 00:11:40.578]  Potential expansion of war with Russia.
[00:11:40.919 --> 00:11:41.679]  Proxy wars.
[00:11:41.699 --> 00:11:42.700]  Devaluing dollar.
[00:11:42.740 --> 00:11:43.721]  Countries leaving the dollar.
[00:11:44.021 --> 00:11:45.983]  The BRICS agreements.
[00:11:46.243 --> 00:11:47.804]  They're now talking about Germany may join.
[00:11:49.125 --> 00:11:50.706]  Huge border collapsing.
[00:11:52.427 --> 00:11:53.748]  Depressionary spikes.
[00:11:54.769 --> 00:11:58.332]  So many issues, but this is the type of thing
[00:12:00.677 --> 00:12:05.761]  That can really get people thinking, why does this guy or any other president have red carpets?
[00:12:06.641 --> 00:12:08.162]  Why do they have Air Force One?
[00:12:08.222 --> 00:12:10.324]  Why do members of Congress have jets now?
[00:12:11.244 --> 00:12:12.545]  Like Nancy Pelosi and others.
[00:12:13.146 --> 00:12:14.467]  And the Speaker of the House, Boehner.
[00:12:15.067 --> 00:12:23.093]  Why do we have an imperial government that treats us like total garbage that lives behind fences and have armed bodyguards?
[00:12:26.015 --> 00:12:30.158]  But then that same government is lobbying to disarm the American people
[00:12:32.352 --> 00:12:34.274]  In the poorest areas of this country.
[00:12:35.835 --> 00:12:40.498]  They are expanding the fleet of congressional jets.
[00:12:42.040 --> 00:12:48.645]  They've just spent another $550 million, according to the Wall Street Journal, to buy some new jets for themselves this year.
[00:12:48.705 --> 00:12:54.249]  And some of them are large-type aircraft like Air Force One.
[00:12:56.011 --> 00:12:58.433]  And again, it's all part of them being the new elite.
[00:12:59.926 --> 00:13:02.707]  The Hollywoodization of the politicians.
[00:13:02.747 --> 00:13:06.367]  They've always said that politics is show business for ugly people.
[00:13:08.128 --> 00:13:09.188]  Well, it's worse than that.
[00:13:10.628 --> 00:13:18.170]  You have the merger of Hollywood and entertainment with the Imperial Presidency, and that's been going on the last 20 years really bad.
[00:13:18.190 --> 00:13:19.850]  It goes back to Jack Kennedy.
[00:13:20.710 --> 00:13:24.831]  So you say 40, 50 years, but it's been accelerating the last 20 years or so.
[00:13:28.735 --> 00:13:33.596]  To the point now where you see Obama in movies.
[00:13:34.756 --> 00:13:36.997]  Almost every movie I go see now, Obama's in it.
[00:13:37.937 --> 00:13:42.238]  If it's a cop movie or an adventure movie or a sci-fi movie, there's Obama in it.
[00:13:43.258 --> 00:13:45.518]  Shooting fake newscasts for the film.
[00:13:48.319 --> 00:13:52.520]  I mean, just a few years ago, remember Arnold Schwarzenegger couldn't be in movies because of the law in California?
[00:13:53.760 --> 00:13:58.221]  That you can't make money off films and things when you're part of the state film initiative program?
[00:13:59.910 --> 00:14:13.680]  If you study the old Soviet Union, and the Nazis for that matter, Hitler was obsessed with controlling German Hollywood, and making the stars come and have sex with him if they wanted to keep being in the films.
[00:14:14.880 --> 00:14:21.585]  And Joseph Goebbels, and what they wanted inserted, and J. Edgar Hoover trying to control Hollywood, and television, and cop shows.
[00:14:22.445 --> 00:14:24.027]  And the Pentagon involved manipulating it.
[00:14:24.227 --> 00:14:28.550]  This has been going on for a long time, but what it's about is your local mayor going
[00:14:29.750 --> 00:14:54.359]  And voting to spend hundreds of millions of taxpayer dollars to pay for Ecclestone to have his Formula One track paid for and be given tax exemption so the mayor can go and be in the box each time and fly around on helicopters with the Formula One owners and rub shoulders with Hollywood people that are all paid to basically come to the event.
[00:14:56.215 --> 00:14:57.858]  So they can control the local government.
[00:14:58.078 --> 00:14:59.540]  It's all a big vanity fair.
[00:14:59.600 --> 00:15:02.505]  All a bunch of narcissistic, mentally ill people.
[00:15:02.525 --> 00:15:06.651]  I mean, we've all seen the mothers that will put their children in...
[00:15:11.055 --> 00:15:15.778]  These beauty pageants or in these dancing classes so they'll go perform.
[00:15:16.018 --> 00:15:21.222]  And it's not about the kids being in a beauty pageant or a talent show or being models.
[00:15:22.262 --> 00:15:31.649]  It's about the moms putting on 20 layers of makeup and lipstick and going and imagining narcissistically that they're these big stars.
[00:15:33.150 --> 00:15:36.572]  Because Hollywood and television has created the illusion
[00:15:38.226 --> 00:15:40.727]  That you aren't anybody if you're not in show business.
[00:15:41.727 --> 00:15:53.190]  And so, so many people that are anchormen and women, so many newscasters, so many media people only get in to the media because they want to be stars.
[00:15:54.670 --> 00:15:57.971]  And I've been inside of this now for 20 years and I've seen it.
[00:15:59.112 --> 00:16:03.493]  I've seen it in the Liberty Movement where
[00:16:05.228 --> 00:16:27.442]  I would say it's got to be 80% of the people that get involved in it to be radio hosts or to make films are doing it to be big stars themselves and are violently jealous of anyone and everyone else in the movement and can work with no one because they're constantly trying to undermine everybody else because they're so narcissistic and so mentally ill.
[00:16:28.683 --> 00:16:36.208]  And then they will accuse you of undermining them while all they do, in truth, when you know the inside baseball, is undermine others.
[00:16:36.689 --> 00:16:38.390]  Again, it's a manifestation of that.
[00:16:38.790 --> 00:16:55.382]  I got involved in media because they were trying to ban guns and private sale of guns and junior, you know, shooting groups under the age of 18 and because they were taking farmers and ranchers' land without just compensation and giving it to environmental mafia front groups for development.
[00:16:56.187 --> 00:17:04.196]  I got involved because my grandfather was told to clean out the city creek behind his house, even though it wasn't his property.
[00:17:05.117 --> 00:17:10.222]  They started giving him $2,000 a day fines, and I had to go prove in court and the rest of it that it was a fraud.
[00:17:12.404 --> 00:17:14.807]  I got involved because I don't like being pushed around.
[00:17:15.467 --> 00:17:17.450]  I got involved because I was so disgusted
[00:17:18.810 --> 00:17:36.581]  By the political class and the wannabe media class and all the people trying to act like they've arrived and act like they're somebody and act like they know everything, when the average person in media is a mentally ill, scared narcissist who is living in a poser fantasy land.
[00:17:37.021 --> 00:17:42.485]  And that goes for mainstream media, dinosaur media, alternative media, new media, you name it.
[00:17:44.329 --> 00:17:52.933]  The mark of real media is that you promote stories and ideas and culture and information that's positive and truthful.
[00:17:53.653 --> 00:17:56.835]  And you work with others who have that same goal in mind.
[00:17:57.055 --> 00:17:58.916]  Because that's the big brass ring.
[00:17:59.276 --> 00:18:00.116]  That's the goal.
[00:18:00.456 --> 00:18:01.257]  Don't let them...
[00:18:01.897 --> 00:18:02.938]  Confiscate the guns.
[00:18:03.318 --> 00:18:04.779]  Don't let them implode the borders.
[00:18:05.120 --> 00:18:06.921]  Don't let them take all the private property.
[00:18:07.161 --> 00:18:16.068]  Don't let George Soros and Warren Buffett lobby for higher taxes on middle class when they're almost completely tax-exempt and help write the laws to make themselves exempt.
[00:18:16.449 --> 00:18:17.410]  Expose the fraud.
[00:18:17.650 --> 00:18:19.271]  Don't let them shut off our power plants.
[00:18:19.832 --> 00:18:21.553]  Don't let them ship our jobs overseas.
[00:18:22.093 --> 00:18:23.374]  Shop at the farmer's market.
[00:18:23.695 --> 00:18:27.137]  Stand up for the Amish being SWAT teamed for selling cheese to their neighbors.
[00:18:28.118 --> 00:18:35.601]  Stand up for the mother having her two children taken with no due process for CPS because they want to sell them into the adoption market.
[00:18:36.482 --> 00:18:40.804]  Stand up against the Christians and Muslim minorities being slaughtered by ISIS.
[00:18:41.024 --> 00:18:42.304]  Who's going to stand up for them?
[00:18:43.225 --> 00:18:44.846]  Having empathy for other people.
[00:18:45.246 --> 00:18:47.647]  Realizing that if you don't have empathy,
[00:18:48.797 --> 00:19:15.669]  For the people in all these war-torn regions, if you don't understand what they're going through, the reason you have an instinct to care about them and to want it to stop, and to not want to have it being done in your name, is because subconsciously, and in an ingrained DNA level, you know what comes around, goes around, and you know subconsciously, in your spirit, in your gut, that if you don't stand up for the innocents being killed, it'll end up happening to you and your innocents.
[00:19:17.028 --> 00:19:21.651]  You don't want that bad karma, or what you call, you reap what you sow.
[00:19:22.151 --> 00:19:23.352]  You're God-fearing.
[00:19:23.673 --> 00:19:24.753]  What does God-fearing mean?
[00:19:25.033 --> 00:19:31.017]  It means you instinctively don't want to do bad, don't want to be involved in evil.
[00:19:31.398 --> 00:19:33.759]  Doesn't mean you're perfect, but your heart is right.
[00:19:35.921 --> 00:19:43.386]  Most people that are involved in different endeavors in government, period, are in it
[00:19:44.722 --> 00:19:51.406]  wholly to advance themselves personally, not realizing we've got to advance everybody in the final equation.
[00:19:52.546 --> 00:19:53.507]  Or we all fall.
[00:19:54.788 --> 00:20:02.412]  Alright, I'm done talking about that, but all over the country, it's not just in Washington, cities are now saying they're going to refuse to pay for Obama's fundraising visit.
[00:20:02.692 --> 00:20:03.432]  That's spreading.
[00:20:04.293 --> 00:20:08.275]  We've got huge border news, huge Russian news, and more coming up.
[00:20:09.594 --> 00:20:14.915]  American gardeners and fellow Patriots, make the right choice with your money, time, and your family food supply.
[00:20:15.055 --> 00:20:20.076]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:20:20.256 --> 00:20:21.056]  Why spend more?
[00:20:21.236 --> 00:20:28.978]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:20:29.258 --> 00:20:29.738]  Yes, only $37.95.
[00:20:29.798 --> 00:20:30.778]  That's 70% less than our competitors.
[00:20:33.439 --> 00:20:36.583]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:20:36.823 --> 00:20:43.311]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:20:43.471 --> 00:20:46.095]  Plus, all orders over $49 ship free.
[00:20:46.295 --> 00:20:49.939]  MyPatriotSupply.com is American owned by patriots like you.
[00:20:50.160 --> 00:20:51.962]  Passionate about freedom and preparedness.
[00:20:52.162 --> 00:20:55.006]  Call now, 866-229-0927.
[00:20:55.327 --> 00:20:58.892]  That's 866-229-0927.
[00:20:59.412 --> 00:21:04.059]  Or discover more emergency preparedness items when you order at mypatriotsupply.com.
[00:21:04.179 --> 00:21:05.180]  Choose the original.
[00:21:05.280 --> 00:21:08.865]  Choose the Survival Seed Vault at mypatriotsupply.com.
[00:21:09.426 --> 00:21:09.826]  Question.
[00:21:10.186 --> 00:21:14.428]  Could too many GMO foods and toxins be overloading your digestive and immune systems?
[00:21:14.988 --> 00:21:15.828]  Answer, yes.
[00:21:16.248 --> 00:21:22.010]  If you're searching for a powerful detox that's gentle enough to use every day, use Pro-EM-1 from Teriganics.
[00:21:22.491 --> 00:21:29.713]  Pro-EM-1 is a powerful liquid probiotic that uses good bacteria to suppress pathogens and gently eliminate toxins from your body.
[00:21:30.053 --> 00:21:38.076]  A healthy digestive system will cleanse and remove toxins, support weight loss, improve absorption of food nutrients, and aid in controlling yeast and other infections.
[00:21:38.396 --> 00:21:46.078]  Pro-EM1 is made with only non-GMO and certified organic ingredients, has no preservatives, and is dairy, soy, wheat, and gluten-free.
[00:21:46.338 --> 00:21:48.699]  Pro-EM1 is the key to your digestive health.
[00:21:49.079 --> 00:21:52.800]  Order Pro-EM1 Daily Probiotic Cleanse at Terragonics.com.
[00:21:52.960 --> 00:21:56.041]  Spelled T-E-R-A-G-A-N-I-X dot com.
[00:21:56.302 --> 00:21:57.122]  Or call toll-free 866-369-3678.
[00:21:57.242 --> 00:21:57.482]  That's 866-369-3678.
[00:21:57.542 --> 00:21:58.822]  Also available through Amazon Prime.
[00:21:58.922 --> 00:21:59.803]  Pro-EM1 from Terragonics.
[00:22:00.023 --> 00:22:00.963]  Life's getting better.
[00:22:09.153 --> 00:22:11.676]  Alex Jones here for InfoWars.com.
[00:22:11.937 --> 00:22:16.603]  In the month of July, we have got giant specials on everything at Madein1776.com.
[00:22:16.623 --> 00:22:18.566]  The already discounted Made in 1776 t-shirts are only $17.76.
[00:22:24.073 --> 00:22:24.473]  I think so.
[00:22:44.130 --> 00:22:51.373]  Five months free right now when you get a membership at PrisonPlanet.tv for a limited time, only $39.95 a year.
[00:22:51.653 --> 00:22:55.154]  That's more than five months free off the regular price.
[00:22:55.494 --> 00:23:01.737]  Not just this July 4th weekend, but the entire month of July at MadeIn1776.com.
[00:23:02.097 --> 00:23:07.139]  Molon Labe, you can take my gun from my cold, dead hands.
[00:23:08.345 --> 00:23:17.610]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it lent back at interest, forcing taxes to service debt.
[00:23:17.650 --> 00:23:18.390]  This capitalism?
[00:23:18.450 --> 00:23:24.574]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:23:24.614 --> 00:23:28.256]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[00:23:28.296 --> 00:23:29.196]  Call for your copy 800-686-2237.
[00:23:29.216 --> 00:23:30.277]  It's time to understand the system.
[00:23:30.317 --> 00:23:30.577]  Call 800-686-2237.
[00:23:30.637 --> 00:23:30.977]  That's 800-686-2237.
[00:23:37.981 --> 00:23:40.563]  Do you ever feel like you live in an alternate universe?
[00:23:41.063 --> 00:23:44.606]  As the stock market hits new highs, the middle class are dying.
[00:23:45.187 --> 00:23:47.949]  Manipulated financial markets and economic figures.
[00:23:48.209 --> 00:23:49.410]  Chaos on our border.
[00:23:49.850 --> 00:23:51.892]  China and Russia bypassing the dollar.
[00:23:52.372 --> 00:23:53.933]  Life is getting ready to change.
[00:23:54.294 --> 00:23:56.916]  You need to prepare to thrive in the new economy.
[00:23:57.336 --> 00:24:00.498]  Go to babyboomerbackupplan.com or call 888-507-8789.
[00:24:00.538 --> 00:24:00.919]  That's 888-507-8789.
[00:24:19.131 --> 00:24:33.895]  Our country is collapsing by design, and we've got the supposed commander-in-chief who's literally lowered our borders, funding Al-Qaeda groups, shutting down our industries, devaluing our dollar.
[00:24:35.206 --> 00:24:45.074]  And he's running around shutting down highways in three or four cities a week, collecting money for the Democratic Party, when he's not even running for re-election.
[00:24:45.955 --> 00:24:57.565]  While Dinesh D'Souza is facing prison time for getting five of his friends to donate money, which isn't even illegal, according to lawyers I've talked to.
[00:24:58.005 --> 00:25:00.547]  And while they're persecuting the Tea Party gun owners,
[00:25:02.158 --> 00:25:07.359]  501c3 groups that don't play ball, to intimidate all the other churches to say nothing and go along.
[00:25:09.320 --> 00:25:23.142]  And again, if your preacher isn't speaking out against this, A. they don't know what the First Amendment's about, they've been intimidated, and B. they're a bunch of narcissistic Pharisee glitter bugs who aren't doing anything to try to change the world.
[00:25:23.203 --> 00:25:24.823]  They might as well go hang out with Benny Hinn.
[00:25:26.843 --> 00:25:29.844]  The seven gifts of the Holy Spirit, you know, I've never
[00:25:31.288 --> 00:25:39.091]  I've talked about this on air and I haven't read this in decades, but when I describe being God-fearing, it isn't like some type of servitude or slavery.
[00:25:39.611 --> 00:25:45.174]  It's like not wanting to do something bad in front of your elderly grandmother.
[00:25:46.774 --> 00:25:51.396]  It's wanting to be a good person, not wanting to be separated from the spirit of goodness.
[00:25:51.777 --> 00:25:59.420]  That's how I've always described it, and I was probably going subconsciously from reading the seven gifts of the Holy Spirit when I was a child
[00:26:00.495 --> 00:26:05.700]  But Chris Jordan brought this into me and it describes it absolutely perfectly.
[00:26:06.180 --> 00:26:13.726]  Fear of the Lord, wonder and awe, with the gift of fear of the Lord we are aware of the glory and majesty of God.
[00:26:13.826 --> 00:26:19.651]  A person with wonder and awe knows that God is the perfection of all we desire.
[00:26:20.132 --> 00:26:23.114]  Perfect knowledge, perfect goodness, perfect power, perfect love.
[00:26:23.455 --> 00:26:27.538]  The gift is described as a fear of separating oneself from God
[00:26:28.539 --> 00:26:35.960]  He describes the gift as a fear, like a child's fear of offending his father rather than servile fear.
[00:26:36.321 --> 00:26:37.681]  This is a fear of punishment.
[00:26:38.101 --> 00:26:40.441]  Fear of the Lord is the beginning of wisdom.
[00:26:43.602 --> 00:26:45.322]  And I think that says it perfectly.
[00:26:45.942 --> 00:26:52.404]  And even if you don't believe in God, folks, I have a fear of peeing in a public pool.
[00:26:53.004 --> 00:26:53.944]  Not that I'm going to be caught.
[00:26:56.860 --> 00:27:07.065]  I was in a public pool with my kids just the other day, and jump in, and I'm thinking, man, it'd be easy to pee in the pool.
[00:27:07.085 --> 00:27:13.989]  And I said, no, I'm going to get up and walk the 100, 200 yards to the bathroom, and I'm going to go to the bathroom there.
[00:27:14.029 --> 00:27:17.651]  And of course, I'm not being juvenile here telling the story.
[00:27:17.671 --> 00:27:18.451]  You've all done it.
[00:27:19.092 --> 00:27:21.313]  You look at most people, they're not getting up to go to the bathroom, folks.
