[00:00:01.472 --> 00:00:02.635]  Coast to coast.
[00:03:43.653 --> 00:03:46.455]  Just earlier this week, France made the same pronouncement.
[00:03:46.775 --> 00:03:55.719]  They said we're not going to, there's one GMO corn strain that's authorized in the European Union and they're going to shut that down before planting season this year.
[00:03:56.139 --> 00:04:01.061]  So we've got France, Brazil, Russia, people who are looking out for the interests of their people.
[00:04:01.481 --> 00:04:02.782]  What's happening in America?
[00:04:03.422 --> 00:04:08.406]  Well, in America they just keep dumping the fluoride into the water even though it's been outlawed in many European countries.
[00:04:08.446 --> 00:04:10.308]  They keep on bringing in the GMO.
[00:04:10.608 --> 00:04:14.091]  They're totally in control of the government.
[00:04:14.111 --> 00:04:17.994]  These corporations like Monsanto and others is simply about profit.
[00:04:18.254 --> 00:04:21.257]  We've got an article on InfoWars today about a young high school girl.
[00:04:21.897 --> 00:04:26.498]  Who did a science project and took some seafood and measured it with Geiger counters.
[00:04:26.898 --> 00:04:33.259]  And she found some amazing results that were many, many times higher than the safe level that the government had said was safe.
[00:04:33.279 --> 00:04:38.080]  But of course, the Canadian government stopped looking at radiation and food quite some time ago.
[00:04:38.401 --> 00:04:45.102]  So you've got a high school student science project that can do a better job than the FDA or the Canadian food safety inspectors.
[00:04:45.822 --> 00:04:46.642]  That's pretty amazing.
[00:04:46.762 --> 00:04:49.363]  But of course, according to Chuckie Schumer,
[00:04:50.362 --> 00:04:55.929]  You as individuals, you as bloggers, you as a high school student, shouldn't be allowed to do these types of things.
[00:04:55.949 --> 00:04:57.351]  You're not a real journalist.
[00:04:57.912 --> 00:05:00.636]  You know, real journalists are people who offer us real information.
[00:05:00.876 --> 00:05:01.717]  We're going to be right back.
[00:05:01.737 --> 00:05:02.118]  Stay tuned.
[00:05:10.675 --> 00:05:19.687]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:05:19.787 --> 00:05:27.838]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:05:28.178 --> 00:05:32.859]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:05:33.039 --> 00:05:39.741]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:05:39.841 --> 00:05:46.923]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:05:47.003 --> 00:05:53.865]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:05:54.025 --> 00:05:58.387]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:05:58.507 --> 00:06:01.769]  Available in original or with our immune support infusion blend.
[00:06:01.909 --> 00:06:08.032]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:06:08.212 --> 00:06:10.433]  Available at Infowarslife.com.
[00:06:10.673 --> 00:06:21.058]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[00:06:21.358 --> 00:06:23.199]  Guess what else is in the halogen family?
[00:06:23.399 --> 00:06:24.099]  Fluoride.
[00:06:24.279 --> 00:06:26.560]  Ladies and gentlemen, Alex Jones here.
[00:06:26.720 --> 00:06:32.522]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:06:32.783 --> 00:06:35.624]  It's the good halogen on the periodic table.
[00:06:35.724 --> 00:06:37.584]  And the results are on record.
[00:06:37.704 --> 00:06:43.827]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[00:06:44.027 --> 00:06:46.188]  Bottom line, iodine is important.
[00:06:46.448 --> 00:06:49.069]  Unbound, clean, in a glycerin base.
[00:06:49.369 --> 00:06:52.770]  Nascent iodine was the answer for myself and my family.
[00:06:52.870 --> 00:06:58.096]  You will find Survival Shield Nascent Iodine exclusively at InfoWarsLife.com.
[00:06:58.316 --> 00:07:03.121]  InfoWars Life Survival Shield Nascent Iodine isn't just for emergencies.
[00:07:03.422 --> 00:07:04.463]  I take it every day.
[00:07:04.603 --> 00:07:07.466]  That's InfoWarsLife.com or call toll-free 888-253-3333.
[00:07:10.730 --> 00:07:13.474]  Alex Jones here with a message to fellow freedom lovers.
[00:07:13.734 --> 00:07:18.581]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:07:18.761 --> 00:07:25.952]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:07:26.072 --> 00:07:31.477]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:07:31.697 --> 00:07:35.381]  These are items that I did research on, that I personally use.
[00:07:35.721 --> 00:07:40.266]  We've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:07:40.446 --> 00:07:45.671]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:07:45.891 --> 00:07:48.993]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:07:49.133 --> 00:07:51.395]  When Disaster Strikes by Matthew Stein.
[00:07:51.655 --> 00:07:56.219]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:07:56.399 --> 00:07:58.861]  Hand Crank Shortwave AM FM Radios.
[00:07:59.301 --> 00:08:06.346]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:08:06.506 --> 00:08:07.547]  We're getting prepared.
[00:08:07.787 --> 00:08:08.207]  Are you?
[00:08:08.448 --> 00:08:09.588]  Infowarshop.com
[00:08:11.109 --> 00:08:13.711]  This is an emergency transmission.
[00:08:13.971 --> 00:08:26.839]  This is an emergency transmission from FEMA Region 6 in the Occupy
[00:08:34.804 --> 00:08:35.965]  There is a war.
[00:08:36.405 --> 00:08:37.406]  It's happening now.
[00:08:38.267 --> 00:08:40.069]  It will decide the fate of humanity.
[00:08:40.629 --> 00:08:42.451]  The time to choose sides has come.
[00:08:43.231 --> 00:08:44.673]  We are the resistance.
[00:08:45.133 --> 00:08:46.755]  We are the Infowar.
[00:08:53.012 --> 00:08:55.553]  Welcome back to the Infowars radio program.
[00:08:55.573 --> 00:08:56.533]  Alex Jones radio program.
[00:08:56.553 --> 00:08:58.894]  He's going to be joining us at the top of the hour.
[00:08:58.914 --> 00:09:01.935]  I was just handed a piece of paper from Kurt Nimmo.
[00:09:02.335 --> 00:09:08.957]  I was talking in the first segment about how the Ukrainian parliament had rejected the IMF offer that was put on the table.
[00:09:09.657 --> 00:09:13.718]  Now it appears that they have conceded to this and he correctly points out that it's
[00:09:14.418 --> 00:09:16.139]  An IMF looting plan.
[00:09:16.179 --> 00:09:17.901]  Now, let's get a little bit of background on this.
[00:09:17.921 --> 00:09:20.183]  The last couple of days, it was on again and off again.
[00:09:20.523 --> 00:09:25.286]  First, it was accepted by the Ukrainian Prime Minister, Yatsenyuk, who is a globalist puppet.
[00:09:25.887 --> 00:09:29.189]  And he's the guy, remember, that Victoria Nuland was talking to?
[00:09:29.229 --> 00:09:30.771]  The guy she likes to call Yats?
[00:09:31.371 --> 00:09:32.692]  Uh, their man on the inside.
[00:09:32.712 --> 00:09:37.737]  Of course he accepted the deal from the IMF, but the legislature balked initially, so they didn't want it.
[00:09:37.997 --> 00:09:40.700]  But after they applied some pressure overnight, I guess they went for it.
[00:09:41.160 --> 00:09:43.502]  This is the way Reuters reported on it the last couple days.
[00:09:43.522 --> 00:09:47.726]  They say Ukraine wins an IMF lifeline as Russia faces a growth slump.
[00:09:47.766 --> 00:09:48.007]  Really?
[00:09:48.567 --> 00:09:50.528]  I would say it's more like a hangman's noose.
[00:09:50.948 --> 00:09:58.029]  They said Ukraine won a $27 billion international financial lifeline on Thursday, rushed through in the wake of Russia's annexation of the Crimea.
[00:09:58.349 --> 00:10:00.810]  Love how they love to keep calling it an annexation.
[00:10:01.490 --> 00:10:05.331]  They seceded from Ukraine, which had seceded from Russia.
[00:10:05.771 --> 00:10:13.933]  So if the Ukraine secession was not legitimate, or if it was legitimate, as we want to maintain it was, then of course the Crimean secession would be legitimate.
[00:10:14.253 --> 00:10:15.454]  But anyway, they say that the
[00:10:16.454 --> 00:10:21.457]  That the Russians are imploding, and this is the way it was reported by Reuters in another article.
[00:10:21.497 --> 00:10:35.545]  They said the Ukraine's new leaders, in a step that ousted the government, that had balked at it, said Wednesday it would raise the price of gas for domestic consumers by more than 50 cents, 50 percent, I'm sorry, from May 1st, and would raise prices further under a fixed timetable to 2018.
[00:10:35.625 --> 00:10:44.149]  So they're going to take control of the gas pipelines, they're going to raise the price of energy for the Ukrainians 50 percent,
[00:10:45.470 --> 00:10:46.731]  And that's what they were rejecting.
[00:10:46.751 --> 00:10:48.832]  They were rejecting that as well as other issues.
[00:10:49.252 --> 00:10:53.134]  Way back a month or two ago, we had a report from Forbes.
[00:10:53.474 --> 00:10:57.535]  They were quoting Vladimir Signorelli from Bretton Woods Research in New Jersey.
[00:10:57.576 --> 00:11:02.038]  He said, Yatsenyuk is the kind of technocrat you want if you want austerity.
[00:11:02.498 --> 00:11:04.098]  He's got a veneer of professionalism.
[00:11:04.319 --> 00:11:11.782]  He's the kind of guy who can hobnob with the European elite, a Mario Monti type, unelected and willing to do the IMF's bidding.
[00:11:12.242 --> 00:11:13.722]  And now we see that's what they've done.
[00:11:13.762 --> 00:11:14.443]  Of course, the U.S.
[00:11:14.463 --> 00:11:20.884]  Senate's been pushing this austerity package for the Ukrainian people, wanting to turn them into Greece and Spain.
[00:11:21.164 --> 00:11:25.505]  And of course, Mario Monti, the guy they're talking about, that's the guy they put in charge in Italy.
[00:11:25.845 --> 00:11:36.628]  And as Nigel Farage pointed out, he said, you're putting in Goldman Sachs bankers in charge of countries, and you're taking out democratically elected representatives, prime ministers.
[00:11:37.148 --> 00:11:40.351]  And that's what it appears is going to be happening in the Ukraine as well.
[00:11:40.732 --> 00:11:42.113]  We've got a busy show today.
[00:11:42.153 --> 00:11:45.396]  We've got, as I said before, Alex Jones is going to be joining us at noon.
[00:11:46.017 --> 00:11:50.221]  He's going to be talking about MSNBC getting really desperate.
[00:11:50.241 --> 00:11:54.765]  Their ratings dropped 24% in the last measurement from Nielsen.
[00:11:55.706 --> 00:11:57.347]  So they're basically going on the warpath.
[00:11:57.367 --> 00:11:58.628]  They tried to justify
[00:11:59.440 --> 00:12:05.103]  This state representative that Dan Bodondi asked a question about gun control.
[00:12:05.683 --> 00:12:07.664]  He asked him whether or not it's constitutional.
[00:12:07.685 --> 00:12:19.531]  You know, if you ask a Democrat there about gun control and he says, F you, I guess that's kind of like when they talked to Nancy Pelosi and they said, what's the constitutional justification for Obamacare?
[00:12:20.111 --> 00:12:22.553]  And she kind of stopped and said, are you serious?
[00:12:23.473 --> 00:12:24.614]  Yeah, you know we are serious.
[00:12:24.994 --> 00:12:27.435]  We want to know, what's your authority to do this?
[00:12:27.515 --> 00:12:39.099]  That's something, that's a discussion we ought to have, but of course MSNBC says that that was justified simply because Dan Badandi is the guy that went to the Boston bombing and confronted them about a false flag.
[00:12:39.179 --> 00:12:40.800]  So you can't talk about false flags.
[00:12:41.220 --> 00:12:47.062]  When we had news released just yesterday about a false flag in Turkey, the mainstream media didn't talk about that.
[00:12:47.443 --> 00:12:50.644]  All they talked about was how Turkey censored the entire internet.
[00:12:51.464 --> 00:12:56.568]  Sorry, not the entire internet, but the entire YouTube to keep that video from being taken down.
[00:12:57.069 --> 00:12:59.010]  They did that to Twitter the week before.
[00:12:59.551 --> 00:13:03.313]  They have these massive censorship things, but they don't talk about why they're censoring it.
[00:13:03.694 --> 00:13:09.178]  It's the same sort of thing we see with leaks from WikiLeaks and from Snowden documents.
[00:13:09.638 --> 00:13:17.504]  Instead of addressing the criminal activity that's being exposed by these whistleblowers, and that's what this video that was put up on YouTube, that's what it was.
[00:13:17.904 --> 00:13:19.826]  It was exposure of these guys
[00:13:20.226 --> 00:13:22.327]  Criminally plotting a false flag attack.
[00:13:22.467 --> 00:13:24.547]  Attacking their own men with missiles.
[00:13:24.847 --> 00:13:27.128]  Attacking their own territory with missiles.
[00:13:27.808 --> 00:13:29.669]  And doing it so they could start a war.
[00:13:30.329 --> 00:13:33.230]  This is a strategy that governments have continually used.
[00:13:33.570 --> 00:13:35.851]  Paul Joseph Watson had an article on this yesterday.
[00:13:36.191 --> 00:13:39.432]  He analyzed how the mainstream media reported this.
[00:13:39.472 --> 00:13:41.413]  How they covered it up for Turkey.
[00:13:41.793 --> 00:13:42.873]  And we're going to be talking about that.
[00:13:42.893 --> 00:13:45.474]  We're going to be talking about Turkey's involvement with NATO.
[00:13:46.034 --> 00:13:48.576]  How they've been involved in the past with NATO false flags.
[00:13:48.616 --> 00:13:55.242]  How they're now apparently the best hope that NATO and the United States has for starting a war with Syria.
[00:13:55.282 --> 00:13:57.744]  We know that they've been wanting to do that for quite some time.
[00:13:57.764 --> 00:14:00.126]  We're also going to have Gerald Salenti on the show.
[00:14:00.186 --> 00:14:05.291]  He's going to be talking about, I'm sure he'll want to talk about this IMF-Ukrainian situation.
[00:14:05.331 --> 00:14:07.673]  He's also going to talk about the banker suicides.
[00:14:07.993 --> 00:14:10.255]  A whole host of issues about the economy.
[00:14:10.295 --> 00:14:11.456]  That's Gerald Salenti coming up.
[00:14:11.816 --> 00:14:12.477]  We also have
[00:14:12.777 --> 00:14:15.723]  Anthony Gucciardi is going to be talking to us about health issues.
[00:14:16.284 --> 00:14:20.732]  But one of the stories that I wanted to cover in this sector is Hobby Lobby.
[00:14:21.053 --> 00:14:24.700]  Now they've been having arguments before the Supreme Court this week.
[00:14:25.818 --> 00:14:29.901]  And that's where they argue the side and the justices ask them questions.
[00:14:30.002 --> 00:14:37.087]  It's pretty amazing to see some of the questions and it's pretty amazing to look at the media's response to this entire case.
[00:14:37.107 --> 00:14:39.409]  We're going to take a look at Jon Stewart's response to that first.
[00:14:39.749 --> 00:14:42.131]  We're going to look at what Slate is talking about.
[00:14:42.171 --> 00:14:45.354]  They say, is the contraception mandate doomed?
[00:14:45.874 --> 00:14:48.677]  They say it certainly looks that way, after the Hobby Lobby argument.
[00:14:49.317 --> 00:14:57.825]  They're not very optimistic that they're going to get their way on this, but you know, if you've got a government that says you didn't build it, I guess that same government says you can't control it.
[00:14:57.865 --> 00:14:59.907]  Now, what's at stake here, of course, is Hobby Lobby.
[00:14:59.947 --> 00:15:00.968]  Most people know Hobby Lobby.
[00:15:01.008 --> 00:15:07.575]  They're a very large company, but they started as a family business, and these people have grown it.
[00:15:07.615 --> 00:15:09.296]  It's the same generation that started it.
[00:15:10.057 --> 00:15:12.998]  But I guess they should lose their rights because they incorporated.
[00:15:13.658 --> 00:15:22.421]  See, if they don't have First Amendment rights just because they started a business, then maybe they don't have Fourth Amendment rights, or Sixth Amendment rights.
[00:15:22.461 --> 00:15:30.904]  Maybe, you know, the government can just barge in on any business and grab their records, or maybe they can spy on people, or maybe not give them due process.
[00:15:31.664 --> 00:15:34.285]  Oh wait, that's right, we don't have those rights either, do we?
[00:15:34.906 --> 00:15:38.288]  See, if they don't respect the First Amendment, they're not going to respect the rest of them.
[00:15:38.648 --> 00:15:50.954]  If they can say that because of certain circumstances you can't speak, you don't have the right to have principles that you want to organize your business around, you don't have the right to make those decisions because the government owns it.
[00:15:51.415 --> 00:15:53.596]  This is a fascism of the left.
[00:15:54.295 --> 00:15:56.117]  And we see this coming out in spades.
[00:15:56.157 --> 00:15:58.880]  Now the other company that's involved is Conestoga Wood.
[00:15:58.900 --> 00:16:02.283]  It's a cabinet-making company that's run by a Mennonite family.
[00:16:02.303 --> 00:16:08.330]  So you've got these Christian families who don't want to provide abortion coverage to their employees.
[00:16:08.410 --> 00:16:09.951]  But Obama is mandating that.
[00:16:09.971 --> 00:16:12.194]  And of course, Obama is our dictator.
[00:16:12.734 --> 00:16:14.375]  He can tell us anything he wants.
[00:16:14.435 --> 00:16:18.719]  And of course, he can change Obamacare, the Affordable Care Act, at will.
[00:16:18.779 --> 00:16:23.383]  We've seen how many times he's changed the dates, how many times he's changed the terms of it.
[00:16:23.403 --> 00:16:25.284]  And he just does it by executive order.
[00:16:25.304 --> 00:16:28.087]  I don't know why he even needed the Congress in the first place.
[00:16:28.167 --> 00:16:31.329]  They said they didn't know what was in it, they were going to pass it and find out later.
[00:16:31.369 --> 00:16:35.873]  Well, it doesn't really matter what's in it because Obama's going to change it as he sees fit.
[00:16:36.333 --> 00:16:39.416]  But listen to some of the comments when they argued this before the Supreme Court.
[00:16:39.436 --> 00:16:40.377]  Now this is coming from
[00:16:41.037 --> 00:16:42.418]  The women at the Supreme Court.
[00:16:42.438 --> 00:16:44.739]  And that was the real gist of the story from Slate.
[00:16:44.759 --> 00:16:47.981]  They said, it looks like we're not going to win in this Hobby Lobby case.
[00:16:48.001 --> 00:16:51.423]  It looks like we're not going to be able to override the First Amendment.
[00:16:51.523 --> 00:16:56.466]  But the good news is that we've got women appointed who are speaking out.
[00:16:56.486 --> 00:16:58.448]  There's finally a women's team on the High Court.
[00:16:58.468 --> 00:17:01.930]  And we can see that they're doing this because they're standing up for abortion.
[00:17:02.570 --> 00:17:03.971]  No, they're not feminists.
[00:17:04.271 --> 00:17:05.492]  They're just abortionists.
[00:17:06.092 --> 00:17:07.074]  Let's look at some of these questions.
[00:17:07.414 --> 00:17:16.529]  Justice Sotomayor and Justice Kagan ask, well because nobody is forcing Hobby Lobby or Conestoga to provide health insurance, they can simply pay the tax instead.
[00:17:18.266 --> 00:17:19.467]  How does that help the people?
[00:17:19.827 --> 00:17:21.047]  See, they're trying to make an argument.
[00:17:21.087 --> 00:17:28.171]  Later on, the same Justice Kagan says that the employees are quite tangibly harmed by not having abortion coverage.
[00:17:28.651 --> 00:17:32.353]  But then she says, hey, it's no problem if the company just wants to pay the tax.
[00:17:32.513 --> 00:17:33.253]  That's not a problem.
[00:17:33.273 --> 00:17:37.375]  So she doesn't have a problem with those employees being quite tangibly harmed.
[00:17:38.176 --> 00:17:39.116]  They could just pay the tax.
[00:17:39.136 --> 00:17:42.398]  But then later she says, that's a real injustice.
[00:17:43.098 --> 00:17:48.422]  Now, they also said, what would happen if we allowed them to get away with this exemption?
[00:17:48.442 --> 00:17:50.743]  See, this is the real concern of dictators.
[00:17:51.484 --> 00:17:54.906]  And they said, this is a quote, everything would just be piecemeal.
[00:17:55.467 --> 00:17:57.048]  Nothing would be uniform.
[00:17:57.568 --> 00:17:59.029]  See, we need uniformity.
[00:17:59.329 --> 00:18:01.211]  We need to be able to take their mandates.
[00:18:01.751 --> 00:18:09.817]  But I guess the thing that bothered me even more than these justices' incredible comments and the arguments was Jon Stewart's reaction to this.
[00:18:11.104 --> 00:18:12.145]  He parodied this.
[00:18:13.265 --> 00:18:14.526]  And this is some of the stuff he said.
[00:18:14.546 --> 00:18:18.148]  You may be thinking that a private corporation suing over its religious belief sounds asinine.
[00:18:18.188 --> 00:18:20.489]  And Jon Stewart explained that last night as well.
[00:18:20.589 --> 00:18:27.252]  Indeed, he couldn't believe that they would have a company that would be operating on biblical principles.
[00:18:27.312 --> 00:18:30.594]  What kind of biblical principles could a corporation be operating on?
[00:18:31.334 --> 00:18:35.857]  And he called it Jesus Christ Superstores, what he called Hobby Lobby.
[00:18:36.673 --> 00:18:40.476]  Now, he says it's founded on biblical principles.
[00:18:40.797 --> 00:18:43.619]  You know, they really are founded on biblical principles.
[00:18:43.759 --> 00:18:45.341]  They really do have principles.
[00:18:45.421 --> 00:18:49.805]  Whether or not they're biblical or not, whether or not he agrees with those principles, they have principles.
[00:18:50.585 --> 00:18:54.209]  This is a guy who's facing one and a half million dollar a day fines.
[00:18:55.370 --> 00:18:58.332]  And because he doesn't want to violate his conscience.
[00:18:59.252 --> 00:19:01.793]  He's going to take this all the way to the Supreme Court.
[00:19:02.073 --> 00:19:12.398]  He's put his business, everything he's worked for his entire life, everything he's built for his family, he's putting on the line because of his principles, because of what he believes.
[00:19:13.038 --> 00:19:15.559]  Where is the sense of Voltaire in this?
[00:19:16.379 --> 00:19:21.301]  Where is the sense that, I disagree with what you say, but I'm going to defend to the death your right to say it?
[00:19:21.721 --> 00:19:25.003]  You don't see that from the fascist, sarcastic left.
[00:19:25.816 --> 00:19:28.137]  This guy has put everything on the line at any point.
[00:19:28.618 --> 00:19:30.238]  He could have caved to the government.
[00:19:30.639 --> 00:19:31.719]  And he could have said, that's fine.
[00:19:32.220 --> 00:19:33.200]  I'll just pay it.
[00:19:33.460 --> 00:19:34.981]  I'll just provide the insurance.
[00:19:35.021 --> 00:19:38.363]  It wouldn't have cost him that much in the insurance to put that in.
[00:19:38.423 --> 00:19:40.324]  But he stuck to the line.
[00:19:40.784 --> 00:19:42.485]  We don't have time for that quote.
[00:19:42.826 --> 00:19:45.367]  I want to play a clip when we come back.
[00:19:45.487 --> 00:19:49.930]  I want you to hear from the CEO of Hobby Lobby what this is really about.
[00:19:50.290 --> 00:19:52.031]  This is not about making money.
[00:19:52.631 --> 00:20:01.092]  And I feel sorry for people like Jon Stewart who are so devoid of any overriding principles in their life that they can dismiss it that easily.
[00:20:01.353 --> 00:20:01.994]  We'll be right back.
[00:20:09.992 --> 00:20:12.573]  Silver has always been nature's very own antibiotic.
[00:20:12.713 --> 00:20:16.715]  And only one system allows you to generate an endless supply of natural silver solutions.
[00:20:17.016 --> 00:20:18.256]  Silverlungs.com.
[00:20:18.416 --> 00:20:20.898]  You'll find no wild claims or pseudoscience.
[00:20:21.098 --> 00:20:23.879]  Just a lifetime of nano-sized pure silver solutions.
[00:20:24.079 --> 00:20:26.220]  The Silverlungs generator allows you to make your own.
[00:20:26.440 --> 00:20:28.181]  So stop paying for silver solutions.
[00:20:28.321 --> 00:20:33.684]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[00:20:33.904 --> 00:20:37.586]  See the Silverlungs generator and lung delivery system at Silverlungs.com.
[00:20:37.706 --> 00:20:39.207]  That's Silverlungs.com.
[00:20:40.209 --> 00:20:43.431]  How can you save a ton of money and prepare for emergencies?
[00:20:43.831 --> 00:20:46.733]  By having your own in-home freeze dryer from Harvest Rite!
[00:20:47.053 --> 00:20:50.675]  Now you can cut down on wasted food by freeze drying your leftovers!
[00:20:51.055 --> 00:20:51.616]  That's right!
[00:20:51.776 --> 00:20:59.860]  Create your own long-term food storage by freeze drying your own fruits, meats, vegetables, even complete meals with the Harvest Rite in-home freeze dryer!
[00:21:00.240 --> 00:21:02.642]  Imagine the savings and the peace of mind!
[00:21:03.022 --> 00:21:07.965]  See how the amazing Harvest Rite freeze dryer works at HarvestRite.com!
[00:21:09.332 --> 00:21:12.755]  It's been said, those who control the food, control the people.
[00:21:12.995 --> 00:21:16.738]  Are you concerned about GMO foods making you sick and affecting your mind?
[00:21:16.819 --> 00:21:22.744]  Many people suffer from lack of energy, insomnia, loss of stamina, weight gain, and the inability to think clearly.
[00:21:23.024 --> 00:21:24.385]  Genetically modified crops.
[00:21:24.525 --> 00:21:33.090]  Processed foods and toxic chemicals can compromise your health and are silently destroying your digestive system, which accounts for 80% of your immune system.
