[00:00:04.966 --> 00:00:06.186]  There is a war.
[00:03:37.926 --> 00:03:42.329]  Now, something else happened on that trip to the CDC, and that's all that the press is talking about.
[00:03:42.349 --> 00:03:45.512]  Of course, it led to the resignation of the head of the Secret Service.
[00:03:46.112 --> 00:03:53.800]  While at the CDC, Obama got into an elevator with a private security person who was armed at the time, and the Secret Service did not know it.
[00:03:54.341 --> 00:03:59.686]  But what they're not talking about is the fact that he's visiting the CDC.
[00:03:59.947 --> 00:04:04.532]  That, in and of itself, is highly unusual for a president, as well as the pronouncements that he's made.
[00:04:05.032 --> 00:04:11.579]  Now, of course, Chris Matthews is not very happy about the fact that he was assured by President Obama yet again.
[00:04:11.859 --> 00:04:13.321]  One of his promises doesn't come through.
[00:04:13.341 --> 00:04:15.643]  That tingle in his leg, I guess, is starting to turn into a fever.
[00:04:15.943 --> 00:04:18.886]  He had this to say to Ezekiel Emanuel.
[00:04:19.127 --> 00:04:21.829]  The president said it would be unlikely if he had a case in this country.
[00:04:22.130 --> 00:04:23.451]  Unlikely to have even one case.
[00:04:26.935 --> 00:04:30.058]  He said it wouldn't be an Ebola outbreak, and I think that's inaccurate.
[00:04:30.078 --> 00:04:34.202]  No, and in the second part of his sentence, he said that in the unlikely case, someone brings it here.
[00:04:34.542 --> 00:04:36.304]  In the unlikely case, somebody brings it here.
[00:04:36.324 --> 00:04:36.905]  Well, they've done it.
[00:04:37.125 --> 00:04:39.087]  We're living in the world of the unlikely already.
[00:04:39.127 --> 00:04:39.928]  That's all I'm saying.
[00:04:40.228 --> 00:04:41.209]  I'm not spearmongering.
[00:04:41.269 --> 00:04:42.070]  I'm stating the fact.
[00:04:42.250 --> 00:04:44.333]  We're still not getting the truth from the White House.
[00:04:44.473 --> 00:04:53.065]  It was just yesterday that the White House Press Secretary, Josh Earnest, told reporters, there are screening procedures in place at our borders.
[00:04:53.205 --> 00:04:55.568]  Now, that simply isn't true.
[00:04:55.668 --> 00:04:59.694]  If you've flown, you know that the only thing they're looking for are taxable items.
[00:05:00.194 --> 00:05:06.419]  And we had a doctor who put on an Ebola protection suit to protest the CDC in Atlanta today.
[00:05:06.779 --> 00:05:11.203]  He was very upset about the fact that they're lying to people, misleading them about the risks.
[00:05:11.743 --> 00:05:22.192]  So Dr. Gil Mobley, he checked in and cleared airport security wearing a mask, goggles, gloves, boots, and a hooded white jumpsuit and blazoned on the back with the words, the CDC is lying.
[00:05:22.232 --> 00:05:26.055]  He said, they're sugarcoating the risk of the virus spreading across the United States.
[00:05:26.415 --> 00:05:29.578]  He says, if they're not lying, they're grossly incompetent.
[00:05:29.938 --> 00:05:36.162]  And he pointed out that when he did come into the country yesterday, the only thing they were asking people was if they had tobacco or alcohol.
[00:05:36.182 --> 00:05:37.463]  They only care about taxes.
[00:05:37.483 --> 00:05:39.584]  They're not interested in disease.
[00:05:40.324 --> 00:05:52.672]  Now, he also pointed out that once you start to get to a critical mass, as I mentioned, they're expecting that this is going to reach anywhere from a half million to one and a half million in the two principal countries of the pandemic in Africa.
[00:05:53.212 --> 00:05:54.793]  Liberia and Sierra Leone.
[00:05:55.034 --> 00:06:01.919]  If that happens, he points out that we're going to get large clusters of people self-immigrating into the United States.
[00:06:01.999 --> 00:06:03.680]  What are we going to do to deal with that?
[00:06:04.200 --> 00:06:13.547]  Now, we had the Daily Caller point out yesterday that there are 13,500 people in those Ebola countries that currently hold a U.S.
[00:06:13.587 --> 00:06:13.968]  visa.
[00:06:14.288 --> 00:06:21.894]  It's not clear how many of those people are already in the United States and how many are in those countries and could legally enter the United States.
[00:06:22.614 --> 00:06:30.764]  Keep in mind that a visa is essentially our permission to those people as our government is giving them permission to enter our country.
[00:06:31.587 --> 00:06:39.293]  Why can we not have conditions that there are health inspections on the people coming into our country from areas where there is a pandemic?
[00:06:39.594 --> 00:06:43.777]  We see that happening in the UK even with animals, even with dogs.
[00:06:43.857 --> 00:06:47.760]  They are quarantined for 21 days from the US and from the EU.
[00:06:48.061 --> 00:06:52.404]  If they're coming in from other countries, they quarantine them for 30 days to protect dogs.
[00:06:52.524 --> 00:06:55.367]  Can't we have those same protections here in America?
[00:06:56.007 --> 00:07:01.332]  Well, of course, immigration is a subject that is loaded with political correctness.
[00:07:01.812 --> 00:07:03.593]  And Rand Paul pointed this out in an interview.
[00:07:03.633 --> 00:07:08.417]  He said, political correctness is hindering our scientific decisions on the Ebola outbreak.
[00:07:08.798 --> 00:07:10.960]  Now, there's a couple of different ways that you could look at that.
[00:07:11.160 --> 00:07:14.643]  Is he talking about political correctness in terms of not being able to
[00:07:15.143 --> 00:07:17.705]  Honestly talk about the risks of the disease?
[00:07:18.285 --> 00:07:25.570]  Or is it political correctness to not be able to talk about which countries people are coming from or excluding people from certain countries?
[00:07:25.610 --> 00:07:26.951]  We wouldn't want to do that, would we?
[00:07:27.652 --> 00:07:31.595]  Now he was actually more focused on the transmission of the disease.
[00:07:31.995 --> 00:07:34.477]  He said, I really think it's being dominated by political correctness.
[00:07:34.997 --> 00:07:38.039]  We're not making sound rational scientific decisions on this.
[00:07:38.399 --> 00:07:41.382]  We should not underestimate the transmissibility of this.
[00:07:42.102 --> 00:07:49.165]  He said, my suspicion is that it's a lot more transmissible than if people who are taking every precaution are still getting it.
[00:07:49.185 --> 00:07:54.068]  There are people who are getting it who are simply helping people get in and out of a taxi cab.
[00:07:54.548 --> 00:07:55.869]  And of course, that is true.
[00:07:55.889 --> 00:07:56.709]  That's what we've been saying.
[00:07:56.789 --> 00:08:00.851]  Why have there been over 300 doctors and nurses who have died in that country?
[00:08:00.911 --> 00:08:02.632]  Is it simply carelessness?
[00:08:02.712 --> 00:08:03.452]  Is it fatigue?
[00:08:03.912 --> 00:08:07.154]  Or is it that they don't understand all the modes of transmission?
[00:08:07.714 --> 00:08:17.883]  Well, in a story breaking this afternoon from Paul Joseph Watson on Infowars.com, he points out that experts are saying that Ebola could be transmitted at a distance from infected victims.
[00:08:18.323 --> 00:08:29.153]  He quotes the doctors who put out the report saying, we believe there is scientific and epidemiologic evidence that Ebola virus has the potential to be transmitted via infectious aerosol particles.
[00:08:29.693 --> 00:08:38.538]  Both near and at a distance from infected patients, which means that health care workers should be wearing respirators, not simply face masks.
[00:08:38.898 --> 00:08:54.388]  Making reference to controversy about whether Ebola virus can be transmitted via aerosol, the authors of the study assert that the current understanding that Ebola can only be transmitted by direct contact with virus-laden fluids is incorrect and outmoded.
[00:08:55.385 --> 00:08:55.966]  Absolutely.
[00:08:56.066 --> 00:08:57.247]  I believe that is true.
[00:08:57.327 --> 00:09:14.387]  I believe they don't understand fully the modes of transmission and certainly those risks are not being communicated to the people in the countries adequately and we're not seeing it truly and adequately given to the people of America because they simply don't believe that we can handle it.
[00:09:14.447 --> 00:09:15.688]  They think we're going to panic.
[00:09:16.329 --> 00:09:25.692]  Telling people lies and pretending that there aren't any problems, when there really are, is a surefire way to create hysteria and panic, because you've lost your credibility.
[00:09:25.952 --> 00:09:28.093]  They're not going to believe you, even when you tell the truth.
[00:09:28.453 --> 00:09:31.294]  But of course, there's another part of political correctness about that.
[00:09:31.714 --> 00:09:39.057]  We saw this from Nancy Pelosi just in the last couple of days at a press conference, again, on the issue of immigration, not necessarily about Ebola.
[00:09:39.597 --> 00:09:42.839]  They asked her about illegal aliens, and she pushed back on the reporter.
[00:09:42.859 --> 00:09:46.481]  She said, are you referring to undocumented people in the United States?
[00:09:46.781 --> 00:09:50.543]  And the reporter responded, yes ma'am, illegal aliens.
[00:09:50.583 --> 00:09:53.364]  And she said, oh, undocumented people, OK.
[00:09:54.105 --> 00:09:55.365]  That's what we see.
[00:09:56.026 --> 00:10:05.871]  That's the kind of political correctness that prevents us from actually addressing the reality of the situation, whether it's illegal immigration for economic reasons or for health reasons.
[00:10:06.511 --> 00:10:10.735]  Remember that the AP reversed itself just within a short six-month period.
[00:10:11.015 --> 00:10:22.425]  They had defended the use of the term illegal alien, and when they first did it, they said that it makes it look like the illegal precedence of the people that they're talking about is simply a matter of minor paperwork.
[00:10:22.465 --> 00:10:25.848]  That was the director of the AP that said that back in October of 2012, six months later.
[00:10:27.489 --> 00:10:31.733]  They reversed their position and said they would no longer use the terms illegal alien.
[00:10:31.753 --> 00:10:34.276]  They would only talk about undocumented workers.
[00:10:34.836 --> 00:10:36.298]  Jay Leno had it right.
[00:10:36.378 --> 00:10:39.020]  He said they're actually undocumented Democrats.
[00:10:39.641 --> 00:10:41.402]  Well, it's not just the political correctness.
[00:10:41.503 --> 00:10:46.407]  It's not just the semantics of saying it's not airborne when it's actually aerosols.
[00:10:47.248 --> 00:10:51.651]  It's also a crackdown, outright confrontation on free speech.
[00:10:51.711 --> 00:11:02.937]  And we saw this with Nancy Pelosi's press conference when she came down for a photo op at San Antonio and Joe Biggs went down there as an InfoWars reporter to try to ask her questions and was kept at a distance.
[00:11:02.957 --> 00:11:04.538]  They had to shout questions out to her.
[00:11:05.058 --> 00:11:06.779]  That's the way they control press conferences.
[00:11:07.260 --> 00:11:09.401]  That is standard operating procedure everywhere.
[00:11:09.781 --> 00:11:20.415]  It was just a couple of days ago that we had a reporter in Wisconsin who was creeped out and mad at the Obama Democrats who tried to attempt to stop her from talking to a crowd.
[00:11:20.435 --> 00:11:26.222]  Now bear in mind, this is a reporter from a newspaper that had endorsed Barack Obama in 2008.
[00:11:26.903 --> 00:11:28.065]  They're very friendly to him.
[00:11:28.365 --> 00:11:38.728]  Yet she complained on Facebook and Twitter that aides to Michelle Obama and Democratic gubernatorial candidate Mary Burke told her that she could not talk to the crowd at a Burke event in Milwaukee.
[00:11:38.748 --> 00:11:42.649]  And what she said is, to say that I was creeped out is an understatement.
[00:11:43.150 --> 00:11:45.350]  This is what reporters do in America.
[00:11:45.730 --> 00:11:46.791]  We speak to people.
[00:11:47.211 --> 00:11:52.312]  At least, that's how I've been doing things at all kinds of political events since 1979.
[00:11:54.293 --> 00:11:56.454]  Well, that's a sad state of affairs that we have.
[00:11:56.514 --> 00:11:57.054]  It's not enough.
[00:11:57.734 --> 00:12:03.503]  That the White House Press Secretary tells us outright lies about how they're supposedly protecting us at the border.
[00:12:04.084 --> 00:12:07.129]  We're not allowed to talk to most government officials.
[00:12:07.469 --> 00:12:12.417]  Even the public information officers will refuse to talk to us in most cases at InfoWars.
[00:12:13.123 --> 00:12:17.986]  They don't even allow friendly reporters now to talk to audience members.
[00:12:18.286 --> 00:12:21.148]  That's the amazing suppression of freedom of speech.
[00:12:21.448 --> 00:12:27.611]  It's going to get much worse if people like this reporter don't stand up and expose this.
[00:12:27.992 --> 00:12:28.432]  Stay with us.
[00:12:28.472 --> 00:12:30.913]  Right after the break, we're going to take a look at the ZMapp vaccine.
[00:12:30.953 --> 00:12:35.956]  It's been touted as a possible cure for Ebola, and they're ramping up production.
[00:12:36.176 --> 00:12:37.537]  It's the usual suspects, U.S.
[00:12:37.577 --> 00:12:39.678]  military, big tobacco, the Gates Foundation.
[00:12:40.099 --> 00:12:40.759]  Is it effective?
[00:12:41.179 --> 00:12:41.559]  Stay with us.
[00:12:41.579 --> 00:12:42.180]  We'll be right back.
[00:12:44.352 --> 00:12:50.136]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[00:12:50.596 --> 00:13:00.323]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:13:00.643 --> 00:13:04.405]  DNA Force is one of the most expensive formulas to produce.
[00:13:04.966 --> 00:13:07.808]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[00:13:10.009 --> 00:13:16.216]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[00:13:16.536 --> 00:13:18.818]  You want the best that's out there at the lowest price anywhere?
[00:13:19.479 --> 00:13:21.922]  Well, we're bringing you a total win-win.
[00:13:22.322 --> 00:13:27.828]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the info war.
[00:13:28.248 --> 00:13:34.913]  We have produced a limited run of DNA Force and it will take up to 12 weeks to produce more once we sell out.
[00:13:35.274 --> 00:13:40.178]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:13:40.198 --> 00:13:41.479]  DNA Force from InfoWarsLife.
[00:13:46.022 --> 00:13:52.931]  Celebrate the spirit of freedom and liberty upon which our nation was founded at InfoWarsShop.com.
[00:13:52.991 --> 00:13:56.776]  Molonlave is ancient Greek for come and take it.
[00:13:56.816 --> 00:14:04.285]  This popular design combines both classic Greek Spartan imagery with modern M16 assault rifles.
[00:14:04.525 --> 00:14:08.468]  Now available in women's tees and proudly made in the USA.
[00:14:08.648 --> 00:14:16.675]  Celebrate the spirit of 1776 with the George Washington brass belt buckle or this incredibly sharp looking 1776 hat.
[00:14:16.915 --> 00:14:17.496]  Badass!
[00:14:17.716 --> 00:14:22.820]  And be sure to check out the new arrivals at Infowars Life.
[00:14:23.140 --> 00:14:32.689]  Where you can prepare your body to perform at peak levels with Survival Shield, Nascent Iodine, Super Male Vitality, and Fluoride Shield.
[00:14:33.089 --> 00:14:34.170]  And wake up, America!
[00:14:34.470 --> 00:14:38.654]  Immune Support Blend is the healthy choice for the gourmet coffee lover.
[00:14:38.754 --> 00:14:45.520]  So get incredibly high-quality, freedom-based products and help fund the revolution at infowarshop.com.
[00:14:47.554 --> 00:14:48.054]  Welcome back.
[00:14:48.594 --> 00:14:54.375]  Now, the New York Times reports that federal officials are planning to sharply increase the production of ZMapp.
[00:14:54.415 --> 00:15:02.677]  Now, of course, that's the vaccine developed for Ebola by a very small pharmaceutical company in conjunction with the U.S.
[00:15:02.737 --> 00:15:04.797]  military and Big Pharma.
[00:15:04.877 --> 00:15:09.598]  It looks like they're going to get a lot more pharmaceutical companies involved on the profit-making of this.
[00:15:10.118 --> 00:15:13.799]  They say that they're going to work with the Bill and Melinda Gates Foundation and Wellcome Trust
[00:15:14.179 --> 00:15:17.864]  They're also arranging for production of ZMapp in animal cells.
[00:15:17.904 --> 00:15:20.488]  Right now it's being produced in plant cells.
[00:15:20.888 --> 00:15:27.898]  They say although that would take longer, it would allow for greater output by tapping into the biotechnology industry's huge production capacity.
[00:15:27.958 --> 00:15:30.402]  We're going with multiple manufacturers.
[00:15:31.147 --> 00:15:39.153]  Now, take a step back and remember that the ZMapp virus is something that is first developed by exposing mice to Ebola.
[00:15:39.613 --> 00:15:47.419]  Once they create some antibodies, they genetically modify those antibodies, then grow them in tobacco plants that are genetically modified.
[00:15:47.919 --> 00:15:51.922]  That creates what they call plant-a-bodies that they then inject into the patients.
[00:15:52.303 --> 00:15:53.544]  So they directly put in
[00:15:54.383 --> 00:15:55.284]  We're good to go.
[00:16:14.997 --> 00:16:18.902]  Now when we first heard about ZMapp, it was headlines like this in the mainstream media.
[00:16:19.303 --> 00:16:22.026]  Experimental drug likely saved Ebola patients.
[00:16:22.066 --> 00:16:30.938]  Now those patients were the two Americans who were brought back to Emory University, Dr. Kent Brantley and another aid worker who was working with Samaritan's Purse.
[00:16:31.539 --> 00:16:37.664]  We were told, and this is the narrative that we see in the CNN story, on Thursday Dr. Kent Brantley thought he was going to die.
[00:16:37.684 --> 00:16:41.787]  It was the ninth day since the American missionary worker came down sick with Ebola in Liberia.
[00:16:42.007 --> 00:16:48.212]  Then they talk about the miraculous recovery that he went through when he was given the ZMapp vaccine.
[00:16:49.013 --> 00:16:53.575]  But there was also another thing that they gave him that some other outlets reported.
[00:16:53.775 --> 00:16:58.158]  Newsweek reported that on the same day he got a blood transfusion.
[00:16:58.178 --> 00:17:03.200]  The headline there was the 20-year-old Ebola treatment that could save Kent Brantley.
[00:17:03.821 --> 00:17:09.844]  That actually preceded, by a couple of days, all the mainstream media accounts attributing the recovery to ZMapp.
[00:17:10.464 --> 00:17:15.328]  And what they have here is a quote from Franklin Graham, president of Samaritan's Purse.
[00:17:15.348 --> 00:17:18.631]  He said, on Thursday, Brantley was given a shot at survival.
[00:17:18.671 --> 00:17:26.898]  A 14-year-old male Ebola patient, who had been under Brantley's care and survived, donated a unit of blood to Brantley, according to Samaritan's Purse.
[00:17:26.918 --> 00:17:31.762]  The young boy and his family wanted to be able to help the doctor that had saved his life.
[00:17:32.756 --> 00:17:43.022]  Well that's very interesting because even though they recovered, they got the blood transfusion as well as ZMAP, we had two other patients who were given ZMAP that died.
[00:17:43.603 --> 00:17:45.304]  I don't know if they were given any other treatment.
[00:17:45.384 --> 00:17:47.145]  I don't know if they were given a blood transfusion.
[00:17:47.505 --> 00:17:54.429]  We still have three who were given the ZMAP vaccine and it is unclear what their condition is at the moment.
[00:17:56.110 --> 00:18:10.386]  If you just look at those numbers, and there were only seven treatments that were sent out before they ran out of supply of the ZMapp vaccine, it doesn't look like it's any better than what people are experiencing in terms of recovery rates without that vaccine.
[00:18:11.127 --> 00:18:17.151]  Since Dr. Brantley recovered, another American doctor, Dr. Richard Sacra, also came down with Ebola.
[00:18:17.632 --> 00:18:22.735]  He was given blood transfusion from Dr. Kent Brantley, who sent blood to him.
[00:18:22.755 --> 00:18:24.136]  They were both of the same type.
[00:18:24.577 --> 00:18:30.681]  And of course, for the blood transfusion to work, if you're going to have a transfusion that's going to grant you immunity,
[00:18:31.241 --> 00:18:37.843]  You need to have the same type of blood for a transfusion, but also there are several different types of strains of Ebola.
[00:18:37.863 --> 00:18:40.043]  There's at least five strains of Ebola.
[00:18:40.083 --> 00:18:46.785]  It's not clear that if you have recovered from one strain of Ebola that it's going to give you immunity to the other strains.
[00:18:47.145 --> 00:18:51.566]  Nevertheless, this doctor was given a blood transfusion, so it raises the question.
[00:18:52.126 --> 00:18:55.210]  Does Dr. Kent Brantley think that he was cured by ZMapp?
[00:18:55.551 --> 00:18:58.334]  Or does he think that he was cured by the blood transfusion?
[00:18:58.895 --> 00:19:01.739]  Well, actually, he says that he was cured by God.
[00:19:01.819 --> 00:19:03.020]  That's where he stands on this.
[00:19:03.401 --> 00:19:08.507]  But we have to look at this and question whether or not ZMapp has been proven to be effective.
[00:19:08.527 --> 00:19:09.649]  But that's not stopping
[00:19:10.149 --> 00:19:17.011]  The medical-industrial complex from gearing up to make a lot of money off of this vaccine, perhaps making it mandatory.
[00:19:17.072 --> 00:19:17.932]  That's my concern.
[00:19:17.972 --> 00:19:19.132]  That's many people's concern.
[00:19:19.572 --> 00:19:24.294]  Now, Dr. Sakura is being treated in Nebraska, the Nebraskan Medical Center.
[00:19:24.694 --> 00:19:27.215]  They are also giving him another experimental drug.
[00:19:27.235 --> 00:19:28.235]  They're not saying what it is.
[00:19:28.275 --> 00:19:29.596]  They say it is not ZMapp.
[00:19:29.996 --> 00:19:31.737]  And this is what the doctor there had to say.
[00:19:32.197 --> 00:19:35.138]  He said, we don't know if this is having an effect at all.
[00:19:35.618 --> 00:19:44.801]  We just administered everything that we had access to, honestly, and he's not going to name the drug because he doesn't want to mislead the public into thinking it's a cure.
[00:19:45.341 --> 00:19:48.403]  That's something we don't see happening from the other side.
[00:19:48.903 --> 00:19:49.283]  Stay with us.
[00:19:49.323 --> 00:19:51.984]  Right after the break, we're going to look at a money laundering case.
[00:19:52.024 --> 00:19:57.906]  It's going to shed some light as to how differently people are treated, depending on the quantity of money that they launder.
[00:19:58.006 --> 00:20:00.727]  Seems like the more money you launder, the easier they are on you.
[00:20:05.216 --> 00:20:11.741]  Hello everyone, I'm Darren McBreen, and here are some of today's top headlines, breaking right now at InfoWars.com.
[00:20:12.142 --> 00:20:21.890]  Experts say the Ebola virus can be transmitted at a distance from infected victims, and professors say health workers are being put at risk.
[00:20:22.150 --> 00:20:26.774]  In a piece published by CIDRAP, the Center for Infectious Disease Research and Policy,
[00:20:27.074 --> 00:20:35.136]  Authors Dr. Lisa Broson and Dr. Rachel Jones highlight how Ebola currently has unclear modes of transportation.
[00:20:35.697 --> 00:20:36.157]  The U.S.
[00:20:36.277 --> 00:20:40.718]  Army says ISIS is planning to kill families of soldiers.
[00:20:40.858 --> 00:20:52.361]  The latest purported threat, jacking up the temperature in the ISIS war abroad and the Syop propaganda battle at home, is a claim by the Pentagon that the Islamic State is now targeting U.S.
[00:20:52.401 --> 00:20:54.302]  soldiers' families in America.
[00:20:54.682 --> 00:21:03.229]  Russia and Iran have agreed to use their own national currencies in bilateral trade transactions, and they will boycott the US dollar.
[00:21:03.329 --> 00:21:09.494]  This is yet another reaction to heavy Western sanctions placed on Russia by the United States.
[00:21:09.934 --> 00:21:15.238]  For more information on these stories, plus updates and breaking news as it happens, go to InfoWars.com.
[00:21:22.725 --> 00:21:25.646]  This is Alex Jones for InfoWarsLife.com.
[00:21:25.786 --> 00:21:27.747]  The latest in preparedness is now here.
[00:21:27.927 --> 00:21:33.929]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[00:21:34.109 --> 00:21:39.111]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[00:21:39.191 --> 00:21:43.892]  The new InfoWars Life Silver Bullet Colloidal Silver is the answer for you and your family.
[00:21:44.072 --> 00:21:48.594]  And it's entirely free of toxic artificial additives that are loaded into many products.
[00:21:48.894 --> 00:21:57.259]  The InfoWars Life Silver Bullet Silver is so powerful that it is concentrated into a 2-ounce bottle and is not recommended for extended continual use.
[00:21:57.480 --> 00:21:59.441]  This is not a low-grade formula.
[00:21:59.641 --> 00:22:10.748]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver using electrical processes within a base of deionized water.
[00:22:10.828 --> 00:22:18.233]  For your preparedness storage or your home kitchen, purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today.
[00:22:18.473 --> 00:22:22.102]  And find other amazing supplements at infowarslife.com.
[00:22:22.836 --> 00:22:28.817]  Introducing the first proprietary oxygen-based intestinal cleanser, Oxy-Powder.
[00:22:29.458 --> 00:22:33.679]  Backed by FDA-approved Phase 1, 2, and 3 clinical trials.
[00:22:34.159 --> 00:22:40.460]  All the toxins from the air, the food, the water ultimately ends up in the gut or affects the gut.
[00:22:40.580 --> 00:22:45.741]  Take your health into your own hands and start cleansing your body today with Oxy-Powder.
[00:22:46.282 --> 00:22:50.022]  Secure your Oxy-Powder today at InfoWarsLife.com.
[00:22:50.162 --> 00:22:51.963]  That's InfoWarsLife.com.
[00:22:53.943 --> 00:22:59.347]  HSBC was found guilty of laundering money by the billions for the drug trade.
[00:22:59.687 --> 00:23:03.911]  Of course, Eric Holder's Department of Justice essentially said they were too big to jail.
[00:23:04.511 --> 00:23:07.253]  No one went to jail and they got a very light fine.
[00:23:07.694 --> 00:23:14.639]  But if you're a former sheriff's deputy and you launder $40 million, not billions, you will go to jail for 12 years.
[00:23:14.739 --> 00:23:17.881]  That's what's happening to Robert Ricardo Maldonado, 49,
[00:23:19.022 --> 00:23:19.682]  We're good to go.
[00:23:36.650 --> 00:23:38.151]  So, you see, there's a huge difference.
[00:23:38.211 --> 00:23:41.494]  If you launder a billion dollars, nothing happens to you.
[00:23:41.554 --> 00:23:44.136]  If you launder a million dollars, you go to jail for 12 years.
[00:23:44.697 --> 00:23:48.380]  What happens if you're just set up in the war on drugs?
[00:23:48.940 --> 00:24:01.991]  Remember that it was about a year ago that Eric Holder's Department of Justice was saying they were going to take a strong look at these mandatory minimum sentences that were being handed out to first-time offenders, sending people to jail for extremely long times.
[00:24:02.011 --> 00:24:03.573]  Of course, that has not happened.
[00:24:03.953 --> 00:24:06.174]  But let's look at what was brought to light at the time.
[00:24:06.194 --> 00:24:07.774]  This is an article from ThinkProgress.
[00:24:07.874 --> 00:24:14.136]  They looked at five people who were serving draconian drug sentences thanks to the mandatory minimum laws.
[00:24:14.196 --> 00:24:16.877]  Those are the laws that were put in by the Reagan administration.
[00:24:17.177 --> 00:24:18.438]  Let's just look at the first one here.
