[00:00:00.823 --> 00:00:10.784]  4438.
[00:03:14.373 --> 00:03:17.536]  The German government says they're going to eavesdrop into everyone's home.
[00:03:17.716 --> 00:03:20.919]  There's no more privacy, but they say it's for your safety.
[00:03:21.580 --> 00:03:23.862]  Bush, again, his incredible speech yesterday.
[00:03:23.942 --> 00:03:25.623]  Bring on the attacks, Bush says.
[00:03:26.204 --> 00:03:28.746]  Challenging rebel groups to go ahead and attack our troops.
[00:03:28.866 --> 00:03:40.096]  The troops aren't very happy as they're being killed, but hey, the little pothead hippie Bush is more than happy to stand around and stick his chest out and act tough.
[00:03:42.834 --> 00:03:44.856]  And more troops killed, more British U.S.
[00:03:44.876 --> 00:03:46.138]  troops killed, more wounded.
[00:03:46.618 --> 00:03:48.661]  Eight troops wounded just in the last few days.
[00:03:49.902 --> 00:04:03.718]  Chalibi, however you pronounce it, the guy who's a convicted felon from Jordan, former secret police member in Iran, has now hired criminals, those out of the prisons, to run Iraq, and they're robbing and killing.
[00:04:04.589 --> 00:04:06.311]  This is from the London Telegraph.
[00:04:06.351 --> 00:04:09.374]  That's why the Iraqis who were for the takeover by the U.S.
[00:04:09.675 --> 00:04:10.816]  are now fighting back.
[00:04:10.856 --> 00:04:14.259]  They said, hey, we didn't sign on to this to have criminal gangs running things.
[00:04:14.299 --> 00:04:17.142]  Well, you didn't know what they were going to do?
[00:04:17.162 --> 00:04:18.203]  The new loving system?
[00:04:18.223 --> 00:04:18.884]  That's coming up.
[00:04:20.185 --> 00:04:23.449]  The CIA pulls Iraq centrifuge photos off its website.
[00:04:24.033 --> 00:04:28.837]  Because they were obviously fakes and totally made up, as usual, more lies.
[00:04:29.397 --> 00:04:29.998]  That's coming up.
[00:04:30.618 --> 00:04:34.762]  Another headline of the Washington Times, black box for cars, a surprise!
[00:04:35.262 --> 00:04:41.407]  People are being indicted thanks to the black boxes that track and trace them and what they drive and how fast they drive.
[00:04:42.128 --> 00:04:43.049]  So that's coming up.
[00:04:43.169 --> 00:04:45.050]  Also, anthrax links to U.S.
[00:04:45.190 --> 00:04:45.871]  Army trainer.
[00:04:45.891 --> 00:04:46.712]  It was an official U.S.
[00:04:46.752 --> 00:04:48.193]  government program.
[00:04:49.913 --> 00:04:51.654]  Okay, that's about 5% of the news.
[00:04:51.674 --> 00:04:59.117]  I'm going to come back and launch into all of this in detail, then we have Red Beckman on, and we're going to cover the criminality.
[00:04:59.177 --> 00:05:04.779]  The control grid, worse than 1984, we see developing.
[00:05:05.579 --> 00:05:10.841]  Alright, big show for you, and I'm going to read Patrick Henry's famous speech as well.
[00:05:13.419 --> 00:05:15.220]  When was the last time you used pure soap?
[00:05:15.400 --> 00:05:16.001]  I mean real!
[00:05:16.201 --> 00:05:21.024]  Hard to find all natural pure soap that contains no dyes, perfumes, deodorants or antibacterials.
[00:05:21.364 --> 00:05:22.225]  Probably never, right?
[00:05:22.485 --> 00:05:25.547]  Hey folks, Michael Trudeau here and I want to tell you about my friend Marty.
[00:05:25.827 --> 00:05:28.249]  He's the owner and founder of the Cal Bend Soap Company.
[00:05:28.369 --> 00:05:35.694]  For the past 55 years, the Cal Bend Soap Company has been making triple concentrated pure soaps exclusively for health care professionals and hospitals.
[00:05:35.894 --> 00:05:39.678]  Now for the first time, Cal-Ben Pure Soap is available factory direct to you and your family.
[00:05:39.958 --> 00:05:42.962]  Cal-Ben Pure Soap is made from all natural ingredients.
[00:05:43.242 --> 00:05:44.663]  It's herb friendly and it's safe.
[00:05:44.944 --> 00:05:47.647]  Call the Cal-Ben Soap Company today toll free at 1-800-340-7091.
[00:05:47.707 --> 00:05:47.907]  That's 1-800-340-7091.
[00:05:47.927 --> 00:05:50.149]  Save up to 85% off supermarket and retail store prices.
[00:05:57.637 --> 00:06:02.603]  Visit them on the web at CalBenPureSoap.com or call for information at 1-800-340-7091.
[00:06:02.743 --> 00:06:09.230]  That web address again is CalBenPureSoap.com.
[00:06:09.451 --> 00:06:12.294]  Try Pure Soap once and I guarantee you'll never use anything else.
[00:06:12.594 --> 00:06:16.938]  Alex Jones here, announcing the release of my new film, Police State 3 Total Enslavement.
[00:06:17.138 --> 00:06:21.562]  Police State 3 details the architecture, goals, and operations of the New World Order.
[00:06:21.722 --> 00:06:26.085]  There is a chance to use this disaster for the New World Order.
[00:06:26.125 --> 00:06:27.467]  The New World Order.
[00:06:28.267 --> 00:06:29.168]  Panama.
[00:06:29.248 --> 00:06:33.470]  The film documents dozens of confirmed cases of government-sponsored terrorism worldwide.
[00:06:33.530 --> 00:06:40.474]  We rip the Sinister Patriot Act legislation one and two apart, piece by piece, and reveal the arrogance of what Ashcroft has to say about your liberty.
[00:06:40.594 --> 00:06:42.656]  You will lose your liberty.
[00:06:42.976 --> 00:06:53.402]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[00:06:53.622 --> 00:06:55.043]  If you want to understand what the new rule of
[00:06:55.143 --> 00:06:55.803]  That's 888-253-3139
[00:07:12.288 --> 00:07:15.870]  Are you one of the millions of Americans who suffer from gum disease like gingivitis?
[00:07:16.131 --> 00:07:17.531]  If so, hope has arrived.
[00:07:18.032 --> 00:07:19.453]  I'd like to introduce you to Vitamir.
[00:07:19.713 --> 00:07:24.896]  Vitamir is the all-natural toothpaste and mouthwash designed to protect against and promote healing of gum disease.
[00:07:25.256 --> 00:07:29.739]  Unlike most toothpaste and mouthwash, Vitamir contains no alcohol, no sugar, and no fluoride.
[00:07:30.059 --> 00:07:38.705]  Instead, Vitamir products contain zinc to inhibit plaque growth and promote healing, folic acid to reduce inflammation, myrrh used since biblical times for gum disease, and clove oil.
[00:07:39.205 --> 00:07:40.326]  Gum disease is serious.
[00:07:40.806 --> 00:07:44.569]  Research links gum disease to health problems like diabetes, stroke, and heart disease.
[00:07:44.849 --> 00:07:51.474]  With a regular program of oral hygiene including Vitamir toothpaste and mouthwash, your chances of experiencing gum disease will be greatly diminished.
[00:07:51.814 --> 00:07:55.857]  Find out for yourself why health professionals across America are recommending Vitamir.
[00:07:56.277 --> 00:07:58.259]  Order yours today from Cliff Scott Enterprises.
[00:07:58.519 --> 00:07:59.299]  Call toll-free 800-569-4340.
[00:07:59.319 --> 00:08:01.121]  That's 800-569-4340 or visit their website at www.cliffscott.com.
[00:08:14.364 --> 00:08:16.445]  Ease the T-Rex of political talk.
[00:08:17.046 --> 00:08:19.927]  Alex Jones on the GCN Radio Network.
[00:08:19.947 --> 00:08:20.868]  Dun dun!
[00:08:37.365 --> 00:08:45.670]  Alright ladies and gentlemen, we're live 8 minutes and 25 seconds into the first hour of this worldwide edition.
[00:08:47.478 --> 00:08:53.059]  We've got Red Buckman, the grandfather of the fully informed jury movement.
[00:08:53.099 --> 00:09:00.981]  This is where you train juries that, according to the Constitution, the Bill of Rights, they are the judges of guilt.
[00:09:01.361 --> 00:09:11.043]  They judge the facts as well as the law, and the judge is just there to mediate, not to give instructions to the jury.
[00:09:12.054 --> 00:09:22.217]  They've also, the government has now taken over the grand juries and turned them into rubber stamps of the prosecutor when they are to be separate investigation bodies of the people.
[00:09:22.557 --> 00:09:32.460]  We'll discuss that, the Bill of Rights, the Constitution, what America's really all about, and how it's been perverted and warped and manipulated coming up in about 25 minutes.
[00:09:32.620 --> 00:09:39.983]  In the meantime, talking about Big Brother, you know in the first segment I went over the fact that in George Orwell's 1984,
[00:09:41.863 --> 00:09:49.866]  There were video cameras in the bathrooms and you had no privacy and the government knew everything that you did.
[00:09:50.066 --> 00:10:01.569]  Well, the Pentagon has announced the Total Information Awareness Network is going to use the cameras and the microphones they put up in cities and side roads and neighborhoods as a control grid.
[00:10:01.609 --> 00:10:09.712]  And we posted the Army document, the government document, on InfoWars.com and PrisonPlanet.com and it's there right now for your perusal.
[00:10:11.013 --> 00:10:16.898]  And the Associated Press reported that yes, police are going to use it and yes, it's a control grid to control populations.
[00:10:16.978 --> 00:10:17.759]  Yeah, no kidding.
[00:10:18.299 --> 00:10:19.960]  It has nothing to do with traffic.
[00:10:20.021 --> 00:10:25.025]  They use traffic funds to put this system in and condition you to accept it.
[00:10:25.885 --> 00:10:31.250]  Now we've read articles out of Michigan where the state parks have put cameras in the bathroom stalls.
[00:10:32.638 --> 00:10:36.123]  To keep everybody safe and to stop drug user vandalism.
[00:10:36.164 --> 00:10:42.093]  You know, all these excuses for maximum tyranny and violation of privacy.
[00:10:42.473 --> 00:10:43.415]  Worse than Russia.
[00:10:44.218 --> 00:10:45.639]  Here's Reuters today.
[00:10:45.719 --> 00:10:48.701]  It's up on PrisonPlanet.com and Infowars.com.
[00:10:49.141 --> 00:10:51.362]  Schools sued over hidden cameras.
[00:10:51.963 --> 00:11:03.810]  A Tennessee school allowed security cameras to film children unresting in locker rooms and then stored the images on a computer accessible through the internet according to a lawsuit filed by a group of angry parents.
[00:11:05.051 --> 00:11:08.093]  The lawsuit filed last week in the federal court in Nashville seeks
[00:11:08.965 --> 00:11:10.567]  Two million in damages.
[00:11:10.647 --> 00:11:18.738]  The parents contend the school system violated students' rights by putting hidden cameras in boys' and girls' locker rooms at Livingston Middle School.
[00:11:19.118 --> 00:11:24.425]  The cameras reportedly captured students ages 10 to 14 in various stages of undressing.
[00:11:25.074 --> 00:11:39.397]  The parents have been devastated by the conduct of the school officials, by the videotaping, and by the breach of trust, Ernie Mark Kalos, who represents the children, and the parents of the girls and boys.
[00:11:40.037 --> 00:11:47.019]  Chuck Hagel, lawyer for Overton County School, said he would not comment because he had not read the lawsuit.
[00:11:47.919 --> 00:11:56.395]  Education Tech Incorporated, the company that installed the surveillance cameras in several Overton County schools, also was named in the lawsuit.
[00:11:56.435 --> 00:11:58.199]  Officials of the company had no comment.
[00:11:58.797 --> 00:12:04.882]  Now it's been in the news, and we've read the reports here, that they have microphones in most school bathrooms.
[00:12:05.262 --> 00:12:10.766]  They can't have cameras, but now they've caught them in many cases putting the cameras in the bathrooms.
[00:12:10.946 --> 00:12:13.288]  EDU Tech, again, is involved in all this.
[00:12:13.828 --> 00:12:22.835]  Parents learning of the cameras when a student reported a suspicious device in the school at Livingston, about 130 kilometers east of Nashville.
[00:12:23.402 --> 00:12:32.670]  The lawsuit contends that images captured by the cameras and stored on a hard drive in the office of the assistant principal could be accessed from remote computers by the internet.
[00:12:33.070 --> 00:12:37.774]  It claims the computer password security had not been changed from the factory default setting.
[00:12:38.234 --> 00:12:50.704]  The images were reportedly accessed 98 times between July 2000 and January 2003, sometimes late at night and early in the morning, and through internet providers in Tennessee and South Carolina.
[00:12:50.744 --> 00:12:52.846]  So it's taken all these photos and video and then
[00:12:53.387 --> 00:12:55.650]  The perverts are going at night and looking at it.
[00:12:56.592 --> 00:13:03.002]  Your 12 year old daughter, your 14 year old daughter, your son, and there's video cameras in the showers.
[00:13:03.863 --> 00:13:04.984]  In the locker rooms.
[00:13:05.505 --> 00:13:06.666]  And you'll just accept it.
[00:13:06.706 --> 00:13:08.127]  Hey, they wear ID badges.
[00:13:08.527 --> 00:13:09.708]  Drug dogs search them.
[00:13:09.748 --> 00:13:11.110]  There's barbed wire fences.
[00:13:11.890 --> 00:13:13.992]  They're training them to report mommy and daddy.
[00:13:14.032 --> 00:13:19.277]  We've read the reports with the BATFs in thousands of schools now for a whole semester.
[00:13:19.317 --> 00:13:20.799]  The kids write dossiers.
[00:13:20.899 --> 00:13:22.140]  What's in the drug cabinet?
[00:13:22.360 --> 00:13:24.142]  What type of guns do your parents have?
[00:13:24.842 --> 00:13:30.286]  They're putting thumb scanners in thousands of schools where the kids have to thumb scan to get school lunches.
[00:13:30.346 --> 00:13:31.647]  No cash allowed.
[00:13:31.967 --> 00:13:36.530]  We've had the school board president on in Ohio who said the feds forced them to do it.
[00:13:37.130 --> 00:13:39.892]  That it is being uploaded to Homeland Security.
[00:13:39.912 --> 00:13:44.715]  That it is to train the kids to accept a cashless society right here in Austin.
[00:13:45.035 --> 00:13:47.718]  So the images were reportedly accessed 98 times.
[00:14:03.078 --> 00:14:07.660]  Sometimes late at night, early in the mornings through internet providers in Tennessee and South Carolina.
[00:14:07.820 --> 00:14:09.881]  So other states are going in and looking at it.
[00:14:10.442 --> 00:14:16.304]  William Needham, director of the Everton County Schools says the assistant principal has been transferred to another school in the system.
[00:14:17.125 --> 00:14:20.206]  Kalos said he did not know if the cameras were still operating.
[00:14:20.286 --> 00:14:22.027]  Of course they're still operating!
[00:14:23.197 --> 00:14:25.778]  The government doesn't know if they're still operating.
[00:14:26.158 --> 00:14:29.099]  There's two cameras in my neighborhood.
[00:14:29.479 --> 00:14:30.559]  Residential streets.
[00:14:30.759 --> 00:14:36.400]  And they've got microphone rotating pods sticking out of them!
[00:14:36.420 --> 00:14:41.842]  And I read yesterday the Associated Press.
[00:14:42.842 --> 00:14:46.583]  And I have the official DARPA Pentagon document.
[00:14:47.367 --> 00:14:54.016]  And five years ago, before they announced this, it was in the Austin American Statesman, the $840,000 a year grant.
[00:14:54.897 --> 00:15:03.549]  They've now been under funding for four years, millions of dollars of highly sensitive shotgun mics all over this city.
[00:15:04.989 --> 00:15:12.652]  But illegal aliens are tromping around everywhere and the city accepts their matricula cards that anyone can buy from a consulate for $24.
[00:15:13.092 --> 00:15:19.915]  And the police accept that, but you as a citizen with the border wide open, you're going to be harassed and targeted and controlled.
[00:15:21.455 --> 00:15:30.679]  Folks, bathrooms, state bathrooms, schools, and now they want uniform rules to do this in the private schools as well.
[00:15:32.051 --> 00:15:34.052]  This is from Boston News Channel.
[00:15:34.212 --> 00:15:37.933]  Students may soon receive mandatory meningitis vaccines.
[00:15:37.953 --> 00:15:38.154]  See?
[00:15:38.814 --> 00:15:41.315]  They're trying to make all these MMR shots mandatory.
[00:15:41.335 --> 00:15:43.756]  And I've got the reports of how deadly these things are.
[00:15:45.191 --> 00:15:53.818]  Lawmakers' testimony on Beacon Hill Wednesday preparing for college may mean purchasing books and signing up for classes, but also means thinking about a deadly disease.
[00:15:53.858 --> 00:16:10.351]  See, the government's setting a precedent to inject you with what they want, when they want, and Bush is funding $6.3 billion a year for BioShield, a giant infrastructure to forcibly inoculate you, passed into law, page 76 of Home Land Security Package of 2002.
[00:16:12.879 --> 00:16:16.522]  You think that bureaucracy of 6.3 billion every year is going to go away?
[00:16:17.002 --> 00:16:18.403]  They're just setting it up, folks.
[00:16:19.224 --> 00:16:21.025]  And they're making it mandatory with your kids.
[00:16:22.246 --> 00:16:26.629]  The push was on Wednesday for new legislation that would encourage more college students to get the meningitis vaccine.
[00:16:26.649 --> 00:16:35.055]  When my son was at camp, he went on a hike with counselors from Scotland and kids from Iowa and New York and Massachusetts and they all passed a water bottle.
[00:16:35.396 --> 00:16:38.718]  Down the line, someone was a carrier and my son was the recipient.
[00:16:39.319 --> 00:16:41.180]  And if it'll save one life, we should do it.
[00:16:41.781 --> 00:16:57.359]  And the Feds, I read the AP article last week, got it right here, they admit satellite tracker systems in your car, the interface is ready to be plugged in, they're about to start taxation, but the taxation so they can remote control your car and pay for security checkpoints with the money.
[00:16:58.198 --> 00:17:00.559]  And the government's going to remote control your cars.
[00:17:00.979 --> 00:17:02.700]  This is all being put in, people!
[00:17:03.180 --> 00:17:06.521]  I have the mainstream articles today on this!
[00:17:07.001 --> 00:17:10.242]  There is so much... Folks, I've got a stack of at least 80 articles.
[00:17:10.302 --> 00:17:11.723]  I counted them up.
[00:17:11.743 --> 00:17:12.283]  82 articles.
[00:17:12.663 --> 00:17:13.963]  How do I cover them all?
[00:17:14.223 --> 00:17:15.944]  How do I cover this?
[00:17:16.064 --> 00:17:18.905]  This is unbelievable!
[00:17:20.185 --> 00:17:21.746]  It's 10 times worse than 1984!
[00:17:21.786 --> 00:17:22.306]  I can't believe this!
[00:17:25.231 --> 00:17:29.474]  And Patriot Act's got secret arrests, secret executions for any misdemeanor?
[00:17:31.636 --> 00:17:33.657]  I mean, it's unbelievable.
[00:17:35.259 --> 00:17:40.281]  And then I got a stack of articles where they admit they tested vaccines and biological weapons on the troops.
[00:17:40.581 --> 00:17:42.262]  They tested spraying on the troops.
[00:17:42.803 --> 00:17:43.503]  It's all admitted.
[00:17:43.603 --> 00:17:44.984]  Killing our troops, maiming them.
[00:17:45.524 --> 00:17:49.105]  I've got AP, Reuters, London Telegraph, Times of London on this.
[00:17:49.466 --> 00:17:51.847]  Every day more articles, more tests.
[00:17:52.167 --> 00:17:54.788]  In the 80s, 90s, 60s, doesn't matter.
[00:17:55.128 --> 00:17:56.149]  Spraying Florida.
[00:17:56.229 --> 00:17:57.489]  Spraying Dallas, Texas.
[00:17:57.789 --> 00:17:58.630]  People dying.
[00:17:58.670 --> 00:18:01.031]  The Army going in and monitoring the hospitals.
[00:18:02.721 --> 00:18:07.865]  And you don't think they'd kill 3,000 of you at the World Trade Centers and Pentagon to get police state measures?
[00:18:09.747 --> 00:18:10.767]  Man, you're naive.
[00:18:11.488 --> 00:18:12.189]  And then Bush!
[00:18:12.229 --> 00:18:19.535]  Talk about arrogant insanity from somebody who spent a year of his two-year commitment at the Air National Guard and then left and went AWOL.
[00:18:20.876 --> 00:18:24.901]  Reportedly running around drinking scotch and smoking marijuana and using cocaine.
[00:18:25.582 --> 00:18:28.086]  Running around leaving, and this is what he has to say.
[00:18:28.506 --> 00:18:30.449]  Bring on the attacks, Bush says.
[00:18:30.769 --> 00:18:31.911]  Talk stuff on Iraq.
[00:18:32.551 --> 00:18:35.836]  Resistance to U.S., also poisons and marines to Liberia.
[00:18:36.156 --> 00:18:38.119]  That'll be a nice little military distraction.
[00:18:39.272 --> 00:18:41.435]  They said this war will last 100 years, folks, and it will.
[00:18:41.775 --> 00:18:51.888]  President George W. Bush appeared to invite further attacks on American troops in Iraq yesterday, challenging resistance fighters to take on his, plenty tough, that's a quote, but fake Texas talk.
[00:18:51.928 --> 00:18:55.212]  He's from Kenny Bunkport, and I've seen old films of him in the 70s.
[00:18:55.472 --> 00:18:58.176]  He speaks with the Atlantic British accent, people!
[00:18:58.911 --> 00:19:02.412]  Continuing, plenty tough, plenty, let me talk like that.
[00:19:02.693 --> 00:19:03.873]  I'm from Texas, I don't talk like that.
[00:19:04.113 --> 00:19:06.774]  Plenty tough soldiers occupying the country.
[00:19:07.054 --> 00:19:08.075]  Bring them on!
[00:19:08.395 --> 00:19:09.295]  Bring them on!
[00:19:09.716 --> 00:19:10.636]  The President said.
[00:19:10.656 --> 00:19:20.340]  The statement immediately drew criticism as an unnecessary show of bravado on behalf of soldiers who are said to be fatigued and demoralized facing a highly volatile situation.
[00:19:21.261 --> 00:19:26.982]  Even as he talked up in Iraq, Bush was considering committing more soldiers to the war zone in Liberia to get the diamonds.
[00:19:27.362 --> 00:19:30.423]  A risky move that has caused much nervousness in some quarters of the U.S.
[00:19:30.443 --> 00:19:34.023]  administration and foresees another Somalia for beleaguered U.S.
[00:19:34.063 --> 00:19:34.304]  troops.
[00:19:34.324 --> 00:19:35.104]  Well, they don't care.
[00:19:35.124 --> 00:19:38.024]  They don't care about killing our troops.
[00:19:38.064 --> 00:19:38.944]  They could care less.
[00:19:39.204 --> 00:19:40.305]  They're huffing D.U.
[00:19:40.365 --> 00:19:42.165]  right now and it's admittedly killing the troops.
[00:19:42.505 --> 00:19:47.226]  The former head Army scientist who studied it in 91 says we're coming down with radiation sickness again.
[00:19:48.712 --> 00:19:50.633]  But again, we actually support the troops here.
[00:19:50.673 --> 00:19:52.294]  We actually support the Second Amendment here.
[00:19:52.514 --> 00:19:54.134]  We actually support sovereignty here.
[00:19:54.614 --> 00:19:56.195]  That's why we're for lower taxes.
[00:19:56.235 --> 00:20:07.860]  We're called liberals by the neocon and the Ann Coulter, New World Order, preachers out there lying and saying the Patriot Act doesn't take liberties of citizens when the Justice Department brief admits it!
[00:20:09.121 --> 00:20:11.341]  Trojan horse liberal wrecking crews.
[00:20:11.401 --> 00:20:12.402]  We're under attack!
[00:20:14.904 --> 00:20:19.409]  Through the years of providing water filters to America, you've come to us and we've listened.
[00:20:19.749 --> 00:20:23.853]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[00:20:24.154 --> 00:20:24.694]  We listened.
[00:20:24.994 --> 00:20:29.980]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[00:20:30.260 --> 00:20:30.740]  We listened.
[00:20:31.141 --> 00:20:34.184]  You asked us to develop a filter that was made in the USA.
[00:20:34.604 --> 00:20:35.125]  We listened.
[00:20:35.565 --> 00:20:39.646]  You asked us to include an emergency light for camping and during power outages.
[00:20:40.026 --> 00:20:40.506]  We listened.
[00:20:40.846 --> 00:20:46.087]  After 9-11, you asked us to develop a filter that was more powerful in removing chemical agents.
[00:20:46.508 --> 00:20:47.868]  Again, we listened.
[00:20:48.228 --> 00:20:55.610]  Introducing the Berkey Light, the gravity filter requested by America, designed by Americans, and made in America.
[00:20:55.990 --> 00:21:00.311]  Get the Berkey Light, the American water filter, for only $259 by calling New Millennium
[00:21:04.874 --> 00:21:20.769]  Herbal Healer Academy is the global supplier of the finest natural medicine that you may need in these troubled times.
[00:21:20.989 --> 00:21:23.231]  We specialize in keeping you alive and healthy.
[00:21:23.431 --> 00:21:29.777]  We provide outstanding products like ECAC, colloidal silver 500 parts per million, olive leaf extract,
[00:21:30.157 --> 00:21:30.757]  I think so.
[00:21:50.526 --> 00:21:50.967]  That's right.
[00:22:12.731 --> 00:22:14.732]  Your beliefs and opinions are attacked constantly.
[00:22:14.892 --> 00:22:18.875]  Media, press, and government support even perpetrate lies to degrade your rights and independence.
[00:22:19.095 --> 00:22:22.817]  The liberally biased populist assaults your mind in order to take advantage of your soul.
[00:22:23.057 --> 00:22:25.898]  Fight back every day with the 2003 Freedom Calendar.
[00:22:25.999 --> 00:22:27.880]  Available by calling MIDAS Resources at 1-800.
[00:22:28.800 --> 00:22:30.321]  Call 800-686-2237.
[00:22:30.461 --> 00:22:31.922]  Your rights were granted by God.
[00:22:32.142 --> 00:22:34.024]  Government should only exist to protect those rights.
[00:22:34.244 --> 00:22:35.925]  This calendar affirms your ideals.
[00:22:36.125 --> 00:22:38.567]  It shows you where your rights are protected in the Constitution.
[00:22:38.767 --> 00:22:42.830]  Fight the good fight with the help of the 2003 Freedom Calendar and Midas Resources.
[00:22:43.030 --> 00:22:43.690]  Call 800-687-2237.
[00:22:45.712 --> 00:22:46.352]  Know your rights.
[00:22:46.512 --> 00:22:48.674]  The rights that will save you from a corrupted Republic.
[00:22:48.814 --> 00:22:50.075]  We want you to spread the word.
[00:22:50.295 --> 00:22:53.077]  Prices decrease significantly when the quantity ordered is increased.
[00:22:53.237 --> 00:22:53.757]  Call now.
[00:22:53.778 --> 00:22:54.318]  1-800-686-2237.
[00:22:54.378 --> 00:22:58.241]  Unity is the only way to overcome.
[00:22:58.261 --> 00:23:00.042]  Know your rights granted by God.
[00:23:00.342 --> 00:23:02.804]  The very rights our government was created to protect.
[00:23:02.924 --> 00:23:05.566]  The Freedom Calendar is available now at Midas Resources.
[00:23:05.586 --> 00:23:05.846]  1-800-686-2237.
[00:23:05.866 --> 00:23:07.647]  Get it now and start spreading the truth.
[00:23:12.384 --> 00:23:14.006]  Are you losing your hair like me?
[00:23:14.026 --> 00:23:18.070]  Then you gotta listen to me about a great new product called NuHair.
[00:23:18.450 --> 00:23:24.015]  It's all natural, clinically tested to stop hair loss, and NuHair is guaranteed to work.
[00:23:24.556 --> 00:23:29.701]  All natural NuHair comes in a convenient tablet form with formulas targeted specifically for
[00:23:29.701 --> 00:23:30.821]  For men and women!
[00:23:30.941 --> 00:23:35.563]  Take two tablets every day and NewHair goes to work on your entire scalp.
[00:23:35.903 --> 00:23:40.005]  Plus, order now and NewHair costs under $40 a month.
[00:23:40.225 --> 00:23:44.987]  So if you are frustrated with your hair loss problem, try clinically tested NewHair.
[00:23:45.267 --> 00:23:50.869]  It's all natural, convenient to use, and NewHair comes with up to a six month guarantee.
[00:23:51.009 --> 00:23:51.950]  So call now, 800-481-9858.
[00:23:55.291 --> 00:24:01.233]  Remember, new hair is guaranteed for up to six months to improve your hair loss problem for men and women.
[00:24:01.393 --> 00:24:02.793]  Call right now and order 800-481-9858.
[00:24:02.813 --> 00:24:02.853]  800-481-9858.
[00:24:02.873 --> 00:24:03.053]  That's 800-481-9858.
[00:24:16.182 --> 00:24:22.224]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:24:22.824 --> 00:24:25.844]  It's Alex Jones and the GCN Radio Network.
