[00:00:01.181 --> 00:00:07.824]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:06:00.521 --> 00:06:05.164]  Well, I think that's a little inaccurate, or perhaps a little severe.
[00:06:05.164 --> 00:06:16.871]  The real notion here is that these facilities would provide the opportunity for observation, for isolation, excuse me, for observation, for quarantine, and isolation.
[00:06:17.682 --> 00:06:21.567]  In fact, you would presumably have three different kinds of patients.
[00:06:21.567 --> 00:06:25.272]  Those who believe that perhaps they've been exposed but don't really know.
[00:06:25.272 --> 00:06:34.103]  Those who have been exposed for certain and those who have been exposed for certain and exhibit certain features of a particular disease.
[00:06:35.129 --> 00:06:42.055]  Yeah, but I mean they had the guy in Dallas that they thought had SARS and he wanted to leave the hospital and they wouldn't let him and chained him down to the bed.
[00:06:42.055 --> 00:06:44.416]  Yeah, that's not a part of Daedalus activity.
[00:06:44.416 --> 00:07:02.531]  Daedalus is really working on the structural side of this and integrating what we consider to be the non-medical life support systems, so essentially the hotel services, the mechanical, electrical, plumbing, and HVAC, and the medical systems.
[00:07:03.061 --> 00:07:09.065]  Wow, and in 48 hours, having a system with power and water and everything?
[00:07:09.065 --> 00:07:10.186]  That's correct.
[00:07:10.186 --> 00:07:18.631]  So what do you have, like trucks that have nodules of different services and then they all show up, put the frame together and then stick the appliances in?
[00:07:18.631 --> 00:07:19.331]  That is correct.
[00:07:19.331 --> 00:07:28.037]  In the case of the heating, ventilation, air conditioning, the HVAC provider, that's really being done by Albancat.
[00:07:28.697 --> 00:07:28.897]  Okay, now
[00:07:47.179 --> 00:07:55.987]  I understand you're in the composite materials and the new solutions and the infrastructure of this, but... And on the planning side, that's correct.
[00:07:55.987 --> 00:07:58.650]  We cover and track this occasionally here on the show.
[00:07:58.650 --> 00:08:05.296]  I have Detroit Free Press, I have Newsmax, I have Rocky Mountain News, or FEMA.
[00:08:06.096 --> 00:08:15.301]  Last year, by January 1st of this year, wanted 3, 1 million man emergency cities already set up.
[00:08:15.301 --> 00:08:18.383]  Were you aware of those contracts or are you involved in those?
[00:08:18.383 --> 00:08:21.004]  No, we're not either aware of them nor a part of them.
[00:08:23.220 --> 00:08:25.921]  I wonder why they need 1 million person facilities.
[00:08:25.921 --> 00:08:27.082]  That's pretty big.
[00:08:27.082 --> 00:08:42.329]  Well, I think the HRSA requirement from Health and Human Services is actually a surge capacity nationwide for a variety of reasons, including natural disasters, simply for 500 beds per million population.
[00:08:42.329 --> 00:08:43.390]  And beyond that, I can't tell you.
[00:08:43.390 --> 00:08:46.751]  And so what does that translate out to with the 290 million people?
[00:08:46.751 --> 00:08:49.012]  500 times... Times the 285,290.
[00:08:49.012 --> 00:08:50.413]  That's correct.
[00:08:53.038 --> 00:08:54.959]  Well, you're talking about multi-millions then?
[00:08:54.959 --> 00:08:57.880]  It's a fair amount.
[00:08:57.880 --> 00:09:01.962]  So, what are the local FEMA people more worried about?
[00:09:01.962 --> 00:09:06.304]  SARS naturally occurring or smallpox?
[00:09:06.304 --> 00:09:10.867]  Well, I don't think I can speak or even know what FEMA's position is on this.
[00:09:10.867 --> 00:09:14.348]  Our interface is actually not with FEMA.
[00:09:14.348 --> 00:09:19.911]  Ours is through the Allegheny County and the working group there.
[00:09:20.583 --> 00:09:24.684]  So we're not directly involved with FEMA, nor are we a part of their planning.
[00:09:24.684 --> 00:09:34.626]  Well, let's say somebody had smallpox and they're trying to bust out of the quarantine facility, and obviously that happens, that's what they've talked about.
[00:09:34.626 --> 00:09:43.188]  I've just read the feds saying they're going to have secure facilities for this, but you're saying your facility wouldn't be for that?
[00:09:43.188 --> 00:09:49.009]  Yes, it would be for that application in the case of smallpox, and that's probably the worst case.
[00:09:49.594 --> 00:09:55.458]  scenario that we have used for determining what our requirements will be for the system itself.
[00:09:55.458 --> 00:09:59.081]  Is the National Guard training on how to put in your system or?
[00:09:59.081 --> 00:10:07.827]  We have had some interface with the National Guard and we would like to see them have a role in this particular system.
[00:10:07.827 --> 00:10:09.808]  As of now, they do not.
[00:10:09.808 --> 00:10:15.292]  So they may be training for something, but they're not training for the use of our system, nor are they directly interfacing with us.
[00:10:16.443 --> 00:10:17.544]  Wow.
[00:10:17.544 --> 00:10:19.725]  You guys have got a couple different websites.
[00:10:19.725 --> 00:10:26.948]  You're a company that's been involved, hear the news says, in a lot of key infrastructure projects around the world.
[00:10:26.948 --> 00:10:31.370]  What site would you recommend for my listeners around the country to visit?
[00:10:31.370 --> 00:10:37.933]  Well, the first site that will be meaningful will actually be the site in Pittsburgh.
[00:10:37.933 --> 00:10:42.655]  We have a very small structure prototype close to us in Newington, Virginia.
[00:10:43.710 --> 00:10:44.191]  That's correct.
[00:10:44.191 --> 00:10:46.835]  I'm essentially the developer of this.
[00:11:01.505 --> 00:11:02.946]  I am a planner-developer.
[00:11:02.946 --> 00:11:05.809]  I've been involved on the materials side.
[00:11:05.809 --> 00:11:15.616]  And this, as I said, principally focused upon our desire to participate in the emerging markets of the developing world.
[00:11:15.616 --> 00:11:20.320]  So it was just an odd application, not one that we were really seeking.
[00:11:20.320 --> 00:11:28.026]  But when we saw the opportunity, then we moved on that to define the requirements and then to meet those requirements through this type of facility.
[00:11:29.148 --> 00:11:32.811]  So, now you're just going to demonstrate this to government and the public.
[00:11:32.811 --> 00:11:41.398]  Well, if I was you, Doctor, I would reach out to FEMA because, I mean, they've got Green Million Man Capacity System.
[00:11:41.398 --> 00:11:46.962]  I mean, I think, if you haven't heard about that, you need to go to InfoWars.com.
[00:11:46.962 --> 00:11:54.088]  Yeah, go to InfoWars.com, absolutely, because our news from last Friday, just click on the archive.
[00:11:54.088 --> 00:11:55.609]  Thanks for joining us, Doctor.
[00:11:55.609 --> 00:11:55.969]  Take care.
[00:11:57.055 --> 00:11:58.185]  Alright, we'll be right back, folks.
