[00:00:07.271 --> 00:00:08.313]  Mainstream media.
[00:05:38.014 --> 00:05:41.595]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:05:41.995 --> 00:05:43.876]  It's an anthology of government crimes.
[00:05:44.236 --> 00:05:48.158]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:05:48.678 --> 00:05:55.681]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:06:01.622 --> 00:06:06.588]  Now, you can bring Berkey Purification Power anywhere with the Sport Berkey Filtration Bottle.
[00:06:06.908 --> 00:06:16.660]  Ideal for sporting games, camping or boating, or Sport Berkey is small enough to store in your glove box, so it's ideal backup for unexpected emergencies like blackouts, floods or earthquakes.
[00:06:17.000 --> 00:06:20.022]  It's simply the best personal water filtration system available.
[00:06:20.323 --> 00:06:23.765]  So effective you can drink raw, untreated water from lakes, rivers, and streams.
[00:06:24.105 --> 00:06:33.453]  Unlike other sport bottles, the Sport Berkey's patented filter formulation is so powerful it removes cysts, parasites, harmful bacteria, and chemicals like herbicides and pesticides.
[00:06:33.713 --> 00:06:37.215]  It even reduces radon-222, lead, and other heavy metals.
[00:06:37.456 --> 00:06:44.561]  This lightweight, rugged 22-ounce filter is small enough to go everywhere, so take one to work and keep another in your glove box for emergencies.
[00:06:44.801 --> 00:06:46.162]  Get the Berkey Sport for only $39.00.
[00:06:47.243 --> 00:06:51.688]  Get two for $70.00 by calling New Millennium at 888-803-4438.
[00:06:51.828 --> 00:06:54.350]  Order your Berkey Sport today.
[00:06:54.591 --> 00:06:57.153]  That's toll free, 888-803-4438 or order on the web at berkeywater.com.
[00:07:01.440 --> 00:07:03.921]  This is Jack Blood with the Genesis Radio Network.
[00:07:04.042 --> 00:07:06.403]  I have an urgent message for all of our listeners.
[00:07:06.463 --> 00:07:13.547]  The mass media keeps telling us that we are the richest, most powerful economy in the world, quote unquote.
[00:07:14.127 --> 00:07:16.429]  If this is true, why can't we pay our bills?
[00:07:17.089 --> 00:07:20.631]  Why is the United States the world's largest debtor nation?
[00:07:21.171 --> 00:07:25.314]  The truth is, is that we are in the worst debt bubble in our nation's history.
[00:07:25.874 --> 00:07:28.836]  When the bubble bursts, will you be able to feed your family?
[00:07:29.818 --> 00:07:32.759]  When the inevitable crash occurs, will you be ready?
[00:07:33.479 --> 00:07:39.221]  Call Whitehurst International at 1-888-892-6238.
[00:07:39.281 --> 00:07:43.663]  That's 1-888-892-6238.
[00:07:44.043 --> 00:07:46.204]  For the following two free reports.
[00:07:47.104 --> 00:07:47.384]  U.S.
[00:07:47.464 --> 00:07:50.365]  Debt Bubble, Red Alert, and Real Estate Crash.
[00:07:51.345 --> 00:07:53.646]  Call 888-XANADU.
[00:07:53.706 --> 00:07:57.867]  That's 888-XANADU.
[00:07:58.228 --> 00:07:59.188]  And ask for George.
[00:08:02.698 --> 00:08:04.880]  He's the T-Rex of political talk.
[00:08:05.460 --> 00:08:08.243]  Alex Jones on the GCN Radio Network.
[00:08:34.871 --> 00:08:38.657]  We do have Jim Mars coming up in the second and third hour again to talk about
[00:08:39.389 --> 00:08:42.651]  Well, from JFK to 9-11, how they're interconnected.
[00:08:42.691 --> 00:08:53.337]  And I also want to get a bird's eye view into really how he's credited as being the main screenwriter and his book, of course, being the basis for my favorite film, JFK.
[00:08:53.357 --> 00:08:55.178]  And JFK was not my favorite film.
[00:08:55.218 --> 00:09:02.723]  It was in my top 10 favorites until I saw the director's cut with 18 minutes added that was originally cut by Warner Brothers.
[00:09:02.843 --> 00:09:06.045]  And let me tell you, it is my favorite film.
[00:09:06.903 --> 00:09:19.985]  And I wanted to play clips today from JFK, the director's cut, but there is profanity in it, so we're working on
[00:09:21.525 --> 00:09:24.708]  Well, we've already recorded and gotten the clips, but they were recorded improperly.
[00:09:25.348 --> 00:09:28.591]  So we're attempting to grab them again and then cut out all the profanity.
[00:09:28.911 --> 00:09:38.538]  We may not be able to play as many clips as we were, but those will also be coming up, Lord willing, in the second and third hour today.
[00:09:40.059 --> 00:09:48.105]  Now let me get into the Israel news and the global crises information for you today.
[00:09:49.443 --> 00:09:53.384]  Fox News Channel, Hezbollah certain to nuke major city.
[00:09:55.725 --> 00:10:03.148]  Channel is terror group's biggest cheerleader as America's hit with the sum of all fear mongering.
[00:10:04.048 --> 00:10:12.130]  And I would add in the last week we've seen major publications around the world with headlines like US on high alert for Hezbollah or Hamas strike.
[00:10:12.591 --> 00:10:16.612]  Israel advises US to brace for Hezbollah or Al Qaeda strike.
[00:10:17.919 --> 00:10:20.121]  Al Qaeda strikes certain in Western world.
[00:10:20.161 --> 00:10:28.408]  We've seen these type of headlines, but Paul particularly wrote this article about a Fox News clip we're going to play and analyze here in a few minutes.
[00:10:29.669 --> 00:10:41.038]  Following the ceaseless bombing of Lebanon, Fox News has gone to drive fear into the hearts of Americans by insisting that Hezbollah's use of nuclear devices in a major U.S.
[00:10:41.599 --> 00:10:41.659]  or
[00:10:42.797 --> 00:10:49.478]  Israeli city is inevitable and that only increased surveillance of Americans can stop it.
[00:10:52.279 --> 00:10:54.319]  Isn't that just precious?
[00:10:55.880 --> 00:11:07.402]  Couched in a bizarre Hannity and Combs demonstration where a Geiger counter, soon to be the common household object, apparently was used to measure radiation of packets placed in two
[00:11:08.556 --> 00:11:15.722]  Presenter's pockets, guest Cham Dallas, director of the Center of Mass Destruction Defense, was determined to get his message across.
[00:11:16.403 --> 00:11:21.427]  Dallas, quote, sometime in the future there's going to be a nuclear weapon in the United States.
[00:11:21.527 --> 00:11:27.953]  Certainly a radiological device is going to be used and a lot of radioactivity is going to fall on American citizens.
[00:11:28.553 --> 00:11:28.994]  Combs!
[00:11:30.135 --> 00:11:31.456]  You say that like it's a certainty.
[00:11:32.296 --> 00:11:34.177]  Like there's no question it's going to happen.
[00:11:34.217 --> 00:11:34.597]  Dallas.
[00:11:34.637 --> 00:11:43.819]  There's no doubt in my mind that at some point in the future we will have a radiological device, probably soon, and a nuclear device at some point in five or ten years after.
[00:11:44.059 --> 00:11:44.479]  Dallas.
[00:11:45.259 --> 00:11:45.640]  Fingered.
[00:11:45.940 --> 00:11:48.780]  Pakistan and North Korea are the likely suppliers of nuclear weapons.
[00:11:49.140 --> 00:11:50.801]  Without informing the viewers that the
[00:11:52.179 --> 00:11:54.721]  Receipts for this technology are in the hands of the U.S.
[00:11:54.761 --> 00:11:55.121]  government.
[00:11:55.441 --> 00:12:03.306]  We have a link to Rumsfeld, fast-track nuclear capability to North Korea, and the Bush family protecting AQ Khan Laboratory Network.
[00:12:05.608 --> 00:12:11.832]  Not content with saying it twice, Dallas snapped up the chance provided by Hannity to repeat his doomsday creed a third time.
[00:12:11.952 --> 00:12:17.296]  Hannity, referring to Hezbollah and Al Qaeda, do you doubt that these terror groups could get a weapon?
[00:12:18.016 --> 00:12:19.337]  If they did, there's no doubt
[00:12:19.989 --> 00:12:22.251]  They would use it against Israel, is there?
[00:12:22.651 --> 00:12:34.701]  Dallas, there's no doubt in my mind that it should say, when one of these terror groups gets a weapon like Hezbollah, within the next decade, they will use it within a time of their choosing, but they would use it.
[00:12:35.359 --> 00:12:37.601]  And a fourth time they went on to say it.
[00:12:37.901 --> 00:12:51.530]  Hannity, so the likelihood is that within ten years it would not be shocking to you in any way for people to turn on the news channel and find out that a nuclear device has gone off in a major city around the world, Dallas.
[00:12:51.990 --> 00:12:52.811]  I'm certain of it.
[00:12:53.071 --> 00:12:55.352]  And a fifth time, Hannity, you're certain of it.
[00:12:55.653 --> 00:12:56.373]  You do not doubt it.
[00:12:56.613 --> 00:12:58.414]  Dallas, there's no doubt in my mind about it.
[00:12:58.955 --> 00:13:04.859]  Five times in a spat of two minutes, nuke major city, inevitable rise,
[00:13:06.687 --> 00:13:07.067]  Wash.
[00:13:07.287 --> 00:13:07.667]  Repeat.
[00:13:09.508 --> 00:13:11.089]  Again, five times in the space of two minutes.
[00:13:11.769 --> 00:13:12.009]  Nuke.
[00:13:12.309 --> 00:13:12.889]  Major city.
[00:13:13.089 --> 00:13:13.549]  Inevitable.
[00:13:13.849 --> 00:13:14.110]  Rinse.
[00:13:14.250 --> 00:13:14.530]  Wash.
[00:13:14.610 --> 00:13:14.910]  Repeat.
[00:13:15.390 --> 00:13:15.630]  Nuke.
[00:13:15.830 --> 00:13:16.390]  Major city.
[00:13:16.450 --> 00:13:16.870]  Inevitable.
[00:13:17.231 --> 00:13:22.472]  Sell your rights down the river for Paul Watson and I butchered in my own babbling tone.
[00:13:22.492 --> 00:13:26.694]  I'm not paid seven million a year like Peter Jennings was to read off teleprompters, ladies and gentlemen.
[00:13:28.154 --> 00:13:30.195]  So, this is what we're facing and
[00:13:31.050 --> 00:13:34.853]  You can see them hyping it, whether it's in a week, or five years, or ten years.
[00:13:34.933 --> 00:13:36.835]  They set up the police state after 9-11.
[00:13:37.175 --> 00:13:38.436]  They tell us to give up all our rights.
[00:13:38.476 --> 00:13:39.717]  Another attack is inevitable.
[00:13:40.038 --> 00:13:41.239]  Leave our borders wide open.
[00:13:41.479 --> 00:13:46.623]  Let the Communist Chinese run the nuclear scan detectors at our former controlled bases.
[00:13:47.064 --> 00:13:49.826]  Pull the Customs Department out.
[00:13:50.126 --> 00:13:55.831]  Create massive NAFTA highways from California to Texas, streaming up into Canada, where nothing is searched.
[00:13:56.552 --> 00:13:58.013]  Wide open with transponders.
[00:13:58.033 --> 00:13:59.274]  Whoever wants to come in can.
[00:14:00.988 --> 00:14:06.312]  Set up the face scanning cameras, the military style police, the random checkpoints on the sides of the road.
[00:14:06.933 --> 00:14:08.754]  Daily life will be like living in an airport.
[00:14:08.814 --> 00:14:09.715]  That's their own admissions.
[00:14:10.115 --> 00:14:15.099]  Then we get hit by a nuke and we plunge into full bore police state martial law.
[00:14:16.641 --> 00:14:19.963]  And former Supreme Court justices have said this is a real threat, a real problem.
[00:14:20.844 --> 00:14:28.150]  We've even had, down in San Antonio a few months ago, Bob Woodward come out and say this.
[00:14:29.165 --> 00:14:31.268]  And then we've got people on the other side saying how great it is.
[00:14:31.328 --> 00:14:37.696]  Tommy Frank saying it's a certainty after the next attack that we'll set aside the Constitution for a military form of government.
[00:14:38.257 --> 00:14:43.263]  And while he said that, he claimed that was his opinion as a citizen, and that he quote, didn't work for the government anymore.
[00:14:43.483 --> 00:14:46.928]  He would always preface with that, and it came out a year after all of his fear-mongering.
[00:14:47.615 --> 00:15:13.606]  uh... that he was on a secret five hundred plus thousand that's not true four hundred and fifty plus thousand dollar a year secret budget part of the illegal one point six billion in fake news buying just like Armstrong Williams and the rest of them so this is the reality and they set it all up they have the motive they stand to gain we have all the declassified U.S.
[00:15:13.626 --> 00:15:16.487]  government admissions that they've carried out terror attacks in the past
[00:15:17.170 --> 00:15:23.813]  And there's many ways to stop this in concert together, working together we can, but one big tactic is documentary films.
[00:15:24.493 --> 00:15:28.654]  They wake people up more than any radio show, more than any news article, more than any U.S.
[00:15:28.694 --> 00:15:29.495]  government document.
[00:15:29.835 --> 00:15:35.337]  You can put the video clips, the documents, the eyewitnesses, the whistleblowers, all together in one film.
[00:15:36.098 --> 00:15:42.221]  And then have a device based on truth and reality that will shatter paradigms and wake people up.
[00:15:42.241 --> 00:15:53.988]  And then once the population is awake, who has the motive, and who's behind the terror, and why the government elements of it would carry this out, then it removes that power from the criminal cabal to a great extent.
[00:15:55.009 --> 00:15:57.870]  And lessens the chance, greatly, that they would carry out an attack.
[00:15:58.210 --> 00:16:01.312]  We would already certainly have seen massive attacks.
[00:16:01.332 --> 00:16:02.613]  The globalists said we were going to see them.
[00:16:03.530 --> 00:16:25.312]  In the United States, if it wasn't for you, predominantly the listeners of this show, we gotta say we're at the tip of the spear here, the cutting edge, the front line, behind enemy lines, if it wasn't for you out there getting my documentary films, getting the other good documentaries that are out there, making copies of them feverishly, militarily, aggressively,
[00:16:26.520 --> 00:16:36.865]  And viciously attacking the lie, viciously assailing the fraud and the hoax that is 9-11 and the official story, we would have already seen massive terror and been in more dire straits right now.
[00:16:37.185 --> 00:16:43.528]  The globalists are shocked, they are reeling, they are dumbfounded, they even admitted it, that we are out in the open pointing the finger at them.
[00:16:44.108 --> 00:16:45.429]  They are totally blown away.
[00:16:45.869 --> 00:16:53.811]  Even their own statisticians and their own theoreticians, the people who study this in the think tanks, have openly said they're blown away by how fast we've exposed them.
[00:16:54.111 --> 00:16:54.832]  They are panicked.
[00:16:54.912 --> 00:16:56.192]  They are badly coordinated.
[00:16:56.652 --> 00:17:02.454]  They are trying to move forward of their own inertia and their own weight, but they are slowing down of their own inertia.
[00:17:03.457 --> 00:17:20.207]  And, uh, their own entropy, and we have got a chance right now to sabotage their operations if we viciously, and I mean viciously, just savagely, aggressively warn everybody and just, and just savage their lives.
[00:17:20.954 --> 00:17:22.835]  I mean, this is military, ladies and gentlemen.
[00:17:23.055 --> 00:17:30.037]  Just picture their lives, and every person you wake up, every mind you free, is throwing a hand grenade in a foxhole filled with enemy soldiers.
[00:17:30.418 --> 00:17:34.719]  And just blowing those pillboxes, those machine gun nests, sky high.
[00:17:34.979 --> 00:17:39.661]  Take the hills, destroy their positions, keep moving forward against the enemy.
[00:17:39.701 --> 00:17:41.022]  We have unlimited numbers.
[00:17:41.382 --> 00:17:44.563]  Our numbers are exploding inexorably every day.
[00:17:44.883 --> 00:17:46.364]  We are marching forward.
[00:17:46.444 --> 00:17:48.444]  The enemy is in retreat.
[00:17:48.904 --> 00:17:50.085]  I am here to tell you.
[00:17:51.010 --> 00:17:55.773]  They can snicker, they can giggle, they can put those smiley faces on all day long.
[00:17:56.233 --> 00:18:02.017]  They know, they can feel the rumble beneath them of the collapse of their criminal system.
[00:18:04.179 --> 00:18:12.064]  And we are moving steadfastly forward right now against the globalists, and we are not going to stop, and we are not going to back down.
[00:18:14.679 --> 00:18:15.480]  And we don't have a choice.
[00:18:15.520 --> 00:18:24.807]  I mean, if we lay here and just, oh, if we're just nice and go along and deny what's happening, hopefully things will come out okay and the government will leave us alone and they won't do all the bad things they're doing.
[00:18:25.147 --> 00:18:28.550]  Do you realize they're not just occupying Iraq and attacking innocent countries right now?
[00:18:28.890 --> 00:18:30.372]  They're occupying the U.S.
[00:18:30.412 --> 00:18:31.933]  They're setting up a police state here.
[00:18:33.217 --> 00:18:40.024]  They're every day putting innocent people in terrorist databases because Homeland Security's ordered the Feds to do it.
[00:18:40.364 --> 00:18:42.826]  To create this illusion that there are all these terrorists.
[00:18:42.866 --> 00:18:46.209]  To get the common person into these databases.
[00:18:46.490 --> 00:18:47.751]  To make us all criminals.
[00:18:48.111 --> 00:18:49.993]  They're bringing in their national ID cards.
[00:18:50.053 --> 00:18:54.217]  They're setting up, we're already into it, the American Union.
[00:18:55.914 --> 00:18:59.076]  The very people that claim that terrorists are trying to bring down the U.S.
[00:18:59.316 --> 00:19:01.978]  are the terrorists, and they are bringing down the U.S.
[00:19:02.438 --> 00:19:04.639]  It's kind of like a riddle or a trick question.
[00:19:05.460 --> 00:19:12.404]  You know, a hidden-in-plain-view, hidden-in-plain-sight joke, when they sit up there and they say the terrorists attacked us because they hate our freedoms.
[00:19:13.665 --> 00:19:14.586]  That's actually true.
[00:19:15.426 --> 00:19:21.390]  When you find out, and people heard that and went, well if Al-Qaeda really attacked us, you know, other countries have freedom, why aren't they attacking them?
[00:19:21.830 --> 00:19:23.131]  Why does Al-Qaeda want our freedoms?
[00:19:24.108 --> 00:19:28.692]  If Al-Qaeda was real in the way we're told they are, and not Al-Syeda, it doesn't make sense.
[00:19:28.972 --> 00:19:40.863]  But if it's a criminal, corporate, global elite controlling our government, and western governments, wanting to set up a police state to extract our liberties and our assets and our capital, and to control us,
[00:19:41.795 --> 00:19:58.008]  Then it makes perfect sense that yes, the terrorists attacked us to get our liberty, and look at the prima facie evidence, the government has moved aggressively, systematically, to dismantle our liberties and freedoms, and butcher the Bill of Rights that is the heart and soul of the United States of America!
[00:20:03.126 --> 00:20:04.166]  The War on Terrorism.
[00:20:04.487 --> 00:20:07.268]  Will it be fought overseas, or will it affect us here at home?
[00:20:07.528 --> 00:20:11.690]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[00:20:12.110 --> 00:20:12.950]  So what do you do?
[00:20:13.270 --> 00:20:17.852]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:20:18.332 --> 00:20:20.453]  With a little know-how, it's not that difficult.
[00:20:20.934 --> 00:20:21.794]  Sheltering in place!
[00:20:22.236 --> 00:20:35.627]  Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:20:35.687 --> 00:20:42.813]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[00:20:43.113 --> 00:20:46.256]  Get this critical video every American needs for only $29 plus shipping.
[00:20:47.917 --> 00:20:51.980]  Order by calling New Millennium today at 888-803-4438.
[00:20:52.260 --> 00:20:55.923]  That's 888-803-4438.
[00:20:56.483 --> 00:20:59.245]  Or order on the web at Berkeywater.com.
[00:21:01.527 --> 00:21:07.011]  Hi, this is Ted Anderson, here for the 2007 Red Book.
[00:21:08.212 --> 00:21:13.055]  The commodity markets like gold, silver, copper, aluminum and oil have exploded over the last year.
[00:21:13.255 --> 00:21:15.977]  This is a glaring testimony of how quickly the U.S.
[00:21:16.017 --> 00:21:17.138]  dollar can be devalued.
[00:21:18.453 --> 00:21:23.055]  Many have turned to precious metals to provide a safe haven while increasing the potential profits.
[00:21:23.975 --> 00:21:31.238]  Though accumulating precious metals has been a proven method for the storage of wealth, it is important that you understand the market you are getting into.
[00:21:32.258 --> 00:21:35.299]  Midas Resources is offering the Red Book and Silver Dollar for only $27.95.
[00:21:35.379 --> 00:21:40.921]  The Red Book is the number one best-selling guide to gold and silver coins.
[00:21:41.901 --> 00:21:43.182]  Call for your copy today.
[00:21:43.222 --> 00:21:43.402]  It's 800-686-2237.
[00:21:46.673 --> 00:21:52.497]  If you've already accumulated or plan to get into the precious metals market, you simply must have the Red Book in your library.
[00:21:53.217 --> 00:21:55.679]  Call 800-686-2237.
[00:21:55.759 --> 00:21:59.301]  That's 1-800-686-2237.
[00:22:01.342 --> 00:22:03.984]  David J. Smith for Newswatch Magazine.
[00:22:04.264 --> 00:22:11.389]  Did you know that one of the 45 points of international communism to capture America was to gain control of one or both political parties?
[00:22:12.299 --> 00:22:16.881]  Have you noticed that it doesn't matter which political party, Republican or Democrat, takes office?
[00:22:17.101 --> 00:22:25.464]  We continue in the same direction of losing our freedoms and ultimately our national sovereignty to the United Nations, which is a communist organization.
[00:22:26.285 --> 00:22:27.805]  The handwriting is on the wall.
[00:22:28.365 --> 00:22:36.489]  We would like to help you understand how these things are coming to pass by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:22:37.329 --> 00:22:38.769]  Just call our toll-free number, 1-800
[00:22:40.830 --> 00:22:48.455]  Five, one, six, eight, seven, three, six.
[00:22:48.615 --> 00:22:50.997]  That's 1-800-516-8736.
[00:22:51.097 --> 00:22:51.757]  Call now.
[00:22:52.438 --> 00:22:58.302]  Operators are standing by to receive your call for a one-year subscription to Newswatch Magazine.
[00:23:00.778 --> 00:23:07.142]  The Bill of Rights is a term for the first ten amendments of the Constitution, limiting the federal government's power and preserving the rights of the people.
[00:23:07.442 --> 00:23:10.384]  Each day, we gradually lose these rights that we are entitled to.
[00:23:10.624 --> 00:23:14.466]  We need to take a stand to let the government know that we are tired of losing these rights.
[00:23:14.726 --> 00:23:16.467]  Today, you can take this stand.
[00:23:16.787 --> 00:23:21.270]  Express your beliefs by wearing a new and innovative t-shirt available only through GCM.
[00:23:21.590 --> 00:23:26.973]  Each shirt is black, with a redesign of the famous Don't Tread on Me Gatsby flag located on the front of the shirt.
[00:23:27.273 --> 00:23:28.734]  On the back is the Bill of Rights.
[00:23:28.894 --> 00:23:29.555]  We're good to go.
[00:23:53.976 --> 00:23:55.057]  So here's the clip from last night.
[00:24:19.660 --> 00:24:22.889]  I'm Fox News with Hannity and Combs about Hezbollah is certain to nuke us.
[00:24:23.471 --> 00:24:24.373]  They don't have nukes.
[00:24:25.155 --> 00:24:26.118]  None of these countries do.
[00:24:27.128 --> 00:24:39.670]  But Iran, or North Korea, or Pakistan, they're sure to give them to them, but then it's our own government that gave them to Iran, or, well, gave Iran some of the weapon systems, but Pakistan and North Korea.
[00:24:39.990 --> 00:24:41.811]  So let's go ahead and play that clip.
[00:24:42.111 --> 00:24:45.671]  This organization would respond to Israel with a nuclear attack.
[00:24:45.711 --> 00:24:51.612]  Now joining us now to discuss this, very real possibility, the director of the Center for Mass Destruction Defense, Cham Dallas.
[00:24:51.632 --> 00:24:55.233]  Last time you came here, you had a weapon that I pulled, and we actually triggered the weapon.
[00:24:57.586 --> 00:25:00.167]  Well, that's an exciting clip, ladies and gentlemen!
[00:25:00.727 --> 00:25:01.968]  Dun-dun-dun!
[00:25:02.128 --> 00:25:03.168]  Dun-dun-dun!
[00:25:03.528 --> 00:25:04.189]  Ha-ha-ha!
[00:25:05.109 --> 00:25:06.930]  Let's try to grab that again, all right, boys?
[00:25:06.950 --> 00:25:08.050]  Can we do that?
[00:25:08.070 --> 00:25:09.331]  Because I really want to play that clip.
[00:25:09.371 --> 00:25:13.672]  It's up on, uh... It's up on, uh, PrisonPlanet.com, if you want.
[00:25:13.852 --> 00:25:15.233]  Do we think we got it, or do we got it?
[00:25:15.914 --> 00:25:16.514]  We got it!
[00:25:16.595 --> 00:25:17.235]  Here it is!
[00:25:17.655 --> 00:25:21.198]  This organization would respond to Israel with a nuclear attack.
[00:25:21.218 --> 00:25:27.121]  Now joining us now to discuss this, very real possibility, Director of the Center for Mass Destruction Defense, Cham Dallas.
