[00:00:00.289 --> 00:00:05.811]  From the front lines of the Information War, it's Alex Jones.
[00:12:59.085 --> 00:13:04.510]  taught, it's just absolutely a betrayal of decency.
[00:13:05.430 --> 00:13:21.525]  And the betrayal of America's strength that we wanted to be open and unify people under an American ideal, and because we wanted to see people by the character of their deeds, not the color of their skin, the left has now used that against us.
[00:13:23.118 --> 00:13:32.640]  And is engaged in classical race baiting and divide and conquer and are just an absolutely outrageously criminal group of people.
[00:13:33.160 --> 00:13:34.260]  But here's the good news.
[00:13:35.761 --> 00:13:41.062]  They're losing power all over the world and people are waking up and rejecting them because it's so obvious what they're doing.
[00:13:41.342 --> 00:13:47.163]  And their corporate controlled media, no matter how much censorship or control they try to bring against competition,
[00:13:48.795 --> 00:13:55.157]  Is continuing to nosedive in viewership and they are beyond irrelevant now.
[00:13:57.077 --> 00:14:02.639]  And so, we are about to witness some very interesting times ahead.
[00:14:03.559 --> 00:14:09.121]  But those that have bought into the ideology of the left, they are more enraged than ever because they were promised
[00:14:10.077 --> 00:14:10.257]  That's
[00:14:29.764 --> 00:14:30.224]  Individual.
[00:14:30.244 --> 00:14:31.765]  In fact, I read his work for years.
[00:14:31.785 --> 00:14:38.309]  I'd like to get him on the show, but I'm not taking away from what he said, but it's like saying that the sky's blue at high noon.
[00:14:38.989 --> 00:14:46.814]  Charles Murray, we're living in post-America, moved to a small town to survive the collapse.
[00:14:47.094 --> 00:14:48.115]  Well, it's not just that.
[00:14:49.515 --> 00:14:57.080]  If you want to be happier, if you want to be healthier, if you want to live longer and have more friends, move to a small town and then get involved in
[00:14:59.454 --> 00:15:09.400]  Microagriculture doesn't even need to be for sale, but every study shows that farmers are more happy, they're more healthy.
[00:15:10.120 --> 00:15:20.025]  And the system is trying to make that obsolete and make it as hard as they can for you to not be able to be any level of self-sufficient.
[00:15:21.006 --> 00:15:28.010]  But the truth is that on five acres of decent soil,
[00:15:29.173 --> 00:15:32.256]  You can grow enough food for a hundred people.
[00:15:35.479 --> 00:15:44.006]  And so if you don't even know what you're doing, you can become self-sufficient in just a few years.
[00:15:45.067 --> 00:15:55.136]  But anybody can try to move out of the country, get a piece of land and get a local job and live at a subsistence level and be happier than a pig and you know what.
[00:15:57.745 --> 00:16:02.629]  We are designed to do it and these modern cities and these modern systems are killing us.
[00:16:07.374 --> 00:16:15.321]  And you look at how under Obama and the federal government did everything they could to try to keep people from being able to even live in rural areas.
[00:16:15.441 --> 00:16:20.565]  Obama launched an initiative before he left saying that the rural areas are too white.
[00:16:21.696 --> 00:16:45.601]  And too rural, and that we need to modernize them by putting in federally funded little 10-story buildings in the middle of each small town to then bring in the globalists, bring in the socialists, ship in some refugees, destabilize the town, cause some crime, have some infighting, get a bunch of people on welfare, and then bring in some homeless and some fentanyl.
[00:16:47.461 --> 00:16:47.661]  So,
[00:16:51.206 --> 00:16:52.468]  Your teenager can overdose.
[00:16:54.610 --> 00:17:04.322]  You see, when you look at what the globalists are doing, it's to bring down civilization, it's to sabotage society, and it's in the WikiLeaks that that's what they're doing.
[00:17:04.823 --> 00:17:07.807]  The globalists can't rule over self-sufficient people.
[00:17:09.730 --> 00:17:21.522]  And the truth is, if you go out to rural areas anywhere, there are diverse groups of people living together in peace, in justice, and they know damn well what's going on, and they don't want any part of the big city.
[00:17:24.845 --> 00:17:28.549]  And if you ever move out of the country, you won't want to move back to the city, ladies and gentlemen.
[00:17:31.280 --> 00:17:33.741]  In fact, I haven't been to our family farm and ranch.
[00:17:34.041 --> 00:17:36.702]  I've been in the fight so hard in three years.
[00:17:37.403 --> 00:17:39.743]  We've got a big farm, big ranch, East Texas.
[00:17:40.624 --> 00:17:43.025]  Beautiful, huge oak trees, cows, whole nine yards.
[00:17:43.705 --> 00:17:44.886]  My dad goes out there all the time.
[00:17:45.046 --> 00:17:45.966]  I'm just in the war.
[00:17:46.126 --> 00:17:46.986]  I just don't go there.
[00:17:48.087 --> 00:17:50.588]  Because if I went there, I might not come back.
[00:17:52.423 --> 00:17:54.725]  It looks like the Hobbit Shire or something.
[00:17:55.106 --> 00:18:01.493]  I mean some of the oak trees on our property are as big as the ones you'll see growing on the Colorado River in downtown Austin.
[00:18:02.394 --> 00:18:07.979]  You'll think that again Frodo Baggins is about to pop out from under one.
[00:18:09.301 --> 00:18:13.966]  And that's all over the United States and all over the world and the establishment
[00:18:15.936 --> 00:18:23.460]  He's all leaving the big cities for many years, but they're building armored fortresses always on the backside of the hill where you don't see them.
[00:18:23.941 --> 00:18:31.025]  And helicopter pads that are concealed and redoubts.
[00:18:32.306 --> 00:18:33.226]  Why are they doing that?
[00:18:33.326 --> 00:18:38.049]  Because they have built a system that is designed to collapse.
[00:18:38.649 --> 00:18:40.811]  And I try to explain this to Bernie Sanders supporters.
[00:18:42.751 --> 00:19:00.359]  I try to explain to them, you know almost every major billionaire is a globalist or a leftist because almost all of them made their money in the system that's fiat and they've devalued the currency already 99.8% from what it was 107 years ago with the Federal Reserve Act.
[00:19:01.440 --> 00:19:08.783]  And so when you hear about Michael Bloomberg worth $76 billion, if Bloomberg tried to spend his $78 billion,
[00:19:10.762 --> 00:19:12.884]  The stock in his company would crash overnight.
[00:19:13.705 --> 00:19:18.349]  If Jeff Bezos tried to spend the 160-something million he's got, Amazon would crash.
[00:19:18.469 --> 00:19:19.770]  It's not real.
[00:19:22.833 --> 00:19:24.374]  They could never spend that money.
[00:19:24.414 --> 00:19:26.256]  They could never buy anything with it.
[00:19:28.337 --> 00:19:37.626]  Yeah, they've got 500-foot yachts and jet aircrafts and all this, but that's a tiny fraction of the wealth because it isn't real.
[00:19:38.561 --> 00:19:47.383]  When you hear that, oh, 1% have half the wealth, because it's all laundered, devalued garbage.
[00:19:47.403 --> 00:19:54.865]  You could go to Zimbabwe 10 years ago, and they had $50 billion notes.
[00:19:54.985 --> 00:19:59.466]  You couldn't buy a steak with a $50 billion note.
[00:20:02.027 --> 00:20:05.828]  You couldn't buy a suit with a wheelbarrow of them.
[00:20:06.860 --> 00:20:10.061]  In fact, you couldn't buy a suit anywhere in the country because it's a collapsed nation.
[00:20:12.182 --> 00:20:15.403]  Now, was the dictator of Zimbabwe Robert Mugabe?
[00:20:19.824 --> 00:20:21.345]  Was he the richest man in the world?
[00:20:21.725 --> 00:20:25.126]  Because he had hundreds of trillions of dollars in his bank account.
[00:20:27.107 --> 00:20:27.827]  No, he wasn't.
[00:20:31.428 --> 00:20:36.350]  The only place that had any electricity was his palace.
[00:20:38.479 --> 00:20:44.084]  So I'm going to explain this again to folks.
[00:20:46.546 --> 00:20:49.369]  The United States has been robbed and devalued.
[00:20:50.450 --> 00:20:54.393]  People then say, well then why the hell is Trump continuing the devaluation?
[00:20:57.208 --> 00:20:59.250]  I've used this analogy a thousand times, I'll do it again.
[00:20:59.991 --> 00:21:05.236]  If you give a dog too many steroids, like a Labrador when it's old, it'll make it have a heart attack down the road.
[00:21:05.977 --> 00:21:09.921]  But if you don't give it the steroids, it'll never be able to get up, it's in so much pain, you gotta put it down.
[00:21:10.401 --> 00:21:15.926]  So you can keep a dog alive three, four, five years on steroids, and then one day they're finally gonna have a giant heart attack.
[00:21:17.208 --> 00:21:17.908]  And my dog did.
[00:21:20.560 --> 00:21:21.260]  I kept him alive.
[00:21:21.960 --> 00:21:23.701]  And that's the predicament Trump's in.
[00:21:24.201 --> 00:21:30.443]  He hopes he can grow us out of this with innovations and the secret technologies and things that they've suppressed, they call disruptive.
[00:21:31.363 --> 00:21:45.528]  And he's trying to get to the point of being able to release those, and he's doing it with drugs and a bunch of things, and he's let us become the number one exporter in the world in just a few years of natural gas and fossil fuels, and that's a good thing as well.
[00:21:46.228 --> 00:21:48.189]  But Trump didn't build this mess.
[00:21:49.418 --> 00:21:52.040]  And for all the fiscal conservatives, I'm all about that.
[00:21:52.340 --> 00:21:53.682]  And I don't want to make people dependent.
[00:21:54.022 --> 00:21:55.303]  And I don't like where we're at.
[00:21:55.403 --> 00:21:56.063]  But you know what?
[00:21:56.324 --> 00:21:56.724]  We're there.
[00:21:58.726 --> 00:22:09.674]  And... We need to have a larger discussion about how sick this country is and how sick the West is.
[00:22:11.096 --> 00:22:17.621]  Not to put ourselves down, but to admit that we have to stop tolerating corruption and evil and the leftist agenda.
[00:22:20.063 --> 00:22:30.065]  That has sinking ship written all over it, and we have to decide and really have a larger discussion over the next few months with the listeners, because I'm making decisions.
[00:22:30.525 --> 00:22:33.565]  Should I do everything I do as if we're going to win and turn humanity around?
[00:22:34.186 --> 00:22:41.847]  Or should I make the whole broadcast about digging in, giving up on everybody else, and just trying to protect ourselves?
[00:22:43.587 --> 00:22:46.588]  Because I got to tell you, in the end, they're just going to dig us out of our holes.
[00:22:47.560 --> 00:22:48.961]  I really think I just said the answer there.
[00:22:49.001 --> 00:22:52.384]  We can't give up, but for a lot of us, for our children, we can run.
[00:22:52.404 --> 00:22:55.586]  I want you to think about something.
[00:22:58.489 --> 00:23:11.979]  When you turn on the news, or you watch a movie, or you see one of these drug ads, or any of it, if you pull back and think about it, you know the message they're giving you is destructive and designed to hurt you.
[00:23:19.554 --> 00:23:21.955]  What type of a system would want that?
[00:23:27.058 --> 00:23:31.259]  They're individuals hell-bent on sabotaging human development.
[00:23:32.580 --> 00:23:34.001]  They come to kill, steal, and destroy.
[00:23:34.021 --> 00:23:34.701]  That's who they are.
[00:23:35.622 --> 00:23:46.006]  And once you understand that, you're not a victim who's just taking it because you don't know what's going on.
[00:23:46.126 --> 00:23:48.988]  Now you're aware of the war, and now
[00:23:51.226 --> 00:24:10.345]  When you work hard and take your children to school, and when you save extra money, and when you pray to God, and when you're successful, it's in despite of what they're doing, and you are literally a light in the dark of the night resisting them and are a leader.
[00:24:11.726 --> 00:24:15.130]  Just being aware of the enemy is half the battle.
[00:24:16.752 --> 00:24:19.194]  And then taking action is the rest of it.
[00:24:19.975 --> 00:24:21.417]  Because God will carry you the rest of the way.
[00:24:21.457 --> 00:24:23.539]  That's how it metaphysically works.
[00:24:26.261 --> 00:24:27.603]  And I'm stating basic truths.
[00:24:27.623 --> 00:24:30.505]  Everybody knows this is the reality.
[00:24:33.688 --> 00:24:35.931]  But you think about those caught up in this evil.
[00:24:37.634 --> 00:24:41.055]  They believe if they just serve it, that they're going to be advanced.
[00:24:41.495 --> 00:24:45.056]  And that's why they're freaking out, because they've bet on the system.
[00:24:45.516 --> 00:24:47.017]  They've gone along with the system.
[00:24:47.517 --> 00:25:05.043]  And while America and the West and others were asleep for the last 50, 60 years, mesmerized by the television, put into a medical trance, literally, people that were part of the structure and in on the globalist program, and there's a lot of them, they thought, man, we are the rulers!
[00:25:05.103 --> 00:25:05.983]  This is amazing!
[00:25:07.580 --> 00:25:11.043]  No, you were the traitors against God.
[00:25:13.805 --> 00:25:17.427]  You were the garbage.
[00:25:17.447 --> 00:25:18.989]  And your time is coming to an end.
[00:25:19.709 --> 00:25:24.593]  Oh, you'll get your big world government and get your big world leader to worship for about a year or so.
[00:25:26.014 --> 00:25:30.517]  But as your world system completes itself, it will be collapsing.
[00:25:33.259 --> 00:25:34.420]  You're gonna force it.
[00:25:34.500 --> 00:25:35.801]  Don't you worry.
[00:25:35.861 --> 00:25:36.702]  You'll get your
[00:25:38.785 --> 00:25:42.547]  15 minutes of fame before your eternity of pain.
[00:25:45.888 --> 00:25:54.552]  You'll get to put your boot on our necks and heads and kick us around a little and feel big with your big daddy devil backing you up.
[00:25:58.753 --> 00:26:01.995]  But it's only there to test us, the faithful, you see.
[00:26:05.156 --> 00:26:06.997]  You're not gonna matter in eternity.
[00:26:08.010 --> 00:26:08.750]  You don't count.
[00:26:10.431 --> 00:26:12.132]  You decided to sell out to death.
[00:26:13.633 --> 00:26:15.654]  You decided to give in to evil.
[00:26:15.954 --> 00:26:17.155]  You failed the test.
[00:26:18.435 --> 00:26:24.378]  And that's why if you physically look at a globalist, they all look like they've had their souls sucked out because they have.
[00:26:25.079 --> 00:26:29.381]  They all look fantastically ridiculous because they are.
[00:26:31.022 --> 00:26:34.283]  And if you have discernment, you go, what's wrong with these people?
[00:26:35.604 --> 00:26:37.405]  Why would they serve something like this?
[00:26:41.559 --> 00:26:44.702]  And it's because they never knew what hit them.
[00:26:51.448 --> 00:26:53.510]  Hitler invades Eastern Europe.
[00:26:58.996 --> 00:27:01.058]  Hungary, Romania, places like that.
[00:27:01.138 --> 00:27:02.979]  You got George Soros over there and he's 14 years old.
[00:27:10.452 --> 00:27:18.054]  And they say we need a bloodhound, we need a young Jew that'll go into these tenement areas and find where the hidden Jews are and get their property for us.
[00:27:23.175 --> 00:27:26.995]  And so for Soros, he goes on 60 Minutes and says he's proud of it.
[00:27:27.816 --> 00:27:29.496]  That's how you hide it in plain view, you see?
[00:27:31.116 --> 00:27:38.958]  But see, it didn't go over the way he thought, so now he tries to get that video banned everywhere, but... Soros never knew what hit him, did he?
[00:27:42.691 --> 00:27:44.171]  So let's put that picture of him now.
[00:27:44.911 --> 00:27:52.893]  He looks like a fly, an old fly that a spider sucked the juice out of.
[00:27:55.193 --> 00:28:01.294]  Just like that photo they showed of John D. Rockefeller, the founder of the Rockefeller family.
[00:28:03.975 --> 00:28:05.395]  You think serving evil is good?
[00:28:06.875 --> 00:28:08.656]  Yeah, put John D. Rockefeller back up there, guys.
[00:28:08.676 --> 00:28:09.296]  There you go.
[00:28:10.623 --> 00:28:13.265]  Think that old boy is feeling real good before he died?
[00:28:14.565 --> 00:28:15.866]  Think he's feeling Jesus?
[00:28:16.006 --> 00:28:17.447]  You think he's feeling scared?
[00:28:17.467 --> 00:28:28.955]  Because he's doing everything it told him to, and just like Faust at the end, he knows, oh boy, I screwed up bad.
[00:28:36.459 --> 00:28:38.981]  There's nobody more scared than these devil worshippers.
[00:28:40.947 --> 00:28:42.348]  That's why they're always trying to scare us.
[00:28:43.329 --> 00:28:44.710]  Because see, they're the slaves.
[00:28:45.690 --> 00:28:48.112]  They're the fly that got caught in the spider's web.
[00:28:48.132 --> 00:28:49.013]  They're not the spider.
[00:28:51.554 --> 00:28:54.256]  But the spider's not much more spectacular than them.
[00:28:54.276 --> 00:29:03.083]  In Revelation, when Satan is imprisoned for a thousand years, they'll come and look at him and say, that conquered us?
[00:29:09.292 --> 00:29:12.615]  Because you've got that spiritual body, you'll be able to see how big your soul is.
[00:29:13.436 --> 00:29:16.099]  You'll be able to see how powerful you are next to God, nothing.
[00:29:17.380 --> 00:29:22.306]  And then you'll look at Satan and say, that tricked us?
[00:29:23.547 --> 00:29:24.828]  That almost won?
[00:29:29.093 --> 00:29:31.976]  But only because we were not conscious of it.
[00:29:33.735 --> 00:29:38.937]  I'm going to get into the latest on the virus and I'm going to get into everything that's happening in society, but I think I have the answer.
[00:29:39.878 --> 00:29:40.698]  I think you'll agree with me.
[00:29:41.718 --> 00:29:49.982]  If you have children, you have a duty to go to rural Christian areas and to raise them outside of the big cities and the suburbs.
[00:29:52.099 --> 00:29:54.423]  It's not running to go to those places.
[00:29:54.483 --> 00:29:59.310]  But you have to be politically involved and fight for the rest of the nation and against the globalists while you're there.
[00:29:59.871 --> 00:30:05.881]  But you need to run with your children to the most conservative, Christian, nationalist, patriot area you can.
[00:30:10.285 --> 00:30:25.439]  And then you need to work overtime to try to save the Republic itself, because if that fails, the globalists will totally open the borders, bring in hordes of dumbed-down populations, turn them against you, and then march them out against you politically to totally enslave you there, and then all you would have done is put it off.
[00:30:25.499 --> 00:30:31.304]  But at least your children would not have been taught by convicted pedophiles how to give blowjobs at age five.
[00:30:36.536 --> 00:30:38.397]  And so it's not just a right, it's a duty.
[00:30:39.278 --> 00:30:42.279]  And as soon as I can, I am moving out of Austin.
[00:30:43.100 --> 00:30:44.981]  You know, my mom's from here, my family's from here.
[00:30:46.401 --> 00:30:49.623]  But it is, I would never move my children to San Francisco.
[00:30:50.323 --> 00:30:53.725]  And it's San Francisco in a lot of areas now, and it's getting worse.
[00:30:54.586 --> 00:30:58.888]  And as California collapses, and our offices are here, there's no way I can move these offices.
[00:30:59.689 --> 00:31:05.612]  But I certainly can move my children to a safer distance away from Sodom and Gomorrah.
[00:31:06.434 --> 00:31:13.298]  And then in the future, telecommute in a lot of the time because we have to put our money where our mouths are.
[00:31:14.318 --> 00:31:19.421]  And it really is time to evacuate every major blue city crap hole.
[00:31:20.501 --> 00:31:24.003]  And some will argue, well, you're just you're just seeding them the victory.
[00:31:24.063 --> 00:31:25.864]  No, they need us.
[00:31:28.685 --> 00:31:35.049]  And you've got to get religious about not spending your money with the establishment or with any leftist institutions.
[00:31:36.328 --> 00:31:49.805]  You have to take the blood supply, the oxygen supply away from them, and I'm talking to myself when I say this, and you have to totally, as much as you can, cut yourself off from the system, and only invest in that that is promoting freedom and justice.
[00:31:51.186 --> 00:31:53.867]  Because they're trying to shut everybody down that doesn't serve them.
[00:31:53.887 --> 00:31:55.528]  They're trying to take the NRA's banking away.
[00:31:55.548 --> 00:31:56.849]  They're trying to take our banking away.
[00:31:56.909 --> 00:32:01.731]  They want to force us into their world government system with their Chinese social score.
