[00:00:15.262 --> 00:00:18.024]  InfoWars, tomorrow's news today.
[00:08:35.662 --> 00:08:37.004]  And I forget who the artist is.
[00:08:37.024 --> 00:08:37.964]  He's somewhat well-known.
[00:08:38.085 --> 00:08:42.469]  Made this out of plaster of Paris, I guess, back in the 60s.
[00:08:42.929 --> 00:08:44.191]  And I bought it for almost nothing.
[00:08:45.471 --> 00:08:48.193]  And then when I got divorced, you know, I got it.
[00:08:48.233 --> 00:08:51.915]  So it's over the mantel in my house, over the fireplace.
[00:08:52.576 --> 00:09:02.522]  And I really see it for me as a real Christian symbol, because devil worshipers can wear crosses around their necks, and people can wear crosses around their necks in porno movies, and Satanists can desecrate crosses.
[00:09:02.542 --> 00:09:03.262]  And I love the cross.
[00:09:03.303 --> 00:09:04.643]  It's a great symbol of Christ.
[00:09:05.004 --> 00:09:07.505]  But for me, it's like Christ rising up.
[00:09:07.685 --> 00:09:11.428]  It's like a Roman standard, but it's not a golden eagle.
[00:09:12.268 --> 00:09:19.294]  You know, it's not a symbol of war or empire or even a republic, which I think the eagle is a great symbol, the golden eagle.
[00:09:19.634 --> 00:09:19.954]  I love it.
[00:09:20.775 --> 00:09:29.302]  But this is, to me, a very Christ-like symbol of the majesty of God, the purity and lifting up our soul on the wings of angels.
[00:09:29.622 --> 00:09:34.206]  And I know Roger personally, before he went under this pressure, we've prayed at dinner.
[00:09:34.486 --> 00:09:35.307]  He believes in God.
[00:09:35.347 --> 00:09:36.268]  He's been a worldly guy.
[00:09:36.568 --> 00:09:38.129]  So have I. That's how God made us.
[00:09:39.170 --> 00:09:43.293]  Meeting with Billy Graham's son, Franklin Graham, and going to a crusade and breaking down and crying.
[00:09:43.413 --> 00:09:50.197]  I've been on the phone with Roger when he starts crying, talking about the minute I trusted in God, everything turned back my way.
[00:09:50.297 --> 00:09:52.158]  And I just, I'm so thankful to Jesus Christ.
[00:09:52.198 --> 00:10:00.764]  So Jesus Christ, and the final equation is who's going to free us from the bondage of the Satanist, the bondage of the New World Order, the bondage of the Southern Poverty Law Center.
[00:10:01.024 --> 00:10:05.225]  The bondage of the ADL, the bondage of the United Nations, the bondage of Hollywood.
[00:10:05.485 --> 00:10:06.966]  And I'm not some Bible thumper up here.
[00:10:07.226 --> 00:10:16.369]  There are no atheists in foxholes, and it is God and His Son Christ that has given me the discernment and the will and the guidance to come this far.
[00:10:16.709 --> 00:10:20.830]  And I can tell you it's a spiritual battle, and people now who weren't even religious are getting that.
[00:10:21.070 --> 00:10:22.751]  You're not going to find God in most of these churches.
[00:10:22.771 --> 00:10:24.211]  The devil takes the high ground.
[00:10:24.751 --> 00:10:26.612]  He knows where to put his demons, literally.
[00:10:26.952 --> 00:10:29.033]  But you're going to find it in your heart, communing with God.
[00:10:29.673 --> 00:10:31.173]  I want to thank you all for praying for Roger.
[00:10:31.193 --> 00:10:33.234]  I want to thank you all for praying for me.
[00:10:33.674 --> 00:10:35.894]  And I want to say I'm praying for you and I love this great crew.
[00:10:36.174 --> 00:10:39.295]  I pray for them because the next 114 days are going to be insane.
[00:10:39.515 --> 00:10:41.595]  Whether Trump wins or loses, it's going to be insane.
[00:10:41.895 --> 00:10:48.976]  The Pentagon, we'll talk about this coming up also, to the CFR, you name it, said they're going to have a coup against the president.
[00:10:48.996 --> 00:10:51.917]  That's criminal elements, the Pentagon, the CFR is reporting that.
[00:10:52.457 --> 00:10:57.158]  This is a very, the Washington Post is, you know, that if Trump refuses to leave, they're going to remove him.
[00:10:57.178 --> 00:10:58.778]  That means if he challenges, they're challenged.
[00:10:59.505 --> 00:11:00.506]  I mean, this is as important as 1776.
[00:11:00.666 --> 00:11:02.128]  All condensed down to right now.
[00:11:06.721 --> 00:11:09.482]  So we're going to lay it all out coming up my Paul Revere.
[00:11:09.522 --> 00:11:11.442]  So email text message now.
[00:11:11.782 --> 00:11:14.703]  And after this transmission goes out, we're going to loop it.
[00:11:15.223 --> 00:11:23.166]  Uh, once we're done being live here, we're going to loop it right through until I go live again, tomorrow night, Sunday night, 4 to 6 PM.
[00:11:23.186 --> 00:11:25.266]  We're probably going to have Roger on exclusively then.
[00:11:25.286 --> 00:11:26.687]  Uh, but a lot's going on.
[00:11:26.727 --> 00:11:29.988]  Roger was up late celebrating with his wife and man cow and others.
[00:11:30.008 --> 00:11:31.188]  We've got some of those exclusive videos.
[00:11:31.528 --> 00:11:34.169]  The power of Isengard is at your command.
[00:11:34.249 --> 00:11:34.950]  Asgard's warrior.
[00:12:09.578 --> 00:12:11.840]  What orders from Mordor, my lord?
[00:12:12.360 --> 00:12:14.002]  What does the High Command?
[00:12:14.782 --> 00:12:16.063]  We have work to do.
[00:12:19.006 --> 00:12:21.128]  The trees are strong, my lord.
[00:12:21.148 --> 00:12:23.069]  Their roots go deep.
[00:12:24.270 --> 00:12:25.612]  Rip them all down.
[00:12:50.273 --> 00:12:52.034]  The world is changing.
[00:12:53.635 --> 00:12:58.257]  Who now has the strength to stand against the armies of Isengard?
[00:12:59.897 --> 00:13:00.618]  And Mordor?
[00:13:00.638 --> 00:13:06.960]  Stand against the might of Sauron and Saruman?
[00:13:07.021 --> 00:13:08.461]  One more strike!
[00:13:08.581 --> 00:13:10.642]  One more strike!
[00:13:10.782 --> 00:13:16.185]  One more strike!
[00:13:16.205 --> 00:13:19.226]  One more strike!
[00:13:20.209 --> 00:13:31.271]  Together, my lord Sauron, we shall rule this middle earth.
[00:13:31.932 --> 00:13:44.794]  The old world will burn in the fires of industry.
[00:13:46.075 --> 00:13:47.155]  Forests will fall.
[00:13:51.314 --> 00:13:59.266]  The new order will rise in a war with the sword and the spear and the iron fist of the orc.
[00:14:30.680 --> 00:14:33.583]  I want them armed and ready to march within two weeks.
[00:14:33.863 --> 00:14:35.304]  But my lord, there are too many.
[00:14:35.725 --> 00:14:37.266]  They cannot all be armed in time.
[00:14:37.306 --> 00:14:38.567]  We don't have the moons!
[00:14:38.988 --> 00:14:41.991]  Build a dam, block the street, work the furnaces, light the day!
[00:14:42.651 --> 00:14:44.733]  We don't have enough fuel to feed the fires.
[00:14:46.535 --> 00:14:51.800]  The forest of Fangorn lies on our doorstep.
[00:14:52.160 --> 00:14:52.521]  Burn it.
[00:15:02.208 --> 00:15:11.114]  We need a revolution in order to overgrow this system, bring a whole new communist world into being that can actually ensure the rights of black and brown people.
[00:15:11.515 --> 00:15:17.999]  We must begin the work of dismantling the whole system of oppression wherever we find it.
[00:15:18.139 --> 00:15:20.681]  I'm Joe Biden and I approve this message.
[00:15:35.407 --> 00:15:36.952]  Where the hell did this water come from?
[00:15:38.516 --> 00:15:39.459]  Where did it come from?
[00:15:46.094 --> 00:15:49.796]  We can't survive without pure, clean drinking water.
[00:15:50.376 --> 00:15:55.939]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[00:15:56.299 --> 00:16:03.563]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[00:16:06.804 --> 00:16:08.205]  Yummy in my tummy.
[00:16:08.905 --> 00:16:18.910]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from InfoWarStore.com.
[00:16:19.650 --> 00:16:21.811]  InfoWarStore.com.
[00:16:22.612 --> 00:16:24.933]  Other systems, just don't compare.
[00:16:36.181 --> 00:16:37.521]  Roger, how are you feeling right now?
[00:16:37.661 --> 00:16:46.464]  I feel very good, but somebody asked me tonight in the interview whether I was worried, whether I was upset, whether my bags were packed, and I said, no, not at all.
[00:16:46.744 --> 00:16:47.704]  Not even in the slightest.
[00:16:47.804 --> 00:16:48.084]  Why?
[00:16:48.505 --> 00:16:50.345]  Because Jesus Christ has my back.
[00:16:50.565 --> 00:16:51.765]  Amen, amen, brother.
[00:16:51.785 --> 00:16:55.086]  It is a party at the Stone House tonight, man.
[00:16:55.306 --> 00:16:55.627]  Indeed.
[00:16:55.827 --> 00:16:56.907]  Happy times in Florida.
[00:16:57.987 --> 00:17:03.653]  Ladies and gentlemen, here we are on this special Saturday, July 11th transmission.
[00:17:03.673 --> 00:17:06.016]  Roger Stone has had his sentence commuted.
[00:17:06.056 --> 00:17:07.397]  We've already been breaking that down.
[00:17:07.898 --> 00:17:12.403]  But I was thinking, you know, Roger's not ready to come on the show until tomorrow on the Sunday broadcast.
[00:17:12.663 --> 00:17:14.145]  He's promised me one of the first interviews.
[00:17:14.565 --> 00:17:20.172]  I know he was up late last night drinking with Man Cal Muller, another one of my longtime friends, and I thought, wait a minute.
[00:17:20.652 --> 00:17:22.212]  Mancow is still in Florida.
[00:17:22.312 --> 00:17:24.793]  If he's up, I'll call him and get him on the show.
[00:17:24.853 --> 00:17:29.914]  So he and his wife are literally checking out with their children out of the hotel room right now.
[00:17:30.094 --> 00:17:31.254]  They've got no late checkouts.
[00:17:31.294 --> 00:17:33.035]  We've got a quick pop in from him.
[00:17:33.295 --> 00:17:35.835]  He's been with Roger for the last week.
[00:17:35.875 --> 00:17:36.896]  They've been deep sea fishing.
[00:17:36.936 --> 00:17:37.916]  They've been barbecuing.
[00:17:37.996 --> 00:17:38.996]  Roger invited me out.
[00:17:39.276 --> 00:17:40.336]  Unfortunately, I couldn't come out.
[00:17:40.636 --> 00:17:42.497]  So I'm really glad that Roger was getting some R&R.
[00:17:43.417 --> 00:17:43.938]  We're good.
[00:18:05.294 --> 00:18:08.457]  Alex, I have hours worth of stuff to tell you and I'm going to try to condense it here.
[00:18:08.477 --> 00:18:10.838]  I want to tell you first of all, Alex, and you're not going to like this,
[00:18:35.439 --> 00:18:38.420]  Everybody I talk to, you're next.
[00:18:41.460 --> 00:18:42.621]  You're next, man.
[00:18:42.721 --> 00:18:45.841]  This government does not like you talking.
[00:18:46.681 --> 00:18:47.942]  I'm not talking about Trump.
[00:18:49.122 --> 00:18:50.342]  I'm talking about the deep state.
[00:18:50.422 --> 00:18:51.922]  Boy, do they hate Alex Jones.
[00:18:53.483 --> 00:18:55.723]  And I'll tell you, I'll be there with you.
[00:18:56.723 --> 00:18:57.824]  The Patriots got to stand up.
[00:18:57.844 --> 00:18:59.324]  Does this bother you what I'm saying, Alex?
[00:18:59.524 --> 00:19:00.224]  Or you already know it?
[00:19:00.704 --> 00:19:01.704]  Oh, I know it, my friend.
[00:19:01.764 --> 00:19:02.065]  I know it.
[00:19:02.085 --> 00:19:02.685]  What are you hearing?
[00:19:02.705 --> 00:19:04.205]  I don't want to make this about me, but what are you hearing?
[00:19:04.997 --> 00:19:14.764]  No, it's just anyone that's a patriot, anyone that believes in God, anyone that believes in the Constitution, you know, silly things like this, they're going to get you.
[00:19:14.904 --> 00:19:17.146]  The deep state doesn't want the word out there.
[00:19:17.186 --> 00:19:18.287]  This is a shadow banning.
[00:19:18.307 --> 00:19:19.407]  This is a censorship.
[00:19:20.288 --> 00:19:22.270]  And look, I don't like it.
[00:19:22.510 --> 00:19:24.651]  I don't like it for me, for my radio show.
[00:19:24.711 --> 00:19:25.512]  I don't like it for you.
[00:19:25.552 --> 00:19:26.573]  I don't like it for Stone.
[00:19:26.913 --> 00:19:28.254]  And I don't like it for any patriot.
[00:19:28.974 --> 00:19:30.175]  I heard so much stuff.
[00:19:30.335 --> 00:19:32.577]  Everybody was calling the who's who of politics.
[00:19:33.283 --> 00:19:39.067]  I was on the phone with everybody last night, CNN anchors and Fox anchors, and I just got tons of stuff to tell you.
[00:19:39.707 --> 00:19:44.170]  Let me start with Roger Stone under house arrest, which is ridiculous.
[00:19:44.570 --> 00:19:45.891]  The guy's nearing 70.
[00:19:46.111 --> 00:19:47.272]  Have you met his wife, Alex?
[00:19:47.792 --> 00:19:48.612]  Oh, total sweetheart.
[00:19:49.613 --> 00:19:51.694]  Total sweetheart, 73.
[00:19:52.855 --> 00:19:53.675]  An older woman.
[00:19:54.316 --> 00:19:55.176]  He is deaf.
[00:19:56.037 --> 00:19:59.379]  Now, I'm deaf from doing my stupid radio show for all these years, but she can't hear.
[00:20:00.536 --> 00:20:05.280]  And it's quite funny, because you say something to her and she's like, you know, tickle your ass with a feather?
[00:20:05.340 --> 00:20:05.540]  What?
[00:20:05.660 --> 00:20:06.681]  Particularly nice weather?
[00:20:06.861 --> 00:20:08.122]  I mean, you know, the old joke.
[00:20:09.964 --> 00:20:11.925]  Anyway, you know, machine guns pulled on her.
[00:20:12.486 --> 00:20:13.787]  The deep state was after her.
[00:20:13.827 --> 00:20:14.767]  CNN tipped off.
[00:20:14.787 --> 00:20:15.868]  That's going to be lawsuit.
[00:20:16.349 --> 00:20:19.751]  This judge now, Trump has cleared the way for this judge, Amy.
[00:20:20.832 --> 00:20:23.134]  Total, total deep state puppet.
[00:20:23.852 --> 00:20:26.653]  Uh, total set stone, uh, you know, he's going to go after her.
[00:20:26.713 --> 00:20:27.574]  That's what's going to happen.
[00:20:27.854 --> 00:20:30.655]  If you want to hear what's going to happen and why wasn't he pardoned?
[00:20:31.075 --> 00:20:33.396]  Well, he wants to go after her.
[00:20:34.316 --> 00:20:38.618]  He wanted a commuted sentence so he could stay in the system to go fight the wrongs.
[00:20:38.658 --> 00:20:40.299]  This guy is Job, brother.
[00:20:41.079 --> 00:20:50.163]  Now, now, uh, let me tell you, as I travel around here, uh, he lived, he lived in a mansion on the, on the, uh, in an inlet here and I saw his house.
[00:20:50.223 --> 00:20:52.724]  It was spectacular, uh, with neighbors.
[00:20:53.590 --> 00:20:59.412]  You know, like Dave Thomas from Lindy's and who's gone now, but you know, Mark Cubans of the world were his neighbors.
[00:21:00.632 --> 00:21:05.193]  And Roger Stone was a dandy down here and a hero, and nine out of ten people loved him.
[00:21:07.354 --> 00:21:09.915]  You'll hear, oh, he's a Russian spy, which is nonsense.
[00:21:10.795 --> 00:21:12.875]  But, you know, this is a local hero down here.
[00:21:12.975 --> 00:21:18.637]  Brother, he is in, I don't want to say squalor, but he's in a one-room apartment.
[00:21:18.757 --> 00:21:22.138]  Alex, you and I haven't lived in something like this since college.
[00:21:23.835 --> 00:21:26.418]  Uh, this guy has had everything taken from him.
[00:21:26.438 --> 00:21:29.761]  The only thing he held onto was his wedding ring and his wife's wedding ring.
[00:21:29.781 --> 00:21:30.642]  This is the deep state.
[00:21:31.122 --> 00:21:44.095]  And I ask everyone that's hearing us right now, watching us, um, what would you do with 500, 500 lawyers after you?
[00:21:44.115 --> 00:21:44.095]  500.
[00:21:44.275 --> 00:21:45.957]  I know you've been through similar things, Alex.
[00:21:46.697 --> 00:21:48.219]  This is what Stone was fighting.
[00:21:49.478 --> 00:21:51.541]  Uh, so, so this guy's been through hell.
[00:21:51.581 --> 00:21:52.282]  He is Job.
[00:21:52.342 --> 00:21:52.923]  He's a hero.
[00:21:52.983 --> 00:21:53.804]  He never backed out.
[00:21:53.964 --> 00:21:57.008]  Now look, I'll tell you, there were some times when he would go dark.
[00:21:57.028 --> 00:22:03.996]  Uh, there was a couple times we were expecting a phone call from the White House, and it would turn around midnight, and, uh, he just wanted to be alone.
[00:22:04.517 --> 00:22:06.339]  And, uh, I would sense, okay, see ya, buddy.
[00:22:06.379 --> 00:22:06.800]  I'll see ya.
[00:22:07.441 --> 00:22:12.104]  Mankal, let's talk about that because he did a quick little press conference last night out there wearing the mask.
[00:22:12.144 --> 00:22:19.168]  We played the clip earlier and he talked about getting the call from the president and the fact that he could have gotten the pardon, but Roger doesn't want the pardon.
[00:22:19.208 --> 00:22:20.409]  He wants clemency.
[00:22:20.469 --> 00:22:21.749]  Explain the difference to people.
[00:22:23.030 --> 00:22:26.372]  Well, Alex, I'm not sure I understand.
[00:22:26.412 --> 00:22:34.237]  And I think, I think on the way out of, out of, out of the White House, uh, or, or, you know, after he's reelected, I do think Trump is going to get a full pardon.
[00:22:35.154 --> 00:22:40.178]  But, you know, Clemency, he wants to stay in the courts because he wants to bring down... It was a fake jury.
[00:22:40.298 --> 00:22:41.379]  It was a fake judge.
[00:22:41.839 --> 00:22:44.321]  Why was Roger Stone under house arrest, for God's sakes?
[00:22:45.022 --> 00:23:04.757]  Oh, if there's ever been a rigged jury full of Democrat politicos and covering up info and covering up evidence and lying about evidence, and the star witness, Steve Bannon, told Congress that he had no WikiLeaks contacts through Stone, then he says he was my main WikiLeaks contact and did a 180, that's real lying to Congress.
[00:23:06.792 --> 00:23:07.192]  Yes, sir.
[00:23:08.173 --> 00:23:13.655]  And I'm telling you, brother, like I said, Stone is living... He doesn't have anything left, brother.
[00:23:13.875 --> 00:23:15.856]  He doesn't have two dimes to rub together.
[00:23:16.856 --> 00:23:19.657]  And look, by the way, you said we were deep-sea fishing.
[00:23:19.797 --> 00:23:22.398]  I went deep-sea fishing and brought him some fish.
[00:23:22.658 --> 00:23:23.459]  He couldn't leave the house.
[00:23:23.499 --> 00:23:24.379]  He was under house arrest.
[00:23:24.779 --> 00:23:26.740]  But I would take him, you know, we'd go and have a bottle of wine.
[00:23:26.780 --> 00:23:29.221]  We'd have cocktail hour just to... Oh, that's what it was.
[00:23:29.261 --> 00:23:33.342]  He was living vicariously through you because I thought you guys were... He's like, yeah, deep-sea fishing.
[00:23:33.743 --> 00:23:34.583]  Okay, yeah, now I understand.
[00:23:35.336 --> 00:23:43.259]  Yeah, but, but he, uh, I was with him when he was, I don't, don't think I'm doing anything here, but I was like, Hey, what's going on?
[00:23:43.879 --> 00:23:44.920]  Hey, what, wait a minute.
[00:23:45.320 --> 00:23:46.880]  And I was with him as one by one.
[00:23:46.920 --> 00:23:48.081]  He was deplatformed.
[00:23:49.582 --> 00:23:49.902]  Oh yeah.
[00:23:49.942 --> 00:23:52.743]  That happened earlier this week where they banned him on every platform.
[00:23:52.823 --> 00:23:55.204]  And a few other Patriots kept this out there.
[00:23:56.104 --> 00:23:59.365]  Uh, I think we kept it in stones or excuse me.
[00:23:59.405 --> 00:24:01.026]  I think we kept it in Trump's, uh,
[00:24:02.395 --> 00:24:03.316]  Uh, yeah.
[00:24:20.254 --> 00:24:23.095]  And I don't think Kushner was a friend.
[00:24:23.115 --> 00:24:24.075]  Well, let's talk about that.
[00:24:24.115 --> 00:24:28.756]  I mean, I've personally, without getting into it too much, talked to some of the folks involved very close to the president.
[00:24:29.196 --> 00:24:36.217]  It's no secret that Tucker Carlson has the president's real admiration because Tucker talks straight to him, just like I've done and the chances I've had.
