[00:00:20.141 --> 00:00:21.104]  I'm good.
[00:06:52.516 --> 00:06:53.636]  Harass diners.
[00:06:54.196 --> 00:06:56.477]  How to make a Molotov cocktail.
[00:06:57.017 --> 00:07:00.438]  How to regurgitate CNN talking points.
[00:07:01.038 --> 00:07:05.419]  Learn how to instantly spot a Nazi or white supremacist.
[00:07:06.428 --> 00:07:11.175]  And of course, we'll teach you the best ways to loot and riot.
[00:07:11.675 --> 00:07:15.020]  Plus, learn the basics of identity politics.
[00:07:15.340 --> 00:07:17.023]  Learn how to play the race card.
[00:07:17.303 --> 00:07:21.289]  Learn how to pull BS statistics straight out of your ass.
[00:07:21.309 --> 00:07:22.170]  93% of the protests are peaceful.
[00:07:23.772 --> 00:07:27.733]  Learn how to put the names of criminal thugs on football helmets.
[00:07:28.013 --> 00:07:30.614]  And check out our special bonus feature.
[00:07:30.954 --> 00:07:32.735]  How to fake a hate crime.
[00:07:32.995 --> 00:07:37.476]  With your woke instructors, Bubba Wallace and Jesse Smollett.
[00:07:37.836 --> 00:07:39.157]  What happens if I get caught looting?
[00:07:39.437 --> 00:07:40.457]  Or destroying property?
[00:07:40.677 --> 00:07:43.098]  Yeah, what happens if they catch me burning this building down?
[00:07:43.178 --> 00:07:43.998]  No problem.
[00:07:44.318 --> 00:07:48.899]  We've got Soros operatives ready to bail you out and set you free.
[00:07:49.080 --> 00:07:50.300]  All charges dropped.
[00:07:50.780 --> 00:07:54.182]  That means we can keep rioting over and over again!
[00:07:54.602 --> 00:07:55.282]  No worries.
[00:07:55.823 --> 00:07:56.863]  No consequences.
[00:07:57.383 --> 00:07:58.444]  No s***.
[00:07:58.824 --> 00:08:13.151]  Just make sure you check out our GPS map included in this video for a complete list of all the Democrat-controlled cities where total anarchy is not only considered peaceful protest, it's also encouraged!
[00:08:13.672 --> 00:08:16.133]  So get woke with Black Lives Matter.
[00:08:17.165 --> 00:08:18.026]  We just exploded!
[00:08:18.226 --> 00:08:19.147]  Oh my God!
[00:08:19.207 --> 00:08:19.848]  Woo!
[00:08:19.948 --> 00:08:22.230]  Burn that mother f***er down!
[00:08:22.790 --> 00:08:24.212]  But wait, there's more!
[00:08:24.392 --> 00:08:30.338]  If you act now, we'll throw in this free CD collection of BLM's greatest hits!
[00:08:30.518 --> 00:08:35.583]  Sing along with all the woke BLM chants like Oink Oink, Bang Bang!
[00:08:35.603 --> 00:08:36.844]  Oink Oink, Bang Bang!
[00:08:36.884 --> 00:08:37.965]  Oink Oink, Bang Bang!
[00:08:37.985 --> 00:08:40.908]  No borders, no wall, no USA at all!
[00:08:43.895 --> 00:08:46.578]  Hey man, is that Black Lives Matter?
[00:08:46.798 --> 00:08:48.639]  Hell yeah, we'll turn it up!
[00:08:50.101 --> 00:08:53.183]  Pigs in a blanket, fry them like bacon.
[00:08:53.243 --> 00:08:55.666]  Pigs in a blanket, fry them like bacon.
[00:08:55.746 --> 00:08:59.249]  In their brand new hit single, F*** Your Jesus.
[00:08:59.269 --> 00:09:00.930]  F*** Your Jesus.
[00:09:01.070 --> 00:09:02.632]  You know the words, sing along.
[00:09:04.941 --> 00:09:10.862]  Well, that is a powerful new piece of reality-based satire at Man.Video and 2020ElectionsCenter.com.
[00:09:10.882 --> 00:09:11.343]  Get woke and
[00:09:34.113 --> 00:09:35.478]  Well, support Black Lives Matter.
[00:09:35.518 --> 00:09:36.180]  The video's up there.
[00:09:36.220 --> 00:09:37.605]  Get Woke with Black Lives Matter.
[00:09:37.685 --> 00:09:40.394]  Three-minute piece that is very, very informative.
[00:09:41.308 --> 00:09:51.573]  We have Larry Pinkney, one of the founders of the original Black Panther Party, who is incredibly smart and eloquent and probably the best person out there to really expose what's happening.
[00:09:51.953 --> 00:09:54.074]  He's been in this fight 50-plus years.
[00:09:54.535 --> 00:09:58.156]  He'll be co-hosting with yours truly in the fourth hour today.
[00:09:58.176 --> 00:09:59.457]  Again, I'm Alex Jones, your host.
[00:09:59.837 --> 00:10:06.921]  We are well into the 40-hour emergency Save America, Stop the Dictator Bill Gates special transmission.
[00:10:07.381 --> 00:10:10.322]  And of course, we just kicked off my regular weekday show that starts at 11 a.m.
[00:10:10.362 --> 00:10:11.323]  Central, 12 noon Eastern.
[00:10:12.923 --> 00:10:16.745]  Okay, in fact, I want to play a clip of Pinckney, it's so powerful, and then we're going to come back and hit our top story.
[00:10:18.286 --> 00:10:20.787]  Obviously, the debate was devastating for Kamala Harris.
[00:10:20.867 --> 00:10:23.028]  Even mainstream media is having trouble spinning it.
[00:10:23.548 --> 00:10:27.950]  She's a puppet, and she reads talking points, and she can't respond in a three-dimensional way.
[00:10:28.470 --> 00:10:30.931]  So, Pence wiped the floor with her.
[00:10:32.875 --> 00:10:33.415]  But that doesn't matter.
[00:10:33.455 --> 00:10:34.436]  She's a puppet of the globalists.
[00:10:34.456 --> 00:10:35.377]  So you see her weakness.
[00:10:35.397 --> 00:10:35.977]  That doesn't matter.
[00:10:36.837 --> 00:10:38.258]  Her weakness is the globalist strength.
[00:10:39.159 --> 00:10:39.739]  That's coming up.
[00:10:39.759 --> 00:10:43.161]  But our top story is something that broke after I went off air yesterday.
[00:10:43.181 --> 00:10:44.622]  I went on with Owen Schroer and talked about it.
[00:10:44.642 --> 00:10:46.243]  I did some more research on this.
[00:10:46.343 --> 00:10:47.384]  We already know what's happening.
[00:10:48.524 --> 00:10:58.270]  But the United Nations is officially having one of their operatives, he's worked for the UN or affiliated groups, call for the UN to militarily occupy the United States.
[00:10:58.711 --> 00:11:00.692]  That ties into the Strong Cities Initiative.
[00:11:01.812 --> 00:11:02.712]  And so much more.
[00:11:04.093 --> 00:11:05.913]  And they plan to do this during the election.
[00:11:06.773 --> 00:11:11.234]  And this is the cover for the UN to actually come in and take control through the non-governmental organizations.
[00:11:12.035 --> 00:11:13.815]  Headline, New York Times, front page.
[00:11:14.435 --> 00:11:17.736]  America may need international intervention.
[00:11:17.756 --> 00:11:22.397]  And it goes on to say Trump must have oversight by the UN.
[00:11:22.857 --> 00:11:24.518]  Oversight means governance, control.
[00:11:26.167 --> 00:11:38.929]  And they propose it here, and then he proposes programs that have been announced for UN peacekeepers to be brought into the United States under 7277, and that would need to be race riots that are continual and basically bring the country down.
[00:11:40.550 --> 00:11:43.510]  So we're going to break all this down on the other side of this quick break.
[00:11:43.910 --> 00:11:49.431]  We'll compare the term oversight and the thesaurus for you, and we'll also look at the actual UN plan.
[00:11:49.451 --> 00:11:50.632]  You're like, oh, they'll never try that.
[00:11:50.952 --> 00:11:51.512]  That'll never happen.
[00:11:51.552 --> 00:11:52.092]  It's too bold.
[00:11:53.510 --> 00:11:58.994]  I'll explain why it is such a threat, how it is a real threat, how it's a very, very serious threat, and lay it all out.
[00:11:59.114 --> 00:12:00.115]  I'm not going to bore you.
[00:12:00.135 --> 00:12:04.358]  I've already played it many times with Loretta Lynch when she was Attorney General, saying we'll have the U.N.
[00:12:04.418 --> 00:12:06.740]  run cities and have the U.N.
[00:12:06.760 --> 00:12:07.381]  run our borders.
[00:12:08.602 --> 00:12:10.843]  But here is Larry Pinckney explaining what's really happening.
[00:12:10.863 --> 00:12:11.424]  We'll be right back.
[00:12:14.853 --> 00:12:20.775]  Right in front of our very eyes, we are seeing the globalist deep state at work.
[00:12:21.375 --> 00:12:23.835]  Black Lives Matter and Antifa.
[00:12:24.095 --> 00:12:28.716]  What a terrible, terrible blight upon all people.
[00:12:29.297 --> 00:12:38.839]  Antifa, which they claim means anti-fascist, is absurd, ludicrous, and totally opposite of what they claim to be.
[00:12:39.179 --> 00:12:40.999]  They are not anti-fascist.
[00:12:41.380 --> 00:12:42.900]  They are the fascists.
[00:12:43.704 --> 00:12:44.884]  Black Lives Matter.
[00:12:45.204 --> 00:12:45.865]  It's a ruse.
[00:12:46.185 --> 00:12:47.185]  R-U-S-E.
[00:12:47.665 --> 00:12:53.627]  If Black Lives Matter, then why don't we do something about what is happening?
[00:12:54.127 --> 00:12:55.407]  Blacks on Blacks.
[00:12:55.628 --> 00:13:01.369]  Killing Blacks in places like Chicago, Detroit, Baltimore, Washington, D.C.
[00:13:01.629 --> 00:13:04.230]  It's an endless list that won't be missed.
[00:13:04.290 --> 00:13:10.792]  So the bottom line here is that it's about divide, confusion, chaos, and conquer.
[00:13:11.508 --> 00:13:24.318]  What we're watching here is insanity, and particularly the deep state Democrats and their seditious, despicable, lying media are fanning the flames.
[00:13:25.039 --> 00:13:28.782]  I urge all of my brothers and sisters, don't go for the ghost.
[00:13:29.765 --> 00:13:33.127]  Okay, don't be Duke, hoodwink, bamboozle, okay?
[00:13:33.487 --> 00:13:37.629]  Understand that we are in this struggle as patriots, as U.S.
[00:13:37.729 --> 00:13:39.329]  citizens, together.
[00:13:39.610 --> 00:13:43.011]  What we have on our side is we have each other.
[00:13:43.812 --> 00:13:44.712]  Each other.
[00:13:45.012 --> 00:13:47.093]  And that's extremely powerful.
[00:13:47.333 --> 00:13:55.477]  And that's something that the media, the deep state Democrats, and the rhino Republicans, for that matter, they don't want you to know that.
[00:13:55.897 --> 00:13:58.940]  They want you to think that you're alone, you're by yourself.
[00:13:59.360 --> 00:14:00.061]  You're not alone!
[00:14:00.401 --> 00:14:01.502]  You're not by yourself!
[00:14:01.522 --> 00:14:08.548]  And there are a lot of people, millions, millions, who are thinking just like you.
[00:14:09.844 --> 00:14:11.725]  This is our republic.
[00:14:12.145 --> 00:14:22.169]  This is all about fun and games and hurting people and destroying, not building, not serving the people, body and soul, but the exact opposite.
[00:14:22.449 --> 00:14:31.032]  So I plead with, implore with, to all my brothers and sisters of all colors, get a grip on reality.
[00:14:31.372 --> 00:14:32.633]  Stop this madness.
[00:14:32.893 --> 00:14:34.173]  Stop this insanity.
[00:14:34.413 --> 00:14:38.915]  And those who won't stop it need to be stopped.
[00:14:43.218 --> 00:14:44.598]  Welcome back, ladies and gentlemen.
[00:14:45.739 --> 00:14:46.940]  Well, the time has come.
[00:14:49.762 --> 00:14:50.642]  The time is now.
[00:14:52.423 --> 00:14:54.044]  World government is out in the open.
[00:14:55.425 --> 00:15:02.730]  Its stated aim is to carry out depopulation through poisons in the water, poisons in the food, and poisons in the vaccines.
[00:15:03.911 --> 00:15:11.704]  And it has already taken over much of the third world and is engaged in massive extermination operations that dwarf what Hitler, Stalin, or Mao were even able to dream of.
[00:15:13.847 --> 00:15:14.548]  But it's all here.
[00:15:15.768 --> 00:15:19.191]  And now they're setting their eyes on the West as well, because we will not stand up for ourselves.
[00:15:19.251 --> 00:15:26.217]  But there have been many people for many decades who are aware of this, who've been quietly warning folks, in many cases screaming from the rooftops.
[00:15:26.677 --> 00:15:29.480]  So there is a mounting resistance, not just here, but worldwide.
[00:15:29.600 --> 00:15:30.781]  Again, I'm your host, Alex Jones.
[00:15:31.461 --> 00:15:35.905]  I cannot stress to the viewers and listeners how precious you are, how incredibly important you are.
[00:15:36.445 --> 00:15:39.008]  If it were not for your support, if it were not for InfoWars,
[00:15:40.069 --> 00:15:41.910]  We would have been way behind right now and losing.
[00:15:42.791 --> 00:15:50.616]  But we're actually turning the tide right now and beginning to win, and the enemy's own internal documents that we've gotten confirm that they believe they're losing.
[00:15:51.857 --> 00:16:06.167]  That's why they're now doing a desperate Operation Barbarossa, or a similar Battle of the Bulge type situation where Hitler knew he was losing, so did a desperate counter-offensive that ended up hastening the end of the
[00:16:07.219 --> 00:16:07.779]  Third Reich.
[00:16:07.959 --> 00:16:12.200]  And I would parallel that to World War II right now.
[00:16:12.740 --> 00:16:19.702]  Because the same globalist world government ideas that came out of the British Empire that Hitler then competed with are exactly what we're facing today.
[00:16:21.582 --> 00:16:32.345]  So let's look at this ultra-massive threat and just remember that now that it's all out in the open, the credibility of you and I and all of us that have been telling the truth is paramount.
[00:16:33.376 --> 00:16:39.678]  And so we shouldn't be in an apologetic tone when, oh, I know you're busy, or I know this sounds crazy, but let me tell you about this.
[00:16:40.058 --> 00:16:46.820]  You should be very authoritative and a leader who is there warning people about the sinking ship to get to the lifeboats.
[00:16:48.060 --> 00:16:50.541]  That it's all about your authoritativeness, and they will listen.
[00:16:52.522 --> 00:16:57.063]  Gone are the times of the media laughing at folks that warned of world government and forced inoculations.
[00:16:59.004 --> 00:17:00.884]  So, we've talked about the axis of power.
[00:17:00.924 --> 00:17:03.065]  A big event has taken place yesterday afternoon.
[00:17:06.380 --> 00:17:26.531]  The axis of power is the global mega banks, all the big robber baron money with client states like Communist China leveraging once free nations to de-industrialize us, allied with the EU bureaucracy, allied with the left, allied with Hollywood, allied with radical Islam in their desire to bring down
[00:17:28.254 --> 00:17:38.618]  Christendom, or the Western Christian ethos and common law, because even from a non-spiritual position, their authoritarian world government cannot compete with open, free society.
[00:17:39.159 --> 00:17:46.722]  We must fall so the whole world can fall further into the grip of the technocrats and the exterminist operation they wish to carry out.
[00:17:48.991 --> 00:18:06.481]  And so we've laid out methodically how Communist China, because I would go look at who funded all these TV shows and movies about race riots and evil white people and an uprising to kill the white people and the UN's going to save you and Communist China will save the world and the Washington Post headline, we must crush Trump, Xi Jinping must destroy Trump to save America.
[00:18:06.782 --> 00:18:07.502]  You've all seen it.
[00:18:07.962 --> 00:18:09.163]  Spray painted all over Austin.
[00:18:09.523 --> 00:18:11.885]  You know, up with Xi Jinping and China, down with America.
[00:18:13.325 --> 00:18:14.606]  This is the real cult of the left.
[00:18:15.367 --> 00:18:17.088]  One of my main producers of many years.
[00:18:18.086 --> 00:18:21.829]  He works here today, but he's been here 15, 16 years, 17 years, excuse me.
[00:18:22.349 --> 00:18:29.114]  His sister is an avowed minion of Xi Jinping and praises him and says down with America.
[00:18:30.255 --> 00:18:32.417]  And she used to be completely normal and is well educated.
[00:18:33.037 --> 00:18:35.018]  So this is a real power faction.
[00:18:36.019 --> 00:18:37.700]  They're following a malice operation.
[00:18:39.142 --> 00:18:40.462]  So let's go through the huge news.
[00:18:42.364 --> 00:18:43.565]  At the Blue City level,
[00:18:45.043 --> 00:18:48.044]  And at the state level, Democrats are in control.
[00:18:49.325 --> 00:18:51.046]  They have an agreement called U.N.
[00:18:51.166 --> 00:18:52.086]  Munialization.
[00:18:54.027 --> 00:18:57.429]  And they have over 20 things that cities will partner with the U.N.
[00:18:57.529 --> 00:18:57.609]  on.
[00:18:58.009 --> 00:18:59.890]  Most cities only partner on one or two things.
[00:19:00.970 --> 00:19:04.212]  But some, like Austin, partner on almost all of the issues.
[00:19:05.172 --> 00:19:06.413]  New York partners on all of them.
[00:19:07.633 --> 00:19:08.414]  Now here's what they say.
[00:19:08.454 --> 00:19:09.454]  This is the Daily Mail today.
[00:19:10.075 --> 00:19:12.215]  Chinese state newspaper claims the U.S.
[00:19:12.256 --> 00:19:12.996]  is a failed state.
[00:19:14.269 --> 00:19:20.039]  Ruled by a racist president and as it rips into Donald Trump and says the United States should be dissolved.
[00:19:21.479 --> 00:19:22.960]  Now here's from five years ago.
[00:19:23.401 --> 00:19:30.988]  Obama administration and UN announced global police force to fight extremism in US, saying whites are the main problem, must be dealt with.
[00:19:31.168 --> 00:19:32.890]  That's the current FBI statement as well.
[00:19:32.910 --> 00:19:35.092]  If you think Trump has control of the FBI, think again.
[00:19:35.412 --> 00:19:37.634]  At the top of it, Marxist-Leninist malice 100%.
[00:19:37.714 --> 00:19:40.837]  And they say the number one enemy is white people.
[00:19:41.317 --> 00:19:46.843]  So the ethos is whites are bad, the UN must come in and oversee a race war that defeats the white people.
[00:19:47.677 --> 00:19:48.317]  Can't make that up.
[00:19:48.958 --> 00:19:50.538]  And you can go listen, right Bart?
[00:19:50.578 --> 00:19:52.999]  InfoWars, link to hours of her at the UN.
[00:19:54.740 --> 00:19:56.841]  Saying this, I've played it probably 20 times on air.
[00:19:57.521 --> 00:20:03.004]  Obama administration, UN announced global police force to fight extremism in the United States.
[00:20:05.245 --> 00:20:08.066]  And then it just continues on from there.
[00:20:08.166 --> 00:20:15.009]  Here's a list of just some of the cities in the Strong Cities Initiative, where the UN actually runs your police department oversight board.
[00:20:17.244 --> 00:20:21.648]  Attorney General Loretta E. Lynch announces the launch of the Strong Cities Network at the United Nations General Assembly.
[00:20:23.329 --> 00:20:24.450]  You can go watch the videos right there.
[00:20:25.291 --> 00:20:27.353]  Now, let's move to our main exhibit now.
[00:20:27.373 --> 00:20:28.554]  I'll just give you a little bit of background.
[00:20:28.814 --> 00:20:34.859]  What's currently happening with China saying we shouldn't exist because we're mean to black people, when they're the most racist towards blacks in the world.
[00:20:34.919 --> 00:20:37.181]  I think it's Chinese folks, but on average it's incredible.
[00:20:37.742 --> 00:20:38.663]  Let's just go ahead and go to this.
[00:20:39.944 --> 00:20:42.046]  America may need international intervention.
[00:20:43.336 --> 00:20:47.841]  Give me the thesaurus synonym for intervention.
[00:20:47.861 --> 00:20:52.966]  It means invasion, action, overtaking, domination.
[00:20:54.447 --> 00:20:55.248]  But let's look at this next word.
[00:20:55.749 --> 00:21:06.560]  Even Democrats may find it hard to imagine, but the leader of the free world, that's in quotes because we're not really a good country, would benefit from United Nations oversight.
[00:21:07.591 --> 00:21:10.712]  Now, Peter Bienhardt is not from the United States.
[00:21:10.752 --> 00:21:12.653]  He's a big UN global government pusher.
[00:21:12.673 --> 00:21:16.234]  You can go read his full bio, fawning about him at Wikipedia.
[00:21:18.294 --> 00:21:23.356]  But when you read what the word UN oversight means, let's look at the online thesaurus.
[00:21:24.116 --> 00:21:34.359]  Control, handling, inspection, maintenance, management, surveillance, administration, charge, custody, direction, keeping, guardianship,
[00:21:37.312 --> 00:21:37.752]  You see there?
[00:21:39.533 --> 00:21:43.714]  Guardianship, like you're a 90-year-old and your son or daughter has guardianship.
[00:21:44.335 --> 00:21:45.775]  So we need UN oversight.
[00:21:45.915 --> 00:21:46.695]  Governance.
[00:21:47.916 --> 00:21:48.536]  Above us.
[00:21:49.496 --> 00:21:50.037]  Governance.
[00:21:50.937 --> 00:21:52.317]  So we need UN governance.
[00:21:55.178 --> 00:21:56.939]  The UN always said we need global governance.
[00:21:56.959 --> 00:21:57.939]  And I go, that's government.
[00:21:57.979 --> 00:21:59.600]  No, no, governance doesn't mean government.
[00:21:59.880 --> 00:22:00.360]  Yes, it does.
[00:22:00.660 --> 00:22:02.541]  They play these games.
[00:22:02.721 --> 00:22:05.002]  So, that's the plan.
[00:22:07.315 --> 00:22:13.519]  They plan to have giant race war, they've already lit the fuse on, during the contested election.
[00:22:15.080 --> 00:22:15.741]  That's their plan.
[00:22:16.541 --> 00:22:25.888]  And the UN has all these blue cities that are ready to say they're going to secede during the contested election.
[00:22:26.748 --> 00:22:33.533]  And that they will announce that they're having their own inauguration, even if Trump still has his, and the UN will then come in on the side
[00:22:35.396 --> 00:22:38.198]  of the secession movement here in the United States.
[00:22:38.258 --> 00:22:39.659]  Now, that's what they do all over the world.
[00:22:39.699 --> 00:22:42.061]  They go in and break open countries and take control of them.
[00:22:42.101 --> 00:22:44.743]  So, I know this seems amazing.
[00:22:44.783 --> 00:22:45.363]  They're doing it.
[00:22:45.403 --> 00:22:45.984]  They've announced it.
[00:22:46.084 --> 00:22:46.804]  Will they succeed?
[00:22:46.905 --> 00:22:47.425]  I don't know.
[00:22:47.465 --> 00:22:48.806]  They're certainly trying.
[00:22:48.826 --> 00:23:03.457]  And I've been saying for months and months, the last straw will be when they announce in the New York Times or Atlantic Monthly, that's where they always do their announcements, it'll be parroted everywhere, which it is, that the UN must come in as the outside arbiter between the Republicans and the Democrats.
[00:23:03.877 --> 00:23:08.180]  For oversight or governance over our elections, which the UN does in terrible countries.
[00:23:08.620 --> 00:23:09.621]  So there you go.
[00:23:09.661 --> 00:23:15.725]  They're trying to swallow the boa constrictors, trying to swallow the Republic all in one gulp, the American Eagle.
[00:23:16.045 --> 00:23:17.326]  And we are back, my friends.
[00:23:17.366 --> 00:23:25.952]  Thank you so much for joining us on this October 8th, Thursday, global broadcast with 25 days out from the election.
[00:23:25.972 --> 00:23:27.313]  Let me tell you about who's coming up today.
[00:23:27.333 --> 00:23:32.536]  I'm going to hit really the big news that's coming up and the rest of the news we're going to be breaking down.
[00:23:32.576 --> 00:23:33.517]  We have Laura Loomer.
[00:23:34.818 --> 00:23:40.224]  Valiantly running for Congress in Donald Trump's district in Florida.
[00:23:40.244 --> 00:23:43.828]  She's got a lot to cover, a lot to break down on the election, on the debate last night.
[00:23:44.449 --> 00:23:46.311]  Always popular, always love having them on.
[00:23:46.391 --> 00:23:47.372]  The Hodge twins.
[00:23:48.073 --> 00:23:53.179]  Larry Pinckney, who in person is the best speaker I've ever heard.
[00:23:54.665 --> 00:23:58.967]  And some of the speeches he gives are the best I've ever heard, but you don't have dinner with the guy.
[00:23:58.987 --> 00:24:01.748]  That's when he really, really turns loose.
[00:24:02.589 --> 00:24:04.910]  But you heard me earlier in the hour play three minutes of him.
[00:24:05.984 --> 00:24:08.906]  That's about the best oratory truth you're ever going to hear.
[00:24:08.926 --> 00:24:18.391]  I'm going to see if I can get him to really turn loose on air because he's usually pretty deferential when he's giving a speech and doesn't really turn on the high voltage.
[00:24:18.451 --> 00:24:23.614]  But I'm going to ask him to give a direct message to the New World Order and a lot more because he's about the best speaker I've ever heard.
[00:24:24.194 --> 00:24:25.255]  So that's coming up.
[00:24:25.275 --> 00:24:26.516]  That's why they threw his ass in prison.
