[00:00:00.000 --> 00:00:03.459]  [MUSIC PLAYING]
[00:03:14.721 --> 00:03:22.103]  Now, I talked about this at the beginning of the show, there's three ways to learn, maybe more, but you can learn by revelation, you can learn by education, you can learn by experience.
[00:03:23.786 --> 00:03:28.228]  If you remember a few weeks before the election in 2016, the WikiLeaks comes out.
[00:03:28.589 --> 00:03:31.650]  It's John Podesta going to farmhouses.
[00:03:31.690 --> 00:03:35.552]  We're going to have young children in the hot tub and pool waiting for you.
[00:03:36.733 --> 00:03:39.354]  It's $65,000 hot dogs for Obama.
[00:03:39.935 --> 00:03:41.656]  Clear code for male prostitutes.
[00:03:41.736 --> 00:03:43.837]  Clear code for walnut sauce.
[00:03:43.897 --> 00:03:45.898]  It means what color, you know, the people are.
[00:03:46.398 --> 00:03:49.320]  It's real code out of real FBI manuals.
[00:03:50.100 --> 00:03:51.341]  Cheese pizza, all this stuff.
[00:03:52.520 --> 00:03:57.784]  And you've got them saying, we're going to meet and have spirit cooking, we're going to have blood, we're going to have semen, we're going to have mother's milk.
[00:04:00.966 --> 00:04:02.807]  You remember all of this.
[00:04:02.987 --> 00:04:07.790]  It was top story on Drudge, top story all over the place.
[00:04:08.371 --> 00:04:10.072]  This broke for about a week or two.
[00:04:10.812 --> 00:04:16.372]   And then suddenly, CNN, The New York Times, The Washington Post, all at the same morning,
[00:04:16.372 --> 00:04:22.252]   came out and said, "Wow, bizarre claims "that a pizza place has a dungeon under it,
[00:04:22.252 --> 00:04:26.033]   "and that they're killing kids and selling them, "and they've got all these things out
[00:04:26.033 --> 00:04:27.331]  "that look pedophilic."
[00:04:27.331 --> 00:04:31.452]   And look at these other businesses they do as well, and it turned out some of the stuff
[00:04:31.452 --> 00:04:32.812]  was really creepy and weird.
[00:04:32.812 --> 00:04:37.793]  But again, that's David Brock, he was involved.
[00:04:37.793 --> 00:04:44.072]   They know that when there's a huge story, and they're caught red-handed in New York,
[00:04:44.072 --> 00:04:49.491]   Illinois, and other areas, California, in the WikiLeaks, what does a mockingbird do
[00:04:49.491 --> 00:04:52.812]   when you'll be out mowing the lawn or whatever, and all of a sudden this bird flies over
[00:04:52.812 --> 00:04:55.171]  and falls on the ground and is doing like this.
[00:04:54.688 --> 00:04:59.892]  Because it thinks you're a weasel or a wolf trying to, right there and you'll go, oh there must be eggs right here.
[00:05:00.132 --> 00:05:02.074]  And you look in the little bush or the tree and there's eggs.
[00:05:02.655 --> 00:05:03.115]  There's a nest.
[00:05:03.636 --> 00:05:07.859]  So mockingbirds and other species, you ever see a bird fly over and fall down in its corner?
[00:05:08.740 --> 00:05:10.362]  It wants you to go over there.
[00:05:12.495 --> 00:05:13.936]  It doesn't want you to go to the nest.
[00:05:14.376 --> 00:05:16.017]  The nest was exposed.
[00:05:16.817 --> 00:05:18.418]  It was all there cut and dry.
[00:05:18.678 --> 00:05:20.980]  We're having Alistair Crowley a meeting next week.
[00:05:21.000 --> 00:05:23.681]  We'll have blood, semen, and women's breast milk.
[00:05:25.963 --> 00:05:26.583]  Remember all that?
[00:05:28.482 --> 00:05:30.824]  And so my crew's like, Alex, look at this.
[00:05:30.844 --> 00:05:31.865]  This is incredible.
[00:05:32.025 --> 00:05:32.745]  They're covering it.
[00:05:32.765 --> 00:05:33.466]  It's coming down.
[00:05:33.666 --> 00:05:36.528]  Look at all the symbols and look at Podesta saying he has a dungeon.
[00:05:36.648 --> 00:05:37.429]  Cause he had a dungeon.
[00:05:37.449 --> 00:05:39.931]  He said he did in the 2007 Washington Post.
[00:05:40.231 --> 00:05:41.732]  So they had to cover all that up.
[00:05:41.752 --> 00:05:44.974]  So they went, Oh, look, look at over here at the pizza place.
[00:05:46.716 --> 00:05:49.177]  So I started saying, I have questions about this to the crew.
[00:05:49.197 --> 00:05:51.999]  And I even had a few crew come up and say, you know, Alex, we thought you were against this.
[00:05:52.019 --> 00:05:53.781]  We thought you pioneered exposing all this.
[00:05:55.128 --> 00:05:56.148]  This is all obvious.
[00:05:56.188 --> 00:05:56.929]  Look, it's all there.
[00:05:56.949 --> 00:05:57.769]  Look, 4chan.
[00:05:58.609 --> 00:05:59.350]  4chan's anonymous.
[00:05:59.410 --> 00:06:00.330]  It may have something good.
[00:06:00.570 --> 00:06:01.531]  It may have something bad.
[00:06:02.971 --> 00:06:07.453]  So I'm sitting there and I say, I'm going on vacation for a week to Cancun.
[00:06:07.913 --> 00:06:08.773]  Stop covering it.
[00:06:08.893 --> 00:06:09.574]  I smell a rat.
[00:06:09.614 --> 00:06:11.474]  They're diverting us to this off of that.
[00:06:12.215 --> 00:06:12.815]  They didn't stop.
[00:06:12.835 --> 00:06:13.535]  I love the crew.
[00:06:14.436 --> 00:06:20.158]  And that's then how the media got us and said that we created a fake story and they use that not being accurate.
[00:06:22.214 --> 00:06:22.995]  We didn't create it.
[00:06:23.296 --> 00:06:28.261]  CNN, MSNBC, no doubt their operatives put it on 4chan, 8chan.
[00:06:29.102 --> 00:06:30.604]  That disinformation's there.
[00:06:32.366 --> 00:06:33.488]  Then we cover it.
[00:06:35.590 --> 00:06:37.853]  Then they flip it when we broke the big spirit cooking.
[00:06:37.893 --> 00:06:39.555]  We were the first to get it out and try to post it.
[00:06:41.550 --> 00:07:12.840]   And then they turn with alchemy from the real kids, and the real farmhouses, and the real $65,000 of hot dogs, and the blood, and the semen, and the breast milk, and the Aleister Crowley, and the devil worship, and all these photos and videos of little kids all scared, and women dressed like witches, and big vats of blood, and Maria Bravanovich, and her and Reddit posts saying, yeah, I do rituals for real, and all of that got distracted by the media then focusing in on There was no basement in the pizza place.
[00:07:13.101 --> 00:07:24.084]  Yeah, there was weird photos of kids' tans taped down, and there was weird art, and there was weird rock bands there saying, we like to have sex with children, and there was Democrats raising money there, and David Brock there, and all that stuff.
[00:07:26.745 --> 00:07:31.446]  So like, hey, we'll just make one of our meeting places the focus of this.
[00:07:31.526 --> 00:07:32.726]  We'll put out the disinfo.
[00:07:33.107 --> 00:07:40.709]  They'll take the bait, and we'll distract, just like Red Adair, who invented this, would put out oil field fires that could burn for months.
[00:07:41.912 --> 00:07:48.034]  If crude oil got ignited by the gas, they'd load up a wheelbarrow with TNT, dynamite, and roll it in and detonate it.
[00:07:48.854 --> 00:07:53.336]  And the big flash would take all the oxygen away and almost every time put the fire out.
[00:07:53.776 --> 00:07:57.577]  So they rolled in that dynamite into Comet Ping Pong Pizza.
[00:07:58.517 --> 00:07:59.117]  Boom!
[00:08:01.518 --> 00:08:03.539]  And blew the fire out that was in New York.
[00:08:04.625 --> 00:08:08.589]  And it was in Chicago and it was in Los Angeles and San Francisco.
[00:08:09.049 --> 00:08:13.473]  I mean, caught red fricking handed classic devil worship.
[00:08:16.476 --> 00:08:18.297]  And so that's what this wayfarer is.
[00:08:18.357 --> 00:08:21.720]  They don't deliver children in these containers.
[00:08:21.740 --> 00:08:23.102]  They deliver them in vans.
[00:08:24.551 --> 00:08:29.495]  We know from Jimmy Savelle in England, we know from the Finders case, from the FBI agents I've interviewed, we know from what's come out.
[00:08:29.695 --> 00:08:38.462]  And we know that Ghislaine Maxwell's been caught with the pedo islands, and caught with all of this, and photos and videos of children as young as five with Jeffrey Epstein.
[00:08:38.502 --> 00:08:39.683]  That's in mainline news!
[00:08:41.533 --> 00:08:48.818]  And it's all coming out, so right on time, boom, 4chan, 8chan, all the usual suspects.
[00:08:48.838 --> 00:08:50.079]  And again, that's not everybody on there.
[00:08:50.099 --> 00:08:51.200]  It's like saying, are you for anonymous?
[00:08:51.400 --> 00:08:52.841]  Anybody can put on a Guy Fawkes mask.
[00:08:53.041 --> 00:08:53.782]  Some are good, some are bad.
[00:08:53.962 --> 00:08:54.643]  Are you for Q?
[00:08:54.943 --> 00:08:56.604]  Somebody can say they're Q, somebody can say they aren't.
[00:08:57.284 --> 00:08:58.786]  It's an excuse to cover things.
[00:08:58.826 --> 00:08:59.646]  It's esoteric.
[00:08:59.906 --> 00:09:00.327]  It's hidden.
[00:09:01.768 --> 00:09:03.549]  And people love to find the hidden pictures.
[00:09:03.589 --> 00:09:04.870]  Let me show you what this is meant to cover up.
[00:09:05.170 --> 00:09:06.051]  Look at these articles right here.
[00:09:08.462 --> 00:09:17.766]  Germany investigating 30,000 potential suspects in pedophile probe in an international ring of government officials, judges, police, psychiatrists, and the medical system.
[00:09:18.107 --> 00:09:21.548]  That's DW.com, biggest TV station in Germany.
[00:09:23.629 --> 00:09:26.590]  Oh, but it's not sexy like armoires with children in them, is it?
[00:09:26.610 --> 00:09:29.512]  No, it's just actually the CPS and the government services.
[00:09:30.845 --> 00:09:34.787]  With psychiatrists, look it up, taking children and placing them.
[00:09:34.827 --> 00:09:36.028]  Guys, I wouldn't need that article earlier.
[00:09:36.328 --> 00:09:40.791]  Just type in, German psychiatrist, German government gave children to pedophiles.
[00:09:41.832 --> 00:09:44.433]  And of course, they first reported, oh, it was just a few thousand in one town.
[00:09:44.634 --> 00:09:46.575]  Then it turned out it was a spider web all over the country.
[00:09:46.815 --> 00:09:48.056]  See how they limited that as well.
[00:09:49.346 --> 00:09:55.711]  The week that broke I said, watch, next week it'll break that tens of thousands of children are involved with thousands of adults.
[00:09:55.831 --> 00:09:57.832]  Exactly as I said it broke.
[00:09:58.253 --> 00:09:58.513]  Why?
[00:09:59.133 --> 00:10:05.458]  I read a British psychological warfare manual that just so happened to be being sold that I bought at Barnes & Noble like 20 years ago.
[00:10:05.839 --> 00:10:16.650]   They talked about their techniques after World War II in Africa and they said, If one of our corporations kills, say, 5,000 villagers, we need to get out ahead of it and say they killed 20 and put out our fake story.
[00:10:17.070 --> 00:10:20.552]  So that when it comes out, it's 5,000 people will average it together in their mind.
[00:10:21.913 --> 00:10:35.442]  So because the head psychiatrist over CPS in Berlin was sending thousands of children to pedophiles, they first reported on his case and not how it was much larger titrating the dose, preparing you for what was about to come out.
[00:10:36.618 --> 00:10:38.120]  Now you understand how the enemy operates.
[00:10:38.600 --> 00:10:47.091]  So, that's what this is, and you'll have 4chan and 8chan and Q come out and say, Jones is the one that runs the pedophile rings.
[00:10:47.531 --> 00:10:48.453]  No, it's all real.
[00:10:49.574 --> 00:10:52.558]  And Wayfarer is delivering, and then it'll turn out none of it's true.
[00:10:53.906 --> 00:10:55.067]  And I will be blamed for it.
[00:10:55.567 --> 00:10:59.030]  It'll be in the news, Jones says Wayfarer is sending children kidnapped.
[00:10:59.470 --> 00:11:17.262]  And I just want the media to know, all of you involved from people like, you know, the lady from NBC that came and tried to set us up with all this stuff, right up to ABC News, right up to the people that are posting, the government operatives, intelligence operatives that are posting and posing as Cube and posing and everything else.
[00:11:17.902 --> 00:11:19.463]  This is on you what you're doing, okay?
[00:11:19.483 --> 00:11:21.244]  Because this is going to hurt real children.
[00:11:21.564 --> 00:11:41.112]  We woke up the world, our listeners woke up the world, to the satanic nature and how the whole cult runs off children and their energy, and how they blackmail people with it, how they took over the Vatican, and how the Deputy Pope just got busted and convicted, and all that real stuff, and all these real things happening, just as we told you, and they come in with this whole Wayfair thing.
[00:11:41.152 --> 00:11:44.154]  Now, they did this because they knew.
[00:11:45.458 --> 00:11:49.121]  They did this because they can't stop it and they know it's huge.
[00:11:49.181 --> 00:11:52.083]  And I believe, here's the good news, that this is going to fail.
[00:11:53.224 --> 00:12:03.172]  The globalists have put out this disinformation because they know this is massive, this is the zeitgeist, people now understand it, and they hope when it comes out this isn't true, it'll somehow discredit it all.
[00:12:03.552 --> 00:12:07.035]  I actually believe this will blow up in their face like Pizzagate did.
[00:12:08.356 --> 00:12:10.658]  And people will see through all this and understand what's going on.
[00:12:11.260 --> 00:12:13.502]  Now, could it be they're really money laundering?
[00:12:14.002 --> 00:12:15.963]  Could it be that they're actually, these are real ads?
[00:12:16.144 --> 00:12:16.524]  Who knows?
[00:12:16.864 --> 00:12:18.205]  They might be that bold of really doing it.
[00:12:20.267 --> 00:12:22.528]  Could it be that it's an honest mistake and more zeros were added?
[00:12:23.049 --> 00:12:30.474]  I don't believe so, because they're all named after little girls, a bunch of them missing little girls, to make everybody go crazy!
[00:12:31.735 --> 00:12:35.658]  If you're shipping kids like this, you don't name it after kids!
[00:12:37.719 --> 00:12:39.900]  Again, it's a decoy.
[00:12:40.300 --> 00:12:45.721]  It's a distraction meant to get the general public on board so they all promote it.
[00:12:46.061 --> 00:12:50.582]  So then later their family can repudiate them and say that Wayfair story wasn't true.
[00:12:50.842 --> 00:12:58.564]  So when it comes out that Ghislaine Maxwell was really torturing kids and killing kids and all of this, people will say, oh, that's Wayfair!
[00:12:59.758 --> 00:13:02.119]  That's why they are doing all of this.
[00:13:02.199 --> 00:13:05.081]  They didn't make typos on hundreds and hundreds of items.
[00:13:05.101 --> 00:13:05.821]  We're going over right now.
[00:13:05.841 --> 00:13:06.521]  I'll have more tomorrow.
[00:13:06.882 --> 00:13:17.107]  This was done as bait and they use names of real children that are missing and to make people take the bait and say, oh my God, this is real.
[00:13:19.747 --> 00:13:20.588]  It was 4chan.
[00:13:21.029 --> 00:13:29.658]  How would somebody just suddenly know, oh, go find this video of obscure groups talking about how they would have sex with kids at that pizza place and showing the symbols and all of that, obviously.
[00:13:30.419 --> 00:13:35.886]  It's not that the place didn't have something going on at it and a bunch of Democrat degenerates and ne'er-do-wells.
[00:13:37.162 --> 00:13:38.763]  I've been up to DC, I've seen it myself.
[00:13:39.364 --> 00:13:42.046]  And I know insiders and things that are incredible, they're going to come out soon.
[00:13:42.066 --> 00:13:44.268]  I'm going to leave it at that.
[00:13:45.509 --> 00:13:47.591]  But keep your powder dry, folks.
[00:13:48.131 --> 00:13:49.633]  But I'm telling you, that's what this is.
[00:13:49.893 --> 00:13:53.436]  But overall, the fact that people are waking up to this is a positive, positive thing.
[00:13:53.516 --> 00:13:54.397]  All right, I'm out of time.
[00:13:54.417 --> 00:13:57.059]  I really appreciate the great crew doing a wonderful job.
[00:13:57.580 --> 00:14:03.585]  I'm going to come in early tomorrow and I'm going to print maybe 100, 200 articles and video clips of mainline bust.
[00:14:04.684 --> 00:14:12.451]  Where police will bust, you know, 470 pedophiles with 50 little kids and some of them dead and in cages.
[00:14:12.972 --> 00:14:14.973]  And it'll be in local news and get no coverage.
[00:14:17.276 --> 00:14:19.077]  And thousands of kids here and hundreds there.
[00:14:21.359 --> 00:14:22.280]  Because it is coming out.
[00:14:22.340 --> 00:14:23.061]  They can't hide it.
[00:14:23.741 --> 00:14:25.023]  The system doesn't know what to do.
[00:14:25.823 --> 00:14:28.786]  So I've been set up like this and they didn't completely defeat me.
[00:14:28.826 --> 00:14:30.608]  We figured it out and turned it around on them.
[00:14:32.128 --> 00:14:36.310]  But this is meant to discredit the real work that police are engaged in, in my view.
[00:14:36.650 --> 00:14:38.871]  And maybe you disagree with me, comment in the comments below.
[00:14:40.251 --> 00:14:50.716]  But if the globalists have gotten bold enough, and maybe I'm wrong, to ship kids actually in containers like this, psychos, when they don't get caught for a while and get away with it, a lot of them go crazy, even crazier, and start wanting to get caught.
[00:14:51.396 --> 00:14:52.557]  And who the hell knows anymore?
[00:14:52.577 --> 00:14:54.458]  I mean, this is just unbelievable.
[00:14:54.538 --> 00:14:55.158]  But know this.
[00:14:56.736 --> 00:15:03.242]  This was not an accident that they used a bunch of little girls' names and some of them missing girls, complete with first and last names.
[00:15:03.743 --> 00:15:04.263]  That is not.
[00:15:04.563 --> 00:15:08.267]  This was done to bait you away from all the other real stuff.
[00:15:08.672 --> 00:15:11.474]  Infowars.com, Newswars.com, Tomorrow's News Today.
[00:15:12.275 --> 00:15:13.876]  Please, we came in here on Saturday.
[00:15:13.896 --> 00:15:14.897]  This is such important work.
[00:15:15.238 --> 00:15:16.939]  The truth is so important that this get out.
[00:15:17.299 --> 00:15:22.884]  All the Roger Stone stuff, the Deep State, the coup plan against Trump, this information, the way it explodes is huge.
[00:15:22.924 --> 00:15:24.125]  So thank you for tuning in.
[00:15:24.525 --> 00:15:25.906]  Thank you for thanking the local stations.
[00:15:26.287 --> 00:15:27.468]  This is so damn important.
[00:15:27.488 --> 00:15:33.793]  We'll cut out this segment of the show and post it to Bandot Video as well with a headline dealing with the fact that this is 2.0.
[00:15:35.214 --> 00:15:39.379]  This is Pizzagate 2.0, which is designed to take you away from what's really going on.
[00:15:39.660 --> 00:15:40.561]  Pizzagate's real.
[00:15:40.721 --> 00:15:41.742]  They use pizza code words.
[00:15:41.762 --> 00:15:42.864]  That's confirmed FBI manuals.
[00:15:43.224 --> 00:15:47.670]  But the way they created a new fake Pizzagate to take you away from the real Pizzagate.
[00:15:47.890 --> 00:15:49.792]  How do you kill a story with a new story?
[00:15:50.273 --> 00:15:50.914]  And that's what they're doing.
[00:15:50.954 --> 00:15:52.054]  All right, great job to the crew.
[00:15:52.094 --> 00:15:53.395]  Storewide free shipping, double Patreon points.
[00:15:53.616 --> 00:15:54.336]  Has to end Monday.
[00:15:54.356 --> 00:15:55.497]  That's how you fund this operation.
[00:15:55.677 --> 00:15:56.678]  We have great products you need.
[00:15:56.698 --> 00:15:57.498]  So thank you for your support.
[00:15:57.819 --> 00:15:58.619]  History's happening now.
[00:15:58.699 --> 00:15:59.500]  Please take action.
[00:15:59.600 --> 00:16:00.741]  Every hour is a month.
[00:16:01.101 --> 00:16:02.082]  Every minute is a week.
[00:16:02.662 --> 00:16:05.524]  The seconds are so critical in this fight and the quickening you're seeing.
[00:16:05.825 --> 00:16:07.466]  We're seeing the best of people, the worst of people.
[00:16:07.486 --> 00:16:08.206]  It's an amazing time.
[00:16:08.366 --> 00:16:10.648]  And again, I salute this crew, the incredible job they do.
[00:16:10.647 --> 00:16:11.647]  God bless you all.
[00:16:11.647 --> 00:16:26.647]  [Music]
[00:16:26.647 --> 00:16:29.860]   InfoWars Tomorrow's news today.
[00:16:29.880 --> 00:16:36.184]  And I'm here to tell you I don't need you to thank me and tell me I've done a good job.
[00:16:36.264 --> 00:16:38.345]  I've done nothing but my duty!
[00:16:38.905 --> 00:16:56.905]   I discovered a bunch of bloodthirsty scum coming after innocent people and I've been fighting them for 13 years and I'll never For 24 years, Alex Jones and InfoWars have been sounding the alarm for patriots worldwide.
[00:16:57.645 --> 00:17:15.301]  Waking people up to the New World Order, Bohemian Grove, the American Deep State, the rise of Communist China, the plan for global depopulation, and global elite pedophiles who prey off of our young.
[00:17:16.573 --> 00:17:22.335]  The enemy has done their best to destroy us, but because of your support, our fight continues.
[00:17:22.996 --> 00:17:23.476]  Join us.
[00:17:24.096 --> 00:17:28.158]  Support the Info War, and together, we will slay the dragon.
[00:17:28.718 --> 00:17:30.419]  Keep fighting Alex, you're the gladiator.
[00:17:30.439 --> 00:17:43.164]  Where the hell did this water come from?
[00:17:44.752 --> 00:17:46.413]  Where did it come from?
[00:17:50.114 --> 00:17:56.055]  Infowarsstore.com We can't survive without pure, clean drinking water.
[00:17:56.615 --> 00:18:02.177]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[00:18:02.537 --> 00:18:09.799]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[00:18:10.719 --> 00:18:11.040]  Mmm.
[00:18:12.061 --> 00:18:12.581]  Mmm.
[00:18:13.041 --> 00:18:14.423]  Yummy in my tummy.
[00:18:15.143 --> 00:18:25.131]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from InfoWarsTore.com.
[00:18:25.892 --> 00:18:28.054]  InfoWarsTore.com.
[00:18:28.875 --> 00:18:31.176]  Other systems, just don't compare.
