# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: efab700d49896440c682cbe5c4e1557e
[00:00:13.359 --> 00:00:16.160]  InfoWars, tomorrow's news, today.
[00:03:18.960 --> 00:03:25.920]  Alex Jones was one of the only people in American media to actually pick up on the Jeffrey Epstein story and start talking about it 20 years ago.
[00:03:26.240 --> 00:03:40.960]  And for two decades, they have gone out of their way to discredit the entire concept of elite pedophilia, let alone the more extreme examples like cannibalism, murder for fun, hunting parties with human prey.
[00:03:41.280 --> 00:03:49.360]  I mean, that type of stuff is actually discussed in these Jeffrey Epstein emails in ways that we never expected.
[00:03:49.680 --> 00:03:58.400]  And it's amazing to see millions of people on X, on social media, all over the place, digging into this and coming up with their own conclusions.
[00:03:58.560 --> 00:04:04.000]  I'm going to explain to you how you can get involved in this, how you can be an investigator, because there's so much information.
[00:04:04.159 --> 00:04:20.079]  There's more coming out on a minute-by-minute basis, essentially, at this point, as people go through the documents and search certain keywords or find certain code words that open up entire vistas of understanding as to how this whole thing operates.
[00:04:20.399 --> 00:04:25.279]  So, we're going to get into this as much as we possibly can in our brief two hours here.
[00:04:25.439 --> 00:04:33.680]  I may open up the phone lines if we have time, but we've got over 50 stories just as the most crazy examples of revelations.
[00:04:33.840 --> 00:04:44.399]  When we get back, after a short 90-second break, Alex Jones has filed a report about Jeffrey Epstein and a lot of the suspicious activity around him that's been revealed in this document tranche.
[00:04:44.639 --> 00:04:55.759]  Don't go anywhere, folks, unless you go to thealexjonesstore.com to support us in our continuing mission to take down the transnational pedophile network that rules the world.
[00:04:55.920 --> 00:04:56.360]  Stay with us.
[00:05:03.860 --> 00:05:08.660]  Ladies and gentlemen, the three million plus Epstein files that's got released Friday are devastating.
[00:05:09.120 --> 00:05:10.079]  We've been reviewing them.
[00:05:10.240 --> 00:05:14.720]  It's got the smoking gun of human trafficking, sex slavery, torture, you name it.
[00:05:14.879 --> 00:05:16.538]  We're about to break it down right now.
[00:05:22.669 --> 00:05:25.609]  It is Sunday, February 1st, 2026.
[00:05:26.449 --> 00:05:34.429]  And I have had time to scan through much of the 3 million files and look at all the great research of human researchers and AI scanning of the files.
[00:05:34.639 --> 00:05:36.639]  And it is massive.
[00:05:36.960 --> 00:05:39.360]  It is so devastating.
[00:05:39.600 --> 00:05:40.000]  All right.
[00:05:40.560 --> 00:05:46.800]  Now, most of the media and a lot of leftist activists are trying to focus on Trump and the few things that are there.
[00:05:46.879 --> 00:05:47.920]  And we'll look at it.
[00:05:48.000 --> 00:05:49.199]  We'll look at all of it.
[00:05:49.519 --> 00:05:52.000]  But this is bigger than Donald Trump.
[00:05:52.639 --> 00:06:01.040]  This is confirmed Epstein emails with top Democrats and scientists and others literally saying we're having a pizza party.
[00:06:01.279 --> 00:06:03.279]  We got one piece of pizza for seven people.
[00:06:03.600 --> 00:06:05.279]  We may bring more pizza.
[00:06:05.600 --> 00:06:11.279]  And now they're glowing and empowering how great this pizza is going to be and the types of pizza it is.
[00:06:11.600 --> 00:06:11.920]  Okay.
[00:06:13.279 --> 00:06:30.960]  This is very similar to what is in the WikiLeaks documents that came out in 2016 that were confirmed to be John Podesta in upstate New York at a secluded farm with a hot tub and pool and the seven, nine-year-old kids delivered for his pleasure and the Aleister Crowley rituals.
[00:06:31.039 --> 00:06:32.080]  That's all real.
[00:06:32.720 --> 00:06:36.080]  And this stuff is even crazier.
[00:06:36.399 --> 00:06:38.000]  They're talking about torturing people.
[00:06:38.240 --> 00:06:42.639]  They're talking about the benefits of transgenderism to sexualized children.
[00:06:42.960 --> 00:06:45.519]  And they can't deny it's even hitting mainstream news.
[00:06:45.759 --> 00:06:47.680]  It is absolutely incredible.
[00:06:47.920 --> 00:06:49.759]  We're about to break it down right now.
[00:06:50.080 --> 00:07:05.039]  Now, obviously, the globalist system, the intelligence agencies that have been running all of this, that's also come out in this and previous data, Mossad, CIA, MI6, and others, they're going to try to spin this and make it all about Trump.
[00:07:05.360 --> 00:07:10.639]  If Trump was implicated in this Aleister Crowley stuff and the sex magic and the pedophilia, I'd be all over his ass.
[00:07:11.920 --> 00:07:13.439]  But that's not what's here.
[00:07:13.759 --> 00:07:15.279]  It's all Democrats.
[00:07:15.519 --> 00:07:17.200]  It's brokerage firm heads.
[00:07:17.439 --> 00:07:20.800]  It's billionaire Wall Street Titans.
[00:07:21.360 --> 00:07:28.319]  It's the heads of Harvard and the head scientists at Harvard and the head biological evolutionary scientist.
[00:07:28.480 --> 00:07:30.480]  I mean, it's unbelievable.
[00:07:30.800 --> 00:07:36.560]  And I posted on X dozens and dozens of these emails, and there's just more and more and more.
[00:07:37.200 --> 00:07:41.360]  All how this is a transhumanist death cult that seeks to basically destroy society.
[00:07:41.600 --> 00:07:46.720]  And if we will hurt our children, if we will make them a currency of evil, then we'll do anything.
[00:07:47.200 --> 00:07:59.280]  So I noticed as soon as this stuff came out, Friday, I started covering it and talked about Bill Gates and diseases for underage girls and trying to drug his wife, you know, secretly with antibiotics because he thought he'd gotten their disease.
[00:07:59.520 --> 00:08:00.879]  People are like, why aren't you covering Trump?
[00:08:00.960 --> 00:08:02.240]  Why aren't you covering Trump?
[00:08:02.879 --> 00:08:06.879]  All the stuff in there is Jane Does that were just proven to be false, all the rest of it.
[00:08:07.120 --> 00:08:08.320]  He was never at the island.
[00:08:08.480 --> 00:08:13.200]  The victims all said they never saw Trump except at Marwago, one of them, and that he was nice.
[00:08:13.520 --> 00:08:18.960]  So Trump's problem was he got convinced of the new administration to try to shut it down.
[00:08:19.280 --> 00:08:24.879]  But you notice Trump came out last night and said, you know, now that I've learned this came out, I'm glad I'm exonerated.
[00:08:25.040 --> 00:08:25.439]  No crap.
[00:08:25.660 --> 00:08:40.120]  It should be because it looked like this guy Wolf was a writer was conspiring with Epstein to do harm to me.
[00:08:40.960 --> 00:08:51.279]  And I didn't see it myself, but I was told by some very important people that not only does it absolve me, it's the opposite of what people were hoping, you know, the radical left.
[00:08:51.840 --> 00:09:00.639]  That Wolf, who's a third grade writer, was conspiring with Jeffrey Epstein to hurt me politically or otherwise.
[00:09:00.960 --> 00:09:03.039]  And that came through loud and clear.
[00:09:03.120 --> 00:09:05.200]  So we'll probably sue Wolf for that.
[00:09:05.840 --> 00:09:08.720]  But he was told for National Security, cover it up.
[00:09:09.039 --> 00:09:11.600]  So that makes him guilty by extension of being part of this.
[00:09:11.680 --> 00:09:14.160]  And that's pissed a bunch of Republicans off that I'm telling the truth.
[00:09:14.480 --> 00:09:17.120]  But I called this a year ago for my sources and the rest of it.
[00:09:17.279 --> 00:09:18.800]  I've been covering this really before anybody.
[00:09:19.120 --> 00:09:27.920]  So you got one camp saying I'm covering up for Trump, another camp, you know, saying that just leave the Democrats alone.
[00:09:28.240 --> 00:09:30.160]  It's about the facts, folks.
[00:09:30.480 --> 00:09:43.680]  You have the Podestas, you have the Clintons, you have Bill Gates, you have all these Harvard heads and all these other university heads up to their eyeballs at pizza parties with the single slices of pizza and things being delivered.
[00:09:43.920 --> 00:09:47.600]  And you have the FBI manuals where this is all the key code words they use.
[00:09:47.680 --> 00:09:48.879]  That's also in the WikiLeaks.
[00:09:49.440 --> 00:09:52.960]  I mean, think about the magnitude of the stuff you're reading on screen.
[00:09:53.120 --> 00:10:01.120]  And go to Real Alex Jones and read it or go to the actual data file that the DOJ released that we've linked to the DOJ at RillAlex ShowsonX and InfoWars.com.
[00:10:01.360 --> 00:10:02.400]  I mean, it is incredible.
[00:10:02.639 --> 00:10:05.680]  So listen, this is bigger than Donald Trump.
[00:10:05.840 --> 00:10:06.799]  Go after Donald Trump.
[00:10:06.879 --> 00:10:07.680]  You can find something great.
[00:10:07.759 --> 00:10:09.039]  I don't have a dog in that fight.
[00:10:09.360 --> 00:10:09.519]  Okay.
[00:10:09.680 --> 00:10:11.600]  And I said, Trump mishandled all this.
[00:10:12.160 --> 00:10:15.279]  But you have the Democrats caught red-handed.
[00:10:15.440 --> 00:10:23.360]  And anybody saying you're covering up for Trump when we post these documents that are real is literally aiding and abetting these people.
[00:10:23.680 --> 00:10:25.120]  So I'm going to sick of the whole system.
[00:10:25.440 --> 00:10:27.600]  I'm the guy that coined the term false left-right paradigm.
[00:10:27.680 --> 00:10:28.799]  With Trump, he was more of a rebel.
[00:10:28.960 --> 00:10:31.279]  We had a chance to challenge that, and you see him come after him.
[00:10:31.440 --> 00:10:32.400]  He's far from perfect.
[00:10:32.720 --> 00:10:35.840]  But the whole world doesn't revolve around Donald Trump.
[00:10:36.160 --> 00:10:40.799]  So those of you saying don't look at this, every time I post this stuff that's real, they don't challenge it.
[00:10:41.120 --> 00:10:43.200]  They just say, don't post, you're covering up for Trump.
[00:10:43.440 --> 00:10:44.240]  Bullshit.
[00:10:44.560 --> 00:10:49.279]  If I find anything with Trump substance, I will go after him instantly.
[00:10:49.360 --> 00:10:50.160]  And everybody knows that.
[00:10:50.400 --> 00:10:50.799]  All right.
[00:10:51.120 --> 00:10:59.039]  Also in the files are all these letters to Robert Trivers, the top evolutionary theorist biologist in the world, hands down.
[00:10:59.360 --> 00:11:03.039]  And Epstein talking about how great this is, again, to train us.
[00:11:03.279 --> 00:11:06.400]  If we'll accept turning boys into girls and girls into boys, which is even real.
[00:11:06.480 --> 00:11:07.279]  It's like South Park.
[00:11:07.360 --> 00:11:11.120]  You can't become a dolphin even if you don't think so, have a fake dolphin fin put on you.
[00:11:11.440 --> 00:11:21.759]  That now people will accept designer babies, human cloning, everything, which I told you 25 years ago is the plan because it's in the Tavistock Institute MI6 documents.
[00:11:22.400 --> 00:11:34.720]  That's how I knew back in 2009, they're going to release a virus, have six feet apart, give you a vaccine that erases your immune system because it was in different UN documents in the Rockefeller plan as well the next year, Operation Lockstep.
[00:11:34.879 --> 00:11:36.000]  So I've known all this.
[00:11:36.160 --> 00:11:41.600]  I've exposed it before this stuff came out about Epstein being into cloning and having hundreds of babies himself.
[00:11:41.840 --> 00:11:42.400]  I said all that.
[00:11:42.639 --> 00:11:44.720]  Peter Nygaard got convicted of all this.
[00:11:45.039 --> 00:11:47.599]  He was definitely involved with Epstein as well.
[00:11:47.919 --> 00:11:52.959]  So now we need to say, okay, the public forced the release of these documents.
[00:11:53.279 --> 00:11:55.679]  We put pressure on Trump, pressure on Congress.
[00:11:56.000 --> 00:11:57.120]  It got released.
[00:11:57.439 --> 00:12:01.599]  Three plus million documents, hundreds of thousands of images, 2,000 videos.
[00:12:01.839 --> 00:12:03.679]  Now we need prosecutions.
[00:12:04.000 --> 00:12:07.360]  Now we need to beat the drum to prosecute everybody involved.
[00:12:07.679 --> 00:12:10.000]  And that means a hell of a lot of Democrats.
[00:12:10.319 --> 00:12:11.919]  So the media has tried to spin this.
[00:12:12.000 --> 00:12:13.759]  Trump stepped right into the trap.
[00:12:14.079 --> 00:12:17.199]  of going along with the cover-up because they convinced him it was an attack on him.
[00:12:17.519 --> 00:12:21.279]  Now he's like, wow, you see, this vindicates me.
[00:12:21.599 --> 00:12:28.879]  I'm going to sue the author Wolf, who is in the emails saying, yeah, we know Trump's innocent and Epstein saying he's innocent.
[00:12:29.199 --> 00:12:30.559]  So how do we cook something up to getting?
[00:12:30.959 --> 00:12:34.879]  But see, Trump has bad advisors, people that are in on this, people that are setting him up.
[00:12:35.120 --> 00:12:36.399]  It's absolutely disgusting.
[00:12:36.719 --> 00:12:39.439]  So this is a big, big, big deal.
[00:12:39.919 --> 00:12:41.839]  So go to Infowars.com, get the documents.
[00:12:41.919 --> 00:12:42.879]  We're posting more right now.
[00:12:43.120 --> 00:12:44.480]  We've got links to the DOJ.
[00:12:44.559 --> 00:12:45.519]  You can go check them for yourself.
[00:12:45.839 --> 00:12:52.000]  And that's important because there's also people posting fake documents online or edited ones where part of it's real and other stuff's edited in.
[00:12:52.559 --> 00:12:53.839]  But this is massive.
[00:12:54.159 --> 00:13:00.720]  There's also, there was a tip line set up that ran all the way until December of last year where any schizophrenic could just call in and say whatever they wanted.
[00:13:00.959 --> 00:13:05.839]  There's stuff in there about Elon Musk and Trump that was proven to not be true with known schizophrenics.
[00:13:06.159 --> 00:13:08.319]  But if you want to investigate that stuff and believe it, fine, great.
[00:13:08.480 --> 00:13:10.319]  Investigate that until the cow come home.
[00:13:10.480 --> 00:13:13.199]  But we have them red-handed with the podesta garbage.
[00:13:13.439 --> 00:13:15.919]  We have them red-handed with the Bill Gates garbage.
[00:13:16.000 --> 00:13:19.919]  We have them red-handed with the head of Harvard and their head scientist and all the rest of it.
[00:13:20.000 --> 00:13:21.839]  I mean, it just gets crazier and crazier.
[00:13:22.000 --> 00:13:28.480]  So keep digging, keep looking, keep posting, and we'll be covering it all at InfoWars.com forward slash show, banned.video.
[00:13:29.039 --> 00:13:29.919]  Just so much more.
[00:13:30.079 --> 00:13:31.439]  But just God bless you all.
[00:13:31.759 --> 00:13:33.599]  This is a big victory forcing all this out.
[00:13:33.759 --> 00:13:35.360]  Now we need to force the prosecutions.
[00:13:35.599 --> 00:13:36.559]  That's up to us.
[00:13:36.879 --> 00:13:37.599]  Look in the mirror.
[00:13:37.839 --> 00:13:38.559]  You got to take action.
[00:13:38.720 --> 00:13:39.360]  You got to get the word out.
[00:13:39.439 --> 00:13:40.720]  You got to make this the top story.
[00:13:41.039 --> 00:13:45.519]  And all you people saying, don't cover all this confirmed stuff with sex slavery.
[00:13:45.679 --> 00:13:46.639]  It covers up for Trump.
[00:13:46.720 --> 00:13:47.839]  No, it doesn't.
[00:13:48.480 --> 00:13:50.639]  You are covering up for the pedophiles when you do that.
[00:13:50.799 --> 00:13:52.399]  You find something real on Trump.
[00:13:52.720 --> 00:13:54.079]  Let's go after him too.
[00:13:54.399 --> 00:14:03.120]  Bottom line, this is smoking gun proof of hardcore child abuse, torture, and Satanism on top of all the stuff that already came out in WikiLeaks.
[00:14:03.279 --> 00:14:04.240]  It was confirmed to be real.
[00:14:04.480 --> 00:14:08.720]  If the Justice Department doesn't take action now with this information, they are complicit.
[00:14:09.039 --> 00:14:11.279]  And on top of it, it's all Democrats.
[00:14:11.519 --> 00:14:14.319]  It's all top leftist, hundreds of them.
[00:14:14.879 --> 00:14:17.120]  Take action now, Trump.
[00:14:17.439 --> 00:14:23.039]  On Friday, the Justice Department released over 3 million files, 180,000 photos, over 2,000 videos.
[00:14:23.359 --> 00:14:28.879]  And in the emails, it talks about Ms. Mamdani at these Epstein events.
[00:14:28.960 --> 00:14:29.839]  So people searched it.
[00:14:29.919 --> 00:14:30.879]  They found real photos.
[00:14:31.199 --> 00:14:32.079]  Ross confirmed them.
[00:14:32.159 --> 00:14:37.279]  There's fake photos, obviously, being spewed out of folks using AI, but we posted the real photos.
[00:14:37.599 --> 00:14:40.399]  And this goes right back to Macron.
[00:14:40.480 --> 00:14:43.839]  Now he was 14, dating the teacher at his school.
[00:14:44.159 --> 00:14:45.039]  It's the same story.
[00:14:45.199 --> 00:14:46.240]  These kids are groomed.
[00:14:46.399 --> 00:14:49.759]  This is the classic mind control MO.
[00:14:50.079 --> 00:14:54.159]  And then now they're coming up with emails and things about her at the island and all the rest of it.
[00:14:54.480 --> 00:14:55.039]  It's incredible.
[00:14:55.279 --> 00:15:09.599]  But we know for a fact, and I posted reports of this earlier, that you have emails that are confirmed as real from Epstein talking about one piece of pizza at the party for seven adults, how it's glowing and beautiful and how wonderful it's going to be.
[00:15:09.919 --> 00:15:14.079]  It ties into potatoes, having three little kids delivered to the pool in WikiLeaks.
[00:15:14.240 --> 00:15:16.480]  I mean, this is so crazy.
[00:15:16.799 --> 00:15:21.279]  Now, folks are saying, is Mamdani the son of Epstein?
[00:15:21.359 --> 00:15:22.720]  He wanted to have hundreds of children.
[00:15:23.039 --> 00:15:25.120]  We know it's breeding women at Zorro Ranch.
[00:15:25.279 --> 00:15:26.639]  I first broke that 15 years ago.
[00:15:26.720 --> 00:15:28.879]  It's all been confirmed by the New York Times since then.
[00:15:29.199 --> 00:15:31.919]  So this is crazy eugenics operation.
[00:15:32.240 --> 00:15:34.000]  It's all coming down like a house of cards.
[00:15:34.319 --> 00:15:42.240]  And the Democrats thought by pushing to have this release, somehow they would twist things in there that have been disproven with no evidence about Trump.
[00:15:42.399 --> 00:15:43.599]  And somehow they would be immune.
[00:15:43.679 --> 00:15:44.799]  It is a firestorm.
[00:15:44.959 --> 00:15:50.159]  Bill Gates with getting diseases from Russian girls and Epstein trying to drug his wives.
[00:15:50.239 --> 00:15:51.279]  That's all confirmed.
[00:15:51.599 --> 00:15:55.599]  I mean, the confirmed stuff is totally and completely insane.
[00:15:55.759 --> 00:15:57.120]  And where does Mamdani come from?
[00:15:57.199 --> 00:15:57.519]  Nowhere.
[00:15:57.679 --> 00:15:58.879]  Where does Macron come from?
[00:15:58.959 --> 00:15:59.199]  Nowhere.
[00:15:59.359 --> 00:16:07.359]  Kieris Darmer was the 15-year judge over the nation of the UK that covered up all the penophilia and the Islamic grooming gangs, the Pakistani grooming gangs.
[00:16:07.679 --> 00:16:08.799]  This is how they control things.
[00:16:08.959 --> 00:16:09.679]  This is their currency.
[00:16:09.759 --> 00:16:10.479]  This is their cult.
[00:16:10.879 --> 00:16:12.639]  This is what you've got to do to be part of it.
[00:16:12.959 --> 00:16:15.359]  And 99% of them are leftists and liberals.
[00:16:15.679 --> 00:16:22.000]  That's the head of Harvard, the top scientist at Harvard, how they would use transgenderism in these emails six, seven, eight years ago.
[00:16:22.799 --> 00:16:27.119]  Yeah, more than that, nine years ago, to destroy the family and society.
[00:16:27.439 --> 00:16:30.079]  I mean, all the real stuff is insane.
[00:16:30.959 --> 00:16:33.679]  The zone's being flooded with a lot of fake things or edited stuff.
[00:16:33.759 --> 00:16:38.240]  That's why you got to go to the actual database that DOJ released to check it.
[00:16:38.559 --> 00:16:40.399]  But this is just so amazing.
[00:16:40.559 --> 00:16:41.679]  And now's a dangerous point.
[00:16:41.839 --> 00:16:42.959]  This globals are desperate.
[00:16:43.039 --> 00:16:44.000]  God knows what they'll pull.
[00:16:44.319 --> 00:16:47.279]  We'll be covering it all right here at Polwars.com and Rawl Shows on X and Rumble.
[00:16:47.439 --> 00:16:48.719]  The Alex Shows show.
[00:16:49.199 --> 00:16:49.679]  Thank you so much.
[00:16:49.839 --> 00:16:50.719]  Investigate it for yourself.
[00:16:50.879 --> 00:16:54.000]  We'll continue to get into this information as fast as we can and get it out to you.
[00:16:54.639 --> 00:17:11.599]  Whatever the yes, ladies and gentlemen, we continue to delve into the tranche of documents from Jeffrey Epstein, connecting dots and really getting a full view, like a bird's eye view of the architecture of this global control network.
[00:17:11.679 --> 00:17:12.960]  And that's exactly what it is.
[00:17:13.279 --> 00:17:16.960]  It confirms everything we've been saying for two decades.
[00:17:17.279 --> 00:17:19.279]  And I'm sort of torn.
[00:17:19.359 --> 00:17:20.399]  I'm going to try to do two things.
[00:17:20.639 --> 00:17:24.960]  I want to tell you about some of the most explosive discoveries in the Epstein documents.
[00:17:25.279 --> 00:17:26.639]  And I've got an infinite number.
[00:17:26.799 --> 00:17:30.720]  I mean, I just had the crew print out the first like hundred things I could find.
[00:17:31.039 --> 00:17:34.399]  And then I still have like at least 100 bookmarked that we can get into.
[00:17:34.639 --> 00:17:36.399]  It is truly insane.
[00:17:37.359 --> 00:17:40.879]  We're seeing behind the curtain here in a very real way.
[00:17:41.359 --> 00:17:49.839]  And like I said before, connecting the dots in a way that is giving color to the previously black and white image.
[00:17:50.159 --> 00:17:52.319]  That we know generally how this stuff has gone on.
[00:17:52.480 --> 00:17:56.480]  Now we're getting the details, the names, the places, the times, all of it.
[00:17:56.799 --> 00:17:58.079]  It's incredible.
[00:17:58.399 --> 00:18:06.879]  And this is the work of the hive mind investigating this and digging into it and discovering things.
[00:18:07.200 --> 00:18:20.319]  And so I guess we'll start with an instruction on how you can do this, if you're so inclined, if you want to participate in this, because God only knows what people are missing, what things, because there's so much.
[00:18:20.480 --> 00:18:21.839]  I don't even know where to start.
[00:18:22.159 --> 00:18:23.599]  So I'm going to, I want to delve into it.
[00:18:23.679 --> 00:18:27.679]  I want to get into the morass, the disgusting stuff.
[00:18:27.839 --> 00:18:31.599]  I mean, we really have to investigate this, but there's so much of it.
[00:18:31.920 --> 00:18:35.039]  I mean, I've spent the last 48 hours feeling like I'm drowning in this stuff.
[00:18:35.200 --> 00:18:41.200]  It's just an ever, you know, increasing deluge of information that's like totally disorienting.
[00:18:41.440 --> 00:18:48.799]  But at the same time, I want to just pull out and look at this like maybe Donald Trump is looking at this or Benjamin Netanyahu is looking at this.
[00:18:48.960 --> 00:18:52.399]  They're not delving into the nitty-gritty disgusting details of it.
[00:18:52.720 --> 00:18:59.200]  They're looking or perhaps using this revelation, the release of these documents in a geopolitical way.
[00:18:59.440 --> 00:19:01.839]  How does this change the geopolitical landscape?
[00:19:01.920 --> 00:19:14.639]  Because it already has, by the way, apparently, allegedly, Jay-Z has fled the country to parts unknown because he was mentioned in the Epstein files quite a bit, doing some pretty disgusting things.
[00:19:15.440 --> 00:19:21.920]  A major political figure in Slovakia has resigned because their name was mentioned in the Epstein list.
[00:19:22.240 --> 00:19:29.119]  And there's still hundreds or thousands of names on these files that are blacked out, that are censored, but can be discovered.
[00:19:29.440 --> 00:19:30.879]  And you can look for clues.
[00:19:31.200 --> 00:19:42.639]  One particularly disturbing case is somebody who was blacked out, but is discussing with Epstein a torture video that he sent Epstein or she sent Epstein.
[00:19:43.120 --> 00:19:46.079]  And in that email, they talk about their travel plans.
[00:19:46.160 --> 00:19:52.559]  And you can actually line up the travel plans with known traveling schedules of major geopolitical figures.
[00:19:52.880 --> 00:20:02.160]  And we think we know more or less who that person is, or at least who runs in the circles of the people sending the torture videos, Jeffrey Epstein.
[00:20:02.240 --> 00:20:03.200]  So we're going to get into that.
[00:20:03.519 --> 00:20:13.920]  But I'm going to try to do both of these things, give you the details that are being uncovered, but also talk about the implications that we can draw from this in a bird's eye view.
[00:20:14.559 --> 00:20:22.640]  Because I cannot figure out if this release was a part of any major global plan.
[00:20:23.519 --> 00:20:33.840]  I mean, I have trouble rationalizing or believing that this is genuinely just like, well, the Congress voted to say we released it, so we had to release it.
[00:20:34.079 --> 00:20:35.200]  Oh, well, what are you going to do?
[00:20:35.440 --> 00:20:37.440]  Like, okay, what?
[00:20:37.680 --> 00:20:37.920]  No.
[00:20:38.480 --> 00:20:39.039]  I don't believe.
[00:20:39.200 --> 00:20:40.079]  I really don't believe that.
[00:20:40.240 --> 00:20:42.079]  And we know there's more information out there.
[00:20:42.400 --> 00:20:43.920]  There's information that's redacted here.
[00:20:44.160 --> 00:20:47.840]  There's, I mean, there's a ton that we still haven't gotten.
[00:20:48.160 --> 00:20:49.519]  But a lot of people are out there.
[00:20:49.840 --> 00:20:51.279]  You know, they're trying to blame this on Trump.
[00:20:51.360 --> 00:20:58.720]  They're trying to, you know, frame Trump as being, you know, central to this and that this release was some sort of major damaging thing to Trump.
