[00:00:00.270 --> 00:00:01.918]  The Alex Jones Show.
[00:23:04.446 --> 00:23:06.587]  Find out more at CovertCabinets.com.
[00:23:06.627 --> 00:23:07.868]  That's CovertCabinets.com.
[00:23:09.025 --> 00:23:09.906]  Hey, Berky Guy here.
[00:23:09.986 --> 00:23:11.688]  Are you still drinking unfiltered tap water?
[00:23:11.829 --> 00:23:13.491]  Does your water contain chlorine or fluoride?
[00:23:13.591 --> 00:23:15.413]  Will you have drinkable water in an emergency?
[00:23:15.533 --> 00:23:21.420]  The Berky Guy is here to help you remove these and other potential contaminants from your water, thus helping you drink clean, purified water.
[00:23:21.541 --> 00:23:25.065]  We offer Berky Water Purification Systems at the lowest available prices online.
[00:23:25.185 --> 00:23:27.086]  Don't go another moment without Berkey System.
[00:23:27.126 --> 00:23:30.168]  Over the last 10 years, we've helped thousands drink clean, purified water.
[00:23:30.248 --> 00:23:33.491]  Join them by visiting GoBerkey.com or call me, the Berkey Guy, at 877-886-3653.
[00:23:33.511 --> 00:23:33.711]  That's 877-886-3653.
[00:23:55.265 --> 00:23:55.506]  We're good.
[00:24:35.905 --> 00:24:38.485]  Have yourself a merry little Christmas.
[00:24:40.146 --> 00:24:41.446]  Evil Charlie Brown song.
[00:24:42.186 --> 00:24:48.507]  I don't know, we don't even play Christmas music, but the war on Christmas is completely open and naked now.
[00:24:49.487 --> 00:24:51.048]  Colleges all over are banning it.
[00:24:51.508 --> 00:24:54.468]  They're banning, uh, I'm Dreaming of a White Christmas saying it's racist.
[00:24:54.648 --> 00:24:56.129]  I'm not kidding, that's in the stack today.
[00:24:58.469 --> 00:25:01.450]  They really are turning us into a big Soviet-style gulag.
[00:25:01.470 --> 00:25:03.870]  It really is crazy.
[00:25:05.410 --> 00:25:09.574]  And a lot of folks think complying is going to protect them.
[00:25:11.175 --> 00:25:12.857]  No, it's going to destroy us.
[00:25:14.618 --> 00:25:18.181]  I look at every news channel and all they show is police brutality videos.
[00:25:19.182 --> 00:25:29.151]  By design, to harness all the anger at the government and focus it at the police, so the globalists can come in and federalize and globalize the local police.
[00:25:31.032 --> 00:25:40.936]  We have three different TV networks on in the control room, another network on in the coffee room, and every channel I just looked at as I walked through was police bashing.
[00:25:43.077 --> 00:25:51.661]  And you go, Alex, you're the guy that wrote the book, literally, and made the films, literally, on the corruption of police and the takeover of police.
[00:25:52.362 --> 00:25:55.343]  Yes, that was to stop the globalists from taking them over and setting them up.
[00:25:56.303 --> 00:25:57.644]  This is a covert takeover.
[00:26:00.535 --> 00:26:23.431]  Now they're preparing to overthrow state and local governments and bring in UN thought crime reconciliation commissions and turn the police into pure political commissars to come after veterans, gun owners, conservatives, libertarians, and Christians that aren't on the government system.
[00:26:24.832 --> 00:26:25.432]  Period!
[00:26:25.452 --> 00:26:28.735]  This is a war!
[00:26:30.094 --> 00:26:33.876]  Do I like seeing some crazy cop taser some old lady?
[00:26:33.896 --> 00:26:37.197]  Do I like seeing some nut cop shoot some guy in the back?
[00:26:37.237 --> 00:26:39.418]  No, but that is the tiny minority of police.
[00:26:39.938 --> 00:26:42.419]  And the police have been corrupted and have been twisted.
[00:26:42.719 --> 00:26:43.600]  So has society.
[00:26:44.220 --> 00:26:52.203]  But that is separate from the globalists trying to take over the police and running a war on the police.
[00:26:53.384 --> 00:26:55.585]  They got the police running their fake drug war on the public.
[00:26:58.186 --> 00:26:59.627]  That's something Congress brought in.
[00:26:59.647 --> 00:27:01.268]  That's something the CIA put in place.
[00:27:01.508 --> 00:27:02.609]  We change it at that level.
[00:27:02.809 --> 00:27:04.169]  We don't blame the police for it.
[00:27:04.730 --> 00:27:07.211]  They are the grassroots proletariat.
[00:27:07.952 --> 00:27:09.252]  They're where the rubber meets the road.
[00:27:09.993 --> 00:27:17.077]  And when they've been bullied into submission and taken over, they're going to come and arrest yours truly.
[00:27:19.118 --> 00:27:21.299]  You can guarantee that's where all this is going.
[00:27:23.781 --> 00:27:25.362]  I said I'd get into all the news and I will.
[00:27:26.772 --> 00:27:27.893]  China social credit.
[00:27:27.933 --> 00:27:29.455]  Beijing sets up huge system.
[00:27:29.755 --> 00:27:31.917]  There's the BBC reporting on it like it's no big deal.
[00:27:33.979 --> 00:27:38.963]  We're going to break down exactly what China announces and what they're setting up and doing an informational video on this in a moment.
[00:27:39.223 --> 00:27:40.304]  Because this is the model.
[00:27:40.565 --> 00:27:43.147]  This is what SOPA and CISPA and all of this is about.
[00:27:43.427 --> 00:27:47.431]  This is what Zuckerberg and others admit they're doing.
[00:27:47.571 --> 00:27:48.672]  This is their plan.
[00:27:48.932 --> 00:27:50.174]  This is how they're going to do it.
[00:27:51.348 --> 00:28:09.445]  Man, they are calling in all the media people across this country, from local talk radio to national talk radio, to Hollywood, and telling them, you toe the line with what's gonna come down with carbon taxes, forced inoculations, everything, and you'll be left alone, and you won't be enforced on.
[00:28:09.505 --> 00:28:10.766]  You won't have to do all this stuff.
[00:28:11.887 --> 00:28:16.071]  You'll get a get-out-of-jail-free card, but if you don't, we're gonna come after you.
[00:28:19.915 --> 00:28:22.856]  I mean, they're giving people these speeches now.
[00:28:23.776 --> 00:28:28.177]  Last year they legalized the CIA running domestic operations in propaganda and infiltration.
[00:28:29.218 --> 00:28:30.218]  And what do you think they do now?
[00:28:30.258 --> 00:28:35.779]  They put their people over every major media outlet and they sit there and they point-blank threaten everyone.
[00:28:37.380 --> 00:28:43.922]  They come to Matt Drudge and they go, as a friend, as a Supreme Court Justice, you're done.
[00:28:43.942 --> 00:28:45.062]  They're going to shut you down.
[00:28:46.783 --> 00:28:48.043]  Implied, you better roll over.
[00:28:52.938 --> 00:28:57.459]  And it's so crazy to hear the corrupt, compromised U.S.
[00:28:57.499 --> 00:29:06.002]  government say that, and the rogue Central Intelligence Agency run by foreign interests, that most Americans crap their pants.
[00:29:08.362 --> 00:29:08.683]  I don't.
[00:29:09.663 --> 00:29:11.003]  It's outrageously illegal.
[00:29:12.044 --> 00:29:13.304]  It's totally un-American.
[00:29:13.664 --> 00:29:16.685]  George Washington would just say, fix paying ads, go right at that.
[00:29:18.191 --> 00:29:19.532]  That's what we're doing in the Infowar.
[00:29:20.092 --> 00:29:21.773]  These people do not have the moral high ground.
[00:29:22.093 --> 00:29:25.154]  They are hijackers of our country, hijackers of these agencies.
[00:29:25.895 --> 00:29:31.257]  And don't forget, I have a special report coming up on this, there is a mutiny in the brass against this.
[00:29:31.818 --> 00:29:33.198]  That's why they tried to purge so many.
