[00:00:00.009 --> 00:00:01.631]  The Alex Jones Show.
[00:08:28.298 --> 00:08:32.899]  Ladies and gentlemen, it is Thursday, the 15th day of October 2015.
[00:08:38.877 --> 00:08:42.219]  I'm your host, Alex Jones, and we have a very full broadcast today.
[00:08:44.521 --> 00:08:54.607]  But many times when I come in here and go over the news that I'm going to be covering, there is a dizzying feeling because there's so much.
[00:08:55.907 --> 00:09:01.090]  Like what's important news versus what's just sensational and interesting.
[00:09:02.411 --> 00:09:05.113]  And sometimes things are really important, but they're also sensational.
[00:09:08.601 --> 00:09:09.762]  And I've talked a lot about this.
[00:09:10.162 --> 00:09:13.504]  15 years ago, I might have one over-the-top insane story out of 100.
[00:09:13.704 --> 00:09:21.728]  Now I've probably got 75 out of 200 articles that are just so over-the-top, I can't even believe it.
[00:09:25.830 --> 00:09:34.375]  And then, every few months, in the past it was every few years, but now it's every few months, a group of stories come together
[00:09:36.837 --> 00:09:54.205]  And with my knowledge and understanding of governmental systems worldwide, but particularly here in the United States, the tumblers basically click into place, the safe door opens, and you can really see what's inside.
[00:09:57.527 --> 00:10:02.009]  And a group of stories the last two weeks come together in a confluence
[00:10:06.164 --> 00:10:07.645]  That is so important.
[00:10:13.487 --> 00:10:26.833]  I am having trouble feeling even worthy to try to describe to you how absolutely confirming this is.
[00:10:28.394 --> 00:10:33.116]  And it shakes me to my absolute core.
[00:10:39.286 --> 00:11:03.702]  In fact, this news is so important that when I saw it this morning before the show, and it connected into everything else we already know, I almost went to David Knight's office and said, please put on your sports jacket, grab all the news you're researching, you're doing the show.
[00:11:07.697 --> 00:11:21.822]  So that I could get with Paul Watson, or myself and a word processor, and pull all these links together, put this together, write an article, put out an emergency alert, and really make a big deal out of it.
[00:11:21.882 --> 00:11:36.188]  Because if I just come up here at the start of the show, and mention some of these stories, and tell everybody it's really important, and tell everybody please get this information out, it won't go viral.
[00:11:40.077 --> 00:11:46.898]  If I say we've got a big announcement in a couple days and I build it up, which I don't do that, folks.
[00:11:46.918 --> 00:11:52.119]  I always say coming up and I'll just tell you right then what the news is because I just want to get it out.
[00:11:59.701 --> 00:12:08.143]  So what I am here trying to do is make a big deal out of this and really get people who are lost in the haze of all the news, myself included.
[00:12:08.183 --> 00:12:08.863]  I'm not on some
[00:12:10.236 --> 00:12:37.092]  High mountain here that we can really look at the situation we're in and really see that the worst case scenario analyses that we've come up with and many others have now come up with concurrent breakdowns basically is so horrible and it confirms our worst
[00:12:38.772 --> 00:12:42.674]  Our worst, not fears, our worst long-term projections.
[00:12:43.354 --> 00:12:45.956]  Because we're not long-term projecting now, we're in 2015.
[00:12:54.560 --> 00:12:58.242]  I am not trying to be dramatic here.
[00:12:59.442 --> 00:13:00.283]  This is dramatic.
[00:13:07.126 --> 00:13:08.307]  Richard walked in this morning.
[00:13:11.914 --> 00:13:19.799]  And he said, you know, you've been covering the Safe Cities Initiative and the UN Treaty.
[00:13:22.221 --> 00:13:24.462]  We know it's tied to the TPP on law enforcement.
[00:13:28.465 --> 00:13:30.006]  Here's the headline from a few weeks ago.
[00:13:30.046 --> 00:13:34.469]  Obama administration and UN announced global police force to fight extremism in US.
[00:13:37.071 --> 00:13:41.674]  Now we have this new article out today from UPI that no one is covering.
[00:13:43.942 --> 00:13:46.304]  Justice Department creates domestic terrorism unit.
[00:13:51.227 --> 00:14:11.500]  And then we have their press releases on it and we have an hour and a half video that we're watching and going over with the Southern Poverty Law Center and the ADL basically running the Justice Department creating their own basically Bolshevik police force
[00:14:12.907 --> 00:14:36.091]  And they say, and they link to the previous Homeland Security reports that we received and leaked years ago, five different ones, saying that the number one terror enemy is patriots, veterans, gun owners, conservatives, libertarians, and saying
[00:14:39.028 --> 00:14:48.882]  That they are going to federalize local police and make their main mission persecuting veterans, returning veterans, gun owners, conservatives, Christians.
[00:14:52.086 --> 00:14:53.668]  And you see the beginnings of it.
[00:14:54.773 --> 00:15:11.604]  With 15 people charged in Georgia for being at a park with rebel battle flags and American flags, and in the indictment, which is, again, at the state level, but the feds are involved, it says the flags were threatening.
[00:15:16.467 --> 00:15:19.749]  And you add all this together, they are intending
[00:15:24.454 --> 00:15:42.002]  To start a war in the United States with the American people, they will guaranteed stage false flags to be blamed on us, and they will guaranteed try to round up and arrest Americans en masse.
[00:15:42.222 --> 00:15:43.162]  They're moving to do it.
[00:15:44.163 --> 00:15:47.364]  I know in my gut, and I can see all the facts, they intend to do it.
[00:15:47.845 --> 00:15:48.865]  There's no doubt now.
[00:15:49.725 --> 00:15:50.746]  They are insane.
[00:15:50.946 --> 00:15:51.946]  They are going for broke.
[00:15:52.026 --> 00:15:53.187]  They are crazy.
[00:15:55.919 --> 00:15:57.460]  Hitler was crazy going into Russia.
[00:15:57.520 --> 00:16:03.445]  Napoleon was crazy going into areas and places that he couldn't defeat.
[00:16:05.327 --> 00:16:06.808]  This is the nature of power.
[00:16:08.850 --> 00:16:14.074]  And we have megalomaniacs running the show that hate us, the better cleaners.
[00:16:14.555 --> 00:16:18.198]  They hate us because we don't commit crime at any rate that's measurable.
[00:16:18.658 --> 00:16:20.260]  They hate us because we produce so much wealth.
[00:16:21.394 --> 00:16:22.755]  They hate us because we're strong.
[00:16:22.895 --> 00:16:24.037]  They hate us because we're good.
[00:16:24.877 --> 00:16:27.820]  They hate us because they know that we're not criminals like them.
[00:16:30.203 --> 00:16:35.488]  I told you that they were going to start indicting Republican leadership that was patriots.
[00:16:36.128 --> 00:16:38.391]  They have indicted two of Rand Paul's staffers.
[00:16:42.855 --> 00:16:44.837]  They're calling it payments for endorsements.
[00:16:49.505 --> 00:16:55.368]  No, the Campaign for Liberty, other organizations, that's what they do is they give money to libertarian candidates to build a movement.
[00:16:56.588 --> 00:17:04.752]  And the Republican and Democratic parties have circled the wagons against the Tea Party because the Tea Party is taking over the Republican Party.
[00:17:05.852 --> 00:17:06.952]  We've removed the Speaker.
[00:17:09.293 --> 00:17:10.714]  We're trying to get a good Speaker in.
[00:17:10.834 --> 00:17:12.415]  That would be like getting a good President in.
[00:17:12.655 --> 00:17:13.495]  It's just as important.
[00:17:14.176 --> 00:17:15.116]  Just as important.
[00:17:19.397 --> 00:17:23.139]  This is a quiet, peaceful revolution, trying to take our country back the right way.
[00:17:24.239 --> 00:17:29.682]  And I'm telling you right now, Ron Paul's on next week, but they are trying to find anything to indict.
[00:17:30.722 --> 00:17:31.323]  Rand Paul.
[00:17:33.063 --> 00:17:33.724]  Ron Paul.
[00:17:35.945 --> 00:17:36.665]  Governor Abbott.
[00:17:37.445 --> 00:17:39.226]  They've already indicted the Texas Attorney General.
[00:17:40.447 --> 00:17:41.968]  I told you they got the feds on me.
[00:17:43.428 --> 00:17:44.589]  Why do you think Drudge was here?
[00:17:46.001 --> 00:17:49.462]  Judges have been told by Supreme Court Justice and others that it's coming.
[00:17:51.003 --> 00:17:51.623]  They've been told.
[00:17:54.224 --> 00:17:55.725]  This is white knuckle time, folks.
[00:17:58.486 --> 00:18:02.327]  And if they get away with indicting Rand Paul and Ron Paul, I told you they're real.
[00:18:02.647 --> 00:18:03.528]  People want to bash them.
[00:18:03.548 --> 00:18:06.369]  They got fake libertarian whisper campaigns against them all day long.
[00:18:06.689 --> 00:18:07.469]  That's government run.
[00:18:07.749 --> 00:18:08.709]  Just like they have it against me.
[00:18:09.010 --> 00:18:09.650]  Because they know.
[00:18:09.690 --> 00:18:10.890]  They got our phones tapped, folks.
[00:18:10.910 --> 00:18:11.731]  They know our families.
[00:18:12.091 --> 00:18:12.931]  They know we're for real.
[00:18:13.291 --> 00:18:15.132]  They know that we'll go all the way.
[00:18:16.783 --> 00:18:17.764]  We're the real deal, folks.
[00:18:18.625 --> 00:18:19.125]  And they know it.
[00:18:21.047 --> 00:18:25.431]  And they've got... The White House is ordering the FBI to find something.
[00:18:25.471 --> 00:18:27.273]  They've been investigating me for two years.
[00:18:27.393 --> 00:18:28.074]  They can't do it.
[00:18:29.315 --> 00:18:35.521]  The FBI, for all its problems, has a organizational resistance to the total destruction of the country.
[00:18:37.063 --> 00:18:41.387]  And I was told about a year ago they were going to create a Justice Department special unit
[00:18:42.827 --> 00:18:55.810]  That will basically command local police forces and will take control of special units that they're creating within the ATF, the BATF, within the FBI, within the hostage rescue team, all of it.
[00:18:56.510 --> 00:19:02.971]  And this is the equivalent of a Hitlerian brown shirt takeover in America.
[00:19:04.891 --> 00:19:07.752]  And they're making their move with a coup inside the government.
[00:19:08.991 --> 00:19:10.572]  To really take over.
[00:19:10.672 --> 00:19:14.115]  They've got the central banks, they've got the regulators, they've got a lot of that in place.
[00:19:14.636 --> 00:19:23.123]  But now, they are creating the federal police, commissar, political police, NKVD style units.
[00:19:26.085 --> 00:19:29.688]  And believe me, it's not just going to be indictments, it's not just going to be arrests.
[00:19:31.430 --> 00:19:34.432]  They have obviously large assassination teams.
[00:19:35.359 --> 00:19:38.220]  They have been canvassing the U.S.
[00:19:38.260 --> 00:19:47.785]  military and mercenaries, but there is a boycott within those groups to commit murders against patriots in the United States.
[00:19:48.345 --> 00:19:55.288]  But they are canvassing and trying to line up large shadow government forces
[00:19:57.421 --> 00:20:04.163]  Similar to how the Nazis tried to get Smedley Butler to have a coup, well this isn't Nazis doing it, it's communists and big banks.
[00:20:04.783 --> 00:20:06.124]  It's just unbelievable.
[00:20:06.364 --> 00:20:08.404]  It is unbelievable.
[00:20:08.464 --> 00:20:12.686]  Most of us already know that taking a fish oil supplement to boost omega-3s is a good idea.
[00:20:12.866 --> 00:20:16.767]  But did you know that about 60% of Americans are actually deficient in omega-3s?
[00:20:16.927 --> 00:20:21.148]  Did you know that most fish oil products contain only about 25% omega-3s, and the remaining 75% is undesirable fish fat?
[00:20:24.289 --> 00:20:29.311]  Heck, did you know that more than 90% of fish oil supplements sold in the USA are not even made here?
[00:20:29.531 --> 00:20:38.035]  If you want to boost your Omega-3s using the finest American-made fish oil, check out Nutrigold fish oil supplements on www.fishoil.best.
[00:20:38.235 --> 00:20:41.196]  Nutrigold fish oils are independently 5-star certified.
[00:20:41.496 --> 00:20:41.716]  I think so.
[00:21:08.576 --> 00:21:09.556]  What are you listening to?
[00:21:09.916 --> 00:21:12.397]  Have you tried the Doug Stephan 24-7 Listen Line?
[00:21:12.637 --> 00:21:13.077]  It's easy.
[00:21:13.298 --> 00:21:15.958]  Just punch in 605-477-3712.
[00:21:16.058 --> 00:21:18.919]  No apps, no data, no internet needed.
[00:21:19.119 --> 00:21:21.320]  And no extra cost if you have unlimited minutes.
[00:21:21.560 --> 00:21:23.021]  Call now.
[00:21:23.041 --> 00:21:23.521]  605-477-3712.
[00:21:23.741 --> 00:21:27.062]  Now you can listen to Doug Stephan when you want.
[00:21:27.282 --> 00:21:30.243]  Bookmark the Doug Stephan 24-7 Listen Line number today.
[00:21:30.263 --> 00:21:30.303]  605-477-3712.
[00:21:30.523 --> 00:21:30.863]  Got it?
[00:21:30.883 --> 00:21:31.063]  Call 605-477-3712.
[00:21:37.898 --> 00:21:47.223]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[00:21:47.323 --> 00:21:51.646]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[00:21:51.746 --> 00:21:57.809]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[00:21:57.849 --> 00:22:00.490]  Buy now at DefenderShield.com.
[00:22:00.611 --> 00:22:02.852]  For 10% off, use promo code GCN.
[00:22:03.032 --> 00:22:06.554]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[00:22:07.540 --> 00:22:15.483]  There are hundreds of silver products on the market today, but there's nothing like the astonishing health benefits of the multi-patented One Silver Solution.
[00:22:15.643 --> 00:22:21.385]  Boost your immune system at a great price with our Silver Solution liquid, starting at $12.95 a bottle.
[00:22:21.505 --> 00:22:24.186]  Now available in regular and extra strength.
[00:22:24.406 --> 00:22:26.646]  That's half the price of the leading competitors.
[00:22:26.827 --> 00:22:32.408]  Call 844-USE-SILVER for your free catalog, or go to onesilversolution.com.
[00:22:32.628 --> 00:22:34.429]  Onesilversolution.com.
[00:22:34.569 --> 00:22:36.790]  There is only one silver solution.
[00:22:37.250 --> 00:22:39.071]  Healthy, organic, fresh fish.
[00:22:39.311 --> 00:22:41.212]  Robust, mouth-watering vegetables.
[00:22:41.552 --> 00:22:42.393]  All from your home.
[00:22:42.573 --> 00:22:43.754]  It's called Aquaponics.
[00:22:44.014 --> 00:22:48.476]  This brilliant, self-sustaining protein and veggie system is perfect for year-round growing.
[00:22:48.676 --> 00:22:50.857]  Know exactly where your food is coming from.
[00:22:51.118 --> 00:22:54.860]  Aquaponicsource.com is the one-stop shop for all your needs.
[00:22:55.120 --> 00:22:58.562]  Fish, fish food, plumbing, full systems, classes and more.
[00:22:58.742 --> 00:23:00.122]  Learn to build your own system.
[00:23:00.423 --> 00:23:04.325]  Go to aquaponicsource.com for a free guide to aquaponics.
[00:23:04.565 --> 00:23:06.166]  That's aquaponicsource.com.
[00:23:06.866 --> 00:23:11.328]  KDArmor.com is your one-stop shop for the most affordable body armor period.
[00:23:11.408 --> 00:23:15.790]  With packages starting at $169.99 and free shipping on every order.
[00:23:15.970 --> 00:23:17.451]  Why would you go anywhere else?
[00:23:17.671 --> 00:23:21.293]  KD offers soft armor and rifle threat rated armor up to level 4.
[00:23:21.993 --> 00:23:25.575]  Go to KDArmor.com and get your body armor today while you still can.
[00:23:25.715 --> 00:23:31.338]  Mention this ad and receive a free water purification kit for a limited time with any body armor package.
[00:23:31.518 --> 00:23:32.798]  Go to KDArmor.com.
[00:23:32.938 --> 00:23:35.039]  That's KDArmor.com.
[00:23:35.099 --> 00:23:35.920]  Come and take it.
[00:23:37.600 --> 00:23:39.221]  Silver products on the market today.
[00:23:39.321 --> 00:23:44.482]  But there's nothing like the astonishing health benefits of the multi-patented One Silver Solution.
[00:23:44.642 --> 00:23:48.363]  Boost your immune system at a great price with our Silver Solution liquid.
[00:23:48.503 --> 00:23:50.384]  Starting at $12.95 a bottle.
[00:23:50.504 --> 00:23:53.185]  Now available in regular and extra strength.
[00:23:53.385 --> 00:23:55.646]  That's half the price of the leading competitors.
[00:23:55.846 --> 00:23:59.067]  Call 844-USE-SILVER for your free catalog.
[00:23:59.207 --> 00:24:01.408]  Or go to onesilversolution.com.
[00:24:01.628 --> 00:24:03.428]  Onesilversolution.com.
[00:24:03.568 --> 00:24:05.789]  There is only one Silver Solution.
[00:24:22.259 --> 00:24:30.294]  Yeah, Strange Days have found us.
[00:24:30.374 --> 00:24:33.459]  They're going to destroy us.
[00:24:51.884 --> 00:24:59.746]  A multinational banking cartel that operates as organized crime has taken over basically about 70% of the planet.
[00:25:01.486 --> 00:25:03.846]  It's got tentacles into Russia, tentacles into China.
[00:25:05.207 --> 00:25:10.368]  China is probably even just as bad or worse a predator group than the Anglo-American establishment.
[00:25:11.688 --> 00:25:21.350]  Russia was captured by the Anglo-American establishment through the Bolshevik disease and is halfway pulled itself away from the entity and so is being
[00:25:23.263 --> 00:25:30.605]  Besieged by economic warfare and destabilization foundations within.
[00:25:32.245 --> 00:25:38.326]  But Russia still is strongman mafia corruption, but it's angelic compared to the eugenicist.
[00:25:39.086 --> 00:25:43.247]  The Russians are not putting fluoride in their water and cancer viruses in their vaccine for their public.
[00:25:46.828 --> 00:25:50.429]  And when they bring down the Russians, there'll be nothing else standing against them.
[00:25:52.924 --> 00:25:53.925]  Except the American people.
[00:25:57.868 --> 00:25:58.969]  And that's why we're under attack.
[00:26:03.053 --> 00:26:06.576]  And the globalist secret weapon is the radical Muslims.
[00:26:06.616 --> 00:26:07.837]  They're going to turn them loose everywhere.
[00:26:09.986 --> 00:26:23.413]  In Germany, we told you about this yesterday, but this is RT, German parents outraged that their school children have to make beds cooked for refugees, retirees are being thrown out of their homes, and the quote immigrants and migrants are being given them.
[00:26:25.214 --> 00:26:30.497]  The Express reports refugees taunt police with selfies showing stolen goods, but they can't be arrested.
[00:26:31.537 --> 00:26:34.279]  They've been told that they are above the law by the French Federal Police.
[00:26:35.916 --> 00:26:37.597]  Now, you think this is over the top.
[00:26:37.777 --> 00:26:39.918]  No, this is meant to break the will.
[00:26:43.060 --> 00:26:47.723]  You can rape women, you can tell women that they can't, you know, wear short skirts in Germany at Oktoberfest.
[00:26:49.324 --> 00:26:51.265]  But if you protest against it, you'll be arrested.
[00:26:54.587 --> 00:26:56.488]  This is the leftist system of tyranny.
[00:26:57.008 --> 00:27:00.010]  The exact same system you see in Germany is what they're going to have here.
[00:27:03.228 --> 00:27:12.635]  And when they activate the Justice Department units that are already in place, those teams are going to run the false flags in phase one.
[00:27:14.357 --> 00:27:28.728]  To then have a huge media frenzy and hysteria projecting the school, the federal building, the police station, the statehouse that gets hit by a quote, patriot truck bomb.
[00:27:31.334 --> 00:27:44.485]  Except they know we're on our toes, and we're aware of this, and so I said when they start trying to indict Ron Paul, Rand Paul, myself, Matt Drudge, you may not think Rush Limbaugh's a good guy, but they're going to go after him too.
[00:27:47.827 --> 00:27:54.713]  When they make that move, they've already started to indict News Corp, so they went and made a deal, joined the Democrats two years ago.
[00:27:54.993 --> 00:27:56.014]  The indictments got dropped.
[00:27:57.346 --> 00:28:00.348]  The Republican leadership said, look, just give us money, let us go along with you.
[00:28:00.748 --> 00:28:02.609]  They're going to be set up in the end and take it out as well.
[00:28:02.629 --> 00:28:04.030]  They're going to go with a one-party deal here.
[00:28:05.551 --> 00:28:08.232]  They'll still be somewhat of a Republican party, but it's going to be limited.
[00:28:12.615 --> 00:28:13.536]  This is the takeover.
[00:28:13.576 --> 00:28:14.736]  This is America falling.
[00:28:14.776 --> 00:28:15.217]  This is it.
[00:28:16.918 --> 00:28:20.960]  And they will just start arresting people for rebel flags, then Gadsden flags.
[00:28:20.980 --> 00:28:22.341]  They'll say someone's feelings were hurt.
[00:28:22.941 --> 00:28:24.682]  Oops, you resisted the police, you got killed.
[00:28:28.851 --> 00:28:31.833]  You know, how dare the Patriots, you know, have blown up that school?
[00:28:33.175 --> 00:28:34.696]  They'll hit some tearjerker target.
[00:28:38.219 --> 00:28:40.681]  And I just don't want to sit here and watch this happen.
[00:28:42.302 --> 00:28:45.124]  I know the military is beside itself knowing about this.
[00:28:46.926 --> 00:28:50.649]  Military's not perfect, but killing America really gets to even the high-level brass.
[00:28:52.296 --> 00:28:56.878]  They know that they've been removing actual military men and they've been putting politicians in.
[00:28:57.378 --> 00:28:59.179]  This has never before been done at this level.
