[00:00:19.451 --> 00:00:21.533]  Welcome to tonight's InfoWars Nightly News.
[00:05:28.134 --> 00:05:39.200]  And then myself with Jason Douglas and Alex Jones put out Police State 4, The Rise of FEMA, just showing the incrementalism that's going on here in our country with the buildup of these FEMA camps.
[00:05:39.580 --> 00:05:43.001]  That now people are saying are Walmarts, but I'm not so sure about that.
[00:05:43.041 --> 00:05:58.086]  But joining me to answer the questions about this marine drill and a few other drills is my good buddy here, Joe Biggs, who's actually been in, you saw the riots break out in Ferguson with the people starting to throw stuff at the police and the shots heard and all that other goodness.
[00:05:58.606 --> 00:06:02.527]  What do you think after watching this video, just the raw footage, not with the narration?
[00:06:02.807 --> 00:06:25.890]  Well there is some truth to the fact that they do that training for embassies because nine times out of ten they're gonna have a squad of Marines guarding those embassies so that makes sense but just like earlier when Paul Joseph Watson and David Knight were speaking there's double meaning behind training it's not always just as crystal clear as it seems like we're using this only for this one thing well they're using it for that as well but they're also
[00:06:26.491 --> 00:06:32.739]  Training to condition people here to get used to doing it on American soil, and that's what you have to focus on.
[00:06:33.059 --> 00:06:42.311]  And all these people who call us tinfoil nut jobs, whatever, that's the angle they look at only as a fact that yes, it is training that's useful for embassy protection, but at the same time,
[00:06:43.359 --> 00:06:48.525]  If you go read the documents, it shows you that there's a double use for foreign and domestic as well.
[00:06:48.545 --> 00:06:50.527]  Yeah, it looks like a three-way conditioning.
[00:06:50.567 --> 00:06:58.997]  You're training them for an embassy situation here in America, and then you're training the American public by putting this out to Americans and saying, hey look, look at what we're doing.
[00:06:59.317 --> 00:07:00.479]  We're good little boys and girls.
[00:07:00.539 --> 00:07:02.221]  Don't worry when you see this in your neighborhood.
[00:07:02.261 --> 00:07:03.021]  It's no big deal.
[00:07:03.382 --> 00:07:04.043]  We're here to help.
[00:07:04.423 --> 00:07:08.246]  Well, the scary part about that training is how they're bringing the guns around as well.
[00:07:08.366 --> 00:07:08.727]  Yeah.
[00:07:08.747 --> 00:07:11.249]  You know, I saw the riot police in Ferguson.
[00:07:11.509 --> 00:07:11.950]  You've been shot?
[00:07:11.990 --> 00:07:12.890]  Yeah, I've been shot.
[00:07:13.211 --> 00:07:15.473]  Luckily, when they did that, they didn't go quite that far.
[00:07:15.873 --> 00:07:32.007]  But, like you said, we're seeing these steps increase closer and closer to where it looks like it's an inevitable where there's going to be a martial law takeover in these areas and how they train and the intensity of this training has stepped up just out of this world the past year.
[00:07:32.287 --> 00:07:40.333]  Yeah, and in Florida we saw the footage, you know, kind of grainy looking, but they were marching people through the streets and then putting them into trucks and taking them away.
[00:07:40.373 --> 00:07:44.476]  Yeah, they say we're crazy if we question that and we want to look into that further.
[00:07:44.696 --> 00:07:44.936]  Right.
[00:07:45.056 --> 00:07:54.723]  I don't think anybody wants to be sleeping in their bed and then some Chinook or, you know, Apache flies overhead and then troops come, you know, fast roping out and then grab you.
[00:07:55.083 --> 00:08:01.108]  Or say it's night and you see special forces walking through your backyard, they wake up your dog, and you go out there with a gun.
[00:08:01.388 --> 00:08:01.608]  Yeah.
[00:08:01.889 --> 00:08:04.371]  Well, that could happen this summer in Bastrop.
[00:08:05.071 --> 00:08:08.454]  And that goes to our next story, which came out of the Austin American-Statesman.
[00:08:08.494 --> 00:08:10.796]  We posted a version of it, which I like our headline better.
[00:08:11.096 --> 00:08:14.499]  Bastrop County, Texas residents oppose Jade Helm.
[00:08:14.559 --> 00:08:17.061]  Many Americans expressed strong concern over the training.
[00:08:17.401 --> 00:08:21.705]  And then you have the Austin American-Statesman Watered Down headline.
[00:08:21.725 --> 00:08:24.487]  Jane held 15 to make appearance before Bastrop County commissioners.
[00:08:24.747 --> 00:08:28.436]  Really doesn't say anything and doesn't mention anything in the headline.
[00:08:28.456 --> 00:08:32.626]  Doesn't make you want to read the story, which kind of looks like it's on purpose, but tell us about what's going on now.
[00:08:33.166 --> 00:08:39.472]  Alright, so what this is, is a lot of people in Bastrop have kind of been concerned, so to say, with this whole Jade Helm operation.
[00:08:39.912 --> 00:08:43.115]  And you know, we're based out of Austin right here, Bastrop's our next door neighbors.
[00:08:43.615 --> 00:08:48.059]  We do a lot of videos about this, we help break the story, we help get it out there and get attention to it.
[00:08:48.379 --> 00:08:51.342]  And people are starting to see the implications of this exercise.
[00:08:51.742 --> 00:08:57.748]  And luckily, there's a lot of people in Bastrop who are kind of saying, hey, I'm not quite sure, I'm not convinced of your
[00:08:58.608 --> 00:09:08.214]  A narrative that you've given out about what it is you're really going to be doing because they said these special operations soldiers will be in civilian attire, driving civilian vehicles, doing suspicious activity.
[00:09:08.474 --> 00:09:10.655]  So that's something that's unknown that we're not going to know about.
[00:09:10.675 --> 00:09:15.418]  Now we know there's a lot of these ex-special forces guys who are going to do a counter-Jane Helm.
[00:09:15.498 --> 00:09:17.659]  But this right here is a good opportunity, I think.
[00:09:18.059 --> 00:09:19.360]  This whole county commission meeting.
[00:09:19.600 --> 00:09:24.603]  If we can get enough people, enough patriots, enough Americans who are sick and tired of this BS,
[00:09:25.063 --> 00:09:29.126]  The fact that we spend millions of dollars on these training facilities and they're not using them.
[00:09:29.146 --> 00:09:32.048]  They're coming out here and scaring the bejesus out of people.
[00:09:32.249 --> 00:09:36.232]  We need everybody to show up on April 27th at 9 a.m.
[00:09:36.652 --> 00:09:40.935]  and I'm gonna give you the address right now at 804 Pecan Street.
[00:09:40.995 --> 00:09:44.538]  It's at the second floor and this is the Commissioner's courtroom in Bastrop.
[00:09:44.898 --> 00:09:45.619]  At 9 a.m.
[00:09:46.019 --> 00:09:50.983]  people are going to show up and basically
[00:09:52.602 --> 00:09:52.882]  I think so.
[00:10:13.300 --> 00:10:24.484]  Yeah, you know, what's going to happen if sometime at night my dog wakes up in the middle, you know, wakes me up, I come out there with my gun to see what it is, and you got special forces guys with guns trained on them, you know?
[00:10:25.224 --> 00:10:27.585]  What am I, you know, what would I do in that situation?
[00:10:27.645 --> 00:10:36.928]  I think those are the types of questions, especially out there, it's a little, it's a rural area out there, and there could be a lot of those operations, they said these types of operations are going to be going on, they're going to be trying to work undercover.
[00:10:37.148 --> 00:10:41.569]  And they're going to be doing their operations from, I think, right around 11 o'clock at night until 4 in the morning.
[00:10:41.949 --> 00:10:44.090]  When people are trying to sleep, they've got to go to work in the morning.
[00:10:44.110 --> 00:10:46.051]  They're going to have a lot of cranky people out there.
[00:10:46.291 --> 00:10:47.351]  People aren't going to like that.
[00:10:47.671 --> 00:10:52.132]  And like I said, I want to encourage each and every person out there right now to come out.
[00:10:52.152 --> 00:10:53.493]  If you've got to drive three hours,
[00:10:53.973 --> 00:10:54.553]  Who cares?
[00:10:54.873 --> 00:10:56.794]  This is something worthy of going to.
[00:10:57.134 --> 00:11:01.816]  Get up off your butt, put your Cheetos down, get off the couch, and come out and support this.
[00:11:02.196 --> 00:11:03.476]  I'm going to be out there protesting.
[00:11:03.616 --> 00:11:17.821]  I'm going to go out there and ask as many hard-hitting questions as possible, because if we can get it shut down in Bastrop, other people across America can see what we've done, and then they can go to their commissioners and all this stuff, and they can bring it to the surface and say, hey, we don't want this happening in our town.
[00:11:18.161 --> 00:11:19.881]  Let's do the same thing, and let's stop it.
[00:11:20.301 --> 00:11:21.442]  I just realized, Joe, that
[00:11:22.315 --> 00:11:25.256]  By doing this, we're being hostile towards the government.
[00:11:25.456 --> 00:11:26.817]  We're playing into their narrative.
[00:11:26.857 --> 00:11:30.458]  We're now a hostile state because we just don't agree with what's going on.
[00:11:30.498 --> 00:11:31.659]  And we have questions about it.
[00:11:32.019 --> 00:11:34.700]  And we know that these army plans exist.
[00:11:34.800 --> 00:11:36.701]  They've existed for a long time.
[00:11:37.281 --> 00:11:41.583]  Since, I think since the 60s, they've been working on this continuity of government situation.
[00:11:41.983 --> 00:11:43.443]  Or different, whatever may happen.
[00:11:43.483 --> 00:11:45.264]  They go, well, if this happens, we're going to be ready with this.
[00:11:45.504 --> 00:11:47.785]  Yeah, they want to have these re-education camps.
[00:11:48.585 --> 00:11:49.165]  Fun camps.
[00:11:49.185 --> 00:11:50.585]  Hillary called them fun camps.
[00:11:50.945 --> 00:11:53.286]  Don't misinterpret what Hillary said.
[00:11:53.306 --> 00:11:53.766]  They're for us.
[00:11:54.046 --> 00:11:56.106]  Now let's go to this next thing.
[00:11:56.206 --> 00:12:00.867]  Paul put out a video yesterday about the Walmarts and their sinister things that might be going on.
[00:12:01.007 --> 00:12:02.288]  I'm getting a ton of information.
[00:12:02.348 --> 00:12:05.048]  I monitored the whistleblower email.
[00:12:05.748 --> 00:12:08.829]  I saw a video that a guy who lived across from one in Vegas went in.
[00:12:09.229 --> 00:12:11.790]  Now they're being shut down from midnight to 6 a.m.
[00:12:12.950 --> 00:12:17.793]  And he went in and noticed that the floors have been redone and the shelves all have wheel units underneath them.
[00:12:18.574 --> 00:12:20.255]  And he's saying, wow, this is weird.
[00:12:20.295 --> 00:12:21.175]  This has never happened before.
[00:12:21.436 --> 00:12:26.419]  He talks to a guy out front and said, yeah, he agreed with everything that he had observed, agreed with him.
[00:12:26.519 --> 00:12:27.780]  He doesn't know why it's being done either.
[00:12:28.420 --> 00:12:29.681]  People have been sending you information.
[00:12:29.821 --> 00:12:31.242]  What's your take on the whole Walmart thing?
[00:12:32.002 --> 00:12:38.607]  Well, I can understand the whole, uh, the fact that there's a labor dispute going on and they just want to shut them down just to
[00:12:39.875 --> 00:12:41.336]  To just get that out of their hair.
[00:12:58.809 --> 00:13:02.891]  But at this point, I don't think there's any reason to suspect it's something sinister.
[00:13:02.971 --> 00:13:08.094]  Now, you know, Walmart does allow people to park large vehicles there in their parking lots.
[00:13:08.134 --> 00:13:10.815]  They kind of encourage that, especially people traveling in RVs.
[00:13:11.095 --> 00:13:13.297]  You can look at any Walmart, they have an open policy for that.
[00:13:13.717 --> 00:13:14.857]  One, because it brings in customers.
[00:13:14.918 --> 00:13:16.778]  It brings in people who are going to go in and buy stuff.
[00:13:17.839 --> 00:13:21.241]  And so I think you might see military convoys pulling into a Walmart.
[00:13:22.264 --> 00:13:29.294]  Who knows what those motives are, but they do allow that because I've been getting a lot of reports from people saying, hey, you got to look into this.
[00:13:29.494 --> 00:13:30.876]  There's military presence at Walmarts.
[00:13:30.977 --> 00:13:31.557]  What does it mean?
[00:13:31.618 --> 00:13:32.138]  What does it mean?
[00:13:32.679 --> 00:13:38.828]  And, you know, all I can say is at this point, I don't think there's any reason to be concerned about it, but we should still keep our eyes open.
[00:13:38.868 --> 00:13:39.328]  Well, definitely.
[00:13:39.368 --> 00:13:45.132]  It's definitely something to keep an eye on, but I don't think there's really a correlation between Jade Helm and the Walmart closures.
[00:13:45.212 --> 00:13:53.977]  But an interesting thing is, though, yesterday I saw the page on FEMA where they actually had a Walmart exec working on one of their boards.
[00:13:54.117 --> 00:13:54.357]  Right.
[00:13:54.417 --> 00:13:58.399]  So, I mean, that was just kind of another interesting thing, and we have a report about that as well.
[00:13:58.439 --> 00:14:01.061]  Yeah, let's go to that report now, and we'll be back to finish up with Joe Biggs.
[00:14:02.150 --> 00:14:03.691]  Joe Biggs here with Infowars.com.
[00:14:03.711 --> 00:14:18.178]  Now I just finished watching Paul Joseph Watson's new video, Walmart Death Camps for Martial Law Takeover Debunked, and in that he states that the main reason behind these Walmart closures is due to labor activism, essentially.
[00:14:18.338 --> 00:14:21.240]  Kurt Nimmo also has an article about that exact same thing as well.
[00:14:22.080 --> 00:14:44.667]  But I do find it interesting I found some information on FEMA on their website and back in August 9th of 2013 they basically appointed new people to a National Advisory Council and one of the people who is still currently sitting on that board is a Mr. Mark A. Cooper who is a Senior Director for Emergency Management Walmart.
[00:14:45.387 --> 00:14:50.769]  So this guy is sitting on the board for FEMA and he's also an executive for Walmart.
[00:14:50.789 --> 00:14:54.230]  So this is just something to kind of look at a different angle as well.
[00:14:54.290 --> 00:14:55.730]  Wondering what's going on with that.
[00:14:56.050 --> 00:14:59.491]  If there's any kind of connection with this entire closures of Walmart.
[00:14:59.911 --> 00:15:02.992]  If there's a correlation between these and the whole Jade Helm operation.
[00:15:03.012 --> 00:15:10.655]  A lot of people think that you know because all these underground tunnels that that has it to do with you know possibly transporting stuff.
[00:15:11.035 --> 00:15:14.836]  The fact that they're closed down and they're seeing cops and military presence outside of these.
[00:15:15.356 --> 00:15:21.780]  And it's further fueling the speculation that these Walmart closures have more and more to do with the Jade Helm operation.
[00:15:21.820 --> 00:15:24.161]  So stay tuned for more reports at InfoWars.com.
[00:15:24.501 --> 00:15:24.981]  I'm Joe Biggs.
[00:15:33.638 --> 00:15:34.839]  Really covered the Walmart angle.
[00:15:34.859 --> 00:15:35.540]  We're looking at it.
[00:15:35.600 --> 00:15:37.221]  I'm looking at all the tips people are sending in.
[00:15:37.581 --> 00:15:40.343]  But at this point, I don't think there's any real cause for alarm.
[00:15:40.363 --> 00:15:43.826]  Yeah, there's no clear answer to what's really going on at this point.
[00:15:43.866 --> 00:15:45.547]  But like you said, it's good to keep an eye on it.
[00:15:45.847 --> 00:15:46.188]  Totally.
[00:15:46.448 --> 00:15:49.190]  Now this last piece I want to cover out of USA Jobs.
[00:15:49.590 --> 00:15:52.893]  Federal Emergency Management Agency is looking for transportation managers.
[00:15:53.734 --> 00:15:54.834]  I sent this to you this morning.
[00:15:55.695 --> 00:15:56.895]  Two things I would like to point out.
[00:15:56.995 --> 00:15:58.636]  One of the key requirements is you must be a U.S.
[00:15:58.656 --> 00:15:59.676]  citizen, which I think is good.
[00:16:00.096 --> 00:16:01.796]  And obtain and maintain a government credit card.
[00:16:01.876 --> 00:16:05.317]  And we've seen what the government does with these credit cards.
[00:16:05.357 --> 00:16:09.758]  It came out that they were spending, making like billions of dollars worth of these really small purchases.
[00:16:10.178 --> 00:16:12.459]  So we know they have the ability to really waste money.
[00:16:12.839 --> 00:16:16.860]  But I like in their job summary, when disaster strikes, America looks to FEMA.
[00:16:17.180 --> 00:16:18.400]  Now FEMA looks to you.
[00:16:19.140 --> 00:16:22.081]  So what do you make of this transportation manager job opening?
[00:16:22.361 --> 00:16:39.182]  Well, it kind of goes with the whole Walmart conspiracy type deal that, you know, a lot of people saying that these places are going to be shut down and used to transport water, then they're trying to get transportation people who'd possibly be driving or handling logistics of vehicles moving across large distances.
[00:16:39.983 --> 00:16:48.750]  Like I said, there's a lot of weird jobs that keep popping up and it's just one of those things we have to keep an eye on and try and track what happens as things progress.
[00:16:48.810 --> 00:16:58.357]  Yeah, and I don't know if you remember back in Hurricane Katrina, Walmart actually sent a truckloads, they were sending two or three truckloads of water to New Orleans and FEMA turned them away.
[00:16:59.380 --> 00:17:00.901]  Can you believe that?
[00:17:01.462 --> 00:17:03.203]  You didn't go through the proper processes.
[00:17:03.223 --> 00:17:07.007]  You gotta go fill out applications A, B, and C. Can't take this water.
[00:17:07.367 --> 00:17:08.208]  Get it outta here!
[00:17:08.688 --> 00:17:10.750]  So, that's what happens when disaster strikes.
[00:17:11.130 --> 00:17:12.811]  FEMA turns away free water.
[00:17:12.831 --> 00:17:13.732]  I mean, it was free water.
[00:17:13.752 --> 00:17:14.193]  It was like, here.
[00:17:14.433 --> 00:17:14.973]  Here's the water.
[00:17:15.053 --> 00:17:16.375]  We wanna help.
[00:17:16.435 --> 00:17:18.356]  We've taken most of your small businesses.
[00:17:18.616 --> 00:17:19.978]  Here's how we're gonna pay back a little bit.
[00:17:19.998 --> 00:17:21.439]  We're gonna give you a little bit here.
[00:17:21.959 --> 00:17:24.942]  You know that's a place that needed water at that time.
[00:17:24.982 --> 00:17:25.582]  I mean, that's just...
[00:17:26.683 --> 00:17:32.428]  They're already going door-to-door to take people's guns, so now they're just going to keep water from getting to you.
[00:17:32.488 --> 00:17:33.228]  Keep people thirsty.
[00:17:33.569 --> 00:17:35.410]  Well, that's what we're going to cover in this segment.
[00:17:35.430 --> 00:17:40.534]  We're going to be back with a whole bunch more, and I'm going to cover one of the largest polluters in the world.
[00:17:40.754 --> 00:17:45.978]  Stay tuned, it's going to be at the end of the news, but wait until you see who we caught red-handed polluting our Earth.
[00:17:46.418 --> 00:17:49.501]  For Rob Dewins, this is InfoWars and Nightly News, my buddy Joe Biggs.
[00:17:58.757 --> 00:18:00.318]  My name is Alex Jones.
[00:18:00.718 --> 00:18:06.783]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[00:18:07.003 --> 00:18:21.533]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running 6 miles every other day, swimming 2-3 miles a couple times a week, and lifting weights
[00:18:22.133 --> 00:18:22.934]  We're good to go.
[00:18:45.134 --> 00:18:47.817]  And it wasn't just that my weight loss accelerated.
[00:18:48.037 --> 00:18:49.719]  My muscle mass increased.
[00:18:49.819 --> 00:18:52.461]  My stamina, my energy levels exploded.
[00:18:52.782 --> 00:18:54.283]  Now is the time to take action.
[00:18:54.564 --> 00:18:57.406]  Start your journey today with the Alex Challenge Pack.
[00:18:57.587 --> 00:18:59.288]  It's the trifecta of change.
[00:18:59.508 --> 00:19:04.914]  Secure yours today and get free shipping for a limited time at Infowarslife.com or 888-253-3139.
[00:19:08.217 --> 00:19:16.605]  The knowledge of the ancients, tried and true, trusted herbs and extracts fused with the latest nutraceutical science.
[00:19:16.945 --> 00:19:25.253]  Introducing the all-new Ancient Defense Herbal Immunity Blend, crafted with over 14 key ancient herbs and extracts to supercharge
[00:19:25.533 --> 00:19:26.194]  We're good to go!
[00:19:53.652 --> 00:19:57.393]  Welcome back to the InfoWars Nightly News, I'm your host Rob Doo.
[00:19:57.413 --> 00:20:00.573]  This next story, I want to illustrate how the mainstream media just doesn't get it.
[00:20:22.000 --> 00:20:28.549]  And it's a story involving terrorism, drones, Mossad spies, even a little bit of Osama bin Laden thrown in.
[00:20:28.589 --> 00:20:30.111]  But this is how the narrative works.
[00:20:30.232 --> 00:20:38.663]  The mainstream media likes to push its narrative that's based on what it gets from the State Department, which is based mostly on lies and propaganda and psyops.
[00:20:39.184 --> 00:20:44.887]  And then you have us, which we actually look at the information, what it is, and decipher it and show it to you.
[00:20:44.907 --> 00:20:46.928]  And I'm going to go back, all the way back to 2006.
[00:20:47.448 --> 00:20:51.010]  We've been posting on this person that I'm going to talk about in this next article.
[00:20:51.030 --> 00:20:52.210]  This is from Kurt Nemo.
[00:20:52.230 --> 00:20:52.851]  It came out today.
[00:20:53.491 --> 00:20:53.611]  U.S.
[00:20:53.651 --> 00:20:57.593]  American hostage killed in counter-terror op in January.
[00:20:58.433 --> 00:21:01.315]  And I'm just going to scroll down to the bottom of this article.
[00:21:02.415 --> 00:21:10.558]  Because basically what happened is they released a statement talking about some people got killed and also in the statement, according to the statement, Adam Gadahn was killed in a separate operation.
[00:21:11.038 --> 00:21:17.381]  Gadahn is also known as Azzam the American, allegedly acted as a cultural interpreter, spokesman and media advisor for Al-Qaeda.
[00:21:17.781 --> 00:21:24.824]  In 2008, it was reported that Gadahn was killed when the CIA military bombed a house where he was supposedly staying in Waziristan.
[00:21:25.444 --> 00:21:28.205]  It was later reported that he escaped unscathed.
[00:21:28.686 --> 00:21:31.187]  Now, Adam Gadahn, who is this guy?
[00:21:31.687 --> 00:21:31.887]  Okay.
[00:21:33.288 --> 00:21:44.140]  This has got a lot of interesting, detailed information in it, but he's definitely not who he appears, as in with most of the things we get out of Al-Qaeda and that ilk.
[00:21:44.200 --> 00:21:45.882]  I go first to an article from 2006.
[00:21:46.122 --> 00:21:47.945]  This is from Steve Watson.
[00:21:48.465 --> 00:21:49.386]  New Al-Qaeda video.
[00:21:49.747 --> 00:21:52.550]  More CIA black-op propaganda.
[00:21:53.965 --> 00:21:57.848]  And it talks about a new video coming out about a Californian named Adam Gidon.
[00:21:58.629 --> 00:22:00.510]  He's talking about, you know, feeling the dark side.
[00:22:00.530 --> 00:22:00.971]  But here we go.
[00:22:01.371 --> 00:22:08.177]  Adam Gidon is in fact the grandson of the late Carl K. Perlman, a prominent Jewish urologist in Orange County.
[00:22:08.577 --> 00:22:16.884]  Carl Perlman was also a member of the board of directors of the Anti-Defamation League and was caught spying on the Americans for Israel in 1993.
[00:22:17.484 --> 00:22:20.887]  The information also appeared in the Jerusalem Post.
[00:22:22.884 --> 00:22:38.872]  So there we're looking at this guy's got ADL contacts, his dad was caught spying, or his granddad was caught spying, and then Adam's got this whole history of being a death metal guy, and then he goes to a mosque and he converts, and then he moves out to the Middle East and starts making videos.
[00:22:40.093 --> 00:22:43.294]  So that's one part of information where he may be CIA.
[00:22:43.334 --> 00:22:44.035]  Here's another part.
[00:22:44.895 --> 00:22:58.762]  Another key indicator that Gadhan is an employee of the Western Intelligence comes from a report of the Orange County Weekly, which details a man named Khalil Deke, a computer expert who attended the same mosque as Gadhan and later became a top al-Qaeda deputy, was continually protected by U.S.
[00:22:58.782 --> 00:23:01.463]  authorities and allowed to go free on several occasions.
[00:23:01.883 --> 00:23:05.985]  They were both accused of organizing a terror cell in Anaheim in the mid to late 90s.
[00:23:06.005 --> 00:23:12.388]  And this was before all of this anti-Muslim hatred that we now kind of see fomenting on the left and right.
[00:23:13.128 --> 00:23:14.489]  It was before all that was happening.
[00:23:14.529 --> 00:23:19.430]  These guys were in on the ground level, which indicates some foreknowledge.
[00:23:19.831 --> 00:23:21.271]  Now let's go to 2007.
[00:23:21.791 --> 00:23:28.774]  Mossad agent Perlman, we've gone from him being just a regular guy, but Mossad agent Perlman releases phony al-Qaeda tape.
[00:23:29.694 --> 00:23:42.741]  While Bush authorizes the CIA to bankroll and arm the real Al-Qaeda in Iran, and if we scroll down, Israeli's Mossad intelligence agency was caught back in 2002 creating phony Al-Qaeda group to justify attacks on Palestinians.
[00:23:43.341 --> 00:23:45.182]  Perlman also has a knack for releasing tapes.
[00:23:45.343 --> 00:23:56.929]  Perlman is Gadahn, remember, at the most politically opportune time for Bush, having first burst onto the scene shortly before 2004, the presidential election, and then right after Katrina when the president's approval rating was tanking fast.
[00:23:57.449 --> 00:24:04.737]  Even worse, mainstream publications like the Los Angeles City Beat have dismissed Perlman as nothing more than cartoonish propaganda.
[00:24:06.800 --> 00:24:12.746]  Also, a lot of his videos are released out of a group called the Intel Center Group, a U.S.
[00:24:12.766 --> 00:24:18.372]  contractor that's headed by Vin Vizinki and who has given the tape credence in media interviews.
[00:24:19.682 --> 00:24:21.664]  And remember that, we're going to get back to that later.
[00:24:22.905 --> 00:24:27.468]  So in this tape, all right, even Wired Magazine reported on this back in August of 2007.
[00:24:28.729 --> 00:24:32.012]  Researchers' analysis of Al-Qaeda images reveals surprises.
[00:24:32.572 --> 00:24:44.541]  And what it revealed was that, and I'm going to go to the images here, if you scroll down to the images, that the Al-Qaeda bug and the writing there were put in the same layer, indicating that they were put in at the same time.
