[00:00:00.149 --> 00:00:00.852]  Yeah.
[00:08:26.144 --> 00:08:30.312]  It's Alex Jones on the GCN Radio Network.
[00:08:40.472 --> 00:08:44.035]  It's the Alex Jones Show Live Black Friday edition!
[00:08:44.055 --> 00:08:48.019]  And one of our articles is up at the top of drudgereport.com right now.
[00:08:48.579 --> 00:08:52.123]  Black Friday, Americans crawl over vegetable steamers.
[00:08:52.683 --> 00:09:04.554]  A video out of Saginaw, Michigan shows Black Friday shoppers crawling over vegetable steamers as one woman steals an item from a child before being physically attacked by the kid's mother.
[00:09:05.015 --> 00:09:06.156]  Let's go to this clip.
[00:09:10.575 --> 00:09:25.104]  So, basically, they pile into this, uh, these boxes of vegetable steamers, then you look, the woman tries to grab it, she grabs it from the child, then gets in a fight with the child's mother, and there's a slow-mo of this coming up where you can see it again.
[00:09:25.824 --> 00:09:30.067]  So the lady in red grabs the box there from the child,
[00:09:30.959 --> 00:09:38.004]  The mother then gets into a fight with her, but some people have watched this video, and if you look at the comments on YouTube, it's quite convincing.
[00:09:38.505 --> 00:09:48.672]  They're saying that it's staged, because the black lady with the child appears to have the boxes in hand before the mob rushes towards the pile of them.
[00:09:49.193 --> 00:09:52.816]  And then you have this incident with the other lady grabbing the box off the child.
[00:09:53.706 --> 00:09:55.827]  So, some people are saying that this is staged.
[00:09:56.247 --> 00:09:57.808]  Why would they need to stage it?
[00:09:58.448 --> 00:10:03.970]  Well, simply because these videos go viral every single year, and this is the one that has gone viral so far.
[00:10:04.810 --> 00:10:09.532]  They're routinely played on all the evening shows, Jimmy Kimmel and so forth.
[00:10:09.592 --> 00:10:18.855]  So, if somebody wants to get a few million views on a YouTube video, and you can get some decent ad commission off that, then it's certainly worthwhile doing.
[00:10:19.255 --> 00:10:20.476]  So, the jury's still out.
[00:10:21.836 --> 00:10:40.561]  If you then look at this article and scroll down, there are probably five or six other videos, which are definitely not staged, of Black Friday shoppers, and again this started yesterday, the day before, basically ploughing into each other, brawling, fighting, screaming, punching each other.
[00:10:41.361 --> 00:10:49.384]  Over these goods, again, which they probably don't need, probably can't afford, getting into more mountains of debt simply to get their hands on them.
[00:10:49.964 --> 00:10:52.645]  So whereas that video might be staged, the others certainly aren't.
[00:10:53.546 --> 00:11:01.869]  And we put out the article yesterday, as we make this point every single year, Black Friday is a complete scam.
[00:11:03.109 --> 00:11:14.655]  It's proven now that the biggest retailers raise their prices in the months before Black Friday to then, in comparison, make it look as if people are getting a discount when they're not.
[00:11:15.215 --> 00:11:17.597]  And if you look at the stats which are linked in this article,
[00:11:18.615 --> 00:11:20.336]  Why Black Friday is a complete scam.
[00:11:20.576 --> 00:11:32.044]  Bloomberg Businessweek reports that among the 15 largest US retailers operating margins in the holiday quarter, this is 2013, were 11% compared with 9% in the preceding nine months.
[00:11:32.544 --> 00:11:37.167]  So, they don't take a hit for Black Friday, these large retailers.
[00:11:37.448 --> 00:11:40.450]  They actually make more profit on Black Friday.
[00:11:41.270 --> 00:11:41.951]  A, because
[00:11:42.811 --> 00:11:45.192]  These so-called discounts aren't really discounts.
[00:11:45.232 --> 00:11:47.793]  They're just in comparison to the previous price rises.
[00:11:48.273 --> 00:11:53.315]  And then, B, they put a 98% markup on other items.
[00:11:53.395 --> 00:11:56.756]  So when people are getting the flat-screen TV or whatever they want...
[00:11:58.052 --> 00:12:03.213]  They're then on the way to buying this product, picking up another item that's been marked up by 98%.
[00:12:04.953 --> 00:12:07.494]  So the retailer still makes a huge profit.
[00:12:08.134 --> 00:12:19.316]  This has been known for years and yet people are still camping outside, you know, Walmarts and Sears and wherever else to get these so-called discounts, these bargains, that aren't even bargains.
[00:12:19.816 --> 00:12:27.198]  And then the other factor is, and you can look at this for Amazon.com for example, you can get the same product
[00:12:27.981 --> 00:12:31.924]  For the same price on Amazon.com two days before Black Friday.
[00:12:32.445 --> 00:12:34.927]  There was a big thing about Darth Vader toasters.
[00:12:35.327 --> 00:12:37.769]  This was the must-have item that everybody wanted.
[00:12:38.330 --> 00:12:41.993]  People were camping out for hours, in some cases more than 24 hours.
[00:12:43.374 --> 00:12:52.897]  To be the first to get their hands on this, you know, this rare item, which everybody really, really must have and is vitally important for the quality of their life.
[00:12:53.197 --> 00:12:58.918]  A Darth Vader toaster, which I don't remember the exact figure, but they were going to get it for about, you know, $40.
[00:12:59.239 --> 00:13:10.802]  They could have gone on Amazon two days before, not wasted their time on Thanksgiving camping outside the store, and got it for the exact same price.
[00:13:11.522 --> 00:13:23.047]  And this is why we draw attention to this every year, because these so-called discounts, they don't just begin on Black Friday anymore, they begin on the Wednesday, the Thursday, Thanksgiving, one, two days before.
[00:13:23.387 --> 00:13:35.532]  People are literally sacrificing crucial family time that they wouldn't get at any other time of year to camp out and buy these worthless products, which they could just sit at home and order on Amazon.
[00:13:36.300 --> 00:13:39.182]  It's complete insanity, and we're gonna get into why they do that.
[00:13:39.242 --> 00:13:41.023]  It's not just this idea of getting a discount.
[00:13:41.443 --> 00:13:55.811]  But as he does on an annual basis now, Mark Dice was out there in San Diego, I believe it was, trolling these people who sacrificed crucial family time to camp outside to buy a Darth Vader toaster.
[00:13:55.851 --> 00:13:56.551]  Here's the clip.
[00:13:56.991 --> 00:14:01.514]  Santa Claus here to shame the Thanksgiving shoppers.
[00:14:03.660 --> 00:14:16.568]  The Center of Disease Control, the CDC, has discovered that tens of millions of turkeys were infected by a dangerous parasite, quickly devouring the brains of millions of Americans after Thanksgiving dinner.
[00:14:17.448 --> 00:14:31.096]  No longer having any brain cells left, the television took over, leading them to retail establishments, leading them outside of their families, outside of their homes, ruining the Thanksgiving holiday.
[00:14:32.237 --> 00:14:32.437]  Now,
[00:14:33.177 --> 00:14:36.079]  Waiting in line to buy more electronic goods.
[00:14:37.240 --> 00:14:39.541]  To detach themselves further from reality.
[00:14:40.422 --> 00:14:41.783]  Going deeper into debt.
[00:14:42.583 --> 00:14:44.845]  Spending money you don't have on things you don't need.
[00:14:45.265 --> 00:14:46.806]  Merry Christmas to you too!
[00:14:46.886 --> 00:14:47.967]  Happy Thanksgiving, brother.
[00:14:49.108 --> 00:14:50.509]  Planting seeds of sanity.
[00:14:51.009 --> 00:14:51.910]  I hope they take root.
[00:14:52.590 --> 00:14:53.371]  Ho ho ho!
[00:14:54.472 --> 00:14:56.433]  Tonight on The Walking Dead.
[00:14:57.334 --> 00:15:00.556]  The zombies have congregated near retail establishments.
[00:15:01.551 --> 00:15:03.212]  In quest of new televisions.
[00:15:05.053 --> 00:15:08.595]  The vast majority of America now a complete zombie wasteland.
[00:15:09.555 --> 00:15:10.736]  Of corporate debt slaves.
[00:15:11.556 --> 00:15:14.718]  Ruining Thanksgiving unaware of their own idiocy.
[00:15:15.438 --> 00:15:19.981]  Waiting hours in line to spend money that they don't have on things they don't need.
[00:15:20.661 --> 00:15:24.343]  To go deeper into debt that you will probably regret.
[00:15:25.084 --> 00:15:25.724]  Shame on you all.
[00:15:26.988 --> 00:15:30.652]  These walkers confused that the doors are closed.
[00:15:31.533 --> 00:15:34.276]  Unaware of how to gain access to the building.
[00:15:42.240 --> 00:15:42.780]  Brains.
[00:15:43.580 --> 00:15:44.400]  I need brains.
[00:15:46.861 --> 00:15:47.281]  Brains.
[00:15:48.001 --> 00:15:48.761]  I need brains.
[00:15:49.702 --> 00:15:50.042]  Brains.
[00:15:50.402 --> 00:15:50.702]  Brains.
[00:15:50.882 --> 00:15:52.722]  I need brains.
[00:15:52.862 --> 00:15:56.403]  So far, no signs of walkers at Barnes & Noble.
[00:15:57.104 --> 00:16:02.465]  Zombies congregating towards places that carry electronic devices.
[00:16:03.525 --> 00:16:05.266]  Allergic to books and knowledge.
[00:16:06.366 --> 00:16:10.509]  A lone security guard patrolling for the possibility of any zombies.
[00:16:11.229 --> 00:16:13.451]  Have you seen any zombies out here today, sir?
[00:16:13.471 --> 00:16:16.413]  I'm gonna ask you to leave.
[00:16:16.433 --> 00:16:16.953]  Any zombies today?
[00:16:16.973 --> 00:16:18.154]  I'm gonna ask you to leave.
[00:16:18.994 --> 00:16:20.155]  You're gonna ask me to leave?
[00:16:20.175 --> 00:16:22.136]  You're disrupting me.
[00:16:22.156 --> 00:16:22.877]  I'm disrupting.
[00:16:23.317 --> 00:16:23.657]  Okay.
[00:16:23.917 --> 00:16:24.938]  Happy Thanksgiving.
[00:16:28.260 --> 00:16:35.185]  Again, I am the one disrupting the hordes of zombies loved by Americans.
[00:16:37.193 --> 00:16:44.357]  Now, me, lone voice of sanity, being expelled from the shopping center.
[00:16:45.398 --> 00:16:47.279]  Subscribe to the Mark Toys YouTube channel!
[00:16:49.117 --> 00:16:53.159]  Alright, that's Mark Dice with his annual trawling of Black Friday shoppers again.
[00:16:53.199 --> 00:16:54.780]  He was kicked out by security.
[00:16:55.621 --> 00:17:01.585]  Basically making the point that the zombie hordes weren't lined up outside Barnes & Noble.
[00:17:02.145 --> 00:17:03.986]  But it's interesting if you delve into this.
[00:17:04.607 --> 00:17:07.509]  As I just mentioned, they're not even getting a good deal.
[00:17:07.969 --> 00:17:09.750]  And a lot of people probably know that by now.
[00:17:10.031 --> 00:17:16.095]  They probably know that they can just sit at home and buy the exact same item for the same price, if not less.
[00:17:16.835 --> 00:17:18.116]  From Amazon.com.
[00:17:18.497 --> 00:17:29.167]  Yet they choose to engage in this annual mob rush to get these items and as of this morning there are numerous videos of people brawling, punching, obviously more to come.
[00:17:29.547 --> 00:17:36.634]  But the Independent came out with an article which was interesting called, Black Friday, the science behind why people kill each other over TVs.
[00:17:37.555 --> 00:17:40.999]  And it turns out that this is not just about competition.
[00:17:41.039 --> 00:17:44.822]  Of course, now that people are more sedentary, they're not involved in as much sports.
[00:17:45.363 --> 00:17:48.006]  This is basically the only kind of competition they get.
[00:17:48.686 --> 00:17:59.037]  The competition to, you know, try to find resources that would normally be scarce, if you believe the propaganda about artificial scarcity, which the media pumps up in advance of Black Friday.
[00:18:00.066 --> 00:18:05.573]  But they actually create the conditions, the retailers do, for this mob violence.
[00:18:06.394 --> 00:18:11.220]  Because they make people conform to social norms by queuing up, okay?
[00:18:11.240 --> 00:18:16.086]  So people think, I'm after you in the queue, this is when I get in, this is when I get my turn.
[00:18:16.727 --> 00:18:16.847]  So...
[00:18:17.828 --> 00:18:28.238]  They've already created that condition where this social norm is in place and if anyone deviates from that, they're going to attract the hate of the mob justice.
[00:18:28.939 --> 00:18:31.682]  So when they open the actual door on Black Friday,
[00:18:32.415 --> 00:18:32.996]  What do they do?
[00:18:33.076 --> 00:18:36.040]  They don't let people in one by one who have queued up in order.
[00:18:36.340 --> 00:18:38.042]  They let everybody in at once.
[00:18:38.783 --> 00:18:44.030]  And in fact, they placed the most highly sought-after discounted goods at the very front of the store.
[00:18:44.751 --> 00:18:48.676]  Again, ensuring that the mob will rush in to grab those.
[00:18:49.457 --> 00:18:54.559]  You know, discounts those items that have been, that have had artificial scarcity produced around them.
[00:18:55.020 --> 00:19:04.344]  So the retailers create the very conditions for this violent behavior which we see every year by making people queue up and conform to this social norm.
[00:19:04.764 --> 00:19:09.367]  And then instantly breaking it and allowing the mob to all rush in at once.
[00:19:09.867 --> 00:19:19.893]  So that's why people get enraged with this kind of injustice that they saw the product first, or they grabbed the product first, or they were first in the line before that person.
[00:19:20.833 --> 00:19:22.254]  And then it's completely tribal.
[00:19:22.654 --> 00:19:30.219]  If you drill down into it, it's the tribal rush for resources that are scarce in the minds of these brainwashed zombies.
[00:19:31.178 --> 00:19:46.769]  So it's not really their fault, it's the fault of the retailers, it's the fault of the media who gin this up beforehand to create this very kind of violence which then of course produces great copy, great video footage for the evening news.
[00:19:47.209 --> 00:19:50.151]  The good news is that Black Friday is becoming less and less popular.
[00:19:50.171 --> 00:19:52.813]  There's an article out of Reuters which details that today.
[00:19:53.573 --> 00:20:05.107]  Because people are finally beginning to realize that A, it's a scam, they're not getting the discount they think they're getting, and they can buy the same product anyway on Amazon.com without camping outside and wasting Thanksgiving.
[00:20:05.468 --> 00:20:06.930]  We'll be back with more news.
[00:20:07.370 --> 00:20:08.752]  It's the Alex Jones Show live.
[00:20:08.772 --> 00:20:09.292]  Stay tuned.
[00:20:12.847 --> 00:20:17.068]  Earthquake, floods, winter storms, prolonged power outages, or war.
[00:20:17.488 --> 00:20:21.228]  Each of us have had that moment when we recognize that we need to be better prepared.
[00:20:21.769 --> 00:20:23.029]  We typically do the same thing.
[00:20:23.149 --> 00:20:25.689]  We start with food storage, then we address the need for water.
[00:20:26.189 --> 00:20:27.790]  But have you considered heat storage?
[00:20:28.390 --> 00:20:30.190]  I'm talking about staying warm in the cold.
[00:20:30.590 --> 00:20:32.270]  Here are some things for you to consider.
[00:20:32.890 --> 00:20:34.251]  How will I keep my family warm?
[00:20:34.531 --> 00:20:36.971]  The standard answers are firewood, coal, or propane.
[00:20:37.011 --> 00:20:41.072]  But the problem with that, if you need to be on the move, is you can't take it with you.
[00:20:41.892 --> 00:20:42.613]  Another concern?
[00:20:43.013 --> 00:20:46.676]  There may come a time when you need to stay warm without smoke, like in times of war.
[00:20:46.997 --> 00:20:49.259]  There may even come a time when you can't burn fuel.
[00:20:49.579 --> 00:20:52.782]  The answers may be simpler and less costly than you think.
[00:20:53.563 --> 00:20:56.005]  For these answers, go to FortressClothing.com.
[00:20:56.385 --> 00:21:00.349]  Again, FortressClothing.com has the answers to your heat storage dilemma.
[00:21:01.029 --> 00:21:02.371]  Don't get stuck in the cold.
[00:21:03.031 --> 00:21:04.332]  FortressClothing.com.
[00:21:04.673 --> 00:21:06.014]  You'll never be cold again.
[00:21:10.066 --> 00:21:17.714]  InfoWarsTore.com is launching store-wide free shipping for this week and weekend and launching deep discounts across the board on top selling products.
[00:21:18.215 --> 00:21:25.042]  Store-wide free shipping on everything and we're offering some of the best deals ever on nutraceuticals like DNA Force
[00:21:25.242 --> 00:21:26.302]  Thirty-three percent off.
[00:21:26.442 --> 00:21:33.424]  Whether it's non-GMO, super delicious organic coffee, or the very best, purest, strongest nascent iodine.
[00:21:33.564 --> 00:21:35.665]  Or products like Deep Cleanse and Oxy Powder.
[00:21:35.785 --> 00:21:42.867]  You get free shipping across the board on every product at m4wrestore.com and massive discounts on scores of our leading items.
[00:21:43.067 --> 00:21:45.707]  Everybody knows I'm obsessed with win-win situations.
[00:21:45.767 --> 00:21:47.248]  That's why I coined the term 360Win.
[00:21:48.308 --> 00:21:51.052]  You're funding the tip of the spear in the fight for human liberty.
[00:21:51.232 --> 00:21:55.798]  You're getting super high quality products at the lowest prices, and you're getting free shipping.
[00:21:55.938 --> 00:21:56.899]  360WIN.
[00:21:57.159 --> 00:22:00.984]  Visit InfoWarsTore.com today, or call 888-253-3139.
[00:22:01.104 --> 00:22:04.909]  Storewide free shipping on everything.
[00:22:05.069 --> 00:22:05.951]  Check it out today!
[00:22:10.768 --> 00:22:11.869]  We've all heard the news stories.
[00:22:12.329 --> 00:22:13.049]  Another shooting.
[00:22:13.470 --> 00:22:14.730]  And they're getting worse.
[00:22:15.171 --> 00:22:18.393]  That's why Infidel Body Armor introduces Infidel Fridays.
[00:22:18.733 --> 00:22:23.395]  Exclusive 24-hour insider deals to save you money and possibly save your life.
[00:22:23.736 --> 00:22:26.878]  Make it a favorite when you log on to InfidelBodyArmor.com.
[00:22:27.038 --> 00:22:32.761]  Then be sure to visit each and every Infidel Friday to get special insider pricing, but for 24 hours only.
[00:22:32.921 --> 00:22:34.622]  That's InfidelBodyArmor.com.
[00:22:34.862 --> 00:22:37.564]  Infidel Body Armor just won't quit.
[00:22:39.881 --> 00:22:46.905]  As the cold and flu season approaches, Silver Lungs is ready to help you and your family through the toughest of the year by supporting your immune system and overall health.
[00:22:46.985 --> 00:22:53.729]  From our best-selling colloidal silver generating system to our entire line of silver-based skin gels, nasal sprays, soaps, and silver solutions.
[00:22:53.849 --> 00:22:58.451]  Silver solutions remain one of nature's most powerful and least expensive antibacterial agents.
[00:22:58.651 --> 00:23:04.975]  Now you can produce your own for pennies a day in the comfort of your home using the breakthrough technology of the Silver Lungs Generator.
[00:23:05.095 --> 00:23:08.237]  Learn more today at www.SilverLungs.com.
[00:23:09.048 --> 00:23:12.049]  My name is Bill Bonner, and I have an important message.
[00:23:12.349 --> 00:23:17.510]  Right now, the highest levels of government are struggling against an inevitable crisis.
[00:23:17.851 --> 00:23:19.751]  But they're about to lose control.
[00:23:20.111 --> 00:23:25.093]  When this happens, it will rip our country apart in ways you never imagined.
[00:23:25.433 --> 00:23:29.894]  From where we shop, to the doctors you visit, and the family you want to protect.
[00:23:30.014 --> 00:23:32.056]  Look, I've made predictions like this before.
[00:23:32.416 --> 00:23:35.919]  A few years ago, I warned that the housing prices would collapse.
[00:23:36.259 --> 00:23:40.342]  Before that, I warned that dot-com companies would crash, and they did.
[00:23:40.782 --> 00:23:43.685]  Those who listened had a chance to save themselves.
[00:23:43.905 --> 00:23:46.307]  But this has nothing to do with the stock market.
[00:23:46.487 --> 00:23:47.888]  This will affect us all.
[00:23:48.348 --> 00:23:51.851]  I've posted a free video at DollarDanger.com.
[00:23:53.052 --> 00:23:59.320]  Maybe you'll disagree with my conclusions, but first you need to watch this video and see the facts for yourself.
[00:23:59.460 --> 00:24:05.368]  You can watch the video for free right now by going to DollarDanger.com.
[00:24:05.588 --> 00:24:07.571]  Again, that's DollarDanger.com.
[00:24:24.096 --> 00:24:27.358]  We're back live on the Alex Jones Show Black Friday edition.
[00:24:28.239 --> 00:24:30.821]  Another amazing video clip has emerged out of Germany now.
[00:24:31.401 --> 00:24:47.553]  Bearing in mind Germany has just announced that they will begin bombing ISIS in Syria while allowing potential ISIS jihadists into Germany via the migrant program of course, potentially up to millions of migrants.
[00:24:48.314 --> 00:24:52.218]  Which, you know, ISIS has promised, hidden amongst them will be these jihadists.
[00:24:52.278 --> 00:24:53.900]  Again, completely insane policy.
[00:24:54.440 --> 00:24:58.704]  Some checks have gone in place now, at least, but the insanity still continues.
[00:24:59.405 --> 00:25:01.607]  And there's an article up on Infowars.com today.
[00:25:02.148 --> 00:25:08.233]  Pro-migrant politician celebrates demographic suicide of German population.
[00:25:09.255 --> 00:25:12.979]  And I'm going to narrate over this video clip because it's absolutely astounding.
[00:25:13.119 --> 00:25:31.838]  A video clip shows German Green Party politician, and it's always these left-wingers of course, Stephanie von Berg giving a speech in which she celebrates the fact that mass migration will bring an end to German majority populations in cities within a few decades.
[00:25:31.878 --> 00:25:32.439]  Here's the clip.
[00:25:35.031 --> 00:25:41.176]  So this is a speech in front of the German poll.
[00:25:41.416 --> 00:25:43.998]  And they're actually playing second.
[00:25:44.018 --> 00:25:46.400]  That's the second we've got dealt with for this one.
[00:25:46.420 --> 00:25:48.762]  I'll preface this by talking about Gregor Geise.
[00:25:48.822 --> 00:25:49.723]  Now, what you're hearing now is...
