[00:00:00.069 --> 00:00:00.649]  We're live.
[00:15:21.305 --> 00:15:34.372]  The last six years on MSNBC, where if you oppose Obamacare, they don't intellectually argue with you on death panels, or doubling and tripling prices, or Gruber screwing you over, laughing at you.
[00:15:35.052 --> 00:15:40.795]  They look at you with a straight face, and they say, why do you hate our black president?
[00:15:44.837 --> 00:15:46.738]  But here's Obama now, playing good cop.
[00:15:47.258 --> 00:15:50.940]  All his surrogates, his operatives, the big foundations that created him.
[00:15:52.159 --> 00:15:53.039]  Push this agenda.
[00:15:54.520 --> 00:15:59.502]  He's up there to remind the old classical liberals that everything's okay.
[00:15:59.802 --> 00:16:00.742]  Because here's the secret.
[00:16:01.242 --> 00:16:07.324]  Real classical liberals, who I may agree with on some issues, but disagree with on others, aren't bad people.
[00:16:08.625 --> 00:16:10.926]  And they're getting really, really scared.
[00:16:11.946 --> 00:16:14.127]  I mean, more modern classical liberals.
[00:16:14.827 --> 00:16:16.107]  A Democrat of, say, the 40s, the 50s, or the 60s.
[00:16:18.976 --> 00:16:20.496]  Misguided by major foundations.
[00:16:20.536 --> 00:16:21.197]  Manipulated.
[00:16:21.837 --> 00:16:22.797]  But not a cultist.
[00:16:23.397 --> 00:16:24.658]  Not someone that wants to burn books.
[00:16:25.038 --> 00:16:26.478]  Not someone that wants to ban free speech.
[00:16:26.978 --> 00:16:34.360]  They're waking up and getting really, really upset right now about the clear tyranny they see from the Democratic Party.
[00:16:35.160 --> 00:16:38.221]  And that's causing an internal war within their own system.
[00:16:39.402 --> 00:16:43.783]  I mean, a lot of liberals were involved in social engineering because they thought it was for a greater good.
[00:16:44.926 --> 00:16:49.069]  But now they're going, wait a minute, we're now going to social engineer that father and mother is hurtful?
[00:16:49.670 --> 00:16:50.771]  And that he and she is hurtful?
[00:16:51.251 --> 00:16:53.093]  We can't say he or she, I'm not doing that.
[00:16:53.673 --> 00:16:56.416]  That is total cult brainwashing.
[00:16:59.218 --> 00:17:00.619]  And so they back off a little bit.
[00:17:01.079 --> 00:17:03.782]  But as soon as opposition dies, they'll come right back in.
[00:17:04.542 --> 00:17:07.385]  But it's a big deal to have Obama out giving speeches like this, here it is.
[00:17:08.566 --> 00:17:11.028]  Now, one thing I do want to point out,
[00:17:12.399 --> 00:17:22.166]  Is it's not just sometimes folks who are mad that colleges are too liberal that have a problem.
[00:17:22.226 --> 00:17:33.674]  Sometimes, you know, there are folks on college campuses who are liberal and maybe even agree with me on a bunch of issues who sometimes aren't listening to the other side.
[00:17:34.595 --> 00:17:35.476]  And that's a problem, too.
[00:17:36.769 --> 00:17:38.730]  I was just talking to a friend of mine about this.
[00:17:38.990 --> 00:17:49.014]  You know, I've heard some college campuses where they don't want to have a guest speaker who, you know, is too conservative.
[00:17:50.335 --> 00:18:03.580]  Or they don't want to read a book if it has language that is offensive to African Americans or somehow sends a demeaning signal towards women.
[00:18:04.910 --> 00:18:08.632]  And, you know, I gotta tell you, I don't agree with that either.
[00:18:09.812 --> 00:18:19.176]  You know, I don't agree that you, when you become students at colleges, have to be coddled and protected from different points of view.
[00:18:20.476 --> 00:18:28.980]  You know, I think that you should be able to... You know, you should invite anybody...
[00:18:32.410 --> 00:18:38.571]  Anybody who comes to speak to you and you disagree with, you should have an argument with them.
[00:18:39.612 --> 00:18:49.153]  But you shouldn't silence them by saying you can't come because, you know, I'm too sensitive to hear what you have to say.
[00:18:49.173 --> 00:18:53.134]  That's not the way we learn either.
[00:18:53.714 --> 00:18:55.235]  So, what do you think?
[00:18:55.735 --> 00:18:58.835]  Meanwhile, I have been censored by Apple.
[00:18:58.855 --> 00:19:00.916]  I have been censored by Google.
[00:19:02.085 --> 00:19:06.869]  I have been censored in many other ways for criticizing Obama.
[00:19:06.889 --> 00:19:24.945]  You can read the news articles, and when they banned the Obama deception from iTunes, even though a major company solicited us and computerized it, digitized it to their liking, submitted it to Apple, they never, of thousands of films, had it refused.
[00:19:25.766 --> 00:19:29.149]  And the Obama deception was refused by Apple.
[00:19:30.370 --> 00:19:38.313]  They resubmitted it, they refused it again, and came back and said, it's racist, and we don't put racist material on Apple.
[00:19:39.594 --> 00:19:49.077]  Google solicited us, because not all of Google's bad, it's compartmentalized groups, and said, we want you to put your products on a Google store.
[00:19:50.538 --> 00:19:50.958]  So I did.
[00:19:52.579 --> 00:19:55.900]  They took it down within one week, and they said in the email, it is racist.
[00:19:56.926 --> 00:20:04.391]  Now, even if it was racist, it should have a right to be sold, if I pay him a percentage, having that platform, in a free country.
[00:20:05.612 --> 00:20:07.353]  But, it didn't have anything racist in it.
[00:20:07.373 --> 00:20:10.756]  In fact, it was about empowering humanity, and that's why they don't like it.
[00:20:10.796 --> 00:20:15.039]  Most of us already know that taking a fish oil supplement to boost Omega-3s is a good idea.
[00:20:15.219 --> 00:20:19.122]  But did you know that about 60% of Americans are actually deficient in Omega-3s?
[00:20:19.282 --> 00:20:23.505]  Did you know that most fish oil products contain only about 25% Omega-3s, and the remaining 75% is undesirable fish fat?
[00:20:26.627 --> 00:20:31.649]  Heck, did you know that more than 90% of fish oil supplements sold in the USA are not even made here?
[00:20:31.869 --> 00:20:40.353]  If you want to boost your Omega-3s using the finest American-made fish oil, check out Nutrigold fish oil supplements on www.fishoil.best.
[00:20:40.553 --> 00:20:45.775]  Nutrigold fish oils are independently 5-star certified and guaranteed to be exceptionally pure.
[00:20:45.935 --> 00:20:47.355]  That means no more fish burps.
[00:20:47.536 --> 00:20:53.418]  Best of all, just one Nutrigold fish oil capsule contains more Omega-3s than four standard fish oil capsules.
[00:20:53.598 --> 00:21:03.668]  Go to www.fishoil.best or call 888-920-1497 and use promo code BESTFISHOIL to get a free one month supply.
[00:21:03.828 --> 00:21:07.312]  That's www.fishoil.best or call 888-920-1497.
[00:21:10.848 --> 00:21:16.512]  It's time to build your own emergency food stockpile with the industry leader, My Patriot Supply.
[00:21:17.073 --> 00:21:22.657]  Once you try them, you'll know why so many Americans like you have made them part of their emergency preparedness plan.
[00:21:23.237 --> 00:21:27.821]  Experience the My Patriot Supply difference today with this unbelievable offer.
[00:21:28.281 --> 00:21:33.425]  Right now, a four-week food supply is only $99, and that includes free shipping.
[00:21:33.685 --> 00:21:35.647]  That's 50% off the online price.
[00:21:36.147 --> 00:21:39.608]  Call 800-274-3070 to claim yours.
[00:21:40.068 --> 00:21:42.049]  Limit two per caller while supplies last.
[00:21:42.509 --> 00:21:48.271]  This offer isn't available online, so you want to make sure and grab this opportunity to get prepared today.
[00:21:48.291 --> 00:21:53.013]  800-274-3070 to get your four-week food supply for the incredible price of only $99, and it'll be shipped to you completely free.
[00:21:59.255 --> 00:22:02.658]  Call 800-274-3070 right now.
[00:22:02.958 --> 00:22:07.682]  That's 800-274-3070 to claim yours while supplies last.
[00:22:08.043 --> 00:22:08.603]  Don't wait.
[00:22:08.903 --> 00:22:09.804]  Call today.
[00:22:10.224 --> 00:22:16.550]  My name is Bill Bonner, and I'm the president of the largest private news and research network in the world.
[00:22:16.950 --> 00:22:21.894]  And I paid for this airtime because I have an important message to the American people.
[00:22:22.435 --> 00:22:23.556]  There's a change coming.
[00:22:24.196 --> 00:22:26.397]  That the government isn't telling you about.
[00:22:26.938 --> 00:22:30.799]  This change has deep implications for life in America.
[00:22:31.240 --> 00:22:35.542]  From where you shop, to the doctors you visit and the family you want to protect.
[00:22:36.082 --> 00:22:38.843]  Look, I've made predictions like this before.
[00:22:39.204 --> 00:22:41.345]  Thing is, I was right then too.
[00:22:42.165 --> 00:22:46.088]  A few years ago, I warned that housing prices would collapse.
[00:22:46.568 --> 00:22:47.068]  They did.
[00:22:47.669 --> 00:22:52.092]  Before that, I warned that dot-com companies would crash.
[00:22:52.732 --> 00:22:53.213]  They did.
[00:22:53.873 --> 00:22:57.175]  Those who listened had a chance to save themselves.
[00:22:57.736 --> 00:22:59.737]  But this has nothing to do with the stock market.
[00:23:00.097 --> 00:23:01.278]  This will affect us all.
[00:23:01.618 --> 00:23:06.182]  You can watch the video for free right now by going to DollarDanger.com.
[00:23:06.802 --> 00:23:08.423]  Again, that's DollarDanger.com.
[00:23:09.884 --> 00:23:10.785]  Hey, Berkey Guy here.
[00:23:10.885 --> 00:23:12.566]  Are you still drinking unfiltered tap water?
[00:23:12.706 --> 00:23:14.408]  Does your water contain chlorine or fluoride?
[00:23:14.468 --> 00:23:16.309]  Will you have drinkable water in an emergency?
[00:23:16.429 --> 00:23:22.294]  The Berkey Guy is here to help you remove these and other potential contaminants from your water, thus helping you drink clean, purified water.
[00:23:22.434 --> 00:23:25.977]  We offer Berkey water purification systems at the lowest available prices online.
[00:23:26.077 --> 00:23:27.999]  Don't go another moment without a Berkey system.
[00:23:28.039 --> 00:23:31.041]  Over the last 10 years, we've helped thousands drink clean, purified water.
[00:23:31.141 --> 00:23:34.384]  Join them by visiting GoBerkey.com or call me, the Berkey Guy, at 877-886-3653.
[00:23:34.404 --> 00:23:34.584]  That's 877-886-3653.
[00:23:39.568 --> 00:23:40.408]  We're good to go!
[00:24:14.335 --> 00:24:23.821]  They want us to go on killing one another!
[00:24:44.309 --> 00:24:44.969]  But it doesn't matter.
[00:24:46.970 --> 00:24:51.210]  If somebody's been programmed to hate you because of your race, or where you're from.
[00:24:51.230 --> 00:24:57.372]  They hate your guts even though you've done nothing to them.
[00:24:57.392 --> 00:25:01.913]  Even though you know they're your brother or sister, they have a soul.
[00:25:01.933 --> 00:25:04.533]  You can't get through to them.
[00:25:07.034 --> 00:25:08.414]  Because they've already been programmed.
[00:25:10.114 --> 00:25:13.775]  On a scale of 1 to 10, this is very important what I'm about to say.
[00:25:15.950 --> 00:25:43.025]  The West, when it comes to enslavement, barbarism, human sacrifice, historically, from the archaeological record, and from historians from the time, in later Western history, still ancient, I'd have to say the West is about an 8 for murder, enslavement, killing, evil.
[00:25:45.247 --> 00:25:54.813]  The whole problem though, every other region, every other sector, every other human culture, is about the same.
[00:25:57.635 --> 00:26:00.777]  And during different periods of pressure, sometimes they're a 10.
[00:26:03.018 --> 00:26:04.039]  And that's all objective.
[00:26:04.059 --> 00:26:11.563]  You can put any number on that you wanted to, but all I've been taught my whole life was how evil the West was.
[00:26:12.504 --> 00:26:14.085]  How inherently bad white people were.
[00:26:16.957 --> 00:26:23.940]  And then I studied history from even foreign perspectives and it's just not true.
[00:26:27.401 --> 00:26:43.008]  And why the West is great, and why I say it's the best, on average, some cultures are better than other things for whatever manifestation, whatever manifest destiny reason, just like different breeds of dogs behave differently and have different attributes,
[00:26:47.895 --> 00:26:54.797]  The West has been the great innovator, the great builders, the great scientists.
[00:26:55.817 --> 00:27:05.160]  Now much of the ideas the West has come from the East, come from the South, come from even older cultures.
[00:27:06.087 --> 00:27:11.950]  But for whatever reason, many of those cultures fell before and never rose back up.
[00:27:12.591 --> 00:27:23.337]  And the West, the Romans particularly, were great innovators at grabbing other cultures and using it, when other cultures tended to not innovate.
[00:27:23.637 --> 00:27:28.259]  They intended to invent things, but then not innovate off of that.
[00:27:30.120 --> 00:27:30.561]  On average.
[00:27:31.607 --> 00:27:34.449]  And so it was the West that was the melting pot.
[00:27:34.869 --> 00:27:44.615]  It was the West, early on, that actually wasn't racist and sectarian like some of the other groups.
[00:27:45.355 --> 00:27:46.956]  Now the West became like that later.
[00:27:49.237 --> 00:27:58.343]  But to see the social engineers playing us off against each other now, it doesn't matter what differences there are, what real beefs there are, or
[00:27:59.738 --> 00:28:01.758]  Payback for this or payback for that.
[00:28:03.519 --> 00:28:14.241]  The stimuli, the conditioning, the brainwashing, the push for political correctness and all of this is about breaking down society and hurting all of us.
[00:28:15.161 --> 00:28:25.283]  I don't care if you're a white farm boy or a old black man or you are a Mesoamerican immigrant from Guatemala that just came to Austin, Texas last week.
[00:28:27.273 --> 00:28:47.666]  In the final equation, the architects of this current world system, that's little less than 200 years old, want to destroy your intellect, want to destroy your opportunities, and are in vicious, desperate, covert warfare against you.
[00:28:48.809 --> 00:29:00.497]  In an attempt to suppress the human community coming to a next level event that will then transcend the current crisis we're in and bring us to type one civilization.
[00:29:01.818 --> 00:29:07.262]  And the moment we hit that next level, all of this old dark age stuff is out the window.
[00:29:09.063 --> 00:29:10.985]  And if libertarian ideas take hold,
[00:29:12.065 --> 00:29:31.314]  And if we truly embrace free will, and free association, and we praise the greatness in all humans, but praise those that are able to use their gifts to the greatest extent, they will become an example to the young, and we will pull out of all this evil, and we can do incredible things together.
[00:29:32.454 --> 00:29:40.238]  But instead we're being sabotaged by the ruling elite, who are already in control, and who want to pull up the ladder, and who don't want
