[00:00:00.596 --> 00:00:03.213]  You're listening to The Alex Jones Show.
[00:02:17.514 --> 00:02:18.955]  It was not a partisan issue.
[00:02:19.455 --> 00:02:22.617]  It was not a liberal issue, conservative issue, or moderate issue.
[00:02:23.197 --> 00:02:35.446]  The Houston Chronicle reports, Houston's controversial Equal Rights Ordinance failed by a wide margin Tuesday, with voters opting to repeal the law that offered broad non-discrimination protection.
[00:02:36.326 --> 00:02:39.268]  Big money gun control met its match in Virginia.
[00:02:39.609 --> 00:02:46.253]  Virginia voters sent the message to Democratic Governor Terry McAuliffe that his progressive rhetoric is no longer legitimate.
[00:02:46.554 --> 00:02:52.518]  Breitbart reports Bloomberg was hoping to capitalize on the tragic shooting of two Virginia TV reporters.
[00:02:53.138 --> 00:03:00.525]  By a disgruntled newsman earlier this summer, he pumped millions into the race for two critical state senate seats.
[00:03:01.085 --> 00:03:06.110]  As a result, both Democrats were able to dramatically outspend their Republican rivals.
[00:03:06.390 --> 00:03:13.236]  Bloomberg and his super PAC, Every Town for Gun Safety, hoped to show that Democrats could win on the issue of gun control.
[00:03:13.576 --> 00:03:22.740]  Also, Governor McAuliffe had made enacting new restrictions on gun ownership a centerpiece of his campaigning for Democrats around the state.
[00:03:23.401 --> 00:03:33.325]  In San Francisco, Sanctuary City supporting and highly incompetent Sheriff Ross Mercorimi was soundly defeated, receiving only 31% of the vote.
[00:03:33.705 --> 00:03:39.068]  This, on the heels of the murder of 32-year-old Kate Steinle by Francisco Sanchez,
[00:03:39.688 --> 00:03:54.940]  In broad daylight, as she strolled down San Francisco's waterfront, Sanchez, a Mexican illegal immigrant, had been released from Mercurimi's jail, despite the fact that federal officials had requested Sanchez be held and possibly deported.
[00:03:55.240 --> 00:04:08.811]  Tea Party Republicans Matt Bevin and Janine Hampton, the first black statewide officeholder in Kentucky, swept up seats after an ugly barrage of Democratic negative ad campaigns assaulted the ethics of the good people of Kentucky.
[00:04:09.271 --> 00:04:14.933]  A state with rural and Christian roots that have had about all they can stand from Washington, D.C.'
[00:04:14.893 --> 00:04:17.914]  's pompous lies and blatant tactics of division.
[00:04:18.254 --> 00:04:24.456]  Obama's Democratic governors only number 17 as of 2015, down from 29 in 2008.
[00:04:24.836 --> 00:04:29.538]  The power of the puppets of the New World Order is dwindling.
[00:04:29.758 --> 00:04:36.020]  And before this report gets rabbit-punched by name-calling Democratic liberals with zero substance in their arguments,
[00:04:36.240 --> 00:04:39.541]  This isn't about the Republican or Democratic paradigm.
[00:04:39.701 --> 00:04:42.422]  The construction of a new world order.
[00:04:42.602 --> 00:04:48.524]  Our liberties as American citizens have been under a fierce attack by the controllers of that paradigm.
[00:04:48.804 --> 00:04:54.206]  Today was a show of force and a victory for liberty and the future of our Republic.
[00:04:54.646 --> 00:04:56.027]  Power to the people.
[00:04:56.647 --> 00:04:58.628]  John Bowne for InfoWars.com
[00:05:00.071 --> 00:05:05.314]  And that's even with all the election fraud manipulation, it's hard for them to steal landslides.
[00:05:06.094 --> 00:05:07.675]  And the landslide is coming.
[00:05:07.695 --> 00:05:08.556]  Stay with us.
[00:05:09.997 --> 00:05:12.738]  You're racist if you attack Planned Parenthood.
[00:05:12.918 --> 00:05:15.520]  That's according to feminist icon Gloria Steinem.
[00:05:15.860 --> 00:05:27.607]  Steinem claims the current backlash against Planned Parenthood is part of an ultra-right-wing attempt to restore the basis of patriarchy, a long-term racist system which is controlling reproduction.
[00:05:27.947 --> 00:05:31.570]  And to control reproduction, you have to control the bodies of women.
[00:05:31.891 --> 00:05:36.074]  What kind of inverted reality is this CIA-connected activist living in?
[00:05:36.315 --> 00:05:43.481]  Contrary to all those social justice buzzwords, Planned Parenthood was founded by a self-described racist.
[00:05:43.581 --> 00:05:52.189]  Founder Margaret Sanger famously said in 1939, we don't want the word to go out, that we want to exterminate the Negro population.
[00:05:52.509 --> 00:05:58.959]  Planned Parenthood was founded to control the bodies of black women in order to control the black population.
[00:05:59.320 --> 00:06:04.448]  If you can wade through all of Steinem's doublespeak, you might just figure out who the real racists are.
[00:06:04.868 --> 00:06:06.951]  Learn more at InfoWars.com
[00:06:09.787 --> 00:06:19.690]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[00:06:19.910 --> 00:06:25.892]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[00:06:26.032 --> 00:06:28.193]  They call it their low-profile platform.
[00:06:28.373 --> 00:06:29.753]  PVX Muzzle Brakes.
[00:06:29.993 --> 00:06:31.594]  Proven to help control muzzle rise.
[00:06:32.955 --> 00:06:35.496]  6061 billet material with type 3 hard coating.
[00:06:35.736 --> 00:06:39.018]  Bolt carrier group for .308 and .556 ARs.
[00:06:39.358 --> 00:06:40.619]  Custom Kydex holsters.
[00:06:40.919 --> 00:06:45.602]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:06:45.782 --> 00:06:48.184]  Most competitor's material use .060.
[00:06:48.284 --> 00:06:51.446]  Configure yours today at hdfirearms.com.
[00:06:51.686 --> 00:06:53.567]  And my favorite, single stage trigger.
[00:06:53.727 --> 00:06:57.129]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:06:57.369 --> 00:07:01.210]  Find out more at HDFirearms.com today, or call 770-485-7015.
[00:07:01.550 --> 00:07:08.733]  That's HDFirearms.com, or call 770-485-7015.
[00:07:09.733 --> 00:07:13.434]  Secret 12, InfoWars Life's Vitamin B12 formulation.
[00:07:13.694 --> 00:07:19.837]  Most forms of Vitamin B12 are highly processed and synthetic, and cannot be properly absorbed by the body.
[00:07:20.017 --> 00:07:26.979]  That's why for real results, so many are having to turn to painful B12 injections, which are known to have higher absorption rates.
[00:07:27.299 --> 00:07:36.127]  Infowarslife.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive, perfected process.
[00:07:36.407 --> 00:07:42.353]  Secret 12 is a binary of nutrimedical-grade, bioavailable, coenzyme forms of B12.
[00:07:42.593 --> 00:07:45.756]  Methylcobalamin, the same kind used in B12 injections, and
[00:07:46.036 --> 00:07:47.316]  Adenosylcobalamin.
[00:07:47.396 --> 00:07:50.737]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:07:50.997 --> 00:07:52.598]  No needles, no injections.
[00:07:52.878 --> 00:07:54.378]  Don't take my word for it.
[00:07:54.538 --> 00:07:55.559]  Try it for yourself.
[00:07:55.719 --> 00:07:56.739]  Discover the secret.
[00:07:56.959 --> 00:07:57.299]  Secret 12.
[00:07:58.039 --> 00:08:02.660]  Secure your revolutionary Secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[00:08:02.761 --> 00:08:03.441]  Infowarslife Secret 12.
[00:08:21.287 --> 00:08:24.309]  Crashing through the lies and disinformation.
[00:08:24.870 --> 00:08:29.093]  It's Alex Jones on the GCN Radio Network.
[00:08:30.814 --> 00:08:32.035]  Well, you knew it was coming.
[00:08:32.095 --> 00:08:38.119]  DHS is announcing expanded Gestapo tactics around U.S.
[00:08:38.219 --> 00:08:43.503]  airports in the wake of the Russian airliner being blown up last week.
[00:08:46.825 --> 00:08:47.766]  We knew this was coming.
[00:08:49.178 --> 00:08:57.180]  The radical jihadis, funded, protected, armed, coddled by the West, begin striking Western targets.
[00:08:58.300 --> 00:09:05.762]  And now, the very criminal government that has been funding these organizations will now take more of our freedoms.
[00:09:06.182 --> 00:09:07.023]  But let's be clear.
[00:09:08.143 --> 00:09:10.884]  Even the average TSA person is not our enemy.
[00:09:12.064 --> 00:09:14.104]  The average police officer is not our enemy.
[00:09:14.144 --> 00:09:16.285]  The average, even IRS worker is not our enemy.
[00:09:19.249 --> 00:09:28.273]  They are misguided or desperate Americans that have been brought up in a state of mind control.
[00:09:28.733 --> 00:09:32.855]  I have a hugely full plate of over-the-top important news and guests today.
[00:09:34.676 --> 00:09:38.998]  But I first want to speak to several issues here that keep coming up on the street.
[00:09:40.019 --> 00:09:46.562]  Not once but twice yesterday I ran into people that I know and in conversations they
[00:09:47.895 --> 00:10:07.084]  Brought up that police officers, that they know, that they know, know me, relay the message, why did you used to hate the police and say that we wanted the public to, you know, lick our boots?
[00:10:08.745 --> 00:10:10.325]  But now you support the police.
[00:10:14.767 --> 00:10:16.108]  And within that question,
[00:10:18.263 --> 00:10:22.406]  You have really deep answers.
[00:10:24.527 --> 00:10:38.857]  I talk a lot about Rosetta Stone articles, Rosetta Stone stories, Rosetta Stone developments, that if you understand that particular event, it's a perfect way to see how it connects into so many other things.
[00:10:40.338 --> 00:10:46.863]  The misperceptions, the misunderstandings, the way the public sees things in one-dimensional
[00:10:47.711 --> 00:10:50.511]  Ways, or even two-dimensional ways, if they're lucky.
[00:10:53.312 --> 00:11:00.213]  But if you can ever get people outside the box, as the proverbial cliche goes, you really can change the world.
[00:11:00.533 --> 00:11:02.174]  So, here's where I stand on the police.
[00:11:02.994 --> 00:11:05.114]  I was never against the police.
[00:11:06.134 --> 00:11:16.336]  Just like I was never against black people, or male delivery people, or Hispanics, or Germans, or whatever.
[00:11:20.231 --> 00:11:26.073]  I tried to expose the globalization, the federalization, the militarization of the police.
[00:11:26.673 --> 00:11:31.715]  I was against the phony drug war because it was a contrived crisis to destabilize the country.
[00:11:33.315 --> 00:11:35.156]  But people always see things either or.
[00:11:35.216 --> 00:11:39.137]  Either you totally support the drug war or you support everybody being on drugs.
[00:11:41.298 --> 00:11:42.338]  And it's not either or.
[00:11:43.718 --> 00:11:44.819]  Drugs are a problem.
[00:11:45.279 --> 00:11:46.839]  We'll have problems if they're legal.
[00:11:47.059 --> 00:11:48.560]  We'll have problems if they're illegal.
[00:11:50.964 --> 00:11:59.290]  But you've always got to go back to the question of what deploys the most human liberty and produces the freest, most open society.
[00:12:00.651 --> 00:12:07.696]  And that's a culture where drugs are decriminalized, not completely legalized, in my research view.
[00:12:07.716 --> 00:12:09.397]  And you say, what does this have to do with police?
[00:12:10.018 --> 00:12:11.059]  Well, it's like the drug war.
[00:12:12.842 --> 00:12:17.984]  I know the drug war was set up in the 30s after alcohol was legalized again after 10 years of prohibition.
[00:12:18.425 --> 00:12:26.648]  The corrupt bureaucrats, the corrupt city officials, the corrupt police in many areas, the corrupt mafias wanted something new to have a black market in.
[00:12:26.828 --> 00:12:29.330]  I mean, it's on record that that's what happened.
[00:12:30.310 --> 00:12:33.852]  You could buy cocaine, heroin, opium, anything you wanted.
[00:12:34.332 --> 00:12:36.393]  Amphetamines at the corner drugstore.
[00:12:39.104 --> 00:12:47.332]  They'd go in and put a squirt of opium in the drink, they'd put a squirt of cocaine in the drink, and they'd put a squirt of different candy flavors in it.
[00:12:48.613 --> 00:12:57.242]  And then boy, you'd be ready to go out and sell some advertising for the newspaper if you were an advertising executive after you had your Dr. Pepper in Waco, Texas.
[00:12:58.635 --> 00:13:03.760]  I use that example because one of my ancestors basically was the inventor of Dr. Pepper that was the first soft drink.
[00:13:03.780 --> 00:13:11.948]  Kind of a curse to bring upon the world but he was an advertising executive and he liked his Dr. Pepper and the original Dr. Pepper had cocaine in it.
[00:13:12.729 --> 00:13:13.810]  Just a funny little story.
[00:13:15.491 --> 00:13:18.694]  He named Dr. Pepper and it was the drink he liked to mix.
[00:13:18.714 --> 00:13:21.017]  He didn't mass deploy it or sell it like the
[00:13:23.706 --> 00:13:25.594]  Apothecary that was producing it.
[00:13:26.136 --> 00:13:27.642]  But they did advertise in his newspapers.
[00:13:27.682 --> 00:13:28.867]  He actually owned the newspapers, but...
[00:13:30.916 --> 00:13:31.676]  I'm digressing.
[00:13:32.657 --> 00:13:34.998]  All of this ties in together.
[00:13:35.418 --> 00:13:36.779]  I'm not against police.
[00:13:37.159 --> 00:13:51.825]  I'm against bad training and globalists taking control of the police and the government passing laws that target patriots and then having a bunch of political police that are commissars that come out like the Soviet NKVD and persecute the public.
[00:13:52.065 --> 00:13:53.946]  And that's what they're trying to set up.
[00:13:56.383 --> 00:14:00.585]  And I tried to get that to not come to fruition and to not unfold.
[00:14:01.705 --> 00:14:03.046]  Now the world has changed.
[00:14:03.106 --> 00:14:06.187]  Yes, when I was younger and not as sophisticated, I didn't hate the police.
[00:14:06.568 --> 00:14:08.248]  I felt threatened by the police state.
[00:14:08.348 --> 00:14:09.289]  I tried to stop it.
[00:14:10.710 --> 00:14:12.991]  And I came off very aggressively.
[00:14:14.731 --> 00:14:17.553]  Because when I feel threatened, I get aggressive, especially when I was younger.
[00:14:18.273 --> 00:14:22.655]  So there's plenty of videos of me screaming at the police and getting in their face and getting arrested and you name it.
[00:14:25.848 --> 00:14:28.471]  But I didn't do it because I hated them individually.
[00:14:28.571 --> 00:14:34.397]  I did it because they shouldn't be out there telling us we couldn't demonstrate without a permit in downtown Austin.
[00:14:34.537 --> 00:14:37.421]  And they lost a bunch of lawsuits over it and now they don't violate the First Amendment.
[00:14:38.410 --> 00:14:40.131]  And it wasn't about a vendetta against them.
[00:14:40.211 --> 00:14:42.771]  It was about, I'm going to enforce the Bill of Rights.
[00:14:43.832 --> 00:14:45.672]  I'm going to police this government.
[00:14:45.852 --> 00:14:46.993]  That's what I'm supposed to do.
[00:14:47.293 --> 00:14:48.653]  That's what citizens are supposed to do.
[00:14:49.233 --> 00:14:55.795]  And then we hire the police to bring criminals to our grand juries and our juries so we can sit in judgment.
[00:14:56.555 --> 00:14:57.896]  We do the hanging around here.
[00:14:58.416 --> 00:14:59.196]  We are the people.
[00:14:59.536 --> 00:15:03.077]  And I'm about usurping that back from the globalists in a good way.
[00:15:05.518 --> 00:15:08.019]  But digressing too far afield,
[00:15:10.788 --> 00:15:13.589]  I'm against our police being globalized, being taken away from us.
[00:15:13.649 --> 00:15:15.690]  I'm against our local governments being taken away from us.
[00:15:16.470 --> 00:15:28.314]  I'm against having our right to control our destiny and to set up our own civilization being destroyed in front of us and watching the police be forged into a weapon against the people.
[00:15:30.075 --> 00:15:36.737]  And the New World Order social engineers have been successful on some fronts, but they've been unsuccessful on others.
[00:15:36.877 --> 00:15:38.518]  And I began about a decade ago
[00:15:39.622 --> 00:15:45.485]  To see New World Order propaganda to police departments and the military backfire extremely bad.
[00:15:47.226 --> 00:15:57.512]  And I began to look at statistics and polls that 98% of police are pro-gun and over 90% have, in questionnaires, have libertarian leanings.
[00:15:57.552 --> 00:15:58.852]  And I began to talk to police.
[00:15:59.152 --> 00:16:01.594]  Police have given us a lot of information, federal and local.
[00:16:03.100 --> 00:16:03.740]  Jurisdictions.
[00:16:04.861 --> 00:16:27.268]  And I begin to research how communists and globalists overthrow countries, how they purge the police and military after they take over, how they destabilize civilizations, how they create movements like Black Lives Matter, and then you look at what Soros has been doing for six, seven years, here domestically, decades overseas, and it's just totally clear that I don't support a police state, but I don't even blame the police themselves.
[00:16:27.728 --> 00:16:30.289]  We the people have allowed this to unfold and happen.
[00:16:31.721 --> 00:16:36.145]  And to see the system just scapegoat the police, that falls right into the New World Order plan.
[00:16:37.347 --> 00:16:47.417]  And we're not going to reform them, playing the part of being their enemy on one side, and then their on the other, and then the globalists just control both sides of that equation, and create the dialectic they're looking for.
[00:16:50.860 --> 00:16:55.024]  I'm going to put the information, the research together with the facts, and present it,
[00:16:55.908 --> 00:16:59.831]  And say, are we all this stupid to fight with each other and act like fools?
[00:17:00.131 --> 00:17:09.398]  Or can we understand how we're being manipulated and come together for the common good of this republic and this planet and this species and turn this around?
[00:17:09.678 --> 00:17:13.641]  Because knowing how we're being manipulated is the answer to reverse all this.
[00:17:17.463 --> 00:17:21.566]  So, I've always supported good peace officers.
[00:17:21.806 --> 00:17:23.548]  I've always tried to support good police.
[00:17:24.228 --> 00:17:24.748]  And they're just a
[00:17:25.998 --> 00:17:27.539]  Police are a maxim for government.
[00:17:27.899 --> 00:17:29.079]  It's where the rubber meets the road.
[00:17:29.559 --> 00:17:38.522]  The real problem is the zoning tyranny, and the bureaucratic tyranny, and the selective corporate tyranny, where they're exempt from the regulations they get Congress to pass.
[00:17:38.842 --> 00:17:40.863]  I mean, that's where the real fighting's going on.
[00:17:42.403 --> 00:17:48.666]  And so we shouldn't let our focus on corrupt government basically be like 90% the police.
[00:17:50.626 --> 00:17:54.008]  That's a total diversion like a red cape with a bull and a matador.
[00:17:54.548 --> 00:17:55.709]  We've got to be smarter than that.
[00:17:56.709 --> 00:17:58.310]  And the police have got to be smarter than that.
[00:17:58.410 --> 00:18:01.532]  And I found they are more awake than the public.
[00:18:01.812 --> 00:18:05.414]  So that's a natural ally to freedom and the republic.
[00:18:08.069 --> 00:18:10.270]  And that's what makes the globalists so angry at this show.
[00:18:10.310 --> 00:18:11.411]  It's why they're so hopping mad.
[00:18:11.451 --> 00:18:13.131]  Because I've got their playbook down.
[00:18:13.511 --> 00:18:14.532]  I know how they operate.
[00:18:14.812 --> 00:18:17.273]  And I'm educating everybody about how they operate.
[00:18:17.513 --> 00:18:19.794]  But most people already know this stuff intuitively.
[00:18:20.234 --> 00:18:21.575]  When they hear it, it just makes sense.
[00:18:21.815 --> 00:18:24.196]  Then they go look up what I'm saying and they find out it's true.
[00:18:29.979 --> 00:18:36.862]  But now, because they're really trying to stampede the public against the police and start a kind of soft civil war in this country,
[00:18:42.452 --> 00:18:52.836]  I have probably gone even closer to supporting the police across the board because I go against whatever the New World Order agenda is.
[00:18:55.477 --> 00:18:58.818]  Just as a default and then intellectually I can see all the reasons for it.
[00:19:00.778 --> 00:19:02.899]  We're not going to reform the police becoming their enemies.
[00:19:03.999 --> 00:19:08.221]  And I certainly don't support random shooting of police.
[00:19:10.856 --> 00:19:28.091]  Any more than I support random, unstable, crazed police officers, and there are many of them out there, I wouldn't even say a large minority, but there's a minority, that there's a new video out of a white guy pulled out of his car, put down on the ground, doesn't resist, cop shoots him right in the back of the head.
[00:19:29.252 --> 00:19:30.453]  And they didn't do anything to the cop.
[00:19:31.714 --> 00:19:37.740]  And that is tyranny, that is wrong, bare minimum it should be manslaughter, and
[00:19:39.645 --> 00:19:51.154]  That will end up giving the New World Order the ammo it needs with that clear and present injustice to start a civil war in this country.
[00:19:51.815 --> 00:19:58.380]  The police have to encourage these grand juries to indict bad cops when they execute somebody on video.
[00:19:59.441 --> 00:20:04.425]  I mean, don't be so stupid and so arrogant as to give the globalists the keys to bring this country down.
[00:20:04.765 --> 00:20:06.647]  You've got to prosecute bad cops.
[00:20:06.707 --> 00:20:07.968]  You've got to do it.
[00:20:12.421 --> 00:20:16.643]  Earthquake, floods, winter storms, prolonged power outages, or war.
[00:20:17.064 --> 00:20:20.806]  Each of us have had that moment when we recognize that we need to be better prepared.
[00:20:21.346 --> 00:20:22.587]  We typically do the same thing.
[00:20:22.727 --> 00:20:25.268]  We start with food storage, then we address the need for water.
[00:20:25.748 --> 00:20:27.369]  But have you considered heat storage?
[00:20:27.970 --> 00:20:29.771]  I'm talking about staying warm in the cold.
[00:20:30.171 --> 00:20:31.852]  Here are some things for you to consider.
[00:20:32.472 --> 00:20:33.833]  How will I keep my family warm?
[00:20:34.113 --> 00:20:36.554]  The standard answers are firewood, coal, or propane.
[00:20:36.594 --> 00:20:40.657]  But the problem with that, if you need to be on the move, is you can't take it with you.
[00:20:41.474 --> 00:20:42.194]  Another concern?
[00:20:42.595 --> 00:20:46.257]  There may come a time when you need to stay warm without smoke, like in times of war.
[00:20:46.577 --> 00:20:48.818]  There may even come a time when you can't burn fuel.
[00:20:49.158 --> 00:20:52.360]  The answers may be simpler and less costly than you think.
[00:20:53.141 --> 00:20:55.582]  For these answers, go to FortressClothing.com.
[00:20:55.942 --> 00:20:59.905]  Again, FortressClothing.com has the answers to your heat storage dilemma.
[00:21:00.585 --> 00:21:01.926]  Don't get stuck in the cold.
[00:21:02.586 --> 00:21:03.887]  FortressClothing.com.
[00:21:04.227 --> 00:21:05.588]  You'll never be cold again.
[00:21:09.482 --> 00:21:14.924]  Your liver can be full of fatty deposits, built-up toxins, and even dangerous objects known as liver stones.
[00:21:15.104 --> 00:21:29.570]  We worked with the top developers in the field of detox to take tried and true herbs and other compounds known to safely cleanse the liver and fuse it with the latest research and technological development on concentrating these ingredients to give you the maximum effect.
[00:21:29.730 --> 00:21:37.536]  Liver Shield is the only liver support product on the market that uses a patented Spigyrex blend of powerful organic herbs that support detoxification.
[00:21:37.736 --> 00:21:43.180]  And when you visit Infowarslife.com, see the instructional video on how to do a six-day liver detox.
[00:21:43.300 --> 00:21:46.662]  This isn't a game, and let me tell you, the results are dramatic.
[00:21:46.862 --> 00:21:50.845]  Liver Shield is totally organic and made of the safest, high-quality herbs.
[00:21:50.965 --> 00:21:54.828]  But that said, you need to consult your physician before you do the full detox.
[00:21:55.188 --> 00:21:59.151]  Liver Shield can also be used daily by itself for overall upkeep of the liver.
[00:21:59.311 --> 00:22:04.275]  Secure your Liver Shield today exclusively at InfoWarsLife.com for the lowest price available.
[00:22:04.375 --> 00:22:06.217]  That's InfoWarsLife.com or call 888-253-3139.
[00:22:10.209 --> 00:22:11.310]  We've all heard the news stories.
[00:22:11.770 --> 00:22:12.491]  Another shooting.
[00:22:12.911 --> 00:22:14.132]  And they're getting worse.
[00:22:14.613 --> 00:22:17.835]  That's why Infidel Body Armor introduces Infidel Fridays.
[00:22:18.175 --> 00:22:22.839]  Exclusive 24-hour insider deals to save you money and possibly save your life.
[00:22:23.179 --> 00:22:26.322]  Make it a favorite when you log on to InfidelBodyArmor.com.
[00:22:26.482 --> 00:22:32.206]  Then be sure to visit each and every Infidel Friday to get special insider pricing, but for 24 hours only.
[00:22:32.346 --> 00:22:34.068]  That's InfidelBodyArmor.com.
[00:22:34.308 --> 00:22:37.010]  Infidel Body Armor just won't quit.
[00:22:38.863 --> 00:22:47.569]  Silver has always been nature's very own antibiotic, and only one system allows you to produce an endless supply of nano-sized silver solutions right from the convenience of your home.
[00:22:47.769 --> 00:22:48.730]  Silver Lungs.
[00:22:48.870 --> 00:22:55.995]  With the addition of our unique lung delivery system, respiratory infections are targeted directly, where traditional oral administration simply cannot reach.
[00:22:56.175 --> 00:23:02.039]  This pioneering method also preserves the original particle sizes and delivers your silver solution directly into the bloodstream.
[00:23:02.199 --> 00:23:06.243]  See the Silver Lungs Generator and Lung Delivery System at SilverLungs.com.
[00:23:06.323 --> 00:23:08.144]  That's SilverLungs.com.
[00:23:08.465 --> 00:23:11.407]  This is a message for men concerned about prostate health.
[00:23:11.748 --> 00:23:17.933]  You may qualify to take part in a special offer for Peak Life Prostate, America's premier prostate formula.
[00:23:18.194 --> 00:23:22.558]  But supplies are limited, so to qualify you must answer yes to one of the following.
[00:23:22.938 --> 00:23:25.539]  Are you looking to maintain a normal prostate size?
[00:23:25.999 --> 00:23:27.480]  Are you urinating more often?
[00:23:27.940 --> 00:23:29.681]  Do you wake up at night to urinate?
[00:23:30.161 --> 00:23:35.223]  If you said yes to any of these, you qualify for a free supply of Peak Life Prostate.
[00:23:35.543 --> 00:23:37.264]  You only pay shipping and handling.
[00:23:37.524 --> 00:23:38.725]  For details, call 1-800-935-6435.
[00:23:41.966 --> 00:23:45.008]  Peak Life Prostate helps support a normal prostate size.
[00:23:45.428 --> 00:23:50.411]  Its key ingredients help reduce urges to urinate and reduce waking at night to go.
[00:23:50.811 --> 00:23:53.932]  No other product has this exclusive blend of ingredients.
[00:23:54.313 --> 00:23:56.674]  Supplies are limited for this free offer.
[00:23:57.054 --> 00:23:57.854]  Call us now.
[00:23:58.075 --> 00:23:58.335]  Call 1-800-935-6435.
[00:23:58.355 --> 00:23:58.415]  1-800-935-6435.
[00:23:58.435 --> 00:23:58.495]  1-800-935-6435.
[00:24:17.214 --> 00:24:18.634]  Alex Jones here back live.
[00:24:19.014 --> 00:24:28.758]  What I was getting into last segment was these issues aren't just totally support the police no matter what they do or hate them and say kill them.
[00:24:30.659 --> 00:24:37.182]  You just have to look at the economy, look at the culture, look at each case, look at what's developing and then
[00:24:39.110 --> 00:24:42.912]  Come up with your own perspective on it of what is truly justice.
[00:24:43.632 --> 00:24:44.932]  It's the same thing for the drug war.
[00:24:45.873 --> 00:24:55.857]  You cannot have a drug war, period, when the big banks launder the money and fly the aircraft and own the aircraft and control the cartels.
[00:24:56.317 --> 00:24:58.658]  And that's all come out in Congress over and over again.
[00:25:00.899 --> 00:25:07.962]  You are allowing criminal central banks to take over the economy and corrupt local governments
[00:25:10.154 --> 00:25:11.095]  With the drug money.
[00:25:12.876 --> 00:25:26.685]  That's how the British, in about a hundred year period, it's an incredible history, were able to take over China that no one was ever able to conquer completely.
[00:25:27.285 --> 00:25:37.092]  Not the Japanese, not the different Mongol groups, but China was conquered by British intelligence and the British East India Company.
[00:25:39.133 --> 00:25:40.654]  In a little under a hundred years.
[00:25:41.094 --> 00:25:50.740]  And then England sold off sectors to more than 12 different nations, including the United States, Spain, Germany, the Dutch.
[00:25:50.780 --> 00:25:53.721]  They all had their own little management sector.
[00:25:54.762 --> 00:25:56.183]  And do you know how they took over China?
[00:25:56.743 --> 00:25:58.604]  And broke it in 14 parts by the end?
[00:25:58.624 --> 00:26:02.186]  It's called opium.
[00:26:05.083 --> 00:26:05.864]  We're good to go.
[00:26:20.990 --> 00:26:26.793]  And within a hundred years, the Brits paid off the local government in one jurisdiction on their coast.
[00:26:27.374 --> 00:26:37.280]  And within a hundred years, the drug smuggling UK government, the James Bonds 300 years ago, had taken full control.
[00:26:37.300 --> 00:26:39.741]  Now you want to know what the drug war is?
[00:26:40.041 --> 00:26:40.441]  It's that.
[00:26:41.242 --> 00:26:42.943]  Do I support opium or heroin?
[00:26:43.263 --> 00:26:45.424]  Do I support people who are drug abusers?
[00:26:45.484 --> 00:26:46.005]  Absolutely not.
