[00:00:00.029 --> 00:00:01.572]  The Alex Jones Show.
[00:02:24.127 --> 00:02:40.495]  Well, it's a radio format of talk radio, teleprompter free, talking point free, where we just break down the analysis, take calls, have guests, but then you add a television section to it where it's then live, real television as well.
[00:02:41.704 --> 00:02:45.666]  So the heart is radio, and the heart of the audience, the vast majority, is audio.
[00:02:45.706 --> 00:02:54.610]  Whether it's AM and FM affiliates, or 600 plus thousand people that download the podcast every day, or people that listen to the audio streams by the hundreds of thousands.
[00:02:55.591 --> 00:02:59.312]  Then you have tens of millions each week that watch the show via YouTube and other platforms.
[00:03:00.013 --> 00:03:02.734]  Still, the heart of it is a radio transmission.
[00:03:03.494 --> 00:03:06.576]  And then built around that, really the original
[00:03:07.839 --> 00:03:09.181]  Non-dinosaur media.
[00:03:09.261 --> 00:03:11.385]  The first broadcast media was radio.
[00:03:12.386 --> 00:03:17.735]  But from the beginning, it was long form and not as scripted as when television came in.
[00:03:17.755 --> 00:03:19.718]  And that was kind of dominated by Hollywood.
[00:03:20.543 --> 00:03:30.553]  And so it was talk radio that led us out of the dark ages of the free speech restrictions of the Fairness Doctrine and other things that were put in place in the 60s.
[00:03:31.014 --> 00:03:40.543]  Those were overturned in the 80s by good people at the telecommunications commissions and the FCC, like constitutional lawyer Bruce Fine.
[00:03:41.184 --> 00:03:56.394]  And then since then it is the format of talk radio and real analysis, long form breakdown of information that became the model then of new media and the online TV slash radio shows that are now
[00:03:58.669 --> 00:04:08.535]  Spreading across the board in media and really overthrowing the existing state-run dinosaur system.
[00:04:08.935 --> 00:04:11.617]  But the establishment is striking back.
[00:04:12.557 --> 00:04:21.402]  The establishment is more and more trying to buy up the alternative media, trying to jam the alternative media with infighting and disinformation.
[00:04:21.743 --> 00:04:25.445]  But I'm here to tell you it's too little too late because of the fundamentals
[00:04:26.943 --> 00:04:27.103]  No.
[00:04:48.490 --> 00:04:51.933]  I'm Alex Jones coming to you out of the new studios deep in the heart of Texas.
[00:05:07.728 --> 00:05:10.930]  When cells become toxic, they die early and aging sets in.
[00:05:11.250 --> 00:05:19.256]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:05:19.496 --> 00:05:24.520]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:05:24.920 --> 00:05:27.202]  You want the best that's out there at the lowest price anywhere?
[00:05:27.442 --> 00:05:29.223]  We now have the synergistic solution.
[00:05:29.543 --> 00:05:33.746]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:05:37.748 --> 00:05:41.611]  The average person's life is filled with unexpected challenges.
[00:05:42.371 --> 00:05:48.596]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[00:05:48.736 --> 00:05:57.762]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[00:05:58.142 --> 00:06:02.966]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[00:06:07.612 --> 00:06:10.034]  Infowarslife.com.
[00:06:10.234 --> 00:06:11.255]  Check it out today.
[00:06:11.735 --> 00:06:19.920]  I have set out to bring you the most hardcore, cutting-edge supplements and nutraceuticals bar none, and that's what you'll find at Infowarslife.com.
[00:06:20.120 --> 00:06:27.125]  We have rejected literally hundreds of products from the Infowarslife line because they are not of the very highest
[00:06:27.145 --> 00:06:27.285]  I don't
[00:06:48.032 --> 00:06:48.572]  We're good.
[00:07:07.671 --> 00:07:10.254]  Every year we make resolutions to lose weight and get in shape.
[00:07:10.354 --> 00:07:11.515]  And the truth is, it's hard.
[00:07:11.756 --> 00:07:13.237]  Even with diet and exercise.
[00:07:13.437 --> 00:07:18.483]  Because of toxic food in our environment that is stressing our bodies more than ever before.
[00:07:18.643 --> 00:07:25.471]  Working with experts in nutrition and biochemistry, I found that super high quality nutraceuticals, in addition to my diet and exercise,
[00:07:25.771 --> 00:07:27.752]  Worthy answers that synergistically worked.
[00:07:28.013 --> 00:07:31.535]  I can see the drastic changes every day with the amount of weight I've lost.
[00:07:31.915 --> 00:07:34.537]  I increased stamina and more of a twinkle in my eye.
[00:07:34.837 --> 00:07:40.741]  That's why we are now so excited to launch the InfoWars Life Resolution Pack, combining three essential formulations.
[00:07:41.241 --> 00:07:43.422]  Oxygen-Based Cleanser Oxy-Powder.
[00:07:43.622 --> 00:07:45.984]  The Secret 12 Bioavailable Vitamin B12.
[00:07:46.224 --> 00:07:48.965]  And your choice of Super Female or Super Male Vitality.
[00:07:49.145 --> 00:07:55.749]  Now all available at a discounted price to you and your family to bring in the new year and make 2015 a true success.
[00:07:56.109 --> 00:07:57.350]  That's Infowarslife.com or 888-253-3139.
[00:07:57.370 --> 00:08:00.412]  2015 is the year to do it and it all starts at Infowarslife.com.
[00:08:19.478 --> 00:08:22.462]  Crashing through the lies and disinformation.
[00:08:23.043 --> 00:08:27.269]  It's Alex Jones on the GCN Radio Network.
[00:08:29.952 --> 00:08:32.215]  Well, this should be interesting today.
[00:08:32.616 --> 00:08:34.658]  I would expect that you might see a few...
[00:08:37.008 --> 00:08:50.033]  Interruptions here and there because we are doing three hours of live radio slash television with a full eight camera shoot and a full crew today out of the new TV studios.
[00:08:50.573 --> 00:08:54.054]  And we've got several satellite uplinks ready that I've just got to pull the trigger on.
[00:08:54.674 --> 00:09:00.957]  We've got ground studios also in Houston and other areas that we can satellite uplink through.
[00:09:01.397 --> 00:09:04.438]  We have a whole bunch of cable systems and TV stations
[00:09:06.209 --> 00:09:17.177]  A huge file of them over the last three years that have contacted us, not just here but in Europe, that want to put free-to-air this three-hour radio show on.
[00:09:18.178 --> 00:09:20.980]  And I've just had to build the infrastructure and get ready for it.
[00:09:21.660 --> 00:09:23.722]  And quite frankly, I've been procrastinating.
[00:09:25.029 --> 00:09:35.736]  Because I've been so busy dealing with the three-hour radio show, the Nightly News, making special reports and everything else, that I was cozy in my studio I've been in for seven years.
[00:09:36.377 --> 00:09:39.739]  And before that I was in other radio and TV studios over the last 20 years.
[00:09:40.439 --> 00:09:49.846]  But now we are shifting in the next few weeks entirely into the new TV studio and of course with the crew.
[00:09:50.586 --> 00:09:53.108]  Who produces the radio show and the nightly news.
[00:09:53.428 --> 00:09:59.891]  But this is first and foremost, a syndicated radio broadcast over 180 AM and FM affiliates.
[00:10:00.512 --> 00:10:15.921]  And we are also, of course, satellite, simulcast on global shortwave, WWCR, and of course, dominant when it comes to political talk radio online at InfoWars.com and of course, PrisonPlanet.com and PrisonPlanet.tv.
[00:10:16.401 --> 00:10:17.682]  Everyone listening on the radio
[00:10:18.422 --> 00:10:23.906]  Who is online can go to the free video feed at InfoWars.com forward slash show.
[00:10:24.546 --> 00:10:35.474]  You can find all the free podcast links, iPhone and Droid apps and so much more as well as streaming links in different formats at InfoWars.com on the listen tab as well.
[00:10:35.894 --> 00:10:38.256]  But again, we are in the new TV studio.
[00:10:39.614 --> 00:10:47.077]  I simply have to pull the trigger on satellite systems in Atlanta, in Houston, and everywhere.
[00:10:47.457 --> 00:10:49.318]  You know, they say build it and they will come.
[00:10:50.398 --> 00:10:58.922]  Over the years, we've been approached, as folks knew we were building this, with major outfits that are anti-New World Order.
[00:10:59.742 --> 00:11:06.745]  TV stations, local cable systems, you name it, that are ready to put us on main cable channels.
[00:11:08.524 --> 00:11:17.110]  Other talk show hosts that have gotten on cable, you notice, either get their own channel, but they're 500, 600, 700, or 1,000 channels up.
[00:11:17.530 --> 00:11:30.139]  We have TV and radio stations lined up across the United States that are ready to put us on broadcast TV, that are ready to put us on UHF, VHF, and they're ready to put us on basic cable channels.
[00:11:31.247 --> 00:11:32.988]  And I have been dragging my feet.
[00:11:33.068 --> 00:11:41.450]  I apologize to all of those partners who just want to fight the tyrants, who have believed in us to support us and offer all this.
[00:11:41.930 --> 00:11:43.951]  And the next month, I'm setting the deadline.
[00:11:44.371 --> 00:11:45.811]  I'm going to sign those agreements.
[00:11:46.491 --> 00:11:52.393]  Most of the stations are going to give us satellite uplinks for free, put us on, share advertising with us.
[00:11:53.113 --> 00:11:55.674]  It's extremely exciting what's happening.
[00:11:56.534 --> 00:12:02.117]  And it's just been so momentous that I've been holding back trying to get everything just right.
[00:12:02.557 --> 00:12:06.739]  And I realize I've been successful because I never waited to get stuff just right.
[00:12:07.500 --> 00:12:15.104]  I've always just gone in there knowing I'm fighting for freedom, that we're fighting tyrants, that I'm not perfect, and I've just got to do the best job I can.
[00:12:15.404 --> 00:12:16.965]  And I want to tell the crew that as well.
[00:12:17.565 --> 00:12:19.866]  All of them have done just an amazing job.
[00:12:19.906 --> 00:12:22.688]  We can punch up and show some of the folks in the control room
[00:12:23.368 --> 00:12:23.788]  I don't know.
[00:12:42.910 --> 00:12:49.555]  Look at Leigh-Anne, it's like she's on the deck of the Enterprise, except there's M4s crossed behind her saying Moulin Lambe.
[00:12:49.955 --> 00:12:50.956]  Wonder what that means.
[00:12:51.837 --> 00:12:57.661]  So, there isn't a TV station or network like it, and we've been growing for 20 years.
[00:12:59.258 --> 00:13:04.581]  We're now 20 years and change into the info war here in 2015.
[00:13:05.222 --> 00:13:09.925]  And I want to thank all of our AM and FM affiliates out there.
[00:13:10.325 --> 00:13:12.947]  Talk radio is the original alternative media.
[00:13:13.527 --> 00:13:23.494]  Back when the newspapers and broadcast TV was so controlled, that's been declassified, they tried to put in laws in the 60s, the Fairness Doctrine, to restrict free speech on talk radio.
[00:13:24.054 --> 00:13:40.081]  They would fine you or remove you from the air or take your license until it was overturned in 1987 by Ronald Reagan and his appointee to the FCC, Attorney Bruce Fine, who's a guest of ours routinely.
[00:13:40.461 --> 00:13:42.642]  Until that, you couldn't have talk radio.
[00:13:43.242 --> 00:13:45.843]  Now they want to bring in Fairness Doctrine for the Internet?
[00:13:47.074 --> 00:13:57.921]  Under FCC control and Obama has had CISPA reintroduced as of yesterday to restrict free speech on the internet in the aftermath of 20 dead in France.
[00:13:58.342 --> 00:14:01.464]  Since when do we get rid of free speech because of 20 dead?
[00:14:02.805 --> 00:14:09.749]  Plus the terrorists were operating publicly on their Facebook and were allowed to fly around even though they were on no-fly list.
[00:14:10.130 --> 00:14:16.074]  So why would we pass laws to restrict free speech and let the sun set on freedom?
[00:14:17.938 --> 00:14:19.839]  For scum killing people.
[00:14:21.359 --> 00:14:23.160]  But this is the equation that we're told.
[00:14:23.480 --> 00:14:40.927]  And then there are demonstrations around the world for free speech and the EU says they're promoting free speech when it's the EU pushing to arrest you if you don't believe in man-made global warming or if you criticize the United Nations or EU unelected bureaucrats.
[00:14:41.427 --> 00:14:42.768]  Now here's what's coming up today.
[00:14:44.147 --> 00:14:55.200]  In the second hour, we have incredibly important mainstream news proof that people are taking the flu shots, especially children, and dying after they take them.
[00:14:56.782 --> 00:14:57.803]  We know that's going on.
[00:14:59.465 --> 00:15:05.227]  We also know that the flu shot itself is causing these so-called mystery illnesses.
[00:15:05.307 --> 00:15:07.628]  We're going to prove that and document that.
[00:15:07.648 --> 00:15:13.991]  This is a major public emergency and we're going to be exposing it coming up in the second hour.
[00:15:14.411 --> 00:15:17.993]  That and a raft of other news with Dr. Grube.
[00:15:19.497 --> 00:15:23.739]  Look at this headline, how eating certain beans cuts the risk of these five cancers.
[00:15:24.279 --> 00:15:25.539]  He's going to be talking about that.
[00:15:26.020 --> 00:15:30.261]  Now we're also going to talk about these five common foods could be making you fat.
[00:15:30.681 --> 00:15:34.883]  Some really important information with Dr. Group coming up.
[00:15:36.364 --> 00:15:39.965]  So you'll definitely want to join us for that in the second hour.
[00:15:40.385 --> 00:15:41.466]  Then George Norrie,
[00:15:43.217 --> 00:15:54.200]  The second most syndicated and listened to talk show host in the world, with about 18 million listeners a week, about 5-6 million a night, who's helped us expose the New World Order on so many fronts.
[00:15:54.660 --> 00:16:07.284]  He's going to be joining us, talk about his new book that's coming out, but more importantly, The Waterfront 2015, what he sees unfolding this year, his take on the situation in Europe, the attempts to restrict talk radio and free speech.
[00:16:08.024 --> 00:16:11.106]  We're also going to talk about Comet Lovejoy.
[00:16:11.126 --> 00:16:13.928]  It's amazing, so many people right now.
[00:16:14.308 --> 00:16:21.173]  We'll cover the waterfront with George Norrie of Coast2CoastAM.com in the third hour today.
[00:16:22.874 --> 00:16:26.596]  Now that said, there's no way for me to even tell you what I think the top story is today.
[00:16:26.636 --> 00:16:27.357]  There's so much.
[00:16:28.478 --> 00:16:30.419]  So let's just start going through the stacks right now.
[00:16:31.815 --> 00:16:38.482]  CIA finds no wrongdoing in agency search of computers used by Senate investigators.
[00:16:38.542 --> 00:16:51.074]  So, breaking into Senators computers, breaking into the investigators, investigating the CIA, violating the Fourth Amendment, violating the separation of powers, violating their bosses, the elected representatives.
[00:16:53.957 --> 00:16:54.538]  This is sick!
[00:16:56.420 --> 00:16:58.442]  And they're just saying, oh, it's just a search.
[00:16:58.982 --> 00:16:59.923]  It's not snooping.
[00:16:59.983 --> 00:17:01.084]  It's not espionage.
[00:17:01.384 --> 00:17:02.865]  It's not blackmailing Congress.
[00:17:03.345 --> 00:17:06.107]  The CIA is basically British intelligence.
[00:17:07.688 --> 00:17:09.270]  I went and saw the Imitation Game.
[00:17:09.290 --> 00:17:11.792]  It's based on a true story.
[00:17:11.812 --> 00:17:25.402]  And where is I find it very sad what happened to Turek that was a total genius and invented a computer to basically decode the
[00:17:27.967 --> 00:17:31.049]  German's enigma system with their ultra system.
[00:17:31.950 --> 00:17:43.820]  That said, the whole movie, the backdrop is MI6 is lying to Winston Churchill and is propping up Stalin and protecting communists and it's cute and funny and wonderful.
[00:17:44.000 --> 00:17:44.900]  It's actually a true story.
[00:17:44.940 --> 00:17:45.661]  That really happened.
[00:17:46.121 --> 00:17:47.462]  It wasn't declassified until the 90s.
[00:17:49.633 --> 00:17:56.775]  But after World War II ended, they kept propping up Stalin, and then Stalin was giving weapons to Vietnam, and we had that war.
[00:17:57.475 --> 00:18:05.217]  It just shows how sick it is, but in the movie, MI6 basically runs the government, and Winston Churchill doesn't.
[00:18:08.078 --> 00:18:12.919]  Which is why Winston Churchill freaked out and said, our government's been taken over by communists, because it was true.
[00:18:15.040 --> 00:18:16.600]  Just like Russian declassification,
[00:18:17.961 --> 00:18:23.384]  It was in the Wall Street Journal and New York Times about 12 years ago, headlines, Churchill and others were right.
[00:18:24.645 --> 00:18:26.246]  And McCarthy was right.
[00:18:27.287 --> 00:18:41.736]  Doesn't mean he didn't persecute some innocent people, but it was true that the army and others at the top were financing communism, did put Mao Zedong into power, who killed 84 million people according to the Communist Chinese.
[00:18:43.420 --> 00:18:46.043]  84 million people and the CIA put them in.
[00:18:46.323 --> 00:18:47.564]  Who are these people?
[00:18:47.965 --> 00:18:48.805]  That's what I'm getting at.
[00:18:50.907 --> 00:18:51.668]  They're unaccountable.
[00:18:51.768 --> 00:18:56.693]  Look at the run-for-profit Federal Reserve and its collection agency, the IRS.
[00:18:57.073 --> 00:19:02.438]  They're in the news today in Associated Press saying, need help filling out your tax return?
[00:19:02.779 --> 00:19:04.000]  Don't call the IRS.
[00:19:04.040 --> 00:19:05.621]  See, the law is written.
[00:19:07.023 --> 00:19:07.763]  So you
[00:19:09.639 --> 00:19:13.802]  Can always be arrested and set up, or fined, or audited, and have your bank account taken.
[00:19:14.042 --> 00:19:15.003]  No judge, no jury.
[00:19:15.183 --> 00:19:17.084]  They just garnish your wages, grab your bank account.
[00:19:17.405 --> 00:19:30.154]  Now under Obamacare, they're announcing 14 different ways, from taking your tax refund money, to grabbing your bank account, to garnishing your wages, to not letting you sell your house, or not letting you travel outside the U.S.
[00:19:30.254 --> 00:19:37.580]  I mean, this is draconian, martial law, through the IRS, through Obamacare, exactly as we said it would do, because we read the bill.
[00:19:38.672 --> 00:19:44.937]  And now, they will not return phone calls, they will not help anyone, they will answer no questions about nothing.
[00:19:45.518 --> 00:19:50.502]  You are free to be arrested and put in prison, but if you're an offshore bank, you pay no taxes.
[00:19:50.982 --> 00:19:51.843]  So I'll explain that again.
[00:19:52.283 --> 00:20:00.129]  They will not give you tax advice on how to properly fill something out, because there is no way to fill it out properly.
[00:20:00.430 --> 00:20:03.052]  It is designed to arrest whoever they want.
[00:20:03.332 --> 00:20:04.673]  That is directly out of Kafka.
[00:20:04.993 --> 00:20:05.354]  Stay with us.
[00:20:07.757 --> 00:20:10.359]  Managing your business and customers isn't easy, huh?
[00:20:10.639 --> 00:20:14.441]  SnapForce Customer Relationship Software may be just what you need.
[00:20:14.682 --> 00:20:22.427]  SnapForce CRM is a software solution that helps you manage everything important about your customers, from sales to marketing to service and support.
[00:20:22.587 --> 00:20:26.349]  All of your customer information is right there at your fingertips for easy access.
[00:20:26.529 --> 00:20:29.291]  It's time to take control of your business in a snap.
[00:20:29.351 --> 00:20:31.793]  Get your free trial at SnapForce.com.
[00:20:31.893 --> 00:20:34.975]  That's S-N-A-P-F-O-R-C-E dot com.
[00:20:35.235 --> 00:20:36.816]  SnapForce dot com.
[00:20:37.376 --> 00:20:39.957]  Silver has always been nature's very own antibiotic.
[00:20:40.097 --> 00:20:44.098]  And only one system allows you to generate an endless supply of natural silver solutions.
[00:20:44.398 --> 00:20:45.638]  Silverlungs.com.
[00:20:45.798 --> 00:20:48.279]  You'll find no wild claims or pseudoscience.
[00:20:48.479 --> 00:20:51.280]  Just a lifetime of nano-sized pure silver solutions.
[00:20:51.460 --> 00:20:53.600]  The Silverlungs generator allows you to make your own.
[00:20:53.820 --> 00:20:55.581]  So stop paying for silver solutions.
[00:20:55.721 --> 00:21:01.062]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[00:21:01.282 --> 00:21:04.903]  See the Silverlungs generator and lung delivery system at Silverlungs.com.
[00:21:05.103 --> 00:21:06.644]  That's silverlungs.com.
[00:21:07.085 --> 00:21:08.806]  It's very easy to be a criminal.
[00:21:09.026 --> 00:21:12.349]  All you need to burglarize a home is one simple household tool.
[00:21:12.649 --> 00:21:13.630]  A pair of scissors.
[00:21:14.010 --> 00:21:19.515]  If your home security system can be compromised by a criminal using scissors, then you're making it easy for them.
[00:21:19.815 --> 00:21:24.479]  Almost every home security system, even those sold by big-name companies, has a weakness.
[00:21:24.739 --> 00:21:25.540]  The phone line.
[00:21:25.720 --> 00:21:30.644]  You shell out $1,500, get locked into a long-term contract, and think you're safe.
[00:21:30.964 --> 00:21:34.707]  But a burglar can destroy your alarm in seconds with one snip.
[00:21:34.867 --> 00:21:37.750]  And when a burglar cuts your phone line, you're defenseless.
[00:21:38.170 --> 00:21:40.432]  SimpliSafe Home Security is the smarter choice.
[00:21:40.653 --> 00:21:44.837]  Built by Harvard engineers, SimpliSafe uses a wireless connection to call the cops.
[00:21:44.997 --> 00:21:45.898]  Scissors can't cut it.
[00:21:46.098 --> 00:21:48.520]  And that means your home stays safe.
[00:21:48.540 --> 00:21:52.144]  24-7 professional monitoring is under $15 a month with no contract.
[00:21:52.324 --> 00:21:55.687]  SimpliSafe home security keeps you safer than the other guys.
[00:21:55.827 --> 00:21:56.688]  For half the cost.
[00:21:56.988 --> 00:21:58.869]  Protect your home with the alarm you can trust.
[00:21:59.009 --> 00:21:59.670]  SimpliSafe.
[00:21:59.850 --> 00:22:03.733]  Go to SimpliSafeDefense.com now for an exclusive 10% offer.
[00:22:03.773 --> 00:22:05.555]  That's SimpliSafeDefense.com.
[00:22:06.847 --> 00:22:08.669]  The human body is extraordinary.
[00:22:08.989 --> 00:22:12.972]  Despite all the stresses we inflict upon it, it still works hard to stay in balance.
[00:22:13.172 --> 00:22:18.196]  Thousands upon thousands of people rely upon hardened body extract to help their body stay balanced.
[00:22:18.476 --> 00:22:27.684]  This excellent 100% natural herbal formula helps maintain healthy blood pressure levels, cleans arteries, promotes good circulation, balances cholesterol and more.
[00:22:28.164 --> 00:22:35.669]  HB Extract, paired with healthy lifestyle choices like good nutrition and exercise, can give you a life free of pain, sickness and fear.
[00:22:35.929 --> 00:22:41.693]  Recapture your youthful vitality and experience your body healing itself with the aid of HB Extract.
[00:22:41.973 --> 00:22:44.835]  It's extremely effective and it starts working in just days.
[00:22:45.295 --> 00:22:47.437]  Visit HBExtract.com to learn more.
[00:22:47.737 --> 00:22:50.539]  And to read scores of testimonials from satisfied customers.
[00:22:50.839 --> 00:22:53.221]  And we've never increased our price in over 10 years.
[00:22:53.562 --> 00:22:58.225]  That makes Heart and Body Extract as great a value now as it was the first day we sold it.
[00:22:58.545 --> 00:23:00.127]  A healthy heart is a happy heart.
[00:23:00.387 --> 00:23:01.568]  Call 866-295-5305 or go to HBExtract.com.
[00:23:06.827 --> 00:23:07.587]  Hey, Boomer!
[00:23:07.827 --> 00:23:11.150]  I learned in school today that 60% of our bodies are made of water.
[00:23:11.270 --> 00:23:12.871]  Good thing we have the Berkey System.
[00:23:12.951 --> 00:23:14.693]  It's the cleanest, best water ever.
[00:23:14.893 --> 00:23:20.397]  Mom says it's because the Berkey's filtration system cleans out the bad stuff and leaves only pure, delicious water.
[00:23:20.737 --> 00:23:21.478]  I know, right?
[00:23:21.578 --> 00:23:22.519]  You love it, too!
[00:23:22.879 --> 00:23:24.180]  Yeah, I'm thirsty, too.
[00:23:24.320 --> 00:23:25.221]  Let's go get some!
[00:23:25.361 --> 00:23:27.042]  Get Berkey Clean Water by calling 877-886-3653.
[00:23:27.102 --> 00:23:27.383]  That's 877-886-3653.
[00:23:27.443 --> 00:23:28.323]  Or visit GoBerkey.com.
[00:23:35.669 --> 00:23:37.530]  Mom, I can't do my math homework.
[00:23:37.730 --> 00:23:38.790]  I just don't get it.
[00:23:39.130 --> 00:23:40.051]  I hate math.
[00:23:40.631 --> 00:23:44.732]  I've always tried to be a good mother, but when it came to Jamie's math, I was at a loss.
[00:23:45.013 --> 00:23:47.633]  Then a friend told me about Math Made Easy DVDs.
[00:23:47.854 --> 00:23:51.055]  Concepts are simplified in an easy way to follow and review.
[00:23:51.295 --> 00:23:54.276]  And students can learn at their own pace in the convenience of home.
[00:23:54.536 --> 00:23:55.917]  Listen in the frustration.
[00:23:56.077 --> 00:23:57.097]  Call Math Made Easy.
[00:23:57.277 --> 00:23:57.717]  Call now.
[00:23:57.737 --> 00:23:58.137]  1-800-USA-MATH.
[00:23:58.157 --> 00:23:58.478]  That's 1-800-872-6284.
[00:23:58.678 --> 00:24:00.118]  Or visit us at mathmadeeasy.com.
[00:24:21.313 --> 00:24:23.816]  We'll ride again.
[00:24:23.956 --> 00:24:28.560]  Well here we are, January 15th, 2015.
[00:24:29.421 --> 00:24:31.783]  That takes some getting used to.
[00:24:32.564 --> 00:24:36.748]  Coming to you out of the new TV studios, ladies and gentlemen.
[00:24:38.470 --> 00:24:41.212]  Again, thank you so much for joining us.
[00:24:41.372 --> 00:24:48.257]  Coming up, Dr. Group in studio and then George Norrie via Skype will be joining us today.
[00:24:48.557 --> 00:24:51.519]  I kind of got stuck ranting about the CIA earlier.
[00:24:52.039 --> 00:24:55.221]  Let me just go through the headlines and see if I can do it this time.
[00:24:56.782 --> 00:24:58.984]  Let's just begin on the left side here and go to the right.
[00:24:59.644 --> 00:25:03.767]  Cameron to Obama forced tech companies to cooperate with surveillance agency
[00:25:06.010 --> 00:25:09.791]  In the wake of the attack, see, take our liberties to defend our liberties.
[00:25:10.511 --> 00:25:14.252]  Advertisers and feds want data automakers collect from high-tech cars.
[00:25:14.892 --> 00:25:19.734]  Data reveals when a car carrying a child is passing by McDonald's and when a driver is speeding.
[00:25:20.354 --> 00:25:23.915]  This was all put in all the new cars over the last six, seven years worldwide.
[00:25:24.355 --> 00:25:29.216]  They're just rolling it out to start taxing you by the mile and tracking everything you do beyond Big Brother.
[00:25:29.697 --> 00:25:34.158]  Remember, Samsung came out two months ago and said, we are watching and listening to you on the new TVs.
[00:25:34.958 --> 00:25:36.459]  Watch what you say, close quote.
[00:25:36.619 --> 00:25:38.040]  We're giving everything to third parties.
[00:25:38.440 --> 00:25:38.940]  Ha ha.
[00:25:39.741 --> 00:25:43.483]  We're watching you in your house and listening to you in your face.
[00:25:45.764 --> 00:25:47.585]  I told people that 15 years ago.
[00:25:47.625 --> 00:25:49.166]  They thought I was a raving schizophrenic.
[00:25:49.766 --> 00:25:50.666]  I had the documents.
[00:25:50.706 --> 00:25:51.387]  I had the patents.
[00:25:51.747 --> 00:25:52.628]  Now it's in our face.
[00:25:52.708 --> 00:25:52.928]  See?
[00:25:53.328 --> 00:25:54.288]  What are we going to do about it?
[00:25:56.710 --> 00:25:57.450]  I'm not bragging.
[00:25:58.371 --> 00:25:59.451]  We did a report on this.
[00:25:59.851 --> 00:26:00.652]  It wasn't hard.
[00:26:02.568 --> 00:26:04.350]  The Washington Times has now done it months later.
[00:26:04.410 --> 00:26:05.171]  I'm glad they did.
[00:26:05.191 --> 00:26:06.792]  We need to do another report on this.
[00:26:07.253 --> 00:26:15.201]  If you blow up the signs on video and read down at the bottom which non-profits are funding it, they're all George Soros funded.
[00:26:15.601 --> 00:26:20.306]  We tracked five different signs in New York and in Ferguson with the
[00:26:21.954 --> 00:26:22.675]  Fight the cops.
[00:26:22.715 --> 00:26:23.715]  The cops are the problem.
[00:26:24.016 --> 00:26:25.357]  Everything's because the cops did it.
[00:26:25.637 --> 00:26:26.377]  It's not the government.
[00:26:26.397 --> 00:26:27.378]  It's not the foreign banks.
[00:26:27.438 --> 00:26:28.699]  It's not the offshore corporations.
