[00:00:00.009 --> 00:00:00.710]  We're good to go.
[00:03:54.496 --> 00:03:58.598]  The guys who control both parties will have somebody just like him in the wings.
[00:03:58.958 --> 00:04:00.158]  They need to know they're accountable.
[00:04:00.198 --> 00:04:01.119]  Stay with us, we'll be right back.
[00:04:06.505 --> 00:04:11.887]  When you're out on the road, the last place you want to be is on the road.
[00:04:13.148 --> 00:04:17.910]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:04:18.290 --> 00:04:33.357]  There's a place down in Tennessee Where they make blue diamond gusset jeans They sew pride in every stitch Guarantee you love the way they fit
[00:04:45.181 --> 00:04:47.062]  We turn jeans inside out.
[00:04:47.322 --> 00:04:48.823]  Diamond Gusset Jeans.
[00:04:49.103 --> 00:04:51.664]  Made in the USA with unparalleled quality.
[00:04:51.984 --> 00:04:56.046]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[00:04:56.227 --> 00:04:58.248]  So you can ride all day with confidence.
[00:04:58.608 --> 00:05:00.789]  Order yours at gusset.com.
[00:05:01.309 --> 00:05:02.750]  Diamond Gusset Jeans.
[00:05:02.910 --> 00:05:03.350]  Got it.
[00:05:03.690 --> 00:05:04.471]  Others don't.
[00:05:06.104 --> 00:05:08.687]  Every year we make resolutions to lose weight and get in shape.
[00:05:08.787 --> 00:05:09.928]  And the truth is, it's hard.
[00:05:10.208 --> 00:05:11.669]  Even with diet and exercise.
[00:05:11.870 --> 00:05:16.934]  Because of toxic food in our environment that is stressing our bodies more than ever before.
[00:05:17.054 --> 00:05:23.901]  Working with experts in nutrition and biochemistry, I found that super high quality nutraceuticals, in addition to my diet and exercise,
[00:05:24.201 --> 00:05:26.182]  Worthy answers that synergistically worked.
[00:05:26.422 --> 00:05:32.905]  I can see the drastic changes every day with the amount of weight I've lost, my increased stamina, and more of a twinkle in my eye.
[00:05:33.265 --> 00:05:39.168]  That's why we are now so excited to launch the InfoWars Life Resolution Pack, combining three essential formulations.
[00:05:39.668 --> 00:05:47.390]  Oxygen-Based Cleanser Oxy Powder, the Secret 12 Bioavailable Vitamin B12, and your choice of Super Female or Super Male Vitality.
[00:05:47.571 --> 00:05:54.153]  Now all available at a discounted price to you and your family to bring in the new year and make 2015 a true success.
[00:05:54.533 --> 00:05:55.673]  That's Infowarslife.com or 888-253-3139.
[00:05:55.693 --> 00:05:59.054]  2015 is the year to do it, and it all starts at Infowarslife.com.
[00:06:05.882 --> 00:06:12.844]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[00:06:13.084 --> 00:06:22.446]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[00:06:22.706 --> 00:06:30.688]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[00:06:30.968 --> 00:06:40.391]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[00:06:40.611 --> 00:06:47.494]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[00:06:47.754 --> 00:06:57.523]  Now more than ever it's important to stock up on high quality silver bullet from Infowarslife.com and to help others during Christmas by teaching them about the powerful benefits of silver.
[00:06:57.803 --> 00:07:02.127]  Secure your silver bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[00:07:16.232 --> 00:07:19.679]  Resistance to tyrants is obedience to God.
[00:07:20.321 --> 00:07:22.224]  It's Alex Jones.
[00:07:29.130 --> 00:07:32.412]  Welcome to the Alex Jones Show on this Monday, January the 5th, 2015.
[00:07:32.512 --> 00:07:33.332]  I'm David Iatt.
[00:07:33.352 --> 00:07:34.793]  I'll be your host for the first two hours.
[00:07:35.254 --> 00:07:36.975]  Alex Jones will be the host for the third hour.
[00:07:37.455 --> 00:07:42.038]  In the second hour, we're going to be joined by a physicist, Christopher Busby.
[00:07:42.478 --> 00:07:45.580]  He's been outspoken about the dangers of low-level radiation.
[00:07:45.640 --> 00:07:47.581]  We're going to talk to him not only about
[00:07:48.161 --> 00:07:53.047]  Fukushima, which is coming up to its four-year anniversary, but also about what's going on in the Ukraine.
[00:07:53.087 --> 00:08:00.495]  There have been two incidents at Ukraine, the largest nuclear power plant in Europe, just a few hundred miles from Chernobyl.
[00:08:01.295 --> 00:08:09.504]  This particular power plant has had two incidents, one at the beginning of December, December 3rd, actually it was November 28th, it was announced
[00:08:10.445 --> 00:08:16.092]  On December the 3rd by the newly minted head of the energy ministry.
[00:08:16.433 --> 00:08:19.457]  This guy is not a physicist, not an engineer.
[00:08:19.537 --> 00:08:22.521]  This guy was a banker, a politician.
[00:08:24.025 --> 00:08:30.147]  And what he said was that at the time it was not an accident because technically an accident is a release of radiation.
[00:08:30.187 --> 00:08:31.827]  He said it was merely an incident.
[00:08:32.508 --> 00:08:37.329]  But the timeline is kind of interesting because it happened on the 28th.
[00:08:38.129 --> 00:08:45.912]  Then on the 3rd they have a new, actually the day before the announcement, they get a new energy ministry person involved.
[00:08:46.473 --> 00:08:50.279]  And his name is Demtche, Demtche, I think is the way it's pronounced.
[00:08:50.619 --> 00:08:54.826]  Nevertheless, he says that it's merely an accident, an incident, not an accident.
[00:08:55.836 --> 00:09:06.580]  And then at the end of this last month, December 28th, they had another issue at another nuclear reactor and now we're told that that does involve release of radiation.
[00:09:06.840 --> 00:09:08.641]  We're not being told that by the Ukrainian government.
[00:09:08.681 --> 00:09:12.262]  There's been some documents that have been released that point to that.
[00:09:12.302 --> 00:09:18.505]  We've also had some reports from RT as well as three independent sources that have found that documentation.
[00:09:18.525 --> 00:09:23.807]  So it appears that there's radiation being leaked at this, after this second incident.
[00:09:24.367 --> 00:09:26.390]  This is a large facility.
[00:09:26.691 --> 00:09:30.556]  As I said, it's the largest in Europe, the fifth largest in the world.
[00:09:31.357 --> 00:09:39.248]  This is something that, essentially, when it first came out on December the 3rd, when Demcheson came out, he said,
[00:09:39.768 --> 00:09:40.469]  There's no threat.
[00:09:40.689 --> 00:09:42.771]  There's no problems with the reactors.
[00:09:42.811 --> 00:09:44.853]  He said they would have it done within two days.
[00:09:44.873 --> 00:09:46.575]  It was down for a bit of a week.
[00:09:46.875 --> 00:09:53.361]  This is something that is really affecting Ukraine, because 50% of their power generation comes from nuclear reactors.
[00:09:54.102 --> 00:09:56.324]  And these are old nuclear reactors.
[00:09:56.364 --> 00:09:58.326]  They've been around for about 30 years, just like ours.
[00:09:58.346 --> 00:10:00.508]  They're starting to get to the end of their useful life.
[00:10:01.349 --> 00:10:03.792]  But, like us, they just keep them going.
[00:10:04.472 --> 00:10:09.335]  They also had an incident, according to some people, where they used the wrong kinds of control rods.
[00:10:09.375 --> 00:10:14.798]  Had a little bit of a problem, but I'm sure that didn't last too long, because they're having problems getting spare parts from Russia.
[00:10:15.519 --> 00:10:16.860]  And of course, as the...
[00:10:17.904 --> 00:10:27.008]  Former head of our Nuclear Regulatory Commission Gregory Yatso said after Fukushima he called for all of our nuclear power to be phased out.
[00:10:27.168 --> 00:10:34.571]  He said we should be shutting down our nuclear reactors because the designs have the same flaws we've seen in Fukushima.
[00:10:35.171 --> 00:10:45.516]  He said that we have to look at this as a society when he addressed Japan and he says you have to think about whether or not you're willing to accept another accident of this scale of this magnitude.
[00:10:46.076 --> 00:10:48.299]  If you aren't, you need to shut this down.
[00:10:48.640 --> 00:10:51.763]  At least redesign these power plants if you're going to continue with it.
[00:10:52.304 --> 00:10:55.889]  Now while we're talking about the Ukraine, one more article that came out this last weekend.
[00:10:56.629 --> 00:11:00.674]  The President of the Czech Republic says that only poorly informed people
[00:11:01.315 --> 00:11:04.257]  Don't know about what's going on in the Ukraine coup.
[00:11:04.657 --> 00:11:12.042]  He was talking to the people in his country, and of course they had a velvet revolution that was a democratic revolution, an authentic democratic revolution.
[00:11:12.423 --> 00:11:20.708]  But he says those who are seeing it that way, seeing the maiden revolution the same as the velvet revolution, are seeing it in a profoundly false light.
[00:11:21.309 --> 00:11:22.750]  He said this is the reason why
[00:11:23.770 --> 00:11:25.211]  It's not a democratic revolution.
[00:11:25.251 --> 00:11:34.913]  He said this is the reason why Ukraine is now in a condition of civil war in which the residents of the Donbass region and Ukraine's southeast have broken away from the Ukrainian government.
[00:11:34.933 --> 00:11:38.194]  He had strong criticism of the Ukrainian Prime Minister Yatsenyuk.
[00:11:38.214 --> 00:11:50.638]  He said that I think he is rather a prime minister of war because he does not want a peaceful solution as recommended by the European Union but instead he prefers to use force and he points out that
[00:11:51.538 --> 00:12:01.981]  Actually, this analysis in the Washington blog points out that Obama is pressing his advantage to try to force European unions to take sides.
[00:12:02.061 --> 00:12:05.142]  It's essentially George W. Bush all over again.
[00:12:05.162 --> 00:12:09.703]  Where George W. Bush said, you're either with us or you're against us.
[00:12:09.763 --> 00:12:17.085]  That's essentially the message that we're getting from the Obama administration as they work to start another Cold War, to build this up.
[00:12:17.405 --> 00:12:19.726]  And we have another article that's up on Infowars.com.
[00:12:20.406 --> 00:12:21.528]  Kent Daniels article here.
[00:12:21.588 --> 00:12:27.375]  Lawsuit shows the cops have confiscated guns from a veteran who is diagnosed with insomnia.
[00:12:27.455 --> 00:12:30.318]  He's not only a military veteran, but he's a police veteran.
[00:12:31.280 --> 00:12:32.261]  He's filed a lawsuit.
[00:12:33.282 --> 00:12:34.122]  He's a Navy veteran.
[00:12:34.563 --> 00:12:38.626]  He was also a law enforcement officer with a distinguished career.
[00:12:38.706 --> 00:12:42.249]  More than 30 years, he retired the rank of detective sergeant.
[00:12:42.369 --> 00:12:43.510]  He had a spotless record.
[00:12:43.730 --> 00:12:46.132]  He'd been awarded medals, bravery medals.
[00:12:46.192 --> 00:12:48.194]  He was a commanding officer for 15 years.
[00:12:48.714 --> 00:12:49.335]  He retired.
[00:12:49.815 --> 00:12:54.899]  He moved across the state to be closer to his grandchildren, and as part of that move,
[00:12:55.700 --> 00:12:59.321]  He was having difficulty sleeping, so he went to the hospital.
[00:12:59.901 --> 00:13:03.362]  He got some Trazodone, 50 milligrams of that.
[00:13:04.002 --> 00:13:05.162]  They examined him.
[00:13:05.242 --> 00:13:07.043]  They wrote on his comments.
[00:13:07.103 --> 00:13:13.064]  They said he's well-developed, well-kept male, dressed casually, no acute distress, calm, pleasant, cooperative.
[00:13:13.504 --> 00:13:16.465]  He's not a threat to himself or any others, and yet, for some reason,
[00:13:17.205 --> 00:13:20.247]  They labeled him as an involuntary admission.
[00:13:20.687 --> 00:13:22.908]  Not true, not consistent with their notes.
[00:13:23.548 --> 00:13:31.072]  Nevertheless, the local sheriff starts getting repeated calls from the New York State Police saying they have to go pick up his guns.
[00:13:31.112 --> 00:13:36.115]  So they called him, they apologized and said, we've had repeated pressure, we have to come pick up your guns.
[00:13:36.135 --> 00:13:41.798]  They picked up all of his weapons and the State Police canceled his pistol permit without a hearing.
[00:13:42.578 --> 00:13:46.761]  And of course the hospital is refusing to correct the mistake in its records.
[00:13:47.402 --> 00:13:54.146]  This is something we should think about in light of the fact that we just got a Surgeon General appointed by Obama.
[00:13:54.166 --> 00:13:55.307]  His name is Vivek Murthy.
[00:13:56.088 --> 00:13:59.790]  He has talked about gun violence being a public health epidemic.
[00:13:59.830 --> 00:14:03.093]  He says that he is tired of politicians who are afraid of the NRA.
[00:14:03.873 --> 00:14:06.695]  And he thinks that guns are a major health issue.
[00:14:06.755 --> 00:14:20.083]  He is going to be a propagandist for this kind of medical snitching going on, turning people in to the police, not having a trial, not having a hearing.
[00:14:20.664 --> 00:14:28.729]  I don't have a problem with somebody who is psychologically disturbed having their guns taken away from him, but it needs to be with due process.
[00:14:29.429 --> 00:14:38.074]  I remember with some of these shootings, we had a lot of people on the right, even some of the NRA, were saying, we need to get rid of the guns from crazy people.
[00:14:38.094 --> 00:14:38.894]  That's the problem.
[00:14:38.934 --> 00:14:41.756]  So if anybody goes to a psychiatrist, we need to take their guns away.
[00:14:42.436 --> 00:14:43.637]  That is not the solution.
[00:14:44.317 --> 00:14:47.699]  You need to have due process before anything is taken away from you.
[00:14:48.139 --> 00:14:50.361]  Any property, and especially your rights.
[00:14:51.061 --> 00:15:02.316]  That is the real issue here and this is something that we're going to see increasingly happen with this kind of Attorney General that we just had appointed by the Obama administration.
[00:15:02.737 --> 00:15:04.299]  Another article up on Infowars.com.
[00:15:04.739 --> 00:15:07.023]  What prices will look like before and after
[00:15:07.503 --> 00:15:09.504]  A mandatory minimum wage increase.
[00:15:10.044 --> 00:15:19.128]  They point out that a study from the Heritage Foundation says that customers can expect to see about a 38% increase in the cost of their supersized mega meals.
[00:15:19.428 --> 00:15:29.252]  And so in this article, it's up on Infowars.com, if you want to really kind of get a feel for how that's going to affect things, you can look at the various fast food entries that you're going to be paying for.
[00:15:29.813 --> 00:15:33.654]  Prices before and after a $15 per hour wage hike.
[00:15:34.054 --> 00:15:34.855]  Well, if you want a
[00:15:35.715 --> 00:15:37.736]  Big Mac, you're going to be going from $5.69 to $7.83.
[00:15:37.976 --> 00:15:40.637]  If you want a steak burrito bowl, you're going to go from $6.65 to $9.14.
[00:15:40.677 --> 00:15:41.917]  You want a son of Baconator combo?
[00:15:41.937 --> 00:15:41.997]  $6.49 to $8.92.
[00:15:42.037 --> 00:15:45.018]  Hey, maybe you might get the idea that you don't want to eat that stuff.
[00:15:54.121 --> 00:16:04.105]  There's another article up on Infowars.com from Anthony Gucciardi talking about how the newly renamed high fructose corn syrup contains toxic mercury.
[00:16:04.605 --> 00:16:12.568]  Not only have they renamed it because it's gotten a bad rap and justifiably so they call it high fructose corn syrup, now they're just going to call it fructose.
[00:16:13.348 --> 00:16:21.071]  We're not going to talk about it being corn because now people are starting to get the idea, the understanding, that almost all corn is genetically modified.
[00:16:21.251 --> 00:16:24.532]  And they don't want to talk about it being really high in concentration.
[00:16:25.332 --> 00:16:28.433]  See, high fructose corn syrup is much cheaper than sugar.
[00:16:29.073 --> 00:16:32.094]  It's much more intense and it's much more addictive.
[00:16:32.495 --> 00:16:32.835]  And now,
[00:16:33.695 --> 00:16:35.217]  It's got mercury in it.
[00:16:35.457 --> 00:16:36.318]  New and improved.
[00:16:36.779 --> 00:16:40.142]  And while we're talking about food, there's another article up on InfoWars.com.
[00:16:40.463 --> 00:16:45.688]  A new Monsanto law in Africa would force GMOs on farmers.
[00:16:45.728 --> 00:16:48.191]  This is something we have seen in the United States.
[00:16:48.632 --> 00:16:49.933]  We've seen this in India.
[00:16:50.914 --> 00:16:54.717]  I say that this is something that is coming through in Ghana, Africa.
[00:16:54.917 --> 00:17:02.301]  The proposed legislation will have rules that restrict farmers from ancient practices, things that people have done in every country.
[00:17:02.782 --> 00:17:12.228]  Freely saving, swapping and breeding seeds under the new laws that are there to, listen to this, protect the intellectual property rights of biotech farmers.
[00:17:13.409 --> 00:17:19.552]  These practices of saving, sharing and breeding seeds would be subject to heavy fines.
[00:17:20.433 --> 00:17:26.520]  for growing anything that might be quote-unquote patented even if their crops were cross-pollinated.
[00:17:27.101 --> 00:17:30.304]  That's exactly, if you remember, that's exactly what happened in India.
[00:17:31.646 --> 00:17:35.810]  A huge number of small farmers there committing suicide because
[00:17:37.308 --> 00:17:42.537]  Monsanto would come into an area, they would offer these GMO crops to some of the farmers.
[00:17:43.338 --> 00:17:51.552]  As they were growing that GMO crop, it would cross pollinate into the heritage crops that were being grown by the neighboring farms.
[00:17:53.254 --> 00:17:58.656]  Monsanto would come in, do an analysis of the seeds, say, you are infringing on our patent.
[00:17:58.676 --> 00:18:03.817]  See, it's not infringement when they cross-pollinate your product with something that you didn't want.
[00:18:04.437 --> 00:18:06.158]  They're saying, you're stealing this from us.
[00:18:06.238 --> 00:18:08.759]  When they are shoving it on you, it's actually a trespass.
[00:18:09.259 --> 00:18:15.261]  But they put it out there as if it was some kind of a theft of their patented property.
[00:18:16.161 --> 00:18:18.743]  And so farmers in India then were fined.
[00:18:18.783 --> 00:18:20.364]  They were sued by Monsanto.
[00:18:20.384 --> 00:18:22.606]  They didn't have the money to fight a giant like that.
[00:18:22.706 --> 00:18:25.127]  So they were going out of business left and right.
[00:18:25.568 --> 00:18:31.232]  And many of them took their lives because that's the way they responded to that kind of pressure and that culture.
[00:18:31.912 --> 00:18:40.836]  But of course, we also had an article in InfoWars just last week, December 29th, talking about how seed libraries are being shut down in the United States.
[00:18:41.017 --> 00:18:42.757]  Exactly the same thing.
[00:18:43.037 --> 00:18:47.560]  Shutting down seed libraries, saying you cannot save, grow and transfer these seeds.
[00:18:48.460 --> 00:18:54.423]  Add to that, we saw back in August, Paul Joseph Watson talked about the same thing elsewhere in the United States.
[00:18:55.163 --> 00:18:59.585]  Maybe we should just say nobody can grow any food except Monsanto.
[00:19:00.005 --> 00:19:02.066]  I'm sure they got the votes in Congress to pull that one off.
[00:19:02.306 --> 00:19:03.267]  Stay with us, we'll be right back.
[00:19:06.238 --> 00:19:07.479]  Hey, sorry I'm running late.
[00:19:07.619 --> 00:19:09.460]  I had to stop and get my vitamins for the month.
[00:19:09.760 --> 00:19:12.902]  I got mine in the mail yesterday from DiscountNutritionShop.com.
[00:19:13.083 --> 00:19:14.504]  So I'm here, totally on time.
[00:19:15.344 --> 00:19:17.105]  DiscountNutritionShop.com?
[00:19:17.445 --> 00:19:19.767]  Yup, they're a lifesaver in more ways than one.
[00:19:20.007 --> 00:19:24.250]  They have all the nutritional supplements you need, the major brands you know, plus you can save up to 10%.
[00:19:25.231 --> 00:19:26.291]  Write down this number, 888-908-4548.
[00:19:26.331 --> 00:19:26.411]  Huh?
[00:19:26.431 --> 00:19:26.471]  888-908-4548.
[00:19:26.491 --> 00:19:28.112]  Or just go to DiscountNutritionShop.com.
[00:19:35.816 --> 00:19:38.217]  Hunters, anglers, campers and survivalists.
[00:19:38.437 --> 00:19:39.358]  Get back to nature.
[00:19:39.518 --> 00:19:46.561]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[00:19:46.701 --> 00:19:49.442]  Slingbow products are compact and models start from just $17.98.
[00:19:50.083 --> 00:19:53.324]  They're perfect for your bug out bag or storing in your vehicle.
[00:19:53.564 --> 00:19:57.466]  Give yourself and your loved ones the excitement and tradition of slingbow.
[00:19:57.686 --> 00:20:02.008]  A new frontier in archery and truly modern twist on this primitive survival tool.
[00:20:02.209 --> 00:20:04.870]  Feel the thrill only at slingbow.com.
[00:20:05.556 --> 00:20:07.257]  It's very easy to be a criminal.
[00:20:07.477 --> 00:20:10.819]  All you need to burglarize a home is one simple household tool.
[00:20:11.119 --> 00:20:12.100]  A pair of scissors.
[00:20:12.460 --> 00:20:17.963]  If your home security system can be compromised by a criminal using scissors, then you're making it easy for him.
[00:20:18.263 --> 00:20:22.925]  Almost every home security system, even those sold by big-name companies, has a weakness.
[00:20:23.186 --> 00:20:24.006]  The phone line.
[00:20:24.166 --> 00:20:29.089]  You shell out $1,500, get locked into a long-term contract, and think you're safe.
[00:20:29.429 --> 00:20:33.151]  But a burglar can destroy your alarm in seconds with one snip.
[00:20:33.331 --> 00:20:36.214]  And when a burglar cuts your phone line, you're defenseless.
[00:20:36.634 --> 00:20:38.896]  SimpliSafe Home Security is the smarter choice.
[00:20:39.097 --> 00:20:43.301]  Built by Harvard engineers, SimpliSafe uses a wireless connection to call the cops.
[00:20:43.461 --> 00:20:44.342]  Scissors can't cut it.
[00:20:44.542 --> 00:20:46.984]  And that means your home stays safe.
[00:20:47.004 --> 00:20:50.608]  24-7 professional monitoring is under $15 a month with no contract.
[00:20:50.788 --> 00:20:54.132]  SimpliSafe home security keeps you safer than the other guys.
[00:20:54.292 --> 00:20:55.153]  For half the cost.
[00:20:55.453 --> 00:20:57.336]  Protect your home with the alarm you can trust.
[00:20:57.476 --> 00:20:58.137]  SimpliSafe.
[00:20:58.297 --> 00:21:02.181]  Go to SimpliSafeDefense.com now for an exclusive 10% offer.
[00:21:02.241 --> 00:21:04.023]  That's SimpliSafeDefense.com.
[00:21:04.864 --> 00:21:07.126]  What good is a Big Berkey Water Filter?
[00:21:07.766 --> 00:21:11.028]  We get that question a lot here at BigBerkeyWaterFilters.com.
[00:21:11.308 --> 00:21:13.090]  And in a word, the answer is protection.
[00:21:13.450 --> 00:21:22.476]  Protection from water main breaks, E. coli contamination, environmental chemical spills, pesticide runoff, chlorine taste and smell, and all forms of fluoride.
[00:21:22.756 --> 00:21:28.400]  Plus, Big Berkey Water Filters are the original gravity water filter system and most trusted on the market for a reason.
[00:21:28.760 --> 00:21:34.744]  Tested by multiple independent NSF EPA certified labs, they are the gold standard in water purification.
[00:21:35.104 --> 00:21:39.567]  At only 1.7 cents a gallon, a single set of filters can last for 5 to 10 years.
[00:21:39.947 --> 00:21:41.407]  That means big savings.
[00:21:41.728 --> 00:21:45.890]  Big Berkey, the one that's powerful enough to purify stagnant pond water.
[00:21:46.170 --> 00:21:49.112]  Get a Big Berkey today at BigBerkeyWaterFilters.com.
[00:21:49.372 --> 00:21:52.813]  GCN listeners receive 5% off all ceramic filter systems.
[00:21:53.114 --> 00:21:55.015]  Visit our website or call 1-877-99-BERKEY.
[00:21:55.035 --> 00:21:55.875]  That's 877-99-B-E-R-K-E-Y.
[00:21:55.935 --> 00:21:58.256]  Big Berkey Water Filters, for the love of clean water.
[00:22:04.454 --> 00:22:14.141]  Attention Alex Jones listeners, when you're on the road or have limited data or Wi-Fi, now you can listen to Alex Jones unfiltered and untapped at no extra charge on this non-federal phone number.
[00:22:14.161 --> 00:22:14.781]  1-605-562-5136.
[00:22:15.282 --> 00:22:19.885]  Try it now to listen to Alex Jones 24-7 at no extra cost or data charges.
[00:22:20.005 --> 00:22:21.246]  These are not on federal lines.
[00:22:21.446 --> 00:22:23.968]  These are lines located on Indian reservations off the grid.
[00:22:24.088 --> 00:22:25.249]  Call 1-605-562-5136.
[00:22:27.070 --> 00:22:28.511]  No smartphones or internet needed.
[00:22:28.651 --> 00:22:31.193]  To hear Alex Jones untapped and off the grid, just call 1-605-562-5136.
[00:22:34.295 --> 00:22:38.077]  Digestive health is key to wellness and Pro-EM1 is the key to digestive health.
[00:22:38.097 --> 00:22:44.600]  Pro-EM1 is a daily liquid probiotic that improves food absorption and supports weight loss by removing toxins from your system.
[00:22:44.700 --> 00:22:50.662]  Recommended by doctors, Pro-EM1 is 100% natural, organic, non-GMO, wheat, soy, gluten, and dairy-free.
[00:22:50.822 --> 00:22:54.364]  Call us today at 888-611-8025 or visit proem1.com to save over $25 on your order.
[00:22:54.384 --> 00:22:55.224]  That's 888-611-8025 or proem1.com.
[00:23:20.270 --> 00:23:21.792]  Welcome back to the Alex Jones Show.
[00:23:21.892 --> 00:23:22.393]  I'm David Knight.
[00:23:22.413 --> 00:23:23.915]  I'll be your host these first two hours.
[00:23:23.935 --> 00:23:25.517]  Alex will be the host on the third hour.
[00:23:25.537 --> 00:23:31.946]  In the second hour, we're going to have Christopher Busby joining us, talking about the dangers of low-level radiation.
[00:23:31.966 --> 00:23:34.829]  Now, in the last segment, we were talking about what's going on with Monsanto.
[00:23:35.650 --> 00:23:45.313]  Pulling the same tricks in Africa that they've done in India, the same tricks that they're doing in, of course, the United States, and it remains to be seen if they're going to get away with it in Africa.
[00:23:45.393 --> 00:23:46.113]  Probably will.
[00:23:46.173 --> 00:23:54.296]  They seem to be able to get away with it pretty much anywhere except in a few places like Europe, where the people haven't been bought out yet.
[00:23:54.376 --> 00:23:56.777]  The lawmakers haven't been bought out by Monsanto.
[00:23:56.817 --> 00:23:57.457]  They appear to
