[00:00:00.009 --> 00:00:01.276]  The Alex Jones Show.
[00:02:59.271 --> 00:02:59.931]  The Lacey Act.
[00:03:00.251 --> 00:03:06.172]  Where if you don't break American laws, but perhaps break a foreign law, they can get at you that way.
[00:03:06.813 --> 00:03:09.353]  Particularly if there's something to be gained politically about it.
[00:03:09.393 --> 00:03:11.254]  We've talked about it on Tuesday.
[00:03:13.322 --> 00:03:24.231]  How they were ignoring everything that was happening at Planned Parenthood, certainly in the Obama administration, but also within the media, and then focusing on Cecil the Lion.
[00:03:24.251 --> 00:03:26.793]  So we're going to go into that in a great deal of detail.
[00:03:26.813 --> 00:03:29.696]  We'll also have some updates to the Planned Parenthood situation.
[00:03:30.638 --> 00:03:35.979]  Several articles, we had the article yesterday, the original one from Mikhail Thelin, talking to the hackers.
[00:03:36.019 --> 00:03:39.059]  They said, hey look, this is a false flag.
[00:03:39.379 --> 00:03:44.280]  This second attack on their website has been done to get donors to support them.
[00:03:44.840 --> 00:03:48.321]  We're going to talk about additional evidence that has come to light in that.
[00:03:48.341 --> 00:03:59.463]  We're going to talk about other health news, not just the vaccine cover-up and the CDC, but now Rhode Island is mandating HPV vaccines for 7th graders.
[00:04:00.342 --> 00:04:01.364]  Sounds kind of like Rick Perry.
[00:04:01.384 --> 00:04:07.414]  I wonder if their governor has connections to Merck like Rick Perry did indirectly at the time.
[00:04:07.434 --> 00:04:10.599]  We've also got an article from the Drudge Report.
[00:04:11.497 --> 00:04:19.681]  It looks like radiation can cause cancer after all, but don't worry about that because now we've got robot magnets that can eat brain tumors.
[00:04:20.581 --> 00:04:21.341]  It's not a tumor!
[00:04:22.022 --> 00:04:23.822]  Remember Arnold Schwarzenegger?
[00:04:24.163 --> 00:04:27.384]  Yeah, they're gonna solve all these technological problems for us.
[00:04:28.344 --> 00:04:32.066]  At the same time, they're coming up with massive laser weapons.
[00:04:32.126 --> 00:04:35.568]  It was only a week ago that we were talking about the Pentagon's
[00:04:36.408 --> 00:04:43.080]  Vision of warfare in 2050, but of course this week we've already seen that much of that technology is already here.
[00:04:43.100 --> 00:04:46.105]  They're not going to talk about stuff that they haven't nearly perfected.
[00:04:46.406 --> 00:04:49.251]  They're just on the cusp of putting it into mass production.
[00:04:50.029 --> 00:04:55.494]  Japan has demonstrated what some, like the Daily Mail, are calling the Dust Star Weapon.
[00:04:56.155 --> 00:04:57.235]  A directed energy weapon.
[00:04:57.716 --> 00:04:59.658]  The kind of stuff you see in science fiction.
[00:04:59.738 --> 00:05:01.759]  But of course, it's also force fields.
[00:05:02.060 --> 00:05:07.104]  It's super augmented cyborg humans and autonomous killing robots.
[00:05:07.144 --> 00:05:08.605]  Stay with us, we've got a lot to break down.
[00:05:08.666 --> 00:05:10.187]  Special reports from Alex Jones, coming up.
[00:05:11.562 --> 00:05:24.251]  To celebrate the birth of our country and give a big thanks to all the InfoWarriors out there, we are now offering free shipping on every item shipped out of the InfoWarsStore.com warehouse.
[00:05:24.631 --> 00:05:28.353]  That's free shipping on all t-shirts, books, and DVDs.
[00:05:28.854 --> 00:05:36.499]  Free shipping on Molon Lave and 1776 belt buckles, which are also 25% off while supplies last.
[00:05:36.839 --> 00:05:41.402]  Free shipping on all of our InfoWarsLife.com nutraceuticals.
[00:05:41.862 --> 00:05:48.688]  If it's in the InfoWarsStore.com warehouse, it's shipping for free, all during the month of July.
[00:05:49.209 --> 00:06:01.760]  It's our way of saying thanks to the true heart and soul of this operation, who stand beside us and support us as we wage an InfoWar for liberty and freedom for all.
[00:06:02.200 --> 00:06:06.244]  InfoWarsStore.com, free shipping for the month of July.
[00:06:08.493 --> 00:06:18.396]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at htfirearms.com.
[00:06:18.616 --> 00:06:24.578]  One of the most exciting things about htfirearms.com is the ability to upgrade your AR-15 platform today.
[00:06:24.738 --> 00:06:26.899]  They call it their low-profile platform.
[00:06:27.059 --> 00:06:28.459]  PBX Muzzle Bricks.
[00:06:28.699 --> 00:06:30.300]  Proven to help control muzzle rise.
[00:06:31.661 --> 00:06:34.182]  6061 billet material with type 3 hard coating.
[00:06:34.442 --> 00:06:37.703]  Bolt carrier group for .308 and .556 ARs.
[00:06:38.064 --> 00:06:39.324]  Custom Kydex holsters.
[00:06:39.624 --> 00:06:44.326]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:06:44.487 --> 00:06:46.888]  Most competitors material use .060.
[00:06:46.988 --> 00:06:50.149]  Configure yours today at HDfirearms.com.
[00:06:50.389 --> 00:06:52.270]  And my favorite, single stage trigger.
[00:06:52.430 --> 00:06:55.832]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:06:56.072 --> 00:07:02.077]  Find out more at HDFirearms.com today or call 770-485-7015.
[00:07:02.298 --> 00:07:07.823]  That's HDFirearms.com or call 770-485-7015.
[00:07:08.323 --> 00:07:13.948]  Supermail Vitality is InfoWarsLife.com's number one selling product for a good reason.
[00:07:14.268 --> 00:07:14.709]  It works.
[00:07:14.989 --> 00:07:19.091]  Go to Infowarslife.com today and read the testimonials for yourself.
[00:07:19.272 --> 00:07:24.735]  There are thousands of them with an average voting score at an unprecedented 4.8.
[00:07:26.536 --> 00:07:38.323]  It is concentrated herbs and natural organic compounds known to energize the body's natural processes that are blocked by estrogen mimickers and other toxic elements in the food chain.
[00:07:38.503 --> 00:07:43.546]  Super Mel Vitality from Infowarslife.com has sold out multiple times in the last three months.
[00:07:43.686 --> 00:07:51.031]  To fix that problem, we have now produced the biggest and most concentrated high-quality batch of Super Mel Vitality in the product's history.
[00:07:51.271 --> 00:07:53.852]  Our new ultra-strength formula is even stronger.
[00:07:54.032 --> 00:07:58.355]  Check out the third-party reviews and informational videos at InfoWarsLife.com.
[00:07:58.555 --> 00:08:01.277]  Now it's time to get your body in balance and fight back.
[00:08:01.517 --> 00:08:07.541]  I'm Alex Jones for Super Mel Vitality and InfoWarsLife.com, and I salute you, our supporters!
[00:08:20.336 --> 00:08:24.177]  You are listening to an InfoWars.com Frontline Report.
[00:08:24.637 --> 00:08:26.178]  It's Alex Jones.
[00:08:26.978 --> 00:08:34.840]  Welcome back to the Alex Jones Show on this Friday, July 31st, 2015.
[00:08:37.643 --> 00:08:42.126]  Alex Jones is in Europe, he's in Spain, and we have a special report.
[00:08:42.146 --> 00:08:44.968]  You can see the article up on Infowars.com.
[00:08:44.988 --> 00:08:45.908]  1984 comes to Europe.
[00:08:46.348 --> 00:08:49.270]  The end of freedom of speech in Spain.
[00:08:49.450 --> 00:08:52.652]  Even jokes about royals are illegal.
[00:08:53.092 --> 00:08:58.676]  I guess so are the Monty Python jokes about the Spanish Inquisition, because that's essentially what we have here.
[00:08:59.392 --> 00:09:01.614]  I guess Alex didn't expect the Spanish Inquisition.
[00:09:02.534 --> 00:09:03.475]  Actually, they knew it.
[00:09:03.615 --> 00:09:13.742]  I guess it's still annoying when people come up and demand that you cannot photograph public buildings, cathedrals, take away your film, erase it.
[00:09:14.923 --> 00:09:18.906]  This is what they do at federal buildings already in the United States, of course.
[00:09:20.031 --> 00:09:30.893]  They say, well you can't take a picture of the Federal Reserve, you can't take a picture of this particular building, even though anyone can go to the internet and they can look at Google Maps and see that building.
[00:09:31.593 --> 00:09:36.014]  Taking a picture on a street corner does not present a security risk to anybody.
[00:09:36.354 --> 00:09:42.795]  And let's understand that all of this stuff about national security, homeland security, it's just a way of taking your freedom, right?
[00:09:42.855 --> 00:09:45.396]  Let's just call it homeland taking away your freedom.
[00:09:45.876 --> 00:09:46.817]  We're good to go.
[00:10:04.912 --> 00:10:07.713]  And that's what they're building here in America.
[00:10:07.753 --> 00:10:09.394]  They're building it all over the world.
[00:10:09.434 --> 00:10:11.375]  That's why we talk about prison planet.
[00:10:11.455 --> 00:10:13.635]  Let's go to that report.
[00:10:13.655 --> 00:10:14.656]  1984 comes to Europe.
[00:10:14.816 --> 00:10:16.997]  Orwell's nightmare scenario come true.
[00:10:18.437 --> 00:10:24.019]  Ladies and gentlemen, we filed a series of reports for the radio and TV shows at Infowars.com.
[00:10:24.480 --> 00:10:27.061]  Alex Jones here reporting live from Barcelona, Spain.
[00:10:27.461 --> 00:10:30.322]  Beautiful historic city on the Mediterranean Sea.
[00:10:31.772 --> 00:10:52.766]  But I was just pinching myself, like it was a dream, the fact that it's in mainstream newspapers, what they call a bizarre series of laws that have been rammed through the Spanish government and regulations, banning any form of criticism of government, period.
[00:10:53.227 --> 00:10:54.988]  Government services, you name it.
[00:10:55.628 --> 00:10:58.851]  And it's also extending on to corporations.
[00:11:00.305 --> 00:11:07.194]  And again, even the newspapers in the UK and in Germany say this is just bizarre.
[00:11:07.675 --> 00:11:17.908]  I mean, it's so over the top, it's beyond 1984 for the types of offenses that people got arrested for in that fictional world that George Orwell came up with.
[00:11:19.414 --> 00:11:20.215]  And then it just hit me.
[00:11:20.916 --> 00:11:26.902]  The reason all of this is happening is Spain has submitted to the globalists and the bankers.
[00:11:27.323 --> 00:11:31.527]  Because Juan Carlos is right at the top of the pyramid and is being sucked dry right now.
[00:11:32.642 --> 00:11:35.665]  And they're using that money to consolidate the takeover of U.S.
[00:11:35.765 --> 00:11:36.886]  roads, U.S.
[00:11:36.946 --> 00:11:37.587]  water districts.
[00:11:37.647 --> 00:11:44.113]  It's Juan Carlos and companies like Sentra that are at the heart of these no-bid contracts taking over U.S.
[00:11:44.173 --> 00:11:44.793]  infrastructure.
[00:11:45.634 --> 00:11:51.960]  So just as the Spanish are conquered, then their money is used to come in and conquer the infrastructure of the United States.
[00:11:51.980 --> 00:11:54.322]  We're all under attack by this.
[00:11:55.461 --> 00:12:06.629]  And it's the corporate welfare, the banker bailouts, the state-backed companies like Sentra and others that are able to do this, turning our roads into toll roads, doubling and tripling our water prices.
[00:12:07.170 --> 00:12:08.591]  This is the scientific tyranny.
[00:12:08.631 --> 00:12:13.795]  But the real reason they're putting in draconian anti-freedom of speech laws
[00:12:15.140 --> 00:12:27.975]  And other things here in Spain that even mainstream media publications call 1984 and over the top and bizarre is because they're getting ready to really drop the hammer and have a worldwide financial collapse.
[00:12:28.015 --> 00:12:31.299]  And I believe Spain, that's why we're here, is the next domino.
[00:12:32.370 --> 00:12:34.151]  The tyrants love to have a facade of freedom.
[00:12:34.831 --> 00:12:41.114]  And when they start removing the veneer of liberty, when they start taking that away, you know big stuff's about to happen.
[00:12:41.134 --> 00:12:42.774]  Look at what's happening this week in China.
[00:12:43.174 --> 00:12:44.735]  Look at what's happening in Greece.
[00:12:44.755 --> 00:12:46.936]  Look what's happening all over the world.
[00:12:47.776 --> 00:12:50.017]  And it lets you know this is a very, very serious time to be alive.
[00:12:50.437 --> 00:13:00.081]  So there's nothing like eyes and ears on the ground to really confirm what we've been seeing in the press and what we've been getting from our guests and experts is that
[00:13:01.530 --> 00:13:05.534]  The globalists see humans basically like another species.
[00:13:06.756 --> 00:13:07.457]  A worthless group.
[00:13:07.477 --> 00:13:09.519]  They've got their computers, their robots, their automation.
[00:13:10.740 --> 00:13:14.564]  And this implosion of the economy.
[00:13:15.549 --> 00:13:20.612]  is about bringing us to our knees and domesticating us and conditioning us to submit.
[00:13:21.073 --> 00:13:23.715]  More reports to follow at InfoWars.com.
[00:13:24.335 --> 00:13:25.396]  Humans have the power.
[00:13:26.096 --> 00:13:32.621]  And so if you take action, if you get involved, if you inform others, there's no way that the technocrats will be able to get away with this.
[00:13:32.661 --> 00:13:38.044]  So it just hit me that this is about the collapse being imminent, not just of Spain, but the entire continent of Europe.
[00:13:38.244 --> 00:13:40.446]  And then out of that crisis, the true world government will be formed.
[00:13:40.886 --> 00:13:42.187]  All right, Alex Jones signing off.
[00:13:42.207 --> 00:13:43.908]  More reports coming at InfoWars.com.
[00:13:46.693 --> 00:13:50.114]  Again, we're going to have some more reports from Alex Jones later in the broadcast.
[00:13:50.154 --> 00:13:58.555]  Now, earlier this week we talked about, and I think it was Tuesday or Wednesday, we talked about how people were very upset about Cecil the Lion.
[00:13:59.156 --> 00:14:00.576]  We had Jimmy Kimmel crying about it.
[00:14:00.896 --> 00:14:02.816]  All the news media was talking about Cecil the Lion.
[00:14:02.836 --> 00:14:10.758]  Everywhere you went, there were slideshows, but nobody was talking about the latest revelation of the Planned Parenthood video.
[00:14:11.940 --> 00:14:13.942]  They weren't talking about the previous ones either.
[00:14:13.962 --> 00:14:16.283]  That was all being pushed into the background.
[00:14:16.323 --> 00:14:19.386]  And so I asked the question and we talked about the different parallels with it.
[00:14:19.846 --> 00:14:30.554]  The idea that this was a gray legal area, that there was luring going on to get this lion off of the preservation area into an area where he could be killed.
[00:14:30.594 --> 00:14:34.777]  He was killed in a way where he died under a great deal of pain over a very long period of time.
[00:14:34.837 --> 00:14:35.778]  Trophies were taken.
[00:14:36.690 --> 00:14:38.372]  Where they cut his head off as a trophy.
[00:14:38.412 --> 00:14:39.913]  And we said, interesting, isn't it?
[00:14:40.133 --> 00:14:43.357]  The parallels that could be drawn to the Planned Parenthood situation.
[00:14:44.317 --> 00:14:58.051]  Where they go into these gray areas, they lure women into the clinics under the promise of health care or family planning and then push abortions on them as Abby Johnson testified this week.
[00:14:59.130 --> 00:15:02.373]  Then they put them through a procedure where there's a lot of pain.
[00:15:02.633 --> 00:15:09.619]  They chop up their body parts and sell them off, not as trophies, but in order to buy their trophy cars, their trophy homes.
[00:15:10.540 --> 00:15:12.041]  That's the parallel that we should be talking about.
[00:15:12.061 --> 00:15:13.002]  Of course, there's other parallels.
[00:15:13.362 --> 00:15:24.291]  USA Today, Kit Daniels also ran an article about it, the parallels with ignoring the murder of black people as if it's a license to kill if you have a badge in this country.
[00:15:24.331 --> 00:15:25.132]  It's open season.
[00:15:25.967 --> 00:15:32.014]  There isn't any preservation park for black people in the cities or for the rest of us for that matter.
[00:15:32.054 --> 00:15:34.236]  We're following along all of society.
[00:15:34.276 --> 00:15:35.958]  This isn't just about black people.
[00:15:36.299 --> 00:15:42.706]  Everybody is getting shot more frequently because that's the way they are engaging the public now.
[00:15:44.147 --> 00:15:51.810]  So, when we look at this, there's even one more thing that has come up, of course, and that is now the calls for punishment of this dentist.
[00:15:52.430 --> 00:15:54.551]  To extradite him to Zimbabwe.
[00:15:55.191 --> 00:16:04.475]  And of course, the Obama administration has had a petition on the White House saying, yes, we want him extradited and punished in Zimbabwe for this, because he didn't break any American laws.
[00:16:05.676 --> 00:16:07.896]  He broke Zimbabwe laws, they say.
[00:16:07.937 --> 00:16:08.797]  Well, I don't know.
[00:16:09.297 --> 00:16:11.098]  Do they have any laws in Zimbabwe?
[00:16:12.025 --> 00:16:14.907]  This is a place very much like North Korea.
[00:16:15.827 --> 00:16:17.768]  Robert Mugabe, dictator for life.
[00:16:18.189 --> 00:16:19.149]  He's 91 years old.
[00:16:19.349 --> 00:16:21.291]  He became dictator back in 1980.
[00:16:21.731 --> 00:16:22.932]  35 years he's been there.
[00:16:23.892 --> 00:16:32.617]  And if you want to know what kind of banana republic Obama is trying to create in America, take a look at Robert Mugabe's Zimbabwe.
[00:16:33.738 --> 00:16:35.859]  It's absolutely amazing.
[00:16:36.520 --> 00:16:37.781]  Per capita income of $935.
[00:16:37.961 --> 00:16:38.901]  Okay, that's about $75 a month.
[00:16:42.636 --> 00:16:43.677]  $19 a week.
[00:16:44.977 --> 00:16:45.258]  Okay?
[00:16:45.718 --> 00:16:52.561]  Now, in that environment, this dentist and others have paid $55,000 to do a trophy hunt.
[00:16:52.961 --> 00:16:54.162]  Now, you may not like trophy hunt.
[00:16:54.182 --> 00:16:56.763]  We've had a lot of people say, well, trophy hunting, that's awful.
[00:16:57.043 --> 00:16:57.884]  Well, okay, fine.
[00:16:58.604 --> 00:17:08.009]  But, if it was not a corrupt government, that trophy hunting could be used, as it has been used in other places, to preserve animals.
[00:17:08.971 --> 00:17:14.153]  To allow a controlled kill of some animals so the other animals can be preserved.
[00:17:14.553 --> 00:17:16.213]  So it's not entirely bad.
[00:17:16.313 --> 00:17:24.776]  But when you run it like Zimbabwe is running it, then that $55,000 just probably went into the pocket of their lying king.
[00:17:25.922 --> 00:17:26.363]  Mugabe.
[00:17:27.044 --> 00:17:27.765]  Look at this article.
[00:17:28.126 --> 00:17:30.971]  Five months ago, he had his 91st birthday.
[00:17:30.991 --> 00:17:32.273]  This is from the Washington Post.
[00:17:32.313 --> 00:17:39.605]  Zimbabwe's Mugabe condemns white safaris while he eats baby elephant at birthday bash.
[00:17:40.486 --> 00:17:47.692]  They say, when considering what to get Mugabe for his birthday, one must first understand that Zimbabwe's president is a man who demands the finest.
[00:17:47.992 --> 00:17:51.375]  His birthday parties don't cost hundreds of thousands, they cost millions.
[00:17:51.915 --> 00:17:56.499]  His parties aren't attended by thousands of people, but by tens of thousands.
[00:17:56.919 --> 00:18:00.182]  And they don't eat elephant, they eat baby elephant.
[00:18:00.763 --> 00:18:01.083]  Dumbo!
[00:18:02.642 --> 00:18:11.105]  This was the predicament in which one local landowner named Tendai Musasa found himself when trying to figure out what he could get Mugabe for his 91st birthday party.
[00:18:11.125 --> 00:18:23.189]  What do you get a dictator who has everything and who owns the company, country, and is going to take severe recrimination on you if you don't give him massive amounts of money?
[00:18:24.833 --> 00:18:27.537]  So this party, as I point out, cost over a million dollars.
[00:18:28.418 --> 00:18:32.343]  The first quote from this guy says, well, we regard him as our father, says Musasa.
[00:18:32.703 --> 00:18:38.191]  Yeah, just like they love the North Korean leaders and they cry rivers of tears when they die.
[00:18:38.231 --> 00:18:38.851]  And if they don't...
[00:18:39.721 --> 00:18:41.502]  They get carried off to the camps.
[00:18:41.642 --> 00:18:51.649]  He says, for such a courageous man who, years ago, instituted violence and contentious land redistribution policies, Mwasa would bring out the big guns.
[00:18:51.669 --> 00:18:52.850]  He would kill a baby elephant.
[00:18:52.890 --> 00:18:54.211]  He said, well, it's no big deal.
[00:18:54.271 --> 00:18:56.213]  The elephant was no good anyhow.
[00:18:57.844 --> 00:19:01.547]  But this elephant was not enough, just the baby elephant.
[00:19:01.567 --> 00:19:07.632]  They say he, Musasa, also submitted for mass consumption two buffaloes, two sables, five impalas.
[00:19:08.292 --> 00:19:11.374]  There was also a lion that was shot and mounted.
[00:19:11.595 --> 00:19:21.402]  Oh, a trophy lion for Mugabe, the guy who's now demanding, along with Obama, that this dentist be sent back and who knows what they're going to do to him.
[00:19:22.583 --> 00:19:23.864]  Because he went trophy hunting.
[00:19:23.904 --> 00:19:28.689]  Because he paid the government of Zimbabwe $55,000 to do that.
[00:19:29.851 --> 00:19:33.514]  That's, as I said, a legitimate thing to do if you've got a legitimate government.
[00:19:34.375 --> 00:19:36.978]  But they also gave him a lion that was shot and mounted.
[00:19:37.018 --> 00:19:40.181]  This is for Mugabe's birthday party.
[00:19:40.482 --> 00:19:42.544]  They also gave him a crocodile that was shot and mounted.
[00:19:43.766 --> 00:19:45.608]  Wasasa said, those are not for eating.
[00:19:45.828 --> 00:19:48.611]  I personally identified the old lion, the huge one.
[00:19:49.212 --> 00:19:54.438]  If you've studied, he says, the dynamics of the lion kingdom, these lions are soon ousted by the pride.
[00:19:54.758 --> 00:19:57.120]  They start to prey on farmers' livestock.
[00:19:57.361 --> 00:19:59.163]  They start to be a danger to human lives.
[00:19:59.603 --> 00:19:59.803]  Yeah.
[00:20:00.868 --> 00:20:05.373]  Boys and girls, lions kill and eat people and baby elephants.
[00:20:06.335 --> 00:20:09.438]  They killed and mounted one and now they're calling for his extradition.
[00:20:09.458 --> 00:20:10.039]  Stay with us, we got more.
[00:20:10.059 --> 00:20:14.744]  It's time to build your own emergency food stockpile with the industry leader, My Patriot Supply.
[00:20:15.305 --> 00:20:20.832]  Once you try them, you'll know why so many Americans like you have made them part of their emergency preparedness plan.
[00:20:21.452 --> 00:20:26.034]  Experience the My Patriot Supply difference today with this unbelievable offer.
[00:20:26.474 --> 00:20:31.615]  Right now, a four-week food supply is only $99, and that includes free shipping.
[00:20:31.875 --> 00:20:32.696]  That's 50% off the online price.
[00:20:32.716 --> 00:20:33.296]  Call 800-274-3070 to claim yours.
[00:20:33.316 --> 00:20:35.276]  Limit two per caller while supplies last.
[00:20:40.718 --> 00:20:46.503]  This offer isn't available online, so you want to make sure and grab this opportunity to get prepared today.
[00:20:46.523 --> 00:20:51.286]  800-274-3070 to get your 4-week food supply for the incredible price of only $99, and it'll be shipped to you completely free.
[00:20:51.326 --> 00:20:51.947]  Call 800-274-3070 right now.
[00:20:51.987 --> 00:20:53.168]  That's 800-274-3070 to claim yours while supplies last.
[00:20:53.188 --> 00:20:53.488]  Don't wait.
[00:20:53.588 --> 00:20:53.868]  Call today.
[00:21:08.559 --> 00:21:12.382]  Alex Jones here with a very important news alert for InfoWars listeners.
[00:21:12.662 --> 00:21:26.032]  We've confirmed through our major suppliers attempting to resupply Survival Shield X2 Deep Earth Crystals that elite corporations are buying up the supplies all over the world so prices are going up and it's very hard to secure it.
[00:21:26.152 --> 00:21:34.938]  We have been able to secure a limited supply of the pure deep earth crystals and have now been able to produce more survival shield nascent iodine x2.
[00:21:34.978 --> 00:21:36.739]  This is the good halogen.
[00:21:36.839 --> 00:21:39.580]  This is the opposite of the bad halogens like fluoride.
[00:21:39.901 --> 00:21:41.642]  Now we at Infowarslife.com
[00:21:42.102 --> 00:21:51.666]  Are bringing you the only source of clean, pure 99.99 Ultra Pure Deep Earth Crystals from more than 7,000 feet below the Earth's surface.
[00:21:51.886 --> 00:21:54.868]  Watch the informational videos at InfoWarsLife.com.
[00:21:54.968 --> 00:21:59.630]  Discover how transformational pure iodine can be for you and your family.
[00:21:59.830 --> 00:22:00.730]  Folks, this isn't hype.
[00:22:00.870 --> 00:22:03.972]  Read the reviews for yourself at InfoWarsLife.com or call 888-253-3139.
[00:22:09.150 --> 00:22:10.250]  We've all heard the news stories.
[00:22:10.711 --> 00:22:11.431]  Another shooting.
[00:22:11.851 --> 00:22:13.091]  And they're getting worse.
[00:22:13.552 --> 00:22:16.773]  That's why Infidel Body Armor introduces Infidel Fridays.
[00:22:17.113 --> 00:22:21.775]  Exclusive 24-hour insider deals to save you money and possibly save your life.
[00:22:22.115 --> 00:22:25.256]  Make it a favorite when you log on to InfidelBodyArmor.com.
[00:22:25.416 --> 00:22:31.158]  Then be sure to visit each and every Infidel Friday to get special insider pricing, but for 24 hours only.
[00:22:31.298 --> 00:22:32.999]  That's InfidelBodyArmor.com.
[00:22:33.239 --> 00:22:35.940]  Infidel Body Armor just won't quit.
[00:22:37.728 --> 00:22:38.608]  Hey, Berkey Guy here.
[00:22:38.688 --> 00:22:40.389]  Are you still drinking unfiltered tap water?
[00:22:40.529 --> 00:22:42.230]  Does your water contain chlorine or fluoride?
[00:22:42.290 --> 00:22:44.131]  Will you have drinkable water in an emergency?
[00:22:44.251 --> 00:22:50.113]  The Berkey Guy is here to help you remove these and other potential contaminants from your water, thus helping you drink clean, purified water.
[00:22:50.254 --> 00:22:53.795]  We offer Berkey water purification systems at the lowest available prices online.
[00:22:53.895 --> 00:22:55.816]  Don't go another moment without a Berkey system.
[00:22:55.856 --> 00:22:58.877]  Over the last 10 years, we've helped thousands drink clean, purified water.
[00:22:58.977 --> 00:23:02.199]  Join them by visiting GoBerkey.com or call me, the Berkey Guy, at 877-886-3653.
[00:23:02.219 --> 00:23:02.399]  That's 877-886-3653.
[00:23:07.449 --> 00:23:12.673]  Alright, don't let anybody tell you that Christmas doesn't come twice a year, because now it does.
[00:23:13.133 --> 00:23:14.694]  At Guns80.com.
[00:23:15.054 --> 00:23:16.055]  Alright, here's the deal.
[00:23:16.075 --> 00:23:19.237]  They're gonna make it happen twice this year, just for you.
[00:23:19.658 --> 00:23:22.360]  It truly is Christmas in July.
[00:23:22.700 --> 00:23:24.461]  That's right, Christmas in July!
[00:23:24.801 --> 00:23:26.102]  At Guns80.com.
[00:23:26.503 --> 00:23:28.424]  A brand new special.
[00:23:28.804 --> 00:23:30.625]  A really awesome special.
[00:23:30.766 --> 00:23:32.467]  Every day, till the end of the month.
[00:23:32.487 --> 00:23:33.928]  Through this weekend, at least.
[00:23:34.208 --> 00:23:34.528]  Guns80.com.
[00:23:34.548 --> 00:23:35.229]  Go to Guns80.com.
[00:23:37.259 --> 00:23:39.720]  Everyone says or does something silly once in a while.
[00:23:39.860 --> 00:23:43.661]  But once that embarrassing thing is on the internet, it can spread like a terrible rash.
[00:23:43.781 --> 00:23:44.521]  Put it to rest!
[00:23:44.701 --> 00:23:47.762]  Get a free expert analysis today from Reputation.com.
[00:23:47.902 --> 00:23:49.623]  It only takes 30 seconds.
