[00:00:01.000 --> 00:00:16.000]  Intro
[00:10:44.520 --> 00:10:53.240]  Their priorities start to make a little bit more sense, their activities and the way the country is going starts to make a little bit more sense, like, for example.
[00:10:54.600 --> 00:11:01.320]  Did you see any of the pride parades from over the weekend?
[00:11:04.480 --> 00:11:12.240]  Gradually getting worse, gradually getting more out of hand, and it's reaching a point now where.
[00:11:12.760 --> 00:11:29.880]  If they're allowed to do this for another five years, if you take your children anywhere near a pride march, one of these gay kink leather daddies or one of these transsexual walking dildos is just going to scoop your kid up and say, it's mine now, I'm taking this child home, I'm going to have my way with it.
[00:11:30.440 --> 00:11:34.760]  And if you don't like that, you're a homophobe, you're a transphobe.
[00:11:36.200 --> 00:11:38.720]  You say that's insane, is it?
[00:11:39.520 --> 00:11:43.840]  Do you have any idea what's going on at these pride parades?
[00:11:44.040 --> 00:11:45.640]  You probably don't want to.
[00:11:46.800 --> 00:11:50.760]  But thanks to the independent journalists that are out there.
[00:11:52.200 --> 00:11:53.680]  We now have the footage.
[00:11:55.080 --> 00:12:08.160]  Folks, they are running around the streets of Seattle, New York City, they are completely naked, they are in all kinds of sex, gimp and odd costumes and furries, and they run up to children.
[00:12:09.000 --> 00:12:17.720]  And they do sexual gyrations, sexual dances while completely nude, completely nude.
[00:12:21.800 --> 00:12:27.960]  And they walk right up to children and they put their stinking asses right in their face.
[00:12:30.560 --> 00:12:31.040]  Say, well.
[00:12:34.200 --> 00:12:37.400]  That's just that's just can't be a they wouldn't do that.
[00:12:38.400 --> 00:12:43.800]  Folks, these are deranged lunatics that have been left off the leash.
[00:12:44.800 --> 00:12:46.640]  There is a reason why.
[00:12:47.960 --> 00:12:50.720]  Societies and civilizations.
[00:12:53.160 --> 00:12:56.560]  Have rules and laws and expectations.
[00:12:57.560 --> 00:12:58.840]  And that's what this is all about.
[00:12:58.840 --> 00:13:14.240]  This is about removing everything that builds successful civilization, everything that builds prosperous societies and just saying, you, the deranged lunatics, you, the sexual deviants, you are free.
[00:13:14.520 --> 00:13:17.320]  Go into the streets, go grab the children.
[00:13:17.760 --> 00:13:22.240]  You now can have the ways and means to control the future.
[00:13:22.600 --> 00:13:25.640]  All you got to do is be sex perverts.
[00:13:25.640 --> 00:13:28.280]  And we're going to give you a whole month.
[00:13:29.600 --> 00:13:31.680]  And we're going to fly the flag.
[00:13:35.720 --> 00:13:43.520]  It's sick, so I don't know, maybe we'll maybe we'll show you videos of liberals dancing naked in front of children sexually for pride parade.
[00:13:43.920 --> 00:13:50.760]  So so if this continues for five more years, if you take your child anywhere near a pride parade, that child is going to get probably scooped up and kidnapped.
[00:13:51.560 --> 00:13:53.640]  And when you get it back, it's not going to be the same.
[00:13:55.320 --> 00:14:01.080]  I am dead serious because this is this is their moment of conquering.
[00:14:01.440 --> 00:14:02.640]  That's what this represents.
[00:14:02.840 --> 00:14:05.640]  What do you do when you conquer a nation?
[00:14:05.680 --> 00:14:10.280]  I mean, hell, what do pirates do when they abscond with your ship?
[00:14:10.480 --> 00:14:12.360]  They fly their flag.
[00:14:14.120 --> 00:14:16.160]  What do nations do when they conquer a land?
[00:14:16.320 --> 00:14:18.480]  They fly their flag.
[00:14:18.480 --> 00:14:19.480]  And then what comes next?
[00:14:19.600 --> 00:14:26.640]  The partying, the rituals, the debauchery, the destruction of the civilizations that were there before.
[00:14:27.600 --> 00:14:32.880]  The destruction of artifacts and history and monuments, that's what you're seeing.
[00:14:33.040 --> 00:14:39.080]  But see, the global homo movement, the gay pride parade people, they don't even know who they're really working for.
[00:14:39.240 --> 00:14:41.280]  They don't even know what they're really doing.
[00:14:42.240 --> 00:14:45.800]  They've just always felt ashamed for the right reason, because they stick their.
[00:14:46.800 --> 00:14:48.520]  Male member in exit holes.
[00:14:49.360 --> 00:14:51.000]  So, yeah, keep that kind of stuff yourself.
[00:14:51.000 --> 00:14:59.040]  Well, now they're told, no, go out and be proud, go out and do it in the streets, go out and find a child to sexualize.
[00:14:59.040 --> 00:15:00.600]  You are free.
[00:15:00.920 --> 00:15:03.000]  You run the country now.
[00:15:03.160 --> 00:15:05.440]  You control the planet now.
[00:15:07.360 --> 00:15:08.480]  And so that's what this is.
[00:15:08.480 --> 00:15:11.760]  So they see their flag flown and they say, we have conquered this nation.
[00:15:12.240 --> 00:15:20.160]  And now you get to see their complete degeneracy, deviancy and debauchery on display in public for children.
[00:15:21.360 --> 00:15:23.120]  But when you talk about this.
[00:15:24.360 --> 00:15:28.640]  You're a crazed conspiracy theorist, even though it's all right there on video.
[00:15:28.800 --> 00:15:29.920]  So we got that coming up.
[00:15:31.280 --> 00:15:37.040]  And then we've got a big guest coming up today on the situation in Russia.
[00:15:38.040 --> 00:15:47.880]  And we're going to go through the timeline of events and then get former Senator Richard Black on with us to talk about what he thinks is going on in Russia.
[00:15:49.080 --> 00:15:51.720]  But I've also got all the news on that as well.
[00:15:51.960 --> 00:15:52.880]  Bunch of video clips.
[00:15:52.880 --> 00:15:56.360]  And we may be hearing from Alex Jones today on the Alex Jones show as well.
[00:15:59.400 --> 00:16:05.400]  A lot of people have asked me, why is M4 store at M4's life, not at a probiotic for more than three years?
[00:16:06.120 --> 00:16:06.960]  The answer is simple.
[00:16:07.280 --> 00:16:09.960]  We only bring you the highest quality, the lowest prices.
[00:16:10.240 --> 00:16:14.480]  We had a top maker, top certified probiotics for the seven years.
[00:16:14.760 --> 00:16:18.800]  They got bought by a libtard company and said, we're not doing business with you, Mr.
[00:16:18.800 --> 00:16:19.960]  Jones, anymore.
[00:16:20.400 --> 00:16:25.880]  Finally, we've got a probiotic just as good or better with a top lab that loves our show.
[00:16:26.080 --> 00:16:30.440]  We're able to private label it under M4's MD as our probiotic formula.
[00:16:30.640 --> 00:16:37.480]  So you can get a super high quality probiotic for amazing gut health and more at M4store.com for 25% off right now.
[00:16:37.640 --> 00:16:40.080]  Now, wherever you get your probiotics, it's something everybody should be doing.
[00:16:40.280 --> 00:16:45.200]  But I'm asking you to try our probiotic because you're going to have an amazing effect and it funds our entire operation.
[00:16:45.400 --> 00:16:49.640]  So get your M4's MD probiotic today at M4store.com.
[00:16:49.680 --> 00:16:51.800]  It's a high quality formula and it keeps us on the air.
[00:16:52.120 --> 00:16:54.480]  Take action now at M4store.com.
[00:16:55.160 --> 00:16:59.360]  In the short time we have, I can't get into all the incredible ingredients in Super Female Vitality.
[00:16:59.560 --> 00:17:08.440]  Go to M4store.com, read about the ingredients, look them up for yourself and then understand this is cold pressed herbs, so it has a more powerful effect on the body.
[00:17:08.640 --> 00:17:12.360]  Get yours today at M4store.com for 50% off.
[00:17:13.560 --> 00:17:15.720]  Super Male Vitality is selling out.
[00:17:15.720 --> 00:17:18.360]  It's an incredible formula for stamina, energy, libido.
[00:17:18.560 --> 00:17:19.760]  Only a few hundred bottles left.
[00:17:19.760 --> 00:17:24.080]  But the good news is we have several thousand bottles left of Super Female Vitality that's the same formula.
[00:17:24.280 --> 00:17:32.680]  It boosts men, it boosts women, it works great, but women like pink labels, men like different color labels, so it works for men as well.
[00:17:32.880 --> 00:17:33.720]  It's the same formula.
[00:17:33.920 --> 00:17:36.160]  It's an incredible formula and it funds our operation.
[00:17:36.360 --> 00:17:39.440]  And there's another important part of the overall information.
[00:17:39.640 --> 00:17:42.160]  It's 50% off for a limited time.
[00:17:42.360 --> 00:17:45.040]  So get your Super Female Vitality for men and women.
[00:17:45.040 --> 00:17:47.200]  50% off for a limited time.
[00:17:47.400 --> 00:17:54.360]  So get your Super Female Vitality for men and women at M4store.com right now for 50% off and it funds the M4store.
[00:17:54.560 --> 00:18:00.280]  Super Female Vitality, 50% off for a limited time at M4store.com.
[00:18:00.480 --> 00:18:07.240]  Iodine is naturally acquired through the soil, which is at the foundation of our entire food supply.
[00:18:07.440 --> 00:18:12.160]  Modern farming techniques have stripped the soil of this essential trace element,
[00:18:12.280 --> 00:18:16.280]  which has caused an iodine deficiency in about half the population.
[00:18:16.480 --> 00:18:19.120]  And there are two things we need to do about it.
[00:18:19.320 --> 00:18:22.440]  We need to practice more regenerative farming.
[00:18:22.640 --> 00:18:30.920]  There are plenty of proven technologies in permaculture and biodynamics that will naturally keep the soil rich with iodine.
[00:18:31.120 --> 00:18:41.240]  And we need to ensure that we get the sufficient amount of iodine every day derived from ancient sea salts found thousands of feet below the Earth's surface.
[00:18:41.440 --> 00:18:47.240]  Our Infowars Life Survival Shield X3 is hands down the best.
[00:18:47.440 --> 00:18:56.440]  Pure nascent iodine stabilized in an activated triiodine form for a healthy thyroid and a healthy metabolism.
[00:18:56.640 --> 00:18:59.880]  Get yours now at Infowarsstore.com.
[00:19:00.080 --> 00:19:07.200]  In the early 1900s, certain companies were off gassing highly toxic fluoride gases into the atmosphere.
[00:19:07.400 --> 00:19:10.000]  The surrounding communities began to get sick.
[00:19:10.160 --> 00:19:20.720]  Laws were enacted to compel these corporations to install scrubbers to convert these gases into fluorosilicic acid, still highly toxic but containable.
[00:19:20.920 --> 00:19:26.560]  Now these companies had a stockpile of this poison and there was no affordable way to dispose of it.
[00:19:26.760 --> 00:19:34.920]  Lucky for them, one of their major stockholders was also the Secretary of the Treasury, who was responsible for the Public Health Service at the time.
[00:19:35.240 --> 00:19:43.920]  And by 1950, the U.S. government began buying this toxic, untreated industrial waste product and dumping it into our drinking water.
[00:19:44.120 --> 00:19:49.160]  Reputable studies show that it's causing various cancers and other disease.
[00:19:49.360 --> 00:19:55.240]  With the Alexa Pure Pro, you can have clean drinking water and a remedy to this madness.
[00:19:55.440 --> 00:19:58.680]  Available now at Infowarsstore.com.
[00:19:58.680 --> 00:20:06.680]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:20:08.720 --> 00:20:33.640]  We're back here live on the Alex Jones Show, Owen Troyer sitting in, and we're joined now
[00:20:33.640 --> 00:20:39.840]  by Virginia State Senator Richard Black, and we're going to be getting into the issues
[00:20:39.840 --> 00:20:45.900]  happening in Russia, as well as some of this, I don't even know what you would call it going
[00:20:45.900 --> 00:20:48.040]  on at these pride parades now.
[00:20:48.040 --> 00:20:54.600]  It's beyond perversion and deviancy, perhaps just straight up demonic behavior now.
[00:20:54.600 --> 00:20:57.640]  But Senator Richard Black joins me.
[00:20:57.640 --> 00:21:04.320]  Let's start on the Russia issue, and let me just kind of lay this out in a series of
[00:21:04.320 --> 00:21:10.800]  headlines and get your response, because it just shows here how the media falls into traps,
[00:21:10.800 --> 00:21:16.240]  and what makes it so easy for people like Putin to trick the West into traps, because
[00:21:16.240 --> 00:21:20.280]  they're just so easily baitable and deceivable.
[00:21:20.280 --> 00:21:29.480]  So late last week, it says, Putin is on his way out.
[00:21:29.480 --> 00:21:32.620]  Wagner Group's coup is a game changer for Putin.
[00:21:32.620 --> 00:21:38.220]  And all this stuff about Putin's done, Putin's done, and then two days later, Putin's stronger
[00:21:38.220 --> 00:21:39.220]  than ever.
[00:21:39.220 --> 00:21:45.120]  He's got the military group, the Wagner Group, back on his side, and the U.S. intelligence
[00:21:45.120 --> 00:21:46.840]  knew about it in advance.
[00:21:46.840 --> 00:21:49.760]  Well, gee, that's awfully suspicious.
[00:21:49.760 --> 00:21:55.000]  So Senator Richard Black, what is your opinion on this crazy series of events that has gone
[00:21:55.000 --> 00:21:57.720]  down in Russia in the last week?
[00:21:57.720 --> 00:22:03.640]  Well, it's been a very wild time.
[00:22:03.640 --> 00:22:13.720]  If Genny Rogosin led an attempted coup against the government in Russia, and he actually
[00:22:13.720 --> 00:22:23.000]  seized the headquarters at Rostov-on-Don, I don't think there was any resistance, because
[00:22:23.000 --> 00:22:25.600]  there was nothing out of the ordinary.
[00:22:25.600 --> 00:22:30.760]  Troops are coming in and out all the time, and he captured a couple of generals very
[00:22:30.760 --> 00:22:31.760]  easily.
[00:22:31.760 --> 00:22:39.680]  But it's important to understand Rogosin is a very unique guy.
[00:22:39.680 --> 00:22:48.120]  He's a mercurial narcissist, and he created quite a number of enemies by constantly denigrating
[00:22:48.120 --> 00:22:54.480]  the Russian army, and he did this to magnify his own accomplishments.
[00:22:54.480 --> 00:23:02.320]  Rogosin is the head of the Wagner Group, which is a very large mercenary force, and it was
[00:23:02.320 --> 00:23:08.400]  augmented by a large number of criminals released from prisons to fight in the Ukraine
[00:23:08.400 --> 00:23:09.400]  war.
[00:23:09.400 --> 00:23:17.120]  This is a man who fights for money, not for patriotism, and he has been a major headache
[00:23:17.120 --> 00:23:21.240]  for Moscow since early in the war.
[00:23:21.240 --> 00:23:30.480]  Now, what happened is Rogosin became a very popular figure in Russia, because with vital
[00:23:30.480 --> 00:23:39.880]  help from the Russian army, he led the attack to drive Ukraine out of Bakhmut.
[00:23:39.880 --> 00:23:47.240]  And this was the biggest victory in Europe since World War II.
[00:23:47.240 --> 00:23:53.280]  It was a tremendous victory and a tremendous defeat for Ukraine.
[00:23:53.280 --> 00:24:00.440]  Now, what happened is this made him so popular that he began flexing his muscles and disparaging
[00:24:01.400 --> 00:24:07.040]  the Russian soldiers who had fought, disparaging the general staff.
[00:24:07.040 --> 00:24:14.800]  And he seriously undermined Russian unity of command because he was just sort of a freewheeling
[00:24:14.800 --> 00:24:18.680]  actor who came and went as he pleased.
[00:24:18.680 --> 00:24:27.840]  So now, this is a guy who had also called for Russia to be transformed into something resembling
[00:24:27.920 --> 00:24:30.800]  the North Korean dictatorship.
[00:24:30.800 --> 00:24:32.800]  And of course, it's anything but that.
[00:24:32.800 --> 00:24:38.680]  It's basically a society of constitution and laws.
[00:24:38.680 --> 00:24:47.360]  But the army just despised the man for belittling their sacrifices.
[00:24:47.360 --> 00:24:56.480]  And so after the battle for Bakhmut was over, the high command sidelined him, and so he
[00:24:56.480 --> 00:25:06.680]  was not involved in preparations for the defense against this long-awaited Ukrainian
[00:25:06.680 --> 00:25:08.680]  counteroffensive.
[00:25:08.680 --> 00:25:16.400]  And the counteroffensive began several weeks ago, and it has failed.
[00:25:16.400 --> 00:25:28.520]  The Ukrainian army has slammed into a Russian wall of steel that involved masterfully constructed
[00:25:28.520 --> 00:25:31.840]  Russian defenses.
[00:25:31.840 --> 00:25:36.080]  They encountered superbly trained Russian forces.
[00:25:36.080 --> 00:25:44.360]  And the Russians were very effective at combined arms integration, integrating air and ground
[00:25:44.360 --> 00:25:52.360]  combat, just tremendous intelligence system.
[00:25:52.360 --> 00:26:00.960]  And so the Russian army at this point stands on the verge of an enormous victory over Ukraine
[00:26:00.960 --> 00:26:02.960]  in the counteroffensive.
[00:26:02.960 --> 00:26:09.360]  This conceivably could be the battle that ends the war.
[00:26:09.360 --> 00:26:15.760]  And all the while, Pragosin, who was this enormous public figure during the battle for
[00:26:15.760 --> 00:26:23.600]  Bakhmut, found himself out of the spotlight, and he risked a very serious erosion of power
[00:26:23.600 --> 00:26:25.680]  and popularity.
[00:26:25.680 --> 00:26:31.920]  So he saw time was slipping away and felt he had to act quickly.
[00:26:31.920 --> 00:26:42.160]  So he tried to convince the Wagner group to follow him on what he called a sort of a quest
[00:26:42.160 --> 00:26:49.320]  for justice against some generals that he had a grudge with in Moscow.
[00:26:49.320 --> 00:26:56.640]  And so about half of the Wagner group followed him, not many of the officers, but many of
[00:26:56.640 --> 00:26:58.640]  the troops did.
[00:26:59.600 --> 00:27:07.080]  Now, there were only the smallest number of people who clearly understood that they were
[00:27:07.080 --> 00:27:16.680]  even headed ultimately for Moscow and that their ultimate goal might evolve and morph
[00:27:16.680 --> 00:27:21.720]  into a coup to overthrow President Putin himself.
[00:27:21.720 --> 00:27:26.240]  Now, Putin is very, very popular in Russia.
[00:27:26.240 --> 00:27:35.240]  And so Pragosin was always reluctant to directly criticize him.
[00:27:35.240 --> 00:27:41.160]  But in any event, so you have this army going and it may have had as many as 10 or 15,000.
[00:27:41.160 --> 00:27:48.800]  We don't know for sure, but apparently only about half of the Wagner group agreed to follow
[00:27:48.800 --> 00:27:51.000]  him in the first place.
[00:27:51.000 --> 00:27:53.600]  So what happens?
[00:27:53.640 --> 00:28:04.840]  It almost has a little of the air of sort of a raucous protest, but it was very serious.
[00:28:04.840 --> 00:28:14.280]  And the Russian high command launched a very significant air attack to try to stop Pragosin.
[00:28:14.280 --> 00:28:22.240]  Now, his troops were moving in vehicles headed towards Moscow.
[00:28:22.480 --> 00:28:25.880]  These were typically armored vehicles.
[00:28:25.880 --> 00:28:30.680]  And so the Russian high command attacked them.
[00:28:30.680 --> 00:28:41.440]  And the Wagner troops fired on the the oncoming helicopters and also a very large intelligence
[00:28:41.440 --> 00:28:43.440]  gathering aircraft.
[00:28:43.440 --> 00:28:47.800]  And they managed to shoot down a number of these aircraft.
[00:28:47.800 --> 00:28:51.720]  Senator Black, we are up against a break.
[00:28:51.720 --> 00:28:52.720]  Hold that thought.
[00:28:52.720 --> 00:29:01.720]  And we'll continue this informative breakdown on the other side of the break.
[00:29:01.720 --> 00:29:07.600]  Two of our best-selling nootropics or brain boosters are now back in stock at Infowarsstore.com.
[00:29:07.600 --> 00:29:12.080]  And for a limited time, they're 50% off when you get them together or 40% off when you
[00:29:12.080 --> 00:29:13.080]  get them individually.
[00:29:13.080 --> 00:29:17.400]  Brain Force Plus and Brain Force Ultra, two separate formulas.
[00:29:17.400 --> 00:29:20.400]  They both give you good, clean energy without the crash.
[00:29:20.400 --> 00:29:26.000]  One is a four- to six-hour good base of clean energy, again, with no hangover or letdown.
[00:29:26.000 --> 00:29:30.520]  And the other is a very special proprietary formula, that's Brain Force Ultra, that hits
[00:29:30.520 --> 00:29:31.520]  really, really quick.
[00:29:31.520 --> 00:29:32.520]  And I love it.
[00:29:32.520 --> 00:29:33.520]  It wears off in two to three hours.
[00:29:33.520 --> 00:29:36.320]  So if I've got to work at night, I don't want to stay up all night, I can take it and stay
[00:29:36.320 --> 00:29:37.320]  nine o'clock at night.
[00:29:37.320 --> 00:29:40.480]  I've got to stay up till midnight working, doing a radio interview or something, and
[00:29:40.480 --> 00:29:43.480]  boom, writing an article or writing a book.
[00:29:43.480 --> 00:29:46.840]  And then I get two, three hours of energy, and then you go right to bed after it.
[00:29:46.840 --> 00:29:52.160]  Brain Force Ultra, Brain Force Plus, both 50% off by themselves or 40% off individually.
[00:29:52.160 --> 00:29:53.560]  A lot of people love these products.
[00:29:53.560 --> 00:29:54.560]  They've got five-star reviews.
[00:29:54.560 --> 00:29:59.560]  But if you haven't tried them, you really should, 50% off, InfoWarsTore.com.
