[00:00:00.130 --> 00:00:00.918]  I don't think so.
[00:07:27.486 --> 00:07:29.007]  Easy to set up and use.
[00:07:29.007 --> 00:07:30.428]  Doesn't require electricity.
[00:07:30.428 --> 00:07:33.590]  Purify water from lakes, streams, ponds, and wells.
[00:07:33.590 --> 00:07:36.972]  This filter system leaves in beneficial minerals, which is key.
[00:07:36.972 --> 00:07:41.114]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:07:41.114 --> 00:07:43.856]  ProPure is the best gravity-fed filter out there.
[00:07:43.856 --> 00:07:45.437]  It's what my family uses.
[00:07:45.437 --> 00:07:48.739]  Infowars.com already has the lowest price on ProPure.
[00:07:48.739 --> 00:07:54.002]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:07:54.582 --> 00:07:57.267]  You can also call to order 888-253-3139.
[00:07:57.267 --> 00:08:03.418]  He's the T-Rex of political talk.
[00:08:03.418 --> 00:08:06.203]  Alex Jones on the GCN Radio Network.
[00:08:08.487 --> 00:08:10.569]  We're live, blasting out worldwide.
[00:08:10.569 --> 00:08:15.975]  We're going to have an incredibly jam-packed transmission today, so strap yourselves in.
[00:08:15.975 --> 00:08:19.899]  You found at the front lines of the fight for human liberty worldwide against tyranny.
[00:08:19.899 --> 00:08:21.220]  I'm your host, Alex Jones.
[00:08:21.220 --> 00:08:27.246]  It is the 20th day of June, 2012, on this Wednesday Transmission.
[00:08:28.167 --> 00:08:31.530]  And I'll tell you about the guest and everything that's coming up here in just a moment.
[00:08:31.530 --> 00:08:35.153]  First off, here's some of the headlines at InfoWars.com.
[00:08:35.153 --> 00:08:38.675]  Ron Paul, there's no way I'm endorsing Romney.
[00:08:38.675 --> 00:08:46.041]  That's breaking at InfoWars.com in the featured news section right now.
[00:08:46.041 --> 00:08:50.464]  He says he has the delegates, but he doesn't have the hearts and the minds of the people.
[00:08:50.464 --> 00:08:53.527]  Yeah, I see nothing but Obama stickers.
[00:08:53.527 --> 00:08:54.808]  I only see a few of those.
[00:08:54.808 --> 00:08:56.269]  I've never seen a Romney sticker.
[00:08:57.269 --> 00:08:59.731]  Richard Reeves has seen one in Dallas.
[00:08:59.731 --> 00:09:02.573]  That would help him if he tried to choose Rand Paul as his running mate.
[00:09:02.573 --> 00:09:05.996]  Might excite people, but might also alienate Ron Paul supporters.
[00:09:05.996 --> 00:09:08.597]  Continuing here, when will we attack Syria?
[00:09:08.597 --> 00:09:12.000]  Another article by Ron Paul at InfoWars.com.
[00:09:12.000 --> 00:09:16.823]  Also Romney, Bilderberg pick Rubio being vetted for VP.
[00:09:18.443 --> 00:09:26.987]  Continuing, we've got the interview yesterday with Daniel Esselin, the great game with author Daniel Esselin, breaking down world events, the latest intel from inside Bilderberg.
[00:09:26.987 --> 00:09:36.291]  Also, U.S.-Israel deployed flame computer virus to slow Iranian nuclear efforts, officials say, and flame is connected to Stuxnet.
[00:09:36.291 --> 00:09:37.731]  Well, of course that was from the U.S.
[00:09:37.731 --> 00:09:38.351]  and Israel.
[00:09:38.351 --> 00:09:40.652]  We told you that last year.
[00:09:40.652 --> 00:09:44.134]  But oh, they'll probably get a Pulitzer Prize at the Washington Post for breaking this.
[00:09:45.188 --> 00:09:45.889]  What a joke!
[00:10:00.248 --> 00:10:05.331]  Where they're openly, the UN is saying, don't let people have cars, TVs, and quote, whatever.
[00:10:05.331 --> 00:10:12.554]  And in Mexico and Canada are invited to join the secretive TPP, SPP negotiations for the North American Union.
[00:10:12.554 --> 00:10:14.355]  That is all coming up today.
[00:10:14.355 --> 00:10:21.599]  First off, ladies and gentlemen, we're going to cover this in detail in the third hour today, ahead of Mark Moreno joining us.
[00:10:22.711 --> 00:10:23.691]  This is big.
[00:10:23.691 --> 00:10:28.374]  In fact, it's up at Infowars.com, but the place that's really covering it is DrudgeReport.com.
[00:10:28.374 --> 00:10:30.174]  Will you guys put that on screen for me?
[00:10:30.174 --> 00:10:31.135]  Thank you.
[00:10:31.135 --> 00:10:37.197]  And again, if you're a radio listener on XM 166 or on AM and FM as you go, what do you mean put it on screen?
[00:10:37.197 --> 00:10:40.399]  We're also simulcasting video feed.
[00:10:43.700 --> 00:10:48.804]  PrisonPlanet.TV and then later it's archived as well at PrisonPlanet.TV.
[00:10:48.804 --> 00:10:53.828]  The full archive then later leaks out as we want it to all over the internet and our YouTube channel.
[00:10:53.828 --> 00:10:57.371]  But look at the photo at DrudgeReport.com.
[00:10:57.371 --> 00:10:59.293]  Privilege!
[00:10:59.293 --> 00:11:00.854]  Privilege!
[00:11:00.854 --> 00:11:03.296]  Obama declares executive privilege.
[00:11:03.296 --> 00:11:10.161]  Is that the same privilege where he tells Congress they don't have the power of the purse or that the UN gives him orders for war now?
[00:11:10.161 --> 00:11:12.804]  The President doesn't have privilege to commit crimes.
[00:11:13.915 --> 00:11:17.198]  Did Jerry Sandusky have privilege to molest children?
[00:11:17.198 --> 00:11:22.043]  Did Hitler have the privilege to line people up and shoot them even though he said he did?
[00:11:22.043 --> 00:11:23.364]  No he didn't!
[00:11:23.364 --> 00:11:27.729]  And we'll go over some of those headlines there.
[00:11:27.729 --> 00:11:29.590]  This is breaking as we speak.
[00:11:29.590 --> 00:11:32.593]  Obama refuses to turn over Fast and Furious documents!
[00:11:33.513 --> 00:11:42.325]  Ladies and gentlemen, I've got to go back to our newscast from earlier this year and one we did last year where we dug up the press conferences because the mainstream media will not pick this up.
[00:11:42.325 --> 00:11:43.006]  We've put it out.
[00:11:43.006 --> 00:11:44.087]  We've got to do a new article.
[00:11:45.097 --> 00:11:47.458]  I gotta get Kurt Nemo or Paul Watson or somebody to do it.
[00:11:47.458 --> 00:11:59.422]  Showing Holder and all of them and Big Sis and Napolitano at meetings saying they were running gun tracing programs by the very names, not just saying they were shipping them into Mexico.
[00:11:59.422 --> 00:12:01.623]  Of course they perjured themselves.
[00:12:01.623 --> 00:12:03.123]  It's an open and shut deal.
[00:12:03.123 --> 00:12:04.884]  Did Nixon have privilege?
[00:12:04.884 --> 00:12:06.424]  He declared executive privilege.
[00:12:06.424 --> 00:12:07.545]  Did that protect him?
[00:12:07.545 --> 00:12:07.585]  No!
[00:12:10.339 --> 00:12:19.064]  That's why we have the contest going to hang Obama dictator posters all over this country because he is behaving like one and behaving like one is trying to become one.
[00:12:19.064 --> 00:12:21.005]  We've got to break people out of their trance.
[00:12:23.624 --> 00:12:27.307]  I'd hang him up around local TV stations and the anti-free speech people will attack it.
[00:12:27.307 --> 00:12:28.587]  That's what we want him to do.
[00:12:28.587 --> 00:12:29.368]  But side issue.
[00:12:29.368 --> 00:12:31.569]  We'll cover more of that later.
[00:12:31.569 --> 00:12:32.190]  Continuing.
[00:12:32.190 --> 00:12:35.312]  Obama refuses to turn over fast and furious documents.
[00:12:35.312 --> 00:12:36.012]  Flashback.
[00:12:36.012 --> 00:12:36.673]  Attacked.
[00:12:36.673 --> 00:12:39.455]  Trying to hide behind executive privilege.
[00:12:39.455 --> 00:12:41.836]  I remember he did that over and over again with Bush.
[00:12:41.836 --> 00:12:42.377]  Grassley.
[00:12:42.377 --> 00:12:48.841]  Assertion raises monumental questions over documents he's supposedly never seen.
[00:12:48.841 --> 00:12:50.842]  Again, more perjury.
[00:12:50.842 --> 00:12:51.663]  Issa Taholder.
[00:12:51.663 --> 00:12:53.324]  Get ready for contempt vote.
[00:12:55.327 --> 00:12:58.832]  This is a constitutional crisis here, and it's clear that the Congress is in the right.
[00:12:58.832 --> 00:13:02.437]  Wow, I'm actually kind of liking what Congress is doing.
[00:13:02.437 --> 00:13:06.703]  Now, Holder's already threatened to bring out the fact that Bush was running similar programs.
[00:13:06.703 --> 00:13:08.526]  Difference is, he didn't perjure himself on it.
[00:13:09.386 --> 00:13:15.148]  Report, Holder retracts claim Bush AG knew about Fast and Furious.
[00:13:15.148 --> 00:13:17.048]  See that little red linky?
[00:13:17.048 --> 00:13:18.549]  So now he's backing off.
[00:13:18.549 --> 00:13:28.972]  I predicted he would use that card, and from my intel, from Celica Still and other DEA people, this was going on six and a half years ago.
[00:13:28.972 --> 00:13:29.772]  Very interesting.
[00:13:29.772 --> 00:13:33.913]  Continuing, Obama campaign demands GOP group disclose donors.
[00:13:33.913 --> 00:13:38.835]  So all of that is unfolding, and Obama has declared privilege.
[00:13:40.760 --> 00:13:43.442]  Okay, let's stop right there.
[00:13:43.442 --> 00:13:49.366]  My problem is the lies are coming in so fast, I don't even have time to respond to this.
[00:13:49.366 --> 00:13:55.351]  And I've been in the nightmare scenario of Paul Watson being on semi-vacation the last week and a half.
[00:13:55.351 --> 00:14:01.195]  Because I got a lot of great writers, but I can always call Paul up in like one minute, send him some links.
[00:14:01.195 --> 00:14:03.336]  He understands the angles and goes with it.
[00:14:06.397 --> 00:14:09.379]  I don't get a hold of Paul last few days, on his cell phone, anywhere.
[00:14:09.379 --> 00:14:11.020]  Supposed to be back in England today.
[00:14:11.020 --> 00:14:15.244]  So Watson, I'm calling you out here on air, buddy boy.
[00:14:15.244 --> 00:14:16.985]  Maisy Bird, I'm just joking.
[00:14:16.985 --> 00:14:21.248]  The point is, is that, is he was visiting family in France.
[00:14:21.248 --> 00:14:23.750]  His parents moved to France.
[00:14:23.750 --> 00:14:29.814]  The point is, is that I'm so busy, I've missed a lot of stuff that's going on.
[00:14:29.814 --> 00:14:31.776]  I discovered this morning
[00:14:36.391 --> 00:14:41.790]  That there are hundreds of news articles out in the last three days.
[00:14:43.149 --> 00:15:02.786]  Saying I'm a liar, and saying that InfoWars.com is deceptive, and saying that there are no drones in the skies watching the American people, and that Megyn Kelly at Fox News is wrong about a couple weeks ago reporting on our story.
[00:15:02.786 --> 00:15:05.128]  Our story is we got linked on drugs and got picked up.
[00:15:05.128 --> 00:15:08.932]  It was actually out of the Omaha newspaper.
[00:15:10.580 --> 00:15:18.346]  And she said, okay, the EPA is not spying on farmers and ranchers with drones, they're doing it with manned aircraft.
[00:15:18.346 --> 00:15:20.207]  Yeah, Cessnas.
[00:15:20.207 --> 00:15:22.429]  They even got some bigger, more expensive aircraft.
[00:15:22.429 --> 00:15:36.940]  But if you read the fine print of the article we linked to, in our article, EPA using drones to spy on cattle ranchers in Nebraska and Iowa, and Watson also wrote an article, this is Kurt Nemo's article, back on June 4th, a week and a half ago, if you read it,
[00:15:38.120 --> 00:15:47.165]  What we link to, it's the government announcing that they're launching these and that they're using national parks as the bases.
[00:15:47.165 --> 00:15:50.127]  And they've built 60-plus bases.
[00:15:50.127 --> 00:16:01.653]  And there are police from Texas to Minnesota, and I've got all those articles, saying that they're getting them through grants with the Department of Defense and moving to arm them.
[00:16:01.653 --> 00:16:06.596]  And the 30,000 drone number comes out of the 40-plus billion dollar funding package
[00:16:07.813 --> 00:16:16.216]  That the Washington Post reported on a few months ago to launch, quote, 30,000 drones by 2012, including thousands this year.
[00:16:16.216 --> 00:16:30.441]  Now, if you scroll down in the article, Kurt's article, you can see the link to the Omaha News article that goes over all of this.
[00:16:30.441 --> 00:16:33.022]  EPA defends aerial surveillance.
[00:16:35.037 --> 00:16:39.720]  And it just goes over that, and they've been using drones for surveillance.
[00:16:39.720 --> 00:16:46.524]  In fact, I have Wired Magazine and CBS where they used it on those farmers in North Dakota.
[00:16:46.524 --> 00:16:48.905]  And the Department of Defense Air Force ran it.
[00:16:48.905 --> 00:16:50.406]  The cows kept breaking into their land.
[00:16:50.406 --> 00:16:53.188]  They said, that's it, fourth time it's happened, we're keeping your cows.
[00:16:53.188 --> 00:16:55.029]  We've had that happen to our cows.
[00:16:55.029 --> 00:16:58.191]  We've had people, the first time they get into somebody's property, they go, nope, we're keeping them.
[00:16:58.191 --> 00:17:04.075]  We're like, all right, well, I mean, that's not kosher and ranching, but it happens five, six, seven, eight times.
[00:17:05.311 --> 00:17:14.765]  Uh, or, you know, they get in with your prize cattle and somebody's got some breed, you know, you don't want to mix with your cows and it gets in and sires a bunch of, you know, whatever.
[00:17:14.765 --> 00:17:15.026]  Sure.
[00:17:15.026 --> 00:17:16.167]  You can go ahead and keep cattle.
[00:17:16.167 --> 00:17:16.948]  That's common law.
[00:17:18.018 --> 00:17:19.318]  That's a side issue, though.
[00:17:19.318 --> 00:17:22.159]  The point is, is that they use drones there.
[00:17:22.159 --> 00:17:34.681]  I've pulled up this morning articles where they announced three years ago they were using drones to spy on people, and where they were using satellites five, six years ago in the US and Europe to spy on people.
[00:17:34.681 --> 00:17:37.022]  And is there runoff from your cows into a creek?
[00:17:37.022 --> 00:17:38.182]  Is there dust?
[00:17:38.182 --> 00:17:39.522]  Is there dust from your plow?
[00:17:39.522 --> 00:17:41.303]  Is there dust in your barn?
[00:17:41.303 --> 00:17:43.063]  $2,000 a day fines.
[00:17:43.063 --> 00:17:46.884]  I mean, this is all on record, and there are no exaggeration.
[00:17:49.019 --> 00:17:50.720]  Because Google gives a number.
[00:17:50.720 --> 00:17:52.961]  Over 300 articles the last two days.
[00:17:52.961 --> 00:17:58.984]  Over 500 in the last week that I just missed saying Alex Jones is a liar.
[00:18:00.205 --> 00:18:04.409]  Matt Drudge is an idiot for linking to our story.
[00:18:04.409 --> 00:18:06.951]  And that basically there are no drones.
[00:18:06.951 --> 00:18:08.773]  The LA Times is schizophrenic.
[00:18:08.773 --> 00:18:11.295]  They have articles about America's concerned about drones.
[00:18:11.295 --> 00:18:12.756]  There's fear of civil liberties.
[00:18:12.756 --> 00:18:13.437]  They're being launched.
[00:18:13.437 --> 00:18:14.518]  They're being armed.
[00:18:14.518 --> 00:18:20.743]  The same day, they've got articles showing a grandpa shooting the weather vane and saying, I killed the drone.
[00:18:20.743 --> 00:18:23.926]  And his wife goes, no, you know, you just shot the weather vane.
[00:18:25.413 --> 00:18:33.561]  So they've got countless articles saying it's a hoax that 30,000 drones are being launched, that predators are in the sky.
[00:18:33.561 --> 00:18:38.825]  And again, this is the disdain that the corporate prostitute media has.
[00:18:38.825 --> 00:18:40.967]  And I don't even know how to respond to this.
[00:18:40.967 --> 00:18:44.351]  I don't even know how to respond to this.
[00:18:44.351 --> 00:18:47.854]  Here it is out of the Missoulian.
[00:18:47.854 --> 00:18:51.017]  Ryberg backs off claim of EPA drone surveillance.
[00:18:53.976 --> 00:18:57.092]  And it goes on to demonize one of the local politicians resisting it.
[00:18:57.967 --> 00:19:03.512]  The drone story has been circulated several days by right-wing media before Ryberg wrote Jackson.
[00:19:03.512 --> 00:19:06.975]  And there's a bill in Congress trying to kill drones right now.
[00:19:06.975 --> 00:19:07.856]  Rand Paul's introducing it.
[00:19:07.856 --> 00:19:08.997]  It's getting steam.
[00:19:08.997 --> 00:19:14.081]  So see, there's a bill in the House, and he's trying to get one introduced in the House as well through the Senate.
[00:19:14.081 --> 00:19:16.443]  But the point is, they know there's a major heat.
[00:19:16.443 --> 00:19:18.265]  They tried to roll these out in our face.
[00:19:18.265 --> 00:19:19.846]  It was on every newscast out there.
[00:19:19.846 --> 00:19:21.168]  They're going to have weapons.
[00:19:21.168 --> 00:19:21.928]  They're watching you.
[00:19:21.928 --> 00:19:23.049]  That's the way it is.
[00:19:23.049 --> 00:19:23.650]  Pentagons.
[00:19:25.011 --> 00:19:28.194]  The Secretary of the Army says we're going to put armed troops in every city.
[00:19:28.194 --> 00:19:30.455]  Council on Foreign Relations.
[00:19:30.455 --> 00:19:32.057]  And it didn't work.
[00:19:32.057 --> 00:19:33.738]  Everybody kind of got upset.
[00:19:33.738 --> 00:19:34.799]  Everybody got up in arms.
[00:19:34.799 --> 00:19:35.479]  States got mad.
[00:19:35.479 --> 00:19:36.660]  So they're like, wait, wait, wait.
[00:19:36.660 --> 00:19:41.124]  I actually have articles here saying none of this exists and there are no drones.
[00:19:41.124 --> 00:19:44.046]  This is how dumb they think you are.
[00:19:44.046 --> 00:19:44.467]  Here it is.
[00:19:46.553 --> 00:19:56.699]  And it goes on to say conservative talk show host Alex Jones published a bogus drone story on his website, InfoWars.com, complete with a photograph of a military drone flying through blue skies.
[00:19:56.699 --> 00:19:58.580]  No, you're the liars!
[00:19:58.580 --> 00:19:59.061]  We'll be back.
[00:19:59.061 --> 00:19:59.481]  Stay with us.
[00:20:00.987 --> 00:20:01.648]  Attention!
[00:20:01.648 --> 00:20:04.790]  Information in this one-minute message could save your life.
[00:20:04.790 --> 00:20:06.892]  Don't wait for the next emergency to happen.
[00:20:06.892 --> 00:20:08.654]  Act now to be prepared.
[00:20:08.654 --> 00:20:16.961]  Now, more than ever, civilians and communities must communicate with family, friends, and neighbors in the event of civil unrest, natural disasters, or other emergencies.
[00:20:16.961 --> 00:20:19.403]  That's why there's CivilDispatch.com.
[00:20:19.403 --> 00:20:25.889]  CivilDispatch.com is a universal system that can be used for a wide array of urgent notification alerts, weather emergencies,
[00:20:26.169 --> 00:20:32.333]  Civil unrest, emergency responders, AMBER alerts, school or business closings, any need-to-know situation.
[00:20:32.333 --> 00:20:43.259]  CivilDispatch.com is an emergency dispatch communication system allowing anyone to quickly and easily send and instantaneously track emergency email and text alert notifications.
[00:20:43.259 --> 00:20:48.062]  CivilDispatch.com gives you the power of enterprise alerting without the enterprise cost.
[00:20:48.382 --> 00:20:50.424]  Don't find yourself unprepared.
[00:20:50.424 --> 00:20:53.467]  Learn more and become a member at CivilDispatch.com.
[00:20:53.467 --> 00:20:55.429]  That's CivilDispatch.com.
[00:20:55.429 --> 00:20:57.411]  Civilian Emergency Dispatch System.
[00:20:57.411 --> 00:20:58.573]  Peace through preparedness.
[00:21:00.106 --> 00:21:05.570]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:21:05.570 --> 00:21:10.775]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:21:10.775 --> 00:21:11.755]  Why spend more?
[00:21:11.755 --> 00:21:19.782]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:21:19.782 --> 00:21:20.322]  Yes, only $37.95.
[00:21:20.322 --> 00:21:21.243]  That's 70% less than our competitors.
[00:21:23.925 --> 00:21:27.326]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:21:27.326 --> 00:21:33.968]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:21:33.968 --> 00:21:36.789]  Plus, all orders over $49 ship free.
[00:21:36.789 --> 00:21:40.670]  MyPatriotSupply.com is American owned by patriots like you.
[00:21:40.670 --> 00:21:42.451]  Passionate about freedom and preparedness.
[00:21:42.671 --> 00:21:46.535]  Call now 866-229-0927.
[00:21:46.535 --> 00:21:48.838]  That's 866-229-0927.
[00:21:48.838 --> 00:21:54.705]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:21:54.705 --> 00:21:55.806]  Choose the original.
[00:21:55.806 --> 00:21:59.370]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:21:59.790 --> 00:22:03.813]  HempUSA.org brings you pure camembert powder.
[00:22:03.813 --> 00:22:17.844]  This revolutionary powder contains 50 times the vitamin C of an orange, mixes with any juice or liquid, has 227 servings per container, and is made from naturally grown camembert berries, not chemically produced in a laboratory.
[00:22:17.844 --> 00:22:20.046]  Order camembert powder today.
[00:22:20.046 --> 00:22:28.733]  Call 908-691-2608 or visit HempUSA.org and see what our powder, seeds, and oil can do for you.
[00:22:29.113 --> 00:22:30.374]  Hi, this is Ted Anderson.
