[00:00.000 --> 00:26.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[03:04.000 --> 03:11.000]  these are federal grants. They admit they're to prepare people for forced DNA swabbing at highway checkpoints.
[03:11.000 --> 03:22.000]  Now, they're not just hiring off duty cops to do this under the federal program. They are setting it up and basically forcing people to do it via intimidation.
[03:22.000 --> 03:28.000]  And hey, mind if I do a breathalyzer, or I'm going to take you to jail. Now, I'm going to take a cheek swab.
[03:28.000 --> 03:36.000]  And I told you that was next. I'm not smart, okay? I've learned how the globalists operate.
[03:36.000 --> 03:43.000]  It's like if you have a con artist neighbor that you've lived next to for five years, and you finally learn all their tricks, basically.
[03:43.000 --> 03:49.000]  Because criminals and scammers only have certain systems they follow.
[03:49.000 --> 03:56.000]  Criminals are extremely obsessive-compulsive. And I'm not even saying the police are criminals here, though they're engaged in criminal,
[03:56.000 --> 04:02.000]  unconstitutional, racketeering, intimidation, color of law, garbage.
[04:02.000 --> 04:11.000]  I'm not saying they're consciously criminal, but the social engineers that are coming up with this on record are criminals.
[04:11.000 --> 04:17.000]  And we're going to be going over that. So that's just one of the articles I've got here. I mean, there's got to be more than 200 today.
[04:17.000 --> 04:26.000]  This is a mass load of information. We're going to be breaking that down. A DNC sends out email defending Obama from impeachment possibility.
[04:26.000 --> 04:34.000]  And the Daily Caller makes a joke out of this. This is very serious. There is, according to many congresspeople, I've talked on and off air,
[04:34.000 --> 04:38.000]  a major move of impeachment being looked at for at least the Attorney General.
[04:38.000 --> 04:44.000]  And of course, just like with Nixon, if that starts with the Attorney General and others, it's over.
[04:44.000 --> 04:54.000]  If cabinet-level people get targeted in impeachment, it'll turn into a criminal investigation of the fraudster-in-chief, the Lord of Ovomite, here.
[04:54.000 --> 04:58.000]  So we're going to be breaking it all down straight ahead. Stay with us.
[05:24.000 --> 05:29.000]  We've got the Lifestraw so you can turn fetted water into safe water anywhere you go.
[05:29.000 --> 05:34.000]  The K-Tour hand crank generator to charge up key equipment during power outages or out in the field.
[05:34.000 --> 05:37.000]  Strategic Relocation Third Edition by Joel Scousum.
[05:37.000 --> 05:40.000]  When Disaster Strikes by Matthew Stein.
[05:40.000 --> 05:45.000]  They're a safe used by Homeland Security to protect yourself during any radiological event.
[05:45.000 --> 05:47.000]  Hand crank shortwave AMFM radios.
[05:47.000 --> 05:55.000]  Everything that we've researched and found to be the best is available at InfoWarsShop.com and your purchase makes our InfoWars possible.
[05:55.000 --> 05:59.000]  We're getting prepared. Are you InfoWarsShop.com?
[05:59.000 --> 06:17.000]  In the councils of government, we must guard against the acquisition of unwarranted influence, whether sought or unsought, by the military industrial counterparts.
[06:17.000 --> 06:23.000]  In Dallas, Texas, three shots were fired at President Kennedy's motorcade in downtown Dallas.
[06:23.000 --> 06:29.000]  The first report to say that President Kennedy has been seriously wounded by the shooting.
[06:29.000 --> 06:36.000]  It is a big idea. A new world order.
[06:36.000 --> 06:43.000]  It was almost as if it were planned in motion to get just hand kinks.
[06:43.000 --> 07:00.000]  Either you were with us, or you were with the terrorists.
[07:00.000 --> 07:10.000]  I also believe a lot of gun owners would agree that AK-47s belong in the hands of soldiers, not in the hands of criminals.
[07:10.000 --> 07:19.000]  For many of the police and guard troops, it is an uncomfortable job to do this in an American city.
[07:19.000 --> 07:23.000]  Global governance at last. Is it one world? The central bank is in charge.
[07:23.000 --> 07:27.000]  But are we all just living and dying for what the central banks do?
[07:27.000 --> 07:33.000]  And for me, give me liberty or give me death!
[07:33.000 --> 07:41.000]  Live from the Infowars.com studios, it's Alex Jones.
[07:41.000 --> 07:49.000]  Ladies and gentlemen, thank you so much for joining us on another live worldwide broadcast, the 29th of December 2013.
[07:49.000 --> 07:59.000]  And again, this will be the last Sunday broadcast of 2013, but we'll be here live tomorrow and again then on Tuesday into New Year's.
[07:59.000 --> 08:02.000]  I haven't decided yet if we'll be live New Year's Day.
[08:02.000 --> 08:13.000]  I think I'm going to wait until New Year's Eve to see if some huge news story befalls us, and then I will be here live on New Year's Day.
[08:13.000 --> 08:20.000]  But we are live on this Sunday edition, and then we'll be back weekdays, 11am to 2pm central standard time.
[08:20.000 --> 08:28.000]  We're here every Sunday live, 4pm to 6pm central, and of course a lot of affiliates, about half of them roughly, don't carry the show live.
[08:28.000 --> 08:39.000]  So you're hearing it different times all around the country. Some stations in fact air this Sunday show later in the evening, the next day, and have a special edition.
[08:39.000 --> 08:48.000]  So we want to thank all of those great affiliates out there for being fellow travelers in liberty, not fellow travelers in collectivism and tyranny.
[08:48.000 --> 08:51.000]  All right, let me just give you some of the headlines.
[08:51.000 --> 08:59.000]  I'm going to try my best to go over these and then open the phones up on some big questions I've got that I want to get your take on out there.
[08:59.000 --> 09:04.000]  Hope you had a great Christmas, and we're plunging into 2014 such a critical year.
[09:04.000 --> 09:15.000]  DNC sends email defending Obama from impeachment possibility, and some of the conservative groups made a joke about this saying, oh, you guys are paranoid.
[09:15.000 --> 09:24.000]  Well, that's what the blue blood Republicans hope, because they don't want to impeach Obama. That'll bring justice to the whole system and scare the abuse of power.
[09:24.000 --> 09:34.000]  They want Obama to leave office, so the Republican establishment can seize power and use all these new dictatorial goodies and precedents that Obama has set.
[09:34.000 --> 09:45.000]  We want to bring Obama and his cohorts that I don't want to exaggerate, have probably done five times more tyranny than any other president before him.
[09:45.000 --> 09:53.000]  And again, I was a big critic of Bush, folks. Obama is literally so horrible and has carried the ball for tyranny.
[09:53.000 --> 09:56.000]  He basically made like a thousand touchdowns against liberty.
[09:56.000 --> 10:04.000]  I mean, it's just so devastating, so horrible. We've got to reverse all this, and you've got to have investigations.
[10:04.000 --> 10:12.000]  You've got to impeach people. You've got to jail people, or it sets the precedent and they get away with it.
[10:12.000 --> 10:16.000]  So we're going to be talking about that today. Listen to this daily caller.
[10:16.000 --> 10:30.000]  DNC sends email defending Obama from impeachment possibility. The Democratic National Committee sent on a paranoid email Saturday evening, urging supporters to vote for Democrats so the Republicans can't impeach President Obama.
[10:30.000 --> 10:39.000]  They went on to say it's desperate in 2014. If the Tea Party people get in, they'll impeach him. Oh, that's actually true.
[10:39.000 --> 10:50.000]  That's why you've got the Republican leadership, Boner and Roeb and all of them, the people that helped write Obamacare on record.
[10:50.000 --> 11:03.000]  All together, you've got them working in concert to try to keep Obamacare in place, to try to keep the Federal Reserve in place, to try to keep the status quo of galloping tyranny in place.
[11:03.000 --> 11:16.000]  And so you've got the big Republican associations of manufacturers and the different business groups that have actually deindustrialized this country.
[11:16.000 --> 11:22.000]  The groups that are actually insiders who only want business for themselves and want big government to shut down their competition.
[11:22.000 --> 11:33.000]  All the big Republican blue blood scum groups, mafia groups, who helped create the modern Democratic Party, basically, as their fake oil opposition.
[11:33.000 --> 11:38.000]  So the Democrats are so horrible you keep voting for the blue bloods. The blue bloods are all lined up with the Democrats.
[11:38.000 --> 11:43.000]  And when an Obama speech leaks or a Biden speech leaks, who are they talking about?
[11:43.000 --> 11:50.000]  They're talking not about the Russians, not about the Chycoms, not about any of that. They're worried about the Tea Party.
[11:50.000 --> 11:57.000]  That's why it's so fashionable in even mainline neocontalk radio to bash the Libertarian Tea Party.
[11:57.000 --> 12:05.000]  Because they're the only people that know what's going on. They're not perfect, but they're the only possible opposition to the globalist takeover.
[12:05.000 --> 12:10.000]  They understand the basics. And the public sees them as the opposition properly.
[12:10.000 --> 12:19.000]  And so it's growing at the state and federal and local level, and that is panicking the system right now across the board.
[12:19.000 --> 12:29.000]  That is panicking the system at every single level. So the entire power structure who's tried to co-opt the Tea Party in the last seven, eight years.
[12:29.000 --> 12:35.000]  Back when Ron Paul first founded it, then they couldn't co-opt it. They couldn't derail it. They couldn't buy it off because it was an idea.
[12:35.000 --> 12:41.000]  So even if they bought it off, the crowds just went somewhere else. The idea continued on like the phoenix out of the ashes.
[12:41.000 --> 12:45.000]  And so now they're trying to kill it. I mean, just look it up. It's in the news every day.
[12:45.000 --> 12:52.000]  The entire Republican blue blood establishment, the entire globalist banking cartel, the entire military industrial complex.
[12:52.000 --> 13:01.000]  They are all on record steamrolling ahead as viciously as they possibly can to get rid of it.
[13:01.000 --> 13:09.000]  And they know if there's a Tea Party sweep into the house and even a few seats in the Senate, there will be impeachment.
[13:09.000 --> 13:17.000]  And folks, Obama makes Richard Nixon look like the archangel Gabriel or something.
[13:17.000 --> 13:24.000]  As bad as Nixon was, he did not want to destroy America. He did not want to destroy all the families.
[13:24.000 --> 13:28.000]  He did not want to totally socialize everything. He just wanted power and control.
[13:28.000 --> 13:32.000]  And the elites couldn't fully control him, so they set him up and basically had him impeached.
[13:32.000 --> 13:42.000]  And that's all been declassified and come out. Bob Woodward of the Naval Intelligence and others with the CIA infiltrating his own organization and his own group,
[13:42.000 --> 13:46.000]  making him paranoid to target his political opposition and then bringing him down.
[13:46.000 --> 13:52.000]  And I'm not romanticizing Nixon. They were looking at plans to bomb their own RNC event.
[13:52.000 --> 13:56.000]  It even has come out on PBS and Frontline to blame it on their political opposition.
[13:56.000 --> 14:04.000]  That's how bad Nixon was. He was going to blow stuff up and blame it on his political opposition because he thought they were evil and they need to be done.
[14:04.000 --> 14:12.000]  But he at least thought he was good. With these people, with these globalists, they are all about criminal total domination of the individual,
[14:12.000 --> 14:15.000]  the wrecking of America forever period.
[14:15.000 --> 14:27.000]  And that's why it's total scorched earth, salting the earth, massive economic, cultural siege of America to fully bring us into the new world order.
[14:27.000 --> 14:32.000]  Because you can't have our country owning guns and having private property when the globalists are getting rid of that worldwide,
[14:32.000 --> 14:37.000]  except for offshore corporations that are above the law and have corporate diplomatic immunity.
[14:37.000 --> 14:42.000]  So that's what's happening. That's why 2014 coming up is so incredibly critical.
[14:42.000 --> 14:50.000]  But the loyal opposition, neocons posing as libertarian conservative groups,
[14:50.000 --> 14:55.000]  are always there joking and laughing and, haha, no one would ever impeach Obama.
[14:55.000 --> 14:58.000]  How ridiculous! Who would think of such a thing? Paranoia!
[14:58.000 --> 15:03.000]  No, no, we must move forward to impeach the Attorney General for Fast and Furious and all the other lies.
[15:03.000 --> 15:11.000]  And Hillary, I don't care if she's left office, you know, drag her up there over Benghazi and caught lying, and caught lying about Obamacare.
[15:11.000 --> 15:15.000]  I mean, it should be, but see, the Republican leadership is all involved in this.
[15:15.000 --> 15:22.000]  They're all corrupt as well. So who are they going after? Ted Cruz, Rand Paul, Matt Drudge, Alex Jones, people like that.
[15:22.000 --> 15:30.000]  They're demonizing anyone who just isn't completely sold out to tyranny and who isn't an insane control freak.
[15:30.000 --> 15:36.000]  All right, folks, we're going to come back. See, I got to one story.
[15:36.000 --> 15:45.000]  I said I have about 150, 200, I haven't counted them here, but there's 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19 stacks.
[15:45.000 --> 15:50.000]  Some of these stacks have as many as 10 articles in them. It's not a 150 or something.
[15:50.000 --> 15:53.000]  I'm going to try to get to it as fast as I can on the other side.
[15:53.000 --> 16:07.000]  We have got so much to cover. I am Alex Jones. Infowars.com is our website. Prison Planet.
[16:24.000 --> 16:34.000]  It is the only one that does it and out of the gates. We have it discounted at 10% off with promo code water.
[16:34.000 --> 16:45.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilic acid,
[16:45.000 --> 16:51.000]  the most common form of fluoride not covered by other fluoride filter brands and sodium hexafluorosilicate.
[16:51.000 --> 17:00.000]  Get your pro pure with a new pro one filter today at infowarsstore.com or by calling 888-253-3139.
[17:00.000 --> 17:05.000]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[17:05.000 --> 17:13.000]  Why do we have the highest cancer rates on the planet, the highest rates of diabetes, autism and every other major disease?
[17:13.000 --> 17:17.000]  It all comes down to one thing. We are what we eat.
[17:17.000 --> 17:26.000]  Our food is devoid of nutrition and processed with poisons and additives. Our water is filled with toxic poisons and big pharma runoff.
[17:26.000 --> 17:31.000]  All of this has been engineered by design. We can turn the tide against the eugenicist.
[17:31.000 --> 17:35.000]  By giving ourselves the nutrients our body desperately needs.
[17:35.000 --> 17:45.000]  To learn more visit infowarshealth.com. The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[17:45.000 --> 17:53.000]  Tide against the new world order starts with you and you can't stand against the machine of your sick, tired and obese when you visit infowarshealth.com.
[17:53.000 --> 18:00.000]  Be sure and check out the catalog with nearly 400 life changing products and get free shipping when you sign up for auto ship.
[18:00.000 --> 18:09.000]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[18:09.000 --> 18:17.000]  For more than a decade my favorite coffee has come from the high mountains of southern Mexico where the Chiapas farmers grow their unique shade grown Arabica beans.
[18:17.000 --> 18:22.000]  We have now managed to secure the sought after beans in a highly customized blend.
[18:22.000 --> 18:29.000]  Discover and try a bag of the Patriot blend 100% organic coffee at infowarslife.com.
[18:29.000 --> 18:36.000]  This coffee gives you a long smooth pick me up for hours without the headaches and heartburn that so many other coffees give me personally.
[18:36.000 --> 18:43.000]  Hands down this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[18:43.000 --> 18:48.000]  Dropped by the site today order a bag or two and I don't think you're going to be disappointed.
[18:48.000 --> 18:51.000]  Available in original or with our immune support infusion blend.
[18:51.000 --> 19:00.000]  You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee available at infowarslife.com.
[19:00.000 --> 19:07.000]  In the last 50 years iodine has been phased out of our staple foods and replaced with the halogen bromine.
[19:07.000 --> 19:11.000]  A practice now banned in nations around the world.
[19:11.000 --> 19:13.000]  Guess what else is in the halogen family?
[19:13.000 --> 19:14.000]  Fluoride.
[19:14.000 --> 19:17.000]  Ladies and gentlemen Alex Jones here in 1924.
[19:17.000 --> 19:22.000]  The federal government did the right thing and encouraged salt producers to add iodine.
[19:22.000 --> 19:33.000]  It's the good halogen on the periodic table and the results are on record reports documented a 15 point IQ increase in areas that had previously been deficient in iodine.
[19:33.000 --> 19:35.000]  Bottom line iodine is important.
[19:35.000 --> 19:38.000]  Unbound clean in a glycerin base.
[19:38.000 --> 19:52.000]  Nascent iodine was the answer for myself and my family. You will find survival shield nascent iodine exclusively at infowarslife.com. Infowars life survival shield nascent iodine isn't just for emergencies.
[19:52.000 --> 20:09.000]  I take it every day that's infowarslife.com or call toll free 888-253-3139.
[20:22.000 --> 20:25.000]  I'm listening to the Alex Jones show.
[20:52.000 --> 21:04.000]  Well a black widow as they're called Suicide Bomber hit a major city in Russia killing at least 15 people.
[21:04.000 --> 21:09.000]  And it's a reported Islamist attack with an al-Qaeda affiliated group.
[21:09.000 --> 21:15.000]  Guess who on record runs al-Qaeda out of Dagestan on record?
[21:15.000 --> 21:18.000]  The criminals that run our government.
[21:18.000 --> 21:28.000]  And they were busy beavers over the Christmas holiday in Libya, in Iraq, in Syria, in Egypt.
[21:28.000 --> 21:40.000]  I have a stack of news articles here where the radical Islamists attacked Christians churches and in some cases killing more than 100 people per church.
[21:40.000 --> 21:48.000]  They would blow them up during Christmas services, Catholic churches, Orthodox churches, all those ancient churches.
[21:48.000 --> 21:57.000]  And reportedly in Syria they would tell them as they bombed them and the people would run out and they would shoot them, leave Syria, you are invading.
[21:57.000 --> 22:02.000]  Even though these Christians were there for a thousand years before there were any Islamists in Syria.
[22:02.000 --> 22:10.000]  Syria is next to like Galilee in Israel, the oldest seat of Christianity, just a little newsflash for everybody.
[22:10.000 --> 22:20.000]  Syria is next to Israel, the oldest Christian settlements in the world.
[22:20.000 --> 22:22.000]  Let's just get that straight.
[22:22.000 --> 22:32.000]  Islamist students towards buildings at university in Egypt, Christian bombings killed 34 in Iraq, Reuters, Christmas Day bombing killed 37.
[22:32.000 --> 22:37.000]  Christmas attacks show security challenges in Iraq, Afghanistan.
[22:37.000 --> 22:39.000]  But notice the media didn't want to report.
[22:39.000 --> 22:48.000]  You could find it was in the back of the paper or hidden on the internet that there were just hundreds of attacks all over Syria killing the Christians.
[22:48.000 --> 22:52.000]  It really happened, but see our government's openly funding the Islamists to do this.
[22:52.000 --> 22:58.000]  Kenyan police seek youths over Christmas Day church burnings, Reuters, on and on and on.
[22:58.000 --> 23:00.000]  I think I'll stop right there.
[23:00.000 --> 23:03.000]  And folks know that I'm not quote an Islamophobe.
[23:03.000 --> 23:11.000]  In fact the neo cons, they were busy getting rid of our Bill of Rights and Constitution in the eight years before Obama got in.
[23:11.000 --> 23:17.000]  And of course the Democrats more than happy to use all that power now and all that unconstitutional garbage to say the Tea Party of the new enemy.
[23:17.000 --> 23:19.000]  That's what happened.
[23:19.000 --> 23:32.000]  You notice the whole Homeland Security apparatus is pointed at anybody who's not a total criminal, anybody who actually loves freedom, anybody who actually cares about having a future, who doesn't have a criminal instinct.
[23:32.000 --> 23:35.000]  I don't care whether you're a classical liberal, libertarian or conservative.
[23:35.000 --> 23:38.000]  These people are literally demonizing us and coming after us.
[23:38.000 --> 23:45.000]  This is a political purge, total creepville.
[23:45.000 --> 23:53.000]  And my issue is, they always say, Alex, you say there's no radical Islam and you say that Bush would TNT blow up the World Trade Center.
[23:53.000 --> 23:55.000]  I never said that.
[23:55.000 --> 24:04.000]  I said criminal elements in our government have been funding radical Islam since they took the keys away from the British Empire and Hitler had it during World War II.
[24:04.000 --> 24:14.000]  He took over the Middle East and North Africa and they have used those groups to menace the world and to take over countries and then now they use them to attack us so they can then take our rights.
[24:14.000 --> 24:16.000]  And it doesn't mean they totally run them.
[24:16.000 --> 24:21.000]  They just fund them, open the door for them, let them come in and attack in a false flag.
[24:21.000 --> 24:29.000]  Just like Richard Nixon had been declassified, was going to bomb his own RNC and blame it on his political enemies.
[24:29.000 --> 24:31.000]  It's called a frame-up.
[24:31.000 --> 24:37.000]  The oldest thing in the book in criminology, it is ancient, framing someone.
[24:37.000 --> 24:44.000]  Look at who has the motive to get all this power, all this control, set up a police state in the name of fighting Al Qaeda.
[24:44.000 --> 24:52.000]  Meanwhile, they are turning them loose in North Africa, Central Africa, Western Africa, Eastern Africa, Al Qaeda.
[24:52.000 --> 24:54.000]  They bring Al Qaeda in.
[24:54.000 --> 25:01.000]  It came out in the Ivory Coast this year in mainstream news.
[25:01.000 --> 25:10.000]  We covered the reports at the time that the governments in multiple countries in Africa said, listen, we're pro-West, we're Christian.
[25:10.000 --> 25:22.000]  You are giving Al Qaeda control of these oil refineries and then they pull out when the special forces or the mercenaries show up and you just use it to steal our national refineries in the name of protecting them.
[25:22.000 --> 25:24.000]  You are running Al Qaeda.
[25:24.000 --> 25:27.000]  And then the prime minister gets shot the next day after he says that.
[25:27.000 --> 25:34.000]  I mean, folks, let me explain. This is 101. You want to take over, take everybody's freedom, get trillions of no-bid contracts.
[25:34.000 --> 25:40.000]  You go fund hundreds of thousands of crazy jihadis. You give them high-tech weapons in Benghazi.
[25:40.000 --> 25:44.000]  You let them go on complete rampages worldwide.
[25:44.000 --> 25:48.000]  The public doesn't know the difference between a Shiite and a Sunni, a hobbyist.
[25:48.000 --> 25:54.000]  So you tell them, the public, give your rights up or Al Qaeda will kill you.
[25:54.000 --> 25:57.000]  This is 101 strategy.
[25:57.000 --> 26:14.000]  And the general public has no idea how things even work and it's very frustrating to me to sit here and to watch radical Islam, the very tip of the spear of radical Islam, funded by the criminals that have hijacked our government.
[26:14.000 --> 26:25.000]  And that's another reason Obama and all these people need to be impeached because before they were a little more sneaky back in Jimmy Carter's day funding and creating Al Qaeda and the Taliban.
[26:25.000 --> 26:32.000]  In 1979, Brzezinski's written three books bragging about it since then. That's how dumb they think you are. They admit to these crimes.
[26:32.000 --> 26:35.000]  His national security advisers is big to Brzezinski.
[26:35.000 --> 26:40.000]  They've been smarter since then, you know, to cover it up. Now they don't even care.
[26:40.000 --> 26:50.000]  Here, here's toe missiles. Here's heat seeking missiles. Here's anti-tank missiles. Here's heavy artillery. Here, here Al Qaeda. Here's armored vehicles. Here's air support.
[26:50.000 --> 26:56.000]  Go take over, blow up churches, murder everybody.
[26:56.000 --> 27:06.000]  The Pentagon now admits, I was watching C-SPAN earlier in the week.
[27:06.000 --> 27:11.000]  I was down in the back and I was up here working. So I just kept walking in like watching 30 minutes of this, 30 minutes of that.
[27:11.000 --> 27:19.000]  And I was watching this C-SPAN event on Middle Eastern studies from Georgetown and they had this top professor in there.
[27:19.000 --> 27:22.000]  And he was from Qatar and they were just admitting all this.
[27:22.000 --> 27:27.000]  Well, the American plan did quite well to break up Iraq and destabilize it.
[27:27.000 --> 27:31.000]  Now it's in total turmoil and we appreciate that in Qatar and Saudi Arabia.
[27:31.000 --> 27:39.000]  And now our program is to destabilize everyone but us. And it's all these professors and media there and all these policy wonks.
[27:39.000 --> 27:47.000]  They all know how things work because they've been involved setting the policy.
[27:47.000 --> 27:52.000]  And I'm sitting there watching them admit this on national television.
[27:52.000 --> 27:55.000]  But I know that only policy wonks watch that.
[27:55.000 --> 28:01.000]  C-SPAN has a tiny audience usually unless it's got big debate feeds or whatever they could have millions watching.
[28:01.000 --> 28:05.000]  But they might have had maybe 10,000 people watching it and it's all professors and policy wonks.
[28:05.000 --> 28:08.000]  And what I'm telling you is that's why I get so angry and frustrated.
[28:08.000 --> 28:14.000]  They're all admitting all this. You notice everything I talk about keeps coming true because it already had come true.
[28:14.000 --> 28:18.000]  I'm not predicting anything. This stuff's already going on.
[28:18.000 --> 28:21.000]  I tell you about it later. They have to admit it.
[28:21.000 --> 28:25.000]  Oh, you predicted that. I didn't predict this.
[28:25.000 --> 28:29.000]  They're hiding in plain view like an elephant in the room.
[28:29.000 --> 28:36.000]  The Republican leadership with foreign banks with the Democratic leadership wrote Obamacare as a foreign corporate tax.
[28:36.000 --> 28:43.000]  And now Boner and all of them are trying to destroy the Tea Party so they can bankrupt this country.
[28:43.000 --> 28:47.000]  It's very frustrating. All right, I've covered two stories now.
[28:47.000 --> 28:52.000]  I'm going to give you the number I want to get your take when we come back. I'm going to give the number and open the phones out.
[28:52.000 --> 29:18.000]  I want to get your calls on what's going to happen in 2013 into 2014. Stay with us.
[29:22.000 --> 29:25.000]  I'm not going to reply yet, but we can help to get it out of our bodies.
[29:25.000 --> 29:31.000]  I am extremely excited to announce the exclusive Info Wars-Line fluoride shield formulation,
[29:31.000 --> 29:39.000]  fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body,
[29:39.000 --> 29:42.000]  but a whole host of toxic substances.
[29:42.000 --> 29:46.000]  Let's take a stand against the globalist by blocking their poisons with fluoride shield.
[29:46.000 --> 29:54.000]  I use fluoride shield every day. Secure your fluoride shield and other pioneering formulations at infowarslife.com today.
[29:54.000 --> 30:00.000]  Let's start cleansing our bodies now and support the Info War at the same time. That's infowarslife.com.
[30:00.000 --> 30:06.000]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[30:06.000 --> 30:13.000]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[30:13.000 --> 30:18.000]  Radioactive contamination is now in most of the food supply. There's only two ways to avoid this.
[30:18.000 --> 30:23.000]  Move south of the equator or properly protect your thyroid with nascent iodine.
[30:23.000 --> 30:26.000]  Looking to protect my family, I've done deep research.
[30:26.000 --> 30:32.000]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[30:32.000 --> 30:35.000]  It's made right here in the USA, completely non-GMO.
[30:35.000 --> 30:44.000]  I searched out the best quality and now have developed a double strength form of nascent iodine exclusively available at infowarslife.com.
[30:44.000 --> 30:50.000]  Nascent iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[30:50.000 --> 30:58.000]  Survival shield nascent iodine. Secure your super high quality nascent iodine today at infowarslife.com.
[30:58.000 --> 31:00.000]  That's infowarslife.com.
[31:00.000 --> 31:09.000]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[31:09.000 --> 31:18.000]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico where the Chiapas farmers grow their unique shade-grown Arabica beans.
[31:18.000 --> 31:23.000]  We have now managed to secure these sought-after beans in a highly customized blend.
[31:23.000 --> 31:29.000]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at infowarslife.com.
[31:29.000 --> 31:36.000]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[31:36.000 --> 31:43.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[31:43.000 --> 31:48.000]  Drop by the site today, order a bag or two and I don't think you're going to be disappointed.
[31:48.000 --> 31:51.000]  Available in original or with our immune support infusion blend.
[31:51.000 --> 31:57.000]  You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[31:57.000 --> 32:00.000]  Available at infowarslife.com.
[32:00.000 --> 32:02.000]  Introducing Pro 1.
[32:02.000 --> 32:05.000]  All of your filtration in one system, portable on the go.
[32:05.000 --> 32:10.000]  No more do you have two or three filters to just reduce sodium fluoride.
[32:10.000 --> 32:16.000]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[32:16.000 --> 32:23.000]  Advanced manufacturing technology combines silver impregnated white ceramic with new aqua medics advanced media.
[32:23.000 --> 32:27.000]  A removal of fluoride and other heavy metals all in one filter element.
