[00:00:16.756 --> 00:00:18.597]  The Alex Jones Show.
[00:10:05.058 --> 00:10:16.382]  I'm not complaining, just letting you know sometimes we'll stumble around a little bit because we're in the trenches, but it's good to see him here and it's good to see you so healthy looking because you were really getting white.
[00:10:16.382 --> 00:10:17.963]  You were losing a lot of weight.
[00:10:17.963 --> 00:10:22.025]  I remember we met like a week before he had the heart attack and I said, David, you need to take some time off, man.
[00:10:22.025 --> 00:10:22.345]  You're so...
[00:10:22.985 --> 00:10:24.386]  Well, you did have a heart attack!
[00:10:48.840 --> 00:10:50.481]  I was going to come back that Monday.
[00:10:50.481 --> 00:10:53.542]  I got pretty mad.
[00:10:53.542 --> 00:10:57.544]  I said, I've never thought about firing you, but do that again.
[00:10:57.544 --> 00:11:07.728]  Well, it was the medicine more than anything that I was really feeling the effects of, because they put you on a blood thinning medicine to make sure that you don't get a blockage there at the site of the stent.
[00:11:07.728 --> 00:11:11.150]  And some of the side effects of that make you short of breath and everything.
[00:11:11.970 --> 00:11:21.697]  In the time that I've had off, I've been working on trying to get some reschedule myself so that I'm taking a little bit of time for exercising.
[00:11:21.697 --> 00:11:25.079]  You look better than the David Knight I first met eight years ago.
[00:11:25.079 --> 00:11:25.619]  Well, thank you.
[00:11:25.619 --> 00:11:25.919]  Thank you.
[00:11:25.919 --> 00:11:30.322]  I did lose a lot of weight last year and that was intentional.
[00:11:30.322 --> 00:11:39.048]  I was on a keto diet and I thought I was feeling a lot better and I had just been saying to my wife, I said, you know, I've really been
[00:11:39.668 --> 00:11:46.459]  Blessed because my father had a lot of heart issues by the time he was my age.
[00:11:46.459 --> 00:11:52.888]  And he'd had open heart surgery several times for bypass, for valves, and he had other issues.
[00:11:52.888 --> 00:11:53.669]  My mother did too.
[00:11:53.669 --> 00:11:55.412]  And I'd never been bothered with any of that stuff.
[00:11:55.452 --> 00:11:59.814]  I mean, I'm going through talking to the doctors and said, you know, uh, uh, you know, what have you been in for?
[00:11:59.814 --> 00:12:05.618]  Well, nothing, you know, I didn't really have anything, uh, that, uh, that was, so it was really kind of, uh, off the radar.
[00:12:05.618 --> 00:12:12.221]  I, I, I knew I needed to, uh, schedule some exercise and, and things like that, but I, you know, just been putting it off.
[00:12:12.221 --> 00:12:13.362]  And then boom, you had the heart attack.
[00:12:13.362 --> 00:12:13.722]  Yeah.
[00:12:13.722 --> 00:12:14.122]  Yeah.
[00:12:14.122 --> 00:12:14.322]  Yeah.
[00:12:14.322 --> 00:12:15.963]  It came up all of a sudden.
[00:12:15.963 --> 00:12:19.685]  And, um, but, uh, well, people are really glad you're back.
[00:12:19.685 --> 00:12:20.145]  Well, thank you.
[00:12:20.145 --> 00:12:20.946]  It's great to be back.
[00:12:21.877 --> 00:12:22.979]  I don't micromanage you at all.
[00:12:22.979 --> 00:12:24.060]  Do I ever tell you what to do or say?
[00:12:24.060 --> 00:12:24.421]  No.
[00:12:24.421 --> 00:12:24.921]  No, not at all.
[00:12:24.921 --> 00:12:26.644]  Well, I'm going to start nannying a little bit.
[00:12:26.644 --> 00:12:29.768]  Plus, we've moved the warehouse.
[00:12:29.768 --> 00:12:30.269]  We have some more room.
[00:12:30.269 --> 00:12:31.090]  We're putting in offices.
[00:12:31.090 --> 00:12:34.475]  You can actually have an office, not be in that big bullpen, which can be stressful.
[00:12:34.475 --> 00:12:36.217]  That way you can actually focus.
[00:12:36.217 --> 00:12:37.339]  And expanding on that,
[00:12:40.580 --> 00:12:48.743]  You just really need to take care of yourself, because I know good and damn well that for a three-hour show, you prepare for three, four hours here and a couple hours at night.
[00:12:48.743 --> 00:13:02.468]  David, I mean, I hate to tell the listeners, but you just can't prepare double for what you do on air, because you get so focused on, like you're preparing for a State of the Union every day, you just, I'm not saying mail it in, but you've got to find a halfway mark there.
[00:13:02.608 --> 00:13:04.209]  Yeah, I agree, I agree.
[00:13:04.209 --> 00:13:06.749]  I've got to adjust things a little bit.
[00:13:06.749 --> 00:13:13.032]  And it is very important, you know, part of it is, you know, looking at the different risk factors.
[00:13:13.032 --> 00:13:22.695]  It's not just genetics, and it's not just, you know, what you eat, making sure that you've got proper nutrition, but it's also sleep, and that's a big part of, you know, having an early morning show.
[00:13:22.695 --> 00:13:23.095]  Oh, no doubt.
[00:13:23.095 --> 00:13:24.176]  You wanted the morning show.
[00:13:24.176 --> 00:13:24.996]  Yeah, oh yeah.
[00:13:24.996 --> 00:13:27.777]  And I'm like, man, that's that, the way you prepare, I'm like, dude,
[00:13:29.085 --> 00:13:34.828]  I mean, I know, I'm not exaggerating, you prepare like four or five hours, you can't get up at two in the morning and prepare and then come in here and do this.
[00:13:34.828 --> 00:13:38.290]  Yeah, well I do a pretty large survey of the news to find out.
[00:13:38.290 --> 00:13:43.072]  Well, I mean, believe me, you're one of the few people, and I'm a newshound, that always knows more than I do.
[00:13:43.072 --> 00:13:50.016]  But it's kind of, you're an engineer and a lot of other stuff, but people want you to be healthy and happy and play a few video clips, do some red meat political stuff.
[00:13:50.016 --> 00:13:50.296]  Yeah.
[00:13:50.296 --> 00:13:51.457]  I mean, look, you've got...
[00:13:51.937 --> 00:13:55.480]  Because we've got the demographics that come in, we can see it on all the analytics.
[00:13:55.480 --> 00:14:03.286]  You've got the high-end engineer type, astronaut type, rich people, smart people are listening to you.
[00:14:03.286 --> 00:14:05.248]  Because they know, wow, this guy actually did research.
[00:14:06.109 --> 00:14:07.109]  And that's great, David.
[00:14:07.109 --> 00:14:10.390]  You just don't have to, like, do six, seven hours of preparation every day.
[00:14:10.390 --> 00:14:11.691]  I don't think it's healthy.
[00:14:11.691 --> 00:14:12.131]  Yeah, yeah.
[00:14:12.131 --> 00:14:15.992]  I've got to get... Look, David, like, is a laser beam in a zone.
[00:14:15.992 --> 00:14:20.494]  You go in there and he's focused with his headphones on, and he's just, like, brainiac, hardly even taking breaks.
[00:14:20.494 --> 00:14:21.634]  I'm like, hey, dude.
[00:14:21.634 --> 00:14:26.756]  And, of course, I'm a workaholic, too, so if I'm telling David Knight... I mean, this is, like, the extreme version right here.
[00:14:27.196 --> 00:14:30.897]  Yeah, you've got to get a little better perspective.
[00:14:30.897 --> 00:14:39.019]  When they arrested Roger, I drove into town, I got on the phone, because it just bothered me so much to see that happening.
[00:14:39.019 --> 00:14:47.482]  We just had the CEO of Google, under oath, say, we're not shutting down or pushing this agenda or that agenda.
[00:14:48.482 --> 00:14:49.502]  Absolutely lying about that.
[00:14:49.502 --> 00:14:50.522]  That came out a couple of weeks ago.
[00:14:50.522 --> 00:14:51.142]  On its face!
[00:14:51.142 --> 00:14:52.183]  Yeah, exactly.
[00:14:52.183 --> 00:14:53.843]  But, you know, we're not going to do anything about that.
[00:14:53.843 --> 00:15:01.384]  There was no... They're trying to make a big deal out of the fact that Roger is conspiring to try to set up an interview with somebody.
[00:15:01.384 --> 00:15:02.985]  Well, that's what we do here, right?
[00:15:02.985 --> 00:15:08.105]  Oh, they've got breathless articles at Media Matters going, should Jones be arrested?
[00:15:08.105 --> 00:15:13.026]  He told Stone, okay, I'll give you a job if you get Assange on and get Trump on and get me all these big guests.
[00:15:13.026 --> 00:15:13.766]  That's what you do.
[00:15:13.766 --> 00:15:14.607]  You want a job?
[00:15:14.607 --> 00:15:16.087]  Go get me all the biggest interviews.
[00:15:16.087 --> 00:15:16.267]  Yeah.
[00:15:16.787 --> 00:15:18.989]  How is that bad?
[00:15:18.989 --> 00:15:20.891]  Assange went on all those shows!
[00:15:20.891 --> 00:15:21.751]  Yeah, exactly.
[00:15:21.751 --> 00:15:22.132]  Exactly.
[00:15:22.132 --> 00:15:25.255]  They're not going after the journalists who interviewed him.
[00:15:25.255 --> 00:15:25.595]  You know what?
[00:15:25.595 --> 00:15:28.758]  If Mueller wants to indict me for trying to interview Assange, just do it, you crook.
[00:15:28.758 --> 00:15:29.919]  I'm not afraid of you.
[00:15:29.919 --> 00:15:32.141]  You're an un-American bastard.
[00:15:32.141 --> 00:15:34.463]  Shameful piece of crap, and I'm not afraid of you.
[00:15:34.463 --> 00:15:36.785]  Or any of you other punks, by the way.
[00:15:36.785 --> 00:15:38.766]  I'm loaded for bear on Rogan, by the way.
[00:15:38.766 --> 00:15:39.827]  Rogan, fill your hand.
[00:15:39.827 --> 00:15:40.968]  Get ready, buddy.
[00:15:40.968 --> 00:15:41.309]  Hold on.
[00:15:41.309 --> 00:15:41.889]  Stay right there.
[00:15:41.889 --> 00:15:42.430]  Let's come back.
[00:15:43.491 --> 00:15:47.234]  Uh, and one more segment about just the general world, everything you see and what you see.
[00:15:47.234 --> 00:15:52.217]  Oh my God, I'm so proud of Trump trying to pull out the military and McConnell sent him a letter threatening impeachment.
[00:15:52.217 --> 00:15:54.099]  And we don't stand an 18 year long war.
[00:15:54.099 --> 00:15:55.079]  My Lord.
[00:15:55.079 --> 00:15:55.560]  We'll be back.
[00:15:55.560 --> 00:15:55.960]  Stay with us.
[00:15:59.538 --> 00:16:00.799]  Maybe not today.
[00:16:00.799 --> 00:16:02.080]  Maybe not tomorrow.
[00:16:02.080 --> 00:16:05.823]  But soon, you'll need a plan and place to survive.
[00:16:05.823 --> 00:16:06.904]  Forget bunkers.
[00:16:06.904 --> 00:16:08.746]  You're not a live underground gopher.
[00:16:08.746 --> 00:16:10.447]  You need Survivalist Camps.
[00:16:10.447 --> 00:16:18.233]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[00:16:18.233 --> 00:16:19.254]  Bold statement?
[00:16:19.254 --> 00:16:20.255]  You bet.
[00:16:20.255 --> 00:16:22.736]  See them now at survivalistcamps.com.
[00:16:22.736 --> 00:16:24.938]  That's survivalistcamps.com.
[00:16:24.938 --> 00:16:27.720]  Trust your family's survival to survivalistcamps.com.
[00:16:29.420 --> 00:16:31.382]  Heart disease is on the rise.
[00:16:31.382 --> 00:16:36.687]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[00:16:36.687 --> 00:16:38.289]  But the symptoms are there.
[00:16:38.289 --> 00:16:46.637]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:16:46.637 --> 00:16:52.323]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:16:52.623 --> 00:16:53.004]  I don't know.
[00:17:11.061 --> 00:17:13.543]  Order your two-month supply today by calling 866-295-5305.
[00:17:13.543 --> 00:17:13.763]  That's 866-295-5305.
[00:17:13.763 --> 00:17:15.684]  Or order online at HBextract.com.
[00:17:15.684 --> 00:17:17.646]  Heart and Body Extract, 866-295-5305.
[00:17:17.646 --> 00:17:18.466]  Or HBextract.com.
[00:17:28.453 --> 00:17:34.796]  The United States of Empire is a book that claims the United States is the empire of the world.
[00:17:34.796 --> 00:17:37.838]  George Washington had warned us against foreign wars.
[00:17:37.838 --> 00:17:43.761]  The United States of Empire shows that World Wars I and II left England broken.
[00:17:43.761 --> 00:17:47.543]  Its former colony, the U.S., had to save the empire.
[00:17:47.543 --> 00:17:48.823]  Was there ever a vote?
[00:17:48.823 --> 00:17:50.164]  Who do we fight for?
[00:17:50.164 --> 00:17:56.367]  The deep state began with World War I. The United States of Empire by James Dunn.
[00:17:56.367 --> 00:17:57.788]  Available at Amazon Books.
[00:18:03.021 --> 00:18:06.063]  When it comes to rebuilding your energy, convenience is key.
[00:18:06.063 --> 00:18:12.487]  While coffee, candy, and other sugary products can give you a short boost, the crash can leave you more tired than ever.
[00:18:12.487 --> 00:18:27.976]  Turbo Force from Info Wars Life is a powerful mix-in energy packet that utilizes vitamins, amino acids, and extracts used for hundreds of years to provide you focus, clarity, and a boost of energy on the go.
[00:18:27.976 --> 00:18:31.699]  Simply take a packet, mix it into the indicated amount of water, and enjoy!
[00:18:33.516 --> 00:18:41.563]  With 14 servings per box for a two-week or more supply, this is the formula to stock up on whenever you need a boost.
[00:18:41.563 --> 00:18:47.989]  Perfect for work, in the car, or at home, TurboForce is the ultimate answer to a sluggish day.
[00:18:47.989 --> 00:18:49.991]  Don't let your day slow you down.
[00:18:49.991 --> 00:18:52.553]  Perk up with TurboForce at Infowarestore.com.
[00:19:01.303 --> 00:19:09.846]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself and a gift to the InfoWar to fight the globalists and live in a free society.
[00:19:09.846 --> 00:19:13.327]  Several years ago, I set out with top formulators in the U.S.
[00:19:13.327 --> 00:19:22.870]  to create the strongest, most concentrated, over-the-top stamina, libido, workout, brain formula that is safe.
[00:19:22.870 --> 00:19:30.053]  I know from using this myself the last few months, and from seeing my friends and family use it, that this new product is going to end up being the number one
[00:19:30.293 --> 00:19:33.875]  Best selling product at InfoWarsLife.com because it works so well.
[00:19:33.875 --> 00:19:42.100]  This is a gift you want to give yourself and then rest assured you're fighting the Info War so it's a total, absolute, sure win, no lose equation.
[00:19:42.100 --> 00:19:46.882]  Try Alpha Power exclusively available at InfoWarsLife.com for yourself.
[00:19:46.882 --> 00:19:48.803]  Ladies and gentlemen, it's non-GMO.
[00:19:48.803 --> 00:19:49.684]  It's for your brain.
[00:19:49.684 --> 00:19:50.424]  It's for sports.
[00:19:50.424 --> 00:19:52.605]  It's for activities and it's made in the USA.
[00:19:52.605 --> 00:19:55.907]  Get your Alpha Power today at InfoWarsLife.com.
[00:19:55.907 --> 00:19:58.929]  Everybody needs to try Alpha Power today.
[00:20:03.277 --> 00:20:11.844]  You're listening to the Alex Jones Show.
[00:20:11.844 --> 00:20:12.985]  Big Brother.
[00:20:12.985 --> 00:20:14.787]  Mainstream media.
[00:20:14.787 --> 00:20:16.688]  Government cover-ups.
[00:20:16.688 --> 00:20:18.370]  You want to stop tyranny?
[00:20:18.370 --> 00:20:20.051]  Well, so does he.
[00:20:20.051 --> 00:20:24.555]  Live from the Infowars.com studios, it's Alex Jones.
[00:20:31.710 --> 00:20:35.768]  Lookin' for adventure In whatever comes our way
[00:20:39.395 --> 00:20:46.978]  We're promoting a pro-human, pro-family, pro-God, future based on love and decency and free will.
[00:20:46.978 --> 00:20:53.881]  The Global is proposing one based on pharmakia, brainwashing, genetic engineering, just total evil.
[00:20:53.881 --> 00:21:02.905]  I have articles where China just ordered the entire population in the next two years to stop serving fat pigs.
[00:21:04.309 --> 00:21:12.155]  But then you read, and the minute I saw it, I went, that's the genetically engineered South Korean pig that's like, you know, has almost no fat, and it looks like Arnold Schwarzenegger in his prime.
[00:21:12.155 --> 00:21:12.515]  Boom!
[00:21:12.515 --> 00:21:30.908]  Bottom of the article, oh, it's a genetically engineered South Korean pig that the government has now bought the patent to, and that they now built up all the piglet population for, because pigs can have like four or five litters a year, and that within two years, China is ordered to produce this pig because it's healthier.
[00:21:30.908 --> 00:21:33.050]  And see how they slipped in genetically engineered pigs?
[00:21:34.414 --> 00:21:36.855]  Without even pointing out it's a nickel-engineered pitch.
[00:21:36.855 --> 00:21:37.915]  It's just crazy.
[00:21:37.915 --> 00:21:45.156]  David Knight's here, and a lot of people... David asked me, why are you still supporting Trump when he said, okay, have an amnesty?
[00:21:45.156 --> 00:21:46.937]  Because he knew they'd say, no, not even that.
[00:21:46.937 --> 00:21:48.657]  I mean, I know what he's doing.
[00:21:48.657 --> 00:21:50.598]  And he hasn't gone after the vaccines yet.
[00:21:50.598 --> 00:21:57.579]  He's done some things I don't like, but trying to pull us out of wars, trying to reform the criminal justice system so blacks don't get tripled the time whites do.
[00:21:57.579 --> 00:22:00.000]  That's something really racist we need to deal with because he's...
[00:22:00.600 --> 00:22:10.525]  Prisons are like colleges of crime, and marching in pro-life rallies, and getting us out of TPP, and the Federal Reserve raising interest rates, obviously to try to hurt the recovery.
[00:22:10.525 --> 00:22:26.733]  Clearly he's trying to be an American president, so I support him more that he's so in battle, but now, as Rand Paul has said, we're going to play the clip in a moment, long 15 minute speech, but just this two minutes is powerful, how dare all of you say he's bad and a traitor, and now the Democrats in national polls, 54% in Gallup polls,
[00:22:28.414 --> 00:22:38.363]  Want more war, and think that the defense budget should be even bigger, and that Trump's... So now they're the party of war, the party of locking black people up, and I guess they always were.
[00:22:38.363 --> 00:22:40.445]  Hillary calling them super predators.
[00:22:40.445 --> 00:22:43.528]  It's so upside down world, David.
[00:22:43.528 --> 00:22:50.935]  And quite frankly, I've never been prouder of Trump with the situation, trying to pull our troops out of these no-win fake situations.
[00:22:52.256 --> 00:22:55.077]  We're talking $50 billion a year right now in Afghanistan.
[00:22:55.077 --> 00:22:56.858]  It's usually $100 plus billion.
[00:22:56.858 --> 00:22:59.180]  I mean, the wall doesn't cost that.
[00:22:59.180 --> 00:23:00.361]  This is crazy!
[00:23:00.361 --> 00:23:01.241]  Yeah, absolutely.
[00:23:01.241 --> 00:23:06.364]  And we have to, I think, help President Trump.
[00:23:06.364 --> 00:23:10.427]  70% of the Republican voters, according to the latest poll, said they want something done about the border.
[00:23:11.107 --> 00:23:18.833]  And I think that we have to understand that he's getting a lot of pushback from even people in the Republican Party, like Mitch McConnell, pushing back against him.
[00:23:18.833 --> 00:23:23.737]  I mean, he had pushback against him from Paul Ryan, who has always been for open borders.
[00:23:23.737 --> 00:23:25.879]  I mean, Paul Ryan was there with Mitt Romney.
[00:23:25.879 --> 00:23:30.142]  They knew that they were going to get Romneycare or Obamacare, whatever.
[00:23:30.142 --> 00:23:31.243]  There's no difference between the two.
[00:23:31.343 --> 00:23:32.624]  They knew they were going to get that.
[00:23:32.624 --> 00:23:36.247]  They were their hedge position in case something went wrong with Obama.
[00:23:36.247 --> 00:23:51.740]  But I think, Alex, it would be perfect for President Trump to actually read, as I, in the last segment of the show today, I had some quotes from President Obama that he read at one of his State of the Unions talking about the border and the kind of stuff that he would... Their rhetoric is stronger than Trump's.
[00:23:51.860 --> 00:23:53.361]  Yeah, exactly, exactly.
[00:23:53.361 --> 00:23:55.263]  And yet, you know, Trump is supposed to be a racist.
[00:23:55.263 --> 00:24:04.610]  No, what we've seen in the last couple of weeks with this governor out of Virginia is we have seen the overt racism of the Democrat Party, which has always been there.
[00:24:04.610 --> 00:24:09.234]  Look at Robert Byrd, look at the origins of the Southern Poverty Law Center, what Morris Deese was doing.
[00:24:09.234 --> 00:24:11.476]  It's only involved— Because the South was great in many ways.
[00:24:12.196 --> 00:24:18.997]  We're Southerners, but it was also about playing poor white farmers off against poor blacks, and that's been the management system.
[00:24:18.997 --> 00:24:21.538]  So the Democrats, they play people off against each other.
[00:24:21.538 --> 00:24:23.718]  It's what they do for 200 years.
[00:24:23.718 --> 00:24:24.419]  That's who they are.
[00:24:24.419 --> 00:24:29.300]  They've been the demographic party, and they've always played one demographic against the other.
[00:24:29.300 --> 00:24:31.700]  They've always been a racist party.
[00:24:31.700 --> 00:24:32.560]  They still are.
