[00:00.000 --> 00:26.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:29.000 --> 02:35.000]  Also, there's reports that Anthony Weiner is frightened of prison beat down because of pedophile label.
[02:35.000 --> 02:37.000]  Oh, the pedophile label.
[02:37.000 --> 02:39.000]  Just look at Anthony Weiner.
[02:39.000 --> 02:40.000]  He doesn't.
[02:40.000 --> 02:43.000]  He's not just a convicted sex crimes individual.
[02:43.000 --> 02:53.000]  He looks like what you would imagine in your nightmares as the kind of person that talks to kids, you know, about getting in their car at the playground.
[02:53.000 --> 03:00.000]  I'm not saying Weiner ever did what Jerry Epstein his good buddy did or what Bill Clinton has been reportedly connected to.
[03:00.000 --> 03:01.000]  Oh, no.
[03:01.000 --> 03:13.000]  Or comedy central making jokes that I say the Clintons are into voodoo. They just say it into other books and all over the news and go down and take part in voodoo rituals.
[03:13.000 --> 03:16.000]  But see, they're not the weird ones for doing that.
[03:16.000 --> 03:20.000]  I'm the weird one for reporting on it.
[03:20.000 --> 03:21.000]  That's right.
[03:21.000 --> 03:29.000]  If I go to some place in the Pacific Ocean and show you aborigines that headhunt and eat people.
[03:29.000 --> 03:32.000]  I'm the weird one for reporting on it.
[03:32.000 --> 03:38.000]  Not the New Guinea headhunters.
[03:38.000 --> 03:40.000]  See how that works?
[03:40.000 --> 03:44.000]  If I bust Jeffrey Dahmer kidnapping people and eating them.
[03:44.000 --> 03:47.000]  I'm the bad one, not Jeffrey Dahmer.
[03:47.000 --> 03:49.000]  So if I report.
[03:49.000 --> 03:52.000]  All the Clinton voodoo garbage.
[03:52.000 --> 04:01.000]  Well, just have comedy central come out with their new fake news show and just say that I made it up and then don't show where I showed all the proof.
[04:01.000 --> 04:03.000]  And I haven't gotten around to going after that show.
[04:03.000 --> 04:04.000]  It's on five nights a week.
[04:04.000 --> 04:07.000]  I've only watched five minutes of it to be honest with you.
[04:07.000 --> 04:12.000]  And I just can't even bring myself to watch it, but I'm going to try as best I can.
[04:12.000 --> 04:15.000]  Because when you look at it, they say we stand for nothing.
[04:15.000 --> 04:16.000]  We believe in nothing.
[04:16.000 --> 04:18.000]  No, that's you the mercenary global.
[04:18.000 --> 04:19.000]  It's not us.
[04:19.000 --> 04:28.000]  And just keep acting like you're the big intellectuals and you're the big smart guys and keep making fun of grassroots citizens, you know, for quote, reporting from their living rooms.
[04:28.000 --> 04:36.000]  That's all like one minute of what they had last night, making fun of people because they go, we're the news reporting from our living room.
[04:36.000 --> 04:46.000]  As if people giving their views, their opinions or video taping events that happened or going to their city hall aren't as important as the dirt bags at Viacom.
[04:46.000 --> 04:51.000]  So just keep telling us how you're the establishment and that we're idiots.
[04:51.000 --> 04:54.000]  But you're fighting the establishment because you're the resistance.
[04:54.000 --> 04:56.000]  Everyone sees through your garbage.
[04:56.000 --> 04:58.000]  We'll be back.
[05:01.000 --> 05:07.000]  You know, someone very profoundly once said many years ago that if fascism ever comes to America, it'll come in the name of liberalism.
[05:07.000 --> 05:09.000]  You're a white male.
[05:09.000 --> 05:11.000]  You're a white man.
[05:11.000 --> 05:20.000]  Welcome to the war room, the latest expansion in Info Wars live broadcasting.
[05:20.000 --> 05:29.000]  We are live weekdays from three to six p.m. central at info wars.com slash so and this YouTube channel right here that you've landed on.
[05:29.000 --> 05:32.000]  Please subscribe to the channel for updates and notifications.
[05:32.000 --> 05:35.000]  You can follow us on Twitter at war room show.
[05:35.000 --> 05:43.000]  We are going to have the most powerful guests, the most powerful hosts will be hearing from Alex Jones regularly as well as taking your phone calls.
[05:43.000 --> 05:47.000]  The liberal establishment media has controlled the narrative for too long.
[05:47.000 --> 05:50.000]  The silent majority is no longer silent.
[05:50.000 --> 05:52.000]  This is the war room.
[05:52.000 --> 06:12.000]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[06:12.000 --> 06:17.000]  That's why I'm introducing Z Shield, toxic metal and chemical defense support.
[06:17.000 --> 06:25.000]  It's made in the USA. It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the Info War.
[06:25.000 --> 06:27.000]  It is a classical 360 win.
[06:27.000 --> 06:37.000]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[06:37.000 --> 06:48.000]  You owe it to yourself, you owe it to your family and you owe it to the future of this country in the world that patriots stay as healthy and as clean and as focused as you can be because we need you.
[06:48.000 --> 06:54.000]  The remnant of America to reignite those brush fires the next level and to be healthy and as focused as you can be.
[06:54.000 --> 06:57.000]  Thanks to your support and your prayers together we're changing the world.
[06:57.000 --> 07:08.000]  Now it's time to change our bodies with Z Shield InfoWarsLive.com.
[07:27.000 --> 07:35.000]  Pure organic plant extracts are concentrated containing antibacterial properties that work well to help tone gums and freshen your breath.
[07:35.000 --> 07:38.000]  This antiseptic mouthwash is a concentrated formula.
[07:38.000 --> 07:42.000]  You will need to dilute one part mouthwash to 10 varts water.
[07:42.000 --> 07:47.000]  Imrex Essentials mouthwash is a great addition to your daily brushing routine.
[07:47.000 --> 07:52.000]  It is effective yet gentle enough for the most sensitive gums and canker sores.
[07:52.000 --> 07:54.000]  Go organic today with Imrex Essentials.
[07:54.000 --> 07:57.000]  Visit infowarsstore.com to learn more.
[07:57.000 --> 08:26.000]  Let's infowarsstore.com.
[08:27.000 --> 08:49.000]  Today is the 28th day of September 2017.
[08:49.000 --> 08:52.000]  Again this year is already very long on the tooth.
[08:52.000 --> 08:54.000]  Seems like it just got here doesn't it?
[08:54.000 --> 09:13.000]  We have the Navy machinist who years ago took a picture of himself inside a nuclear submarine and served a year in prison for doing one millionth what Hillary Clinton did.
[09:13.000 --> 09:19.000]  And it became a big national topic back during the campaign when Trump brought it up.
[09:19.000 --> 09:25.000]  He's now asking the president for a pardon. I think it's a great way to bring up the fact that Hillary got away with what she did.
[09:25.000 --> 09:30.000]  He shouldn't get in trouble when it wasn't meant to endanger US national security.
[09:30.000 --> 09:35.000]  He's going to be joining us for 30 minutes start of the next hour.
[09:35.000 --> 09:41.000]  But before we go any further I'll also have open phones throughout the transmission.
[09:41.000 --> 09:49.000]  We also have real tyranny unfolding in Catalan in what is northeastern Spain.
[09:49.000 --> 09:53.000]  Catalan police ordered to close polling stations to stop vote.
[09:53.000 --> 10:00.000]  Spanish central government shutting down secession that is wildly popular over 80%.
[10:00.000 --> 10:02.000]  So there's no way to stop that.
[10:02.000 --> 10:05.000]  People will separate themselves just like Brexit.
[10:05.000 --> 10:10.000]  They may fail in this round but the very oppression itself will trigger.
[10:10.000 --> 10:14.000]  The corrupt Spanish socialist government's defeat.
[10:14.000 --> 10:23.000]  It is the socialist policies that have angered Catalonians who are classically conservative, very Christian, that are against the Islamic invasion as well.
[10:23.000 --> 10:31.000]  And they produce even though they're only like 15% of the population, 40% of the wealth and taxes of Spain.
[10:31.000 --> 10:34.000]  And it's always been that way.
[10:34.000 --> 10:41.000]  Now with more than 92% of votes in Iraq, Kurdistan is backing independence as well.
[10:41.000 --> 10:48.000]  And Turkey's dictator is threatening a military invasion or to cut off their food as well.
[10:48.000 --> 10:52.000]  That's been an historically pro-Christian area of the Muslim world.
[10:52.000 --> 10:56.000]  All the military I've talked to, the Kurds are good people, continually being bullied by all sides.
[10:56.000 --> 11:00.000]  They deserve their own country but Turkey's threatening a full-on invasion.
[11:00.000 --> 11:02.000]  So we're going to look at that as well.
[11:02.000 --> 11:04.000]  A lot happening with the economy.
[11:04.000 --> 11:08.000]  Also the New York Times, this came out a few days ago and I missed it.
[11:08.000 --> 11:13.000]  And one of the producers, Matt, said, you know, Daria pointed this out, you really ought to cover it.
[11:13.000 --> 11:16.000]  And they're right. Why I admire Anthony Weiner.
[11:16.000 --> 11:19.000]  I didn't say that before the news clips that.
[11:19.000 --> 11:22.000]  That is the New York Times.
[11:22.000 --> 11:26.000]  That's a convicted child sex crime operative.
[11:26.000 --> 11:30.000]  That is a guy connected to huge pedophile rings and they love him and they admire him.
[11:30.000 --> 11:32.000]  Poor baby in the New York Times.
[11:32.000 --> 11:37.000]  I'm going to tie that in with some other reports that deal with this.
[11:37.000 --> 11:44.000]  Because Comedy Central has a new show that attacks me daily, five days a week, called The Establishment.
[11:44.000 --> 11:50.000]  I mean, what it is, is it's The Establishment trying to pose as the resistance, claiming that we are The Establishment and they're The Resistance.
[11:50.000 --> 11:56.000]  But it's the big Viacom company that promotes the sexualization of children on Nickelodeon, MTV, you name it.
[11:56.000 --> 12:00.000]  Some of the Redstone's wicked outfit, weaponized television.
[12:00.000 --> 12:04.000]  They have this new ridiculous transmission called The Opposition.
[12:04.000 --> 12:10.000]  And in there, they make fun of me saying that the Clintons are involved in voodoo.
[12:10.000 --> 12:13.000]  That was their opening salvo a few nights ago.
[12:13.000 --> 12:15.000]  I haven't watched it since then.
[12:15.000 --> 12:18.000]  And it's just every second is bull.
[12:18.000 --> 12:25.000]  I mean, I have the Washington Post, the New York Times, saying that the Clintons are engaging voodoo.
[12:25.000 --> 12:27.000]  There it is, Washington Post.
[12:27.000 --> 12:31.000]  The time Bill and Hillary Clinton went to a voodoo ceremony in Haiti.
[12:31.000 --> 12:34.000]  But it wasn't like they went there as anthropologists or sociologists.
[12:34.000 --> 12:36.000]  They partake in it.
[12:36.000 --> 12:39.000]  I've got articles out of the LA Times 20 years ago with Hillary doing it.
[12:39.000 --> 12:42.000]  I've got one of her best friends saying they kill people with hexes.
[12:42.000 --> 12:44.000]  Breitbart reports on that.
[12:44.000 --> 12:48.000]  They're into the occult, skull and bones, bohemian grove, both parties.
[12:48.000 --> 12:51.000]  It's a fact.
[12:51.000 --> 12:54.000]  So we're going to expose that coming up.
[12:54.000 --> 13:01.000]  We're going to expose that to the Hollywood stars saying they were doing hexes on Trump and calling for him to die.
[13:01.000 --> 13:04.000]  I'm not the fruit loop that's calling for this.
[13:04.000 --> 13:08.000]  They're the fruit loops that believe in it.
[13:08.000 --> 13:10.000]  They're the ones doing it.
[13:10.000 --> 13:14.000]  We're reporting on you, the little pseudo intellectuals.
[13:14.000 --> 13:16.000]  So we're going to be breaking it down.
[13:16.000 --> 13:22.000]  And in past times, when I report on them attacking me, they do copyright strikes directly from Viacom saying,
[13:22.000 --> 13:25.000]  I can't even play clips of these dirt bags and respond to them.
[13:25.000 --> 13:27.000]  Well, you know what?
[13:27.000 --> 13:32.000]  While you chicken neck pseudo intellectuals, we're going to do it.
[13:32.000 --> 13:35.000]  All right, let's get into the big meat potatoes issue.
[13:35.000 --> 13:37.000]  Tax reform.
[13:37.000 --> 13:44.000]  I have the United Unified Framework for fixing our broken tax code from El Presidente.
[13:44.000 --> 13:51.000]  And if he can actually get this through, it would turn the entire economy and this nation around.
[13:51.000 --> 13:55.000]  The problem is, once it gets to Congress, they're going to monkey you.
[13:55.000 --> 14:00.000]  And they're even talking about trying to raise taxes hijacking this plan and they'll blame Trump.
[14:00.000 --> 14:05.000]  No, this plan is excellent, especially if you freeze spending increases.
[14:05.000 --> 14:07.000]  This would pay down the debt very quickly.
[14:07.000 --> 14:11.000]  The problem is they cut taxes and then they increase spending as well.
[14:11.000 --> 14:14.000]  You have to stop the spending increases.
[14:14.000 --> 14:20.000]  And then you've got to trim the bad areas of government and you've got to then turn loose the power of the American people.
[14:20.000 --> 14:27.000]  So they got the Goldman Sachs Trump advisor already on TV saying he can't guarantee they won't raise it on the middle class.
[14:27.000 --> 14:30.000]  Well, the tax plan says the only race tax is on the rich.
[14:30.000 --> 14:36.000]  Well, the way this is written, it gets rid of the loophole so the really rich can't get out of it.
[14:36.000 --> 14:43.000]  And so I'm all for it, ladies and gentlemen, turn loose the poor folks working class, the middle class, get rid of the estate tax.
[14:43.000 --> 14:52.000]  That's a nod to wealthy as well as poor and help this country get back on what made us great, low taxes, low regulations.
[14:52.000 --> 14:59.000]  But let's hear from some of the president's speech last night when he announced a lot of this. Here it is.
[14:59.000 --> 15:07.000]  This is a once in a generation opportunity and I guess it's probably something I could say that I'm very good at.
[15:07.000 --> 15:10.000]  I've been waiting for this for a long time.
[15:10.000 --> 15:19.000]  We're going to cut taxes for the middle class, make the tax code simpler and more fair for everyday Americans,
[15:19.000 --> 15:29.000]  and we are going to bring back the jobs and wealth that have left our country and most people thought left our country for good.
[15:29.000 --> 15:48.000]  We want tax reform that is pro-growth, pro-jobs, pro-worker, pro-family and yes, tax reform that is pro-American.
[15:48.000 --> 16:13.000]  It's time to take care of our people, to rebuild our nation and to fight for our great American workers.
[16:13.000 --> 16:23.000]  Indiana is a tremendous example of the prosperity that is unleashed when we cut taxes and set free the dreams of our citizens.
[16:23.000 --> 16:41.000]  This state has claimed a powerful competitive edge built on low taxes and less regulation and are we cutting regulation.
[16:41.000 --> 16:45.000]  Businesses all across the country have taken notice.
[16:45.000 --> 16:52.000]  In recent years, Indiana has welcomed dozens of companies fleeing high taxes and high tax states.
[16:52.000 --> 17:01.000]  Thousands of new jobs and massive capital investment have followed, meaning a better quality of life for the people of Indiana.
[17:01.000 --> 17:11.000]  All of this is possible because the people of this state have made a decision. They chose to make Indiana competitive again.
[17:11.000 --> 17:21.000]  They chose, and their choice was so important, it included electing a governor who you may have heard of,
[17:21.000 --> 17:47.000]  who signed the largest income tax cut in the state's history, our very, very terrific person and terrific Vice President, Mike Pence.
[17:47.000 --> 17:52.000]  It's time for Washington to learn from the wisdom of Indiana.
[17:52.000 --> 17:59.000]  We need Washington to promote American jobs instead of obstructing them.
[17:59.000 --> 18:04.000]  That is what I've been working to achieve every day since I took office.
[18:04.000 --> 18:08.000]  That is what I talked about on the campaign trail.
[18:08.000 --> 18:22.000]  Already, we're seeing the results of an economic policy that finally puts America first.
[18:22.000 --> 18:26.000]  Unemployment is at a 16-year low.
[18:26.000 --> 18:41.000]  Unemployment for African Americans is near its lowest point since the turn of the millennium. It's really a fantastic thing to see.
[18:41.000 --> 18:49.000]  Wages are rising. Optimism among manufacturers has reached all-time highs.
[18:49.000 --> 19:02.000]  GDP growth last quarter reached 3% way ahead of schedule. Nobody thought that was going to happen for a long time.
[19:02.000 --> 19:08.000]  And this quarter, I believe, would have been better, but the hurricanes will have an impact.
[19:08.000 --> 19:12.000]  But other than that, it would have been, in my opinion, even better.
[19:12.000 --> 19:29.000]  Your government is working for you, once again, not for the donors, not the special interest, but the hard-working, tax-paying citizens of our country.
[19:29.000 --> 19:33.000]  America is back on the right track, and I see so many red hats.
[19:33.000 --> 19:42.000]  Make America great again. That's what we're doing. Make America great again.
[19:42.000 --> 19:56.000]  But our country and our economy cannot take off like they should unless we dramatically reform America's outdated, complex, and extremely burdensome tax code.
[19:56.000 --> 20:04.000]  Right. It's designed to keep us down. We'll be right back with more and Congressman's Collease back to Congress.
[20:27.000 --> 20:35.000]  In an emergency, you need a fire now. But what if the wood is wet? No problem for InstaFire.
[20:35.000 --> 20:40.000]  Our non-toxic fire starter packs, lightweight wood, can even burn on water, or in any weather.
[20:40.000 --> 20:44.000]  Sustains winds up to 30 miles per hour, and each pouch weighs only 1.75 ounces.
[20:44.000 --> 20:49.000]  Need an emergency stove? Get the InstaFire Inferno stove that boils water in under three minutes.
[20:49.000 --> 20:56.000]  Temps up to 1,500 degrees. Free shipping on anything. Go to instafire.com slash radio specials and get yours today.
[20:56.000 --> 20:59.000]  InstaFire. Fire in an instant. InstaFire.com slash radio specials.
[20:59.000 --> 21:10.000]  Do you trust our economy? How about our banking system? Our president has stated we are sitting on a bubble right now and that when the Fed raises interest rates, bad things are going to happen.
[21:10.000 --> 21:20.000]  Well, the Fed is raising rates here and now. There has never been a better time to turn your IRA or 401K into physical gold or silver with GSI exchange.
[21:20.000 --> 21:29.000]  Call 833-GSI-GOLD. GSI exchange can make this happen fast and it's money you control, not the big banks.
[21:29.000 --> 21:42.000]  833-GSI-GOLD. Ask about our bank failure survival guide and learn how your qualified IRA transfer can get you $1,500 in free physical gold or silver delivered right to your home.
[21:42.000 --> 21:59.000]  GSI exchange has an A plus rating with the Better Business Bureau. Call GSI exchange at 833-GSI-GOLD. That's 833-474-4653 or visit us on the web at gsi.gold.
[21:59.000 --> 22:05.000]  It's been said any society has only three missed meals away from chaos. Those times may be near.
[22:05.000 --> 22:15.000]  Think about it, our country faces multiple terrorist threats and aggressions from Russia and North Korea. Social unrest and violent marches yet again may lead to looting of stores and city shutdowns.
[22:15.000 --> 22:21.000]  And our crumbling infrastructure leaves our power grid vulnerable to long-term outages from a single cyber attack.
[22:21.000 --> 22:28.000]  When the chaos from any one of these threats arises the government knows it can't provide during a widespread national emergency.
[22:28.000 --> 22:37.000]  That's why you need your own plan for self-reliance. That's where my Patreon supply comes in. Get a four-week survival food supply for only $99.
[22:37.000 --> 22:43.000]  That includes breakfast, lunches and dinners. Order online at preparewithgcn.com.
[22:43.000 --> 22:51.000]  $99 for four weeks of survival food that tastes like homemade cooking and lasts up to 25 years from my Patreon supply.
[22:51.000 --> 22:58.000]  Get your kits today at preparewithgcn.com. Free shipping is included. Prepare with gcn.com.
[23:21.000 --> 23:38.000]  You've heard the phrase, you are what you eat, not true. Actually, you are what you can't absorb. So if the vitamins and supplements you now take are not being absorbed, what good are they?
[23:38.000 --> 23:45.000]  Introducing Protovite, a proprietary liquid system that allows premium quality nutrients to positively affect the blood in an astonishing five minutes.
[23:45.000 --> 23:51.000]  Watch our amazing two-minute live blood cell video at truehealthfacts.com. That's truehealthfacts.com.
[23:51.000 --> 23:58.000]  Then call 502-410-3411. Protovite is nutrition you can feel. Protovite is nutrition that gets in.
[23:58.000 --> 24:21.000]  Alex Jones here, back live, Louisiana Congressman Steve Scalise. After months and months and months of recovery that he almost didn't make it back from, he's now had his return to Congress today.
[24:21.000 --> 24:31.000]  And he again had to go back into the hospital repeatedly because of infections. He was shot by a high caliber rifle, along with several other people obviously.
[24:31.000 --> 24:40.000]  When a madman, the CNN basically said it was a hero who wasn't a terrorist, went looking for Republicans to kill.
[24:40.000 --> 24:53.000]  And then top Democratic strategist celebrated it and they said that we need to go out and hunt Republicans. Hashtag hunt Republicans. Truly sickening group of people.
[24:53.000 --> 25:01.000]  But he has returned to Congress for TV viewers. We're rolling some video of that. Let's hear what Fox News had to say.
[25:01.000 --> 25:12.000]  I can't hear words but what we can see in the center of our screen is a man who spent a lot of time in ICU and on life support walking down a hallway with some aid there and with a little bit of a limp.
[25:12.000 --> 25:23.000]  But Steve Scalise is back in the house and he's already met today with House Speaker Paul Ryan. Paul Ryan said a few moments ago when asked how that meeting went that he was brought to tears.
[25:23.000 --> 25:36.000]  He said, I'm no John Boehner. I was babbling. I was crying hard. I have no words to describe it. Let's listen to the applause.
[25:36.000 --> 25:38.000]  So that's Fox News coverage of it.
[25:38.000 --> 25:49.000]  So Sandra, this is a monumental day not only for him but for others who have been recovering from that and for the members there in the chamber to be able to be with him and give him support.
[25:49.000 --> 25:55.000]  This is his first public appearance since that shooting at the Congressional Baseball practice.
[25:55.000 --> 25:59.000]  And of course a lot of Democrats have been hoping that he would die publicly.
[25:59.000 --> 26:09.000]  And then when one mentally ill person runs over a poor young lady, all conservatives and all libertarians are at fault even though we're not calling for violence.
[26:09.000 --> 26:14.000]  But the Democrats call for violence and then they're good when it happens.
[26:14.000 --> 26:20.000]  And then CNN has guessed on saying the shooter wasn't evil, was just fed up with Trump.
[26:20.000 --> 26:23.000]  What's going to happen if folks go, hey are those CNN reporters?
[26:23.000 --> 26:28.000]  And then shoot a bunch of them and say, hey, I'm not evil. I don't want that to happen.
[26:28.000 --> 26:38.000]  CNN's already politically dead, just like MSNBC, just like Nickelodeon, just like Viacom, just like Comedy Central, just like all the dirtbacks.
[26:38.000 --> 26:45.000]  People are aware of who they are. We're breaking with them. The NFL's committed suicide. All these parasitic groups are on their knees.
[26:45.000 --> 26:51.000]  So let them be violent. Bring them to justice. We're not the violent ones. They know it. They can't stand it.
[26:51.000 --> 26:55.000]  And I'm telling you, the next card they're going to play is false flag yet again.
[26:55.000 --> 26:58.000]  But no matter what they do, the American people see through it.
[26:58.000 --> 27:07.000]  Now here is a sneak peek of Congressman Scalise giving 60 minutes the first interview and it's coming up this Sunday.
[27:07.000 --> 27:11.000]  So here's a first look with that interview.
[27:11.000 --> 27:28.000]  It was just after 7 a.m. on June 14th at a ballpark in Alexandria, Virginia, when a team made up of Republican congressmen went from shagging balls to dodging bullets.
[27:28.000 --> 27:38.000]  That guy was Congressman Steve Scalise. This cell phone video was among the first images of him that day.
[27:38.000 --> 27:48.000]  Last was him being wheeled on a gurney to a helicopter, clinging to life. He spent most of the next four days unconscious.
[27:48.000 --> 28:04.000]  I found out later just how much damage was done internally. My femur was shattered. The hip and pelvis had serious damage where the bullet went through and did some damage to areas that had to be short up with steel plates.
[28:04.000 --> 28:15.000]  And they did a phenomenal job of rebuilding Humpty Dumpty. There was a lot of damage inside that had to get fixed.
[28:15.000 --> 28:19.000]  They put you back together again.
[28:19.000 --> 28:24.000]  60 minutes is one of the only mainstream media outlets that still has giant audiences.
[28:24.000 --> 28:28.000]  Megan Kelly destroyed the NBC program she was on, now she's destroying.
[28:28.000 --> 28:34.000]  The morning show she has horrible ratings, horrible critics reviews, just unwatchable crap.
[28:34.000 --> 28:45.000]  Her worshipping, the total failure joke, Jane Fonda, Hanoi Jane. These people just don't get it. We're rejecting them all.
[28:45.000 --> 28:52.000]  But I understand why he's going to 60 minutes. They're going to make a softball interview about how he survived and what a great story that is and probably have a little bit of anti-gun stuff mixed in.
[28:52.000 --> 28:59.000]  Not from Scalise, but from 60 minutes. And I really wish folks more and more would just not even give 60 minutes the time of day.
[28:59.000 --> 29:06.000]  But they're not as vicious as some of the other magazine shows and it's why people still watch it.
[29:06.000 --> 29:12.000]  It still has some aura of being a real investigative report. And the others don't.
[29:12.000 --> 29:19.000]  But they still color manipulated Stephen Bannon. They still let him from below, just like NBC did me.
[29:19.000 --> 29:25.000]  They just can't help the dirty tricks. But we'll see if they do those to Scalise.
[29:25.000 --> 29:31.000]  But again, 60 minutes is an example to all the other establishment media.
[29:31.000 --> 29:39.000]  Don't be so obvious about it and people would still watch you. But they don't want to be beat over the head by your anti-American crap.
[29:39.000 --> 29:44.000]  But hey, you're not going to listen. I'm not going to interrupt our enemies as they are destroying themselves.
[29:44.000 --> 29:51.000]  More on the big tax cut plans, Obamacare and more. They're saying he's going to kill it with an executive order. That's Trump.
[29:51.000 --> 29:56.000]  They're saying he's going to kill it with an executive order. That's Obamacare.
[30:21.000 --> 30:27.000]  Let the heart of the conflict, the more glorious the triumph. What we obtain too cheap, we esteem too lightly.
[30:27.000 --> 30:33.000]  It is dearness only that gives everything its value. Heaven knows how to put a proper price on its goods.
[30:33.000 --> 30:39.000]  And it would be strange indeed if so celestial an article as freedom should not be highly rated.
[30:39.000 --> 30:47.000]  Britain, with an army to enforce her tyranny, has declared that she has a right not only to tax, but to bind us in all cases whatsoever.
[30:47.000 --> 30:52.000]  And if being bound in that matter is not slavery, then there is no such thing as slavery upon Earth.
[30:52.000 --> 30:58.000]  Even the expression is impious, for so unlimited a power can only belong to God.
[30:58.000 --> 31:21.000]  Thomas Paine, The American Crisis.
[31:28.000 --> 31:33.000]  Through the best job you can to purify your air, the elite are masters at poisoning our environment,
[31:33.000 --> 31:40.000]  while themselves doing things that mitigate or avoid most toxic effects for themselves. The general public doesn't.
[31:40.000 --> 31:48.000]  The elects of pure breeze would be a steel at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean.
[31:48.000 --> 31:55.000]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[31:55.000 --> 32:01.000]  Find out why this system is so revolutionary today at infowarstore.com.
[32:01.000 --> 32:09.000]  I am very proud to announce the introduction of the highest quality info wars, biome defense probiotic.
[32:09.000 --> 32:23.000]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[32:23.000 --> 32:35.000]  Biome defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[32:35.000 --> 32:42.000]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[32:42.000 --> 32:51.000]  Secure your biome defense in ultra strength or regular strength at infowargelife.com today and get started supporting your digestive system naturally.
[32:51.000 --> 33:01.000]  We've been testing this formula for years, but this is the limited first round of the public, so please take advantage of it today, support your own health and support the info war.
[33:21.000 --> 33:48.000]  I am so happy that Congressman Scalise lived.
[33:48.000 --> 33:55.000]  When I saw the thousands of tweets, I mean hundreds of pages of them and prominent people saying they hoped he died.
[33:55.000 --> 34:09.000]  And when I watched mainstream corporate media be completely silent about all the viciousness and actually witness CNN and others talking about how the guy that attacked him did what had to be done,
[34:09.000 --> 34:20.000]  it just makes you realize that these globalists have been dominating and parasitically controlling America and feeding off Americans, these different elites,
[34:20.000 --> 34:28.000]  while they try to domesticate as many Americans as they can to make us controllable so the parasite can control the host.
[34:28.000 --> 34:48.000]  They want to turn more people into parasites, so it becomes more of a symbiotic parasitic relationship where we can't live without the parasitic controllers because they've so infected us with their political and economic and cultural and religious satanic systems.
[34:48.000 --> 35:00.000]  That's how Comedy Central makes fun of me and goes, Jones claims it's a satanic communist world government conspiracy, so which is it? Is it satanic or is it communist? Well, they're one in the same.
[35:00.000 --> 35:11.000]  Dehumanizing people, enslaving them, taking their free will, taking people's labor, giving it to other people, without them being able to direct where it goes, that is satanic.
[35:11.000 --> 35:27.000]  They're one in the same, meaning evil, meaning corrupt, meaning immoral, but again, they play constant, semantical games where they feed on their ignorant viewers, where they think that people aren't intellectually intelligent,
[35:27.000 --> 35:54.000]  and so they create little mental fallacies in the mind and then expand out from there, just burrowing in as much as they can to basically scramble communications and to lessen the larger palette of words
