whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:02:22.000 --> 00:02:31.000]   For the most part, it's a party with a small P. That's essentially what our political conventions have become.
[00:02:31.000 --> 00:02:36.000]   They become essentially a free press conference for the two mainstream political parties.
[00:02:36.000 --> 00:02:45.000]   Although this year it's going to be a bit different with all the Black Lives Matter threats, with the shootings of police, with the threats of massive riots at both conventions.
[00:02:45.000 --> 00:02:48.000]   And so we're anxiously waiting to see what's going to happen there.
[00:02:48.000 --> 00:02:59.000]   We're going to look at what the head of the police union in Cleveland has said, both about Obama's comments, never putting any responsibility on the cold blooded murderers of the police.
[00:02:59.000 --> 00:03:09.000]   But always telling the police that they need to behave when they are, in fact, behaving the way the federal government wants them to behave, the way the federal government has trained them.
[00:03:09.000 --> 00:03:12.000]   And, of course, the federal government wants to take over, control the police.
[00:03:12.000 --> 00:03:17.000]   They want to equip them as if they are a military paramilitary force.
[00:03:17.000 --> 00:03:19.000]   They want to militarize and federalize them.
[00:03:19.000 --> 00:03:24.000]   We're going to talk a little bit about what I think should happen, and that is that they should be privatized.
[00:03:24.000 --> 00:03:33.000]   We've mentioned that briefly before. I think the key is that we not allow the police to get farther and farther from our control.
[00:03:33.000 --> 00:03:42.000]   We need local control of the police. That's why we have the chief law enforcement officer in every jurisdiction as the sheriff, and he's elected.
[00:03:42.000 --> 00:03:52.000]   When we look at the police departments where a lot of these problems are happening, they are following the orders and they're only accountable to the city manager or to the mayor.
[00:03:52.000 --> 00:04:01.000]   In many cases where these initial problems begin, they are focused on trying to get revenue for the city government.
[00:04:01.000 --> 00:04:04.000]   We need to have more control at the local level.
[00:04:04.000 --> 00:04:07.000]   We need to have people that are going to be peace officers.
[00:04:07.000 --> 00:04:15.000]   Remember that obsolete term? Remember when that used to be an authentic term and it didn't reek of sarcasm when you said it?
[00:04:15.000 --> 00:04:17.000]   That's what we need to get back to.
[00:04:17.000 --> 00:04:24.000]   We did have a point in time where the police responded to the people, and actually it's not a fantasy as we pointed out.
[00:04:24.000 --> 00:04:27.000]   It's actually in practice now in many different ways.
[00:04:27.000 --> 00:04:33.000]   There's a lot of private policing already, and so we can learn from that and we can expand on that.
[00:04:33.000 --> 00:04:41.000]   We need to make sure that the police are accountable, that they are not being turned into a military force by the federal government.
[00:04:41.000 --> 00:04:43.000]   That is the key.
[00:04:43.000 --> 00:04:51.000]   And we're going to take a look at what's going on with that as well as the convention, some RNC politics, how they're trying to move us in different directions.
[00:04:51.000 --> 00:04:55.000]   And we're also going to look at some pushback in France against open borders.
[00:04:55.000 --> 00:04:59.000]   People realize that this is about creating a civil war. Stay with us, we'll be right back.
[00:04:59.000 --> 00:05:03.000]   Let's face it, most of us are totally addicted to our cell phones.
[00:05:03.000 --> 00:05:07.000]   But recent studies link cell phone use to major health issues, including brain cancer.
[00:05:07.000 --> 00:05:11.000]   Experts say parents and expecting mothers need to be extra careful.
[00:05:11.000 --> 00:05:15.000]   Doctors say the infant brain, even while in the womb, is especially vulnerable.
[00:05:15.000 --> 00:05:20.000]   So keep the phone away from your abdomen, especially toward the end of pregnancy.
[00:05:20.000 --> 00:05:25.000]   And for men, using a cell phone for as little as an hour a day is literally cooking your sperm,
[00:05:25.000 --> 00:05:30.000]   lowering sperm count levels so much that conceiving a child could be difficult.
[00:05:30.000 --> 00:05:33.000]   This is one of those times you want to keep it out of your pants.
[00:05:33.000 --> 00:05:38.000]   And for those of us who use our cell phones before bed, know that the screen light is actually disrupting your sleep rhythms.
[00:05:38.000 --> 00:05:42.000]   This causes insomnia and slows the metabolism. Hello, weight gain.
[00:05:42.000 --> 00:05:47.000]   Generally speaking, when cell phones are on, they're constantly emitting radio frequency radiation.
[00:05:47.000 --> 00:05:50.000]   So keep your phone in airplane mode when you can.
[00:05:50.000 --> 00:05:53.000]   Keep the phone at least two feet away from your body. Use headphones.
[00:05:53.000 --> 00:05:56.000]   And when you're not on your phone, keep it as far away from you as possible.
[00:05:56.000 --> 00:05:59.000]   Leigh Ann McAdoo with your InfoWars tip of the week.
[00:05:59.000 --> 00:06:02.000]   A clean, toxic-free body is the foundation of true health.
[00:06:02.000 --> 00:06:05.000]   Deep Cleanse by InfoWarsLife.com
[00:06:05.000 --> 00:06:09.000]   A scientifically formulated blend of nanocolloidal zeolites and organic ingredients
[00:06:09.000 --> 00:06:12.000]   that aid the body in cleansing chemicals and toxic metals.
[00:06:12.000 --> 00:06:17.000]   Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[00:06:17.000 --> 00:06:24.000]   With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others,
[00:06:24.000 --> 00:06:26.000]   Deep Cleanse doesn't hold back.
[00:06:26.000 --> 00:06:30.000]   Instead of buying five, six or even seven different cleansing products,
[00:06:30.000 --> 00:06:35.000]   we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:06:35.000 --> 00:06:42.000]   Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary SpiteGerX herbal processing technique.
[00:06:42.000 --> 00:06:46.000]   We use only the highest quality organic herbs backed by serious research,
[00:06:46.000 --> 00:06:49.000]   and we still bring it to you at the best price out there.
[00:06:49.000 --> 00:06:54.000]   If you wish to find Deep Cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[00:06:54.000 --> 00:06:59.000]   That's InfoWarsLife.com or call 888-253-3139.
[00:06:59.000 --> 00:07:06.000]   More than two years ago, InfoWars first told you about our research into what has been called the iodine conspiracy.
[00:07:06.000 --> 00:07:11.000]   I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ,
[00:07:11.000 --> 00:07:16.000]   and how the government knowingly started taking iodine out of the food and adding fluoride,
[00:07:16.000 --> 00:07:19.000]   the bad member of the halogen family, into the water.
[00:07:19.000 --> 00:07:22.000]   They took the good halogen out and put the deadly halogen in.
[00:07:22.000 --> 00:07:26.000]   And when the Fukushima crisis worsened, as it still is worsening today,
[00:07:26.000 --> 00:07:29.000]   I was there telling you how to prepare yourself and your family.
[00:07:29.000 --> 00:07:36.000]   Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut,
[00:07:36.000 --> 00:07:42.000]   which many experts are now saying could be the biggest revelation ever concerning iodine.
[00:07:42.000 --> 00:07:44.000]   You can pull these studies up for yourself.
[00:07:44.000 --> 00:07:50.000]   This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[00:07:50.000 --> 00:07:59.000]   Stock up on Survival Shield X2 today at InfoWarsLife.com or by calling 888-253-3139.
[00:07:59.000 --> 00:08:17.000]   Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:08:18.000 --> 00:08:23.000]   [Music]
[00:08:23.000 --> 00:08:25.000]   Welcome to the Alex Jones Show. I'm David Knight.
[00:08:25.000 --> 00:08:30.000]   On this Monday, July 18, 2016, the day the RNC begins in Cleveland, Ohio.
[00:08:30.000 --> 00:08:35.000]   And of course, we're going to have also Alex Jones and our reporters who are in Cleveland.
[00:08:35.000 --> 00:08:38.000]   They're going to be joining us live during the show, reporting.
[00:08:38.000 --> 00:08:42.000]   We have the America First Unity Rally that you've been hearing about,
[00:08:42.000 --> 00:08:45.000]   that Roger Stone and Alex Jones have put together.
[00:08:45.000 --> 00:08:47.000]   So that's going to be happening today.
[00:08:47.000 --> 00:08:51.000]   We're going to be joining that rally live as it happens.
[00:08:51.000 --> 00:08:56.000]   Alex Jones will be speaking there. Roger Stone, many others will be at that event.
[00:08:56.000 --> 00:09:04.000]   Alex, on his way there, encountered Karl Rove, the former guru of George W. Bush.
[00:09:04.000 --> 00:09:08.000]   And of course, George W. Bush's name for him was "Turd Blossom."
[00:09:08.000 --> 00:09:15.000]   "Turd Blossom" is kind of a name for a phenomenon that you have often here in Texas with the cattle.
[00:09:15.000 --> 00:09:21.000]   When you have, out of a pile of BS, you have a little flower come up.
[00:09:21.000 --> 00:09:30.000]   And that was a name given to Karl Rove by the guy that he helped to get and keep in office, George W. Bush.
[00:09:30.000 --> 00:09:33.000]   I guess he realized that Karl Rove is pure BS.
[00:09:33.000 --> 00:09:38.000]   And he had back and forth with Karl Rove at the airport.
[00:09:38.000 --> 00:09:42.000]   Karl Rove called the police on him in the Austin airport, and the police said,
[00:09:42.000 --> 00:09:44.000]   "That's not any problem. You haven't done anything.
[00:09:44.000 --> 00:09:52.000]   But just watch out for him on the plane because the federal marshals are a different kind of law enforcement breed.
[00:09:52.000 --> 00:09:57.000]   If anybody accuses you of something, they're going to take you right off the plane."
[00:09:57.000 --> 00:10:00.000]   But I guess he kept saying, "Well, I work for Fox."
[00:10:00.000 --> 00:10:04.000]   And I thought, you know, do they really pay Karl Rove to work for Fox?
[00:10:04.000 --> 00:10:11.000]   Does he really have any credibility after repeatedly saying that Donald Trump was never going to get above 30%?
[00:10:11.000 --> 00:10:14.000]   I mean, that was the mantra of Karl Rove.
[00:10:14.000 --> 00:10:18.000]   He was saying, "Don't worry about him. He's got his 30% of the people that are there.
[00:10:18.000 --> 00:10:20.000]   But you've got all these other candidates there.
[00:10:20.000 --> 00:10:24.000]   And as they drop out, all that support is going to go to somebody else."
[00:10:24.000 --> 00:10:30.000]   And, you know, it's interesting because we've got Bill Kristol still not giving up on the never Trump idea.
[00:10:30.000 --> 00:10:38.000]   Even at this late date, even after they've gone through, lost at the rules committee last week, it isn't going to happen.
[00:10:38.000 --> 00:10:44.000]   They couldn't even get 28 out of 112 people to say that they wanted to try to change the rules on the floor.
[00:10:44.000 --> 00:10:49.000]   But these never Trump people never learn, and they just keep going and going.
[00:10:49.000 --> 00:10:52.000]   So I want to play for you a little bit of a clip here. I haven't seen this myself.
[00:10:52.000 --> 00:10:58.000]   This is up on Infowars.com. Karl Rove triggered by Alex Jones again. Here's that clip.
[00:10:58.000 --> 00:11:04.000]   Okay, folks. Karl Rove is on the same flight with us to Cleveland. We're here in Dallas.
[00:11:04.000 --> 00:11:06.000]   I'm just going to go over and ask him a few questions. Let's go.
[00:11:06.000 --> 00:11:16.000]   He's walking over to Karl Rove. There he is talking.
[00:11:16.000 --> 00:11:17.000]   Nice to see you, sir.
[00:11:17.000 --> 00:11:18.000]   How are you doing?
[00:11:18.000 --> 00:11:20.000]   I'm having a conversation.
[00:11:20.000 --> 00:11:24.000]   I want to ask you a question. Are you going to back Trump at all?
[00:11:24.000 --> 00:11:28.000]   You're filming this for your program, and I work for Fox.
[00:11:28.000 --> 00:11:30.000]   He's just siphoning money off of Mr. Hillary.
[00:11:30.000 --> 00:11:32.000]   I'm working for Fox.
[00:11:32.000 --> 00:11:34.000]   You're working for Hillary?
[00:11:34.000 --> 00:11:37.000]   I'm working for Fox, so I'm not going to be appearing on the Alex Jones show.
[00:11:37.000 --> 00:11:39.000]   He doesn't back Trump.
[00:11:39.000 --> 00:11:41.000]   Okay, and that's a little bit of the clip from yesterday.
[00:11:41.000 --> 00:11:45.000]   Let's roll the new clip of what happened once they got into Cleveland.
[00:11:45.000 --> 00:11:49.000]   That was when they had their first encounter. Here's the one when they got into Cleveland.
[00:11:49.000 --> 00:11:57.000]   Karl. Karl, are you history's actor for real?
[00:11:57.000 --> 00:12:00.000]   I never met you by the controls history. Look right there.
[00:12:00.000 --> 00:12:03.000]   He said the people, it was just like almost like Hillary.
[00:12:03.000 --> 00:12:05.000]   Wait, but you're supposed to be here.
[00:12:05.000 --> 00:12:07.000]   That's Karl Rove, the controls history.
[00:12:07.000 --> 00:12:09.000]   He told the New York Times once he said-
[00:12:09.000 --> 00:12:11.000]   He's the guy who controls history. That's what he said he did.
[00:12:11.000 --> 00:12:15.000]   And we're going to get your guns. We're going to open the borders up.
[00:12:15.000 --> 00:12:17.000]   Yes, ma'am.
[00:12:17.000 --> 00:12:20.000]   Karl, why are you running so much?
[00:12:20.000 --> 00:12:23.000]   Why did you call the cops on us earlier for asking questions?
[00:12:23.000 --> 00:12:26.000]   Hey, Karl, why did you call the cops on us earlier for asking questions?
[00:12:26.000 --> 00:12:28.000]   Is he still American, Karl?
[00:12:28.000 --> 00:12:31.000]   Look at him right here. This is Karl.
[00:12:31.000 --> 00:12:33.000]   Come on, be nice.
[00:12:33.000 --> 00:12:35.000]   He totally ignores me.
[00:12:35.000 --> 00:12:37.000]   Earlier he ran over to the thingy guy.
[00:12:37.000 --> 00:12:39.000]   I'm a leader in the world.
[00:12:39.000 --> 00:12:41.000]   We live in a space, yeah.
[00:12:41.000 --> 00:12:43.000]   You can always take a picture with me.
[00:12:43.000 --> 00:12:45.000]   Ask him about controlling history.
[00:12:45.000 --> 00:12:47.000]   I'm Jimmy Garza's wife.
[00:12:47.000 --> 00:12:49.000]   How are you?
[00:12:49.000 --> 00:12:51.000]   Karl, tell us about controlling history.
[00:12:51.000 --> 00:12:53.000]   Or being a history's actor.
[00:12:53.000 --> 00:12:55.000]   Thank you.
[00:12:55.000 --> 00:12:57.000]   Did you get into that by the Screen Actors Guild?
[00:12:57.000 --> 00:12:59.000]   No, not at all.
[00:12:59.000 --> 00:13:01.000]   Thank you. You want us to take a picture?
[00:13:01.000 --> 00:13:03.000]   He'll take it.
[00:13:03.000 --> 00:13:05.000]   Can I have a picture with you two?
[00:13:05.000 --> 00:13:07.000]   There you go, folks.
[00:13:07.000 --> 00:13:09.000]   Wait, this is a picture of me.
[00:13:09.000 --> 00:13:11.000]   There we go.
[00:13:11.000 --> 00:13:13.000]   How's Bandor Bush doing?
[00:13:13.000 --> 00:13:15.000]   Absolutely amazing.
[00:13:15.000 --> 00:13:17.000]   Sure is for you, Kim.
[00:13:17.000 --> 00:13:19.000]   There you go.
[00:13:19.000 --> 00:13:21.000]   Karl, that bag is history's actor right there.
[00:13:21.000 --> 00:13:23.000]   Inside that bag is the entire planet.
[00:13:23.000 --> 00:13:25.000]   Right there is history's actor.
[00:13:25.000 --> 00:13:27.000]   There we go.
[00:13:27.000 --> 00:13:29.000]   He's very mad at me right now.
[00:13:29.000 --> 00:13:31.000]   Karl, it's good hanging out with you.
[00:13:31.000 --> 00:13:33.000]   I really appreciate your time today.
[00:13:33.000 --> 00:13:35.000]   So, come on.
[00:13:35.000 --> 00:13:37.000]   I'll see you later.
[00:13:37.000 --> 00:13:39.000]   Bye.
[00:13:39.000 --> 00:13:41.000]   Bye.
[00:13:41.000 --> 00:13:43.000]   I really appreciate your time today.
[00:13:43.000 --> 00:13:45.000]   I'm impressed with all the geriatrics you're broadcasting.
[00:13:45.000 --> 00:13:47.000]   Very impressive.
[00:13:47.000 --> 00:13:49.000]   You're broadcasting to a crypt.
[00:13:49.000 --> 00:13:51.000]   Damn, yes.
[00:13:51.000 --> 00:13:53.000]   A mausoleum or a containment mine.
[00:13:53.000 --> 00:13:55.000]   How are they doing?
[00:13:55.000 --> 00:13:57.000]   I don't know.
[00:13:57.000 --> 00:13:59.000]   I thought you were the Undertaker.
[00:13:59.000 --> 00:14:01.000]   We're from Janesville, Oregon.
[00:14:01.000 --> 00:14:03.000]   We're neighbors in Florida.
[00:14:03.000 --> 00:14:05.000]   I'm totally free.
[00:14:05.000 --> 00:14:07.000]   Hey, Karl, why don't you go on the couch with us?
[00:14:07.000 --> 00:14:09.000]   Really good.
[00:14:09.000 --> 00:14:11.000]   I'm scared.
[00:14:11.000 --> 00:14:13.000]   I'm scared.
[00:14:13.000 --> 00:14:15.000]   I'm scared.
[00:14:15.000 --> 00:14:17.000]   He did.
[00:14:17.000 --> 00:14:19.000]   I love Adrian from Housatgo County.
[00:14:19.000 --> 00:14:21.000]   I love this shirt.
[00:14:21.000 --> 00:14:23.000]   Right.
[00:14:23.000 --> 00:14:25.000]   Available at Infowarsstore.com.
[00:14:25.000 --> 00:14:27.000]   Now, again, you've got to do the good and the bad.
[00:14:27.000 --> 00:14:29.000]   The Karl Rove and Alan Jones.
[00:14:29.000 --> 00:14:31.000]   Right here.
[00:14:31.000 --> 00:14:33.000]   Hey.
[00:14:33.000 --> 00:14:35.000]   There we go.
[00:14:35.000 --> 00:14:37.000]   I am a friend.
[00:14:37.000 --> 00:14:39.000]   Don't touch me again.
[00:14:39.000 --> 00:14:41.000]   Do not touch me again.
[00:14:41.000 --> 00:14:43.000]   Do not touch me again.
[00:14:43.000 --> 00:14:45.000]   You do that and you're in trouble.
[00:14:45.000 --> 00:14:47.000]   Don't touch me again.
[00:14:47.000 --> 00:14:49.000]   You're in trouble.
[00:14:49.000 --> 00:14:51.000]   Don't look at him.
[00:14:51.000 --> 00:14:53.000]   Don't speak to him.
[00:14:53.000 --> 00:14:55.000]   He doesn't like the thing.
[00:14:55.000 --> 00:14:57.000]   I was just asking.
[00:14:57.000 --> 00:14:59.000]   He got a trigger.
[00:14:59.000 --> 00:15:01.000]   Social justice for him.
[00:15:01.000 --> 00:15:03.000]   Hey, TV, have a good one.
[00:15:03.000 --> 00:15:05.000]   Take care.
[00:15:05.000 --> 00:15:07.000]   There goes TV.
[00:15:07.000 --> 00:15:11.000]   Now, as I'm watching that clip,
[00:15:11.000 --> 00:15:13.000]   I'm thinking about the fact that
[00:15:13.000 --> 00:15:15.000]   everybody is wringing their hands at the convention
[00:15:15.000 --> 00:15:17.000]   as it begins to start and saying,
[00:15:17.000 --> 00:15:19.000]   "All these big Republican
[00:15:19.000 --> 00:15:21.000]   figures are boycotting the convention.
[00:15:21.000 --> 00:15:23.000]   Now, Karl Rove is going to be there.
[00:15:23.000 --> 00:15:25.000]   Isn't that nice? He's going to be there. I guess he's going to be commenting for Fox.
[00:15:25.000 --> 00:15:27.000]   I guess it's a paid gig, so he has to go."
[00:15:27.000 --> 00:15:29.000]   But I look at this
[00:15:29.000 --> 00:15:31.000]   and I look at the people that are coming over
[00:15:31.000 --> 00:15:33.000]   to pose with Karl Rove like, you know,
[00:15:33.000 --> 00:15:35.000]   he's some big celebrity or something.
[00:15:35.000 --> 00:15:37.000]   And I think, is it really
[00:15:37.000 --> 00:15:39.000]   a problem for viewership that
[00:15:39.000 --> 00:15:41.000]   people like Karl Rove aren't going to be
[00:15:41.000 --> 00:15:43.000]   speaking at the convention?
[00:15:43.000 --> 00:15:45.000]   Does anybody really care?
[00:15:45.000 --> 00:15:47.000]   People are saying, "Well, you know,
[00:15:47.000 --> 00:15:49.000]   looking at the guest list, the speaker list
[00:15:49.000 --> 00:15:51.000]   that Donald Trump has put together here
[00:15:51.000 --> 00:15:53.000]   and it's not that impressive."
[00:15:53.000 --> 00:15:55.000]   And it's like, well, it could be worse.
[00:15:55.000 --> 00:15:57.000]   They could have people like Karl Rove
[00:15:57.000 --> 00:15:59.000]   and Mitt Romney speaking,
[00:15:59.000 --> 00:16:01.000]   people that no one cares about.
[00:16:01.000 --> 00:16:03.000]   I don't see how it could possibly get worse
[00:16:03.000 --> 00:16:05.000]   than to have those political apparatchiks out there.
[00:16:05.000 --> 00:16:07.000]   And when I look at Karl Rove,
[00:16:07.000 --> 00:16:09.000]   every time I look at him, especially when he turned around
[00:16:09.000 --> 00:16:11.000]   and said, "You touch me again, you're in big trouble."
[00:16:11.000 --> 00:16:13.000]   He just stabbed him on the shoulder.
[00:16:13.000 --> 00:16:15.000]   When I look at Karl Rove,
[00:16:15.000 --> 00:16:17.000]   especially like that, the person that comes
[00:16:17.000 --> 00:16:19.000]   to mind, or the picture that comes to mind,
[00:16:19.000 --> 00:16:21.000]   remember the movie "Brazil"?
[00:16:21.000 --> 00:16:23.000]   See if you guys can pull this up.
[00:16:23.000 --> 00:16:25.000]   There's a scene where
[00:16:25.000 --> 00:16:27.000]   the guy from Monty Python,
[00:16:27.000 --> 00:16:29.000]   actually directed by
[00:16:29.000 --> 00:16:31.000]   the guy that did all the artwork for Monty Python,
[00:16:31.000 --> 00:16:33.000]   Terry Gilliam.
[00:16:33.000 --> 00:16:35.000]   And the name is escaping me right now,
[00:16:35.000 --> 00:16:37.000]   one of the key characters,
[00:16:37.000 --> 00:16:39.000]   and it is an interrogator.
[00:16:39.000 --> 00:16:41.000]   And this is kind of a
[00:16:41.000 --> 00:16:43.000]   Monty Python take on 1984.
[00:16:43.000 --> 00:16:45.000]   And as he does the interrogation,
[00:16:45.000 --> 00:16:47.000]   he puts on this big
[00:16:47.000 --> 00:16:49.000]   baby face mask.
[00:16:49.000 --> 00:16:51.000]   Smiling, kind of smiling,
[00:16:51.000 --> 00:16:53.000]   contorted, kind of a half-smile, baby face mask.
[00:16:53.000 --> 00:16:55.000]   And that's what he wears
[00:16:55.000 --> 00:16:57.000]   as he's torturing people to get
[00:16:57.000 --> 00:16:59.000]   information out of them.
[00:16:59.000 --> 00:17:01.000]   There it is right there. Doesn't that look like Karl Rove?
[00:17:01.000 --> 00:17:03.000]   Especially when Karl Rove turned around and said,
[00:17:03.000 --> 00:17:05.000]   "You touch me again, you're in big trouble."
[00:17:05.000 --> 00:17:07.000]   That's Karl Rove
[00:17:07.000 --> 00:17:09.000]   right there, the baby-faced
[00:17:09.000 --> 00:17:11.000]   torturer. But for the most part, what
[00:17:11.000 --> 00:17:13.000]   Karl Rove does is he tortures
[00:17:13.000 --> 00:17:15.000]   logic and he tortures the truth
[00:17:15.000 --> 00:17:17.000]   on Fox News. There he is right there.
[00:17:17.000 --> 00:17:19.000]   Our commentator, Karl Rove,
[00:17:19.000 --> 00:17:21.000]   getting ready to go to the Republican convention
[00:17:21.000 --> 00:17:23.000]   right there out of the airport.
[00:17:23.000 --> 00:17:25.000]   Now the curtain is going up on the Trump show.
[00:17:25.000 --> 00:17:27.000]   This is what the Hill points out.
[00:17:27.000 --> 00:17:29.000]   They say, "Ohio does not
[00:17:29.000 --> 00:17:31.000]   prohibit the open carrying of
[00:17:31.000 --> 00:17:33.000]   firearms. The only exception made during the event
[00:17:33.000 --> 00:17:35.000]   will be within the convention hall
[00:17:35.000 --> 00:17:37.000]   itself. Weapons will be permitted
[00:17:37.000 --> 00:17:39.000]   inside a larger 'event zone'."
[00:17:39.000 --> 00:17:41.000]   They call it an event zone.
[00:17:41.000 --> 00:17:43.000]   See, it's essentially what the BLM
[00:17:43.000 --> 00:17:45.000]   did, not Black Lives Matter,
[00:17:45.000 --> 00:17:47.000]   but the other bad BLM,
[00:17:47.000 --> 00:17:49.000]   the Bureau of Land Management,
[00:17:49.000 --> 00:17:51.000]   which is not at all about land management.
[00:17:51.000 --> 00:17:53.000]   They don't manage it, they try to take it over.
[00:17:53.000 --> 00:17:55.000]   Anyway, that BLM, the federal
[00:17:55.000 --> 00:17:57.000]   BLM,
[00:17:57.000 --> 00:17:59.000]   put up that free speech
[00:17:59.000 --> 00:18:01.000]   area, they had that little cordoned off area
[00:18:01.000 --> 00:18:03.000]   in the middle of the desert during the Bundy Ranch
[00:18:03.000 --> 00:18:05.000]   standoff. That is
[00:18:05.000 --> 00:18:07.000]   what they call an event zone
[00:18:07.000 --> 00:18:09.000]   because it's a little bit too obvious
[00:18:09.000 --> 00:18:11.000]   when you call it a free speech zone.
[00:18:11.000 --> 00:18:13.000]   It's a little bit too obvious that you're shutting down
[00:18:13.000 --> 00:18:15.000]   people's free speech.
[00:18:15.000 --> 00:18:17.000]   So what they do is they have made it
[00:18:17.000 --> 00:18:19.000]   something of a tradition for all
[00:18:19.000 --> 00:18:21.000]   the political conventions, Democrat and Republican,
[00:18:21.000 --> 00:18:23.000]   that people who want
[00:18:23.000 --> 00:18:25.000]   to exercise their First Amendment rights
[00:18:25.000 --> 00:18:27.000]   aren't really permitted to do that.
[00:18:27.000 --> 00:18:29.000]   They are allowed to do it
[00:18:29.000 --> 00:18:31.000]   only under heavy constraint,
[00:18:31.000 --> 00:18:33.000]   far removed
[00:18:33.000 --> 00:18:35.000]   away from the convention center,
[00:18:35.000 --> 00:18:37.000]   so the people that they want to
[00:18:37.000 --> 00:18:39.000]   voice their concerns to
[00:18:39.000 --> 00:18:41.000]   are not bothered by seeing those concerns.
[00:18:41.000 --> 00:18:43.000]   So they move them
[00:18:43.000 --> 00:18:45.000]   down the street, put them in
[00:18:45.000 --> 00:18:47.000]   cages, confine them to an area.
[00:18:47.000 --> 00:18:49.000]   Now what they were allowed to do, and they had to go to
[00:18:49.000 --> 00:18:51.000]   court in order to do it in Cleveland,
[00:18:51.000 --> 00:18:53.000]   was to get a much larger
[00:18:53.000 --> 00:18:55.000]   area. But what we saw in
[00:18:55.000 --> 00:18:57.000]   political conventions in the past,
[00:18:57.000 --> 00:18:59.000]   the last one that we had in 2012,
[00:18:59.000 --> 00:19:01.000]   what they would do is move them
[00:19:01.000 --> 00:19:03.000]   quite a ways away from the actual event
[00:19:03.000 --> 00:19:05.000]   itself, have a metal cage.
[00:19:05.000 --> 00:19:07.000]   You could go in there and you could carry your signs.
