whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:01:56.000 --> 00:02:02.000]   on the blatant, untrue fantasy that our duly elected president has fumbled this major crisis.
[00:02:02.000 --> 00:02:06.000]   You think the president's language missed the mark emotionally and tonally?
[00:02:06.000 --> 00:02:09.000]   If you think the president was undignified,
[00:02:09.000 --> 00:02:14.000]   then you might also want to think about what the president was wearing.
[00:02:14.000 --> 00:02:17.000]   That hat is for sale.
[00:02:17.000 --> 00:02:20.000]   Tonight, the Washington Post puts it this way in its headline.
[00:02:20.000 --> 00:02:25.000]   Even in visiting Hurricane Ravage Texas, Trump keeps the focus on himself.
[00:02:25.000 --> 00:02:29.000]   And Politico wrote, it was a presidential trip to a deluge state
[00:02:29.000 --> 00:02:32.000]   where the president didn't meet a single storm victim,
[00:02:32.000 --> 00:02:35.000]   see an inch of rain, or get near a flooded street.
[00:02:35.000 --> 00:02:39.000]   When it comes to the president's conduct, you know, Lawrence, I had the opportunity
[00:02:39.000 --> 00:02:42.000]   to travel with President Obama on numerous occasions, unfortunately,
[00:02:42.000 --> 00:02:46.000]   to communities across this country that had sustained significant damage from a storm.
[00:02:46.000 --> 00:02:49.000]   That trip was not about Barack Obama.
[00:02:49.000 --> 00:02:52.000]   The third thing that presidents usually do and human beings do
[00:02:52.000 --> 00:02:57.000]   is just have some kind of human empathy and warmth with people who have lost everything.
[00:02:57.000 --> 00:03:02.000]   And the fact that Donald Trump didn't even try either of these latter two things,
[00:03:02.000 --> 00:03:05.000]   to speak for the country or to the individuals,
[00:03:05.000 --> 00:03:10.000]   there is something unusual about him as a person that I think we saw today.
[00:03:10.000 --> 00:03:14.000]   But in reality, it's never been organized by a president better,
[00:03:14.000 --> 00:03:17.000]   according to all of the rescue services involved.
[00:03:17.000 --> 00:03:23.000]   I got to tell you, I give FEMA a grade of A+, all the way from the president down.
[00:03:23.000 --> 00:03:27.000]   I've spoken to the president several times, to his cabinet members,
[00:03:27.000 --> 00:03:32.000]   such as Secretary of Homeland Security, such as the administrator of FEMA,
[00:03:32.000 --> 00:03:35.000]   such as Tom Price, the Secretary of Health and Human Services.
[00:03:35.000 --> 00:03:42.000]   And so all across the board, from the White House to the federal administration to FEMA,
[00:03:42.000 --> 00:03:43.000]   they've been very helpful.
[00:03:43.000 --> 00:03:47.000]   I should not mention that it's being aggressively attended to by the American people.
[00:03:47.000 --> 00:03:52.000]   Ladies and gentlemen, this just broke from the un-American enemy of the country, CNN.
[00:03:52.000 --> 00:03:55.000]   They're saying Houston got hit because of global warming.
[00:03:55.000 --> 00:03:57.000]   We've had record low hurricanes.
[00:03:57.000 --> 00:04:01.000]   Houston's always been hit by hurricanes, since the city's so built up now.
[00:04:01.000 --> 00:04:03.000]   So the scale of any disaster is going to be bigger.
[00:04:03.000 --> 00:04:05.000]   It is a record storm.
[00:04:05.000 --> 00:04:06.000]   This is the voodoo they push.
[00:04:06.000 --> 00:04:10.000]   Sachs says Texas Governor Greg Abbott needs to resign,
[00:04:10.000 --> 00:04:14.000]   and that we should apologize for having Houston being an oil town,
[00:04:14.000 --> 00:04:18.000]   while all these liberals fly around in private jets and have carbon footprints.
[00:04:18.000 --> 00:04:24.000]   But hey, we understand, mainstream media, that it's your job to act like a sniveling, spoiled child.
[00:04:24.000 --> 00:04:28.000]   You have to get on your knees to keep your elitist funded paychecks.
[00:04:28.000 --> 00:04:31.000]   >> But y'all sitting here, y'all trying to interview people during their worst times.
[00:04:31.000 --> 00:04:33.000]   That's not the smartest thing to do.
[00:04:33.000 --> 00:04:37.000]   People are really breaking down, and y'all sitting here with cameras and microphones
[00:04:37.000 --> 00:04:39.000]   trying to ask us what the [BLEEP] is wrong with us.
[00:04:39.000 --> 00:04:40.000]   >> I'm so sorry.
[00:04:40.000 --> 00:04:43.000]   >> And you're really trying to understand with the microphone still in my face.
[00:04:43.000 --> 00:04:48.000]   With me shivering cold, with my kids wet, and you still putting a microphone in my face.
[00:04:48.000 --> 00:04:49.000]   >> Sorry.
[00:04:49.000 --> 00:04:53.000]   >> Rosa Flores, it sounds like you've got a very upset family there.
[00:04:53.000 --> 00:04:56.000]   >> We're in a- >> John Bowne reporting for Infowars.com.
[00:04:56.000 --> 00:04:57.000]   >> Stay with us.
[00:04:57.000 --> 00:05:03.000]   [MUSIC]
[00:05:03.000 --> 00:05:07.000]   >> We've got great air filters, great water filters, great non-GMO heirloom seeds,
[00:05:07.000 --> 00:05:10.000]   great books, great films, great patriot apparel to meet like-minded people.
[00:05:10.000 --> 00:05:16.000]   We've got a new humongoid sale, not the number of things that are on massive sale, but on what's on sale.
[00:05:16.000 --> 00:05:18.000]   Out for months, not been on sale for months and months.
[00:05:18.000 --> 00:05:23.000]   We've never offered Super Male Vitality known concentrated herbs, cold pressed.
[00:05:23.000 --> 00:05:26.000]   Super Male Vitality, 57% off.
[00:05:26.000 --> 00:05:33.000]   It's never been the price it is right now with 3,596 reviews, 4.6 reviews total by third-party sites.
[00:05:33.000 --> 00:05:35.000]   Unprecedented, and it's cold pressed.
[00:05:35.000 --> 00:05:37.000]   That's why Super Male is so different.
[00:05:37.000 --> 00:05:40.000]   People say, well, I know these compounds work because it's admitted in science.
[00:05:40.000 --> 00:05:43.000]   These are other, what you sell, they, BuzzFeed said, it's like, it's already best-selling stuff.
[00:05:43.000 --> 00:05:45.000]   It's been certified as healthy and good forever.
[00:05:45.000 --> 00:05:47.000]   Why these aren't anything new?
[00:05:47.000 --> 00:05:51.000]   Because why do something new when you can have the oldest and best, but cold pressed?
[00:05:51.000 --> 00:05:53.000]   Dude, dude.
[00:05:53.000 --> 00:06:04.000]   After being sold out for months, our best-selling Super Blue Fluoride toothpaste is now back in stock at InfoWareStore.com.
[00:06:04.000 --> 00:06:06.000]   Research across the board is clear.
[00:06:06.000 --> 00:06:11.000]   When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[00:06:11.000 --> 00:06:19.000]   That's why the last Surgeon General's report on oral health warns that your oral health can have a serious impact on your entire body.
[00:06:19.000 --> 00:06:22.000]   Super Blue Fluoride-free toothpaste is a groundbreaking new formula.
[00:06:22.000 --> 00:06:26.000]   It's loaded with good halogen iodine instead of the bad halogen fluoride.
[00:06:26.000 --> 00:06:33.000]   Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[00:06:33.000 --> 00:06:41.000]   Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil, iodine, nano silver and more.
[00:06:41.000 --> 00:06:46.000]   Due to requests from listeners who found that spearmint was a little bit too strong for some of their children,
[00:06:46.000 --> 00:06:49.000]   we have created the new bubble gum flavored Super Blue that is spearmint free.
[00:06:49.000 --> 00:06:54.000]   Learn more about the new bubble gum flavored Super Blue toothpaste and more at InfoWareLife.com.
[00:06:54.000 --> 00:06:58.000]   And support the InfoWare while you support healthy gums and teeth.
[00:06:59.000 --> 00:07:04.000]   You deserve a deep restful sleep with Knockout by InfoWare's Life.
[00:07:04.000 --> 00:07:15.000]   Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract and melatonin.
[00:07:15.000 --> 00:07:20.000]   Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:07:20.000 --> 00:07:24.000]   Millions of people around the world experience daytime drowsiness,
[00:07:24.000 --> 00:07:29.000]   but with the rapid speed of life we need to be able to keep up the pace.
[00:07:29.000 --> 00:07:36.000]   Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:07:36.000 --> 00:07:39.000]   Wake up refreshed and take on the day.
[00:07:39.000 --> 00:07:47.000]   InfoWare's Life wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:07:47.000 --> 00:07:50.000]   Get the sleep you deserve and experience the power of Knockout.
[00:07:50.000 --> 00:07:55.000]   Head on over to InfoWareLife.com and say goodbye to fatigue.
[00:07:55.000 --> 00:07:58.000]   That's InfoWareLife.com
[00:07:58.000 --> 00:08:04.000]   Waging war on corruption.
[00:08:04.000 --> 00:08:10.000]   It's Alex Jones coming to you live from the front lines of the InfoWare.
[00:08:11.000 --> 00:08:19.000]   War!
[00:08:19.000 --> 00:08:37.000]   War on sabotage.
[00:08:37.000 --> 00:08:45.000]   Ladies and gentlemen we are live and broadcasting worldwide on the 31st day of August 2017.
[00:08:45.000 --> 00:08:58.000]   Now, the news obviously is all absolutely critical and incredibly important and very, very revealing as well.
[00:09:00.000 --> 00:09:09.000]   The first big news and then I'm going to go through all this in order is U.S. nuke ready jets drop bombs at Kim's doorstep in exercise.
[00:09:09.000 --> 00:09:14.000]   This is being reported on across the board.
[00:09:14.000 --> 00:09:22.000]   This is a direct warning to North Korea of preparations to bomb the DNC with nuclear weapons.
[00:09:24.000 --> 00:09:34.000]   U.S. nuke ready jets drop bombs near North Korea border after Donald Trump warned talking was not the answer.
[00:09:34.000 --> 00:09:41.000]   Meanwhile Mattis responds to Trump, U.S. never out of diplomatic solutions on North Korea.
[00:09:41.000 --> 00:09:50.000]   If Korea war breaks out Seoul will send special forces to assassinate Kim Jong-un.
[00:09:51.000 --> 00:09:54.000]   Major South Korean papers are reporting.
[00:09:54.000 --> 00:09:59.000]   Meanwhile German foreign minister joins calls to withdraw U.S. nukes from the country.
[00:09:59.000 --> 00:10:04.000]   That's just some of the news on that front.
[00:10:04.000 --> 00:10:06.000]   I will go into more detail.
[00:10:06.000 --> 00:10:13.000]   Japan is pushing the U.S. to propose new U.N. sanctions on North Korea.
[00:10:13.000 --> 00:10:17.000]   That's just some of the news on that front.
[00:10:17.000 --> 00:10:22.000]   We've got final pockets of ISIS, Al Qaeda forces being defeated.
[00:10:22.000 --> 00:10:26.000]   We'll be breaking some of that down as well.
[00:10:26.000 --> 00:10:40.000]   Meanwhile the death toll from Mumbai over in Asia floods jumps to 14 as rain eases up with their own monsoon taking place in South Asia.
[00:10:40.000 --> 00:10:43.000]   Some of the worst flooding in years in South Asia.
[00:10:44.000 --> 00:10:56.000]   I wonder if Charlie Hebdo, the French shock satire publication that got rocket propelled grenade attacks, they don't really criticize Islam now.
[00:10:56.000 --> 00:11:01.000]   I wonder if they'll be making fun of the death toll in Mumbai.
[00:11:01.000 --> 00:11:10.000]   Because they've come out, it's up on Infowars.com, the shocking disgusting image.
[00:11:11.000 --> 00:11:16.000]   But it dovetails with what CNN's been reporting, what leftist professors have been pushing.
[00:11:16.000 --> 00:11:29.000]   The cover shows a bunch of Nazi banners and flags halfway underwater with a bunch of arms sticking up Sikh highland with one leg sticking up indicating somebody's dead.
[00:11:29.000 --> 00:11:34.000]   And it says there is a God, God does exist.
[00:11:37.000 --> 00:11:41.000]   Because God is killing the Nazis of Texas.
[00:11:41.000 --> 00:11:49.000]   Even though Houston is arguably in the top three most diverse cities in the US, some demographics say the most diverse city in the United States.
[00:11:49.000 --> 00:11:52.000]   Whites are a minority in Houston.
[00:11:52.000 --> 00:12:00.000]   But see it doesn't matter because folks that I run into from France or even New York City sometimes, they think we ride horses to work.
[00:12:00.000 --> 00:12:04.000]   And that Matt Dillon is alive and lives here along with John Wayne.
[00:12:05.000 --> 00:12:07.000]   They actually say, where are your horses?
[00:12:07.000 --> 00:12:17.000]   They don't know that we have cyclotrons and nuclear reactors and underground bases and huge scientific facilities and genetic engineering operations.
[00:12:17.000 --> 00:12:24.000]   They have no idea that Texas is jam-packed with more science and technology than any other state in the country.
[00:12:24.000 --> 00:12:31.000]   They think we're like knuckle-draggers because that makes folks living in coffin apartments that don't even know how to skin a buck or run a trot line.
[00:12:32.000 --> 00:12:35.000]   They don't know what a buck or a trot line is.
[00:12:35.000 --> 00:12:38.000]   And then they can just say, oh look, the Nazis down there.
[00:12:38.000 --> 00:12:46.000]   Because MSNBC and CNN and everybody have said that Texas is just a bunch of Nazis because again, they voted for Trump.
[00:12:46.000 --> 00:12:53.000]   Well, if you know you only had 65% turnout and then what 53% or so voted for Trump.
[00:12:53.000 --> 00:13:00.000]   So you're talking about 30% of the people in Texas voted for Trump.
[00:13:00.000 --> 00:13:03.000]   It doesn't matter. You all deserve to die.
[00:13:03.000 --> 00:13:08.000]   That's what Soviets and communists and fascists, authoritarians always do.
[00:13:08.000 --> 00:13:21.000]   They always come out and say, oh, somebody shot a commissar in the neighborhood or somebody killed an SS officer.
[00:13:21.000 --> 00:13:25.000]   We're going to kill a whole block of people to make you all pay.
[00:13:25.000 --> 00:13:31.000]   Or somebody stole some food from the government commissary. So we're going to starve a whole block of people to death.
[00:13:31.000 --> 00:13:33.000]   We're going to burn your houses down.
[00:13:33.000 --> 00:13:37.000]   That's the same idea. Oh, we don't like some Trump voters.
[00:13:37.000 --> 00:13:42.000]   And so we're just going to say you're all Nazis and then just be glad you're dead and dying and flooded.
[00:13:42.000 --> 00:13:49.000]   When in reality, the left is triggered by Hurricane Harvey because it proves America isn't racist.
[00:13:50.000 --> 00:13:55.000]   Before I get into the economy and another VA whistleblower being terminated,
[00:13:55.000 --> 00:14:01.000]   the Southern Poverty Law Center being caught with giant offshore bank accounts to run their black op operations.
[00:14:01.000 --> 00:14:08.000]   We know they've been caught running the major white supremacist groups, actually commanding them, creating them.
[00:14:08.000 --> 00:14:15.000]   And we're talking about tens of millions of dollars that they found in the Pelican brief, basically.
[00:14:17.000 --> 00:14:21.000]   Why do you think a multinational intelligence operation operates?
[00:14:21.000 --> 00:14:26.000]   So the Poverty Law Center are not your average little sweet liberals.
[00:14:26.000 --> 00:14:30.000]   Let me tell you, they're hardcore and they mean business.
[00:14:30.000 --> 00:14:36.000]   They got OKC in their eyes and on their breath and on their hands.
[00:14:36.000 --> 00:14:42.000]   Nice, nice, nice, nice, nice people.
[00:14:42.000 --> 00:14:49.000]   You like that little bit of showmanship you saw in Virginia a few weeks ago?
[00:14:49.000 --> 00:14:52.000]   Got their hands all over it.
[00:14:52.000 --> 00:15:00.000]   Every one of the leaders just a year ago worked for the deep state, worked for Soros funded groups.
[00:15:00.000 --> 00:15:05.000]   Every single stinking Nazi leader.
[00:15:05.000 --> 00:15:11.000]   And I said in the past we'd caught them and the media spot it and said that I was saying that that happened in Charlottesville on day one.
[00:15:11.000 --> 00:15:14.000]   While it was happening, I said investigated.
[00:15:14.000 --> 00:15:15.000]   I didn't say it was for sure.
[00:15:15.000 --> 00:15:20.000]   And it turned out exactly what we said.
[00:15:20.000 --> 00:15:29.000]   They even had State Department officials, high level from the Obama administration on the ground with the first tweets, with the first interviews.
[00:15:29.000 --> 00:15:33.000]   All just there magically quarterbacking.
[00:15:33.000 --> 00:15:37.000]   But it's blown up in their face spectacularly.
[00:15:37.000 --> 00:15:44.000]   Because this was to be the trigger for Antifa and their October Bolshevik 2.0.
[00:15:44.000 --> 00:15:58.000]   And it blew up in their face because there's now independent new media and the massive censorship they've launched last few months still couldn't stop you, the listeners and the activists and the patriots of every red blooded race of man.
[00:15:58.000 --> 00:16:02.000]   That's one race under God.
[00:16:02.000 --> 00:16:15.000]   To go out and show the Antifa spitting on women, beating up prayer vigils, pulling down American flags, beating up women in Boston, beating up people for no reason in Berkeley, San Francisco.
[00:16:15.000 --> 00:16:20.000]   Hundreds and hundreds of videos every day coming out, millions of views per video.
[00:16:20.000 --> 00:16:23.000]   Absolutely incredible.
[00:16:24.000 --> 00:16:28.000]   Unfolding on a humongous scale.
[00:16:28.000 --> 00:16:41.000]   And now Nancy Pelosi comes out on Tuesday and says, okay, Antifa is like a gang.
[00:16:41.000 --> 00:16:42.000]   They did some bad things.
[00:16:42.000 --> 00:16:43.000]   Violence is bad.
[00:16:43.000 --> 00:16:45.000]   The police said we should list it as a gang.
[00:16:45.000 --> 00:16:52.000]   Then yesterday she comes out and the Washington Post has the headline quoting her and says Antifa is equivalent to Nazis.
[00:16:52.000 --> 00:17:00.000]   And then Scarborough this morning, distancing themselves fast on the morning job, says they are fascist.
[00:17:00.000 --> 00:17:03.000]   Their flag is red and black.
[00:17:03.000 --> 00:17:07.000]   And actually goes back to Germany and a fascist movement.
[00:17:07.000 --> 00:17:10.000]   You cannot make this stuff up.
[00:17:10.000 --> 00:17:15.000]   Just Susan's written a book about it, the big lie.
[00:17:15.000 --> 00:17:19.000]   The modern left actually comes out of the fascist movement in Italy and Germany.
[00:17:19.000 --> 00:17:21.000]   The Nazis were national socialists.
[00:17:21.000 --> 00:17:25.000]   They divided Poland with Uncle Joe Stalin.
[00:17:25.000 --> 00:17:28.000]   Then they double crossed each other.
[00:17:28.000 --> 00:17:32.000]   It's incredible, ladies and gentlemen.
[00:17:32.000 --> 00:17:35.000]   Everything they say they are, they're the opposite.
[00:17:35.000 --> 00:17:39.000]   Their anti-fascist flag is the fascist flag.
[00:17:41.000 --> 00:17:42.000]   Look at that flag.
[00:17:42.000 --> 00:17:46.000]   Does the anti-flag remind you of anything?
[00:17:46.000 --> 00:17:51.000]   It's a literal early Nazi flag before they adopt the swastika.
[00:17:51.000 --> 00:17:55.000]   You cannot make this up.
[00:17:55.000 --> 00:18:00.000]   But a Nazi, a former Nazi collaborator runs and funds them.
[00:18:00.000 --> 00:18:05.000]   So this is a big deal, ladies and gentlemen, that it's totally blown up in their face.
[00:18:05.000 --> 00:18:09.000]   The left is triggered by Hurricane Harvey because it proves America isn't racist.
[00:18:09.000 --> 00:18:11.000]   Now here's the giant announcement.
[00:18:11.000 --> 00:18:13.000]   I probably should have started the show with.
[00:18:13.000 --> 00:18:15.000]   But I don't know.
[00:18:15.000 --> 00:18:18.000]   The US simulating dropping nuke bombs on the DMZ.
[00:18:18.000 --> 00:18:23.000]   And openly saying that they're preparing to nuke if Kim Jong-un fires any more missiles directly at countries.
[00:18:23.000 --> 00:18:25.000]   It is the big news.
[00:18:25.000 --> 00:18:35.000]   But Linda Sarsour and the left have been caught everywhere collecting money saying it's for hurricane victims.
[00:18:35.000 --> 00:18:39.000]   And it's going directly to super PACs that have zero to do with it.
[00:18:39.000 --> 00:18:42.000]   And admit that it's "to turn Texas blue".
[00:18:42.000 --> 00:18:45.000]   And then it's worse.
[00:18:45.000 --> 00:18:52.000]   The women's march group that she ran that got $287 million last year alone from George Soros.
[00:18:53.000 --> 00:18:57.000]   That ran the marches trying to block folks getting into here Trump's inauguration.
[00:18:57.000 --> 00:19:07.000]   She is raising millions of dollars saying it's for the hurricane and not one red stinkin' cent's going to it.
[00:19:07.000 --> 00:19:08.000]   They have a name for that.
[00:19:08.000 --> 00:19:10.000]   And it gets worse.
[00:19:10.000 --> 00:19:20.000]   The women's march came out and said whatever you do, don't give it to any organization that white people get money from.
[00:19:21.000 --> 00:19:27.000]   I mean they are the most flagrant race-baiting scum of the earth.
[00:19:27.000 --> 00:19:31.000]   And let me tell you this isn't white virtue signaling for me to say this.
[00:19:31.000 --> 00:19:35.000]   It's mainly weirdo professors and white people running this.
[00:19:35.000 --> 00:19:40.000]   But she is an islamicist radical jihad dirtbag with family in prison in Israel.
[00:19:40.000 --> 00:19:44.000]   And she supports genital mutilation and everything else.
[00:19:44.000 --> 00:19:48.000]   And they tell pro-life women don't march in our marches.
[00:19:49.000 --> 00:19:51.000]   But under islam they will execute you for abortion.
[00:19:51.000 --> 00:19:53.000]   One of the only good things in islam.
[00:19:53.000 --> 00:19:57.000]   We'll be right back. Stay with us. More straight ahead.
[00:19:58.000 --> 00:20:03.000]   KD Armor has been on a mission to manufacture the most comfortable body armor on the market.
[00:20:03.000 --> 00:20:04.000]   And we've succeeded.
[00:20:04.000 --> 00:20:11.000]   With the release of our CQB technology we now offer the most comfortable concealable rifle threat body armor available.
[00:20:11.000 --> 00:20:15.000]   Things may look good now but what if you need added protection?
[00:20:15.000 --> 00:20:20.000]   Get your very own concealable rifle threat armor today at KDArmor.com.
[00:20:20.000 --> 00:20:27.000]   And for a limited time get all plates at wholesale pricing only at KDArmor.com.
[00:20:27.000 --> 00:20:31.000]   Are you one of the 15 million men who suffer from an enlarged prostate?
[00:20:31.000 --> 00:20:34.000]   If your life revolves around finding the closest bathroom.
[00:20:34.000 --> 00:20:37.000]   If you're tired of waking up many times a night to urinate.
[00:20:37.000 --> 00:20:39.000]   Then you need to know about Prostate Miracle.
[00:20:39.000 --> 00:20:44.000]   Prostate Miracle contains beta-cytosterone which is 3000 times stronger than salt metal.
[00:20:44.000 --> 00:20:50.000]   To claim your $10 Patriot discount go to ProstateMiracle.com and enter promo code Patriot.
[00:20:50.000 --> 00:20:57.000]   Or call 877-965-2140. That's 877-965-2140.
[00:20:57.000 --> 00:20:59.000]   Heart disease is on the rise.
[00:20:59.000 --> 00:21:05.000]   Clogged arteries, high blood pressure and high cholesterol levels may not be fully detected by you.
[00:21:05.000 --> 00:21:06.000]   But the symptoms are there.
[00:21:06.000 --> 00:21:11.000]   Loss of energy, blood sugar spikes and drops, poor circulation and irregular heartbeat.
[00:21:11.000 --> 00:21:15.000]   Are just a few of these that can alert you that something is wrong.
[00:21:15.000 --> 00:21:21.000]   Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:21:21.000 --> 00:21:25.000]   My blood pressure has normalized. My diabetes has totally improved.
[00:21:25.000 --> 00:21:29.000]   Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[00:21:29.000 --> 00:21:31.000]   I recommend heart and body extract to everyone.
[00:21:31.000 --> 00:21:39.000]   Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:21:39.000 --> 00:21:47.000]   Order your 2 month supply today by calling 866-295-5305. That's 866-295-5305.
[00:21:47.000 --> 00:21:50.000]   Or order online at HBextract.com.
[00:21:50.000 --> 00:21:56.000]   Heart and body extract 866-295-5305 or HBextract.com.
[00:21:56.000 --> 00:22:01.000]   It's been said any society is only 3 missed meals away from chaos.
[00:22:01.000 --> 00:22:03.000]   Those times may be near.
[00:22:03.000 --> 00:22:04.000]   Think about it.
[00:22:04.000 --> 00:22:08.000]   Our country faces multiple terrorist threats and aggressions from Russia and North Korea.
[00:22:08.000 --> 00:22:13.000]   Social unrest and violent marches yet again may lead to looting of stores and city shutdowns.
[00:22:13.000 --> 00:22:19.000]   And our crumbling infrastructure leaves our power grid vulnerable to long-term outages from a single cyber attack.
[00:22:19.000 --> 00:22:26.000]   When the chaos from any one of these threats arises, the government knows it can't provide during a widespread national emergency.
[00:22:26.000 --> 00:22:29.000]   That's why you need your own plan for self-reliance.
[00:22:29.000 --> 00:22:32.000]   That's where My Patriot Supply comes in.
[00:22:32.000 --> 00:22:35.000]   Get a 4-week survival food supply for only $99.
[00:22:35.000 --> 00:22:38.000]   That includes breakfast, lunches and dinners.
[00:22:38.000 --> 00:22:41.000]   Order online at PrepareWithGCN.com.
[00:22:41.000 --> 00:22:47.000]   99 bucks for 4 weeks of survival food that tastes like homemade cooking and lasts up to 25 years.
[00:22:47.000 --> 00:22:49.000]   From My Patriot Supply.
[00:22:49.000 --> 00:22:52.000]   Get your kits today at PrepareWithGCN.com.
[00:22:52.000 --> 00:22:54.000]   Free shipping is included.
[00:22:54.000 --> 00:22:56.000]   PrepareWithGCN.com.
[00:22:56.000 --> 00:22:57.000]   It's a no-brainer.
[00:22:57.000 --> 00:23:00.000]   A big, berky water filter is the one you need, period.
[00:23:00.000 --> 00:23:05.000]   You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors,
[00:23:05.000 --> 00:23:08.000]   pesticides, bacteria, viruses and much more, right?
[00:23:08.000 --> 00:23:10.000]   And does it all at only 2 cents per gallon.
[00:23:10.000 --> 00:23:13.000]   Get the original and most trusted name in gravity water filtration, Big Berky.
[00:23:13.000 --> 00:23:18.000]   And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[00:23:18.000 --> 00:23:22.000]   Call or click 1-877-99BERKY or BigBerkyWaterFilters.com.
[00:23:22.000 --> 00:23:26.000]   That's 1-877-99BERKEY.
[00:23:26.000 --> 00:23:32.000]   If you had purchased $100 of Bitcoin in 2010, today you'd have $2,600,000.
[00:23:32.000 --> 00:23:38.000]   While that sinks in, you now have a huge cryptocurrency opportunity at below market price at a guaranteed 10 cents per coin.
[00:23:38.000 --> 00:23:39.000]   ProCoin.
[00:23:39.000 --> 00:23:44.000]   A coin publicly traded on the open market, easily converted to cash, available in 60 countries.
[00:23:44.000 --> 00:23:48.000]   And ProCoin is the only cryptocurrency offering coin-backed rewards for consumers and merchants.
[00:23:48.000 --> 00:23:51.000]   Take action by August 31st at ProCoinCurrency.net.
[00:23:51.000 --> 00:23:53.000]   That's ProCoinCurrency.net.
[00:23:53.000 --> 00:23:55.000]   Deadline for 10-cent guarantee is August 31st.
[00:23:56.000 --> 00:24:07.000]   [Music]
