[00:00.000 --> 00:02.000]  We've got it
[14:07.800 --> 14:11.600]  Instant ratings number one across the board. What do you think of that?
[14:11.600 --> 14:16.400]  You know why is this not those stupid diaries that quite frankly?
[14:16.400 --> 14:20.520]  The big industry secret is only the illegals fill up because they need the money. I'm not blaming them
[14:20.520 --> 14:22.080]  I understand they need the money
[14:22.080 --> 14:27.240]  But it's just that's why all the stations, you know went to basically Spanish five or six years ago
[14:27.240 --> 14:31.600]  Because that was the only folks on average filling out the diaries now that they have the instant meters in there
[14:31.600 --> 14:35.040]  Actually finding out what people actually listen to and we absolutely
[14:36.040 --> 14:40.240]  annihilated Lord Limbaugh right up against him live head to head
[14:40.240 --> 14:48.200]  Dominating and smashing him and we'll do it everywhere. We're on if they'll put me on the field on big stations like 810
[14:48.200 --> 14:51.920]  I will dominate neocon fake rhinos every day
[14:53.080 --> 14:55.080]  And the system knows it
[14:56.400 --> 15:00.560]  Let me tell you about neocon right wing gatekeepers folks and again
[15:01.080 --> 15:04.280]  Rush Limbaugh helped wake me up 20 years ago. I'm not even saying he's a bad guy
[15:05.280 --> 15:10.120]  But he you know says there's no new world order no world government while the head of the UN two weeks ago
[15:10.120 --> 15:15.600]  Called for world government world taxes over everything jet travel gasoline money transfers
[15:15.600 --> 15:18.320]  It's all over that the Economist magazine
[15:18.640 --> 15:20.640]  Davos Switzerland and
[15:20.640 --> 15:28.200]  He and others still make fun of anybody that talks about it like I pick up the Economist or I play clips of the head of the EU
[15:28.200 --> 15:33.800]  Calling for world government or Obama calling for global government or his or his staff is his and they're like
[15:33.800 --> 15:40.520]  Oh, that's that kooky guy that gets angry about sovereignty and wants to keep his guns. You know
[15:40.520 --> 15:45.640]  We're gonna start really defeating tyranny when we stop letting the left and right gatekeepers control us
[15:45.640 --> 15:50.840]  And the good news is even though the left and right told us there wasn't a world government forming
[15:50.880 --> 15:55.880]  We were able to expose that it was happening and now we've got a good chance of beating it
[15:55.880 --> 16:00.280]  I want to give you some good news straight ahead and then huge news your daughter draws a gun
[16:00.280 --> 16:05.680]  You enjoyed everything I'd cut back the amount of food. I was eating. I was lifting weights and jogging
[16:05.680 --> 16:06.880]  But nothing was working
[16:06.880 --> 16:13.720]  My body was literally starving for minerals and trace elements as well as key vitamins and as soon as I had that I
[16:14.240 --> 16:19.120]  Immediately could eat half of what I was eating previously and be satisfied now
[16:19.120 --> 16:22.000]  There are hundreds of great products at info wars team.com
[16:22.000 --> 16:25.240]  But I want to point out the three that have helped me lose
[16:26.400 --> 16:29.320]  37 pounds in just two months
[16:29.320 --> 16:37.640]  Products like beyond tangy tangerine pollen burst and rebound when I started taking the tangy tangerine and other products every day
[16:37.640 --> 16:42.120]  I lost more than 37 pounds in just two months now. That's results
[16:42.120 --> 16:48.880]  I want to challenge my listeners to go to info wars team.com and to order just three of their products
[16:48.880 --> 16:54.240]  And you will see the changes in the way you look feel and in your appetite almost immediately
[16:54.240 --> 16:59.120]  Start your journey to health and wellness today info wars team.com
[16:59.920 --> 17:06.920]  Hi, this is Alex Jones. Did you know that the global elite are now storing non-hybrid seeds and secret storage vaults near the Arctic Circle?
[17:06.920 --> 17:11.680]  Did you know that in a real meltdown non-hybrid seeds could become more valuable than silver or gold?
[17:11.760 --> 17:17.240]  It's true seeds that all perform even gold and silver before in this country and it's possible that could even happen again
[17:17.400 --> 17:22.320]  So our friends at solutions from science have put together the perfect mix of non-hybrid seeds
[17:22.320 --> 17:29.920]  They call it a survival seed bank and it can produce an endless supply of nutrient-dense food for you and your family
[17:29.920 --> 17:33.880]  And here's the best part these seeds have not been genetically modified in any way
[17:33.880 --> 17:37.640]  And you actually get enough seeds to plant a full acre crisis garden
[17:37.640 --> 17:47.240]  So visit them today at survival seed bank dot-com that's survival seed bank dot-com or give them a call at 877-327-0365
[17:47.240 --> 17:53.960]  That's 877-327-0365 remember in a real crisis
[17:54.480 --> 17:59.320]  Non-hybrid seeds are the ultimate barter item. This is Alex Jones for survival seed bank dot-com
[18:00.280 --> 18:05.240]  Folks Iran and the mid-east nuclear mess is already ballooning our gas prices
[18:05.240 --> 18:12.240]  Whether you're struggling with food costs which are being blown up by gas costs now or know that when the mid-east showed on
[18:12.240 --> 18:17.600]  Explodes, whatever food supply you have is all you'll get because of huge panic demand
[18:17.840 --> 18:24.000]  E-Foods direct family packs are the answer now the most affordable best food is saving you up to 50%
[18:24.280 --> 18:30.840]  Compared to other poor quality food companies the new Alex Jones quick-fix family packs save you so much money
[18:30.840 --> 18:34.960]  The savings from eating this food will actually help you pay your other bills
[18:35.080 --> 18:41.280]  No matter what effect the mid-east crisis or the crashing economy have you'll have food as delicious tonight as
[18:41.280 --> 18:48.160]  25 years from now order now for 50% savings and free shipping on these affordable family packs call
[18:49.040 --> 18:56.640]  800-409-5633 or e-foods direct comm slash Alex call 800-409-5633 or
[18:56.920 --> 18:59.200]  e-foods direct comm slash Alex
[18:59.960 --> 19:05.520]  When you're out on the road the last place you want to be is on the road
[19:05.520 --> 19:11.680]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets
[19:11.800 --> 19:13.960]  There's a place down in Tennessee
[19:15.840 --> 19:18.400]  Well, they make blue diamond gusset jeans
[19:20.480 --> 19:22.640]  They so pride in every stitch
[19:24.880 --> 19:27.040]  Guarantee you love the way they fit
[19:28.800 --> 19:32.920]  They put a diamond gusset in the crotch where you need it most
[19:32.920 --> 19:47.600]  We turn jeans inside out diamond gusset jeans made in the USA with unparalleled quality our defender motorcycle jeans combine
[19:47.600 --> 19:54.400]  Gusset comfort with Kevlar protection so you can ride all day with confidence order yours at gusset comm
[19:55.000 --> 19:58.120]  Diamond gusset jeans got it others don't
[19:58.120 --> 20:00.120]  Don't
[20:01.160 --> 20:07.920]  Coast to coast direct from Austin you're listening to the Alex Jones Broadcasting Network
[20:14.080 --> 20:20.360]  Live from Austin, Texas broadcasting worldwide it's Alex Jones
[20:20.360 --> 20:25.440]  And we are back coming to you from beautiful Orlando, Florida
[20:28.840 --> 20:31.000]  And this reminds me why I like Florida
[20:32.120 --> 20:37.680]  And we're staying just at some little hotel by the edge of a golf course and if you go outside and there's like
[20:38.000 --> 20:45.400]  Tropical birds hopping around and flowers everywhere. I like this. I like central, Texas Austin's great, but it's been in a drought
[20:45.400 --> 20:50.280]  It's kind of like living in the middle of a Western movie or something. This is more like living in a jungle
[20:50.280 --> 20:54.320]  So I love it good to be here with everybody under the loving eye of Disney
[20:54.840 --> 20:59.160]  All right, I need to start getting into the news for all of our listeners out there, but
[20:59.840 --> 21:04.280]  Getting into positive news. We have to stop and I'm gonna talk about this in my speech tonight
[21:04.800 --> 21:11.720]  Letting the gatekeepers just because they've got a fancy teleprompter in a fancy suit or though the big talk show host authority
[21:11.720 --> 21:15.560]  dictate reality to us and
[21:16.080 --> 21:21.160]  And say you can't talk about this you can't question authority or you're a conspiracy theorist
[21:21.160 --> 21:25.880]  If you question known government liars that have been caught lying thousands of times
[21:26.560 --> 21:32.680]  If you don't trust big mega giant corporations that are in control of governments worldwide today
[21:33.600 --> 21:38.560]  Then you're a bad person for questioning them. No, that's what makes me so proud
[21:38.560 --> 21:44.880]  You're a bad person for questioning them. No, that's what made America great was questioning and not trusting government
[21:44.880 --> 21:46.760]  What did George Washington say?
[21:46.760 --> 21:49.320]  government is like fire a
[21:50.040 --> 21:54.680]  dangerous servant and a fearful master now
[21:56.160 --> 22:01.680]  They've said that the Southern Prairie Law Center and others would demonize somebody like George Washington today if he was alive
[22:01.920 --> 22:04.040]  Well, they don't do it just because he's
[22:05.040 --> 22:07.040]  Alive in our hearts and minds
[22:07.040 --> 22:09.760]  They do it FEMA the rest of them
[22:09.760 --> 22:16.400]  I have the videos and films like road to tyranny that the police officers and others have sent me where it shows FEMA actually
[22:16.960 --> 22:21.520]  Demonizing the founding fathers and they had articles in Philadelphia newspaper
[22:22.320 --> 22:24.720]  Just a few months ago and BBC picked it up
[22:25.280 --> 22:30.280]  Asking the question is the Declaration of Independence illegal and they said yes
[22:30.280 --> 22:34.200]  It is because it says you have a right to overthrow a corrupt government
[22:34.200 --> 22:37.080]  And the government now says you don't have that right because they're God
[22:37.240 --> 22:43.080]  It's about government dictating to you and Madison Avenue and this whole manufactured plastic culture
[22:43.440 --> 22:47.400]  Telling you what to think how to how to dress how to speak
[22:48.040 --> 22:50.040]  Try and turn you into a plastic person
[22:50.040 --> 22:57.160]  And so on the left and the right these big globalist Foundation controlled shows have told you there's no corruption
[22:57.240 --> 23:03.720]  That's a conspiracy theory. Don't be involved. There's no global government. There's no CFR. There's no new world order
[23:03.720 --> 23:11.880]  There's no plan. Oh for international banks to take over now. They admit open world private government taking over Europe
[23:12.760 --> 23:15.160]  Buy mega banks that put their people in charge of those countries
[23:15.560 --> 23:20.520]  Now talk about this at nauseam because it's the key open world government being announced
[23:20.760 --> 23:26.920]  And because we didn't care about being attacked for decades exposing what the the real agenda was and because Ron Paul
[23:26.920 --> 23:33.480]  Didn't mind being attacked because we all knew as it came out in the open as it as this agenda expanded
[23:33.720 --> 23:38.440]  People would then finally listen and now because it's out in the open people are
[23:39.160 --> 23:44.760]  Listening and we're moving into check and the next move is checkmate against the globalist
[23:45.000 --> 23:50.600]  But that doesn't mean that they can't put us in check or checkmate as well. We're in the fight
[23:51.080 --> 23:53.640]  That's the good news that I can give you here today
[23:53.640 --> 23:58.360]  Let me give you one example of this. I'm going to move on to contemporary important big breaking news right now
[23:59.800 --> 24:06.120]  You remember 15 16 17 18 years ago or so. I remember when I was first politically active 20 years ago
[24:07.240 --> 24:09.240]  the the mainstream media
[24:09.320 --> 24:12.360]  Uh would come out to people like Pat Buchanan and others
[24:12.920 --> 24:19.320]  And say you shouldn't be running for president on defending the second amendment. Nobody wants to take your guns
[24:19.320 --> 24:23.000]  Remember back when they would say no one wants to take your guns
[24:23.160 --> 24:30.040]  We just want to ban all the semi-automatics and make you turn them in and and and have waiting periods and make you lock them up
[24:30.040 --> 24:33.160]  In your house and not have one in the house if you've got children
[24:33.400 --> 24:38.920]  How many people remember 20 years ago back when the mainstream media who's not even mainstream anymore?
[24:39.000 --> 24:46.600]  They're the dead dinosaur media would say. Oh, we just want reasonable gun control. We don't want to take your guns. Remember that
[24:46.600 --> 24:48.600]  Yeah
[24:48.680 --> 24:53.400]  You remember it. Okay, exactly everybody remembers it and they still try it some today
[24:54.040 --> 24:59.800]  But all the quotes of the brady center and and and the handgun control groups and all these people
[25:00.200 --> 25:07.560]  They all bragged in their own documents that it was the individual abolition of firearms ownership the un on july 7th
[25:07.800 --> 25:10.760]  2000 put out an official report in new york at a convention
[25:10.760 --> 25:17.400]  They had a meeting a conference a conclave and they put it into un law that their goal is global
[25:18.040 --> 25:20.040]  disarmament of the public here's the quote
[25:21.000 --> 25:25.160]  civilian ownership of any firearm threatens the legitimate
[25:25.960 --> 25:33.640]  power monopoly of the state they believe a power monopoly of government over you absolute dictatorship of the state is
[25:34.360 --> 25:35.480]  legitimate
[25:35.480 --> 25:41.560]  But the point is they want your guns and they're saying total abolition of individual ownership of guns
[25:41.720 --> 25:45.960]  And the minute people stopped having debates about oh, just be reasonable
[25:46.040 --> 25:50.600]  Let us restrict it some and then come back a year later. Let us restrict it some more
[25:51.080 --> 25:57.480]  Oh, no as soon as we got angry and took action. They're even repealing gun laws now in canada
[25:57.720 --> 26:00.520]  They just repealed the long rifle or
[26:00.520 --> 26:05.000]  Or a long gun registry last week
[26:05.640 --> 26:10.040]  Because they passed a gun registration and started using it to confiscate guns
[26:10.280 --> 26:15.960]  And the public got angry and took action in a system that's much harder to affect change
[26:16.040 --> 26:21.000]  And it was the first major gun law in the world outside of the u.s
[26:21.320 --> 26:28.680]  Reversed in the last hundred years that I know of an nra and gun owners of america should the exact same thing
[26:28.680 --> 26:35.640]  The first victim disarmament piece of legislation reversed in a century outside of the united states
[26:36.440 --> 26:42.680]  Think about that. We've reversed a few things here, but the first one outside of america. That's what I call
[26:43.640 --> 26:45.640]  1776 worldwide
[26:47.480 --> 26:50.200]  If we're going to be free we got to have freedom worldwide
[26:51.000 --> 26:57.480]  And the idea of freedom is so cool so sexy so hot so awesome so
[26:57.480 --> 27:01.160]  So fantastic so powerful so alluring
[27:01.800 --> 27:08.280]  That when you stack it up against tyranny and corruption and insider crony anti free market capitalism
[27:09.400 --> 27:14.760]  When you stack freedom up against that we win so everybody that thinks it's impossible to defeat the globalist
[27:15.000 --> 27:19.960]  It's impossible to lose win good men and women stand up and take action
[27:20.120 --> 27:26.680]  I cannot stress that enough to you that we have got to take action more of that coming up in my speech
[27:26.680 --> 27:32.440]  We're having so many victories every time people stand up and bring the real medical literature
[27:32.840 --> 27:36.600]  About fluoride in our water and the seven-fold increase in bone cancer
[27:36.760 --> 27:39.320]  And the fact that the government's own scientists say take it out
[27:39.560 --> 27:46.040]  But the special eugenics interest wanted added to increase cancer and reduced fertility in every city where people resist
[27:46.280 --> 27:48.440]  And resist and resist for at least three years
[27:48.680 --> 27:55.080]  It's removed and just a few miles away from us in in panellas county right at a million people
[27:55.080 --> 28:00.920]  Tampa is in that county. They removed fluoride from all of the water supplies
[28:03.240 --> 28:08.200]  60 years of globalist spending money millions of sometimes to get that into the water
[28:09.160 --> 28:13.800]  Because they love you so much and all over the country all over the world in in in calgary canada
[28:13.800 --> 28:20.600]  They just removed it in areas of england in europe. They're removing it. They're removing it all over now. The globalists have struck back
[28:20.600 --> 28:25.880]  The globalists came in with millions of dollars in new jersey and arkansas
[28:26.520 --> 28:29.640]  And they're trying it in every state right now and have now passed mandatory
[28:30.200 --> 28:35.720]  Fluoridation by law, but now it's not just a recommendation or a contract now
[28:35.800 --> 28:40.840]  They're demanding it now it becomes a civil rights issue a forced medication of the public
[28:41.000 --> 28:46.440]  And so they're going to lose in court now and now government openly wants lithium in the water and statins
[28:46.440 --> 28:50.360]  We told you that was in documents years ago and showed you now. They're openly pushing it
[28:50.680 --> 28:58.120]  We'll be right back with the build-up towards war with syria and iran and a lot more stay with us live in orlando florida
[29:00.280 --> 29:01.880]  A little over a year ago
[29:01.880 --> 29:07.400]  I began to do a lot of research into why even if I had a pretty good sized meal that I was still starving
[29:07.560 --> 29:13.720]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the united states
[29:13.720 --> 29:18.920]  And across the industrialized world are almost completely depleted of almost all of the key
[29:19.400 --> 29:25.240]  Minerals and trace elements that our bodies need to rebuild themselves fight off cancer and be healthy
[29:25.400 --> 29:31.400]  I then searched out the best vitamin and mineral company out there and discovered young jevity
[29:31.560 --> 29:36.840]  The young jevity products are designed to give you the real nutrition you need and once you've got that
[29:37.080 --> 29:42.920]  You don't have to eat as much to be satisfied. I've lost 37 pounds in two months
[29:42.920 --> 29:48.120]  Simply getting the vitamins and minerals I need and check it out for yourself. It's incredible
