[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[03:31.000 --> 03:48.000]  So, obviously, today we are going to be covering this report for you and going over it because I saw some other reports here talking about what a great American pastime it is
[03:48.000 --> 03:54.000]  that Americans don't have jobs anymore and that the Steelers don't have steel mills anymore,
[03:54.000 --> 04:04.000]  but that people give pints of blood to get the money they need. They give their blood all year and save up the money to be able to go to the game.
[04:04.000 --> 04:08.000]  They have no country. They have no industry. They have no Bill of Rights and Constitution.
[04:08.000 --> 04:21.000]  But CNN says, you know what? They can go feel pride through the overpaid steroid heads on the field that when they're not gang-banging or fighting dogs to death
[04:21.000 --> 04:27.000]  or running around cussing on national TV, they're there keeping us safe.
[04:27.000 --> 04:33.000]  So, it's just wonderful. Of course, there's nothing wrong with the football game and I admire obviously athletes,
[04:33.000 --> 04:42.000]  but things have swung too far the other way on the pendulum and we need to realize that we need to have some priorities here on this religious holiday.
[04:42.000 --> 04:51.000]  You know, I haven't gotten to the really big news yet, but I will get to that. I never thought I'd see the White House on their front page
[04:51.000 --> 05:17.000]  and I'll keep on to a PrisonPlanet.com article, but they've done just that. We'll tell you about it straight ahead.
[05:17.000 --> 05:23.000]  They've begun their long expected journey to the moon. In addition to converting your shrinking dollars into gold and silver,
[05:23.000 --> 05:28.000]  you should consider a food savings account from eFoodsDirect. They both make fabulous investments.
[05:28.000 --> 05:34.000]  Food is our greatest dependency and we know it will be more precious than any financial resource.
[05:34.000 --> 05:39.000]  You and your family need food to survive a crisis and you can't eat paper, stocks or metals.
[05:39.000 --> 05:48.000]  Alex has been urging you to invest in delicious, easy-fix meals to enjoy now or save for long term. This will freeze the cost of your food while you can still afford it.
[05:48.000 --> 06:14.000]  Visit eFoodsDirect.com on the Internet or call 800-409-5633. That's eFoodsDirect.com or 800-409-5633.
[06:14.000 --> 06:24.000]  I am committing blasphemy today for many Americans. I'm doing a live radio broadcast during the holiest day of the year.
[06:24.000 --> 06:34.000]  We don't really find God to be holy or important anymore or the family or our test scores or our health or our bill of rights and Constitution or our dollar.
[06:34.000 --> 06:50.000]  It's all in decline, a usurped, captured country taken over by the foreign offshore central banks. But we've got our Super Bowl that roughly 70 million Americans are going to tune into today.
[06:50.000 --> 07:05.000]  Our kickoff is in an hour and 25 minutes in the global warming ravaged cowboy stadium with collapsing tents from snow and hospitals not having power.
[07:05.000 --> 07:24.000]  The Holy Temple, the taxpayer paid for a temple to Jerry Jones. It is standing there and Homeland Security in 9,000 locations putting in telescreens ordering you to spy on your neighbors, on other shoppers.
[07:24.000 --> 07:31.000]  People are paranoid calling the police at Walmart where they're putting these in repeatedly for having cell phones talking on them.
[07:31.000 --> 07:40.000]  We're learning that land of the free home of the brave means being more Soviet than East Germany, being more 1984 than Big Brother.
[07:40.000 --> 07:49.000]  Fort Worth Telegram is reporting the TSA is running things, not just airports, so they've announced nationwide warrantless checkpoints.
[07:49.000 --> 07:56.000]  They have you and your family drive under super high-powered X-ray scanners. In fact, they have a news clip on that.
[07:56.000 --> 08:03.000]  They don't worry about the TSA workers being fried by the radiation doing it daily or the citizens driving under it.
[08:03.000 --> 08:11.000]  The government waves a magic wand just like they did 20 years ago telling US troops you can now use depleted uranium munitions.
[08:11.000 --> 08:18.000]  The Army's own reports on it admit that you get one whiff of it. It will reduce your life expectancy by about a third.
[08:18.000 --> 08:26.000]  But hey, what's a young 20-year-old breathing it dying when he's 45 instead of 75? Hey, it's freedom.
[08:26.000 --> 08:34.000]  Hey, haven't TSA trained goons stick their hands down your five-year-old's pants at the Super Bowl? That's freedom.
[08:34.000 --> 08:38.000]  That's freedom to keep you safe from the vicious al-Qaeda.
[08:38.000 --> 08:50.000]  And so I will be getting into the Super Bowl religion today and I will commit the ultimate sacrilege, the ultimate abomination of evil.
[08:50.000 --> 08:59.000]  I will actually talk about what really made this country great, the Bill of Rights, the Constitution, the Declaration of Independence,
[08:59.000 --> 09:08.000]  and the fact that that's been eroded by design and I will talk about the dollar devaluation and the attacks on liberty in our country.
[09:08.000 --> 09:19.000]  During the last 30 minutes of the broadcast today, I may even commit a bigger abomination and read the Bill of Rights and Constitution or parts of it on air during this holy day
[09:19.000 --> 09:30.000]  where we know all about the football scores and you try to go to the store and pay for gas or go to the grocery store. Everybody wants to talk to you about the big game.
[09:30.000 --> 09:42.000]  But if you bring up to them loss of sovereignty or dollar devaluation or hyperinflation or the police state being set up in the Patriot Act, they look at you like you're a crazy man.
[09:42.000 --> 09:52.000]  That's right. Well, I'm a crazy man. You see, I actually care about liberty and freedom and see a lot of people think that liberty and freedom is like some nebulous thing,
[09:52.000 --> 10:02.000]  that it's only activists that care about it. Well, when you've had freedom so long, it's almost like our country doesn't have an autoimmune system.
[10:02.000 --> 10:23.000]  Here's a parallel or a parable based in history. 500 years ago, roughly when Europeans showed up in the New World, Native Americans or the indigenous populations had never come in contact with smallpox.
[10:23.000 --> 10:37.000]  And so what would only kill a fraction of Europeans that came in contact with it because they developed immunity over generations or those that were susceptible had died, those that weren't susceptible had passed on their genes.
[10:37.000 --> 10:53.000]  When the Europeans arrived, millions, it's estimated, of natives from what is South America, Central America, Mexico, and of course further north into North America, all the way up into Alaska with the Inuit Eskimos.
[10:53.000 --> 11:01.000]  Millions and millions died because they'd never experienced smallpox. And that's kind of what Americans are like.
[11:01.000 --> 11:08.000]  We've never really experienced hardcore tyranny. We've had the incredible birthright that our forebears fought and died for.
[11:08.000 --> 11:21.000]  And so now hardcore, systematic, admitted primophacia tyranny and corruption is here. And a lot of people are getting a little concerned and waking up, but they still don't know how serious it is.
[11:21.000 --> 11:39.000]  And so tyranny is so alien, hardcore, systematic, Nazi or Soviet style oppression is so alien that now that it's clearly manifesting itself and transcending political parties, it's the bureaucracy and the ruling political class that's the problem.
[11:39.000 --> 11:48.000]  You know, the parties are just different, different, different chapters of the same organism that we are in deep, deep trouble.
[11:48.000 --> 12:00.000]  Let me give you an example of tyranny. You see, if you have an all-powerful government that can do whatever it wants, so there's no Bill of Rights, no Constitution, no separation of powers, and you have an executive that can do whatever they want,
[12:00.000 --> 12:14.000]  it doesn't matter if Congress didn't pass the Kyoto UN protocol last year or the last five times before that, they tried to ratify it going back into the early 2000s.
[12:14.000 --> 12:28.000]  But now under tyranny, the president can just order the EPA to go around the country, and he's done it in the last two years, shutting off power plants in Kansas, South Dakota, Georgia, North Carolina, and Texas and many other states.
[12:28.000 --> 12:42.000]  And then have you noticed all over the country, your power prices have gone up, might have roughly doubled in the last two years in Austin, and Austin Energy admits that that's part of their target to cut carbon, is charging you more money.
[12:42.000 --> 12:59.000]  Of course, those are privately owned companies that they're involved with, and they're making big profits, and it did come out this week that Obama is putting even more greenhouse gas tax limits and controls on plants, except for General Electric,
[12:59.000 --> 13:08.000]  which is the biggest builder of the coal-powered plants in this country and worldwide, they get a waiver on the plants they build and the plants that they own.
[13:08.000 --> 13:14.000]  Do you think when folks want to invest now, they're going to invest with General Electric? Total mafia.
[13:14.000 --> 13:26.000]  And it has nothing to do with the rising seas, and oh my gosh, carbon dioxide's going to kill us. It has everything to do with selective enforcement, just like I've talked a lot about.
[13:26.000 --> 13:39.000]  And of course, who's the new head of the economic board that makes all these decisions? The former head of General Electric is now the head of Obama's administration when it comes to economic situations.
[13:39.000 --> 13:49.000]  And of course, you have seen the 500-plus waivers and counting given out to major global corporations. They don't have to get health insurance, but your company does.
[13:49.000 --> 14:05.000]  Another unfair trade advantage. See, Obama's not a liberal. He's not a conservative. He's not a communist. No, he is a corporate frontman there to make you think there's a difference between the two major parties so that we'll all fight with each other
[14:05.000 --> 14:16.000]  and, like a football game, choose what party we're part of, and so basically the parties can act like they're fighting with each other, but move the ball down the field against we, the people.
[14:16.000 --> 14:28.000]  And so now, if you wonder why your apartment bill on average was 200 bucks and now it's 400 on average, or you wonder why your house bill was 500 on average is now 1200, well, understand.
[14:28.000 --> 14:36.000]  That's because they've shut down power plants all over the country, and they've restricted plants from increasing their power output or expanding.
[14:36.000 --> 14:50.000]  And big megacorporations have bought up smaller city-owned utilities like the old Holly Street in Austin that could supply about half the city and shut it down, automatically making their profits go up because there's less energy.
[14:50.000 --> 14:59.000]  You know, Hugo Chavez, they have more oil than the U.S. per capita, per square mile. They have more coal, but they don't have power half the time.
[14:59.000 --> 15:07.000]  He does that because it's how he controls the population, and that's why we've had rolling blackouts all over the country, and that's not just my opinion.
[15:07.000 --> 15:14.000]  The Heritage Foundation has done an analysis concurring and sourcing our report.
[15:14.000 --> 15:23.000]  Anti-energy agenda could cause more rolling blackouts. Now, here's the big news of the day. We're going to get into this when we come back from the break.
[15:23.000 --> 15:34.000]  Last night, I was on one of my Facebook accounts just checking it for any news tips, and I saw a link at the top, White House. You can't believe everything you read.
[15:34.000 --> 15:50.000]  And the White House Communications Director, Dan Pfeiffer, attacked our story from Thursday that Fox, Drudge, and Limbaugh covered on Friday and said, basically, we're liars that Obama didn't cause the blackouts.
[15:50.000 --> 16:00.000]  We're going to talk about that. Oh, yeah. Never thought I'd live to see it. The White House now responding to President Blana.com.
[16:00.000 --> 16:09.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[16:09.000 --> 16:14.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[16:14.000 --> 16:20.000]  I've turned a tremendous influence on our president in Congress, and they really are calling the shots.
[16:20.000 --> 16:25.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[16:25.000 --> 16:35.000]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty, and on its ashes, constructing world government.
[16:35.000 --> 16:42.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches, and the Congress is saying, who do we make the checkout to?
[16:42.000 --> 16:49.000]  Today seems like nobody does care, and right now in Washington, D.C., we have seen a fall of the Republic.
[17:12.000 --> 17:20.000]  Shipped via UPS right to your door, check them out on the web at 5starsoap.com, or call 800-340-7091.
[17:20.000 --> 17:24.000]  Take my word for it. Once you've used pure soap, you won't buy anything else.
[17:24.000 --> 17:31.000]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[17:31.000 --> 17:39.000]  Buy American and stay clean, as well as support info wars. Visit 5starsoap.com today, or call 1-800-340-7091.
[17:39.000 --> 17:48.000]  Well, Marty, what do you have to say? As founder and owner for over 63 years, satisfaction is guaranteed on double your dirt back.
[17:48.000 --> 18:10.000]  Call us at 1-800-340-7091 for free catalog, or visit our website, 5starsoap.com. Thank you.
[18:19.000 --> 18:28.000]  3. In some areas of the country, the power grid is dangerously overloaded. And now, new socialist legislation is only compounding the problem.
[18:28.000 --> 18:35.000]  4. Dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[18:35.000 --> 18:40.000]  5. A solar power generator provides powerful backup insurance and peace of mind.
[18:40.000 --> 18:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[18:45.000 --> 18:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[18:51.000 --> 18:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com, or call 1-877-327-0365.
[18:59.000 --> 19:07.000]  Diamond Gusset is proud to announce the anthem of the Patriot Movement. They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[19:07.000 --> 19:12.000]  Diamond Gusset offers great products at great prices while keeping Americans working.
[19:12.000 --> 19:18.000]  We're looking for a factory where a man can feed his family.
[19:18.000 --> 19:27.000]  Not worried about them moving south, closing the doors and shutting her down tomorrow.
[19:27.000 --> 19:33.000]  I'm looking for America.
[19:33.000 --> 19:38.000]  We're American and be proud. Go to gusset.com forward slash America.
[19:38.000 --> 19:51.000]  Land on a free in the home of the brave. Seems like I just woke up one day and it was gone. Long gone.
[19:51.000 --> 19:54.000]  But I know in my heart it's still in the way.
[19:54.000 --> 20:09.000]  Again, go to gusset.com forward slash America today.
[20:25.000 --> 20:34.000]  We measure how much national television covers what we're doing and how many newspapers report on what we're doing as another indicator of how much success we're having.
[20:34.000 --> 20:45.000]  And every week the Drudge Report links to us or the New York Times or Newsweek blurbs what we're doing and basically attacks us in those cases.
[20:45.000 --> 20:55.000]  George Soros own media outlets like Media Matters attack us almost on a daily basis and it shows the big effect we're having a year ago.
[20:55.000 --> 21:03.000]  It came out in major newspapers that I am on the top 30 White House enemies list as number 29.
[21:03.000 --> 21:18.000]  And that's because I oppose the policies of this treasonous administration and I've made a 15 minute video that's up on info wars dot com and prison planet dot com where I lay out the evidence of treason.
[21:18.000 --> 21:32.000]  When they put economic policies in place to ship our jobs to China and to fund China building three to five coal plants a week but we can't have three new ones a year attacking our very energy infrastructure is treason.
[21:32.000 --> 21:43.000]  And when only allowing insiders who finance presidential runs of people like Obama to operate power plants in the country that's another form of mafia style tyranny.
[21:43.000 --> 22:00.000]  But Thursday a poll Watson and I wrote an article Obama blocking of new power plants triggers nationwide blackouts and Obama triggers blackouts became the number one Google search term on Thursday into Friday.
[22:00.000 --> 22:03.000]  Fox News picked it up.
[22:03.000 --> 22:05.000]  The Drudge Report picked it up.
[22:05.000 --> 22:08.000]  Rush Limbaugh covered the story.
[22:08.000 --> 22:12.000]  And then on Friday Media Matters.
[22:12.000 --> 22:22.000]  The George Soros funded group ran the headline Fox turns to 9 11 truther and conspiracy theorist Alex Jones for content.
[22:22.000 --> 22:30.000]  And of course Soros basically is one of the biggest backers of Obama and many of his minions actually are in cabinet positions in the White House.
[22:30.000 --> 22:39.000]  What I didn't notice until I was alerted to it yesterday afternoon is that on the front page of White House dot gov it's still on the front page.
[22:39.000 --> 22:48.000]  Saturday it was still at the top it's moved to the bottom left hand corner of White House dot gov there it is White House communications director press release.
[22:48.000 --> 22:56.000]  You can't believe everything you read by Dan Pfeiffer the White House communications director.
[22:56.000 --> 23:07.000]  And they go on to say you can't believe everything you read he really Obama said he wouldn't have signing statements and has signed more per capita than Bush or Clinton or any other president.
[23:07.000 --> 23:15.000]  Obama promised to not have banker fat cats in his administration he's got the biggest group of banker fat cats of anybody we've ever seen.
[23:15.000 --> 23:22.000]  He promised to balance the budget he spent more than all presidents before him combined I mean everybody knows Obama's been a big liar.
[23:22.000 --> 23:35.000]  A big liar across the board to try to chronicle those makes my head spin but you can think of a lot of the lies yourself but you can't believe everything you read what a what a headline they've got here.
[23:35.000 --> 23:47.000]  And I'm going to go ahead and read over some of this article and then I'm going to get into our rebuttal that Paul Watson and I put together last night White House attacks prison planet dot com report on blackouts.
[23:47.000 --> 23:56.000]  And this thing is so well sourced so documented and doubly proves everything that we documented in our original article from Thursday.
[23:56.000 --> 24:07.000]  Obama's blocking of new power plants triggers nationwide blackouts furious hospitals hit with outages while post industrial collapse of America accelerates.
[24:07.000 --> 24:13.000]  But going over this White House front page press release.
[24:13.000 --> 24:25.000]  And is the media the lapdog media going to challenge Obama on this because this breaks every rule of journalism right here.
[24:25.000 --> 24:31.000]  As valuable as the Internet can be in helping to spread information most people know that you can't believe everything you read.
[24:31.000 --> 24:34.000]  Yeah especially how do you know what a politicians line their lips are moving.
[24:34.000 --> 24:43.000]  This is the same White House with their regulations are Cass Sunstein on record putting out policy papers saying arrest people that question man made global warming.
[24:43.000 --> 24:44.000]  He's on record.
[24:44.000 --> 24:46.000]  So they and they want the kill switch.
[24:46.000 --> 24:53.000]  Oh they really know how valuable the Internet is every line is spin and deception.
[24:53.000 --> 24:55.000]  So they'll take a while to go over this press release.
[24:55.000 --> 25:00.000]  I'm sorry every line is a fraud as valuable as the Internet can be in helping spread information.
[25:00.000 --> 25:13.000]  Most people know that if you can't believe everything you read and they should check the source before relying and relaying every alarming story they read.
[25:13.000 --> 25:14.000]  But here's the problem.
[25:14.000 --> 25:17.000]  They then don't give a link to the source they're trying to discredit.
[25:17.000 --> 25:23.000]  They don't even tell you who it is Alex Jones via Matt Drudge Rush Limbaugh Fox News.
[25:23.000 --> 25:30.000]  So so right there they say we love the Internet when they're actually trying to take over the free web on record.
[25:30.000 --> 25:36.000]  Then they go on and say you should check the source but they don't give you the source.
[25:36.000 --> 25:37.000]  I'm about to get to that.
[25:37.000 --> 25:40.000]  See every line is a deception.
[25:40.000 --> 25:46.000]  I mean did the devil write this I've never literally everything in here is alive.
[25:46.000 --> 25:50.000]  All one, two, three, four, five, six paragraphs.
[25:50.000 --> 25:52.000]  Every line is a lie.
[25:52.000 --> 25:56.000]  Some lines of this have multiple lies per line.
[25:56.000 --> 25:59.000]  How do you counter something like this?
[25:59.000 --> 26:05.000]  Well we have in the article by Alex Jones and Paul Joseph Watson but I'm going to get to that in a moment.
[26:05.000 --> 26:08.000]  Continuing you can't believe everything you read.
[26:08.000 --> 26:11.000]  I think that's the only true statement in here.
[26:11.000 --> 26:17.000]  As valuable as the Internet can be in helping spread information most people know that you can't leave everything you read
[26:17.000 --> 26:23.000]  and they should check the source before relying and relaying every alarming story they read.
[26:23.000 --> 26:32.000]  One such story is going around the Internet over the past two days claiming that the Obama administration is somehow responsible
[26:32.000 --> 26:37.000]  for the rolling blackouts in Texas by the way they're all over the country from California to Arizona.
[26:37.000 --> 26:44.000]  Our article says that by the way so that's another lie it's not just Texas that have caused terrible hardship for so many Texans.
[26:44.000 --> 26:48.000]  I guess that's a little vein of truth there too that has caused hardship.
[26:48.000 --> 26:54.000]  The source is questionable and the story is unquestionably false but they do not give a source.
[26:54.000 --> 27:00.000]  They do not give a source they do not they just got done in the line before saying you've got to check the sources.
[27:00.000 --> 27:06.000]  In our article every line has links to mainstream and government admissions
[27:06.000 --> 27:10.000]  but with them they don't give any links but one to the Houston Chronicle.
[27:10.000 --> 27:16.000]  According to the Electric Reliability Council of Texas these blackouts were actually a result of extreme cold temperatures
[27:16.000 --> 27:22.000]  and high winds which led to a variety of mechanical failures at more than 50 plants around the state.
[27:22.000 --> 27:25.000]  Let's stop right there.
[27:25.000 --> 27:30.000]  That's another giant huge stinking straw man.
[27:30.000 --> 27:31.000]  What's a straw man?
[27:31.000 --> 27:34.000]  They don't attack what we really said they build a line.
[27:34.000 --> 27:42.000]  Our article obviously says the cold weather taxed the power plants and because we haven't built enough of them we've had outages.
[27:42.000 --> 27:49.000]  And then we link to all the white paper and think tank reports stating that we're in a power deficit compared to China and others
[27:49.000 --> 27:54.000]  for our basic industrial needs not to mention just general.
[27:54.000 --> 27:56.000]  So see the bait and switch there.
[27:56.000 --> 28:05.000]  Talking to you like your five year old children saying oh this unreputable source that we're not going to let you link to so you can make up your own mind
[28:05.000 --> 28:12.000]  and actually read this unreputable source just trust us we're not going to put a link to them or even say who they are.
[28:12.000 --> 28:18.000]  They're saying that and I noticed that was their counter in Media Matters, George Soros,
[28:18.000 --> 28:25.000]  their counter in a whole bunch of other newspapers that did attack us by name as the surrogates of the White House.
[28:25.000 --> 28:34.000]  They said Jones and the other lunatic writers said Obama flipped a switch and turned the power off when everyone knows it was cold weather.
[28:34.000 --> 28:41.000]  No we said cold weather hit and because we haven't built enough power plants that there were huge power outages all over the country.
[28:41.000 --> 28:44.000]  Then they only say we said it was in Texas.
[28:44.000 --> 28:52.000]  I'm going to continue here but see this is the type of deception the trained liars that we're dealing with.
[28:52.000 --> 28:58.000]  If I go over these lies one by one then I'm getting into the Super Bowl where they're sticking their hands down people's pants.
[29:22.000 --> 29:28.000]  If you're hurting your shrinking dollars into gold and silver you should consider a food savings account from eFoodsDirect.
[29:28.000 --> 29:30.000]  They both make fabulous investments.
[29:30.000 --> 29:35.000]  Food is our greatest dependency and we know it will be more precious than any financial resource.
[29:35.000 --> 29:41.000]  You and your family need food to survive a crisis and you can't eat paper stocks or metals.
[29:41.000 --> 29:46.000]  Alex has been urging you to invest in delicious easy fix meals to enjoy now or save for long term.
[29:46.000 --> 29:49.000]  This will freeze the cost of your food while you can still afford it.
[29:49.000 --> 29:55.000]  Visit eFoodsDirect.com on the internet or call 800-409-5633.
[29:55.000 --> 30:20.000]  That's eFoodsDirect.com or 800-409-5633.
[30:25.000 --> 30:50.000]  That's eFoodsDirect.com or 800-409-5633.
[30:50.000 --> 31:00.000]  That's eFoodsDirect.com or 800-409-5633.
[31:20.000 --> 31:30.000]  To find and compare realtors anonymously enter promo code homegain150 and receive up to $150 when you close a deal with a homegain agent.
[31:30.000 --> 31:36.000]  Share the Homegain150 promo code with your friends via Facebook, Twitter, text and more.
[31:36.000 --> 31:42.000]  Look for Max the Homegain Gorilla to find out more about how Homegain is going to pay you.
[31:42.000 --> 31:49.000]  Visit homegain150.com today to enter your promo code and get paid for buying or selling a house.
[31:49.000 --> 31:59.000]  That's H-O-M-E-G-A-I-N 150.com.
[31:59.000 --> 32:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[32:04.000 --> 32:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[32:08.000 --> 32:14.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[32:14.000 --> 32:19.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[32:19.000 --> 32:24.000]  Number three, in some areas of the country the power grid is dangerously overloaded.
[32:24.000 --> 32:28.000]  And now new socialist legislation is only compounding the problem.
[32:28.000 --> 32:31.000]  Number four, dangerous weather is always a threat to local grids.
[32:31.000 --> 32:35.000]  Every year thousands of families lose their power from weather related onages.
[32:35.000 --> 32:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[32:40.000 --> 32:43.000]  Folks, I really believe in the solar power generators offered by Solutions from Science.
[32:43.000 --> 32:45.000]  One of my oldest sponsors.
[32:45.000 --> 32:49.000]  You can get more information at www.mysolarbackup.com.
[32:49.000 --> 32:51.000]  That's mysolarbackup.com.
[32:51.000 --> 32:53.000]  Remember, the government doesn't own the sun.
[32:53.000 --> 33:01.000]  So go to mysolarbackup.com or call 1-877-327-0365.
[33:01.000 --> 33:04.000]  Coast to coast, direct from Austin.
[33:04.000 --> 33:14.000]  You're listening to the Alex Jones Broadcasting Network.
[33:35.000 --> 33:42.000]  White House Attacks PrismPlanet.com reports on blackouts.
[33:42.000 --> 33:46.000]  Again, White House Attacks PrismPlanet.com report on blackouts,
[33:46.000 --> 33:50.000]  so did media matters, George Soros outfit,
[33:50.000 --> 33:54.000]  and they just tell lie after lie in this piece we're going through here.
[33:54.000 --> 34:00.000]  Anytime communities experience major outages,
[34:00.000 --> 34:06.000]  it is a cause for concern and major utilities and regulators are investigating steps
[34:06.000 --> 34:13.000]  that can be taken to decrease any weather related vulnerability of power generating plants in the state,
[34:13.000 --> 34:17.000]  unlike their northern counterparts which experience extreme cold every winter
[34:17.000 --> 34:23.000]  and often are not designed to withstand such rare weather conditions.
[34:23.000 --> 34:26.000]  So they go on to claim that we're having power outages, by the way,
[34:26.000 --> 34:32.000]  from, again, New York to California, because they don't experience regular cold,
[34:32.000 --> 34:35.000]  and they're implying that we're only talking about Texas here
[34:35.000 --> 34:41.000]  when it's Texas that's supplying much of Oklahoma, Kansas, Missouri, and surrounding states power,
[34:41.000 --> 34:43.000]  biggest power producer in the country.
[34:43.000 --> 34:50.000]  I mean, we have the clips of Obama saying that he wants to bankrupt coal plants,
[34:50.000 --> 34:54.000]  that you can build one, but they're going to put carbon taxes on you so high
[34:54.000 --> 34:57.000]  that it's going to bankrupt you. In fact, we have that clip.
[34:57.000 --> 35:00.000]  Let's go ahead and roll that clip now.
[35:00.000 --> 35:05.000]  It's only 13 seconds for folks. Here it is.
[35:05.000 --> 35:10.000]  Use coal without emitting greenhouse gases and carbon,
[35:10.000 --> 35:14.000]  and how can we sequester that carbon and capture it?
[35:14.000 --> 35:21.000]  If we can't, then we're going to still be working on alternatives,
[35:21.000 --> 35:30.000]  but let me sort of describe my overall policy.
[35:30.000 --> 35:35.000]  What I've said is that we would put a cap-and-trade system in place
[35:35.000 --> 35:39.000]  that is as aggressive, if not more aggressive, than anybody else's out there.
[35:39.000 --> 35:43.000]  I was the first to call for 100% auction on the cap-and-trade system,
[35:43.000 --> 35:49.000]  which means that every unit of carbon or greenhouse gases was admitted
[35:49.000 --> 35:52.000]  that would be charged to the polluter.
[35:52.000 --> 35:57.000]  That will create a market in which whatever technologies are out there
[35:57.000 --> 36:00.000]  to be presented, whatever power plants that are being built,
[36:00.000 --> 36:04.000]  that they would have to meet the rigors of that market
[36:04.000 --> 36:10.000]  and the ratcheted down caps that are placed imposed every year.
[36:10.000 --> 36:13.000]  So if somebody wants to build a coal-powered plant, they can.
[36:13.000 --> 36:17.000]  It's just that it will bankrupt them because they're going to be charged
[36:17.000 --> 36:22.000]  a huge sum for all that greenhouse gas that's being emitted.
[36:22.000 --> 36:28.000]  That will also generate billions of dollars that we can invest in solar, wind, biodiesel.
[36:28.000 --> 36:32.000]  By the way, solar supplies 1% of the United States,
[36:32.000 --> 36:35.000]  and I looked up the Fed's admitted numbers,
[36:35.000 --> 36:41.000]  it cost 10 times as much money for every megawatt of wind power that you get compared to coal.
[36:41.000 --> 36:45.000]  Then they go on and lie and say that coal is incredibly toxic.
[36:45.000 --> 36:48.000]  I'm going to play a three-minute news piece coming up the next segment
[36:48.000 --> 36:53.000]  where they go from the beginning to the end of the steps with coal
