[00:00:00.302 --> 00:00:01.563]  You've got it.
[00:09:53.418 --> 00:09:58.661]  Is there a risk that the United States could lose its AAA credit rating, yes or no?
[00:09:58.661 --> 00:09:59.242]  No risk of that.
[00:09:59.582 --> 00:10:00.002]  No risk.
[00:10:00.002 --> 00:10:00.383]  No risk.
[00:10:00.383 --> 00:10:12.614]  Again, if you listen carefully now, you see the leadership of the United States of America, the President, the Republican leadership in both houses, and the Democrats, recognizing now that this is the right thing to do for the economy.
[00:10:12.614 --> 00:10:18.399]  That we have to put in place now reforms that bring down our long-term deficits in ways that will help strengthen future growth.
[00:10:18.399 --> 00:10:25.945]  And that's incredibly important recognition by people, and we'd like to put something in place as soon as we can, so we can begin that process.
[00:10:27.233 --> 00:10:33.578]  Now, you can watch the full 7-minute clip at InfoWars.com right now.
[00:10:33.578 --> 00:10:34.999]  It's titled, Flashback.
[00:10:34.999 --> 00:10:35.940]  Geithner said U.S.
[00:10:35.940 --> 00:10:39.202]  would not lose AAA rating after debt limit hike.
[00:10:41.377 --> 00:10:49.403]  You have to understand that we have been signed on under the October 3rd, 2008, quote, banker bailout law.
[00:10:49.403 --> 00:11:03.012]  We have been signed on to $640 plus trillion of the $1.5 quadrillion in growing derivatives, fraud, debt instrument scam, Ponzi garbage.
[00:11:03.012 --> 00:11:10.698]  And that it is impossible for the American people to pay $600 plus trillion, or to pay $40 trillion, or to pay $10 trillion.
[00:11:11.690 --> 00:11:15.493]  Okay, now you hear about our current debt is $14.5 trillion.
[00:11:15.493 --> 00:11:18.995]  Why then are we being told that we're insolvent and bankrupt?
[00:11:18.995 --> 00:11:29.362]  Because we have been signed on, and so has Europe and every other major industrialized country, by our leaders who've been bought and paid for by the big six banks.
[00:11:29.362 --> 00:11:31.684]  We have been signed on to that debt.
[00:11:32.404 --> 00:11:49.216]  And so, as Dr. Paul Craig Roberts, former head of policy at the Department of Treasury has said, as Dr. Webster Tarpley, economist, has stated, as all of these expert guests in my own research, it's just common sense, have stated, that entire debt limit increase was a dog and pony show.
[00:11:49.216 --> 00:11:51.898]  The Republicans came forward with very small cuts.
[00:11:51.898 --> 00:11:53.739]  Two and a half trillion over ten years?
[00:11:53.739 --> 00:11:54.460]  Give me a break.
[00:11:55.440 --> 00:12:01.746]  The Democrats came in with $1.5 trillion in cuts, most of which didn't start until next year and then over 10 years.
[00:12:01.746 --> 00:12:05.929]  It's total, total, total smoke and mirrors.
[00:12:05.929 --> 00:12:07.691]  It has nothing to do with reality.
[00:12:07.691 --> 00:12:14.657]  So why did they hype up the debt limit increase, something they've done dozens and dozens, like 30-something times in the last two decades?
[00:12:14.657 --> 00:12:19.220]  Why are they making such a big deal out of it?
[00:12:19.220 --> 00:12:22.663]  Well, it wasn't about the actual little debt increase.
[00:12:23.661 --> 00:12:28.284]  It was about what was in that agreement.
[00:12:28.284 --> 00:12:33.368]  Huge tax increases on the middle class.
[00:12:33.368 --> 00:12:39.632]  No real cuts to corporate welfare and defense spending and things like that.
[00:12:39.632 --> 00:12:48.458]  And it gives this board of 12 members, 6 House, 6 Senate, with the President as the 13th veto power.
[00:12:48.458 --> 00:12:49.879]  That's the Council of 13.
[00:12:49.879 --> 00:12:51.480]  Couldn't get any more creepy or cryptic.
[00:12:52.677 --> 00:13:03.182]  That they now have the power to originate the legislation, and they bring it to the House and Senate, and there is either a up-down vote.
[00:13:03.182 --> 00:13:15.727]  And then it goes on to state, this is law now, it goes on to state that if they don't take the offer they're given by the Council of 13, that then it, quote, reverts to whatever the Council of 13 have set up.
[00:13:15.727 --> 00:13:17.828]  So that's do what we say or we'll do what we want.
[00:13:18.920 --> 00:13:22.124]  It is incredible authoritarianism.
[00:13:22.124 --> 00:13:34.039]  And as the Associated Press and Huffington Post and New American and Ron Paul and Judge Andrew Napolitano have all stated, it is a new branch of government.
[00:13:39.142 --> 00:13:50.648]  And it is exactly what started happening in the decline of Rome, where a select inter-coterie of Senators teamed up with the Caesars to basically frustrate the will of the rest of the people.
[00:13:50.648 --> 00:13:58.352]  And the Republic is dying, not with a bang, but with a whimper.
[00:13:58.352 --> 00:14:01.914]  So, we're in deep trouble.
[00:14:01.914 --> 00:14:05.096]  Because now, as we predicted, not hard to do,
[00:14:05.936 --> 00:14:15.178]  Just like three years ago, you give them tens of trillions of dollars, they won't tell Congress where the money went, the big six banks, and then within months, oh, it didn't fix things, we need more.
[00:14:15.178 --> 00:14:16.818]  Oh, it didn't fix things, we need more.
[00:14:16.818 --> 00:14:23.619]  In Europe, in Ireland, in Greece, in Spain, in Portugal, in Italy, give us trillions more.
[00:14:23.619 --> 00:14:33.861]  You give them trillions more of your tax money, they don't pay off the derivatives debts that the public is signed on to, so the economy doesn't, quote, fold, because they're too big to fail.
[00:14:35.592 --> 00:14:39.156]  And now they're going into their third round of bailouts in Europe.
[00:14:39.156 --> 00:14:41.278]  Our second round here.
[00:14:41.278 --> 00:14:42.279]  This is how they do it.
[00:14:42.279 --> 00:14:55.232]  This is how they hold you hostage and play on the public's lack of knowledge about how international finance and how fiat currencies and how counterfeit derivative financial instruments operate.
[00:14:55.232 --> 00:14:58.535]  And as again, as I predicted, this was not hard to see.
[00:14:59.931 --> 00:15:08.997]  The Associated Press, Reuters, the Sunday news shows today, everywhere are saying the Tea Party caused the debt downgrade.
[00:15:08.997 --> 00:15:20.405]  The Tea Party, the people that wanted to audit the Federal Reserve, the people that wanted to get Congress back in control of the purse, the people that want the Constitution and the Second Amendment.
[00:15:20.405 --> 00:15:23.087]  I'm not saying the Tea Party, mainline Tea Party, are perfect.
[00:15:23.087 --> 00:15:24.728]  They're pretty much Republican taken over.
[00:15:24.728 --> 00:15:25.409]  But the point is,
[00:15:26.809 --> 00:15:33.871]  The Republican compromise is $2.5 trillion in cuts over 10 years.
[00:15:33.871 --> 00:15:35.291]  That has nothing to do with this.
[00:15:35.291 --> 00:15:49.395]  We're losing our debt downgrade because S&P and Moody's and others are a revolving door of operatives and corporate officers out of Goldman Sachs, JP Morgan, Bank of England, Citibank, Bank of America.
[00:15:50.939 --> 00:15:52.362]  The Big Six.
[00:15:52.362 --> 00:15:55.328]  But here is the headline.
[00:15:55.328 --> 00:15:57.111]  And we told you this was coming.
[00:15:57.111 --> 00:15:59.616]  White House advisor blames Tea Party for downgrade.
[00:16:02.247 --> 00:16:06.208]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:16:06.208 --> 00:16:15.071]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:16:15.071 --> 00:16:19.692]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:16:19.692 --> 00:16:30.515]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:16:31.155 --> 00:16:40.658]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:16:40.658 --> 00:16:46.100]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:16:46.100 --> 00:16:53.583]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:16:53.583 --> 00:16:56.344]  That's www.silverlungs.com.
[00:17:00.305 --> 00:17:01.485]  A very wealthy U.S.
[00:17:01.485 --> 00:17:08.408]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:17:08.408 --> 00:17:10.969]  He says it will change everything about our lives.
[00:17:10.969 --> 00:17:16.351]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:17:16.351 --> 00:17:19.392]  Now this man has made some outrageous predictions over the years.
[00:17:19.392 --> 00:17:21.433]  The crazy part is, he's usually right.
[00:17:21.693 --> 00:17:27.958]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:17:27.958 --> 00:17:31.340]  In fact, Barron's called his work a dire prophecy.
[00:17:31.340 --> 00:17:37.124]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:17:37.124 --> 00:17:38.765]  And it's a real eye-opener.
[00:17:38.765 --> 00:17:40.046]  I can't stress this enough.
[00:17:40.046 --> 00:17:42.728]  You should at least watch this free video online today.
[00:17:42.728 --> 00:17:46.951]  He explains everything you need to know, including simple steps you can take to protect yourself.
[00:17:46.951 --> 00:17:49.533]  You can find the video at www dot
[00:17:49.733 --> 00:17:51.554]  End of America 3.com.
[00:17:51.554 --> 00:17:54.136]  That's End of America, the number 3.com.
[00:17:54.136 --> 00:17:58.018]  Watch the free video at www.EndOfAmerica3.com.
[00:17:58.018 --> 00:18:00.379]  That's EndOfAmerica3.com.
[00:18:00.379 --> 00:18:03.721]  Congratulations to our friends at eFoodsDirect.com.
[00:18:03.721 --> 00:18:08.324]  In August, they celebrate 30 years in the long-term storable food business.
[00:18:08.324 --> 00:18:15.788]  To celebrate, eFoodsDirect.com is offering the lowest price ever on their one-year Freedom Food Supply, even less than the price in 1981.
[00:18:15.788 --> 00:18:16.529]  For a limited time, you get 30%
[00:18:19.210 --> 00:18:19.991]  I don't know.
[00:18:37.861 --> 00:18:38.221]  I think so.
[00:18:59.844 --> 00:19:04.386]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:19:04.386 --> 00:19:05.307]  Number one.
[00:19:05.307 --> 00:19:08.729]  New climate legislation could easily double or triple your electric bill.
[00:19:08.729 --> 00:19:09.589]  Number two.
[00:19:09.589 --> 00:19:14.492]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:19:14.492 --> 00:19:15.232]  It's true.
[00:19:15.232 --> 00:19:20.095]  Total government control of electricity in the name of smart grid technology is coming.
[00:19:20.095 --> 00:19:20.915]  Number three.
[00:19:20.915 --> 00:19:24.517]  In some areas of the country, the power grid is dangerously overloaded.
[00:19:24.517 --> 00:19:28.199]  And now, new socialist legislation is only compounding the problem.
[00:19:28.419 --> 00:19:29.200]  Number 4.
[00:19:29.200 --> 00:19:31.962]  Dangerous weather is always a threat to local grids.
[00:19:31.962 --> 00:19:35.646]  Every year, thousands of families lose their power from weather-related outages.
[00:19:35.646 --> 00:19:36.447]  Number 5.
[00:19:36.447 --> 00:19:40.590]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:19:40.590 --> 00:19:45.355]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:19:45.635 --> 00:19:49.797]  You can get more information at www.mysolarbackup.com.
[00:19:49.797 --> 00:19:51.597]  That's mysolarbackup.com.
[00:19:51.597 --> 00:19:53.838]  Remember, the government doesn't own the sun.
[00:19:53.838 --> 00:19:56.459]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:19:56.459 --> 00:20:02.802]  Coast to Coast.
[00:20:02.802 --> 00:20:04.862]  Direct from Austin.
[00:20:04.862 --> 00:20:08.064]  You're listening to the Alex Jones Broadcasting Network.
[00:20:12.918 --> 00:20:16.483]  Crashing through the lies and disinformation.
[00:20:16.483 --> 00:20:20.650]  It's Alex Jones on the GCN Radio Network.
[00:20:23.757 --> 00:20:30.003]  Alright, I'm gonna get into the mysterious shoot-down with at least 20 members of SEAL Team 6 killed.
[00:20:30.003 --> 00:20:35.467]  Coming up, we've also got other news like Google blames human for robot car crash.
[00:20:35.467 --> 00:20:39.231]  But all of the human witnesses are saying that what Google says isn't true.
[00:20:39.231 --> 00:20:43.294]  That's right, there's already Google cars driving around without people in them.
[00:20:43.294 --> 00:20:45.516]  It'll totally replace truck drivers, you name it, soon.
[00:20:45.516 --> 00:20:48.399]  And they'll show statistics that it's safer and then make you
[00:20:49.439 --> 00:20:52.481]  Be driven around by the robotic system.
[00:20:52.481 --> 00:20:55.442]  That's all part of the dehumanization coming up.
[00:20:55.442 --> 00:20:56.723]  We're going to be breaking that down.
[00:20:56.723 --> 00:21:05.627]  Also, earlier, if you're watching on PrisonPlanet.TV, we stream the radio show also over the web and live in color at PrisonPlanet.TV.
[00:21:05.627 --> 00:21:12.151]  You saw up on screen, we popped Fox News up there for a moment showing huge fires, burning cars, you name it, in London.
[00:21:13.539 --> 00:21:23.764]  And that's after police reportedly shot a unarmed 29-year-old man, and they've been rioting now for two days there.
[00:21:23.764 --> 00:21:31.888]  And I saw another report, I see these all the time, this is from earlier in the week, street vendor beaten to death, riot rocks Chinese city.
[00:21:32.868 --> 00:21:36.129]  And every few days they attack and burn down police stations in China.
[00:21:36.129 --> 00:21:38.909]  They have thousands of riots a year.
[00:21:38.909 --> 00:21:40.830]  Now, here's my question.
[00:21:40.830 --> 00:21:47.071]  What makes Americans different than Brits, who are normally pretty docile, pretty gentlemanly?
[00:21:47.071 --> 00:21:49.372]  Hence, you know, the Brits are gentlemen.
[00:21:49.372 --> 00:21:53.773]  I guess there's that stereotype or slash soccer hooligans, whichever one you want to pick up on.
[00:21:55.053 --> 00:22:00.094]  All the time we see people shot and killed or beaten to death by police in the U.S.
[00:22:00.094 --> 00:22:04.455]  and the police then don't even get in trouble when it's on video.
[00:22:04.455 --> 00:22:12.196]  And I keep getting calls about this and comments saying cover it, cover it, even though I probably covered this 15 times.
[00:22:12.196 --> 00:22:21.058]  But it does show folks are outraged by it and now police have spoken out behind the scenes and this has been covered by KFI and other stations out in L.A.
[00:22:22.418 --> 00:22:39.710]  That they've seen the surveillance footage that the police won't release, both from the squad car and a city camera, reportedly with a city camera controller zoomed in on it, where they beat the guy that didn't resist, tasered him six times, and beat the butts of their guns into his head until he died.
[00:22:39.710 --> 00:22:41.030]  Well, he died a day later.
[00:22:41.030 --> 00:22:48.495]  And they were reportedly doing knee drops into his head over and over again, the nonviolent homeless person.
[00:22:48.495 --> 00:22:50.297]  And they needed to let off some steam.
[00:22:50.297 --> 00:22:52.258]  That's what they said about Abu Ghraib.
[00:22:53.939 --> 00:22:58.520]  I've got a clip of Limbaugh saying Abu Ghraib is letting off some steam.
[00:22:58.520 --> 00:22:59.981]  And so that's the new America.
[00:22:59.981 --> 00:23:12.965]  I mean, and people, by the way, his dad is a retired police officer and says he's very ashamed of ever being associated with the police department because he's so shocked that they want him to release the tape.
[00:23:12.965 --> 00:23:13.905]  Nobody's in trouble.
[00:23:13.905 --> 00:23:15.026]  What, two, three weeks into this.
[00:23:15.866 --> 00:23:20.229]  And even though people are now leaking the fact that it is just brutal.
[00:23:20.229 --> 00:23:30.215]  He just lays there, blood just running out, and they just like, children that think they're playing WWF wrestling, just start knee-dropping into his neck, blood shooting out.
[00:23:30.215 --> 00:23:35.339]  Reportedly, blood was splattering up to 10 feet away on police officers' faces.
[00:23:35.339 --> 00:23:40.682]  That only seemed to... But I actually support this, because I'm not anti-law enforcement.
[00:23:40.982 --> 00:23:43.484]  And I think that they need to let off some steam.
[00:23:43.484 --> 00:23:48.489]  Of course, I'm being sickeningly sarcastic and illustrating absurdity by being absurd.
[00:23:48.489 --> 00:23:57.057]  The point is, is that we have a lot of good police in this country, but we also have a lot of really bad police forces where thugs run them and where they can get away with bloody murder.
[00:23:57.057 --> 00:24:01.181]  And it's called tyranny, just like we know there's tyranny in Mexico or North Korea.
[00:24:01.181 --> 00:24:04.865]  And we know that when you live in a tyranny, the tyranny is personified by the uniform.
[00:24:06.071 --> 00:24:12.658]  Uh, once Guardians of the Republic, now Guardians of the New World Order, uh, in many, many cases.
[00:24:12.658 --> 00:24:17.383]  Uh, so, uh, there I am covering, uh, that case again of Kelly Thomas, 37.
[00:24:17.383 --> 00:24:22.128]  Um, no weapons on him, no nothing.
[00:24:22.128 --> 00:24:24.251]  And, uh, that's just the, uh, end of it.
[00:24:24.251 --> 00:24:26.173]  And it was all witnessed by people that also saw it.
[00:24:27.345 --> 00:24:35.388]  Um, and there's grainy footage shot from somebody's cell phone about 60 feet away, and he begs for his dad for a while until he succumbs to gurgling blood.
[00:24:35.388 --> 00:24:41.571]  He's screaming, Daddy, Daddy, help me, and they just keep laughing and tasering and then slaughter him hardcore.
[00:24:41.571 --> 00:24:43.252]  All right, well, there you go.
[00:24:43.252 --> 00:24:46.233]  And don't worry, the banks are going to slaughter your pension funds, police.
[00:24:46.233 --> 00:24:48.174]  You think you've been given all this power for no reason?
[00:24:48.954 --> 00:24:50.456]  I see the reports all over the country.
[00:24:50.456 --> 00:24:52.658]  We're in Texas, in small towns everywhere.
[00:24:52.658 --> 00:24:54.680]  The police even go on camera and admit it.
[00:24:54.680 --> 00:24:57.523]  They pull over old women, young people, they don't care.
[00:24:57.523 --> 00:24:59.986]  You got 500 bucks in your wallet, they take it.
[00:24:59.986 --> 00:25:01.708]  You could even have the ATM receipt.
[00:25:01.708 --> 00:25:04.991]  They say, we don't care, we're taking your cash.
[00:25:04.991 --> 00:25:07.314]  And they're so proud, they go on TV and admit it.
[00:25:08.177 --> 00:25:15.527]  And just like in New York, we have footage of police coming up to peaceful demonstrators and saying, we're going to say your bag's a bomb and your camera's a gun.
[00:25:15.527 --> 00:25:17.390]  You're going to go to jail for terrorism.
[00:25:17.390 --> 00:25:17.630]  Leave.
[00:25:17.630 --> 00:25:18.552]  You're not allowed to protest.
[00:25:18.552 --> 00:25:19.713]  And they say, but I even have the permit.
[00:25:19.713 --> 00:25:21.256]  And they say, I don't care.
[00:25:21.256 --> 00:25:22.437]  I'm going to say you got a bomb and a gun.
[00:25:23.368 --> 00:25:24.889]  And they say, okay, I'm leaving.
[00:25:24.889 --> 00:25:28.172]  And the cops let them leave with that on tape.
[00:25:28.172 --> 00:25:34.677]  I mean, again, that is a felony to sit there and say, I will call in a fake bomb threat.
