[00:00.000 --> 00:13.000]  Big Brother, mainstream media. Government cover-ups. You want answers? Well, so does he.
[05:44.000 --> 05:52.000]  One of my oldest sponsors. You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[05:52.000 --> 06:00.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[06:00.000 --> 06:07.000]  When you're out on the road, the last place you want to be is on the road.
[06:07.000 --> 06:12.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[06:12.000 --> 06:20.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[06:20.000 --> 06:29.000]  They so pride in every stitch guarantee you love the way they fit.
[06:29.000 --> 06:39.000]  They put a diamond gusset in the crotch where you need it most. Blue diamond gussets got it. Others don't.
[06:39.000 --> 06:46.000]  We turn jeans inside out. Diamond gusset jeans. Made in the USA with unparalleled quality.
[06:46.000 --> 06:52.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[06:52.000 --> 06:59.000]  Order yours at gusset.com. Diamond gusset jeans got it. Others don't.
[06:59.000 --> 07:10.000]  Hello, Alex Jones has told you about the delicious, safe, easy-to-fix and very storable food from eFoodsDirect.
[07:10.000 --> 07:15.000]  Well, here's the great news. It's that time of year and their holiday special is here.
[07:15.000 --> 07:21.000]  Two holiday-priced packs for you to put into your reserve for a secure future or share with others.
[07:21.000 --> 07:31.000]  The first is a six-month bulk supply in number 10 cans and the second is a five-week supply of quick and easy meals, including delicious bakery items shipped in heavy-duty totes.
[07:31.000 --> 07:40.000]  Both are special values for the holidays. When you order two or more of these special holiday packs, you'll get free shipping on the entire order.
[07:40.000 --> 07:45.000]  These holiday packs are all special combinations of food that are not available at any other time of the year.
[07:45.000 --> 07:58.000]  Call 800-409-5633 on the web eFoodsDirect.com slash Alex. That's 800-409-5633 on the web eFoodsDirect.com slash Alex.
[07:58.000 --> 08:22.000]  Big Brother, mainstream media, government cover-ups. You want answers? Well, so does he. He's Alex Jones on the GCN Radio Network and now, live from Austin, Texas, Alex Jones.
[08:29.000 --> 08:43.000]  The TSA is now beginning to completely collapse. Public opinion is solidly against them, despite the fact that they've been putting out fake polls of how they enjoy over 80% support.
[08:43.000 --> 08:55.000]  Those polls fly in the face of just common street buzz and many other scientific polls that show the complete opposite of what CBS News and others are reporting.
[08:55.000 --> 09:05.000]  Most polls show over 90%, including Reuters, 96% against the TSA and what they're doing, and folks saying they're not going to fly in record numbers.
[09:05.000 --> 09:17.000]  And tourism is completely imploding. Record numbers of people refusing to fly or travel. We've seen this trend since 2006 accelerating.
[09:17.000 --> 09:36.000]  That is all coming up as well today. We are live. It is Monday, the 22nd day of November, 2010. We're going to get Joel Scousen, political analyst, on to talk about a host of issues with us today in the third hour.
[09:36.000 --> 09:49.000]  He's also got some new breaking news. Terrorism, conspiracy in the UK involving the Bank of England, Lord James to the House of Lords, eye-laundered money for the IRA.
[09:49.000 --> 10:11.000]  And it's come out for a long time in England, even in the BBC and Guardian, that the British government ran the violent arm of the IRA for decades to demonize the peaceful arm of the IRA and as a pretext to keep troops in Northern Ireland.
[10:11.000 --> 10:29.000]  So this is the oldest trick in the book. You stage events as a pretext to use force against a wider group you wish to persecute. That is coming up. We'll also get his take on the economy, on stage terror, on what's happening politically in this nation and a lot more today.
[10:29.000 --> 10:45.000]  Also, we've got a lot of other amazing news here in the stack. In fact, let me just go ahead and start going through the headlines themselves. Then I'm going to fire the toll-free number out and have wide open phones throughout the full transmission.
[10:45.000 --> 10:57.000]  Pessimistic Fed to slash growth forecast. Federal Reserve says things aren't as good as they previously said. Nobody's buying their propaganda now, so to have some credibility, they're telling a little bit of the truth.
[10:57.000 --> 11:14.000]  Bloomberg reports Ireland is second Euro nation to seek aid as banks wobble. They want to bail out that's roughly 60% of their total economy and they go on to report here that that's not even expected to help, but they still are going to do it.
[11:14.000 --> 11:26.000]  The bigger the bailouts, the bigger the hole is. Again, it's a black hole, mathematically impossible to pay back. It's designed that way to transfer all wealth to the private central banks.
[11:26.000 --> 11:44.000]  The Irish-EU IMF rescue would dwarf Greek bailout on bank cost. Ireland will seek emergency international aid, totaling as much as 60% of the size of its economy, dwarfing the Greek bailout to save its banks and bolster its finances.
[11:44.000 --> 12:00.000]  It will last for 95 billion euros or 130 billion US dollars from the European Union and International Monetary Fund. Goldman Sachs Group Inc. estimates Unicredit SA put the package as much as 85 billion euros while Deutsche Bank sees a 90 billion euro plan.
[12:00.000 --> 12:20.000]  The 110 billion euro aid for Greece in May was an equivalent of 47% of its gross domestic product. And they will have to massively increase taxes to give the money to the private central banks who will then loan them money back at interest.
[12:20.000 --> 12:31.000]  Oh yes, this is what it's all about. Being in the euro or in the North American Union is about being straightjacketed by the banks so they can then suck you dry.
[12:31.000 --> 12:36.000]  We told you this is where the euro was leading. It was set up to do this. Many other founders admitted that.
[12:36.000 --> 13:02.000]  Analyst, Irish EU bailout may not stop Portugal follow-up. Of course it won't stop a Portugal follow-up, as Reuters is saying. It's designed to do that. The European Union bailout of Ireland may give short-term relief to markets, but despite Eurozone hopes may not prevent markets from pushing Portugal to get EU assistance unless a more general solution is found soon.
[13:02.000 --> 13:18.000]  Here's a report out of CNBC. In bailout, Spain will be the biggest. Oh yes, Spain's coming after Ireland and Portugal. And then it's going to be England. And then it's going to be France. And then it's going to be Germany and every other country.
[13:18.000 --> 13:34.000]  When you look at the European Union, it is a holding company of unelected bureaucrats over the nations, just like the World Trade Organization's group of unelected bureaucrats, that the governments have signed their authority over to.
[13:34.000 --> 13:50.000]  And it's a receivership arm. And after they're done bankrupting Europe, they'll bankrupt them again and again and again until you live like people in Nigeria or Argentina. Continuing, the biggest bailout the European Union will have to do if it comes to it will be Spain.
[13:50.000 --> 14:08.000]  And it's worrying that there is not a set mechanism of how to go about it. And of course, the bailouts work two ways. The Germans and others have to pay tax money in. The Brits have to pay tax money in to bail out Ireland, Spain, Portugal, Greece, Eastern European nations as well.
[14:08.000 --> 14:18.000]  Notice it started with them two years ago. The taxpayers have got to pay for that. Then they go into more debt to the bankers. Then they get loans from the bankers at the national level.
[14:18.000 --> 14:28.000]  And they have to pay taxes on that. And then the Irish and others, they've got to pay back to the same bankers. And it's all just made up zeros and ones out of a computer.
[14:28.000 --> 14:44.000]  This is the mega fraud. So of course, the big banks lobbied for big government and high debt rates and higher interest rates. And as Ireland loses its credit rating, the cost to service their debt just last week doubled.
[14:44.000 --> 15:04.000]  See how you never get out of it mathematically. So it goes into Spain in this report. Continuing, Geithner says Obama opposes depriving Fed of employment mandate. They're always spending it like you're not going to take away the power of the private Federal Reserve to save America.
[15:04.000 --> 15:20.000]  We're not going to take the mandate away to create jobs. Then you read the mandate. It's the mandate, the unelected bureaucratic power outside of government as Greenspan told their news hour last year that they are unregulatable.
[15:20.000 --> 15:36.000]  Remember Dick Cheney saying I'm not even part of the executive. I'm in my own branch. It's just made up. It's like Bush ordering people to torture and saying because he can. No, he can't. You're not above the law or TSA saying they can stick their hands down their your pants.
[15:36.000 --> 15:48.000]  No, they can't just because they say their God doesn't make it so. And they're also in the news saying let's not politicize the Federal Reserve. Come on, let's leave it outside of debate outside of criticism.
[15:48.000 --> 16:06.000]  You just forget it exists and let's not discuss its role. It's dominant role. It's it's complete role in governing our economy and our society and creating this crisis. They're also in the Associated Press saying that.
[16:06.000 --> 16:18.000]  Crisis of fiat currency US dollar surplus is converted into gold. Something's going on that our government does not want you to know about. Very few journalists have written about it and little or nothing has appeared in mainstream media.
[16:18.000 --> 16:26.000]  The story can be one of the major stories of our time. This is fresh out from Bob Chapman today, international forecaster up on info wars.com.
[16:26.000 --> 16:37.000]  Some of the big stars have tried to destroy gold as a backing for currencies for many years. Presently, the major media won't touch the story and that is understandable.
[16:37.000 --> 16:51.000]  Something we have been writing about for years is the Shanghai Cooperation Organization known as SCO. Few have been listening and few have been interested in what their mission is and what they've been up to.
[16:51.000 --> 17:02.000]  Others are large oil producers and some like China are large oil users. Some have very large dollar surpluses as well. Some are large commodity and gold and silver buyers.
[17:02.000 --> 17:16.000]  In fact, members are in a great part responsible for driving these prices higher. It is debatable, but we believe there is a conscious effort to accumulate gold and silver, dump dollars and back their currencies with gold.
[17:16.000 --> 17:21.000]  Then he goes through the evidence of that, a major move into gold. That's why it's been going up.
[17:21.000 --> 17:27.000]  So you've got some of the globalist interest buying gold and silver while the big mega central banks try to drive it down.
[17:27.000 --> 17:40.000]  And there's more and more protesting against the private central banks going on. International soccer star reclaim your power by pulling your money out of your bank December 7th.
[17:40.000 --> 17:48.000]  And it says most Americans haven't heard of him, but Eric Cantona is a huge international soccer star known throughout Europe and much of the world.
[17:48.000 --> 18:00.000]  Cantona is calling for Europeans to pull their money out of the banks December 7th and he goes into the New World Order. He goes into how these banks are controlling everything, how they're engineering, control of our society, how they're the real enemy.
[18:00.000 --> 18:07.000]  The world is awake and staring at the true ruling class.
[18:07.000 --> 18:18.000]  Here's another key story from Cryptone.com. Could millionaires fleeing the U.S. cause a wild card economic event? Absolutely. We'll be breaking that down.
[18:18.000 --> 18:31.000]  So that's just some of what is in the economic stack here today on the front of 9-11 Truth. We'll play this video later.
[18:31.000 --> 18:38.000]  Haroldo expands his 9-1-1 comments, says WTC collapse reminiscent of control demolition.
[18:38.000 --> 18:46.000]  Judge Andrew Napolitano put him on the hot seat and said, so you're questioning 9-11 Truth.
[18:46.000 --> 18:55.000]  So you're saying the folks that talk about that aren't bad. And Haroldo says, no, it looks like they could be right and it looks like it could be a controlled demolition.
[18:55.000 --> 19:07.000]  It's, quote, reminiscent of one. So a week and a half ago, Haroldo on his own show said that he thinks 9-11 Truth has legitimate concerns and it looks like Building 7 could have been blown up.
[19:07.000 --> 19:15.000]  And then when he went on Judge Napolitano's show, he basically said the same thing. This is a big deal.
[19:15.000 --> 19:23.000]  So I've got a lot of problems with Haroldo Rivera over the years, but you've got to give people credit where credit is due.
[19:23.000 --> 19:33.000]  Now, people will spin that. Alex endorses Fox News. Alex endorses Haroldo Rivera, which is always a red herring, paper tiger, straw man.
[19:33.000 --> 19:41.000]  I'm just saying I'm giving credit where credit is due. Kind of like when Glenn Beck comes out and says the government may stage terror attacks a new Oklahoma city and blame it on the American people.
[19:41.000 --> 19:45.000]  That's a big deal. I mean, you have to give credit where credit is due.
[19:45.000 --> 19:58.000]  I want to get into the huge. I mean, every day it just gets bigger as you've seen and noticed. Latest developments on TSA, they are beginning to capitulate, but they're going to come in with the stage terror.
[19:58.000 --> 20:00.000]  But first, I want to take your phone calls.
[20:00.000 --> 20:06.000]  Still worrying? From GMO to organic food in jeopardy divided by economic turmoil, there is still an answer.
[20:06.000 --> 20:10.000]  With just a little knowledge easily acquired, you will literally see food everywhere.
[20:10.000 --> 20:15.000]  Author Linda Runyon has these skills from having lived this way of life and created the tools so you could too.
[20:15.000 --> 20:20.000]  Wild food is economical, nutritious, freely available, abundant and free for the taking.
[20:20.000 --> 20:24.000]  It is a skill that takes little time to learn, but stays with you for life.
[20:24.000 --> 20:30.000]  And now, for a limited time, it's all on sale. It's called the Bye Bye Old Website Sale. Can you guess what's coming?
[20:30.000 --> 20:35.000]  Absolutely everything's on sale across the board, including our already discounted packages.
[20:35.000 --> 20:40.000]  And you know, the holidays are coming up fast. We don't know if we're going to have another sale this year.
[20:40.000 --> 20:47.000]  This was the only one in 2010 so far. We've been lucky to keep our prices the same since 2008, but who knows what the future will bring.
[20:47.000 --> 20:53.000]  So go to ofthefield.com now or call toll-free 1-888-51-EAT-FREE.
[20:53.000 --> 21:00.000]  That's ofthefield.com or call 1-888-51-EAT-FREE and cross food off your to-do list.
[21:00.000 --> 21:05.000]  They helped to create a new world order. We are part of a new world order.
[21:05.000 --> 21:08.000]  A new world order based upon collective action.
[21:08.000 --> 21:13.000]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[21:13.000 --> 21:18.000]  The new world order really is a tool for addressing a new world of possibilities.
[21:18.000 --> 21:20.000]  It means all the world under their control.
[21:20.000 --> 21:26.000]  The United Nations would take over America. The Trilateral Commission would control the world.
[21:26.000 --> 21:34.000]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[21:34.000 --> 21:39.000]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[21:39.000 --> 21:42.000]  Global governance with the establishment of the G20.
[21:42.000 --> 21:48.000]  So it's going to be an inner ruling elite and then everyone else. And I got news for you. You're everyone else.
[21:48.000 --> 21:54.000]  Invisible Empire. Secure your copy today at infowars.com or prisonplanet.com
[21:54.000 --> 21:59.000]  or watch it online in the highest quality at prisonplanet.tv
[21:59.000 --> 22:02.000]  Making the right decisions is a challenge to investors.
[22:02.000 --> 22:06.000]  Are we going to see economic growth? Slide into a recession or at worst depression.
[22:06.000 --> 22:08.000]  Hi, Ted Anderson from Midas Resources.
[22:08.000 --> 22:13.000]  We all know when a company acts irresponsibly, divesting ourselves in a move towards safety is prudent.
[22:13.000 --> 22:17.000]  When the market becomes volatile, U.S. Treasuries are a safe haven.
[22:17.000 --> 22:22.000]  But what do you do when the U.S. government overextends itself and spends beyond its means?
[22:22.000 --> 22:27.000]  Many investors are turning toward gold as a common sense alternative to traditional paper investments.
[22:27.000 --> 22:31.000]  Midas Resources has put together a powerful book titled 10 Reasons to Own Gold.
[22:31.000 --> 22:36.000]  Discussing costs, benefits, risks, featuring full color illustrations, weights, and measures.
[22:36.000 --> 22:41.000]  The book is free and can be yours by calling 800-686-2237.
[22:41.000 --> 22:45.000]  Paper investments are dwarfed by gold 6000 year history.
[22:45.000 --> 22:51.000]  Discover how gold may be right for you and your IRA by calling 800-686-2237.
[22:51.000 --> 22:58.000]  Whether buying or it's time for you to sell, the book is free. Call 800-686-2237.
[23:21.000 --> 23:26.000]  Big Berkey Water Filter is powerful enough to purify stagnant pond water and is great for camping and emergencies.
[23:26.000 --> 23:33.000]  Right now, GCN listeners get 5% off all ceramic filter systems and free shipping on orders over $50.
[23:33.000 --> 23:38.000]  Purchase any filter system from BigBerkeyWaterFilters.com to get your choice of Berkey sport bottles,
[23:38.000 --> 23:44.000]  a KDF shower filter, a set of fluoride filters, or the new sight glass spigot. Absolutely free.
[23:44.000 --> 23:54.000]  Visit BigBerkeyWaterFilters.com or call 877-99BERKEY today. That's 1-877-99BERKEY.
[23:54.000 --> 24:00.000]  Give the gift of health at BigBerkeyWaterFilters.com today.
[24:00.000 --> 24:19.000]  Music.
[24:19.000 --> 24:26.000]  You notice the bullies of the TSA have come out and said,
[24:26.000 --> 24:32.000]  we don't care what you say, what you do, just don't fly, drive a car.
[24:32.000 --> 24:36.000]  And so millions of Americans are saying, okay, we won't fly.
[24:36.000 --> 24:44.000]  And they're calling the different tourism outfits, they're calling the theme parks, the hotels, the airlines, and saying, I'm not flying.
[24:44.000 --> 24:54.000]  That's the biggest thing you can do because then industry will put pressure on the federal government that's trying to basically federalize and nationalize travel.
[24:54.000 --> 24:57.000]  The feds do want to kill our economy. That's been stated.
[24:57.000 --> 25:02.000]  They want a post-industrial world, but they want to do it slowly. They don't want you to notice.
[25:02.000 --> 25:08.000]  Here's the TSA capitulating. First, they won't grab the genitals of pilots.
[25:08.000 --> 25:14.000]  Then they wouldn't be as rough with children under 12, but their new video came out this weekend,
[25:14.000 --> 25:23.000]  just shot in the last few days of a five-year-old having a shirt pulled off and then having a skin rubbed by the male TSA worker.
[25:23.000 --> 25:27.000]  It was very bizarre and creepy running his hands through his hair. It's over.
[25:27.000 --> 25:35.000]  Now, as people focus in on what's going on, it's over. TSA Pat Down went too far, agency chief says.
[25:35.000 --> 25:40.000]  TSA administrator says search of passengers' underwear should have never happened.
[25:40.000 --> 25:44.000]  All over the country, they stick their hands in your pants.
[25:44.000 --> 25:49.000]  We covered it three weeks ago, people couldn't believe it, but now it's been in hundreds of publications.
[25:49.000 --> 25:56.000]  They're not at hundreds of airports accidentally sticking their hands down in your pants and patting your genitals by accident.
[25:56.000 --> 26:00.000]  They were ordered to do that. They're such liars at TSA.
[26:00.000 --> 26:07.000]  Here's another one. In shift, TSA chief says screenings to be minimally invasive. They'll just bring them right back.
[26:07.000 --> 26:11.000]  We got to get rid of the TSA altogether, ladies and gentlemen.
[26:11.000 --> 26:18.000]  By the way, I saw it in the news today that Hezbollah is reportedly down on the border now.
[26:18.000 --> 26:27.000]  The organization out of Palestine, quote, advising the cartels.
[26:27.000 --> 26:32.000]  And I have no doubt of that going on. We're going over that report.
[26:32.000 --> 26:37.000]  But here you have a wide open southern border. You've got Hezbollah down there.
[26:37.000 --> 26:48.000]  But then we've got to pull the colostomy bag or the urine bag. I forget the scientific name.
[26:48.000 --> 26:55.000]  The urnology, instead of colostomy, it's urnology bag. Please don't pull that off. That's connected.
[26:55.000 --> 27:00.000]  No, yes, no, no. And then they just, yeah. And then it starts, the urine starts pouring out.
[27:00.000 --> 27:03.000]  I mean, I'm sorry to get graphic here, but it's mainstream news.
[27:03.000 --> 27:09.000]  You don't even have a nurse touching you or a doctor. It's a TSA person. What's this?
[27:09.000 --> 27:14.000]  It's my colostomy bag. What that? Literally. What that?
[27:14.000 --> 27:18.000]  The guy starts jerking on the guy's colostomy bag. He punches him.
[27:18.000 --> 27:25.000]  I mean, what do you expect to do? What are these $10 an hour goons?
[27:25.000 --> 27:28.000]  Oh, the federal government is so sick.
[27:28.000 --> 27:35.000]  All right, I said I'd go to your calls and I'm already getting into TSA. The good news is they're beginning to cave in.
[27:35.000 --> 27:44.000]  The bad news is they're going to strike back. And I'm not the only one that's been saying this the last three and a half weeks since we kicked the story off.
[27:44.000 --> 27:51.000]  Glenn Beck has now come out and the video is up on infowars.com and prisonplanet.com.
[27:51.000 --> 27:59.000]  He has now come out and he is saying he was actually on the Palatino show. That's a hot show on Vox Business Network.
[27:59.000 --> 28:11.000]  And he is saying that the TSA is going to use whatever event happens as a pretext to crack down on our liberties and freedoms.
[28:11.000 --> 28:13.000]  In fact, here's the exact quote.
[28:13.000 --> 28:23.000]  Beck, Obama will blame terror attack on TSA resistance. And so that is the rest of the story. But I want to go even further after we take a round or two of calls
[28:23.000 --> 28:35.000]  and get into the evidence of the government or elements of it staging the toner attacks and staging the German event last week that's been confirmed.
[28:35.000 --> 28:45.000]  But I've talked to people on the street. They heard about the German bomb, but none of the people I've talked to on the street know that it was retracted and that it was a U.S. government drill.
[28:45.000 --> 28:52.000]  So see, they put it out for two days, bomb on German plane, then they retract it in the back of the paper. This is the tactic that's going on.
[28:52.000 --> 28:55.000]  This is what's happening on this front.
[28:55.000 --> 29:05.000]  So we're going to be discussing that coming up, how the Empire is basically going to strike back on this front.
[29:05.000 --> 29:10.000]  But we'll go to Justin, Matt, Joe, Dennis, Casey on the other side.
[29:10.000 --> 29:19.000]  Then I'm going to get back into what's happening with the economy and more on the TSA and how the system is going to respond to this.
[29:19.000 --> 29:32.000]  Because this is a lot bigger than just churned off, making some money off naked body scanners. It's a lot bigger than just make work for out of work people who can't get jobs at the post office because it's getting ready to go out of the business and falling apart.
[29:32.000 --> 29:40.000]  This is a lot more than that. This is about the federal government power grabbing and taking over all transportation nationwide.
[29:40.000 --> 29:50.000]  So we'll look at all of this coming up, but this is a big place for the American people to show their power and for the American people to learn how much power they've really got.
[29:50.000 --> 30:00.000]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[30:00.000 --> 30:10.000]  Let me tell you a little bit about one of our great sponsors, HomeGain.com. This is the place to get you started buying or selling a home, finding a realtor and getting any real estate questions answered.
[30:10.000 --> 30:21.000]  Go to HomeGain.com and see what I'm talking about. All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[30:21.000 --> 30:26.000]  This is a great way to be able to monitor the value of your home. And again, it's absolutely free.
[30:26.000 --> 30:32.000]  There are tons of tools to help you. For instance, if you want to remodel your home, go to HomeGain.com.
[30:32.000 --> 30:39.000]  Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[30:39.000 --> 30:45.000]  For 10 years, these folks have been helping home sellers and buyers. Visit their link at infowars.com.
[30:45.000 --> 30:58.000]  Look for Max, the orange HomeGain gorilla, to help you with any real estate needs you might have. You'll love this site. It's HomeGain.com. Check them out today.
[31:15.000 --> 31:23.000]  I guess they love these products for bath, air, laundry and dishes. There is nothing like these factory direct, big money saving triple concentrated soaps anywhere.
[31:23.000 --> 31:32.000]  Get a free detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[31:32.000 --> 31:36.000]  Let's talk to the owner of 5star soap, Marty Schachter, and see what he has to say.
[31:36.000 --> 31:46.000]  Founder and owner for over 63 years, people keep asking me, how's business? I'm happy to say our business is going down the drain.
[31:46.000 --> 32:09.000]  Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying a one to two month soap sampler. Thank you.
[32:17.000 --> 32:24.000]  In some areas of the country, the power grid is dangerously overloaded.
[32:24.000 --> 32:28.000]  And now, new socialist legislation is only compounding the problem.
[32:28.000 --> 32:35.000]  Dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather related onages.
[32:35.000 --> 32:46.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[32:46.000 --> 33:09.000]  For more information at www.mysolarbackup.com, that's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[33:09.000 --> 33:20.000]  From Austin, Texas, broadcasting worldwide, it's Alex Jones.
[33:20.000 --> 33:28.000]  Monday through Friday, 11 a.m. to 2 p.m. Central, we're here live back Sundays, 4 to 6 p.m. on your phone calls here in just a moment.
[33:28.000 --> 33:34.000]  But just briefly getting back to the TSA, and I know I keep repeating this, but I want to be clear.
[33:34.000 --> 33:47.000]  For now, almost a month, we've been pointing out that if people start protesting this and saying no, that the TSA will try to fearmonger and further intimidate you,
[33:47.000 --> 33:59.000]  but then they will fold like a house of cards, and it will be yet another example of how the corporate globalist Borg are not invincible, are not unstoppable.
[33:59.000 --> 34:10.000]  And it's now being called, last week by mainstream news, AP, Reuters, you name it, a grassroots revolt that isn't just about the TSA,
[34:10.000 --> 34:15.000]  it's about people being tired of the government being involved in our lives.
[34:15.000 --> 34:24.000]  And now you've got people protesting the banks, and it transcends left-right, it transcends black-white,
[34:24.000 --> 34:30.000]  it's humans that are sick of being treated like slaves, and that's what scares the system.
[34:30.000 --> 34:35.000]  That's why the right-wing media has been trying to make this all about Obama and Napolitano,
[34:35.000 --> 34:43.000]  and whereas they're unsavory, jackbooted thugs, they are still just front people for the same agenda that's been growing for decades.
[34:43.000 --> 34:46.000]  And that's why the left has been trying to make it about the right-wing.
[34:46.000 --> 34:56.000]  This is about the out-of-control military-industrial complex that Eisenhower warned us about, and that JFK, a Democrat, warned us about.
[34:56.000 --> 35:05.000]  And once we get past fighting with each other over labels and start talking about common sense, we've got a chance to fix this country.
[35:05.000 --> 35:12.000]  Right now, let's go to your phone calls. Let's talk to Justin in Kansas. Justin, you're on the ear.
[35:12.000 --> 35:16.000]  Hey, Alex, how are you doing? Good, sir. Good to talk to you. What's on your mind?
[35:16.000 --> 35:21.000]  Well, one thing, mainly, my girlfriend works up with the Irwin Army Hospital up at Fort Riley,
[35:21.000 --> 35:26.000]  and she brought me home a document the other day that kind of creeped me out.
[35:26.000 --> 35:36.000]  It's from Admiral Mullen. It's a self-help guide to anti-terrorism, and this is up on their website at the Irwin Army Hospital.
[35:36.000 --> 35:42.000]  And basically, it's a, well, it's a guide to anti-terrorism for the average citizen or soldier.
[35:42.000 --> 35:47.000]  It says, this is designed to assist in making your family less vulnerable to terrorists.
[35:47.000 --> 35:52.000]  It goes on to say you and your family are a vital yet vulnerable military resource.
